Gujarati,Tamil
કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ,கால்சியம்-அலுமினேட் சிமெண்ட்
કેલ્શિયમ-સિલિકેટ ઈંટ,கால்சியம்-சிலிகேட் செங்கல்
કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ,கால்சியம்-சிலிகேட் ஹைட்ரேட்
કેલિચે,கலிச்சே
કેલિફોર્નિયા બેરિંગ રેશિયો,கலிபோர்னியா தாங்கி விகிதம்
કેલિપર,காலிபர்
કેલરીમીટર,கலோரிமீட்டர்
કેમ્બર,கேம்பர்
કેનાલ,கால்வாய்
કેનોપી,விதானம்
કેન્ટિલવર ફૂટિંગ,கான்டிலீவர் அடிவாரம்
કેપ,தொப்பி
ક્ષમતા,திறன்
એઇલ ટ્રેકની ક્ષમતા,ஆயில் பாதையின் திறன்
કેપ કેબલ,தொப்பி கேபிள்
કેપિલેરિટી,கேபிலரிட்டி
કેશિલરી વિરામ,தந்துகி முறிவு
કેશિલરી પ્રવાહ,தந்துகி ஓட்டம்
કેશિલરી ભેજ અથવા કેશિલરી પાણી,தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்
કેશિલરી છિદ્ર જગ્યા,தந்துகி துளை இடம்
કેશિલરી છિદ્રાળુતા,கேபிலரி போரோசிட்டி
કેશિલરી જગ્યા,தந்துகி வெளி
કેપ્ચર વેગ,பிடிப்பு வேகம்
કાર્બોનેશન,கார்பனேற்றம்
કાર્બન બ્લેક,கார்பன் கருப்பு
કાસ્ટબલ રીફ્રેક્ટરી,காஸ்ட்பிள் பயனற்ற
કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ,காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு
કાસ્ટ-ઇન-પ્લેસ ખૂંટો,காஸ்ட்-இன்-பிளேஸ் பைல்
એરંડા,ஆமணக்கு
કાસ્ટ પથ્થર,வார்ப்பு கல்
ઉત્પ્રેરક,வினையூக்கி
કેટેના,கேட்டனா
બિલાડીનો ચહેરો,பூனை முகம்
બિલાડીનું માથું,பூனை தலை
કેશન,கேஷன்
કેટ વોક,பூனை நடை
પોલાણ નુકસાન,குழிவுறுதல் சேதம்
સેલાઇટ,செலைட்
સેલ્યુલર કોંક્રિટ,செல்லுலார் கான்கிரீட்
સેલ્યુલર બાંધકામ,செல்லுலார் கட்டுமானம்
સિમેન્ટ,சிமெண்ட்
"સિમેન્ટ, બિટ્યુમિનસ","சிமெண்ட், பிட்மினஸ்"
"સિમેન્ટ, ઉચ્ચ તાકાત","சிமெண்ட், அதிக வலிமை"
"સિમેન્ટ, હાઇડ્રોલિક","சிமெண்ட், ஹைட்ராலிக்"
"સિમેન્ટ, ઓછી ગરમી","சிமெண்ட், குறைந்த வெப்பம்"
"સિમેન્ટ, ચણતર","சிமெண்ட், கொத்து"
"સિમેન્ટ, કુદરતી","சிமெண்ட், இயற்கை"
"સિમેન્ટ, પોર્ટલેન્ડ","சிமெண்ட், போர்ட்லேண்ட்"
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ","சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન","சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
"સિમેન્ટ, સ્લેગ","சிமெண்ட், கசடு"
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક","சிமெண்ட், சல்பேட் எதிர்ப்பு"
"સિમેન્ટ, સુપર સલ્ફેટેડ","சிமெண்ட், சூப்பர் சல்பேட்"
"સિમેન્ટ, સફેદ","சிமெண்ட், வெள்ளை"
સિમેન્ટ-એગ્રિગેટ રેશિયો,சிமெண்ட்-மொத்த விகிதம்
સિમેન્ટ સામગ્રી,சிமெண்ட் உள்ளடக்கம்
સિમેન્ટ જેલ,சிமெண்ட் ஜெல்
સિમેન્ટ બંદૂક,சிமெண்ட் துப்பாக்கி
સિમેન્ટ ભઠ્ઠી,சிமெண்ட் சூளை
સિમેન્ટ પેઇન્ટ,சிமெண்ட் பெயிண்ட்
સિમેન્ટ પ્લાસ્ટર,சிமெண்ட் பூச்சு
સિમેન્ટ ખડક,சிமெண்ட் பாறை
સિમેન્ટ સ્લરી,சிமெண்ட் குழம்பு
સિમેન્ટ સંગ્રહ,சிமெண்ட் சேமிப்பு
સિમેન્ટેશન પ્રક્રિયા,சிமெண்டேஷன் செயல்முறை
સેન્ટરિંગ,மையப்படுத்துதல்
સેન્ટરિંગ અને શટરિંગ,மையப்படுத்துதல் மற்றும் மூடுதல்
કેન્દ્રીય મિશ્રિત કોંક્રિટ,மத்திய கலப்பு கான்கிரீட்
સેન્ટ્રલ મિક્સર,மத்திய கலவை
કેન્દ્રત્યાગી ચાહક,மையவிலக்கு விசிறி
ચાક,சுண்ணாம்பு
ચેમ્ફર,சேம்ஃபர்
ચેમ્ફર સ્ટ્રીપ,சேம்பர் துண்டு
ચેનલ બીમ,சேனல் கற்றை
લાક્ષણિક લોડ,சிறப்பியல்பு சுமை
લાક્ષણિકતા શક્તિ,பண்பு வலிமை
ચાર્જ બંધ,சார்ஜ் ஆஃப்
ચાર્જિંગ,சார்ஜ் செய்கிறது
તપાસવું,சரிபார்க்கிறது
કેમિકલ બોન્ડ,இரசாயன பிணைப்பு
ચેર્નોઝેમ,செர்னோசெம்
ચેસ્ટનટ માટી,கஷ்கொட்டை மண்
ચીમની ગટર,புகைபோக்கி சாக்கடை
ચિપ બોર્ડ,சிப் போர்டு
ચીપીંગ,சிப்பிங்
ચિપ્સ,சீவல்கள்
ચૂટ,சரிவு
વર્ગ (કોંક્રિટનો),வகுப்பு (கான்கிரீட்)
માટી,களிமண்
માટી સામગ્રી,களிமண் உள்ளடக்கம்
માટીની તપેલી,களிமண் பான்
સાફ કરો,சுத்தம் செய்
સાફ કરો,சுத்தம் செய்
ક્લીટ,கிளீட்
ક્લિન્કર,கிளிங்கர்
ક્લિપ,கிளிப்
કોગ્યુલેશન,உறைதல்
બરછટ એકંદર,கரடுமுரடான மொத்த
બરછટ દાણાવાળી માટી,கரடுமுரடான தானிய மண்
કોટ,கோட்
કોફર ડેમ,காஃபர் அணை
સંયોગ,ஒருங்கிணைப்பு
કોલોઇડ,கொலாய்டு
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,கூழ் ஈரப்பதம் சமமான விகிதம்
કોલોઇડલ સિસ્ટમ,கூழ் அமைப்பு
કોલ્યુવિયલ માટી,கொலுவல் மண்
કૉલમ,நெடுவரிசை
કોમ્બેડ પૂર્ણાહુતિ,சீப்பு பூச்சு
સંયુક્ત પગ,இணைந்த அடி
સંયુક્ત પાણી,ஒருங்கிணைந்த நீர்
સામાન્ય રૂમ,பொதுவான அறை
પૂર્ણતા પ્રમાણપત્ર,நிறைவு சான்றிதழ்
ઘટક ચોરસ,கூறு சதுரம்
કોંક્રિટ,கான்கிரீட்
કન્ક્રિશન,கான்கிரீட்
એકીકૃત દર/સપાટ દર,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
દૂષકો,அசுத்தங்கள்
રસોઇ alcove,அல்கோவ் சமையல்
મુકાબલો,சமாளிப்பது
કોર્બેલ,கோர்பெல்
કોર્નિસ,கார்னிஸ்
કપલર,இணைப்பான்
"કપલર, ડબલ","கப்லர், இரட்டை"
"કપલર, પુટલોગ","கப்லர், புட்லாக்"
"કપલર, સ્વીવેલ","இணைப்பு, சுழல்"
અભ્યાસક્રમ,பாடநெறி
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,சீரற்ற இடிந்த கொத்து
આવરી લેવામાં આવેલ વિસ્તાર,மூடப்பட்ட பகுதி
કમકમાટી,தவழும்
ક્રીપ ગુણાંક,க்ரீப் குணகம்
ક્રોટોવાઇન,குரோடோவின்
કાગડો પગ,காக்கை கால்
નાનો ટુકડો બટકું માળખું,நொறுக்குத் தீனி அமைப்பு
કર્બ,கட்டுப்படுத்து
વર્તમાન,தற்போதைய
વળાંક પ્રતિકાર,வளைவு எதிர்ப்பு
ભીનાશ પ્રૂફ કોર્સ,ஈரப்பதம் இல்லாத பாடநெறி
પૂર્ણ થવાની તારીખ,நிறைவு தேதி
ડેડ લોડ,நிலைச்சுமை
મૃત પાણી,இறந்த நீர்
ડેસિબલ,டெசிபல்
ડિફ્લોક્યુલેશન,டிஃப்ளோகுலேஷன்
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
એકત્રીકરણની ડિગ્રી,திரட்டல் பட்டம்
વિખેરવાની ડિગ્રી,சிதறல் பட்டம்
સંતૃપ્તિની ડિગ્રી,செறிவூட்டல் பட்டம்
ઘનતા,அடர்த்தி
રણ પેવમેન્ટ,பாலைவன நடைபாதை
રણની માટી,பாலைவன மண்
વિગતો,விவரங்கள்
વિકાસ સમયગાળો,வளர்ச்சி காலம்
ડી-ક્ષિતિજ,டி-அடிவானம்
કર્ણ બંધન,மூலைவிட்ட பிணைப்பு
ડાયાગ્રામ,வரைபடம்
ડિજિટલ ડોક,டிஜிட்டல் டாக்
વિભેદક પાણી દર,வேறுபட்ட நீர் விகிதம்
મંદન વેન્ટિલેશન,நீர்த்த காற்றோட்டம்
ડિલુવિયમ,டிலுவியம்
ડાઇનિંગ રૂમ,சாப்பிடும் அல்லது உணவருந்தும் அறை
દિશા ખીંટી,திசை ஆப்பு
વિક્ષેપ,சிதறல்
ડિસ્ટેમ્પર,டிஸ்டெம்பர்
ડોક,கப்பல்துறை
દરવાજો,கதவு
ડોર્મર,டார்மர்
ડોર્મર ચેક,டார்மர் சோதனை
ડબલ ફ્લેમિશ બોન્ડ,இரட்டை சதை பிணைப்பு
ડબલ લેયર,இரட்டை அடுக்கு
ડોવેલ,டோவல்
ચિત્ર ફલક,வரைதல் பலகை
દીવાનખાનું,வரைதல் அறை
ડ્રિફ્ટ,சறுக்கல்
શુષ્ક બલ્બ તાપમાન,உலர் குமிழ் வெப்பநிலை
ડ્રાય ડોક,உலர் கப்பல்துறை
સુકા રબર ચણતર,உலர் ரப்பர் கொத்து
ડચ બોન્ડ,டச்சு பத்திரம்
વામન દિવાલ,குள்ள சுவர்
નિવાસ એકમ,குடியிருப்பு அலகு
ઇવ,ஈவ்
Eaves ગટર,ஈவ்ஸ் சாக்கடை
આર્થિક શક્યતા,பொருளாதார சாத்தியம்
એક્ટોડાયનેમોર્ફિક માટી,எக்டோடைனமார்பிக் மண்
એડી,எட்டி
અસરકારક કદ,பயனுள்ள அளவு
પુષ્પવૃત્તિ,மலர்ச்சி
એફ્લુઅન્ટ,கழிவுநீர்
એલિવેશન,உயரம்
એલુવિએશન,எலுவியேஷன்
એલ્યુવિયમ,எலுவியம்
એન્ડોડાયનેમોર્ફિક માટી,எண்டோடைனமார்பிக் மண்
એન્જિનિયરિંગની શક્યતા,பொறியியல் சாத்தியம்
અંગ્રેજી બોન્ડ,ஆங்கில பத்திரம்
અંગ્રેજી ગાર્ડન વોલ બોન્ડ,ஆங்கில தோட்ட சுவர் பத்திரம்
"EPM (મિલિયન દીઠ સમકક્ષ),&quot;","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
સમકક્ષ વજન,சமமான எடை
અર્ગ,எ.கா
વિનિમયક્ષમ,மாற்றத்தக்கது
વિનિમયક્ષમ એસિડિટી,மாற்றக்கூடிய அமிலத்தன்மை
વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
ઇ.એસ.પી.,ஈ.எஸ்.பி.
એક્સચેન્જ એસિડિટી,பரிமாற்ற அமிலத்தன்மை
વિનિમય સંકુલ,பரிமாற்ற வளாகம்
એક્ઝોસ્ટ,வெளியேற்ற
ખુલ્લી પૂર્ણાહુતિ,வெளிப்பட்ட பூச்சு
આંખ,கண்
આંખ ભ્રમર,கண் புருவம்
સામનો કરવો,எதிர்கொள்ளும்
બોન્ડનો સામનો કરવો,எதிர்கொள்ளும் பிணைப்பு
સલામતીનું પરિબળ,பாதுகாப்பு காரணி
પડવું,வீழ்ச்சி
ફેસિયા,ஃபேசியா
ફેસિયા બોર્ડ,முக பலகை
દોષ,தவறு
ક્ષેત્રની ભેજ,வயல் ஈரப்பதம்
અંતિમ ભેજ સમકક્ષ,இறுதி ஈரப்பதம் சமம்
ફિલેટ (મોર્ટારનું),ஃபில்லட் (மோட்டார்)
અંતિમ,இறுதி
અંતિમ માપન,இறுதி அளவீடு
અંતિમ ચુકવણીq,இறுதி கட்டணம்
અંતિમ પૂર્વ તણાવ,இறுதி முன் மன அழுத்தம்
અંતિમ તાણ,இறுதி பதற்றம்
નાણાકીય શક્યતા,நிதி சாத்தியம்
ફાઇન એકંદર,நேர்த்தியான மொத்த
ફિસર્ડ ખડક,பிளவுபட்ட பாறை
ધ્વજ પથ્થર,கொடி கல்
ફ્લેમિશ બોન્ડ,பிளெமிஷ் பிணைப்பு
ફ્લેશિંગ,ஒளிரும்
ચમકદાર પ્રવાહ,பளிச்சிடும் ஓடை
સપાટ છત,தட்டையான கூரை
ફ્લેચે,Fleche
ફ્લેમિશ ગાર્ડન વોલ બોન્ડ,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
ચકમક,பிளின்ட்
ફ્લિન્ટ દિવાલ,பிளின்ட் சுவர்
ફ્લોટિંગ ફ્લોર,மிதக்கும் தளம்
ફ્લોક્યુલેશન,ஃப்ளோக்குலேஷன்
ફ્લોક્યુલેશન મર્યાદા,ஃப்ளோகுலேஷன் வரம்பு
ફ્લોક્યુલેશન રેશિયો,ஃப்ளோகுலேஷன் விகிதம்
ફ્લોક્યુલ્સ,ஃப்ளோக்குல்ஸ்
ફ્લોર,தரை
ફ્લોર સીલ,மாடி முத்திரை
પ્રવાહ,ஓட்டம்
વધઘટ,ஏற்ற இறக்கம்
ફૂટિંગ,காலடி
ફાઉન્ડેશન,அறக்கட்டளை
ફ્રી ફોલ બેરો ટોપિંગ મિક્સર,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
મફત પથ્થર,இலவச கல்
ફ્રેશેટ,புதியது
ઘર્ષણ ખૂંટો,உராய்வு குவியல்
દેડકા,தவளை
ગેબલ,கேபிள்
ગેબલેટ,கேப்லெட்
ગેમ્બ્રેલ છત,சூதாட்ட கூரை
ગેજ,அளவீடு
માપન વિભાગ,அளவிடும் பிரிவு
ગેજિંગ સ્ટેશન,அளவிடும் நிலையம்
સામાન્ય સ્થાન યોજના,பொதுவான இருப்பிடத் திட்டம்
સામાન્ય વેન્ટિલેશન,பொது காற்றோட்டம்
G ક્ષિતિજ અથવા gley ક્ષિતિજ,G அடிவானம் அல்லது gley அடிவானம்
સુધી હિમનદી,வரை பனிப்பாறை
જીનીસ,Gneiss
માલ યાર્ડ,பொருட்கள் முற்றம்
ઢાળ પ્રતિકાર,சாய்வு எதிர்ப்பு
ગ્રેનાઈટ,கிரானைட்
દાણાદાર માળખું,சிறுமணி அமைப்பு
દાણાદાર,குருணையாக்கம்
ગ્રાન્યુલ,சிறுமணி
ગુરુત્વાકર્ષણ મુક્ત પાણી,ஈர்ப்பு நீர் இல்லாத நீர்
ગુરુત્વાકર્ષણ યાર્ડ,ஈர்ப்பு முற்றம்
ગ્રેટ માટી જૂથ,பெரிய மண் குழு
ગ્રિલેજ ફાઉન્ડેશન,கிரில்லேஜ் அடித்தளம்
ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ,தரையில் கை மோல்டிங்
જૂથબદ્ધ ડોક,குழுவாக்கப்பட்ட கப்பல்துறை
ગ્રુપ હાઉસિંગ,குழு வீடுகள்
અતિથિ ખંડ,விருந்தினர் அறை
ગટર,சாக்கடை
ગટર ધારક,சாக்கடை சுமப்பவர்
ગટર ચેક,கால்வாய் சோதனை
હેમર ડ્રેસિંગ,சுத்தி அலங்காரம்
હાર્બર,துறைமுகம்
આશ્રય બંદર,புகலிடத் துறைமுகம்
સખત તપેલી,கடினமான பான்
હેડર,தலைப்பு
હેડર બોન્ડ,தலைப்பு பத்திரம்
હેડર કોર્સ,தலைப்பு பாடநெறி
હેડ ગેટ સ્ટ્રક્ચર,தலை வாயில் அமைப்பு
કેનાલના વડા,கால்வாயின் தலைவர்
હેડ રેગ્યુલેટર,தலைமை சீராக்கி
હેરિંગ બોન બોન્ડ,ஹெர்ரிங் எலும்பு பிணைப்பு
હાર્ટીંગ,இதயம்
ભીનાશની ગરમી,ஈரமாக்கும் வெப்பம்
ઉચ્ચ એલ્યુમિના સિમેન્ટ,உயர் அலுமினா சிமெண்ட்
હિપ,இடுப்பு
હિપ કેપિંગ,ஹிப் கேப்பிங்
હિપ્ડ એન્ડ,இடுப்பு முனை
હૂડ,ஹூட்
હૂડ મોલ્ડિંગ,ஹூட் மோல்டிங்
હૂકનો કાયદો,ஹூக்கின் சட்டம்
હૂપ આયર્ન,வளைய இரும்பு
ક્ષિતિજ,அடிவானம்
ભેજીકરણ,ஈரப்பதமாக்குதல்
"ભેજ, સંપૂર્ણ","ஈரப்பதம், முழுமையானது"
"ભેજ, સંબંધિત","ஈரப்பதம், உறவினர்"
હમ્પ યાર્ડ,ஹம்ப் யார்டு
હાઇડ્રોલિક દબાણ,ஹைட்ராலிக் அழுத்தம்
હાઇડ્રેશન,நீரேற்றம்
હાઇડ્રોલિસિસ,நீராற்பகுப்பு
હાઇડ્રોલિટીક એસિડિટી,ஹைட்ரோலைடிக் அமிலத்தன்மை
હાઇડ્રોમોર્ફિક માટી,ஹைட்ரோமார்பிக் மண்
હાઇડ્રોફિલિક કોલોઇડ,ஹைட்ரோஃபிலிக் கொலாய்டு
હાઇડ્રોફોબિક કોલોઇડ,ஹைட்ரோபோபிக் கொலாய்டு
હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
હાઇગ્રોસ્કેપ્ટિક ગુણાંક,ஹைக்ரோஸ்காப்டிக் குணகம்
હાઇગ્રોસ્કોપિક ભેજ,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
હાઇડ્રોસ્કોપીસીટી,ஹைட்ரோஸ்கோபிசிட்டி
હાઇગ્રોસ્કોપિક ભેજ,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
હાયપરબેરિક ચેમ્બર,ஹைபர்பேரிக் அறை
હાઇપરસ્ટેટિક ફ્રેમ,ஹைப்பர்ஸ்டேடிக் சட்டகம்
હાઇપ્સોમીટર,ஹைப்சோமீட்டர்
રોશની,வெளிச்சம்
એમ્બિબેશન ભેજ,உட்புகுதல் ஈரப்பதம்
અપરિપક્વ માટી,முதிர்ச்சியடையாத மண்
જપ્ત કરાયેલ ડોક,சிறைபிடிக்கப்பட்ட கப்பல்துறை
જમીનની આવકમાં વધારો,நில வருவாய் அதிகரிப்பு
સ્વતંત્ર પાલખ,சுதந்திர சாரக்கட்டு
ઈન્ડ્યુરેટેડ,உள்வாங்கப்பட்டது
પ્રારંભિક prestress,ஆரம்ப அழுத்த அழுத்தம்
પ્રારંભિક તણાવ,ஆரம்ப பதற்றம்
આંતરદેશીય જળમાર્ગ બંદર,உள்நாட்டு நீர்வழி துறைமுகம்
ઇન્સ્યુલેટીંગ બોર્ડ,காப்பு பலகை
મધ્યવર્તી બંદર,இடைநிலை துறைமுகம்
આંતરિક ઘર્ષણ,உள் உராய்வு
ઇન્ટ્રાઝોનલ માટી,உள் மண்டல மண்
આયન,அயன்
આયન વિનિમય,அயன் பரிமாற்றம்
લોખંડની તપેલી,இரும்பு சட்டி
સિંચાઈવાળી જમીન,பாசன நிலம்
સિંચાઈ,நீர்ப்பாசனம்
સિંચાઈ ઉપકર,பாசன செஸ்
જાંબ,ஜம்ப்
જોગલ,தள்ளாட்டம்
જોગલ પિન,ஜாக்கிள் முள்
જૌલ,ஜூல்
જમ્પર,குதிப்பவர்
કિલોગ્રામ,கிலோகிராம்
કિલોગ્રામ બળ,கிலோகிராம் படை
