English,Gujarati
Adrenocorticotropic releasing hormone (ACTRH),એડ્રેનોકોર્ટિકોટ્રોપિક રિલીઝિંગ હોર્મોન (એસીટીઆરએચ)
Adsorbent,શોષક
Adsorption,શોષક
Advanced chordate,અદ્યતન તાર
Advantageous mutation,ફાયદાકારક પરિવર્તન
Adventitial,સાહસિક
Adventitious root,અગમ્ય મૂળ
Adverse effect,પ્રતિકૂળ અસર
Aedes,એડીસ
Aeration of culture,સંસ્કૃતિનો વાયુ
Aerenchyma,વિમાન
Aerial,હવાઈ
Aerial root,હવાઈ ​​મૂળ
Aerial shoot,હવાઈ ​​ગોળી
Aerobic respiration,વાયુગામી શ્વસન
Aerobic respiration,વાયુગામી શ્વસન
Aesthetics,સૌંદર્ય શાસ્ત્ર
Aestivation,નિલાસ્ય
Aestivation,નિલાસ્ય
Afferent,સંલગ્ન
Affinity chromatography,લગાવ રંગ
Afflicted organ,પીડિત અંગ
Afforestation,વનીકરણ
Agamospermy,અકસ્માત
Agar,પાટિયું
Agarose,અણીદાર
Agarose gel eletrophoresis,એલોઝ જેલ એલેટ્રોફોરેસિસ
Agarose polymer gel,પિલર જેલ
Agast,અવસ્થામાં
Agave,ખાડી
Age distribution,વય વહેંચણી
Age pyramid,વય પિરામિડ
Agglutination,Agલટ
Aggregate,સમૂહ
Aggregate of follicle,એકંદર
Aggregate of follicle,એકંદર
Aggregation,એકંદર
Aggressiveness,આક્રમકતા
Agitator system,આંદોલનકારી પદ્ધતિ
Agnatha,એકરાગ
Agouti,અણી
Agranal chloroplast,અગ્રાણ ક્લોરોપ્લાસ્ટ
Agranular,એકરારવાળું
Agranulocyte,એગ્રાન્યુલોસાઇટ
Agriculture,કૃષિ
Agroforestry,કૃષિ -પ્રવેશ
Agrobacterium mediated,મધ્યસ્થી
Agrobacterium tumefaciens,એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ
Agrochemical,કૃષિ -તકનીકી
Agrochemical,કૃષિ -તકનીકી
Agroclimatic zone,કૃષિ -ક્ષેત્ર
Agronomic trait,કૃષિવિજ્ trાન
Agronomy,કૃષિવિજ્yાન
AIDS,સહાય
Air bladder,હવાઈ ​​મૂત્રાશય
Air conditioner,હવાઈ ​​કન્ડિશનર
Air passage,હવાઈ ​​માર્ગ
Air pollution,હવા પ્રદૂષણ
Air sac,હવાઈ ​​કોથળી
Air vacuole,હવાઈપૂટી
Air-breathing,હવાઈ ​​શ્વાસ
Alain,અણીદાર
Alary muscle,અણીદાર સ્નાયુ
Alaskan brown bear,અલાસ્કા બ્રાઉન રીંછ
Albino,કોયડો
Albugo,કાંચક
Albumin,આલ્બ્યુબિન
Albuminous seed,શામક બીજ
Albuminuria,આલ્બમિન્યુરિયા
Alburnum,આવરણ
Alcedae,અણી
Aldehyede,શણગાર
Aldosterone system,મિથોસ્ટેરોન
Aldosterone,અલડોસ્ટેરા
Aleurone layer,Alલ્યુરોન સ્તર
Aleuroplast,એક જાતનો અવાજ
Alfalfa,એક જાતની કળા
Algal bloom,એલ્ગલ મોર
Algin,જાસૂસ
Alien DNA,પરાયું ડીએનએ
Alien species,પરિયન જાતિઓ
Alignment,ગોઠવણી
Alignment,ગોઠવણી
Alimentary canal,ઉદાર નહેર
Alimentary system,અંતરીલ પદ્ધતિ
Alismaceace,અણી
Alkaloid,ક્ષુદ્ર
Alkaline,ક્ષુદ્ર
Alkaptonuria,આલ્કીપ્ટોન્યુરિયા
Allantois,અણી
Allele frequency,એલીલ આવર્તન
Allele,એલીલ
Allelomorphic pair,એલેલોમોર્ફિક જોડી
Allergen,એલર્જન
Alligator,મગર
Allium cepa,એલીયમ સી.પી.ઇ.પી.એ.
Allogamy,સહ -સંબંધ
Allograft,અલગ
Allopatric speciation,એલોપેટ્રિક સ્પષ્ટીકરણ
Allopolyploid,ફિલોપ્લોઇડ
Allosteric effect,એલોસ્ટીક અસર
Allosteric enzyme,એલોસ્ટીક ઉત્સુક
Allosteric inhibitor,એલોસ્ટીક અવરોધક
Allosteric modulation,ખેલ -મોડ્યુલેશન
Allosteric site,એલોસ્ટીક સ્થળ
Allosteric inhibition,એલોસ્ટીક અવરોધ
Allotetraploid,એલોટેટ્રાપ્લોઇડ
Alnus,કૃતિ
Aloe,કુંવાર
Along the axon,ચેતાક્ષની સાથે
Alpha-antitrypsin,આલ્ફા-એન્ટાઇટ્રિપ્સિન
Alpha-lactalbumin,અણી
Alpine climate condition,આધ્યાત્મિક આબોહવાની સ્થિતિ
Alpine meadow,ઘાસચારો
Alpine zone,આલ્પાઈન ઝોન
Alstonia,અલ્ટોનીયા
Alternaria,અનાદર
Alternate,વૈભવી
Alternation of generation,એકાંત
Altitude sickness,Altણ માંદગી
Altitude,Altંચાઈ
Alveolar duct,મૂર્ત નળી
Alytes,પહાડી
Alzheimer's disease,અલ્ઝાઇમર રોગ
Amacrine cell,આદિક કોષ
Amaranthaceae,અમરાન્થેસી
Amaranthus,અમરાન્થસ
Ambient osmotic concentration,આસપાસના ઓસ્મોટિક એકાગ્રતા
Ambystoma,મંગળિયા
Amide,કાર્યરત થવું
Amino acid,એમિનો એસિડ
Amino acid acceptor,એમિનો એસિડ સ્વીકારનાર
Aminoacyl t RNA synthetase,એમિનોસિલ ટી આર.એન.એ.
Aminoacylation,જાદુગરી
Amitosis,ક્ષુત્વ
Ammonia,તરંગ
Ammonification,ચંદ્ર
Ammonotelism,દ્વેષીકરણ
Amniocentesis,મૈવસેન્ટિસીસ
Amniocentesis technique,મણકાલોની તકનીક
Amniocyte,Amnoocyte
Amnion,મૈથુન
Amniotic fluid,મણિ -પ્રવાહી
Amniotic membrane,મખરોધ
Amniotic sac,મખસુડ
Amoeba,અમીર
Amoebocyte,એમોએબોસાઇટ
Amoeboid,અમીર
Amoeboid lymphocyte,એમોએબોઇડ લિમ્ફોસાઇટ
Amoeboid movement,એમીબોઇડ આંદોલન
Amorphous,આકારહીન
Amount,રકમ
Amphetamine,મેફેટેમાઇન
Amphibia,ઉન્માદ
Amphibian,ઉન્માદ
Amphibian,ઉન્માદ
Amphioxus,Amન
Amphioxus lanceolatus,Amણપત્ર
Amphipathic,ઉભય
Amphipathic lipid,ઉભયપથિક લિપિડ
Amphisarca,Amતરતી કળા
Ampicillin,જાદુઈ
Ampulla,Amાંકી
Ampullary gland,Amકલી ગ્રંથિ
Amygdal,મસ્તક
Amygdale,એમીગડેલ
Amygdalin,એમીગડાલિન
Amylase,સ્ફોટક
Amyloplast,મેલીલોપ્લાસ્ટ
Anabaena,અનોડો
Anabas,અનોડો
Anabolic pathways,એનાબોલિક માર્ગ
Anabolism,અનોખા
Anacardiaceae,અનોખા
Anaemia,રખડુ
Anaerobe,એનોરોબ
Anaerobic fuel,એંટરોબિક બળતણ
Anaerobic respiration,એંકોરોબિક શ્વસન
Anaerobic sludge digester,એનારોબિક કાદવ પાચક
Anaerobic,એંટરો
Anaima,અનોદ
Anal,ગુદા
Anal,ગુદા
Anal aperture,ગુદા છિદ્ર
Anal cerci,ગુદા સર્કી
Anal loop,ગુદા લૂપ
Anal style,ગુદા શૈલી
Analogous,સમાન
Analogous,સમાન
Analogy,સાદ્રશ્ય
Analogy,સાદ્રશ્ય
Analysis,વિશ્લેષણ
Anaphase,એફેઝ
Anatomic barrier,એનાટોમિક અવરોધ
Anatomical aspect,શરીરરચનાવિષયક પાસા
Anatomist,શરીરરચનાવિજ્istાની
Anatomy,શરીરરચના
Ancestor descendant sequence,પૂર્વજ વંશજ અનુક્રમ
Ancestral lineage,પૂર્વજોનો વંશ
Ancestral sequence,પૂર્વજો
Ancylostoma,આદ
Androecium,જનનુભારી
Androgen,થાંભલા
Anemia,રખડુ
Anemone,ક anંગું
Aneuploid,Anડતું
Aneuploidy,Anન
Angina,કંઠમાળ
Angiogram,ઝેરગ્રામ
Angiograph,ઝ પણરો
Angiography,ઝળહળાકાર
Angioplasty,રંગની કળા
Angiosperm,કણક
Angiotensin,રંગગતિ
Angiotensinogen,રંગગતિ
Angler fish,કોઠાર માછલી
Anguina,ઓગળવી
Anguis,અંગૂઠા
Animal,પશુ
Animal,પશુ
Animal dung,પ્રાણીનું છાણ
Animal husbandry,પશુપાલન
Animal karyotyping,પશુ કેરીયોટાઇપિંગ
Animal kingdom,પ્રાણીસૃષ્ટિ
Animal tissue,પશુ પેશી
Animalia,પોલાણ
Anion,ઠગ
Anisotropic band,એશિશ
Annealing,Ingંચે ચપટી
Annelid,નેલિડ
Annelida,Annણપુટી
Annual ring,વાર્ષિક
Annulated,ઉશ્કેરાયેલું
Annule,વાંકું
Anomalous type,વિસંગત પ્રકાર
Anopheles,પર્વતમાળા
Ant eater,કીડી
Antagonistic,વિરોધી
Antarctic,એન્ટાર્કટિક
Antenna,એન્ટેના
Antenna complex,એન્ટેના સંકુલ
Antennal gland,દ્વેષી ગ્રંથિ
Anterior (ventral) gray horn,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
Anterior hypophysis,અગ્રવર્તી હાયપોફિસીસ
Anterior interventricular sulcus,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
Anther,ગૂંથ મારવો
Anther culture,એન્થર સંસ્કૃતિ
Antheridium,માદક દ્રવ્યો
Antherozoid,એન્થેરોઝોઇડ
Anthoceros,એન્થોસેરોસ
Anthocerotopsida,એન્થોસેરોટોપ્સિડા
Anthrax,એક જાતની નશરીય
Anthropogenic extinction,માનવશાસ્ત્ર
Anthropology,માનવશાસ્ત્ર
Antibacterial,એન્ટિબેક્ટેરનું
Antibiotic penicillin,એન્ટિબાયોટિક પેનિસિલિન
Antibiotic resistant,એન્ટિબાયોટિક પ્રતિરોધક
Antibiotic(s),એન્ટિબાયોટિક (ઓ)
Antibody,એન્ટિબોડી
Antibody couple,એન્ટિબોડી દંપતી
Antibody mediated immunity,એન્ટિબોડી મધ્યસ્થી
Anticoagulant,એન્ટીકોએગ્યુલેંટ
Anticodon loop,એન્ટિકોડન લૂપ
Antidepressant,એન્ટીડિપ્રેસ
Antidiuretic hormone (ADH),એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
Antigen gene,જનીન
Antigen-antibody complex,એન્ટિજેન-એન્ટિબોડી સંકુલ
Antigenic determinant,એન્ટિજેનિક નિર્ધારક
Antinutritional factor,અસાધારણ પરિબળ
Antioxidant,વિરોધી
Antipodal nucleus,એન્ટિપોડલ ન્યુક્લિયસ
Anti-sense RNA,સમૃદ્ધ આર.એન.એ.
Antiviral protein,એન્ટિવાયરલ પ્રોટીન
Antrum,એન્ટ્રમ
Anucleate,સસલું
Anus,ગુદા
Anxiety disorder,અસ્વસ્થતા
Aortic arch,એરોર્ટિક કમાન
Aortic ganglion,એરોર્ટિક ગેંગલીયન
Aortic semilunar valve,એરોર્ટિક સેમિલ્યુનર વાલ્વ
Aortic valve,એરોર્ટિક વાલ્વ
APC (anaphase promoting complex),એપીસી (સંકુલને પ્રોત્સાહન આપતા એનાફેસ)
Apelike ancestor,પૂર્વજ
Aphid,Apષધ
Aphrodite,ફેળખી
Apical dominance,મડાગાંઠ
Apical pad,સical
Apiculture,મધમાખી
Apis indica,સધ્ધર
Aplanospore,પ્રપંચી
Aplysia,Lyંચે જનનુસાર
Apocarpae,શોક
Apocarpous,જનનુભુના
Apocarpous ovary,નમ્ર અંડાકાર
Apocrine gland,શરદી
Apoenzyme,ઉપલોક
Apomict,કોશિશ
Apomixis,અનુવાદ
Apoplasm,Apળપડી
Apoplastic pathway,Apપચારિક માર્ગ
Apoptosis,એપોપ્ટોસિસ
Apparatus,ઉપકરણ
Appendicular skeleton,પરિપ્રેક્ષ્ય
Appendix of the caecum,ક caકમનું પરિશિષ્ટ
Apple snail,સફરજન
Aquaculture,જળચરઉછેર
Aquaporin,જળરોગ
Aquatic amphibian,જળચર
Aquatic form,જળચર
Aquatic habitat,જળચર રહેઠાણ
Aquatic organism,જળચર સજીવ
Aquatic plant,જળચર સંયંત્ર
Aquatic respiration,જળચર શ્વસન
Aqueous fluid,જલીય પ્રવાહી
Aqueous humur,જલીય ભેજ
Aqueous intra-cellular fluid,જલીય ઇન્ટ્રા-સેલ્યુલર પ્રવાહી
Aqueous sample,જલીય નમૂના
Aqueous solution,જલી ઉકેલ
Aquila,પાણી
Arabidopsis,અરબીડોપ્સિસ
Arachnida,ક arંગન
Arachnoid,અણીદાર
Araneus,અરાજક
Arborescent,અવસ્થામાં
Arborescent lycopod,આર્બોરેસન્ટ લાઇકોપોડ
Archaebacteria,પુરાતત્ત્વીય
Archegonium,પુરાતત્વ
Archipelago,દ્વીપસમૂહ
Arctic,આર્ક્ટિક
Arctic tern,આર્ક્ટિક ટર્ન
Arctic tundra,આર્ક્ટિક ટુંડ્ર
Ardea,આર્દિયા
Areolar tissue,અનિયંત્રિત પેશી
Argemone (prickly poppy),આર્ગેમોન (કાંટાદાર ખસખસ)
Argemone mexicana,આર્જેમોન મેક્સિકોન
Arginine,આદુ
Arid region,પગે પ્રદેશ
Aristolochiaceae,Arંચે
Arm feeding,હાથોહારી
Armyworm,સૈન્યની કીટ
Aroid,Arોળવું
Aroma,સુગંધ
Arrester,કરચલો
Artemisia,કલાત્મક
Arterial systolic,ધમની સિસ્ટોલિક
Arteriosclerotic,ખળભળાટવાળું
Arthropod,આર્થ્રોપોડ
Arthritis,સંધિવા
Arthropoda,આર્થ્રોપોડા
Articular cartilage,લેખક કાર્ટિલેજ
Articulate,સ્પષ્ટ
Articulated,સ્પષ્ટ
Artificial pacemaker,કૃત્રિમ પેસમેકર
Artificial selection,કૃત્રિમ પસંદગી
Artocarpus heterophyllus,આર્કાર્પસ હેટોરોફિલસ
Asbestos fibre,સુશોભિત
Asbestosis,એસ્બેસ્ટોસિસ
Ascaris,એક જાતનું
Ascending chromatography,ચડતી ક્રોમેટોગ્રાફી
Ascidia,હાસ્ય
Ascidian,શણગારું
Ascocarp,અકસ્માત
Ascomycetes,દૃ asતા
Ascorbic acid,એસર્બિક એસિડ
Ascospore,ગિરિણી
Ascus,અકસ્માત
Aseptate,દંગાહી
Asexual reproduction,અજાતીય પ્રજનન
Asexual spore,અજાતીય બીજકણ
Asparagine synthetase,શારરી
Asparagus,શતાવરીનો શતાાયણ
Aspartic acid,જાસૂસ એસિડ
Aspergillus niger,સ્રાવ નાઇજર
Aspergillus,અકસ્માત
Asphodelus tenuifolius,અફડેલસ ટેન્યુફોલિયસ
Aspirin,તુરંત
Assay,પરાકાષ્ઠા
Assemblage,એકત્રીકરણ
Assimilation efficiency,આત્મસાત કાર્યક્ષમતા
Assimilatory root,આત્મસાતુ મૂળ
Assisted reproductive technique,પ્રજનન તકનીક
Association area,મંડળનો વિસ્તાર
Associative symbiosis,સહ -સહજીવન
Assortment and recombination,ભાત અને પુનર્વસન
Assortment of factor,પરિબળ ભાત
Astacus,અજાણ
Asteraceae,જસ્ટરી
Asterales,ખંડ
Asteroid,ગ્રહ
Asthma,અસ્થમા
Astragalus gummifer,એસ્ટ્રાગાલસ ગમ્ફર
Astral spindle pole,અપાર્થિવ સ્પિન્ડલ ધ્રુવ
Astronomer,ખગોળશાસ્ત્રી
Asymmetric karyotype,અસમપ્રમાણ કેરીયોટાઇપ
Asymmetrical,અસમપ્રમાણ
Atheromatous,વિધવાલાને લગતું
Atherosclerosis,વિધવાલા
Atherosclerotic plaque,એથરોસ્ક્લેરોટિક તકતી
Atlas,નગરો
Atlas vertebra,એટલાસ વર્ટેબ્રા
Atmosphere,વાતાવરણ
Atmospheric,વાતાવરણીય
Atmospheric inputs,વાતાવરણીય ઇનપુટ્સ
Atomic force microscope,અણુ બળ માઇક્રોસ્કોપ
Atom,અણુ
ATP ase,એ.ટી.પી.
Atrial contraction,ભયંકર સંકોચન
Atrial fibrillation,સુશોભિત ફાઇબરિલેશન
Atrial natriuretic factor (ANF),એટ્રિલ નેટ્યુરેટિક ફેક્ટર (એએનએફ)
Atrial node,એટ્રિલ નોડ
Atrial systole,એટ્રિલ સિસ્ટોલ
Atrioventricular node,અતિશય નોડ
Atrioventricular valve,અતિશય વાલ્વ
Atrium (peatria),કર્ણક
Atrium (peatria),કર્ણક
Atropa belladonna,એટરોપા બેલાડોના
Atrophy,કૃશતા
Atropine alkaloid,આલ્કલોઇડ
Attachment plate,જોડાણ પ્લેટ
Auditory cortex,શ્રદ્ધા
Aulosira,અનોલોસિરા
Auricle (auricula),Ur રિકલ (ur રિક્યુલા)
Auricle (auricula),Ur રિકલ (ur રિક્યુલા)
Auricle (auricula),Ur રિકલ (ur રિક્યુલા)
Auricle (auricula),Ur રિકલ (ur રિક્યુલા)
Australopithecines,Australગરોપિથિસિન્સ
Autecology,આરણવિજ્ologyાન
Automated DNA sequencer,સ્વચાલિત ડીએનએ સિક્વેન્સર
Autopolyploid,સ્વોલપ્લોઇડ
Autoanalyser,ઓટોનાલિસર
Autogamy,સ્વતસ્તરી
Autogamy,સ્વતસ્તરી
Autograft,સ્વચાલિત
Autoimmune disease,સ્વયંપ્રતિકારક રોગ
Automobile exhaust,ઓટોમોબાઈલ એક્ઝેકટ
Autonomic (involuntary) nervous system,સ્વાયત્ત (અનૈચ્છિક) નર્વસ સિસ્ટમ
Autophagic lysosome,સ્વચાલિત
Autoploid,સ્વચાલિત
Autopodium,સ્વચાલિત
Autopolyploid,સ્વોલપ્લોઇડ
Autosomal chromorome,સ્વચાલિત ક્રોમરોમ
Autosomal gene,સ્વત્વાદેશ
Autosome,આપત્તિજનક
Autotetraploid,સ્વચાલિત
Autotomy,સ્વચાલ
Autotriploid variety,સ્વચાલિત વિવિધતા
Autotroph,સ્વચાલિત
Autumn wood,પડોશી લાકડો
Auxanograph,સહાયક
Auxanometer,સહાયકમાપક
Auxetic growth,સહાયક વૃદ્ધિ
Auxin,Uxક્સિન
Auxotroph,Uxક્સોટ્રોફ
A V bundle,એક વી બંડલ
Aves,આદ
Avicennia,એકસાથે
Awn,Awગલો
Axial skeleton,અક્ષીય હાડપિંજર
Axile,સ્ફોટક
Axillary bud,વિસ્ફોટક કળી
Axillary,Axંચે એવું
Axis vertebra,કુહારી
Axon,ચેલો
Axonal membrane,કર્કશ પટલ
Axonally,કર્કશ
Axoneme,Ax્કોનેમ
Azospirillum,અણીદાર
Azotobacter,અજાણી
Azygous vein,અકસ્માત નસ
Bacillus anthracis,બેસીલસ એન્થ્રેસીસ
Bacillus thuringiensis (Bt),બેસિલસ થ્યુરિંગિનેસિસ (બીટી)
Bacillus,દંભ
Bacteria,જીવાત
Bacterial,જીવાત
Bacterial artificial chromosome (BAC),બેક્ટેરિયલ કૃત્રિમ રંગસૂત્ર (બીએસી)
Bacterial pathogen,જીવાણુ રોગકારક રોગ
Bacterial plasma membrane,બેક્ટેરિયલ પટલ
Bacterial strain,જીવાણુની તાણ
Bacteriological,જીવાણુનાશક
Bacteriological nomenclature,જીવાણુ નામ
Bacteriophage,પેક્ટેરિઓફેજ
Bacterium,સુશોભન
Baculovirus,બક્યુલોવાયરસ
Bagging,લપસી પડવી
Balaenoptera,બારીક
Balanced polymorphism,ઉનાળાની બહુપદી
Balancing selection,સંતુલન પસંદગી
Balanoglossus,બાલનોગ્લોસસ
Balanus,બટનો
Balausta,બાલુટા
Ball and socket joint,દડા અને સોકેટ સંયુક્ત
Balloon catherization,બલૂન કેથરલાઇઝેશન
Bam H I,બામ એચ આઇ
Bamboo-shoot,વાંસના પગ
Banded anteater,અણીદાર
Banding technique,બેડની તકનીક
Barbiturate,કાંસકી
Bare rock,ખડક
Barrier,અવરોધ
Bark,ભડકો
Barnacle,રંગબેરું
Basal body,મૂળભૂત સંસ્થા
Basal cover,મૂળભૂત આવરણ
Basal ganglion,મૂળભૂત ગેંગલીયન
Basal pad,મૂળભૂત પપ્પ
Base,પાયો
Base pair,આધાર
Basement membrane,ભોંયરું
Basidiocarp,બેસિડિઓકાર્પ
Basidiomycetes,પાયમાલ
Basidiospore,બેસિડિઓસ્પોર
Basidium,આધારસ્તંભ
Basifixed,બેસિફિક્સ
Basilar membrane,ભોંયના પટલ
Basipetal internode order,ઈંટપેટલ હુકમ
Basophil,બેસોફિલ
Basophilic,બેસોફિલનું
Batesian mimicry,બેસિયન નકલ
Bath sponge,સ્નાન સ્પોન્જ
Bath sponge,સ્નાન સ્પોન્જ
Bauhinia,બૌહિનીયા
Beat,ધબક
Beehive,મધપૂડો
Beewax,મધુષણી
Begonia,તામસી
Behavioural adaptation,વર્તણૂક અનુકૂલન
Bel,પોત
Belladonna,બાલ્ટડોન્ના
Benign tumour,વિનોદી ગાંઠ
Benthic,સજાવટવાળું
Benzene hexachloride (BHC),બેન્ઝિન હેક્સાક્લોરાઇડ (બીએચસી)
Benzene,ઉન્માદ
Berenil,એક જાતની સગીર
Berry,લહેરી
Beta diversity,બીટા વિવિધતા
Betula,Betાળ
B-globin,બી-ગ્લોબિન
Bhang,ભંગ
Bhetki,ભિત્કી
B-horizon,બી-ક્ષિતિજ
Bicarbonate,બેવડો
Bicarpellary,દ્વિકાર્ય
Bicarpellatae,દ્વિકાર્ય
Biceps,દ્વિશય
Biconcave,દ્વિસરણ
Biconvex,દ્વિકોષ
Biconvex-spherical lens,બેકોનવેક્સ-ગોળાકાર લેન્સ
Bicuspid valve,દ્વિપક્ષી વાલ્વ
Bidder's canal,બિડરની નહેર
Bidder's organ,બોલી લગાવનાર અંગ
Biennial,દ્વિવાર્ષિક
Big Bang theory,બિગ બેંગ થિયરી
Bilabiate,ક bilંગું કરવું
Bilateral symmetry,દ્વિપક્ષીય સપ્રમાણતા
Bilateria,બૌદ્ધિકતા
Bilayer,દાદાગર
Bile,પિત્ત
Bile pigment,પિત્તાશય
Bile salt,પિત્ત મીઠું
Binary fission,દ્વિસંગી વિચ્છેદન
Binding fluorochrome,બંધનકર્તા ફ્લોરોક્રોમ
Binding of substrate,સબસ્ટ્રેટનું બંધનકર્તા
Binocular,દૂરબાહિક
Binocular head,દૂર -માથું
Binocular vision,દૂરબીન દ્રષ્ટિ
Binomial,દ્વિપદી
Binomial nomenclature,દ્વિપદી નામ
Binomial system,દ્વિપદી પદ્ધતિ
Binuleate,અણી
Bioactive microbial product,બાયોએક્ટિવ માઇક્રોબાયલ ઉત્પાદન
Biochemical pathway,જૈવ -વ્યવસાયિક માર્ગ
Biochemical reaction,જૈવ -પ્રતિક્રિયા
Biomedical engineering,બાયોમેડિકલ એન્જિનિયરિંગ
Biosynthetic phase,જીવ -સંસ્કારી તબક્કો
Bioweapon agent,બાયોપન એજન્ટ
Bioassay,જૈવિક
Biochemical,જૈવ -રસોઈ સંબંધી
Biochemical autoanalyser,જૈવ -રાસાયણિક સ્વત.
Biochemical characterization,જૈવ -વ્યવસાયિક લાક્ષણિકતા
Biochemical oxygen demand (BOD),બાયોકેમિકલ ઓક્સિજન માંગ (બીઓડી)
Biochemical pathway,જૈવ -વ્યવસાયિક માર્ગ
Biochemical taxonomy,જૈવિક વર્ગીકરણ
Biochemical technique,જૈવ -રાસાયણિક તકનીક
Biochemistry,જીવ -રસાયણશાસ્ત્ર
Biocide,જંતુનાશક
Biocide residue,જંતુનાશક
Biodegradable insecticide,બાયોડિગ્રેડેબલ જંતુનાશક
Biodegradable organic waste,બાયોડિગ્રેડેબલ કાર્બનિક કચરો
Biodegradable pesticide,બાયોડિગ્રેડેબલ જંતુનાશક દવા
Biodiversity,જૈવવિવિપર્થ
Bioethics,જૈવ
