Malayalam,Kannada
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
ദ്വിവിധ വിതരണം,ದ್ವಿಗುಣ ವಿತರಣೆ
ദ്വിവത്കൃത സാധാരണ വിതരണം,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ
ബിവെക്ടർ,ಬೈವೆಕ್ಟರ್
ബോൾട്ട്സ്മാൻ സമവാക്യം,ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ
ബൂളിയൻ ബീജഗണിതം,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
അതിർത്തി അവസ്ഥ,ಗಡಿ ಸ್ಥಿತಿ
അതിർത്തി പാളി,ಗಡಿ ಪದರ
അതിർത്തി രേഖ,ಗಡಿ ರೇಖೆ
അതിർത്തി മൂല്യം,ಗಡಿ ಮೌಲ್ಯ
