Bengali,Tamil
শোষণ,உறிஞ்சுதல்
উন্নত কর্ডেট,மேம்பட்ட சோர்டேட்
সুবিধাজনক মিউটেশন,சாதகமான பிறழ்வு
অ্যাডভেন্টিয়াল,சாகச
অ্যাডভেনটিয়াস রুট,சாகச வேர்
বিরূপ প্রভাব,பாதகமான விளைவு
এডেস,Aedes
সংস্কৃতি বায়ুচালনা,கலாச்சாரத்தின் காற்றோட்டம்
এরিচাইমা,ஏரென்கிமா
এরিয়াল,வான்வழி
বায়বীয় মূল,வான்வழி வேர்
এরিয়াল শ্যুট,வான்வழி படப்பிடிப்பு
বায়ুজীবী শ্বসন,ஏரோபிக் சுவாசம்
বায়ুজীবী শ্বসন,ஏரோபிக் சுவாசம்
নান্দনিকতা,அழகியல்
এ্যাস্টিভেশন,அவதூறு
এ্যাস্টিভেশন,அவதூறு
Afferent,Afferent
অ্যাফিনিটি ক্রোমাটোগ্রাফি,இணைப்பு நிறமூர்த்தம்
ক্ষতিগ্রস্থ অঙ্গ,பாதிக்கப்பட்ட உறுப்பு
Afforastation,காடு வளர்ப்பு
আগামোস্পার্মি,அகமோஸ்பெர்மி
আগর,அகர்
আগারোজ,அகரோஸ்
আগারোজ জেল এ্যালেট্রোফোরেসিস,அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்
আগারোজ পলিমার জেল,அகரோஸ் பாலிமர் ஜெல்
আগস্ট,அகாஸ்ட்
আগাভা,நீலக்கத்தாழை
বয়স বিতরণ,வயது விநியோகம்
বয়স পিরামিড,வயது பிரமிட்
আগ্রাসন,திரட்டுதல்
সমষ্টি,மதிப்பீட்டு
ফলিকেলের সমষ্টি,நுண்ணறைகளின் மொத்தம்
ফলিকেলের সমষ্টি,நுண்ணறைகளின் மொத்தம்
সমষ্টি,திரட்டுதல்
আগ্রাসন,ஆக்கிரமிப்பு
আন্দোলনকারী সিস্টেম,கிளர்ச்சி அமைப்பு
অগ্নিথা,அக்னாதா
আগৌটি,அகூட்டி
অ্যাগ্রানাল ক্লোরোপ্লাস্ট,அக்ரானல் குளோரோபிளாஸ்ட்
অ্যাগ্রানুলার,வேளாண்
অ্যাগ্রানুলোকাইট,அக்ரானுலோசைட்
কৃষি,வேளாண்மை
কৃষি,வளர்ப்பு
অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা,அக்ரோபாக்டீரியம் மத்தியஸ்தம்
অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস,அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்
এগ্রোকেমিক্যাল,வேளாண் வேதியியல்
এগ্রোকেমিক্যাল,வேளாண் வேதியியல்
অ্যাগ্রোক্লিম্যাটিক জোন,வேளாண் மண்டலம்
কৃষি বৈশিষ্ট্য,வேளாண் பண்பு
কৃষি,வேளாண்
এইডস,எய்ட்ஸ்
বায়ুকোষ,காற்று சிறுநீர்ப்பை
এয়ার কন্ডিশনার,ஏர் கண்டிஷனர்
বাতাস চলাচলের স্থান বা গলি,விமானப் பாதை
বায়ু দূষণ,காற்று மாசுபாடு
এয়ার স্যাক,ஏர் சாக்
এয়ার ভ্যাকুওল,காற்று வெற்றிடம்
বায়ু শ্বাস প্রশ্বাস,காற்று சுவாசம்
আলাইন,அலைன்
অ্যালারি পেশী,அலரி தசை
আলাস্কান ব্রাউন বিয়ার,அலாஸ்கன் பிரவுன் கரடி
আলবিনো,இயற்கை நிறத்தை இழந்தவர்
আলবুগো,அல்புகோ
অ্যালবামিন,ஆல்புமின்
অ্যালবামিনাস বীজ,ஆல்புமினஸ் விதை
অ্যালবামিনুরিয়া,அல்புமினூரியா
অ্যালবার্নাম,ஆல்பர்னம்
আলসিডে,அல்செடே
আলডিহেড,ஆல்டிஹீட்
অ্যালডোস্টেরন সিস্টেম,ஆல்டோஸ்டிரோன் அமைப்பு
অ্যালডোস্টেরন,ஆல்டோஸ்டிரோன்
আলেউরোন স্তর,அலியுரோன் அடுக்கு
আলেউরোপ্লাস্ট,அலூரோபிளாஸ்ட்
আলফালফা,அல்பால்ஃபா
অ্যালগাল ব্লুম,பாசி பூக்கும்
অ্যালগিন,ஆல்ஜின்
এলিয়েন ডিএনএ,ஏலியன் டி.என்.ஏ.
এলিয়েন প্রজাতি,அன்னிய இனங்கள்
প্রান্তিককরণ,சீரமைப்பு
প্রান্তিককরণ,சீரமைப்பு
খাদ্যনালী,உணவுக்குழாய்
অ্যালিমেন্টারি সিস্টেম,ஆன்டிமென்டரி சிஸ்டம்
আলিসম্যাসেস,அலிஸ்மேசீஸ்
ক্ষারীয়,காராய்டு
ক্ষারীয়,கார
অ্যালকাপ্টোনুরিয়া,அல்காப்டோனூரியா
অ্যালান্টোইস,அலன்டோயிஸ்
অ্যালিল ফ্রিকোয়েন্সি,அலீல் அதிர்வெண்
অ্যালিল,அல்லீல்
Allelomorphic জুটি,அல்லீலோமார்பிக் ஜோடி
অ্যালার্জেন,ஒவ்வாமை
অলিগেটর,முதலை
অ্যালিয়াম সিইপিএ,அல்லியம் செபா
অ্যালোগ্যামি,Allocamy
অলোগ্রাফ্ট,அலோகிராஃப்ட்
অ্যালোপ্যাট্রিক স্পেসিফিকেশন,அலோபாட்ரிக் விவரக்குறிப்பு
অ্যালোপলিপ্লয়েড,அலோபோலிப்ளோயிட்
অ্যালোস্টেরিক প্রভাব,அலோஸ்டெரிக் விளைவு
অ্যালোস্টেরিক এনজাইম,அலோஸ்டெரிக் என்சைம்
অ্যালোস্টেরিক ইনহিবিটার,அலோஸ்டெரிக் இன்ஹிபிட்டர்
অ্যালোস্টেরিক মড্যুলেশন,அலோஸ்டெரிக் பண்பேற்றம்
অ্যালোস্টেরিক সাইট,அலோஸ்டெரிக் தளம்
অ্যালোস্টেরিক বাধা,அலோஸ்டெரிக் தடுப்பு
Allotetraploid,அலோடெட்ராப்ளோயிட்
অ্যালাস,அல்னஸ்
অ্যালো,கற்றாழை
অ্যাক্সন বরাবর,அச்சுடன்
আলফা-অ্যান্টিট্রিপসিন,ஆல்பா-ஆன்டிட்ரிப்சின்
আলফা-ল্যাকটালবুমিন,ஆல்பா-லாக்டல்புமின்
আলপাইন জলবায়ু অবস্থা,ஆல்பைன் காலநிலை நிலை
আল্পাইন মেডো,ஆல்பைன் புல்வெளி
আলপাইন জোন,ஆல்பைன் மண்டலம்
অ্যালস্টোনিয়া,ஆல்ஸ்டோனியா
বিকল্প,ஆல்டர்னேரியா
বিকল্প,மாற்று
প্রজন্মের বিকল্প,தலைமுறையின் மாற்று
উচ্চতায় অসুস্থতা,உயர நோய்
উচ্চতা,உயரம்
অ্যালভোলার নালী,அல்வியோலர் குழாய்
অ্যালাইটেস,Alytes
আলঝেইমার রোগ,அல்சீமர் நோய்
আমাক্রাইন সেল,AMACRINE CELL
অমরান্থেসি,அமராந்தேசி
অমরান্থাস,அமராந்தஸ்
পরিবেষ্টিত ওসমোটিক ঘনত্ব,சுற்றுப்புற ஆஸ்மோடிக் செறிவு
অ্যাম্বিস্টোমা,அம்ப்ஸ்டோமா
অ্যামাইড,அமைடு
অ্যামিনো অ্যাসিড,அமினோ அமிலம்
অ্যামিনো অ্যাসিড গ্রহণকারী,அமினோ அமில ஏற்பி
অ্যামিনোসিল টি আরএনএ সিনথেটিজ,அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்
অ্যামিনোসিলেশন,அமினோஅசிலேஷன்
অ্যামিটোসিস,அமிடோசிஸ்
অ্যামোনিয়া,அம்மோனியா
অ্যামোনিফিকেশন,அம்மோனிகேஃபிகேஷன்
অ্যামোনোটেলিজম,அம்மோனோடெலிசம்
অ্যামনিওসেন্টেসিস,அம்னோசென்டெசிஸ்
অ্যামনিওসেন্টেসিস কৌশল,அம்னோசென்டெசிஸ் நுட்பம்
অ্যামনিওসাইট,அம்னியோசைட்
অ্যামনিয়ন,அம்னியன்
অ্যামনিয়োটিক তরল,அம்னோடிக் திரவம்
অ্যামনিয়োটিক ঝিল্লি,அம்னோடிக் சவ்வு
Amniotic কোষ,அம்னோடிக் சாக்
অ্যামিবা,அமீபா
অ্যামিবোসাইট,அமீபோசைட்
অ্যামোবয়েড,அமீபாய்டு
অ্যামোবয়েড লিম্ফোসাইট,அமீபாய்டு லிம்போசைட்
অ্যামোবয়েড আন্দোলন,அமீபாய்டு இயக்கம்
নিরাকার,உருவமற்ற
পরিমাণ,தொகை
অ্যাম্ফিটামিন,ஆம்பெடமைன்
উভচর,ஆம்பிபியா
উভচর,ஆம்பிபியன்
উভচর,ஆம்பிபியன்
অ্যাম্ফিওক্সাস,ஆம்பியோக்ஸஸ்
অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস,ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்
অ্যাম্পিপ্যাথিক,ஆம்பிபாதிக்
অ্যাম্পিপ্যাথিক লিপিড,ஆம்பிபாதிக் லிப்பிட்
অ্যাম্ফিসারকা,ஆம்பிசர்கா
অ্যাম্পিসিলিন,ஆம்பிசிலின்
আম্পুল্লা,ஆம்புல்லா
অ্যাম্পুলারি গ্রন্থি,ஆம்பல்லரி சுரப்பி
অ্যামিগডাল,அமிக்டால்
অ্যামিগডেল,அமிக்டேல்
অ্যামিগডালিন,அமிக்டலின்
অ্যামাইলেস,அமிலேஸ்
অ্যামাইলোপ্লাস্ট,அமிலோபிளாஸ்ட்
আনাবেনা,அனபீனா
আনাবাস,அனபாஸ்
অ্যানাবোলিক পথ,அனபோலிக் பாதைகள்
অ্যানাবোলিজম,அனபோலிசம்
Anacardiaceae,அனகார்டியாசி
রক্তাল্পতা,இரத்த சோகை
অ্যানেরোব,காற்றில்லா
অ্যানেরোবিক জ্বালানী,காற்றில்லா எரிபொருள்
অ্যানেরোবিক শ্বাস প্রশ্বাস,காற்றில்லா சுவாசம்
অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর,காற்றில்லா கசடு டைஜெஸ்டர்
অ্যানেরোবিক,காற்றில்லா
আনাইমা,அனைமா
মলদ্বার,குத
মলদ্বার,குத
মলদ্বার অ্যাপারচার,குத துளை
মলদ্বার সেরসি,குத செர்சி
মলদ্বার লুপ,குத லூப்
মলদ্বার শৈলী,குத பாணி
সাদৃশ্য,ஒப்பீட்டு
সাদৃশ্য,ஒப்பீட்டு
উপমা,ஒப்புமை
উপমা,ஒப்புமை
বিশ্লেষণ,பகுப்பாய்வு
অ্যানাফেজ,அனாபேஸ்
শারীরবৃত্তীয় বাধা,உடற்கூறியல் தடை
শারীরবৃত্তীয় দিক,உடற்கூறியல் அம்சம்
অ্যানাটোমিস্ট,உடற்கூறியல் நிபுணர்
অ্যানাটমি,உடற்கூறியல்
পূর্বপুরুষ বংশোদ্ভূত ক্রম,மூதாதையர் வழித்தோன்றல் வரிசை
পৈতৃক বংশ,மூதாதையர் பரம்பரை
পৈতৃক ক্রম,மூதாதையர் வரிசை
অ্যান্সিলোস্টোমা,அன்சிலோஸ்டோமா
অ্যান্ড্রোসিয়াম,ஆண்ட்ரோசியம்
অ্যান্ড্রোজেন,ஆண்ட்ரோஜன்
রক্তাল্পতা,இரத்த சோகை
অ্যানিমোন,அனிமோன்
অ্যানিউপ্লয়েড,அனூப்ளோயிட்
Aneuploidy,அனூப்ளோயிடி
এনজিনা,ஆஞ்சினா
অ্যাঞ্জিওগ্রাম,ஆஞ்சியோகிராம்
অ্যাঞ্জিওগ্রাফ,ஆஞ்சியோகிராஃப்
অ্যাঞ্জিওগ্রাফি,ஆஞ்சியோகிராஃபி
অ্যাঞ্জিওপ্লাস্টি,ஆஞ்சியோபிளாஸ்டி
সপুষ্পক,ஆஞ்சியோஸ்பெர்ம்
অ্যাঞ্জিওটেনসিন,ஆஞ்சியோடென்சின்
অ্যাঞ্জিওটেনসিনোজেন,ஆஞ்சியோடென்சினோஜென்
অ্যাংলার ফিশ,ஆங்லர் மீன்
অ্যাঙ্গুইনা,அங்குயினா
অ্যাঙ্গুইস,ஆங்குயிஸ்
প্রাণী,விலங்கு
প্রাণী,விலங்கு
প্রাণী গোবর,விலங்கு சாணம்
পশুপালন,கால்நடை வளர்ப்பு
প্রাণী ক্যারিওটাইপিং,விலங்கு காரியோடைப்பிங்
প্রাণী কিংডম,விலங்கு இராச்சியம்
প্রাণী টিস্যু,விலங்கு திசு
অ্যানিমালিয়া,விலங்கு
অ্যানিয়ন,அனியன்
অ্যানিসোট্রপিক ব্যান্ড,அனிசோட்ரோபிக் பேண்ட்
অ্যানিলিং,அனீலிங்
অ্যানেলিড,Annelid
অ্যানেলিডা,அன்னெலிடா
বার্ষিক রিং,ஆண்டு வளையம்
কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়,வருடாந்திர
অ্যানুল,Annule
অসাধারণ প্রকার,ஒழுங்கற்ற வகை
অ্যানোফিলস,அனோபீல்ஸ்
পিঁপড়া ইটার,எறும்பு உண்பவர்
বিরোধী,விரோதமான
অ্যান্টার্কটিক,அண்டார்டிக்
অ্যান্টেনা,ஆண்டெனா
অ্যান্টেনা কমপ্লেক্স,ஆண்டெனா காம்ப்ளக்ஸ்
অ্যান্টেনাল গ্রন্থি,ஆண்டெனல் சுரப்பி
পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং,முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு
পূর্ববর্তী হাইপোফাইসিস,முன்புற ஹைப்போபிஸிஸ்
পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস,முன்புற தலையீட்டு சல்கஸ்
অ্যান্থার,மகரந்தம்
অ্যান্থার সংস্কৃতি,மகரந்த கலாச்சாரம்
অ্যানথেরিডিয়াম,Anteridium
অ্যানথেরোজয়েড,ஆந்தமாசி
অ্যান্থোসেরোস,அந்தோசெரோஸ்
অ্যান্থোসারোটোপিডিডা,அந்தோசெரோடோப்சிடா
অ্যানথ্রাক্স,ஆந்த்ராக்ஸ்
অ্যানথ্রোপোজেনিক বিলুপ্তি,மானுடவியல் அழிவு
নৃবিজ্ঞান,மானுடவியல்
অ্যান্টিব্যাকটেরিয়াল,பாக்டீரியா எதிர்ப்பு
অ্যান্টিবায়োটিক পেনিসিলিন,ஆண்டிபயாடிக் பென்சிலின்
অ্যান্টিবায়োটিক প্রতিরোধী,ஆண்டிபயாடிக் எதிர்ப்பு
অ্যান্টিবায়োটিক (গুলি),நுண்மணி
অ্যান্টিবডি,ஆன்டிபாடி
অ্যান্টিবডি দম্পতি,ஆன்டிபாடி ஜோடி
অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা,ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி
অ্যান্টিকোয়ুল্যান্ট,ஆன்டிகோகுலண்ட்
অ্যান্টিকোডন লুপ,ஆன்டிகோடன் லூப்
এন্টিডিপ্রেসেন্ট,ஆண்டிடிரஸன்
অ্যান্টিডিউরেটিক হরমোন (এডিএইচ),ஆண்டிடியூரிடிக் ஹார்மோன் (ADH)
অ্যান্টিজেন জিন,ஆன்டிஜென் மரபணு
অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স,ஆன்டிஜென்-ஆன்டிபாடி வளாகம்
অ্যান্টিজেনিক নির্ধারক,ஆன்டிஜெனிக் தீர்மானிப்பான்
অ্যান্টিনিউট্রিশনাল ফ্যাক্টর,முரண்பாடு காரணி
অ্যান্টিঅক্সিড্যান্ট,ஆக்ஸிஜனேற்ற
অ্যান্টিপোডাল নিউক্লিয়াস,ஆன்டிபோடல் கரு
অ্যান্টি-সেন্স আরএনএ,எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ
অ্যান্টিভাইরাল প্রোটিন,ஆன்டிவைரல் புரதம்
অ্যান্ট্রাম,Antrum
Nucleate,அனுக்ளீட்
মলদ্বার,ஆசனவாய்
উদ্বেগ ব্যাধি,கவலைக் கோளாறு
মহাধমনীর খিলান,பெருநாடி வளைவு
অর্টিক গ্যাংলিওন,பெருநாடி கேங்க்லியன்
অর্টিক সেমিলুনার ভালভ,பெருநாடி செமிலுனர் வால்வு
মহাধমনীর ভালভ,பெருநாடி வால்வு
এপিসি (অ্যানাফেজ প্রচার জটিল),APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது)
অ্যাপেলাইক পূর্বপুরুষ,அப்பெலிக் மூதாதையர்
এফিড,அஃபிட்
এফ্রোডাইট,அப்ரோடைட்
অ্যাপিকাল আধিপত্য,நுனி ஆதிக்கம்
অ্যাপিকাল প্যাড,அபிகல் பேட்
অ্যাপিক্যালচার,பொருள்
এপিস ইন্ডিকা,Apis indica
Aplanopore,Applanospore
অ্যাপলিসিয়া,அப்லிசியா
অ্যাপোকার্পে,அப்போகார்பே
অ্যাপোকার্পাস,அப்போகார்பஸ்
অ্যাপোকার্পাস ডিম্বাশয়,அப்போகார்பஸ் கருப்பை
অ্যাপোক্রাইন গ্রন্থি,அபோக்ரைன் சுரப்பி
অ্যাপোয়েনজাইম,அப்போஎன்சைம்
অ্যাপোমিক্ট,Apomict
অ্যাপোমিক্সিস,Apomixis
অ্যাপোপ্লাজম,அபோபிளாசம்
অ্যাপোপ্লাস্টিক পথ,அப்போபிளாஸ்டிக் பாதை
অ্যাপোপটোসিস,அப்போப்டொசிஸ்
যন্ত্রপাতি,கருவி
খিল কঙ্কাল,Appendicular எலும்புக்கூட்டை
কেকুমের পরিশিষ্ট,சீக்கத்தின் பின் இணைப்பு
অ্যাপল শামুক,ஆப்பிள் நத்தை
জলজ চাষ,மீன்வளர்ப்பு
অ্যাকোয়াপুরিন,அக்வாபோரின்
জলজ উভচর,நீர்வாழ் ஆம்பிபியன்
জলজ ফর্ম,நீர்வாழ் வடிவம்
জলজ আবাস,நீர்வாழ் வாழ்விடம்
জলজ জীব,நீர்வாழ் உயிரினம்
জলজ উদ্ভিদ,நீர்வாழ் ஆலை
জলজ শ্বাস প্রশ্বাস,நீர்வாழ் சுவாசம்
জলীয় তরল,நீர்வாழ் திரவம்
জলীয় হুমুর,அக்வஸ் முமல்
জলীয় আন্তঃকোষীয় তরল,நீர்வாழ் உள்-செல்லுலார் திரவம்
জলীয় নমুনা,அக்வஸ் மாதிரி
জলীয় দ্রবণ,நீர் பத திரவம்
অ্যাকিলা,அக்விலா
আরবিডোপসিস,அரபிடோப்சிஸ்
আরাচনিদা,அராக்னிடா
আরাকনয়েড,அராக்னாய்டு
আরেনিয়াস,அரேனியஸ்
আরবোরসেন্ট,ஆர்பெசண்ட்
আরবোরসেন্ট লাইকোপড,ஆர்போரசென்ட் லைகோபாட்
প্রত্নতাত্ত্বিক,தொல்பொருள்
আর্কেগনিয়াম,ஆர்க்கிகோனியம்
দ্বীপপুঞ্জ,தீவுக்கூட்டம்
আর্কটিক,ஆர்க்டிக்
সুমেরু ত্রয়ী,ஆர்க்டிக் டெர்ன்
আর্কটিক তুন্দ্রা,ஆர்க்டிக் டன்ட்ரா
আর্ডিয়া,ஆர்டியா
Areolar টিস্যু,அரியாலர் திசு
আর্গমোন (প্রিকলি পোস্ত),ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி)
আর্গমোন মেক্সিকান,ஆர்கேமோன் மெக்ஸிகானா
আর্গিনাইন,அர்ஜினைன்
শুকনো অঞ্চল,வறண்ட பகுதி
অ্যারিস্টোলোচিয়া,அரிஸ்டோலோச்சியாசி
বাহু খাওয়ানো,கை உணவு
আর্মিওয়ার্ম,இராணுவப்புழு
অ্যারয়েড,Rioid
সুগন্ধ,நறுமணம்
অ্যারেস্টার,கைது செய்பவர்
আর্টেমিসিয়া,ஆர்ட்டெமிசியா
ধমনী সিস্টোলিক,தமனி சிஸ்டாலிக்
আর্টেরিওস্লেরোটিক,தமனி கிளரோடிக்
আর্থ্রোপড,ஆர்த்ரோபாட்
বাত,கீல்வாதம்
আর্থ্রোপোডা,ஆர்த்ரோபோடா
আর্টিকুলার কারটিলেজ,குருத்தெலும்பு மூட்டு
স্পষ্ট,வெளிப்படுத்துங்கள்
স্পষ্ট,வெளிப்படுத்தப்பட்டது
কৃত্রিম পেসমেকার,செயற்கை இதயமுடுக்கி
কৃত্রিম নির্বাচন,செயற்கை தேர்வு
আর্টোকার্পাস হেটেরোফিলাস,ஆர்டோகார்பஸ் ஹீட்டோரோபில்லஸ்
অ্যাসবেস্টস ফাইবার,அஸ்பெஸ்டாஸ் ஃபைபர்
অ্যাসবেস্টোসিস,அஸ்பெஸ்டோசிஸ்
এসকারিস,அஸ்காரிஸ்
আরোহী ক্রোমাটোগ্রাফি,ஏறும் குரோமடோகிராபி
অ্যাসিডিয়া,ஆஸ்கிடியா
এসিডিয়ান,ஆஸ்கிடியன்
অ্যাসোকার্প,அஸ்கோகார்ப்
অ্যাসকোমাইসেটস,அஸ்கோமைசீட்ஸ்
অ্যাসকরবিক অ্যাসিড,அஸ்கார்பிக் அமிலம்
অ্যাসোস্পোর,அஸ்கோஸ்போர்
এস্কাস,அஸ்கஸ்
Aspetate,அசெப்டேட்
অস্ত্রোপচার,ஓரினச்சேர்க்கை இனப்பெருக்கம்
