Hindi,Marathi
"ध्वानिकी, ध्वानिकता","ध्वनीशास्त्र, ध्वनीशास्त्र"
ध्वनिमापी,ध्वनी मीटर
ध्वनि दाब,ध्वनी दाब
अर्जन रेडार,संपादन रडार
प्रकाश रसोक्रिय विकिरण,प्रकाशसंश्लेषक विकिरण
ऐक्टिनियम उत्सर्जन,ऍक्टिनियम उत्सर्जन
ऐक्टिनो-यूरेनियम,ऍक्टिनो-युरेनियम
ऐक्टिनो-यूरेनियम श्रेणी,ऍक्टिनो-युरेनियम मालिका
विकिरण-विद्युत्,रेडिओइलेक्ट्रिक
"ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी","ऍक्टिनोमीटर, फोटोमायक्रोमीटर"
"क्रिया, कर्म","कृती, कृती"
क्रिया और प्रतिक्रिया,क्रिया आणि प्रतिक्रिया
क्रिया स्थिरांक,क्रिया स्थिर
प्रभाव क्षेत्र,प्रभाव क्षेत्र
"सक्रियित, सक्रियकृत","सक्रिय, सक्रिय"
सक्रियित विसरण,सक्रिय प्रसार
"साक्रियकृत तंतु, सक्रियित तंतु","सक्रिय फायबर, सक्रिय फायबर"
सक्रियण प्रभाव,सक्रियकरण प्रभाव
सक्रियण प्रभाव,सक्रियकरण प्रभाव
सक्रियण-विश्लेषण,सक्रियकरण विश्लेषण
सक्रियता केन्द्र,क्रियाकलाप केंद्र
सक्रियण-परिक्षत्र,सक्रियकरण परीक्षक
सक्रियण ऊर्जा,सक्रियता ऊर्जा
सक्रियण ऐन्ट्रॉपी,सक्रियकरण एन्ट्रॉपी
सक्रियण अधिवोल्टता,सक्रियकरण ओव्हरव्होल्टेज
सक्रियण दर,सक्रियता दर
"सक्रियकारक, सक्रियक","सक्रिय करणारा, सक्रिय करणारा"
सक्रियक परमाणु,सक्रिय करणारा अणू
त्वरक-सक्रियक,प्रवेगक
सक्रिय अवशोषण,सक्रिय शोषण
सक्रिय एरियल,सक्रिय हवाई
विकिरण ख़तरा क्षेत्र,रेडिएशन धोक्याचे क्षेत्र
सक्रिय युक्ति,सक्रिय डिव्हाइस
सक्रिय अभिलक्ष्यन,सक्रिय लक्ष्यीकरण
सक्रिय हाइड्रोजन*,सक्रिय हायड्रोजन*
सक्रिय जालक,सक्रिय जाळी
"सक्रिय लाइन, सक्रिय रेखा",सक्रिय ओळ सक्रिय ओळ
सक्रिय पाश,सक्रिय लूप
सक्रिय संहति*,सक्रिय कोड*
सक्रिय सामग्री,सक्रिय घटक
सक्रिय अणु,सक्रिय रेणू
सक्रिय जाल,सक्रिय जाळी
सक्रिय पुनरवशोषण,सक्रिय पुनर्शोषण
सक्रिय क्षेत्र,सक्रिय क्षेत्र
सक्रिय नियमन,सक्रिय नियमन
सक्रिय उपग्रह,सक्रिय उपग्रह
सक्रिय कलंकीय सौर ज्वाला,सक्रिय विखंडन सौर ज्योत
सक्रिय सूक्ष्मात्रिक पदार्थ,सक्रिय सूक्ष्म पोषक
सक्रिय अनुवर्तन तंत्र,सक्रिय ट्रॅकिंग सिस्टम
सक्रिय ट्रांसडयूसर,सक्रिय ट्रान्सड्यूसर
सक्रिय उदग्रहण,सक्रिय सेवन
सक्रियता गुणांक*,क्रियाकलाप गुणांक*
सक्रियता सूचकांक,क्रियाकलाप निर्देशांक
सक्रियता -अनुपात,क्रियाकलाप प्रमाण
सक्रियता सदिश,क्रियाकलाप वेक्टर
वास्तविक मानीटर,वास्तविक मॉनिटर
वास्तविक प्रतिबल,वास्तविक ताण
"चालू करना, प्रवृत्त करना",ट्रिगर करण्यासाठी
प्रवर्तक,प्रवर्तक
प्रवर्तक,प्रवर्तक
सुतीक्ष्णतामापी,acuityometer
श्रवण सुतीक्ष्णता,ऐकण्याची तीक्ष्णता
फोटोतीक्ष्णता मान,फोटो तीक्ष्णता मूल्य
न्यूनकोण,तीव्र कोन
क्षिप्र उद्भासन,कुजबुजणे
न्यूनकोण त्रिभुज,तीव्र त्रिकोण
अचक्रीय,अॅसायक्लिक
अनुकूलन प्रयुक्ति,ऑप्टिमायझेशन अनुप्रयोग
अनुकूलित अवस्था,अनुकूल स्थिती
अनुकूली नियंत्रण तंत्र,अनुकूली नियंत्रण प्रणाली
अनुकूलनमापी,अडॅपटोमीटर
एडकॉक एन्टेना,अॅडकॉक अँटेना
"योग करना, जोड़ना",बेरीज करणे
संकलन काल,संकलन वेळ
संकलन-व्यवकलन काल,संकलन-वजाबाकी वेळ
योजक,जोडणारा
"योग, जोड़, संकलन (सं.), योगात्मक (वि.)","बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)"
अतिरिक्त स्थिरांक,जोड स्थिर
त्वरण-योग नियम,प्रवेग-सम नियम
दूरी-योग नियम,अंतर बेरीज नियम
वेग-योग नियम,वेग-सम नियम
सदिशों का योग,वेक्टरची बेरीज
संकलन अभिक्रिया,संग्रह प्रतिक्रिया
अतिरिक्त अर्धतल,अतिरिक्त मजला
"संयोजी स्वर, अतिरिक्त टोन (स्वर)","संयोजी स्वर, अतिरिक्त स्वर (स्वर)"
"योज्य, योगात्मक","additive, additive"
योज्य प्रणाल,मिश्रित प्रणाली
संयोजी वर्ण,संमिश्र वर्ण
संकली वर्ण प्रक्रम,एकूण वर्ण प्रक्रिया
योज्य पूरक रंग,पूरक पूरक रंग
योज्य स्थिरांक,additive स्थिरांक
योज्य कर्षण,additive कर्षण
योज्य प्रभाव,अतिरिक्त प्रभाव
योजित कारक,अतिरिक्त घटक
योज्य फलन,additive फंक्शन
योज्य मिश्रण,मिश्रित मिश्रण
योज्य मूलवर्ण,additive रूट
योज्य प्रक्रम,जोड प्रक्रिया
"योज्यता, योगशीलता",जोडणी
योज्य क्वांटम संख्या,अॅडिटीव्ह क्वांटम संख्या
संकलन अभिक्रिया,संग्रह प्रतिक्रिया
योज्यता,जोडणी
एडीट्रॉन,एडिट्रॉन
पता*,जाणून घ्या*
पता अभिकलन,पत्ता गणना
पता-स्थल,पत्ता
पता-कूटवचन,पत्ता एन्क्रिप्शन
पता व्यंजक,पत्ता अभिव्यक्ती
पता-सुगमता,पत्ता योग्यता
पता पट्टिका,पत्ता लिहायची जागा
पता बत्ती,पत्ता प्रकाश
पता-आपरिवर्तन,पत्ता बदलणे
पतांश,पतांश
पता पंजी,पत्ता नोंदवही
पता चयन स्विच,पत्ता निवड स्विच
पता छाँटाई सारणी,पत्ता क्रमवारी टेबल
पताभिगमन,संबोधित
ऐड्रेसोग्राफ़,adresograph
पता-प्रणाली,पत्ता प्रणाली
आसंजन,आसंजन
आसंजन तनाव,आसंजन ताण
आसंजी ऊर्जा,चिकट ऊर्जा
आसंजक अवरोधन,चिकट ब्लॉकिंग
ऐडियाबैट,adiabat
रूद्धोष्म,adiabatic
रूद्धोष्म त्वरण,adiabatic प्रवेग
रूद्धोष्म सन्निकटन,adiabatic अंदाजे
रूद्धोष्म आयतन गुणांक,adiabatic खंड गुणांक
रूद्धोष्म ऊष्मामापी,adiabatic थर्मामीटर
रूद्धोष्म परिवर्तन,adiabatic बदल
"ऐडियाबेटिक चार्ट, रूद्धोष्म संचित्र","adiabatic चार्ट, adiabatic चार्ट"
रूद्धोष्म संपीड्यता,adiabatic compressibility
रूद्धोष्म संपीडन,adiabatic कॉम्प्रेशन
रूद्धोष्म संरोध,adiabatic गर्भनिरोधक
रूद्धोष्म शीतलन सीमा,adiabatic कूलिंग मर्यादा
रूद्धोष्म वक्र,adiabatic वक्र
रूद्धोष्म विरूपण,adiabatic विरूपण
रूद्धोष्म विचुंबकन,adiabatic demagnetization
रूद्धोष्म वियोजन,adiabatic रिझोल्यूशन
रूद्धोष्म विस्थापन,adiabatic विस्थापन
रूद्धोष्म प्रभाव,adiabatic प्रभाव
रूद्धोष्म प्रत्यास्थता,adiabatic लवचिकता
रूद्धोष्म दीर्घवृत्त,adiabatic ellipsoid
रूद्धोष्म पूर्ण-ऊष्मा हास,adiabatic पूर्ण-उष्णतेचे नुकसान
रूद्धोष्म-समीकरण,adiabatic समीकरण
रूद्धोष्म अवस्था समीकरण,adiabatic राज्य समीकरण
रूद्धोष्म संतुलन-ताप,adiabatic समतोल तापमान
रूद्धोष्म संतुलन,adiabatic शिल्लक
रूद्धोष्म प्रसार,adiabatic प्रसार
रूद्धोष्म ज्वाला ताप,adiabatic ज्वाला तापमान
रूद्धोष्म प्रवाह,adiabatic प्रवाह
रूद्धोष्म उच्चावचन,adiabatic उच्चार
रूद्धोष्म गैस समीकरण,adiabatic वायू समीकरण
रूद्धोष्म प्रवणता,adiabatic ग्रेडियंट
