Kannada,Malayalam
ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,എണ്ണൽ ഡാറ്റയുടെ വിശകലനം
ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ,വ്യതിയാനത്തിന്റെ വിശകലനം
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,അനലിറ്റിക് ജ്യാമിതി
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,വിശകലന പ്രവർത്തനം
ಕೋನ,കോൺ
ಸಂಪರ್ಕದ ಕೋನ,കോൺടാക്റ്റ് കോൺ
ವಿಚಲನ ಕೋನ,വ്യതിചലനത്തിന്റെ കോൺ
ಖಿನ್ನತೆಯ ಕೋನ,വിഷാദത്തിന്റെ ആംഗിൾ
ವಿಚಲನ ಕೋನ,വ്യതിയാനത്തിന്റെ കോൺ
ವಿವರ್ತನೆಯ ಕೋನ,ഡിഫ്രാക്ഷൻ കോൺ
ಎತ್ತರದ ಕೋನ,എലവേഷൻ കോൺ
ಘಟನೆಯ ಕೋನ,സംഭവത്തിന്റെ കോൺ
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,പ്രൊജക്ഷൻ കോൺ
ಪ್ರತಿಬಿಂಬದ ಕೋನ,പ്രതിഫലനത്തിന്റെ കോൺ
ವಕ್ರೀಭವನದ ಕೋನ,അപവർത്തന കോൺ
ತಿರುಗುವಿಕೆಯ ಕೋನ,ഭ്രമണകോണ്
ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ,മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,കോണീയ ത്വരണം
ಕೋನೀಯ ಚಲನೆ,കോണീയ ചലനം
ಕೋನೀಯ ವೇಗ,കോണീയ വേഗത
ಕೋನೀಯ ವೇಗ,കോണീയ പ്രവേഗം
ವಾರ್ಷಿಕ,വാർഷികം
ಉತ್ತರ,ഉത്തരം
ವಿರೋಧಿ ಉತ್ಪನ್ನ,ആന്റി-ഡെറിവേറ്റീവ്
ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ,ആന്റിസിമെട്രിക് പ്രവർത്തനം
ಅನ್ವಯಿಸುವ,ബാധകമാണ്
ಅಪ್ಲಿಕೇಶನ್,അപേക്ഷ
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,പ്രയോഗിച്ച ജ്യാമിതി
ಅನ್ವಯಿಕ ಗಣಿತ,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
ಸರಿಸುಮಾರು,ഏകദേശം
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
ಅಂದಾಜು ವಿಧಾನ,ഏകദേശ രീതി
ಅಂದಾಜು ಪರಿಹಾರ,ഏകദേശ പരിഹാരം
ಅಂದಾಜು ಸಮಸ್ಯೆ,ഏകദേശ പ്രശ്നം
ಅಂದಾಜು ಆಸ್ತಿ,ഏകദേശ സ്വത്ത്
ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി
ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ,അർഗൻഡ് ഡയഗ്രം
ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു
ನಿರಂಕುಶ,ഏകപക്ഷീയമായ
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
ಅನಿಯಂತ್ರಿತ ಅಂಶ,ഏകപക്ഷീയമായ ഘടകം
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,ഏകപക്ഷീയമായ പോയിന്റ്
ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು,ആർക്കെമീഡിയൻ നിയമം
ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ,ആർക്കിമിഡീസ് തത്വം
ಆರ್ಕ್ ಉದ್ದ,ആർക്ക് നീളം
ವೃತ್ತದ ಚಾಪ,വൃത്താകൃതിയിലുള്ള കമാനം
ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ,ആർക്ക് സൈൻ വിതരണം
ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ,ആർക്ക് സൈൻ പരിവർത്തനം
ಪ್ರದೇಶ,പ്രദേശം
ಪ್ರದೇಶದ ವಿನ್ಯಾಸ,ഏരിയൽ ടെക്സ്ചർ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ,സങ്കീർണ്ണ സംഖ്യയുടെ വാദം
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,ഗണിത അർത്ഥം
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,ഗണിത പ്രവർത്തനം
ಅಂಕಗಣಿತದ ಘಟಕ,ഗണിത യൂണിറ്റ്
ವ್ಯವಸ್ಥೆ,ക്രമീകരണം
ಶ್ರೇಣಿ,അറേ
ಕೃತಕ ಉಪಗ್ರಹ,കൃത്രിമ ഉപഗ്രഹം
ಕೃತಕ ವೇರಿಯಬಲ್,കൃത്രിമ വേരിയബിൾ
ಏರು,കയറുക
ಆರೋಹಣ,ആരോഹണം
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ಆರೋಹಣ ಸರಣಿ,ആരോഹണ പരമ്പര
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,അസംബ്ലർ ഭാഷ
ನಿಯೋಜನೆ ಸಮಸ್ಯೆ,അസൈൻമെന്റ് പ്രശ്നം
ಸಹಾಯಕ ಕಾನೂನು,സഹകാരി നിയമം
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,അനുബന്ധ പ്രവർത്തനം
ಸಹಭಾಗಿತ್ವ,സഹവാസം
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,അർത്ഥമാക്കുന്നത്
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
ಊಹೆ,അനുമാനം
ಜ್ಯೋತಿಷ್ಯ,ജ്യോതിഷം
ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್,ബഹിരാകാശ എഞ്ചിനീയർ
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,ജ്യോതിശാസ്ത്രജ്ഞൻ
ಖಗೋಳ ಗಡಿಯಾರ,ജ്യോതിശാസ്ത്ര ഘടികാരം
ಖಗೋಳಶಾಸ್ತ್ರ,ജ്യോതിശാസ്ത്രം
ಅಸಮವಾದ ಕರ್ವ್,അസമമായ വക്രം
ಅಸಿಮ್ಮೆಟ್ರಿ,അസമമിതി
ಲಕ್ಷಣರಹಿತ,ലക്ഷണം
ಲಕ್ಷಣರಹಿತ,അസിംപ്റ്റോട്ടിക്
ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ,അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ
ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ,അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ
ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ,അസിംപ്റ്റോട്ടിക് സ്വഭാവം
ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ,അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ
ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ,അസിംപ്റ്റോട്ടിക് വികാസം
ವಾತಾವರಣದ ಒತ್ತಡ,അന്തരീക്ഷമർദ്ദം
ಯಾದೃಚ್ಛಿಕವಾಗಿ,മാറി മാറി
ಗುಣಲಕ್ಷಣ,ആട്രിബ്യൂട്ട്
ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು,ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
ಆಟೋಕೋವೇರಿಯನ್ಸ್,ഓട്ടോകോവേരിയൻസ്
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
ಸ್ವಯಂ ಹಿನ್ನಡೆ,സ്വയം റിഗ്രഷൻ
ಸಹಾಯಕ ಸಮೀಕರಣ,സഹായ സമവാക്യം
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്)
ಮೂಲತತ್ವ,സിദ്ധാന്തം
ಅಕ್ಷೀಯ ವಿಧಾನ,അച്ചുതണ്ട് സമീപനം
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,സംഭാവ്യതയുടെ സിദ്ധാന്തം
ಅಕ್ಷರೇಖೆ,അച്ചുതണ്ട്
ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ,അബ്സിസ്സയുടെ അച്ചുതണ്ട്
ಭೂಮಿಯ ಅಕ್ಷ,ഭൂമിയുടെ അച്ചുതണ്ട്
ಕ್ರಾಂತಿಯ ಅಕ್ಷ,വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്
ಸ್ಪಿನ್ ಅಕ್ಷ,സ്പിന്നിന്റെ അച്ചുതണ്ട്
ಬ್ಯಾಕ್-ಬದಲಿ,തിരികെ-പകരം
ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ,പിന്നാക്ക വ്യത്യാസം
ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ,ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല
ಸಮತೋಲನ,ബാലൻസ്
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,സമതുലിതമായ ഡിസൈൻ
ಆಯವ್ಯಯ ಪಟ್ಟಿ,ബാലൻസ് ഷീറ്റ്
ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ,ബാലിസ്റ്റിക് മിസൈൽ
ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್,ബാലിസ്റ്റിക്സ്
ಬಾರ್,ബാർ
ಬೇಸ್,അടിസ്ഥാനം
ಮೂಲ ಕೋನ,അടിസ്ഥാന കോൺ
ಲಾಗರಿಥಮ್ನ ಆಧಾರ,ലോഗരിതം അടിസ്ഥാനം
ಮೂಲಭೂತ,അടിസ്ഥാന
ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
ಮೂಲ ಪರಿಹಾರ,അടിസ്ഥാന പരിഹാരം
ಮೂಲ ವೇರಿಯಬಲ್,അടിസ്ഥാന വേരിയബിൾ
ಆಧಾರದ,അടിസ്ഥാനം
ಆಧಾರ ಅಂಶ,അടിസ്ഥാന ഘടകം
ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,അടിസ്ഥാന മാട്രിക്സ്
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
ಉಪಸ್ಥಳದ ಆಧಾರ,ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം
ಬೇಸಿಯನ್ ಅಂದಾಜು,ബയേസിയൻ എസ്റ്റിമേറ്റ്
ಬೇಯ್ಸ್ ಕಾನೂನು,ബയേസിന്റെ നിയമം
ಬೇಯಸ್ ಪ್ರಮೇಯ,ബയേസിന്റെ സിദ്ധാന്തം
ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ,ബെർണൂലി വിതരണം
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ,ബെർണൂലി നമ്പർ
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ,ബെർണൂലിയുടെ സമവാക്യം
ಬೆರ್ರಿ ಕಾರ್ಯ,ബെറി പ്രവർത്തനം
ಅತ್ಯುತ್ತಮ ಫಿಟ್,ഏറ്റവും അനുയോജ്യം
ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್,ഏറ്റവും അനുയോജ്യമായ ലൈൻ
ಉತ್ತಮ ಪರಿಹಾರ,മികച്ച പരിഹാരം
ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು,മികച്ച തന്ത്രങ്ങൾ
ಬೀಟಾ ವಿತರಣೆ,ബീറ്റ വിതരണം
ಪಕ್ಷಪಾತ,പക്ഷപാതം
ಪಕ್ಷಪಾತದ ಅಂದಾಜು,പക്ഷപാതപരമായ കണക്ക്
ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ,ബൈഹാർമോണിക് സമവാക്യം
ಬೈಜೆಕ್ಷನ್,ബിജക്ഷൻ
ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ,ബിജക്റ്റീവ് മാപ്പ്
ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್,ബിജക്റ്റീവ് മാപ്പിംഗ്
ಬೈಲಿನಿಯರ್ ರೂಪ,ബിലീനിയർ രൂപം
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,ബിലീനിയർ ഫംഗ്ഷൻ
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ,ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം
ಅವಳಿ,ബൈനറി
ಬೈನರಿ ಕೋಡ್,ബൈനറി കോഡ്
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
ಬೈನರಿ ಕೋಡಿಂಗ್,ബൈനറി കോഡിംഗ്
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,ബൈനറി കമ്പ്യൂട്ടർ
ದ್ವಿಮಾನ ಅಂಕಿ,ബൈനറി അക്കം
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,ബൈനറി പ്രവർത്തനം
ಬೈನರಿ ಸಿಸ್ಟಮ್,ബൈനറി സിസ്റ്റം
ಬೈನರಿ ವೇರಿಯಬಲ್,ബൈനറി വേരിയബിൾ
ದ್ವಿಪದ ಗುಣಾಂಕ,ദ്വിപദ ഗുണകം
ದ್ವಿಪದ ವಿತರಣೆ,ദ്വിപദ വിതരണം
ದ್ವಿಪದ ಸಮೀಕರಣ,ദ്വിപദ സമവാക്യം
ದ್ವಿಪದ ವಿಸ್ತರಣೆ,ദ്വിപദ വിപുലീകരണം
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,ദ്വിപദ പദപ്രയോഗം
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
ದ್ವಿಪದ ಪ್ರಮೇಯ,ദ്വിപദ സിദ്ധാന്തം
ಇಬ್ಭಾಗ,വിഭജനം
ವಿಭಜನಾ ವಿಧಾನ,വിഭജന രീതി
ದ್ವಿಭಾಜಕ,ദ്വിഭാഗം
ಬೈಸೀರಿಯಲ್,ബൈസീരിയൽ
ಸ್ವಲ್ಪ,ബിറ്റ്
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ,ദ്വിപദ ദ്വിപദ വിതരണം
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
ದ್ವಿಗುಣ ವಿತರಣೆ,ദ്വിവിധ വിതരണം
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ,ദ്വിവത്കൃത സാധാരണ വിതരണം
ಬೈವೆಕ್ಟರ್,ബിവെക്ടർ
ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ,ബോൾട്ട്സ്മാൻ സമവാക്യം
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,ബൂളിയൻ ബീജഗണിതം
ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
ಗಡಿ ಸ್ಥಿತಿ,അതിർത്തി അവസ്ഥ
ಗಡಿ ಪದರ,അതിർത്തി പാളി
ಗಡಿ ರೇಖೆ,അതിർത്തി രേഖ
ಗಡಿ ಮೌಲ್ಯ,അതിർത്തി മൂല്യം
