Tamil,Malayalam
ஏகோர்ன் புழு,ആക്രമണാത്മക പുഴു
ஒலி மண்டலம்,അക്കോസ്റ്റിക് സോണിംഗ്
வாங்கிய எழுத்து,സ്വന്തമാക്കിയ പ്രതീകം
நோய் எதிர்ப்பு சக்தி,പ്രതിരോധശേഷി നേടി
வாங்கிய இம்யூனோ குறைபாடு நோய்க்குறி (எய்ட்ஸ்),ഏറ്റെടുത്ത ഇമ്മുനോൻറെ കുറവ് സിൻഡ്രോം (എയ്ഡ്സ്)
அக்னியா,അങ്കാരിയ
அக்ரிடைன் சாயம்,അക്രിക്കൈൻ ഡൈ
அக்ரோஷென்ட்ரிக்,അക്രോസെന്റ്
அக்ரோமியன்,അക്രോമീൻ
அக்ரோபெட்டல் வரிசை,അക്രോരേറ്റൽ സീക്വൻസ്
அக்ரோபெட்டல் ஆர்டர்,അക്രോപോളൽ ഓർഡർ
அக்ரோசின்,അക്രോസിൻ
ஆக்டின்,ആക്ടിൻ
ஆக்டின் போன்ற புரதம்,ആക്റ്റിൻ പോലുള്ള പ്രോട്ടീൻ
ஆக்டினோமார்பிக்,ആക്ടിനോമോർഫിക്
ஆக்டினோமைசீட்கள்,ആക്റ്റിനോമൈസെറ്റുകൾ
செயல்பாட்டு திறன்,പ്രവർത്തന സാധ്യത
செயல்படுத்தப்பட்ட கசடு,സജീവമാക്കിയ സ്ലഡ്ജ്
செயல்படுத்தப்பட்ட கசடு மிதவை,സജീവമാക്കിയ സ്ലഡ്ജ് ഫ്ലോക്ക്
செயல்படுத்தும் ஆற்றல்,സജീവമാക്കൽ .ർജ്ജം
செயலில் உறிஞ்சுதல்,സജീവമായ ആഗിരണം
செயலில் நோய் எதிர்ப்பு சக்தி,സജീവ പ്രതിരോധശേഷി
செயலில் கதிர்வீச்சு,സജീവ വികിരണം
செயலில் உள்ள தளம்,സജീവ സൈറ്റ്
ஆக்டிவின்,ആധ്രിക്കുക
அக்யூமினேட்,അക്യുമിനേറ്റ്
ஆடம்ஸியா,ആദാംസിയ
தகவமைப்பு,പൊരുത്തപ്പെടലി
தழுவல்,പൊരുത്തപ്പെടുത്തൽ
ஒளி ஆட்சிக்கு தழுவல்,ലൈറ്റ് ഭരണകൂടത്തിന് അനുയോജ്യമായ പൊരുത്തപ്പെടുത്തൽ
நீர் பற்றாக்குறைக்கு தழுவல்,ജല ദഹനത്തോടുള്ള പൊരുത്തപ്പെടുത്തൽ
தகவமைப்பு பண்புகள்,അഡാപ്റ്റീവ് സവിശേഷതകൾ
தகவமைப்பு நோய் எதிர்ப்பு சக்தி,അഡാപ്റ്റീവ് പ്രതിരോധശേഷി
தகவமைப்பு கதிர்வீச்சு,അഡാപ്റ്റീവ് വികിരണം
தகவமைப்பு பண்பு,അഡാപ്റ്റീവ് സ്വഭാവം
அடாக்ஸியல் மேற்பரப்பு,അഡാക്സിയൽ ഉപരിതലം
போதை கோளாறு,ആസക്തി നിഴൽ
அடினின்,ആദൈൈൻ
அடினோகார்டிகோட்ரோபின்,Adenocortiopin
அடினோஹைபோஃபிசிஸ்,ആദിനോഹൈപഫിസിസ്
அடினோசின் டைபாஸ்பேட்,Adenosin diphosphate
அடினோசின் டீமினேஸ்,Adenosine deaminase
அடினோசின் மோனோபாஸ்பேட்,അഡെനോസിൻ മോണോഫോസ്ഫേറ്റ്
அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி),അഡെനോസിൻ ട്രിപ്പ്ഫോസ്ഫേറ്റ് (എടിപി)
அடினிலேட் சைக்லேஸ்,Adenileat സൈക്ലെസ്
பிசின் சக்தி,പശ ശക്തി
கொழுப்பு,മുദവയ്ക്കുക
அடிபோசைட் (கொழுப்பு செல்),Adipocyte (FALE സെൽ)
கொழுப்பு திசு,അഡിപോസ് ടിഷ്യു
Adnate,ആരാധന
அருகிலுள்ள சமூகம்,സമീപ കമ്മ്യൂണിറ്റി
அட்ரீனல்,അഡ്രീനല്
அட்ரினல் சுரப்பி,അഡ്രീനൽ ഗ്രന്ഥി
அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH),അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ (acth)
அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH),അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth)
Adsorbent,ദുര്ധി പകര്
உறிஞ்சுதல்,ദുര്ഗയോധം
மேம்பட்ட சோர்டேட்,വിപുലമായ കീടങ്ങൾ
சாதகமான பிறழ்வு,പ്രയോജനകരമായ മ്യൂട്ടേഷൻ
சாகச,സാഹസികമായ
சாகச வேர்,സാഹസിക റൂട്ട്
பாதகமான விளைவு,പ്രതികൂല ഫലം
Aedes,Aedes
கலாச்சாரத்தின் காற்றோட்டம்,സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം
ஏரென்கிமா,അരേഞ്ചമ
வான்வழி,ഏരിയൽ
வான்வழி வேர்,Aierial റൂട്ട്
வான்வழி படப்பிடிப்பு,ഏരിയൽ ഷൂട്ട്
ஏரோபிக் சுவாசம்,എയ്റോബിക് ശ്വസനം
ஏரோபிக் சுவாசம்,എയ്റോബിക് ശ്വസനം
அழகியல்,സൗന്ദര്യശാസ്ത്രം
அவதூறு,പകർച്ചവ്വാധം
அவதூறு,പകർച്ചവ്വാധം
Afferent,അശ്രദ്ധ
இணைப்பு நிறமூர்த்தம்,അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി
பாதிக்கப்பட்ட உறுப்பு,പീഡിപ്പിച്ച അവയവം
காடு வளர்ப்பு,വനനം
அகமோஸ்பெர்மி,അഗമോസ്പർമി
அகர்,അഗറും
அகரோஸ்,അഗരോസ്
அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்,അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്
அகரோஸ் பாலிமர் ஜெல்,അഗരോസ് പോളിമർ ജെൽ
அகாஸ்ட்,അഗാധമായ
நீலக்கத்தாழை,കൂരക്കം
வயது விநியோகம்,പ്രായ വിതരണം
வயது பிரமிட்,പ്രായ പിരമിഡ്
திரட்டுதல்,നിര്മ്മിപ്പ
மதிப்பீட்டு,ആകെത്തുകയായുള്ള
நுண்ணறைகளின் மொத்தம்,ഫോളിക്കിളിന്റെ ആകെത്തുക
நுண்ணறைகளின் மொத்தம்,ഫോളിക്കിളിന്റെ ആകെത്തുക
திரட்டுதல்,അഗ്രഗേഷൻ
ஆக்கிரமிப்பு,ആക്രമശാസ്ത്രം
கிளர்ச்சி அமைப்பு,അജിറ്ററ്റർ സിസ്റ്റം
அக்னாதா,അഗ്നിനാഥ
அகூட்டி,അഗൗട്ടി
அக்ரானல் குளோரோபிளாஸ்ட்,അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്
வேளாண்,അഗ്രനനുകാരി
அக்ரானுலோசைட்,അഗ്രമായനുലോസിടെ
வேளாண்மை,കൃഷിപ്പണി
வளர்ப்பு,അഗ്രോഫോറസ്ട്രി
அக்ரோபாக்டீரியம் மத்தியஸ்தம்,അഗ്രോബക്രിയം മധ്യസ്ഥത
அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்,അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്
வேளாண் வேதியியல்,കാർഷിക
வேளாண் வேதியியல்,കാർഷിക
வேளாண் மண்டலம்,അഗ്രോക്ലിമീയ മേഖല
வேளாண் பண்பு,അഗ്രോണമിക് സ്വഭാവം
வேளாண்,അഗ്രോണമി
எய்ட்ஸ்,എയ്ഡ്സ്
காற்று சிறுநீர்ப்பை,എയർ ബ്ളാഡര്
ஏர் கண்டிஷனர்,എയർകണ്ടീഷണർ
விமானப் பாதை,എയർ പാസേജ്
காற்று மாசுபாடு,വായു മലിനീകരണം
ஏர் சாக்,വ്ലാക്
காற்று வெற்றிடம்,വായു ശൂന്യത
காற்று சுவாசம்,എയർ ശ്വസനം
அலைன்,അനെയ്ൻ
அலரி தசை,അലറി പേശി
அலாஸ்கன் பிரவுன் கரடி,അലാസ്കൻ ബ്ര rown ൺ ബിയർ
இயற்கை நிறத்தை இழந்தவர்,ആൽബിനോ
அல்புகோ,ആൽബൂഗോ
ஆல்புமின்,ആൽബമിൻ
ஆல்புமினஸ் விதை,ആൽബ്യൂമിനസ് വിത്ത്
அல்புமினூரியா,അൽബുമിനൂറിയ
ஆல்பர்னம்,ആൽബനം
அல்செடே,അൽകെഡെ
ஆல்டிஹீட்,Aldeheeede
ஆல்டோஸ்டிரோன் அமைப்பு,ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം
ஆல்டோஸ்டிரோன்,ആൽഡോസ്റ്റെറോൺ
அலியுரோன் அடுக்கு,അലോറോൺ ലെയർ
அலூரோபிளாஸ்ட்,അലൂറോപ്ലാസ്റ്റ്
அல்பால்ஃபா,പയറുവർഗ്ഗങ്ങൾ
பாசி பூக்கும்,ആൽഗൽ പൂവ്
ஆல்ஜின்,അൾഗിൻ
ஏலியன் டி.என்.ஏ.,അന്യഗ്രഹ ഡിഎൻഎ
அன்னிய இனங்கள்,അന്യഗ്രഹ ജീവികൾ
சீரமைப்பு,വിന്യാപകമായ
சீரமைப்பு,വിന്യാപകമായ
உணவுக்குழாய்,അലിമെന്ററി കനാൽ
ஆன்டிமென்டரி சிஸ்டம்,അലിമെന്ററി സിസ്റ്റം
அலிஸ்மேசீஸ்,അലിയാസം
காராய்டு,ആൽക്കലോയിഡ്
கார,ആൽക്കലൈൻ
அல்காப்டோனூரியா,ആൽക്കപ്റ്റോറിയ
அலன்டோயிஸ்,Allantois
அலீல் அதிர்வெண்,അല്ലെൽ ഫ്രീക്വൻസി
அல்லீல்,അല്ലലേ
அல்லீலோமார்பிக் ஜோடி,അല്ലോമോർഫിക് ജോഡി
ஒவ்வாமை,അലർജി
முதலை,ചീങ്കണ്ണി
அல்லியம் செபா,അല്ലിയം സിപ
Allocamy,അലോഗാമി
அலோகிராஃப்ட்,അല്ലുഫ്രാഫ്റ്റ്
அலோபாட்ரிக் விவரக்குறிப்பு,അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ
அலோபோலிப்ளோயிட்,Allopolyplogid
அலோஸ்டெரிக் விளைவு,എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്
அலோஸ்டெரிக் என்சைம்,Allonteric enzyme
அலோஸ்டெரிக் இன்ஹிபிட்டர்,ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ
அலோஸ்டெரிக் பண்பேற்றம்,എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ
அலோஸ்டெரிக் தளம்,ഓസ്റ്റോസ്റ്റർ സൈറ്റ്
அலோஸ்டெரிக் தடுப்பு,ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്
அலோடெட்ராப்ளோயிட்,അലോട്ട്ട്രലോയിഡ്
அல்னஸ்,അൽനസ്
கற்றாழை,കറ്റാർ
அச்சுடன்,ആക്സോണിനൊപ്പം
ஆல்பா-ஆன்டிட்ரிப்சின்,ആൽഫ-ആന്റിട്രിറ്റിപ്സ്
ஆல்பா-லாக்டல்புமின்,ആൽഫ-ലാക്റ്റൽബുമിൻ
ஆல்பைன் காலநிலை நிலை,ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ
ஆல்பைன் புல்வெளி,ആൽപൈൻ മെഡോ
ஆல்பைன் மண்டலம்,ആൽപൈൻ സോൺ
ஆல்ஸ்டோனியா,ആൽസ്റ്റോണിയ
ஆல்டர்னேரியா,ആദരജോ
மாற்று,ഏകാന്തരക്രമത്തിൽ
தலைமுறையின் மாற்று,തലമുറയുടെ മാറിമാറ്റം
உயர நோய்,ഉറ്റമകരമായ രോഗം
உயரம்,ഉയരം
அல்வியோலர் குழாய்,അൽവിയോളാർ നാളം
Alytes,അലിറ്റ്സ്
அல்சீமர் நோய்,അല്ഷിമേഴ്സ് രോഗം
AMACRINE CELL,അമാക്രീൻ സെൽ
அமராந்தேசி,അമറാന്തം
அமராந்தஸ்,അമരന്തസ്
சுற்றுப்புற ஆஸ்மோடிக் செறிவு,ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത
அம்ப்ஸ்டோமா,ആംബിസ്റ്റോമ
அமைடு,അറുമണ്ടിന്
அமினோ அமிலம்,അമിനോ അമ്ലം
அமினோ அமில ஏற்பி,അമിനോ ആസിഡ് സ്വീകാര്യത
அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்,അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്
அமினோஅசிலேஷன்,അമിപോസിലേഷൻ
அமிடோசிஸ்,അമിറ്റോസിസ്
அம்மோனியா,ക്ഷാരവായു
அம்மோனிகேஃபிகேஷன்,അമ്മോണിഫിക്കേഷൻ
அம்மோனோடெலிசம்,അമോമോട്ടലിസം
அம்னோசென்டெசிஸ்,അമ്നിയോസെന്റസിസ്
அம்னோசென்டெசிஸ் நுட்பம்,Amniocentess സാങ്കേതികത
அம்னியோசைட்,Amniocyte
அம்னியன்,Amnion
அம்னோடிக் திரவம்,അമ്നിയോട്ടിക് ദ്രാവകം
அம்னோடிக் சவ்வு,അമ്നിയോട്ടിക് മെംബ്രൺ
அம்னோடிக் சாக்,അമ്നിയോട്ടിക് സഞ്ചി
அமீபா,അമീബ
அமீபோசைட்,Amoebocyte
அமீபாய்டு,Amoeboid
அமீபாய்டு லிம்போசைட்,Amoeboid lymphocyte
அமீபாய்டு இயக்கம்,അമോബോഡ് ചലനം
உருவமற்ற,അക്കോറോഫസ്
தொகை,സംഖ
ஆம்பெடமைன்,ആംഫെറ്റാമൈൻ
ஆம்பிபியா,ആംഫിബിയ
ஆம்பிபியன்,ആംഫിബിയൻ
ஆம்பிபியன்,ആംഫിബിയൻ
ஆம்பியோக்ஸஸ்,Amphioxus
ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்,ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്
ஆம்பிபாதிக்,ഉംഫിപതിക്
ஆம்பிபாதிக் லிப்பிட்,ആംഫിപതിക് ലിപിഡ്
ஆம்பிசர்கா,ആംഫിസാർക്ക
ஆம்பிசிலின்,ആമ്പസില്ലിൻ
ஆம்புல்லா,അമ്പള്ളു
ஆம்பல்லரி சுரப்பி,മുള്ളറി ഗ്രന്ഥി
அமிக்டால்,ആമിഗ്ഡാൽ
அமிக்டேல்,ആമിഗ്ഡേൽ
அமிக்டலின்,ആമിഗ്ഡാലിൻ
அமிலேஸ்,അമിലേസ്
அமிலோபிளாஸ்ட்,അമിലോപ്ലാസ്റ്റ്
அனபீனா,അനാബെന
அனபாஸ்,അനബാസ്
அனபோலிக் பாதைகள்,അനാബോളിക് പാത
அனபோலிசம்,അനാബോളിസം
அனகார்டியாசி,അനകാർഡിയേസി
இரத்த சோகை,വിളമിയ
காற்றில்லா,അയ്റോബ്
காற்றில்லா எரிபொருள்,അനാറോബിക് ഇന്ധനം
காற்றில்லா சுவாசம்,അനാറോബിക് ശ്വസനം
காற்றில்லா கசடு டைஜெஸ்டர்,അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ
காற்றில்லா,Anaerobic
அனைமா,അനൈമ
குத,മലദ്വാരം
குத,മലദ്വാരം
குத துளை,മലദ്വാരം
குத செர்சி,അനൽ സെറി
குத லூப்,അനൽ ലൂപ്പ്
குத பாணி,അനൽ ശൈലി
ஒப்பீட்டு,അനസ്)
ஒப்பீட்டு,അനസ്)
ஒப்புமை,അനലോഗി
ஒப்புமை,അനലോഗി
பகுப்பாய்வு,വിശകലനം
அனாபேஸ்,അനാഫേസ്
உடற்கூறியல் தடை,Anatomic തടസ്സം
உடற்கூறியல் அம்சம்,ശരീരഘടന
உடற்கூறியல் நிபுணர்,അനാട്ടമിസ്റ്റ്
உடற்கூறியல்,ശരീരശാസ്തം
மூதாதையர் வழித்தோன்றல் வரிசை,പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി
மூதாதையர் பரம்பரை,പൂർവ്വിക വംശജർ
மூதாதையர் வரிசை,പൂർവ്വാവസ്ഥ
அன்சிலோஸ்டோமா,ആൻസിലോസ്റ്റമ
ஆண்ட்ரோசியம்,ആൻഡ്രോസിയം
ஆண்ட்ரோஜன்,ആൻഡ്രോജൻ
இரத்த சோகை,വിളമിയ
அனிமோன்,അനെമോൺ
அனூப்ளோயிட்,Aneuplogode
அனூப்ளோயிடி,അനിയുപ്ലോയിഡി
ஆஞ்சினா,ആഞ്ചിന
ஆஞ்சியோகிராம்,ആൻജിയോഗ്രാം
ஆஞ்சியோகிராஃப்,ആഗിരിഗ്രാഫ്
ஆஞ்சியோகிராஃபி,ആജീദർ
ஆஞ்சியோபிளாஸ்டி,ആൻജിയോപ്ലാസ്റ്റി
ஆஞ்சியோஸ்பெர்ம்,അൻജിയോസ്പെർം
ஆஞ்சியோடென்சின்,ആൻജിയോടെൻസിൻ
ஆஞ்சியோடென்சினோஜென்,ആൻജിയോടെൻസിനോജെൻ
ஆங்லர் மீன்,ആംഗ്ലർ മത്സ്യം
அங்குயினா,മുതൽക്കുള
ஆங்குயிஸ்,ഉള്ക്കൊണ്ടിൻ
விலங்கு,ജന്തു
விலங்கு,ജന്തു
விலங்கு சாணம்,മൃഗം ചാണകം
கால்நடை வளர்ப்பு,മൃഗസംരക്ഷണം
விலங்கு காரியோடைப்பிங்,അനിമൽ കരിയട്ടിപ്പിംഗ്
விலங்கு இராச்சியம்,ജന്തു ലോകം
விலங்கு திசு,മൃഗങ്ങളുടെ ടിഷ്യു
விலங்கு,അദ്ധ്യാപകൻ
அனியன்,അനിയോൺ
அனிசோட்ரோபிக் பேண்ட்,അനിസോട്രോപിക് ബാൻഡ്
அனீலிங்,അനെലിലിംഗ്
Annelid,Anenelid
அன்னெலிடா,അന്നലിഡ
ஆண்டு வளையம்,വാർഷിക മോതിരം
வருடாந்திர,റദ്ദാക്കിയത്
Annule,ചെറുമാനം
ஒழுங்கற்ற வகை,അപാകത തരം
அனோபீல்ஸ்,അനോഫെൽസ്
எறும்பு உண்பவர்,ഉറുമ്പുതീനി
விரோதமான,വിരുദ്ധ
அண்டார்டிக்,അന്റാർട്ടിക്ക്
ஆண்டெனா,ഏരിയെല്
ஆண்டெனா காம்ப்ளக்ஸ்,ആന്റിന കോംപ്ലക്സ്
ஆண்டெனல் சுரப்பி,ആന്റിനൽ ഗ്രന്ഥി
முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு,ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ
முன்புற ஹைப்போபிஸிஸ்,ആന്റീരി ഹൈപ്പോഫിസിസ്
முன்புற தலையீட்டு சல்கஸ்,മുൻകാല ഇടവേള സൾക്കസ്
மகரந்தம்,അഥേർ
மகரந்த கலாச்சாரம்,ആന്തർ സംസ്കാരം
Anteridium,അങ്കാദിയം
ஆந்தமாசி,Antresood
அந்தோசெரோஸ்,ആന്തസംഘങ്ങൾ
அந்தோசெரோடோப்சிடா,ആന്തസൂറോടോപ്സിഡ
ஆந்த்ராக்ஸ்,ആന്ത്രാക്സ്
மானுடவியல் அழிவு,ആന്ത്രോപെനിക് വംശനാശം
மானுடவியல்,നരവംശശാസ്ത്രം
பாக்டீரியா எதிர்ப்பு,ആൻറി ബാക്ടീരിയൽ
ஆண்டிபயாடிக் பென்சிலின்,ആൻറിബയോട്ടിക് പെനിസിലിൻ
ஆண்டிபயாடிக் எதிர்ப்பு,ആൻറിബയോട്ടിക് പ്രതിരോധം
நுண்மணி,ആൻറിബയോട്ടിക് (കൾ)
ஆன்டிபாடி,ആന്റിബോഡി
ஆன்டிபாடி ஜோடி,ആന്റിബോഡി ദമ്പതികൾ
ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி,ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി
ஆன்டிகோகுலண்ட்,Anicoagululant
ஆன்டிகோடன் லூப்,ആന്റികോഡൻ ലൂപ്പ്
ஆண்டிடிரஸன்,ആന്റീഡിപ്രസന്റ്
ஆண்டிடியூரிடிக் ஹார்மோன் (ADH),ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH)
ஆன்டிஜென் மரபணு,ആന്റിജൻ ജീൻ
ஆன்டிஜென்-ஆன்டிபாடி வளாகம்,ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്
ஆன்டிஜெனிக் தீர்மானிப்பான்,ആന്റിഗനിക് ഡിറ്റർമിനന്റ്
முரண்பாடு காரணி,ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ
ஆக்ஸிஜனேற்ற,ആന്റിഓക്സിഡന്റ്
ஆன்டிபோடல் கரு,ആന്റിപോഡൽ ന്യൂക്ലിയസ്
எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ,ആന്റി സെൻസ് ആർഎൻഎ
ஆன்டிவைரல் புரதம்,ആൻറിവിറൽ പ്രോട്ടീൻ
Antrum,ആധാട്
அனுக்ளீட்,Anuclate
ஆசனவாய்,ഗുദം
கவலைக் கோளாறு,ഉത്കണ്ഠ രോഗം
பெருநாடி வளைவு,അയോർട്ടിക് കമാനം
பெருநாடி கேங்க்லியன்,അയോർട്ടിക് ഗാംഗ്ലിയൻ
பெருநாடி செமிலுனர் வால்வு,അയോർട്ടിക് സെമിലുനാർ വാൽവ്
பெருநாடி வால்வு,അയോർട്ടിക് വാൽവ്
APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது),APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്)
அப்பெலிக் மூதாதையர்,അപ്പോയിലൈക്ക് പൂർവ്വം
அஃபிட்,ആഫിഡ്
அப்ரோடைட்,അഫ്രോഡൈറ്റ്
நுனி ஆதிக்கம்,അഗ്ര ആധിപത്യം
அபிகல் பேட்,അപ്ലിക്കേഷൻ പാഡ്
பொருள்,അവലി
Apis indica,Apis ഇൻഡിക്ക
Applanospore,എപ്ലാനോസ്പോര്
அப்லிசியா,അപ്ളീസിയ
அப்போகார்பே,അപ്പോക്കാർപേ
அப்போகார்பஸ்,അപ്പോക്കറസ്
அப்போகார்பஸ் கருப்பை,അപ്പോക്കർബസ് അണ്ഡാശയം
அபோக்ரைன் சுரப்பி,അപ്പോക്രൈൻ ഗ്രന്ഥി
அப்போஎன்சைம்,അപെൻസൈം
Apomict,ശാന്തമായ
Apomixis,അപ്പോമിക്സിസ്
அபோபிளாசம்,UpoPlasm
அப்போபிளாஸ்டிக் பாதை,Apopleastic വഴി
அப்போப்டொசிஸ்,അപ്പോപ്ടോസിസ്
கருவி,ഉപകരണങ്ങള്
Appendicular எலும்புக்கூட்டை,കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം
சீக்கத்தின் பின் இணைப்பு,കീകത്തിന്റെ അനുബന്ധം
ஆப்பிள் நத்தை,ആപ്പിൾ ഒച്ചുകൾ
மீன்வளர்ப்பு,അക്വാകൾച്ചർ
அக்வாபோரின்,അക്വാപ്പീര
நீர்வாழ் ஆம்பிபியன்,ജലവിഷയക്കാരൻ
நீர்வாழ் வடிவம்,ജലരീതി
நீர்வாழ் வாழ்விடம்,ജല ആവാസവ്യവസ്ഥ
நீர்வாழ் உயிரினம்,ജലജീവിങ്ങള്
நீர்வாழ் ஆலை,ജലസ്വചന്തി
நீர்வாழ் சுவாசம்,ജലവിശ്വാസം
நீர்வாழ் திரவம்,ജല ദ്രാവകം
அக்வஸ் முமல்,ജലീയ ഉന്മൂലനം
நீர்வாழ் உள்-செல்லுலார் திரவம்,ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം
அக்வஸ் மாதிரி,ജലീയ സാമ്പിള്
நீர் பத திரவம்,ജലീയ പരിഹാരം
அக்விலா,അക്വില
அரபிடோப்சிஸ்,അറബിഡോപ്സിസ്
அராக்னிடா,അരാക്നിഡ
அராக்னாய்டு,അരാക്നോയിഡ്
அரேனியஸ்,അരാനിയസ്
ஆர்பெசண்ட்,അർബസവാളികമായ
ஆர்போரசென்ட் லைகோபாட்,അർബറോസന്റ് ലൈക്കോപോഡ്
தொல்பொருள்,ആർക്കീഫായ
ஆர்க்கிகோனியம்,ആൾജിഗോണിയം
தீவுக்கூட்டம்,ദീപസമൂഹം
ஆர்க்டிக்,ആർട്ടിക്
ஆர்க்டிக் டெர்ன்,ആർട്ടിക് ടെർൺ
ஆர்க்டிக் டன்ட்ரா,ആർട്ടിക് തുണ്ട്ര
ஆர்டியா,Ardea
அரியாலர் திசு,ഇറോളാർ ടിഷ്യു
ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி),ആർഗ്മോൺ (പ്രിക്ലി പോപ്പി)
