Malayalam,Kannada
അഡുല്ലമൈറ്റുകൾ,ಅಡುಲಮೈಟ್ಸ್
എതിരാളി,ಎದುರಾಳಿ
എതിരാളി,ಎದುರಾಳಿ
അയോൺ,ಏಯಾನ್
എയറേറിയം,ಏರೋರಿಯಮ್
ആകാശ യുദ്ധം,ವೈಮಾನಿಕ ಯುದ್ಧ
എറ്റോലിയൻ ലീഗ്,ಏಟೋಲಿಯನ್ ಲೀಗ್
വയസ്സ്,ವಯಸ್ಸು
വാർദ്ധക്യം (=വാർദ്ധക്യം),ವಯಸ್ಸಾಗುವಿಕೆ (=ವಯಸ್ಸಾದ)
പ്രായമാകൽ പ്രക്രിയ,ವಯಸ್ಸಾದ ಪ್ರಕ್ರಿಯೆ
അഗെലൈ,ಅಗೆಲೈ
ധീരതയുടെ പ്രായം,ಅಶ್ವದಳದ ವಯಸ್ಸು
എൻഗ്ലൈറ്റ്മെന്റ് പ്രായം,ಜ್ಞಾನೋದಯದ ವಯಸ್ಸು
പെരിക്കിൾസിന്റെ പ്രായം,ಪೆರಿಕಲ್ಸ್ ವಯಸ್ಸು
യുക്തിയുടെ പ്രായം,ಕಾರಣದ ವಯಸ್ಸು
കാർഷികവാദം,ಕೃಷಿಧರ್ಮ
കാർഷിക പ്രസ്ഥാനം,ಕೃಷಿ ಚಳುವಳಿ
ആൽബിയോൺ,ಅಲ್ಬಿಯಾನ್
ആൽബം,ಆಲ್ಬಮ್
ആൽഡർമാൻ,ಆಲ್ಡರ್ಮನ್
വശീകരിക്കുന്ന ആയുധങ്ങൾ,ಸೂಚಿಸುವ ತೋಳುಗಳು
അമിറ്റി,ಸೌಹಾರ್ದತೆ
ആംഫിക്റ്റോണിക് കൗൺസിൽ,ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಕೌನ್ಸಿಲ್
ആംഫിക്റ്റോണിക് ലീഗ്,ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಲೀಗ್
ആംഫി തിയേറ്റർ,ಆಂಫಿಥಿಯೇಟರ್
അമ്രി നാൽ ഗ്രൂപ്പ് (മൺപാത്രങ്ങൾ),ಅಮ್ರಿ ನಲ್ ಗುಂಪು (ಕುಂಬಾರಿಕೆ)
അനാക്രോണിസം,ಅನಾಕ್ರೊನಿಸಂ
അനാക്രോണിസ്റ്റിക്,ಅನಾಕ್ರೊನಿಸ್ಟಿಕ್
പൂർവ്വികൻ,ಪೂರ್ವಜ
പൂർവിക ആരാധന,ಪೂರ್ವಜರ ಆರಾಧನೆ
വംശപരമ്പര,ಪೂರ್ವಜರು
വംശപരമ്പര,ಪೂರ್ವಜರು
വംശപരമ്പര,ಪೂರ್ವಜರು
വംശപരമ്പര,ಪೂರ್ವಜರು
പുരാതന ഭരണം,ಪ್ರಾಚೀನ ಆಡಳಿತ
പുരാതന,ಪ್ರಾಚೀನ
പുരാതന ബാലഡ്,ಪ್ರಾಚೀನ ಲಾವಣಿ
പുരാതന വിശ്വാസം,ಪ್ರಾಚೀನ ನಂಬಿಕೆ
പുരാതന ആചാരം,ಪ್ರಾಚೀನ ಪದ್ಧತಿ
പുരാതനമായ ചരിത്രം,ಪುರಾತನ ಇತಿಹಾಸ
പുരാതന സ്മാരകങ്ങൾ,ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು
ഉപകഥ,ಉಪಾಖ್ಯಾನ
ആഞ്ചലോട്ട്,ಏಂಜೆಲೋಟ್
ആഞ്ചലസ്,ಏಂಜೆಲಸ್
ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ),ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್)
കോണുകൾ,ಕೋನಗಳು
ആംഗ്ലിക്കൻ,ಆಂಗ್ಲಿಕನ್
ആംഗ്ലിക്കൻ കൂട്ടായ്മ,ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್
ആംഗ്ലിക്കനിസം,ಆಂಗ್ಲಿಕನಿಸಂ
ആംഗ്ലോ-ഫോബ്,ಆಂಗ್ಲೋ-ಫೋಬ್
ആംഗ്ലോ-ഫോബിയ,ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ
ആംഗ്ലോ-സാക്സൺ,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್
ആംഗ്ലോ-സാക്‌സോണിസം,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ
അനലിസ്റ്റ്,ಅನಾಲಿಸ್ಟ್
വാർഷികങ്ങൾ,ಆನಲ್ಸ್
കൂട്ടിച്ചേർക്കൽ,ಅನುಬಂಧ
ആന്റി-ബെല്ലം,ಆಂಟೆ-ಬೆಲ್ಲಮ್
മുൻ തീയതി,ಹಿಂದಿನ ದಿನಾಂಕ
പൗരോഹിത്യ വിരുദ്ധത,ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ
വൈദിക വിരുദ്ധ നിയമം,ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ
പൗരാണികത,ಪ್ರಾಚೀನತೆ
വാടക വിരുദ്ധം,ಬಾಡಿಗೆ ವಿರೋಧಿ
വാടക വിരുദ്ധം,ಬಾಡಿಗೆ ವಿರೋಧಿ
സെമിറ്റിസം വിരുദ്ധത,ಯೆಹೂದ್ಯ ವಿರೋಧಿ
അൻസാക്ക്,ಅಂಜಾಕ್
അപ്പെല്ല,ಅಪೆಲ್ಲಾ
അരലു,ಅರಳು
ആർച്ച് ബിഷപ്പ്,ಆರ್ಚ್ ಬಿಷಪ್
ആർച്ച് ഡച്ചി,ಆರ್ಚ್ ಡಚಿ
ആർച്ച് ഡ്യൂക്ക്,ಆರ್ಚ್ ಡ್ಯೂಕ್
ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം),ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ)
ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്,ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್
പ്രഭുവർഗ്ഗം,ಶ್ರೀಮಂತವರ್ಗ
പ്രഭു,ಶ್ರೀಮಂತ
പ്രഭുവർഗ്ഗ സ്നോബറി,ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ
അരിസ്റ്റോട്ടിലിയൻ,ಅರಿಸ್ಟಾಟಲ್
അർമാഡ,ನೌಕಾಪಡೆ
അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ),ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ)
കവചക്കാരൻ (=കവചക്കാരൻ),ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ)
കവചം (=കവചം),ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ)
ആയുധധാരി,ಶಸ್ತ್ರಾಗಾರ
ആര്യൻ,ಆರ್ಯನ್
ആര്യൻ,ಆರ್ಯನ್
അസ്കരി,ಅಸ್ಕರಿ
നിയോഗിക്കുക,ನಿಯೋಜಿಸಿ
അസൈസ് ചെയ്യുക,ಅಸೈಜ್ ಮಾಡಿ
അസൈസ് ചെയ്യുക,ಅಸೈಜ್ ಮಾಡಿ
അസൈസ് ചെയ്യുക,ಅಸೈಜ್ ಮಾಡಿ
അസൈസ് ഓഫ് ആയുധ നിയമം,ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್
അസൈസ് ഓഫ് ഡാരെൻ അവതരണം,ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ
മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്,ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್
അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ,ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್
ക്രൂരത,ದೌರ್ಜನ್ಯ
ആക്രമണം,ದಾಳಿ
ഔലിക് കൗൺസിൽ,ಆಲಿಕ್ ಕೌನ್ಸಿಲ್
ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി),ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ)
ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്),ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್)
ബാബിലോൺ,ಬ್ಯಾಬಿಲೋನ್
ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം),ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ)
ബച്ചനൽ ഭക്തൻ,ಬಚ್ಚನಾಳ ಭಕ್ತ
ബച്ചനാലിയ,ಬಚ್ಚನಾಲಿಯಾ
ബാച്ചിലർ,ಪದವಿ
ബാഗ്ദാദ് കരാർ,ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ
ബാൽക്കൻ ലീഗ്,ಬಾಲ್ಕನ್ ಲೀಗ್
ബാൽക്കൻ കരാർ,ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ
ബാൽക്കൻ യുദ്ധങ്ങൾ,ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು
ബാൾട്ടിക് കരാർ,ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ
കൊള്ളക്കാരൻ,ಡಕಾಯಿತ
ബന്ദൂങ് സമ്മേളനം,ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ
നാടുകടത്തൽ,ಬಹಿಷ್ಕಾರ
ബാനർ,ಬ್ಯಾನರ್
ബാർബേറിയൻ,ಅನಾಗರಿಕ
ബാർബിക്കൻ,ಬಾರ್ಬಿಕನ್
ബർദോളി സത്യാഗ്രഹം,ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ
കളപ്പുര ബർണറുകൾ,ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು
ബാരൺ,ಬ್ಯಾರನ್
ബാരോണേജ്,ಬ್ಯಾರನೇಜ್
ബറോണസ് മേജേഴ്സ്,ಬರೋನ್ಸ್ ಮೇಜರ್
ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ,ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು
ബാരോണസ്,ಬ್ಯಾರನೆಸ್
ബാരോനെറ്റ്,ಬ್ಯಾರೊನೆಟ್
ബാരോനെറ്റേജ്,ಬ್ಯಾರೊನೆಟೇಜ್
ബാരോനെറ്റേജ്,ಬ್ಯಾರೊನೆಟೇಜ್
ബാരോനെറ്റി,ಬ್ಯಾರೊನೆಟ್ಸಿ
ബാരോണി,ಬರೋನಿ
ബാരക്കൂൺ,ಬ್ಯಾರಕೂನ್
ബാരക്കൂൺ,ಬ್ಯಾರಕೂನ್
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
ബേസ് ക്യാമ്പ്,ಮೂಲ ಶಿಬಿರ
ബസിലിക്ക,ಬೆಸಿಲಿಕಾ
ബസിലിക്ക,ಬೆಸಿಲಿಕಾ
ബാസ്റ്റില,ಬಸ್ತಿಲಾ
ബാസ്റ്റിലി,ಬಾಸ್ಟಿಲ್
ബാസ്റ്റിലി,ಬಾಸ್ಟಿಲ್
ബാറ്ററി,ಬ್ಯಾಟರಿ
യുദ്ധം,ಕದನ
Battle-array,ಬ್ಯಾಟಲ್-ಅರೇ
യുദ്ധകാഹളം,ಯುದ್ಧದ ಕೂಗು
യുദ്ധം,ಬ್ಯಾಟಲ್ ಡಿನ್
യുദ്ധക്കളം,ಯುದ್ಧಭೂಮಿ
യുദ്ധഗാനം,ಯುದ್ಧ ಸ್ತೋತ್ರ
സ്പർസിന്റെ യുദ്ധം,ಸ್ಪರ್ಸ್ ಕದನ
സ്റ്റാൻഡേർഡ് യുദ്ധം,ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
യുദ്ധക്കപ്പൽ,ಯುದ್ಧನೌಕೆ
യുദ്ധക്കപ്പൽ-ബലം,ಯುದ್ಧನೌಕೆ-ಬಲ
Bayeux ടേപ്പ്സ്ട്രി,ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ
ബീക്കൺ,ದಾರಿದೀಪ
ബീക്കൺ ടവർ,ದಾರಿದೀಪ ಗೋಪುರ
ബീവർ,ಬೀವರ್
ബീവർ,ಬೀವರ್
കടലിലെ യാചകർ,ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು
ബെല്ലിക്കോസ്,ಬೆಲ್ಲಿಕೋಸ್
ബെല്ലിക്കോസ്,ಬೆಲ್ಲಿಕೋಸ್
ബെല്ലിക്കോസ്,ಬೆಲ್ಲಿಕೋಸ್
ബെല്ലിക്കോസിറ്റി,ಬೆಲ್ಲಿಕೋಸಿಟಿ
ബെല്ലോന,ಬೆಲೋನಾ
ഗുണം,ಪ್ರಯೋಜನ
വൈദികരുടെ പ്രയോജനം,ಧರ್ಮಗುರುಗಳ ಲಾಭ
ബെനെലക്സ്,ಬೆನೆಲಕ್ಸ್
ബെർലിൻ ഉത്തരവ്,ಬರ್ಲಿನ್ ತೀರ್ಪು
ബെർസർക്കർ,ಬರ್ಸರ್ಕರ್
ബസന്റ് (=ബെസന്റ്),ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್)
ബെഥേൽ,ಬೆತೆಲ್
ബിബ്ലിയോലേറ്റർ,ಗ್ರಂಥಪಾಲಕ
ഗ്രന്ഥശാസ്‌ത്രം,ಗ್ರಂಥಾರಾಧನೆ
ബിഗ് ബെർത്ത,ದೊಡ್ಡ ಬರ್ತಾ
മതഭ്രാന്തൻ,ಮತಾಂಧ
ബില്ലെറ്റിംഗ്,ಬಿಲ್ಲೆಟಿಂಗ್
ബിൽ ഓഫ് അറ്റൈൻഡർ,ಅಟೈಂಡರ್ ಬಿಲ್
അവകാശങ്ങളുടെ ബിൽ,ಹಕ್ಕುಗಳ ಮಸೂದೆ
ജീവചരിത്രകാരൻ,ಜೀವನಚರಿತ್ರೆಕಾರ
ജനന കഥകൾ,ಜನ್ಮ ಕಥೆಗಳು
Bivouac,ತಾತ್ಕಾಲಿಕ
Bivouac,ತಾತ್ಕಾಲಿಕ
Bivouac,ತಾತ್ಕಾಲಿಕ
ബിസോണിയ,ಬಿಜೋನಿಯಾ
കറുത്ത പക്ഷികൾ,ಕಪ್ಪು ಪಕ್ಷಿಗಳು
കറുത്ത കൊടി,ಕಪ್ಪು ಬಾವುಟ
ബ്ലാക്ക് ഹോൾ,ಕಪ್ಪು ರಂಧ್ರ
ബ്ലാക്ക് ഹോൾ,ಕಪ್ಪು ರಂಧ್ರ
കറുത്ത കാൽ (=ചുണങ്ങു),ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು)
കറുത്ത ഷർട്ട്,ಕಪ್ಪು ಶರ್ಟ್
ബ്ലാസൺ,ಬ್ಲೇಝೋನ್
ബ്ലാസൺ,ಬ್ಲೇಝೋನ್
ജ്വലനം,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
ജ്വലനം,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
ബ്ലിറ്റ്സ്ക്രീഗ്,ಮಿಂಚುದಾಳಿ
രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം),ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್)
ബ്ലഡ് വൈറ്റ്,ಬ್ಲಡ್ವೈಟ್
ബ്ലഡി മേരി,ಬ್ಲಡಿ ಮೇರಿ
നീല,ನೀಲಿ
നീല രക്തം,ನೀಲಿ ರಕ್ತ
നീല പുസ്തകം,ನೀಲಿ ಪುಸ್ತಕ
നീല നാട,ನೀಲಿ ರಿಬ್ಬನ್
നീല നാട,ನೀಲಿ ರಿಬ್ಬನ್
ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ),ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್)
നീല ഷർട്ട്,ನೀಲಿ ಅಂಗಿ
ബ്ലൂ വാട്ടർ സ്കൂൾ,ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್
ബോർഡ് ഓഫ് കൺട്രോൾ,ನಿಯಂತ್ರಣ ಮಂಡಳಿ
ശരീര കവചം,ದೇಹದ ರಕ್ಷಾಕವಚ
ബോയർ,ಬೋಯರ್
കൊള്ള,ಲೂಟಿ
ബറോ,ಬರೋ
ബൗളൂട്ടേറിയൻ,ಬೌಲ್ಯೂಟೇರಿಯನ್
ബർബോൺ,ಬೌರ್ಬನ್
ബോക്സർ കലാപം,ಬಾಕ್ಸರ್ ದಂಗೆ
ബ്രേസ്,ಬ್ರೇಸ್
ബ്രസാർഡ്,ಬ್ರಾಸಾರ್ಡ್
ബ്രസാർഡ്,ಬ್ರಾಸಾರ್ಡ್
ബ്രെഡ് കോളനികൾ,ಬ್ರೆಡ್ ವಸಾಹತುಗಳು
ബ്രെസ്റ്റ് പ്ലേറ്റ്,ಸ್ತನ ಫಲಕ
മുലപ്പാൽ ജോലി,ಸ್ತನ ಕೆಲಸ
ബ്രെറ്റ്വാൾഡ,ಬ್ರೆಟ್ವಾಲ್ಡಾ
ബ്രിഗാൻഡ്,ಬ್ರಿಗಾಂಡ್
ബ്രിഗൻഡേജ്,ಬ್ರಿಗಂಡೇಜ್
ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്,ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು
ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ),ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು)
ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ),ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ)
ബഫ്,ಬಫ್
ബഫ്,ಬಫ್
ബഫ്-കോട്ട്,ಬಫ್-ಕೋಟ್
ബഫുകൾ,ಬಫ್ಸ್
ബ്യൂൾ (=കൗൺസിൽ),ಬುಲೆ (=ಕೌನ್ಸಿಲ್)
ബർഗേജ്,ಬರ್ಗೇಜ್
ബർഗെസ്,ಬರ್ಗೆಸ್
ബൈസന്റൈൻ,ಬೈಜಾಂಟೈನ್
ബൈസന്റൈൻ പള്ളി,ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್
ബൈസന്റൈൻ സാമ്രാജ്യം,ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ
ബൈസന്റൈൻ യുഗം,ಬೈಜಾಂಟೈನ್ ಯುಗ
ബൈസന്റൈൻ ചരിത്രകാരന്മാർ,ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು
കാബൽ,ಕ್ಯಾಬಲ್
സീസറിസം,ಸೀಸರಿಸಂ
ഖലീഫ,ಖಲೀಫ್
കാലിഗ്രാഫർ,ಕ್ಯಾಲಿಗ್ರಾಫರ್
കാലിഗ്രാഫിസ്റ്റ്,ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್
കാലിഗ്രാഫി,ಕ್ಯಾಲಿಗ್ರಫಿ
കാൽട്രോപ്പ്,ಕ್ಯಾಲ್ಟ್ರೋಪ್
സൗഹൃദം,ಸೌಹಾರ್ದತೆ
കാമറില്ല,ಕ್ಯಾಮರಿಲ್ಲಾ
കാമറില്ല,ಕ್ಯಾಮರಿಲ್ಲಾ
കാമലോകം,ಕ್ಯಾಮೆಲಾಕಮ್
മറവി,ಮರೆಮಾಚುವಿಕೆ
പ്രചാരണം,ಪ್ರಚಾರ
ക്യാമ്പ് ഫോളോവർ,ಶಿಬಿರದ ಅನುಯಾಯಿ
കാമ്പോ സാന്റോ,ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ
കാമ്പസ് മാർഷ്യസ്,ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್
കനേഫോറ,ಕ್ಯಾನೆಫೊರಾ
കാൻഗു,ಕ್ಯಾಂಗ್ಯೂ
പീരങ്കി,ಕ್ಯಾನನೇಡ್
പീരങ്കി കാലിത്തീറ്റ,ಕ್ಯಾನನ್ ಮೇವು
കാനൻ,ಕ್ಯಾನನ್
കാനൻ നിയമം,ಕ್ಯಾನನ್ ಕಾನೂನು
കനോപ്പസ് ഉത്തരവ്,ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು
ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു,ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ
ബന്ദിയാക്കി,ಬಂಧಿತ
ക്യാപ്റ്റർ,ಕ್ಯಾಪ್ಟರ್
കർദ്ദിനാൾ,ಕಾರ್ಡಿನಲ್
കാൾ,ಕಾರ್ಲ್
കരോലിംഗിയൻ രാജവംശം,ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ
കാർത്തൂഷ്യൻ വിഭാഗം,ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ
കാർട്ടോസ,ಕಾರ್ಟೊಸಾ
കാസ്റ്റേലിയൻ,ಕ್ಯಾಸ್ಟೇಲಿಯನ್
കാസ്റ്റേലിയൻ,ಕ್ಯಾಸ್ಟೆಲಿಯನ್
ജാതി വ്യവസ്ഥ,ಜಾತಿ ಪದ್ಧತಿ
കോട്ട,ಕೋಟೆ
കോട്ട,ಕೋಟೆ
കാസിൽ പട്ടണം,ಕೋಟೆಯ ಪಟ್ಟಣ
കാസ്ട്ര,ಕ್ಯಾಸ್ಟ್ರಾ
കാസ്ട്ര,ಕ್ಯಾಸ್ಟ್ರಾ
കത്തീഡ്ര,ಕ್ಯಾಥೆಡ್ರಾ
കത്തീഡ്രൽ,ಕ್ಯಾಥೆಡ್ರಲ್
കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന,ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ
കൌഡില്ലോ,ಕೌಡಿಲ್ಲೊ
കവലിയർ,ಕ್ಯಾವಲಿಯರ್
കവലിയർ,ಕ್ಯಾವಲಿಯರ್
കവലിയർ പാർലമെന്റ്,ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು
അദുല്ലം ഗുഹ,ಅದುಲ್ಲಮ್ ಗುಹೆ
ഗുഹ പെയിന്റിംഗ്,ಗುಹೆ ಚಿತ್ರಕಲೆ
ഗുഹ പെയിന്റിംഗ്,ಗುಹೆ ಚಿತ್ರಕಲೆ
സെന്റുംവിർ,ಸೆಂಟಮ್ವಿರ್
ശതാധിപൻ,ಸೆಂಚುರಿಯನ್
നൂറ്റാണ്ട്,ಶತಮಾನ
ചെയിൻ കവചം (=ചെയിൻ മെയിൽ),ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್)
ചാന്ത്രി,ಚಾಂಟ್ರಿ
ചാന്ത്രി,ಚಾಂಟ್ರಿ
ചാപ് ബുക്ക്,ಅಧ್ಯಾಯ ಪುಸ್ತಕ
ചാപ്ലിൻ,ಧರ್ಮಗುರು
അധ്യായം,ಅಧ್ಯಾಯ
അപകടങ്ങളുടെ അധ്യായം,ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ
ചാർജ് ചെയ്യുക,ಶುಲ್ಕ
ഭാരവാഹികൾ,ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್
ചാർജ് വിഭജനം,ಚಾರ್ಜ್ ವಿಭಜನೆ
ചാർജർ,ಚಾರ್ಜರ್
രഥം,ರಥ
സാരഥി,ಸಾರಥಿ
സാരഥി,ಸಾರಥಿ
സാരഥി,ಸಾರಥಿ
ചാരിറ്റി അടുക്കള,ಚಾರಿಟಿ ಅಡಿಗೆ
ചാർട്ടർ,ಚಾರ್ಟರ್
ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം),ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ)
ചാർട്ടോഫൈലാസിയം,ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್
ചാറ്റോ,ಚಟೌ
ചെക്ക് പോസ്റ്റ്,ಚೆಕ್ ಪೋಸ್ಟ್
