Hindi,Odiya
अभिगम क्रमवीक्षण,ଆକ୍ସେସ୍ ସ୍କାନ୍ |
सहयंत्र,ଆନୁଷଙ୍ଗିକ
लेखा,ଖାତା
"1. एकाउंट आई डी ,2. लेखा पहचान",ଖାତା ID
संचायक,ଜମାକାରୀ
"1. विशुद्धता ,2. यर्थाथता",ସଠିକତା
अभिगम,acess
अभिगम नियंत्रण बाइट,ଏସିସ୍ ନିୟନ୍ତ୍ରଣ ବାଇଟ୍ |
अभिगम सूचक,acess index
अभिगम कुंजी,acess କି
"1.अभिगम आव्यूह ,2. अभिगम मैट्रिक्स",acess matrix
अभिगम विधा,acess ମୋଡ୍ |
अभिगम विशेषाधिकार,acess ଅଧିକାର
अभिगम सुरक्षा,acess ସୁରକ୍ଷା |
"1. अभिगम परिसेवक ,2. अभिगम सर्वर",acess ସର୍ଭର |
अभिगम काल,ଆକସେସ୍ ସମୟ |
अभिस्वीकृति,ସ୍ୱୀକୃତି
ध्वनिकी,ଆକାଶବାଣୀ
"1. परिवर्णी शब्द, 2. संक्षिप्त रूप ,3. लघु रूप",ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ
क्रिया संदेश,କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |
सक्रियण,ସକ୍ରିୟ
सक्रिय सर्वर पृष्ठ,ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା (ASP)
सक्रिय वर्जन,ସକ୍ରିୟ ସଂସ୍କରଣ |
अचक्रीय,acyclic
"1. अचक्रीय आलेख ,2. अचक्रीय ग्राफ",acyclic ଗ୍ରାଫ୍ |
एडा कंप्यूटर भाषा,ଅଦା ଭାଷା |
"1. अनुकूलक ,2. अनुकूलित्र",ଆଡାପ୍ଟର
योग (करना),ଯୋଡନ୍ତୁ |
योग संचिका,ଫାଇଲ୍ ଯୋଡନ୍ତୁ |
"1. जोड़ संक्रिया ,2. योग संक्रिया",ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
योजक,ଆଡର୍
पता,ଠିକଣା
पता बस,ଠିକଣା ବସ୍
पता संचिका,ଠିକଣା ଫାଇଲ୍ |
पता आरूप,ଠିକଣା ଫର୍ମାଟ୍
पता जनक,ଠିକଣା ଜେନେରେଟର
पता पंक्ति,ଠିକଣା ରେଖା
पता प्रतिचित्रण,ଠିକଣା ମ୍ୟାପିଂ
पता संकेतक,ଠିକଣା ସୂଚକ
पता पंजी,ଠିକଣା ରେଜିଷ୍ଟର
पता विघटन,ଠିକଣା ରେଜୋଲୁସନ
पता अनुवाद,ଠିକଣା ଅନୁବାଦ
"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी",ଠିକଣା ସ୍ମୃତି
पताभिगमन,ଠିକଣା
"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी",ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ
संलग्न,ଯୋଗ
"1. प्रबंधन ,2. नियंत्रण",ପ୍ରଶାସନ
"1. प्रबंधक ,2. नियंत्रक",ପ୍ରଶାସକ
ऐडोब एक्रोबेट,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
ऐडोब फोटोशोप,ଆଡୋବ ଫଟୋଶପ୍ |
ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन),ଆଡଭାନ୍ସ ବ୍ୟବସାୟ ଆବେଦନ ପ୍ରୋଗ୍ରାମିଂ (ABAP)
"1. उन्नत आंकड़ा ,2. उन्नत डाटा",ଉନ୍ନତ ତଥ୍ୟ
उन्नत सूचना तंत्र,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
उन्नत प्रौद्योगिकी (ए टी),ଉନ୍ନତ ଜ୍ଞାନକ technology ଶଳ (AT)
कर्मक,ଏଜେଣ୍ଟ
समुच्चयन,ଏକୀକରଣ
विमानवाहित कंप्यूटर तंत्र,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
एल्डस पेज-मेक,aldus ପୃଷ୍ଠା ନିର୍ମାତା |
सचेत पेटी,ଆଲର୍ଟ ବାକ୍ସ
ऐल्गॉल (कंप्यूटर भाषा),ଆଲଗୋଲ୍
"1.  एल्गोरिथ्म ,2. कलन विधि",ଆଲଗୋରିଦମ |
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण",ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |
एल्गोरिथ्म दक्षता,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
"1. एलिआस ,2. उपनाम ,3. उर्फ",ଛଦ୍ମନାମ
संरेखण,ଶ୍ରେଣୀବଦ୍ଧତା |
"1. आवंटन ,2. नियतन",ଆବଣ୍ଟନ
"1.अक्षरात्मक ,2. वर्णानुक्रम",ବର୍ଣ୍ଣାନୁକ୍ରମିକ
अक्षरांकीय,ବର୍ଣ୍ଣମାଳା
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड",ବର୍ଣ୍ଣମାଳା କି ବୋର୍ଡ |
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),ଆଲଫା-ପରୀକ୍ଷା
"1. अल्फा वर्जन ,2. अल्फा रूप",ଆଲଫା-ସଂସ୍କରଣ |
आल्ट कुंजी,alt କି
आल्टाविस्टा,altavista
अनेकार्थकता,ଅସ୍ପଷ୍ଟତା |
संदिग्ध व्याकरण,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),ଆମେରିକୀୟ ଜାତୀୟ ମାନକ ପ୍ରତିଷ୍ଠାନ (ANSI)
अमेरिकी मानक कट (आस्की),ସୂଚନା ଆଦାନ ପ୍ରଦାନ ପାଇଁ ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କୋଡ୍ (ASCII)
"1. अनुरुप ,2. एनालॉग",analog
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर",ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस",analog ଉପକରଣ
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम",ଆନାଗଲ୍ ମୋଡେମ୍ |
अनुरुप से अंकीय रुपांतरक,ଡିଜିଟାଲ୍ କନଭର୍ଟର (ADC)
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),ଏବଂ
एंड परिपथ,ଏବଂ ସର୍କିଟ |
एंड गेट और द्वार,ଏବଂ ଫାଟକ |
एंड नॉट संक्रिया (अपवर्जन),ଏବଂ ଅପରେସନ୍ ନୁହେଁ (ବହିଷ୍କାର)
"1. एनीमेशन, 2.  सजीवन",ଆନିମେସନ୍
टिप्पण,ଟିପ୍ପଣୀ
असंगता,ଅନୋମାଲିୟା |
पूर्ववर्ती,ପ୍ରାଚୀନ
प्रत्याशामूलक पृष्ठन,ଆଶାକର୍ମୀ ପେଜିଂ |
प्रति-सममित,ଆଣ୍ଟି-ସିମେଟ୍ରିକ୍ |
विषाणुरोधी क्रमादेश,ଆଣ୍ଟିଭାଇରସ୍ ପ୍ରୋଗ୍ରାମ୍ |
"1. एपलेट ,2. अनुप्रयोगिका",ଆପଲେଟ୍
अनुप्रयोग विकासक,ପ୍ରୟୋଗ ବିକାଶକାରୀ
अनुप्रयोग प्रोग्रामन,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)",ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)
अनुप्रयोग सॉफ्टवेयर,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
अनुप्रयोगी भाषा,ପ୍ରୟୋଗ ଭାଷା |
सन्निकटण सिद्धांत,ଆନୁମାନିକ ତତ୍ତ୍। |
संरचना,ସ୍ଥାପତ୍ୟ
क्षेत्र अंतरण,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |
"1. प्राचर,स्वतंत्रचर, 2. कोणांक",ଯୁକ୍ତି
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई",ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |
अंकगणितीय जांच,ଗାଣିତିକ ଯାଞ୍ଚ |
अंकगणितीय अचर,ଗାଣିତିକ ସ୍ଥିର |
अंकगणितीय आंकडा,ଗାଣିତିକ ତଥ୍ୟ
अंकगणितीय अनुदेश,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
गणितीय एवं तार्किक इकाई (ए. एल. यू.),ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU)
ए आर पी ए नेट (आरपानेट),ARPANET
सरणी,ଆରେ
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति",ଆରେ କ୍ୟାଚ୍
सरणी कंप्यूटर,ଆରେ କମ୍ପ୍ୟୁଟର |
सरणी अवयव,ଆରେ ଉପାଦାନ |
सरणी नाम,ଆରେ ନାମ
सरणी प्रकर्मक,ଆରେ ସଞ୍ଚାଳକ
एरो कुंजी,ତୀର କିଗୁଡ଼ିକ
संधि,ଆର୍ଟିକିଲେସନ୍
संधि बिन्दु,ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |
कृत्रिम संहनन,କୃତ୍ରିମ ସଙ୍କୋଚନ |
कृत्रिम नियंत्रण,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
कृत्रिम बोध,କୃତ୍ରିମ ବୁଦ୍ଧି
आरोहक,ଆରୋହଣ
आरोही छंटाई,ଆରୋହଣ କ୍ରମ
आस्की वर्णक्रम,ASCII ବେଟିକାଲ୍ କ୍ରମ |
आस्की नियंत्रण संप्रतीक,ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |
आस्की संचिका,ASCII ଫାଇଲ୍ |
आस्की फॉन्ट,ASCII ଫଣ୍ଟ |
आस्की अंतरण,ASCII ସ୍ଥାନାନ୍ତର |
अभिमुखता अनुपात,ଆନୁମାନିକ ଅନୁପାତ
"1. ऐस्पी ,2. ए एस पी आई",ASPI
ए एस आर कालद,ASR ଟାଇମର୍ |
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना",ଏକତ୍ର ହୁଅ
"1. कोडांतरक ,2. स्मरांतरक",ଏକତ୍ରକାରୀ
"1. कोडांतरण ,2. स्मरांतरण",ସଭା
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा",ସଭା ଭାଷା |
निश्चयन,ଧାରଣା
"1. निर्दिष्ट कार्य ,2. नियतन",ଆସାଇନମେଣ୍ଟ
साहचर्य,ସଙ୍ଗଠନ
साहचर्य पता,ସହଯୋଗୀ ଠିକଣା
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी",ସହଯୋଗୀ ସ୍ମୃତି
तारक (*का चिन्ह),ନକ୍ଷତ୍ର
असम्मित,ଅସୀମିତ |
"1. अतुल्यकालिक ,2. अतुल्यकाली",ଅସନ୍ତୁଳିତ |
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
अतुल्यकालिक अंतरण,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
अतुल्यकालिक अंतरण विधा (ए टी एम),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
"1. एटम ,2. परमाण",ପରମାଣୁ
संलग्न प्रलेख,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल",ସଂଲଗ୍ନ ଫାଇଲ୍ |
"1. संलग्नक ,2. संबंद्ध",ସଂଲଗ୍ନ
"1. गुण ,2. विशेषता",ଗୁଣ
श्रव्य,ଅଡିଓ
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन",ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |
लेखा सत्यापन,ଅଡିଟ୍ ଟ୍ରେଲ୍ |
संवर्धन,ବୃଦ୍ଧି
प्रमाणन प्रोटोकॉल,ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |
संलेखन पद्धति,ଲେଖକ ପ୍ରଣାଳୀ
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण",ପ୍ରାଧିକରଣ
स्वत: सार,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
"1. स्वतः बूटिंग ,2. स्व बूटन",ଅଟୋବୋଟିଂ
ऑटोकैड (एक कंप्यूटर भाषा),ଅଟୋକ୍ୟାଡ୍ |
स्वत: लॉग-ऑन,ଅଟୋଲୋଜି ଅନ୍
ऑटोमेटा,ଅଟୋମେଟା |
आटोमेटा सिद्धांत,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
स्वत: अभिकलन,ସ୍ୱୟଂଚାଳିତ ଗଣନା
स्वत: आंकड़ा प्रक्रमण,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
स्वत: त्रुटि संशोधन,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
स्वत: फलन,ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण",ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |
स्वत: संग्रह आह्वान,ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन",ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम",ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |
स्वत: नेमका,ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |
स्वत: सिस्टम पुन: प्राप्ति,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)",ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍)
स्वचालन,ସ୍ୱୟଂଚାଳିତ
"1. आटोप्ले ,2. स्वत: चलन",ସ୍ଵତଃ ଚଳିତ
स्वरक्षण,ଅଟୋସେଭ୍ |
सहायक,ସହାୟକକାରୀ
सहायक स्मृति,ସହାୟକ ସ୍ମୃତି
सहायक भंडारण,ସହାୟକ ଷ୍ଟୋରେଜ୍
उपलब्ध लिस्ट,ଉପଲବ୍ଧ ତାଲିକା |
उपलब्ध समय,ଉପଲବ୍ଧ ସମୟ |
औसत,ହାରାହାରି
ए डब्ल्यू के (एक कंप्यूटर समादेश),awk (ଭାଷା)
पश्चांत,ବ୍ୟାକେଣ୍ଡ୍ |
पश्चांत प्रक्रमक,ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |
पश्च फलन विलोपन,ବ୍ୟାକଫେସ୍ ଅପସାରଣ |
पृष्ठभूमि प्रक्रमण,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
सहायक भंडार,ବ୍ୟାକିଂ ଷ୍ଟୋର |
पश्च पैचीकरण,ବ୍ୟାକପ୍ୟାଚ୍
"1. पश्चीयन ,2. बैकस्पेस",ବ୍ୟାକସ୍ପେସ୍ |
पश्चपथन,ବ୍ୟାକଟ୍ରାକ୍
"1. बैक-अप ,2. पूर्तिकर",ବ୍ୟାକ୍ ଅପ୍ |
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी",ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |
पश्च त्रुटि सुधार,ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
(आय-व्यय) तुलन पत्र,ତୂଳନା ପତ୍ର
पट्टी,ବ୍ୟାଣ୍ଡ
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता",ବ୍ୟାଣ୍ଡ ଓସାର |
बैंकर एल्गोरिथ्म,ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |
"1.बार कूट ,2. बार कोड",ବାର୍ କୋଡ୍
बार कोड स्कैनर,ବାର୍ କୋଡ୍ ସ୍କାନର୍ |
बार ग्राफ,ବାର୍ ଗ୍ରାଫ୍ |
आधार पता,ମୂଳ ଠିକଣା
आधार बैंड,ବେସ୍ ବ୍ୟାଣ୍ଡ |
आधार संख्या,ଆଧାର ସଂଖ୍ୟା
आधार सारणी,ଆଧାର ଟେବୁଲ୍ |
बेसिक (एक कंप्यूटर भाषा),ବେସିକ୍ |
"1. मूल नियंत्रण ,2. आधार नियंत्रण",ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |
"1. मूल निवेश ,2. आधारी निवेश",ମ basic ଳିକ ଇନପୁଟ୍ |
आधारभूत अनुदेश,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ
आधारी निर्गम,ମ basic ଳିକ ଆଉଟପୁଟ୍
मूल चरण,ମ basic ଳିକ ପଦକ୍ଷେପ |
"1. बैच ,2. समूह ,3. प्रचय",ବ୍ୟାଚ୍
"1. बैच फाइल ,2. बैच संचिका",ବ୍ୟାଚ୍ ଫାଇଲ୍ |
बैच स्थिति,ବ୍ୟାଚ୍ ସ୍ଥିତି |
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण",ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |
"1. बैच तंत्र ,2. प्रचय तंत्र",ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |
बॉड,baud
बॉड दर,ବାଉଡ୍ ହାର
किरण पुंज,ବିମ୍
"1. निर्देशमानक ,2. बैचमार्क",ମାନଦଣ୍ଡ
द्विदिश संचार,ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |
विदिश कड़ी,ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |
द्विआधारी कूट,ବାଇନାରୀ କୋଡ୍ |
द्विआधारी अंक,ବାଇନାରୀ ଅଙ୍କ
द्विआधारी निवेश निर्गम तंत्र (बायोस),ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS)
द्विआधारी संख्या,ବାଇନାରୀ ସଂଖ୍ୟା
द्विआधारी संकारक,ବାଇନାରୀ ଅପରେଟର୍ |
द्विआधारी संबंध,ବାଇନାରୀ ସମ୍ପର୍କ |
द्विआधारी खोज,ବାଇନାରୀ ସନ୍ଧାନ |
द्विआधारी अन्वेषण तरु (बी एस टी),ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण",ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |
द्विआधारी तरु,ବାଇନାରୀ ଗଛ |
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी",ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श",ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |
जन्म मरण प्रक्रम,ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |
"1. द्वयंक ,2. बिट",ବିଟ୍
बिट दोष,ବିଟ୍ ଦୋଷ |
बिट प्रतिचित्र,ବିଟ୍ ମାନଚିତ୍ର
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)",ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP)
"1. बिट आव्यूह ,2. बिट सारणी",ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
बिट प्रतिरूप,ବିଟ୍ ପ୍ୟାଟର୍ |
बिट स्थिति,ବିଟ୍ ସ୍ଥିତି |
"1. बिट रेट ,2. बिट दर",ବିଟ୍ ହାର
अंध पेटी परीक्षण,କଳା ବାକ୍ସ ପରୀକ୍ଷା
टिमटिमाना,ink ଲସି ଉଠୁଛି |
ब्लॉक,ବ୍ଲକ
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति",କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |
खंडक जांच,ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |
खंड प्रतिलिपि,କପି କପି କରନ୍ତୁ |
खंडक आरेख,ବ୍ଲକ ଚିତ୍ର
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम",ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି
बोर्ड,ବୋର୍ଡ
पृष्ठ स्मृति,ପୁସ୍ତକ ଚିହ୍ନ
बूलीय बीजगणित,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
बूलीय संबंध,ବୁଲିଅନ୍ ସମ୍ପର୍କ |
बूट विभाजन,ବୁଟ ବିଭାଜନ
बूट स्ट्रैपिंग,ବୁଟ ଷ୍ଟ୍ରାପିଂ
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର
"1.ब्रिज, 2. सेतु",ସେତୁ
ब्राडबैंड नेटवर्क,ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |
प्रसारण,ପ୍ରସାରଣ
प्रसारण रेडियो,ରେଡିଓ ପ୍ରସାରଣ |
(नेट) विचरण,ବ୍ରାଉଜ୍ କରନ୍ତୁ |
(नेट) विचरक,ବ୍ରାଉଜର୍
बी-तरु,ବି-ଗଛ |
"1.बुदबुद स्मृति, 2.बबल मेमोरी",ବବୁଲ୍ ମେମୋରୀ |
बुदबुद छंटाी,ବବୁଲ୍ ସର୍ଟ୍ |
"1.बाल्टी, 2.बकेट",ବାଲଟି
"1.बंधुता तंत्र, 2.बडी तंत्र",ସାଥୀ ସିଷ୍ଟମ୍
बजट प्रभावी नियंत्रण,ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |
बफर,ବଫର୍
दोष,ତ୍ରୁଟି
बस,ବସ୍
"1.अष्ट वयंक,2. बािट (आठ बिट)",ବାଇଟ୍ |
बािट कोड,ବାଇଟ୍ କୋଡ୍ |
सी (कंप्यूटर भाषा),ଗ
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)",C ++
"1.कैश,2. द्रुतिका,3.द्रुत",କ୍ୟାଚ୍
"1.कैश बफर, 2.द्रुतस्मृति बफर",କ୍ୟାଚ୍ ବଫର୍ |
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति",କ୍ୟାଶେ ମେମୋରୀ
परिकलन,ଗଣନା
"1.कैलकुलेटर, 2.परिकलक",କାଲକୁଲେଟର
"1.कैलकुलेटर चिप,2. परिकलक चिप",କାଲକୁଲେଟର ଚିପ୍
आह्वान,କଲ୍ କରନ୍ତୁ |
नाम आह्वान,ନାମରେ କଲ୍ କରନ୍ତୁ |
संदर्भ आह्वान,ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
मान आह्वान,ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |
चर आह्वान,ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
आहवान गेट,କଲ୍ ଗେଟ୍ |
"1.निरस्त करना, 2.रद्द करना",ବାତିଲ୍ କରନ୍ତୁ |
निरसन बटन,ବାତିଲ୍ ବଟନ୍
"1.विहित,2. कैनॉनिकल",କାନୋନିକାଲ୍ |
विहित रूप,କାନୋନିକାଲ୍ ଫର୍ମ |
क्षमता,ସାମର୍ଥ୍ୟ |
क्षमता सूची,ସାମର୍ଥ୍ୟ ତାଲିକା |
"1.क्षमता,2. धारिता",କ୍ଷମତା
कैप्स लॉक कुंजी,କ୍ୟାପ୍ ଲକ୍ କୀ |
"1.कार्ड,2. पत्रक",କାର୍ଡ
कार्ड पाठक,କାର୍ଡ ରିଡର୍ |
प्रमुखता,ହୃଦୟ
वाहक,ବାହକ
वाहक बैंड,ବାହକ ବ୍ୟାଣ୍ଡ |
वाहक भार,ବାହକ ଭାର
वाहक संकेत,ବାହକ ସଙ୍କେତ
वाहक तरंग,ବାହକ ତରଙ୍ଗ |
हासिल,ବହନ କର
हासिल अंक,ଅଙ୍କ ବହନ କର |
हासिल ध्वज,ପତାକା ବହନ କର |
"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका",କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |
"1.कास्केड, 2.सोपानी",କ୍ୟାସକେଡ୍ |
केस,କେସ୍
कैथोड-रे-टयूब (सी आर टी),କ୍ୟାଥୋଡ୍ ରେଡ୍ ଟ୍ୟୁବ୍ (CRT)
