Bengali,Marathi
1. ফসল 2. ফসল,1. पीक 2. पीक
চাষ এলাকা,लागवड क्षेत्र
ক্রস বেমানান,क्रॉस विसंगत
1. মুকুট 2. চূড়া (উদ্ভিদ),1. मुकुट 2. शिखर (वनस्पती)
নরম কণা,मऊ कण
ভূত্বক,कवच
1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
ছাঁটাই (ফল),छाटणी (फळ)
কলম,पेन
চাষের বৈচিত্র্য,वाणाची विविधता
1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ,1. कर्षण 2. शेती 3. शेती
1. কৃষক 2. চাষী,1. शेतकरी 2. शेती करणारा
1. চাষ 2. চাষ 3. লালনপালন,1. मशागत 2. मशागत 3. संगोपन
1.সম্পদ 2.প্রস্তুতি,1. संसाधन 2. तयारी
1.কুন্তালন 2.কুঞ্চন,1.कुंतलन 2.कुंचोन
ভঙ্গি,पवित्रा
1. এপিডার্মিস 2. কিউটিকল,1. एपिडर्मिस 2. क्यूटिकल
1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
সাইটোক্রোম,सायटोक्रोम
সেল কাপলিং,सेल जोडणी
কোষের প্রজনন,सेल पुनरुत्पादन
কোষ জেনেটিক্স,सेल आनुवंशिकी
সাইটোপ্লাজমিক বিভাগ,सायटोप्लाज्मिक विभागणी
কোষ বিদ্যা,सेल जीवशास्त्र
কোষের লাইসিস,सेल lysis
1. সাইটোমের 2. কোষ বিভাজন,1. सायटोमेर 2. सेल सेगमेंटेशन
সাইটোপ্লাজম,सायटोप्लाझम
1. ডেইরি 2. ডেইরি,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
দুগ্ধ শিল্প,डेअरी उद्योग
1. বাঁধ 2. ব্রিডার,1. धरण 2. ब्रीडर
দিন পরম উদ্ভিদ,दिवस निरपेक्ष वनस्पती
ফুল ফোটার পর দিন,फुलांच्या नंतर दिवस
ফুল ফোটার পর দিন,पूर्ण फुलांच्या नंतरचा दिवस
অদক্ষতা,अकार्यक्षमता
decalcification,decalcification
1. অপসারণ 2. অপসারণ,1. डिस्लॉज 2. डिस्लॉज
ক্ষয়,क्षय
পর্ণমোচী,पर्णपाती
1. দশমিক 2. দশমিক,1. दशांश 2. दशांश
হীনমন্যতা,कनिष्ठता
অনুরান (মাটি),अनुरन (माती)
বিপুষ্পন,विपुष्पन
বিলিং,बिलिंग
বন নিধন,जंगलतोड
অসম্মান,बदनामी
অধঃপতন,ऱ्हास
অংশ দিন,भाग दिवस
1. পরিমাণ 2. অংশ,1. प्रमाण 2. भाग
dehiscence,विघटन
ভুসি অপসারণ,भुसा काढणे
ভুসি অপসারণ,भुसा काढणे
পানিশূন্যতা,निर्जलीकरण
নির্জল,निर्जल
চাহিদা,मागणी
1. বিকৃতকরণ 2. গুণ,1. विकृतीकरण 2. गुणाकार
বর্জন,निंदा
1. জমা (মাটি) 2. জমা (অর্থনীতি),1. ठेव (माती) 2. ठेव (अर्थशास्त्र)
আমানত,ठेव
1. অবচয় 2. অবচয়,1. घसारा 2. घसारा
বিশুদ্ধকরণ,डिसेलिनेशन
1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন,1. पाणी कोरडे होणे 2. निर्जलीकरण
1. ডিজাইন 2. ডিজাইন,1. डिझाइन 2. डिझाइन
শুষ্ক,कोरडे
কার্নেল অপসারণ,कर्नल काढणे
de-intercalation,डी-इंटरकलेशन
সংযোজন,संयुग्मन
1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন,1. नर मांजरी उतारा (मका) 2. बल्लार उतारा
বল্লার বা কুন্দন কাটিং,बल्लार किंवा कुंदन कटिंग
নির্ধারক,निर्धारक
অবমূল্যায়ন,अवमूल्यन
উদ্ভিজ্জ,वनस्पती काढून टाकणे
বিচ্যুতি,विचलन
দ্বিগুণ,दुप्पट
রোগ নির্ণয়,निदान
বিভিন্ন পরিপক্কতা,भिन्न परिपक्वता
বিভাজন,दुभाजक
1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ),1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे)
পিঠের রোগ,पाठीचा आजार
1. ডিফিউশন 2. ডিফিউশন,1. प्रसार 2. प्रसार
হজম ক্ষমতা,पचनक्षमता
ডাইহাইব্রিড,dihybrid
1. বাঁধ 2. ড্রেন 3. পরিবার,1. धरण 2. नाला 3. कुटुंब
সামান্য,अल्प
1. একগামী 2. একগামী,1. एकपत्नी 2. एकपत्नी
ডিপ্লয়েড,द्विगुणित
1. ডিপ্লয়েড 2. ডিপ্লয়েড,1. डिप्लोइड 2. डिप्लोइड
ডাইপোল,द्विध्रुव
1. নিষ্কাশন 2. কুঁড়ি অপসারণ,1. उतारा 2. अंकुर काढणे
1. লাঙ্গল চাষ 2. স্পিনিং,1. नांगरणी 2. कताई
ছাড়,सवलत
জীবাণুমুক্তকরণ,निर्जंतुकीकरण
1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ,1. फैलाव 2. विखुरणे
1. বিক্ষিপ্তকরণ 2. ভিন্নতা,1.विखुरणे 2.विविधता
বৈচিত্রতা,विविधीकरण
বৈচিত্র্যময় কৃষি,वैविध्यपूर्ण शेती
ডিএনএ পদক্ষেপ,डीएनए पाऊल
ডিএনএ রিসিভার,डीएनए प्राप्तकर्ता
ডক ভাড়া,डॉक भाड्याने
কার্যকর,प्रभावी
সুপ্ততা,सुप्तता
1. পরিমাণ 2. ডোজ 3. ডোজ,1. प्रमाण 2. डोस 3. डोस
ডবল সিগমায়েড বক্ররেখা,दुहेरी सिग्मॉइड वक्र
1. দমকা 2. প্রসারিত,1. झोडप 2. ताणणे
1. নিষ্কাশন ড্রেন 2. বর্জ্য,1. एक्झॉस्ट ड्रेन 2. सांडपाणी
নিষ্কাশন,ड्रेनेज
আকর্ষণ,कर्षण
1. ওষুধ দিন 2. ভিজিয়ে দিন,1. औषध द्या 2. भिजवा
প্রসাধনী (বীজ),सौंदर्य प्रसाधने (बिया)
1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger,1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर
1. গর্ত 2. ড্রিল 3. ড্রিল,1. भोक 2. ड्रिल 3. ड्रिल
