Punjabi,Marathi
ਵਾਪਸ ਭਰੋ,परत भरा
ਬੈਕ ਫਿਲਲੇਟ,बॅक फिलेट
ਬੈਕ ਫਲੈਪ ਹਿੰਗ,बॅक फ्लॅप बिजागर
ਵਾਪਸ ਵਹਾਅ ਕੁਨੈਕਸ਼ਨ,परत प्रवाह कनेक्शन
ਬੈਕ ਵਹਾਅ ਰੋਕਣ ਵਾਲਾ,परत प्रवाह प्रतिबंधक
ਬੈਕ ਗੇਜ,बॅक गेज
ਪਿਛਲਾ ਗਟਰ,मागे गटार
ਪਿਛਲਾ ਚੁੱਲ੍ਹਾ,मागे चूल
ਬੈਕਿੰਗ,पाठीराखा
ਬੈਕਿੰਗ ਬੋਰਡ,बॅकिंग बोर्ड
ਪਿੱਠ ਦਾ ਦਬਾਅ,पाठीचा दाब
ਬੈਕ ਪ੍ਰੋਪ,बॅक प्रोप
ਪਿੱਛੇ ਦੀ ਨਜ਼ਰ,मागची दृष्टी
ਵਾਪਸ ਪਾਣੀ,परत पाणी
ਘਬਰਾਹਟ,गोंधळ
ਬੈਗਵਰਕ,बॅगवर्क
ਬੈਲਸਟ,गिट्टी
ਬਾਲ ਮਿੱਟੀ,बॉल क्ले
ਬਾਲ ਕੋਨ ਕਲੈਂਪ,बॉल कोन क्लॅम्प
ਕੰਡਿਆਲੀ ਤਾਰ,काटेरी तार
ਬਾਰ ਕੁੱਤਾ,बार कुत्रा
ਬਾਰਜ ਬੋਰਡ,बार्ज बोर्ड
ਬੇਰੀਅਮ ਸਲਫੇਟ ਟੈਸਟ,बेरियम सल्फेट चाचणी
ਬੈਰਾਜ,बॅरेज
ਬੈਰੇਟ,बॅरेट
ਅਧਾਰ,पाया
ਬੇਸ ਐਕਸਚੇਂਜ,बेस एक्सचेंज
ਬੇਸ ਲਾਈਨ,बेस लाइन
ਬੇਸਮੈਂਟ,तळघर
ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ,तळघर भिंत
ਬੇਸ ਪਲੇਟ,तळपट्टी
"ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ","बेस प्लेट, समायोज्य"
ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ,बेस संपृक्तता
ਬੇਸੌਇਡ,बेसॉइड
ਬੱਲਾ,वटवाघूळ
ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ,बाथ आणि WC
ਬੈਟਰ ਪੈਗ,पिठात पेग
ਬੈਟਰ ਪੀਅਰ,पिठात घाट
ਬੈਟਰ ਨਿਯਮ,पिठात नियम
ਬਾਲਕ (ਬਾਲਕ),बल्क (बाल्क)
ਬੇ,खाडी
ਧਾਰਕ,वाहक
ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ,सहन करण्याची क्षमता
ਬੇਅਰਿੰਗ ਪਾਇਲ,पत्करणे ब्लॉकला
ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ,बेअरिंग स्ट्रॅटम
ਬਿਸਤਰਾ,पलंग
ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼,बेडिंग विमान
ਬਿਸਤਰਾ ਜੋੜ,बेड संयुक्त
ਬੈੱਡ ਰੌਕ,बेड रॉक
ਬੈੱਡ ਰੂਮ,बेड रूम
ਮੋਮ,मेण
ਘੰਟੀ ਬਾਕਸ,बेल बॉक्स
ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ,बेलिंग बादली
ਬੇਲੋਫ੍ਰਾਮ,बेलोफ्राम
ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ,बेंच केलेला पाया
ਬੈਂਚਿੰਗ,बेंचिंग
ਬੇਂਚਮਾਰਕ,बेंच मार्क
ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,लाभ खर्चाचे विश्लेषण
ਬਰਮ,बर्म
Bevelled ਬੰਦ,Bevelled बंद
"ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-","B-क्षितिज,&quot;B-"
ਬਾਇਟ,बायट
ਬਿੰਦਰ,बाईंडर
ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ,बंधनकारक साहित्य
ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ,बायोटचा सिद्धांत
ਬਿਟੂਮਨ,बिटुमेन
ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,काळी कापूस माती
ਕਾਲੀ ਧਰਤੀ,काळी पृथ्वी
ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ,काळी हरळीची माती
ਬਲੇਡ,ब्लेड
ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ,ब्लास्ट फर्नेस स्लॅग सिमेंट
ਬਲਾਕੀ ਬਣਤਰ,ब्लॉक रचना
ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ,बोगी प्रतिकार
ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ,बोग-लोह धातू
ਬਾਂਡ,बाँड
ਬੰਧੂਆ ਮੈਂਬਰ,बंधपत्रित सदस्य
ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ,बंध पोस्ट टेंशनिंग
ਬੰਧਨ ਪੱਥਰ,बोंड दगड
ਬੰਨ੍ਹ ਪਾਣੀ,बांधलेले पाणी
ਬਾਕਸ ਗਟਰ,पेटी गटर
ਬ੍ਰੇਸ,ब्रेस
ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ,वीट-ऑन-एज
ਲਗਾਮ,लगाम
ਚਮਕ,तेज
ਭੂਰੀ ਮਿੱਟੀ,तपकिरी माती
ਬਿਲਡਿੰਗ,इमारत
ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ,इमारत सर्वेक्षक
ਬਫਰ,बफर
ਬਫਰ ਕਰਵ,बफर वक्र
ਬਫਰਿੰਗ,बफरिंग
ਬਫਰਿੰਗ ਸਮਰੱਥਾ,बफरिंग क्षमता
ਬੰਦਰ,बंदर
ਬਟਰਸ,बट्रेस
ਸੀ-ਹੋਰੀਜ਼ਨ,सी-क्षितिज
ਕੇਬਲ,केबल
ਕੇਬਲ ਮੋਲਡਿੰਗ,केबल मोल्डिंग
ਕੇਬਲਿੰਗ,केबल टाकणे
ਕੈਬਿਨ,केबिन
ਕੈਬਿਨ ਹੁੱਕ,केबिन हुक
ਕੈਬਨਿਟ,कपाट
ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ,कॅबोल्ट सोडला
ਕੈਫੇਟੇਰੀਆ,कॅफेटेरिया
ਪਿੰਜਰਾ,पिंजरा
ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ,पिंजरा बांधकाम
ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ,काईनचे सूत्र
ਕੈਸਨ,कैसन
ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ,कॅसन रोग
ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ,Caisson पाया
ਕੈਸਨ ਢੇਰ,Caisson ढीग
ਕੈਲੇਰੀਅਸ ਇੱਟ,चुनखडीची वीट
ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ,चुनखडीयुक्त चिकणमाती
ਛਾਲੇਦਾਰ ਛਾਲੇ,चुनखडीयुक्त कवच
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,कॅल्सिफिकेशन
ਕੈਲਸੀਨੇਸ਼ਨ,कॅल्सीनेशन
ਕੈਲਸੀਨ,कॅल्सीन
ਕੈਲਸਾਈਟ,कॅल्साइट
ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ,कॅल्शियम-अल्युमिनेट सिमेंट
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ,कॅल्शियम-सिलिकेट वीट
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ,कॅल्शियम-सिलिकेट हायड्रेट
ਕੈਲੀਚੇ,कॅलिचे
ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ,कॅलिफोर्निया बेअरिंग रेशो
ਕੈਲੀਪਰ,कॅलिपर
ਕੈਲੋਰੀਮੀਟਰ,कॅलरीमीटर
ਕੈਮਬਰ,कांबर
ਨਹਿਰ,कालवा
ਕੈਨੋਪੀ,छत
Cantilever ਪੈਰ,कॅन्टिलिव्हर फूटिंग
ਕੈਪ,टोपी
ਸਮਰੱਥਾ,क्षमता
ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ,एइल ट्रॅकची क्षमता
ਕੈਪ ਕੇਬਲ,कॅप केबल
ਕੈਪੀਲੇਰਿਟੀ,केशिका
ਕੇਸ਼ਿਕਾ ਬਰੇਕ,केशिका ब्रेक
ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ,केशिका प्रवाह
ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ,केशिका ओलावा किंवा केशिका पाणी
ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ,केशिका छिद्र जागा
ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ,केशिका सच्छिद्रता
ਕੇਸ਼ੀਲ ਸਪੇਸ,केशिका जागा
ਵੇਗ ਕੈਪਚਰ ਕਰੋ,वेग कॅप्चर करा
ਕਾਰਬਨੇਸ਼ਨ,कार्बोनेशन
ਕਾਰਬਨ ਕਾਲਾ,कार्बन ब्लॅक
ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,कास्टबल रेफ्रेक्ट्री
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ,कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ,कास्ट-इन-प्लेस मेख
ਕੈਸਟਰ,एरंडेल
ਪੱਥਰ ਸੁੱਟੋ,कास्ट दगड
ਉਤਪ੍ਰੇਰਕ,उत्प्रेरक
ਕੈਟੇਨਾ,कॅटेना
ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ,मांजरीचा चेहरा
ਬਿੱਲੀ ਦਾ ਸਿਰ,मांजरीचे डोके
ਕੈਸ਼ਨ,कॅशन
ਬਿੱਲੀ ਵਾਕ,मांजर चालणे
Cavitation ਨੁਕਸਾਨ,पोकळ्या निर्माण होणे नुकसान
ਸੇਲੀਟ,Celite
ਸੈਲੂਲਰ ਕੰਕਰੀਟ,सेल्युलर कंक्रीट
ਸੈਲੂਲਰ ਉਸਾਰੀ,सेल्युलर बांधकाम
ਸੀਮਿੰਟ,सिमेंट
"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ","सिमेंट, बिटुमिनस"
"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ","सिमेंट, उच्च शक्ती"
"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ","सिमेंट, हायड्रॉलिक"
"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ","सिमेंट, कमी उष्णता"
"ਸੀਮਿੰਟ, ਚਿਣਾਈ","सिमेंट, दगडी बांधकाम"
"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ","सिमेंट, नैसर्गिक"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ","सिमेंट, पोर्टलँड"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ","सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ","सिमेंट, पोर्टलँड पोझोलन"
"ਸੀਮਿੰਟ, ਸਲੈਗ","सिमेंट, स्लॅग"
"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ","सिमेंट, सल्फेट प्रतिरोधक"
"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ","सिमेंट, सुपर सल्फेट"
"ਸੀਮਿੰਟ, ਚਿੱਟਾ","सिमेंट, पांढरा"
ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ,सिमेंट-एकूण प्रमाण
ਸੀਮਿੰਟ ਸਮੱਗਰੀ,सिमेंट सामग्री
ਸੀਮਿੰਟ ਜੈੱਲ,सिमेंट जेल
ਸੀਮਿੰਟ ਬੰਦੂਕ,सिमेंट बंदूक
ਸੀਮਿੰਟ ਭੱਠਾ,सिमेंटची भट्टी
ਸੀਮਿੰਟ ਪੇਂਟ,सिमेंट पेंट
ਸੀਮਿੰਟ ਪਲਾਸਟਰ,सिमेंट प्लास्टर
ਸੀਮਿੰਟ ਚੱਟਾਨ,सिमेंट खडक
ਸੀਮਿੰਟ ਸਲਰੀ,सिमेंट स्लरी
ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼,सिमेंट स्टोरेज
ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,सिमेंटेशन प्रक्रिया
ਸੈਂਟਰਿੰਗ,केंद्रीकरण
ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ,सेंटरिंग आणि शटरिंग
ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ,केंद्रीय मिश्रित कंक्रीट
ਕੇਂਦਰੀ ਮਿਕਸਰ,मध्यवर्ती मिक्सर
ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ,केंद्रापसारक पंखा
ਚਾਕ,खडू
ਚੈਂਫਰ,चांफर
ਚੈਂਫਰ ਪੱਟੀ,चेंफर पट्टी
ਚੈਨਲ ਬੀਮ,चॅनेल बीम
ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ,वैशिष्ट्यपूर्ण भार
ਗੁਣ ਸ਼ਕਤੀ,वैशिष्ट्यपूर्ण ताकद
ਚਾਰਜ ਬੰਦ,चार्ज बंद
ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ,चार्ज होत आहे
ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ,तपासत आहे
ਰਸਾਇਣਕ ਬੰਧਨ,रासायनिक बंध
ਚੇਰਨੋਜ਼ਮ,चेरनोझेम
ਚੈਸਟਨਟ ਮਿੱਟੀ,चेस्टनट माती
ਚਿਮਨੀ ਗਟਰ,चिमणी गटर
ਚਿੱਪ ਬੋਰਡ,चिप बोर्ड
ਚਿੱਪਿੰਗ,चिपिंग
ਚਿਪਸ,चिप्स
ਚੂਤ,चुटे
ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ),वर्ग (काँक्रीटचा)
ਮਿੱਟੀ,चिकणमाती
ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ,चिकणमाती सामग्री
ਮਿੱਟੀ ਦਾ ਪੈਨ,मातीचा तवा
ਸਫਾਈ,क्लीनआउट
ਸਾਫ਼ ਕਰੋ,साफ करा
ਕਲੀਟ,क्लीट
ਕਲਿੰਕਰ,क्लिंकर
ਕਲਿਪ,क्लिप
ਜੰਮਣਾ,गोठणे
ਮੋਟਾ ਕੁੱਲ,खडबडीत एकूण
ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ,खडबडीत दाणेदार माती
ਕੋਟ,कोट
ਕੋਫਰ ਡੈਮ,कोफर धरण
ਤਾਲਮੇਲ,एकसंधता
ਕੋਲਾਇਡ,कोलायड
ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,कोलोइडल आर्द्रता समतुल्य गुणोत्तर
ਕੋਲੋਇਡਲ ਸਿਸਟਮ,कोलाइडल प्रणाली
ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ,कोल्व्हियल माती
ਕਾਲਮ,स्तंभ
ਕੰਬਡ ਮੁਕੰਮਲ,कॉम्बेड फिनिश
ਸੰਯੁਕਤ ਪੈਰ,एकत्रित पाया
ਸੰਯੁਕਤ ਪਾਣੀ,एकत्रित पाणी
ਸਾਂਝਾ ਕਮਰਾ,सामान्य खोली
ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ,पूर्णत्वाचे प्रमाणपत्र
ਕੰਪੋਨੈਂਟ ਵਰਗ,घटक चौरस
ਕੰਕਰੀਟ,काँक्रीट
ਕੰਕਰੀਸ਼ਨ,काँक्रिशन
ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ,एकत्रित दर/सपाट दर
ਗੰਦਗੀ,दूषित पदार्थ
ਐਲਕੋਵ ਪਕਾਉਣਾ,पाककला alcove
ਮੁਕਾਬਲਾ ਕਰਨਾ,सामना करणे
ਕੋਰਬੇਲ,कॉर्बेल
ਕਾਰਨੀਸ,कॉर्निस
ਕਪਲਰ,कपलर
"ਕਪਲਰ, ਡਬਲ","युग्मक, दुहेरी"
"ਕਪਲਰ, ਪੁਟਲੌਗ","कपलर, पुटलॉग"
"ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ","युग्मक, कुंडा"
ਕੋਰਸ,अभ्यासक्रम
ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ,यादृच्छिक भंगार दगडी बांधकाम
ਕਵਰ ਕੀਤਾ ਖੇਤਰ,झाकलेले क्षेत्र
ਕ੍ਰੀਪ,रांगणे
ਕ੍ਰੀਪ ਗੁਣਾਂਕ,रांगणे गुणांक
ਕਰੋਟੋਵਾਈਨ,क्रोटोवाइन
ਕਾਂ ਦੇ ਪੈਰ,कावळा पाय
ਟੁਕੜਾ ਬਣਤਰ,लहानसा तुकडा रचना
ਕਰਬ,अंकुश
ਵਰਤਮਾਨ,चालू
ਕਰਵ ਪ੍ਰਤੀਰੋਧ,वक्र प्रतिकार
ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ,ओलसर पुरावा कोर्स
ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ,पूर्ण होण्याची तारीख
ਡੈੱਡ ਲੋਡ,मृत भार
ਮਰੇ ਹੋਏ ਪਾਣੀ,मृत पाणी
ਡੈਸੀਬਲ,डेसिबल
Deflocculation,Deflocculation
ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ,वायुवीजन किंवा हवेच्या जागेचे प्रमाण
ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ,एकत्रीकरणाची पदवी
ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ,फैलाव पदवी
ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ,संपृक्तता पदवी
ਘਣਤਾ,घनता
ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ,वाळवंट फुटपाथ
ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ,वाळवंटी माती
ਵੇਰਵੇ,तपशील
ਵਿਕਾਸ ਦੀ ਮਿਆਦ,विकास कालावधी
ਡੀ-ਹੋਰੀਜ਼ਨ,डी-क्षितिज
ਵਿਕਰਣ ਬੰਧਨ,कर्ण बंध
ਚਿੱਤਰ,आकृती
ਡਿਜੀਟਲ ਡੌਕ,डिजिटल डॉक
ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ,विभेदक पाणी दर
ਪਤਲਾ ਹਵਾਦਾਰੀ,सौम्य वायुवीजन
ਡਾਇਲੁਵੀਅਮ,डिलुव्हियम
ਭੋਜਨ ਕਕਸ਼,जेवणाची खोली
ਦਿਸ਼ਾ ਪੈਗ,दिशा पेग
ਫੈਲਾਅ,फैलाव
ਡਿਸਟੈਂਪਰ,डिस्टेंपर
ਡੌਕ,गोदी
ਦਰਵਾਜ਼ਾ,दार
ਡੋਰਮਰ,डोर्मर
ਡੋਰਮਰ ਜਾਂਚ,डॉर्मर चेक
ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ,दुहेरी फ्लेमिश बाँड
ਡਬਲ ਪਰਤ,दुहेरी थर
ਡੌਲ,डोवेल
ਡਰਾਇੰਗ ਬੋਰਡ,रेखाचित्र बोर्ड
ਡਰਾਇੰਗ ਰੂਮ,रेखाचित्र खोली
ਵਹਿਣਾ,वाहून नेणे
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,कोरडे बल्ब तापमान
ਸੁੱਕੀ ਡੌਕ,कोरडी गोदी
ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ,कोरडे रबर दगडी बांधकाम
ਡੱਚ ਬਾਂਡ,डच बाँड
ਬੌਣੀ ਕੰਧ,बटू भिंत
ਨਿਵਾਸ ਯੂਨਿਟ,निवास एकक
ਈਵ,इव्ह
ਈਵਸ ਗਟਰ,Eaves गटर
ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ,आर्थिक व्यवहार्यता
ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,एक्टोडायनामॉर्फिक माती
ਐਡੀ,एडी
ਪ੍ਰਭਾਵੀ ਆਕਾਰ,प्रभावी आकार
ਪ੍ਰਫੁੱਲਤ,फुलणे
ਪ੍ਰਵਾਹ,सांडपाणी
ਉਚਾਈ,उत्थान
ਐਲੂਵੀਏਸ਼ਨ,एलिव्हिएशन
ਐਲੂਵਿਅਮ,एल्युव्हियम
ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,एंडोडायनामॉर्फिक माती
ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ,अभियांत्रिकी व्यवहार्यता
ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ,इंग्रजी बंधन
ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ,इंग्रजी बाग भिंत बंधन
"EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;","EPM (समतुल्य प्रति दशलक्ष),&quot;"
ਬਰਾਬਰ ਭਾਰ,समतुल्य वजन
ਅਰਗ,अर्ग
ਵਟਾਂਦਰੇਯੋਗ,अदलाबदल करण्यायोग्य
ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ,एक्सचेंज करण्यायोग्य आम्लता
ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP),एक्सचेंजेबल सोडियम टक्केवारी (ESP)
ਈ.ਐੱਸ.ਪੀ.,ई.एस.पी.
ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ,एक्सचेंज आंबटपणा
ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ,एक्सचेंज कॉम्प्लेक्स
ਨਿਕਾਸ,एक्झॉस्ट
ਪ੍ਰਗਟ ਮੁਕੰਮਲ,उघड समाप्त
ਆਈ,डोळा
ਅੱਖ ਦਾ ਭਾਂਡਾ,डोळा कपाळ
ਸਾਹਮਣਾ ਕਰਨਾ,तोंड देत
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,बाँडचा सामना करत आहे
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,सुरक्षिततेचा घटक
ਗਿਰਾਵਟ,पडणे
ਫੇਸੀਆ,फेसिया
ਫੇਸੀਆ ਬੋਰਡ,फेशिया बोर्ड
ਨੁਕਸ,दोष
ਖੇਤ ਦੀ ਨਮੀ,फील्ड ओलावा
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,अंतिम ओलावा समतुल्य
ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ),फिलेट (मोर्टारचा)
ਫਾਈਨਲ,अंतिम
ਅੰਤਮ ਮਾਪ,अंतिम मोजमाप
ਅੰਤਿਮ ਭੁਗਤਾਨq,अंतिम पेमेंटq
ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ,अंतिम पूर्व ताण
ਅੰਤਮ ਤਣਾਅ,अंतिम ताण
ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ,आर्थिक व्यवहार्यता
ਵਧੀਆ ਕੁੱਲ,उत्तम एकूण
ਫਿਸਰਡ ਚੱਟਾਨ,फुटलेला खडक
ਝੰਡਾ ਪੱਥਰ,ध्वजाचा दगड
ਫਲੇਮਿਸ਼ ਬਾਂਡ,फ्लेमिश बाँड
ਫਲੈਸ਼ਿੰਗ,चमकत आहे
ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ,चमकणारा प्रवाह
ਫਲੈਟ ਛੱਤ,सपाट छप्पर
ਫਲੇਚੇ,फ्लेचे
ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ,फ्लेमिश गार्डन भिंत बंधन
Flint,चकमक
Flint ਕੰਧ,चकमक भिंत
ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ,फ्लोटिंग मजला
ਫਲੋਕੂਲੇਸ਼ਨ,फ्लोक्युलेशन
