Hindi,Marathi
"द्वि-आधारी कोड, द्विआधारी कूट",बायनरी कोड
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव",बायनरी कोडेड दशांश
द्वि-आधारी कूटलेखन,बायनरी कोडिंग
द्वि-आधारी अभिकलित्र,बायनरी संगणक
द्वि-आधारी अंक,बायनरी अंक
द्विआधारी संक्रिया,बायनरी ऑपरेशन
द्विआधारी पद्‌धति,बायनरी प्रणाली
द्विआधारी चर,बायनरी व्हेरिएबल
द्विपद गुणांक,द्विपदी गुणांक
द्विपद बंटन,द्विपदी वितरण
द्विपद समीकरण,द्विपद समीकरण
द्विपद प्रसरण,द्विपदी विस्तार
द्विपद व्यंजक,द्विपदी अभिव्यक्ती
द्विपद यादृच्छिक चर,द्विपदी यादृच्छिक चल
द्विपद-प्रमेय,द्विपद प्रमेय
"अर्धन, द्विभाजन",दुभाजक
"समद्विभाजन विधि, अर्धीकरण विधि",दुभाजक पद्धत
"अर्धक, द्विभाजक",दुभाजक
"द्विपंक्तिक, द्विश्रेणिक",द्विसेरियल
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक",बिट
द्विचर द्विपद-बंटन द्विचल,द्विपदी द्विपद वितरण
द्विचर सहसंबंध गुणांक,द्विवैरिएट सहसंबंध गुणांक
द्विचर बंटन,द्विभिन्न वितरण
द्विचर प्रसामान्य-बंटन,द्विवैरिएट सामान्य वितरण
द्विसदिश,bivector
बोल्ट्मान समीकरण,बोल्ट्झमन समीकरण
बूलीय बीजावली*,बुलियन बीजगणित
बोस-आइन्स्टाइन सांख्यिकी,बोस - आईन्स्टाईन आकडेवारी
परिसीमा प्रतिबन्ध,सीमा स्थिती
परिसीमा स्तर,सीमा स्तर
परिसीमा रेखा,सीमारेषा
परिसीमा मान,सीमा मूल्य
परिसीमा मान समस्या,सीमा मूल्य समस्या
"परिबद्‌ध फलन परिबद्‌ध फल,",बंधनकारक कार्य
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,",सीमाबद्ध मॅट्रिक्स
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",सीमाबद्ध प्रदेश
"परिबद्‌ध समच्चय परिबद्‌ध संच,",बांधलेला संच
ब्राउनी गति,ब्राउनियन गती
परिकलन करना,गणना करा
परिकलन,गणना करत आहे
"परिकलन-यंत्र, परिकलित्र",गणना मशीन
परिकलन*,गणना
परिकलनात्मक क्रिया विधि,गणना प्रक्रिया
" परिकलित्र , परिकलक",कॅल्क्युलेटर
"कलन, कैलकुलस",कॅल्क्युलस
विचरण-कलन,भिन्नतेची गणना
कैलोरी,कॅलरी
निरसन नियम,रद्द करण्याचा कायदा
विहित समीकरण,प्रामाणिक समीकरण
विहित रूप,प्रामाणिक स्वरूप
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स",कॅनोनिकल मॅट्रिक्स
कैन्टर समुच्चय,कॅंटर सेट
कैन्टर त्रिआधारी समुच्चय,कॅंटरचा तिरंगी संच
परिबंधित परिवहन समस्या,सक्षम वाहतूक समस्या
क्षमता,क्षमता
केशिका-बल,केशिका शक्ती
"गणन संख्या, कार्डिनल संख्या",मुख्य क्रमांक
कार्तीय अक्ष,कार्टेशियन अक्ष
कार्तीय निर्देशांक,कार्टेशियन समन्वय
कार्तीय गुणन,कार्टेशियन उत्पादन
समुच्चयों का कार्तीय गुणन,संचांचे कार्टेशियन उत्पादन
"केस अध्ययन, वस्तुस्थिति अध्ययन",केस स्टडी
विपत्तिपूर्ण उच्चावचन,आपत्तीजनक चढउतार
कैटिनरी,कॅटेनरी
कौशी बंटन,कॉची वितरण
कौशी सूत्र,कॉची सूत्र
कौशी-गूर्सा-प्रमेय,कैची गौरसाट प्रमेय
कौशी-रीमान-प्रतिबंध,Cauchy Riemann अटी
कौशी अनुक्रम,कॉची क्रम
कौशी समाकल,कैची अभिन्न
कौशी मुख्य-मान,कॉची मुख्य मूल्य
कौशी अवशेष प्रमेय,कॉची अवशेष प्रमेय
कैले-हैमिल्टन-प्रमेय,केली हॅमिल्टन प्रमेय
"खपिंड, खगोलीय पिंड",आकाशीय शरीर
खगोलीय माप,आकाशीय मापन
खगोलीय यांत्रिकी,खगोलीय यांत्रिकी
खगोलीय पिंड,खगोलीय वस्तू
कोशिका बारंबारता,सेल वारंवारता
"गणना , जनगणना",जनगणना
शततमक,सेंटाइल
सेन्टीमीटर,सेंटीमीटर
सेन्टीमीटर-ग्राम-सेकंड पद्‌धति,सेंटीमीटर ग्रॅम दुसरी प्रणाली
"केन्द्रीय , सकेन्द्र",मध्यवर्ती
केन्द्रीय अक्ष,मध्य अक्ष
केन्द्रीय अंतर,मध्यवर्ती फरक
केन्द्रीय अंतर सूत्र,केंद्रीय फरक सूत्र
केन्द्रीय अंतर सारणी,मध्यवर्ती फरक सारणी
केन्द्रीय सीमा प्रमेय,केंद्रीय मर्यादा प्रमेय
केन्द्रीय आघूर्ण,मध्यवर्ती क्षण
केन्द्रीय संसाधन एकक,सेंट्रल प्रोसेसिंग युनिट (CPU)
केन्द्रीय प्रवतिृ,केंद्रीय प्रवृत्ती
केन्द्र*,केंद्र
गुरुत्व-केन्द्र,गुरुत्वाकर्षण केंद्र
समूह-केन्द्र,गटाचे केंद्र
संहति-केन्द्र,वस्तुमानाचे केंद्र
सममिति-केन्द्र,सममितीचे केंद्र
अपकेन्द्री बल,केंद्रापसारक शक्ती
अभिकेन्द्र-बल,केंद्राभिमुख शक्ती
"केन्द्रक मध्यगासंपात,",मध्यवर्ती
निश्चितता,निश्चितता
c.g.s.पद्‌धति,cgs प्रणाली
c.g.s.मात्रक,cgs युनिट
अवकलन का शृंखला नियम,भिन्नतेचा साखळी नियम
संयोग हेतु,संधी कारणे
सांयोगिक चाल,संधीची हालचाल
अक्ष-परिवर्तन,अक्षांचा बदल
"आधार परिवर्तन पायाधार-बदल,",आधार बदल
क्रम परिवर्तन,ऑर्डर बदल
अभिलक्षणिक गुणांक,वैशिष्ट्यपूर्ण गुणांक
अभिलक्षणिक सारणिक,निर्धारक
अभिलक्षण-समीकरण,वैशिष्ट्यपूर्ण समीकरण
"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन",वैशिष्ट्यपूर्ण कार्य
लघुगणक का पूर्णांश,लॉगरिथमचे वैशिष्ट्य
"अभिलक्षणिक बहुपद,",वैशिष्ट्यपूर्ण बहुपद
अभिलक्षणिक मान,वैशिष्ट्यपूर्ण मूल्य
अभिलक्षणिक सदिश,वैशिष्ट्यपूर्ण वेक्टर
संप्रतीक समुदाय,वर्ण संच
"चार्ट, संचित्र तक्ता,",तक्ता
काई-वर्ग बंटन,ची-स्क्वेअर वितरण
काई-वर्गं सूत्र,ची-स्क्वेअर सूत्र
काई-वर्ग परीक्षण,ची-स्क्वेअर चाचणी
जीवा*,जीवा
जीवा-द्विभाजन-विधि,जीवा-द्विभाजन पद्धत
बीजलिखित संदेश,सायफर संदेश (=कोड केलेला संदेश)
"शून्य, सिफर",सिफर (शून्य)
वृत्त*,वर्तुळ
अभिसरण वत्तृ,अभिसरण मंडळ
परिपथ आव्यूह,सर्किट मॅट्रिक्स
"वृत्ताकार, वर्तुल,",परिपत्रक
वर्तुल अनंतस्पर्शी,वर्तुळाकार लक्षण
वृत्तीय कंडुलिनी,गोलाकार हेलिक्स
वर्तुल गति,गोलाकार हालचाल
परिकेन्द्र,परिघ
परिवृत्त*,वर्तुळ
"परिगत करना, परितः खींचना",परिक्रमा
परिगत,घेरलेले
परिवृत,परिक्रमा केलेले वर्तुळ
चिरप्रतिष्ठित निगमनिक,शास्त्रीय वजावटी तंत्र
चिरप्रतिष्ठित गतिकी,शास्त्रीय गतिशीलता
चिरप्रतिष्ठित इष्टतमन,शास्त्रीय ऑप्टिमायझेशन
चिरप्रतिष्ठित वित्तनाश समस्या,शास्त्रीय नाश समस्या
चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी,शास्त्रीय सांख्यिकीय यांत्रिकी
त्रुटियों का वर्गीकरण,त्रुटींचे वर्गीकरण
वर्ग-अंतराल,वर्ग मध्यांतर
वर्गांतराल एकक,वर्ग-मध्यांतर युनिट
वर्ग-सीमा,वर्ग मर्यादा
दक्षिणावर्त,घड्याळाच्या दिशेने
संविवृत,क्लोपेन (= बंद आणि उघडा)
"संवृत, बंद",बंद
संवृत अवमख समावरक,बंद बहिर्वक्र हुल
संवृत घन,बंद घन
"बंद वक्र, संवृत वक्र",बंद वक्र
संवृत प्रांत,बंद डोमेन
बंद आकृति,बंद आकृती
संवृत अंतराल,बंद अंतराल
"संवृत प्रदेश, बंद प्रदेश",बंद प्रदेश
संवृत समच्चय,बंद संच
"बंद पृष्ठ, संवृत पृष्ठ",बंद पृष्ठभाग
" निमीलन, वेष्टन , संवरक",बंद
संवरण-संकारक (संवरक),बंद ऑपरेटर
संवरक-बिन्दु,बंद बिंदू (= संपर्क बिंदू)
संवरक-अभिगृहीत,बंद करणे
संवरक समुच्चय,बंद सेट
गुच्छ बिन्दु,क्लस्टर पॉइंट
गुच्छ प्रतिचयन,क्लस्टर सॅम्पलिंग
गुच्छ समुच्चय,क्लस्टर सेट
समाक्ष वृत्त,समाक्षीय मंडळे
समाक्ष परवलय,कोएक्सियल पॅराबोलास
समाक्ष समतल,समाक्षीय विमाने
समाक्ष त्रिभुज,समाक्षीय त्रिकोण
कोब-डगलस फलन,कोब - डग्लस फंक्शन
" कूटलेखन, कोडन , संकेतन",कोडिंग
सामग्री का संकेतीकरण,डेटाचे कोडिंग
सहप्रांत,सह-डोमेन
गुणांक आव्यूह,गुणांक मॅट्रिक्स
सहसंबंध-गुणांक,सहसंबंध गुणांक
निर्धारण गुणांक,निर्धाराचे गुणांक
प्रत्यास्थता गुणांक,लवचिकता गुणांक
प्रसार गुणांक,विस्तार गुणांक
घर्षण गुणांक,घर्षण गुणांक
अनुदैर्घ्य प्रसार का गुणांक,रेखीय विस्ताराचे गुणांक
समाश्रयण गुणांक,प्रतिगमन गुणांक
पृष्ठ तनाव का गुणांक,पृष्ठभाग तणावाचे गुणांक
विचरण गुणांक,भिन्नतेचे गुणांक
"सह-खण्ड, सह गुणन खंड,सहकारक",cofactor
सिक्का उछाल,नाणे फेकणे (नाणे फेकणे)
प्रतिदर्श-संचय,नमुना संकलन
सरेख,समरेख
सरेखता,समरेखता
"स्तंभ, कॉलम",स्तंभ
स्तंभतुल्यता,स्तंभ समतुल्यता
स्तंभ-तुल्य,स्तंभ समतुल्य
स्तंभ तुल्य आव्यूह,स्तंभ समतुल्य मॅट्रिक्स
स्तंभ आव्यूह,स्तंभ मॅट्रिक्स
स्तंभ कोटि,स्तंभ रँक
स्तंभ समानीत सोपानक आव्यूह,स्तंभ कमी केलेले इकोलॉन मॅट्रिक्स
स्तंभ सदिश,स्तंभ वेक्टर
स्तंभानुसार,स्तंभानुसार
संयुक्त समीकरण,एकत्रित समीकरण
"उभयनिष्ठ कोण, सर्वनिष्ठ कोण",सामान्य कोन
सर्वनिष्ठ अक्ष,सामान्य अक्ष
"सर्वनिष्ठ आधार, उभयनिष्ठ बेस",सामान्य आधार
सार्व हर,सामान्य भाजक
सार्व अंतर,सामान्य फरक
" सार्वगुणन-खंड, समापवर्तक , सार्व उपादान",सामान्य घटक
"साधारण लघुगणक, साधारण लॉगेरिथ्म",सामान्य लॉगरिथम
"सार्व गुणज, समापवर्त्य",सामान्य एकाधिक
सार्व अनुपात,सामान्य प्रमाण
सर्वनिष्ठ परिच्छेद,सामान्य विभाग
सर्वनिष्ठ भुजा,सामान्य बाजू
"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा",सामान्य स्पर्शिका
सर्वनिष्ठ पद,सामान्य संज्ञा
क्रमविनिमेय नियम,बदली कायदा
क्रमविनिमेय गुणधर्म,बदली मालमत्ता
क्रमविनिमेय-नियम,बदली नियम
योग का क्रमविनिमेय नियम,जोडणीचा बदली कायदा
गुणन का क्रमविनिमेय नियम,गुणाकाराचा कम्युटेटिव्ह कायदा
क्रमविनिमेय संक्रिया,बदली ऑपरेशन
क्रमविनिमेयक समूह,कम्युटेटर गट
आव्यूहों का क्रमविनिमेय,मॅट्रिक्सचे प्रवास
संहत समुच्चय,कॉम्पॅक्ट सेट
"तुलनात्मकता, तुलनीयता",तुलना
माध्यों की तुलना,साधनांची तुलना
प्रतिशतता-तुलना,टक्केवारीची तुलना
तुलना परीक्षण,तुलना चाचणी
सुसंगत समीकरण,सुसंगतता समीकरण
स्पर्धी खेल,स्पर्धात्मक खेळ
स्पर्धी स्थिति,स्पर्धात्मक परिस्थिती
स्पर्धी युक्ति,स्पर्धात्मक धोरण
" अनुभाषक , संकलक",संकलक
पूरक,पूरक
पूरक कोण,पूरक कोन
पूरक घटना,पूरक घटना पूरक घटना
पूरक कारक,पूरक घटक
पूरक फलन,पूरक कार्य
पूरक अर्ध समष्टि,पूरक अर्धी जागा
पूरक अंतराल,पूरक अंतराल
पूरक समुच्चय,पूरक संच
"पूरकीकरण, पूरक-निर्धारण",पूरक
पूरक समुच्चय,संचाचे पूरक
पूर्ण गणना,पूर्ण जनगणना
पूर्ण सहसंबंध मैट्रिक्स,पूर्ण सहसंबंध मॅट्रिक्स
पूर्ण दरीक समष्टि,पूर्ण मेट्रिक जागा
पूर्ण प्रसामान्यलांबिक समुच्चय,संपूर्ण ऑर्थोनॉर्मल सेट
पूर्ण चतुष्कोण,पूर्ण चतुर्भुज
पूर्ण भागफल,पूर्ण भागफल
पूर्ण समुच्चय,पूर्ण संच
पूर्ण हल,पूर्ण समाधान
पूर्णतया यादृच्छिकीकृत अभिकल्पना,पूर्णपणे यादृच्छिक डिझाइन
सम्मिश्र स्वतंत्र चर,जटिल युक्तिवाद
सम्मिश्र संयुग्मी,जटिल संयुग्म
सम्मिश्र अवकलन,जटिल भिन्नता
सम्मिश्र फलन,जटिल कार्य
सम्मिश्र समाकलन,जटिल एकीकरण
सम्मिश्र आव्यूह,जटिल मॅट्रिक्स
सम्मिश्र संख्या,जटिल संख्या
सम्मिश्र संख्या क्षेत्र,जटिल संख्या फील्ड
सम्मिश्र लांबिक आव्यूह,जटिल ऑर्थोगोनल मॅट्रिक्स
सम्मिश्र समतल,जटिल विमान
सम्मिश्र राशि,जटिल प्रमाण
सम्मिश्र व्युत्क्रम,जटिल परस्पर
सम्मिश्र परिणामी,जटिल परिणाम
सम्मिश्र समष्टि,जटिल जागा
सम्मिश्रमानी फलन,जटिल मूल्यवान कार्य
सम्मिश्र चर,जटिल चल
योगांतरानुपात,componendo आणि divindendo
" घटक , संबद्‌ध घटक",घटक
घटक विश्लेषण,घटक विश्लेषण
प्रसरण-घटक,भिन्नता घटक
सदिश-घटक,वेक्टरचा घटक
संयुक्त फलन,संमिश्र कार्य
संयुक्त परिकल्पना,संमिश्र गृहितक
भाज्य संख्या,संमिश्र संख्या
संयुक्त श्रेणी,संमिश्र मालिका
सदिश-संयोजन,वेक्टरची रचना
मिश्र कोण,कंपाऊंड कोन
मिश्र भाग,कंपाऊंड विभागणी
मिश्र भिन्न,संयुग अपूर्णांक
