Hindi,English
कालप्रभावन परीक्षण,aging test
गुरुत्वहीन,agravic
संधान,aim
"वायुवाहित रेडार, हवाई रेडार",airborne radar
"वायुवर्ती लक्ष्य, हवाई लक्ष्य",airborne target
"वायुश्वासी, वायुश्वसित्र",air breather
वातानुकूलन,air conditioning
वायुक्रोडी ट्रांसफार्मर,aircore transformer
वायुयान,aircraft
संरेखण,alignment
सरेखण त्रुटि,alignment error
सजीव परिपथ,alive circuit
संपूर्ण कांच नलिका,all glass tube
संपूर्ण धातुनलिका,all metal tube
नियत करना,allocate
"मिश्रातु (सं.), मिश्रात्वन (क्रि.)",alloy
मिश्रात्वन,alloying
सर्वव्यापी माध्यम,all-pervading medium
सर्वतरंग ऐन्टेना,all-wave antenna
पंचांग,almanac
ऐल्फा,alpha
ऐल्फा-सक्रियता,alpha-activity
अक्षरांकीय,alphabetical
ऐल्फा किरण,alpha ray
परिवर्तन,alteration
"एकांतर, प्रत्यावर्ती",alternating
प्रत्यावर्तित्र,alternator
तुंगतालेखी,altigraph
तुंगतामापी,altimeter
तुंगतामापिकी,altimetry
"तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब",altitude
अंकगणित तर्क एकक (ए एल यू),ALU (Arithmatic Logic Unit)
एमागेट नियम,Amagat law
परिवेश,ambient
एमाइक्रोन,amicron
ऐमीटर,amméter
ऐम्पियर,ampere
ऐम्पियर-नियम,Ampere's rule
उभयावेशी आयन,amphoteric ion
प्रवर्धन,amplification
प्रवर्धक,amplifier
"कोणांक, आयाम",amplitude
ए. एम. यू. (परमाणु संहति मात्रक),a. m. u. (atomic mass unit)
अनुरूप,analog (=analogue)
सादृश्य,analogy
विश्लेषक,analyser
विश्लेषण,analysis
विश्लेषीय,analytical
अन-अबिन्दुक,anastigmatic
अन-अबिंदुकता,anastigmatism
तथा द्वार,AND gate
अप्रतिध्वनिक,anechoic
विषम प्रत्यास्थता,anelasticity
निर्द्रव,aneroid
कोण,angle
ऐंग्स्ट्रम मात्रक,Angstrom unit
कोणीय,angular
कोणमापी वर्नियर,angular vernier
अप्रसंवादी,anharmonic
अप्रसवादिता,anharmonicity
अशैथिल्य चुंबकन,anhysteresis
अशिथिलित,anhysteretic
ऋणायन,anion
असमविम,anisodimensional
विषमदैशिक,anisotropic
विषमदैशिकता,anisotropy
विलोपन,annihilation
आख्यापित्र,annunciator
ऐनोड,anode
ऐनोडीकरण,anodize
अंसगत,anomalous
प्रकाशयंत्रहीन तंत्र,anoptic system
ऐन्टेना,antenna
ऐन्टिबेरियॉन,antibaryon
बंधन विरोधी गुणधर्म,antibinding property
प्रति-आबंधन,anitibonding
प्रतिलोह विद्युत,antiferroelectricity
प्रतिलोहचुंबकीय,antiferromagnetic
प्रतिलोहचुबकीय पदार्थ,antiferromagnetics
प्रतिकूहाकारक,antifoggant
प्रतिगुरुत्व,antigravity
प्रतिलेम्डा कण,anti-lambda particle
ऐल्टीलेप्टॉन,anti-lepton
प्रतिचुंबकीय,antimagnetic
ऐन्टिद्रव्य,antimatter
मिसाइल विरोधी,antimissile
ऐन्टिन्यूट्रॉन,antineutron
प्रस्पंद,antinode
प्रतिन्यूक्लिऑन,antinucleon
प्रतिकण,antiparticle
प्रतिप्रोटॉन,antiproton
परावर्तनरोधी,antireflection
प्रतिसममित,antisymmetric
अनावर्ती,aperiodical
अनावर्तिता,aperiodicity
छिद्रित क्रमवीक्षण डिस्क,apertural disc
द्वारक,aperture
"शीर्ष, शिखर, अग्रक",apex
"सूर्योच्च, रवि उच्च, अपसौर",aphelion
अविपथी लेस,aplanat
अविपथी,aplanatic
अविपथिता,aplanatism
अति अवर्णी,apochromatic
"भूमि-उच्च, अपभू",apogee
"अध्रुवी, परिध्रुवी",apolar
परिध्रुविता,apolarity
उपकरण,apparatus
"आभासी, दृष्ट",apparent
दृष्ट सूर्य,apparent sun
दृष्ट समय,apparent time
"उदभावी, प्रकटन",appearance
अनुप्रयुक्ति,appliance
अनुप्रयोज्यता,applicability
अनुप्रयुक्त,applied
सुप्रेक्ष्य,appreciable
उपगमन,approach
"सन्निकट, लगभग",approximate
सन्निकटन,approximation
वाष्प दाब,aqueous tension
स्वेच्छ,arbitrary
"आर्क भट्टी, चाप भट्टी",arc furnace
आर्किमीडीज़ का नियम,Archimedes principle
स्थापत्य ध्वानिकी,architectural acoustics
आर्क लैंप,arc lamp
आर्क-स्पेक्ट्रम,arc spectrum
"क्षेत्र, क्षेत्रफल",area
"क्षेत्रफलीय, क्षेत्रीय",areal
"बाहु, भुजा, शाखिका",arm
आमेचर,armature
"व्यूह, सरणी",array
प्रग्राही,arrester
उच्चारण स्पष्टता,articulation
कृत्रिम,artificial
कृत्रिम तत्वांतरण,artificial transmutation
आरोही,ascending
तारारोहण,ascension of the star
आरोहांक,ascent
अगोली,aspheric
अगोलीकरण,aspherizing
समुच्चय,assemblage
"समुच्चय करना, समुच्चयन",assemble
"समुच्चय, समुच्चयन, कोडांतरण",assembly (=assemblage)
परिशुद्धता आकलन,assessment of accuracy
निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण,assigned assignment (of quantum numbers)
"संबंद्ध, सहचारी, संगुणित",associated
स्वरावृत्ति,assonance
स्वचलित बहुकंपित्र,astable multivibrator (=free running multivibrator)
अस्थैतिक,astatic
"अबिन्दुकता, एस्टिग्मेटिज्म",astigmatism
अंतरिक्ष यात्रा इलेक्ट्रॉनिकी,astrionics
खगोलमिति,astrometry
अंतरिक्षयात्री,astronaut
खगोलज्ञ,astronomer
खगोलीय,astronomical
खगोलिकी,astronomy
खगोल भौतिकी,astrophysics
असममित,asymmetrical
अनंतस्पर्शी,asymptote
उपगामी,asymptotic
अतुल्यकालिक,asynchronous
"वायुमंडल, परिमंडल",atmosphere
वायुमंडलीय,atmospheric
वायु-विद्युत क्षोभ,atmospherics
परमाणु,atom
परमाण्वीय,atomic
परमाणुकता,atomicity
परमाणु संहति,atomic mass
परमाणु क्रमांक,atomic number
"परमाणु-रिऐक्टर, परमाणु पाइल",atomic reactor (=atomic pile)
परमाण्विक,atomistic
कणन,atomization
कणित्र,atomizer
"क्षीणन, क्षीणता",attenuation
"क्षीणकारी, क्षीणक",attenuator
आकर्षण,attraction
आकर्षण बल,attractive forces
श्रव्यता,audibility
श्रव्य आवृत्ति-प्रवर्धक,audio-amplifier
श्रव्य,audio
श्रव्यजनित्र,audio generator
श्रव्यता आलेख,audiogram
श्रवण विज्ञान,audiology
श्रव्यतामापी,audiometer
श्रव्य आवृत्ति-दोलक,audio oscillator
ध्वनि सिग्नल,audio signal
दृश्य-श्रव्य,audiovisual
"ऑडिटोरियम, सभाभवन",auditorium
ओज़ए प्रभाव,Auger effect
संवर्धन,augmentation
संवर्धक,augmentor
ध्रुवीय ज्योति,aurora
दक्षिण ध्रुवीय ज्योति,aurora australis
उत्तर ध्रुवीय ज्योति,aurora borealis
स्वचालित सचेतक,autoalarm
स्वतः समांतरित्र,autocollimator
"आत्मचालित, स्वचालित, स्वतः",automatic
"स्वचालन, स्वचालित यंत्र",automation
"सहायक, सहकारी, अतिरिक्त",auxiliary
"अवधाव, ऐवेलांश",avalanche
"औसत, माध्य",average
परिवर्जन,avoidance
अक्षीय,axial
अक्ष,axis
दिगंश,azimuth
दिगंशीय,azimuthal
पश्च,back
"पृष्ठभूमि, पृष्ठभूमिक",background
"पिच्छद, पश्चगमन",backlash
प्रतिवर्तन,backout
पश्चडोल वोल्टता स्पंदक,back swing voltage pulser
पश्च-पश्च-संबंधन,back to back connection
पूर्तिकर,back up
विरोधी वोल्टता,back voltage (Freverse voltage)
पश्चवर्ती प्रकीर्णन,backward scattering
अंतराली तरंग,back wave (=spacing wave)
कुचालक,bad conductor
पैराशूट सहित कूद पड़ना,bail out
तपन,bakeout
"तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष",balance
संतोलक,balancer
संतुलन,balancing
गोलात चुबक,ball ended magnet
"प्राक्षेपिक, प्राक्षेपिकीय",ballistic
"प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर",ballistic galvanometer
प्रक्षेपास्त्र,ballistic missile
"प्राक्षेपिकी, अस्त्र विज्ञान",ballistics
प्रक्षेप,ballistic throw
मुक्त प्रक्षेप पथ,ballistic trajectory
"बैलून, गुब्बारा",balloon
बामर-असातत्य,Balmer discontinuity
"पट्ट, पट्टी, बैंड .दल",band
धमाका,bang
"व्यूह, पुंज, किनारा, बैंक, तट",bank
"स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा",bar
बारडीन सिद्धांत,Bardeen theory
बार्कहाउज़एन प्रभाव,Barkhausen effect
बार्लो चक्र,Barlow's wheel
दंड चुबंक,bar magnet
बार्न,barn
वायुदाब-आलेख,barogram
"वायुदाबलेखी, बैरोग्राफ",barograph
वायुदाबमापी,barometer
वायुदाबमिति,barometry
"कर्षमंडल, बैरोमंडल",barosphere
दंड लोलक,bar pendulum
"रोध, रोधिका, नाभिकीय रोधिका",barrier
रोधिका स्तर,barrier layer (rectifier)=blocking layer -depletion layer =space charge layer
बरिऑन,baryon
गुरुमंडल,barysphere
आधार बैंड,base band
"आधारीय, मूल, क्षारीय",basic
आधारक,basis
"गणन, दल रचना",batching
"कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ",bath
बैटरी,battery
"व्यूह खंड, कक्ष, खाड़ई",bay
प्रदर्श,B-display
कीबन,beacon
"मणिका, बीड",bead
"दंड, बीम, किरण पुंज, तुर",beam
"दिक्मान, दिक्कोण",bearing
"डोल, विस्पंद",beat
बैकेरल प्रभाव,Becqueral effect
"बेलजार, घंटाकार ढकना",bell jar
धौंकनी,bellow
घंटाकार,bell shaped
"वेदिका, बेंच",bench
"मोड, बंक (सं.), मोड़ना (क्रि.)",bend
बंकन,bending
"मुड़आ, बंकित",bent
बर्नूली-समीकरण,Bernoulli's equation
बेसल-फलन,Bessel function
श्रेष्ठतम आसंजन,best fit
बीटा (भ्),beta (भ्)
बीटाट्रॉन,betatron
बेथे निदर्श,Bethe's model
बिवाट्रॉन,bevatron
B-H वक्र,B-H curve
द्विकोणीय,biangular
"अभिनति, बायस",bias
द्वि-अक्षीय,biaxial
बाइक्रोमेट सेल,bichromate cell
अभयावतल,biconcave
द्विशंकु ऐन्टेना,biconical aerial
उभयोत्तल,biconvex
"द्वि-क्रिस्टल, द्विक क्रिस्टल",bicrystal
द्विदिशी माइक्रोफोन,bidirectional microphone
द्वि-उपादानीय निदर्श,bifactor model
द्विसूत्री,bifilar
द्विपार्श्विक,bilateral
द्विरैखिक,bilinear
द्वि-अणुक,bimolecular
"द्वि-चर, द्वि-आधारी, द्वयी",binary
"द्वि-आधारी कोड, द्वि-आधारी कूट",binary code
युग्मतारा,binary star
द्वि-आधारी पद्धति,binary system
"द्विकर्णी, द्विपथी",binaural
बंधन,binding
"द्विनेत्री, बाइनाक्युलर",binocular
द्विनोड,binode
द्विपद बंटन,binomial distribution
"द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय",binuclear
जैव-गतिकी,biodynamics
जैव इलेक्ट्रानिकी,bioelectronics
जीव-भौतिकीविज्ञ,biophysicist
जीव-भौतिकी,biophysics
जैविक उपग्रह,biosatellite
"चलचित्रदर्शी, बायोस्कोप",bioscope
बायो-सावर्ट नियम,Biot-Savart'law
द्विप्रावस्थिक धारा,biphase current
द्विध्रुवीय,bipolar
"द्विकप्रिज्म, बाइप्रिज्म",biprism
"द्विस्फटिक, बाइक्वार्ट्ज",biquartz
द्विस्थितिक अभिलक्षण,bistable characteristics
द्विस्थितिक बहुकंपित्र,bistable multivibrator
"द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक",bit
"काला, कृष्ण",black
कृष्णिका,black body
अदृश्य प्रकाश,black light
"तिमिरायन, रेडियो तिमिरायन",black out
लोपन स्पंद,black out pulse (=blanking pulse)
अंतक बायस,black out voltage (=cut of bias)
कृष्ण विकिरण,black radiation
"असंपूर्त, रिक्त",blank
समाच्छादन,blanketing
लोपन,blanking
"स्फोटन, वात्या, झोंका",blast
"साविका, ब्लीडर, सावी",bleeder
"प्रच्छन्न, अंध",blind
ब्लॉख प्रमेय,Bloch theorem
"अवरोध, अवरोधन, अवरोधी",blocking
"आघात, ब्लो, धमन",blow
ब्लू प्रिंट,blue print
अस्पष्टता-वृत्त,blur circle
अस्पष्ट,blurred
"गोलक, गोला, लटकन",bob
"पिंड, वस्तु",body
कायिक धारिता,body capacitance
अंत:केन्द्रित,body centred
"पिंड-विकर्ण, अन्त:-विकर्ण",body diagonal
"बोगी, अज्ञात संसूचन (रडार)",bogie
बोर प्रभाव,Bohr effect
बोर मैग्नेटॉन,Bohr magneton
"क्वथित्र, बॉयलर",boiler
"क्वथन, उबालना",boiling
बोल्ट्समान समीकरण,Boltzmann equation
बमबार इलेक्ट्रॉन,bombarding electron
"अभिघातक ऊर्जा, बमकारी ऊर्जा",bombarding energy
बंधक,bond
"आबंधक, आबंधी, आबन्धन",bonding
अभिवर्धक,booster
बोरॉन,boron
बोस-कण,Bose particle
बोसॉन,boson
"झंप, उच्छलन",bounce
परिबद्ध,bound
"परिसीमा, सीमा (सं.), सीमांत (वि.)",boundary
बद्ध,bound
"धनु, गज़",bow
नौकाग्र तरंग,bow wave
बॉयल ताप,Boyle point
बॉयल-नियम,Boyle's law
बॉयल ताप,Boyle' temperature
ब्रेकेट-श्रेणी,Bracket series
बॅग नियम,Bragg law
गुंफित तार,braided wire
ब्रेक कक्षा,braking orbit
ब्रामा संपीडक,Bramah press
शाखन,branching
"ब्रेवे लैटिस, ब्रेवे जालक",Bravais lattice
"पीतल से झालना, पीतल का टाँका लगाना",braze
विच्छेद,break
विच्छेद संपर्कक,break contact
"भंजन डायोड, जेनर डायोड",breakdown diode
विभंजन,breaking
"प्रजनक रिऐक्टर, ब्रीडर परमाणु भट्टी, प्रजनक भट्टी",breeder reactor
प्रजनन,breeding
"अवमंदक विकिरण, ब्रैस्ट्रालुंग",bremsstrahlung
ब्रूस्टर-कोण,Brewster angle
ब्रूस्टर फ्रिज़,Brewster fringe
सेतु,bridge
सेतु-बंधन,bridging
"दीप्त, द्युतिमान, चमकीला",bright
प्रदीपक,brightening
प्रभास,bright
"द्युति, प्रभा",brightness
ब्रिलुवां क्षेत्र,Brillouin zone
ब्रिटिश मानक कैंडल,British Standard Candle
भंगुर,brittle
भंगुरता,brittleness
प्रसारण,broadcasting
विस्तृत,broad
पार्वाभिमुखी,broadside
ब्रोग्ली सूत्र,Broglie formula
खंडित,broken
ब्राउनी गति,Brownian motion
"कूची, बुरुश, कूर्च, गुल्म",brush
"बुबुद्, बुलबुला (सं.), बुदबुदाना (क्रि.)",bubble
बुदबुदाहट,bubbling
प्रतिकारी,bucking
आकुंचन,buckling
"उभय प्रतिरोधी, बफ़र",buffer
भवन-ध्वानिकी,building acoustics
वर्धन,build up
बल्ब,bulb
उभरना,bulging
"आयतन, स्थूलता, समष्टि, पुंज, प्रकाय",bulk
आयतन प्रत्यास्थता गुणांक,bulk modulus
समष्टि गुणधर्म,bulk property
अधिकांशीय ताप,bulk temperature
"ककुद, उभार",bump (in a curve)
"गुच्छ, पुंज (सं.), गुच्छित होना (क्रि.)",bunch
गुच्छक,buncher
बुन्सेन सेल,Bunsen cell
उत्प्लव,buoy
"उत्प्लावकता, उत्प्लावन",buoyancy
बर्गर परिपथ,Burger's circuit
चोर घंटी,burglar alarm
"बर्नर, ज्वालक",burner
पूर्णज्वलन,burn out
"प्रस्फोट, स्फोट, विदर",burst
व्यस्त लाइन,busy line
व्यस्तता टोन,busy tone
गुंजक,buzzer
उपपथ,bypass
उपपथन,bypassing
"समुद्री तार, केबल",cable
कैडमियम,cadmium
सीज़इयम-सेल,caesium cell
पंजर द्विध्रुव,cage dipole
पंजर प्रभाव,cage effect
परिकलन करना,calculate
परिकलक,calculator
कैलेन्डर,calendar
"अंशशोधन, अंशांकन, अनुसंशोधन",calibrate
"अंशोधन गुणक, अंशांकन गुणक",calibration factor
कैलिपर्स,callipers
"कॉल गणित्र, वार्ता गणित्र",call-meter
"ऊष्मी (वि.), कैलोरिक (सं.)",caloric
"कैलोरीमीटर, ऊष्मामापी",calorimeter
"कलोरीमिति, ऊष्मामिति",calorimetry
कैमरा,camera
"कुल्या किरण, कैनल किरण",canal rays
कैंडेला,candela
"मोमबत्ती, कैंडल",candle
"विहित, कैनानिकल",canonical
"कैन्टीलीवर, प्रास",cantilever
"टोपी, आच्छद (सं.), अन्त्यकर्तन (क्रि.)",cap
धारिता,capacitance
संधारित्र,capacitor
"केशिकात्व, केशिकत्व",capillarity
"केशिका, कैपिलरी",capillary
केशिका-बल,capillary force
"संपुटिका, संपुट, कैप्स्यूल",capsule
प्रग्रहण,capture
कार्बन 14 कालनिर्धारण,carbon 14 dating
"प्रधान दिग्बिन्दु, कार्डिनल संख्या, गणन-संख्या",cardinals
कार्नो-प्रमेय,Carnot's theorem
वाहक,carrier
कार्तीय अक्ष,Cartesian axes
कार्टिज,cartridge
"सोपानी (वि.), सोपानीपात (सं.)",cascade
उत्प्रेरित,catalysed
"प्रलय, विपद",catastrophe
सीमक डायोड,catching diode
"ऊर्ध्वतामापी, कैथेटोमीटर",cathetometer
कैथेट्रॉन,cathetron
कैथोड,cathode
धनायन,cation
किरणस्पर्शी पृष्ठ,caustic surface
कोटर,cavity
"सीमान्त, छाद, अंतश्छद, उच्चतमांक, छादन",ceiling
खगोलीय,celestial
सेल-स्थिरांक,cell constant
सीमेन्टित लेन्स,cemented lens
केन्द्रण,centering
सेन्टीग्रेड,centigrade
सेन्टीमीटर,centimeter
सेन्टीमीटर-ग्राम -सेकंड पद्धति,centimeter gram second system
"केन्द्रीय, सकेन्द्र",central
केन्द्रीय संसाधन एकक,central processing unit (C.P.U)
केन्द्र,centre
संरेखण-केन्द्र,centre of collineation
माध्यिक किरण,centric ray
अभिकेन्द्र,centripetal
केन्द्रक,centroid
चीनी मिट्टी,ceramic
सें. ग्रा. से. पद्धति,c.g.s. system
शृंखलीय क्षय,chain decay
"कोष्ठ, कक्षिका, कक्ष",chamber
"संयोग, प्रायिकता, अवसर",chance
परिवर्ती,changing
"प्रणाल, चैनल, वाहिका, जलमार्ग",channel
"प्रणालकरण, चैनलन, प्रणालन",channelling
"अस्तव्यस्तता, अव्यवस्था",chaos
"लक्षण, गुण, स्वरूप, वर्ण",character
"लक्षण, विशेषता, अभिलक्षण, पूर्णांश, अभिलक्षणिक",characteristic
"आवेश, चार्ज, भरण, प्रभार",charge
चार्जक,charger
भरण,charging
चार्ल्स नियम,Charles' law
"चार्ट, संचित्र",chart
अनुधावन,chasing
"चौकी, चैसिस",chasis
"पड़ताल, परीक्षण",check
रासायनिक,chemical
"रासायनिक संदीप्ति, रससंदीप्ति",chemi-luminescence
"छीलन, चिप, चिप्पी, शकल, तष्ट (दोष)",chip
कोई-वर्ग परीक्षण,chi-square test
"कंठरोध (दोष), चोक",choke
अन्तरायिक प्रवर्धक,chopper amplifier
समूह संगीत,choral music
वर्णिक,chromatic
वर्णकता,chromaticity
वर्णकता,chromaticness
वर्णकता,chromastism
वर्णलेख,chromatograph
"वर्णमापी, क्रोमोमीटर",chromometer
"वर्ण मूलक, क्रोमोफोर",chromophore
"वर्ण-मंडल, क्रोमोस्फियर",chromosphere
"समयलेखी, क्रोनोग्राफ, काललेखी",chronograph
"कालमापी, क्रोनोमीटर",chronometer
"सिनेमा, चलचित्र",cinema
चलचित्रकी,cinematography
"शून्य, सिफर",cipher (zero)
अववृत्तन,circle in (=iris in)
परिपथ,circuit
परिपथिकी,circuitry
"वृत्तकार, वृत्तीय",circular
परिसंचारी,circulating
"परिसंचरण, परिसंचारण",circulation
परिसंचारक,circulator
परिधिक,circumferential
परिन्यूक्लीय इलेक्ट्रॉन,circumuclear electron
परिभू उपग्रह,circumterrestrial satellite
नागरिक आवृत्ति बैंड,citizen's band
"परिनिधान, अधिपट्टन",cladding
बंधन,clamping
क्लेपेरॉन समीकरण,Clapeyron equation
"चिरसम्मत, चिरप्रतिष्ठित, क्लासिकी",classical
"अंतराल, निष्कासन (सं.)",clearance
विदलन,cleavage
जलवायु,climate
आरोह,climb
"ज्वरमापी, डाक्टरी थर्मामीटर",clinical thermometer
कालद वोल्टता,clock voltage
दक्षिणावर्त,clockwise
बंद परिपथ,closed circuit
बंद-परिपथ टेलीविज़न,closed circuit television (=piped television)
"सुसंकुलित, निविड संकुलित",close packed
सुसंकुलित संरचना,close packed structure
निकटतम उपगमन,closest approach
निविडतम संकुलित,closest packed
समीप दृश्य,close-up (=close-up view)
"मेघ, बादल, अभ्र, धब्बे",cloud
गुच्छ,cluster
"स्थूल, मोटा, कच्चा, घटिया, अपरिष्कृत",coarse
स्थूल क्रिस्टली,coarsely crystalline
"तट, लक्ष्यघर (रेडार)",coast
"आवरण, लेप, कोट, विलेप",coat
"विलेपन, लेप करना, कोट करना कोटिंग",coating
समाक्ष,coaxial
"कोड, संकेत, संकेतावलि, संहिता, कूट",code
कोडित,coded
कोडन स्पंद,coding pulse
गुणांक,coefficient
निग्रह,coercive
निग्राहिता,coercivity
"संबद्धता, संसक्तता",coherence
"संबद्ध, संसक्त",coherent
संसंजन,cohesion
संसंजी,cohesional
कुंडली,coil
कुंडलित,coiled
"कुंडलीकरण, कुंडलीभवन, कुंडलन",coiling
संपाट,coincidence
शीत,cold
निम्नताप उत्सर्जन,cold emission
अवतापीय न्यूट्रॉन,cold neutron
निपात्य अवस्था,collapsible state
"संपार्श्विक, शाखिक, शाखज",collateral
"संयोजक, समानुक्रमित्र, कोलेटर",collator
संग्रह,collection
"सामूहिक, समष्टीय",collective
"संग्राहक, कलेक्टर, संग्राही",collector
संघट्टनी कण,colliding particles
समांतरण,collimate
"समांतरित, एकदिशीकृत",collimated
समांतरित्र,collimator
संरेख,collinear
संरेखता,collinearity
"संघट्ट, टक्कर, संघटन",collision
कोलॉइडी,colloidal
"वर्णमापी, कलरीमीटर",colorimeter
वर्णान्धता,colour blindness
वर्ण,colour
"स्तंभ, कॉलम",column
"कॉमा, रोमगुच्छ, पूंछ, पुच्छ",coma
"संयोग, संयोजन, संचय",combination
संयुक्त स्वर,combinational tone
संयुक्त स्वर,combination tone
दाह्यता,combustibility
दहन,combustion
व्यापारिक फेराइट,commercial ferrite
"साधारण, सामान्य, सार्व, सर्वनिष्ठ, उभयनिष्ठ",common
संचार,communication
"दिक्परिवर्तन, दत्त परिवर्तन, क्रमविनिमय",commutation
"क्रमविनिमेयक, दिक्परिवर्तक, कम्यूटेटर",commutator
"तुलनित्र, कम्पेरेटर",comparator
तुलना,comparison
"कुतुबनुमा, दिक्सूचक, कम्पास",compass
"सुसंगति, संगतता, निषेच्यता, संयोज्यता",compatibility
"क्षतिपूर्ति करना, प्रतिकार करना",compensate
"क्षतिपूर्ति, प्रतिकार, प्रतिपूरण",compensation
प्रतिकारित्र,compensator
"संकलन, अनुभाषण",compilation
"संकलन, अनुभाषण",compile
पूरकता,complementarity
पूरक,comlementary
पूर्ण,complete
संपूरित कोश,completed shell
पूर्ण माडुलन,complete modulation
"सम्मिश्र, जटिल, संकुल",complex
जटिल परमाणु,complex atom
सम्मिश्र फलन,complex function
संरूप,complexion
जटिल क्रियाविधि,complex mechanism
अनुवृत्ति,compliance
"घटक, संबद्ध घटक",component
"संयुक्त, मिश्र",composite
"मिश्र, आमिश्र, संयक्त, विवत्त, यौगिक",compound
"असरल लोलक, पिंड लोलक",compound pendulum
"संपीड (सं.), संपीडन (क्रि.)",compress
संपीडित,compressed
संपीड्यता,compressibility
संपीड्य,compressible
संपीडन,compression
"संपीडित्र, संपीडनी",compressor
"कॉम्पटन इलेक्ट्रॉन, प्रतिक्षिप्त इलेक्ट्रॉन",Compton electron
अभिकलन,computation
अभिकलनी,computational
"कंप्यूटर, अभिकलित्र, अभिकलक",computer
अवतल,concave
उभयावतल,concavo-concave
"सांद्र करना, गाढ़आ करना, सान्द्र (सं.), संकेन्द्रित करना (क्रि.)",concentrate
"सांद्रित, गाढ़आ, संकेन्द्रित",concentrated
"सांद्रण, गाढ़आपन, सांद्रता, संकेन्द्रण",concentration
"एककेन्द्रीय, संकेन्द्री",concentric
संकल्पना,conception
संकल्पनात्मक,conceptual
"अनुस्तरता, संवादिता",concordance
"सुसंगत, अनुस्तरी, सुस्वर",concordant
"संगामी, अनुगामी",concurrent
"संघनन, द्रवण",condensation
