Marathi,Tamil
सक्रिय सर्व्हर पृष्ठ (एएसपी),செயலில் உள்ள சர்வர் பக்கம் (ASP)
सक्रिय आवृत्ती,செயலில் உள்ள பதிப்பு
अॅसायक्लिक,அசைக்ளிக்
अॅसायक्लिक आलेख,அசைக்ளிக் வரைபடம்
अडा भाषा,அட மொழி
अडॅप्टर,அடாப்டர்
जोडा,கூட்டு
फाइल जोडा,கோப்பை சேர்க்க
ऑपरेशन जोडा,செயல்பாட்டைச் சேர்க்கவும்
जोडणारा,சேர்ப்பான்
पत्ता,முகவரி
पत्ता बस,முகவரி பேருந்து
पत्ता फाइल,முகவரி கோப்பு
पत्त्याचे स्वरूप,முகவரி வடிவம்
पत्ता जनरेटर,முகவரி ஜெனரேட்டர்
पत्ता ओळ,முகவரி வரி
पत्ता मॅपिंग,முகவரி மேப்பிங்
पत्ता सूचक,முகவரி சுட்டி
पत्ता नोंदवही,முகவரி பதிவு
पत्ता ठराव,முகவரி தீர்மானம்
पत्ता अनुवाद,முகவரி மொழிபெயர்ப்பு
संबोधित मेमरी,நினைவாற்றலை உரையாற்றினார்
संबोधित करणे,உரையாற்றுவது
पर्याप्तता निकष,போதுமான அளவுகோல்கள்
संलग्न,இணைந்த
प्रशासन,நிர்வாகம்
प्रशासक,நிர்வாகி
adobe acrobat,அடோப் அக்ரோபேட்
अडोब फोटोशाॅप,அடோ போட்டோஷாப்
अॅडव्हान्स बिझनेस अॅप्लिकेशन प्रोग्रामिंग (ABAP),அட்வான்ஸ் பிசினஸ் அப்ளிகேஷன் புரோகிராமிங் (ஏபிஏபி)
प्रगत डेटा,மேம்பட்ட தரவு
प्रगत माहिती प्रणाली,மேம்பட்ட தகவல் அமைப்பு
प्रगत तंत्रज्ञान (AT),மேம்பட்ட தொழில்நுட்பம் (AT)
एजंट,முகவர்
एकत्रीकरण,திரட்டுதல்
एअरबोर्न संगणक प्रणाली,வான்வழி கணினி அமைப்பு
aldus पृष्ठ निर्माता,அல்டஸ் பக்க தயாரிப்பாளர்
इशारा बॉक्स,எச்சரிக்கை பெட்டி
अल्गोल,அல்கோல்
अल्गोरिदम,அல்காரிதம்
अल्गोरिदम विश्लेषण,அல்காரிதம் பகுப்பாய்வு
अल्गोरिदम कार्यक्षमता,அல்காரிதம் திறன்
उर्फ,மாற்றுப்பெயர்
संरेखन,சீரமைப்பு
वाटप,ஒதுக்கீடு
वर्णमाला,அகரவரிசை
अल्फान्यूमेरिक,எண்ணெழுத்து
अल्फान्यूमेरिक की बोर्ड,எண்ணெழுத்து விசைப்பலகை
अल्फा-चाचणी,ஆல்பா-சோதனை
अल्फा आवृत्ती,ஆல்பா பதிப்பு
alt की,alt விசை
altavista,அல்டாவிஸ்டா
अस्पष्टता,தெளிவின்மை
अस्पष्ट व्याकरण,தெளிவற்ற இலக்கணம்
अमेरिकन राष्ट्रीय मानक संस्था (ANSI),அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI)
अमेरिकन स्टँडर्ड कोड फॉर इन्फॉर्मेशन इंटरचेंज (ASCII),தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII)
अॅनालॉग,அனலாக்
अॅनालॉग संगणक,அனலாக் கணினி
अॅनालॉग डिव्हाइस,அனலாக் சாதனம்
अॅनालॉग मॉडेम,அனலாக் மோடம்
अॅनालॉग ते डिजिटल कनव्हर्टर (ADC),அனலாக் டு டிஜிட்டல் மாற்றி (ADC)
आणि,மற்றும்
आणि सर्किट,மற்றும் சுற்று
आणि गेट,மற்றும் வாயில்
आणि ऑपरेशन नाही (अपवर्जन),மற்றும் செயல்பாடு அல்ல (விலக்கு)
अॅनिमेशन,இயங்குபடம்
भाष्य,சிறுகுறிப்பு
विसंगती,ஒழுங்கின்மை
पूर्ववर्ती,முன்னோடி
आगाऊ पेजिंग,முன்கூட்டிய பேஜிங்
विरोधी सममित,எதிர்ப்பு சமச்சீர்
अँटीव्हायरस प्रोग्राम,வைரஸ் தடுப்பு நிரல்
ऍपलेट,ஆப்லெட்
अनुप्रयोग विकासक,பயன்பாட்டு டெவலப்பர்
अनुप्रयोग प्रोग्रामिंग,பயன்பாட்டு நிரலாக்கம்
ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API),பயன்பாட்டு நிரலாக்க இடைமுகம் (API)
अनुप्रयोग सॉफ्टवेअर,பயன்பாட்டு மென்பொருள்
उपयोजक भाषा,பயன்பாட்டு மொழி
अंदाजे सिद्धांत,தோராயக் கோட்பாடு
आर्किटेक्चर,கட்டிடக்கலை
क्षेत्र हस्तांतरण,பகுதி பரிமாற்றம்
युक्तिवाद,வாதம்
अंकगणित आणि तर्कशास्त्र एकक,எண்கணித மற்றும் தர்க்க அலகு
अंकगणित तपासणी,எண்கணித சரிபார்ப்பு
अंकगणित स्थिरांक,எண்கணித மாறிலி
अंकगणित डेटा,எண்கணித தரவு
अंकगणित सूचना,எண்கணித அறிவுரை
अंकगणित आणि तर्कशास्त्र एकक (ALU),எண்கணிதம் மற்றும் தருக்க அலகு (ALU)
अर्पानेट,அர்பானெட்
रचना,வரிசை
अॅरे कॅशे,வரிசை கேச்
अॅरे संगणक,வரிசை கணினி
अॅरे घटक,வரிசை உறுப்பு
अॅरे नाव,வரிசை பெயர்
अॅरे प्रोसेसर,வரிசை செயலி
बाण दर्शक बटणे,அம்புக்குறி விசைகள்
उच्चार,உச்சரிப்பு
उच्चार बिंदू,உச்சரிப்பு புள்ளி
कृत्रिम कॉम्पॅक्शन,செயற்கை சுருக்கம்
कृत्रिम नियंत्रण,செயற்கை கட்டுப்பாடு
कृत्रिम बुद्धिमत्ता,செயற்கை நுண்ணறிவு
चढणारा,ஏறுபவர்
चढत्या क्रमवारी,ஏறும் வகை
ASCII बेटिकल ऑर्डर,ASCII betical order
ASCII नियंत्रण वर्ण,ASCII கட்டுப்பாட்டு எழுத்து
ASCII फाइल,ASCII கோப்பு
ASCII फॉन्ट,ASCII எழுத்துரு
ASCII हस्तांतरण,ASCII பரிமாற்றம்
प्रसर गुणोत्तर,விகிதம்
एएसपीआय,ASPI
ASR टाइमर,ASR டைமர்
एकत्र करणे,கூடி
असेंबलर,அசெம்பிளர்
विधानसभा,சட்டசபை
विधानसभा भाषा,சட்டசபை மொழி
प्रतिपादन,வலியுறுத்தல்
असाइनमेंट,பணி நியமனம்
संघटना,சங்கம்
सहयोगी पत्ता,துணை முகவரி
सहयोगी स्मृती,துணை நினைவகம்
asteric,ஆஸ்டிரிக்
असममित,சமச்சீரற்ற
असिंक्रोनस,ஒத்திசைவற்ற
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
असिंक्रोनस हस्तांतरण,ஒத்திசைவற்ற பரிமாற்றம்
एसिंक्रोनस ट्रान्सफर मोड (एटीएम),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
अणू,அணு
संलग्न दस्तऐवज,இணைக்கப்பட்ட ஆவணம்
संलग्न फाइल,இணைக்கப்பட்டுள்ள கோப்பு
संलग्नक,இணைப்பு
विशेषता,பண்பு
ऑडिओ,ஆடியோ
ऑडिट प्रोग्रामिंग,தணிக்கை நிரலாக்கம்
तपासणीचे सूत्र,தணிக்கை சோதனை
वाढ,பெருக்குதல்
प्रमाणीकरण प्रोटोकॉल,அங்கீகார நெறிமுறை
ऑथरिंग सिस्टम,ஆசிரியர் அமைப்பு
अधिकृतता,அங்கீகாரம்
स्वयं गोषवारा,தானியங்கு சுருக்கம்
ऑटोबूटिंग,தானாக துவக்குதல்
ऑटोकॅड,ஆட்டோகேட்
ऑटोलॉग चालू,ஆட்டோலாக் ஆன்
स्वयंचलित,தானியங்கி
ऑटोमेटा सिद्धांत,தானியங்கு கோட்பாடு
स्वयंचलित संगणन,தானியங்கி கணினி
स्वयंचलित डेटा प्रक्रिया,தானியங்கி தரவு செயலாக்கம்
स्वयंचलित त्रुटी सुधारणा,தானியங்கி பிழை திருத்தம்
स्वयंचलित कार्य,தானியங்கி செயல்பாடு
स्वयंचलित अनुक्रमणिका,தானியங்கி அட்டவணைப்படுத்தல்
स्वयंचलित लायब्ररी कॉल,தானியங்கி நூலக அழைப்பு
स्वयंचलित प्रोग्रामिंग,தானியங்கி நிரலாக்க
स्वयंचलित पुनर्प्राप्ती कार्यक्रम,தானியங்கி மீட்பு திட்டம்
स्वयंचलित दिनचर्या,தானியங்கி வழக்கம்
स्वयंचलित प्रणाली पुनर्प्राप्ती,தானியங்கி கணினி மீட்பு
स्वयंचलित टेलर मशीन (एटीएम),தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM)
ऑटोमेशन,தானியங்கி
ऑटो प्ले,தானியங்கி
स्वयं जतन करा,தானாக சேமிக்கவும்
सहाय्यक,துணை
सहाय्यक मेमरी,துணை நினைவகம்
सहायक स्टोरेज,துணை சேமிப்பு
उपलब्ध यादी,கிடைக்கும் பட்டியல்
उपलब्ध वेळ,கிடைக்கும் நேரம்
सरासरी,சராசரி
awk (भाषा),awk (மொழி)
बॅकएंड,பின்தளம்
बॅकएंड प्रोसेसर,பின்தள செயலி
बॅकफेस काढणे,பின்முகத்தை அகற்றுதல்
पार्श्वभूमी प्रक्रिया,பின்னணி செயலாக்கம்
बॅकिंग स्टोअर,பேக்கிங் கடை
बॅकपॅचिंग,பின் இணைப்பு
बॅकस्पेस,பின்வெளி
बॅकट्रॅकिंग,பின்வாங்குதல்
बॅकअप,காப்புப்பிரதி
बॅकअप मेमरी,காப்பு நினைவகம்
मागास त्रुटी पुनर्प्राप्ती,பின்னோக்கி பிழை மீட்பு
ताळेबंद,இருப்புநிலை
बँड,இசைக்குழு
बँड रुंदी,பட்டை அகலம்
बँकरचा अल्गोरिदम,வங்கியாளர் வழிமுறை
बार कोड,பார் குறியீடு
बार कोड स्कॅनर,பட்டை குறி படிப்பான் வருடி
बार आलेख,சட்ட வரைபடம்
मूळ पत्ता,அடிப்படை முகவரி
बेस बँड,அடிப்படை இசைக்குழு
आधार क्रमांक,அடிப்படை எண்
बेस टेबल,அடிப்படை அட்டவணை
बेसिक,அடிப்படை
मूलभूत नियंत्रण,அடிப்படை கட்டுப்பாடு
मूलभूत इनपुट,அடிப்படை உள்ளீடு
मूलभूत सूचना,அடிப்படை அறிவுறுத்தல்
मूलभूत आउटपुट,அடிப்படை வெளியீடு
मूलभूत पायरी,அடிப்படை படி
तुकडी,தொகுதி
बॅच फाइल,தொகுதி கோப்பு
बॅच स्थिती,தொகுதி நிலை
बॅच प्रक्रिया,தொகுதி செயலாக்கம்
बॅच सिस्टम,தொகுதி அமைப்பு
बॉड,பாட்
बॉड दर,பாட் விகிதம்
तुळई,உத்திரம்
बेंचमार्क,அளவுகோல்
द्विदिश संप्रेषण,இருதரப்பு தொடர்பு
द्विदिश दुवा,இருதரப்பு இணைப்பு
बायनरी कोड,பைனரி குறியீடு
बायनरी अंक,பைனரி இலக்கம்
बायनरी इनपुट आउटपुट सिस्टम (BIOS),பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்)
बायनरी संख्या,பைனரி எண்
बायनरी ऑपरेटर,பைனரி ஆபரேட்டர்
बायनरी संबंध,பைனரி உறவு
बायनरी शोध,பைனரி தேடல்
बायनरी सर्च ट्री (BST),பைனரி தேடல் மரம் (BST)
बायनरी हस्तांतरण,பைனரி பரிமாற்றம்
बायनरी झाड,பைனரி மரம்
द्विध्रुवीय मेमरी,இருமுனை நினைவகம்
जन्म मृत्यू मॉडेल,பிறப்பு இறப்பு மாதிரி
जन्म मृत्यू प्रक्रिया,பிறப்பு இறப்பு செயல்முறை
बिट,பிட்
थोडा दोष,சிறிய தவறு
बिट नकाशा,பிட் வரைபடம்
बिट मॅप पिक्सेल (BMP),பிட் மேப் பிக்சல் (BMP)
बिट मॅट्रिक्स,பிட் மேட்ரிக்ஸ்
बिट नमुना,பிட் முறை
बिट स्थिती,பிட் நிலை
बिट दर,பிட் விகிதம்
ब्लॅक बॉक्स चाचणी,கருப்பு பெட்டி சோதனை
लुकलुकणे,கண் சிமிட்டுதல்
ब्लॉक,தொகுதி
ब्लॉक कॅशे,தொகுதி தற்காலிக சேமிப்பு
ब्लॉक चेक,தடுப்பு சோதனை
ब्लॉक कॉपी,தொகுதி நகல்
ब्लॉक आकृती,தொகுதி வரைபடம்
ब्लॉकिंग नेटवर्क,பிணையத்தைத் தடுக்கிறது
बोर्ड,பலகை
पुस्तक चिन्ह,புத்தககுறி
बुलियन बीजगणित,பூலியன் இயற்கணிதம்
बुलियन संबंध,பூலியன் உறவு
बूट विभाजन,துவக்க பகிர்வு
बूट strapping,பூட் ஸ்ட்ராப்பிங்
बूट-स्ट्रॅप लोडर,பூட்-ஸ்ட்ராப் ஏற்றி
पूल,பாலம்
ब्रॉडबँड नेटवर्किंग,பிராட்பேண்ட் நெட்வொர்க்கிங்
प्रसारण,ஒளிபரப்பு
रेडिओ प्रसारित करा,ஒலிபரப்பு வானொலி
ब्राउझ करा,உலவ
ब्राउझर,உலாவி
बी-वृक्ष,பி-மரம்
बबल मेमरी,குமிழி நினைவகம்
बबल क्रमवारी,குமிழி வகை
बादली,வாளி
मित्र प्रणाली,நண்பர் அமைப்பு
बजेट प्रभावी नियंत्रण,பட்ஜெட் பயனுள்ள கட்டுப்பாடு
बफर,தாங்கல்
किडा,பிழை
बस,பேருந்து
बाइट,பைட்
बाइट कोड,பைட் குறியீடு
c,c
C++,C++
कॅशे,தற்காலிக சேமிப்பு
कॅशे बफर,கேச் தாங்கல்
कॅशे मेमरी,கேச் நினைவகம்
गणना,கணக்கீடு
कॅल्क्युलेटर,கால்குலேட்டர்
कॅल्क्युलेटर चिप,கால்குலேட்டர் சிப்
कॉल,அழைப்பு
नावाने कॉल करा,பெயரால் அழைக்கவும்
संदर्भानुसार कॉल करा,குறிப்பு மூலம் அழைப்பு
मूल्यानुसार कॉल करा,மதிப்பு மூலம் அழைப்பு
व्हेरिएबल्सद्वारे कॉल करा,மாறிகள் மூலம் அழைப்பு
कॉल गेट,அழைப்பு வாயில்
रद्द करा,ரத்து செய்
रद्द करा बटण,ரத்து பொத்தான்
प्रामाणिक,நியமனம்
प्रामाणिक स्वरूप,நியமன வடிவம்
क्षमता,திறன்
क्षमता यादी,திறன் பட்டியல்
क्षमता,திறன்
कॅप्स लॉक की,தொப்பி பூட்டு விசை
कार्ड,அட்டை
कार्ड रीडर,கார்டு ரீடர்
मुख्यत्वे,கார்டினாலிட்டி
वाहक,கேரியர்
वाहक बँड,கேரியர் பேண்ட்
वाहक लोड,கேரியர் சுமை
वाहक सिग्नल,கேரியர் சிக்னல்
वाहक लहर,கேரியர் அலை
वाहून नेणे,சுமந்து செல்
कॅरी अंक,இலக்கத்தை எடுத்துச் செல்லுங்கள்
ध्वज घेऊन जा,கொடியை ஏந்தி
काडतूस डिस्क,கெட்டி வட்டு
कॅस्केड,அருவி
केस,வழக்கு
कॅथोड रे ट्यूब (सीआरटी),கத்தோட் கதிர் குழாய் (CRT)
कॅथोड रे ट्यूब (सीआरटी),கேத்தோடு கதிர் குழாய் (CRT)
CD ROM डिस्क ड्राइव्ह,CD ROM வட்டு இயக்கி
सेल,செல்
सेल अॅनिमेशन,செல் அனிமேஷன்
भ्रमणध्वनी,கை பேசி
केंद्रीय स्मृती,மைய நினைவகம்
सेंट्रल प्रोसेसिंग युनिट (CPU),மத்திய செயலாக்க அலகு (CPU)
केंद्रीकृत प्रणाली,மையப்படுத்தப்பட்ட அமைப்பு
प्रमाणित टेप,சான்றளிக்கப்பட்ட நாடா
साखळी,சங்கிலி
साखळी डेटा,சங்கிலி தரவு
साखळी दुवा,சங்கிலி இணைப்பு
चेनिंग,சங்கிலியிடுதல்
चॅनल,சேனல்
चॅनेल व्यस्त टोन,சேனல் பிஸியான தொனி
चॅनेल क्षमता,சேனல் திறன்
चॅनेल नियंत्रक,சேனல் கட்டுப்படுத்தி
चॅनेल त्रुटी,சேனல் பிழை
चॅनेल कार्यक्रम,சேனல் நிரல்
चॅनेल विश्वसनीयता,சேனல் நம்பகத்தன்மை
चॅनेल सेट,சேனல் தொகுப்பு
वर्ण,பாத்திரம்
वर्ण कोड,எழுத்து குறியீடு
वर्ण की,எழுத்து திறவுகோல்
वर्ण वाचक,பாத்திர வாசகர்
वर्ण आकार,எழுத்து அளவு
तक्ता,விளக்கப்படம்
चेसिस,சேஸ்பீடம்
बिट तपासा,சோதனை பிட்
चेक अंक,எண்ணை சரிபார்க்க
बेरीज तपासा,காசோலை தொகை
शब्द तपासा,சரிபார்ப்பு வார்த்தை
चिप,சிப்
चिप संच,சிப் தொகுப்பு
निवडा,தேர்வு
रंगीत,வர்ண ரீதியாக
सिफर,மறைக்குறியீடு
सर्किट,சுற்று
परिपत्रक यादी,வட்ட பட்டியல்
सायरस,சிரஸ்
उद्धरण,மேற்கோள்
वर्ग,வர்க்கம்
वर्ग व्हेरिएबल,வர்க்க மாறி
वर्गीकरण,வகைப்பாடு
स्पष्ट,தெளிவானது
स्पष्ट क्षेत्र,தெளிவான பகுதி
साफ चॅनेल,தெளிவான சேனல்
क्लिक करा,கிளிக் செய்யவும்
ग्राहक,வாடிக்கையாளர்
क्लायंट सर्व्हर,கிளையன்ட் சர்வர்
क्लायंट स्टब,கிளையன்ட் ஸ்டப்
क्लिप आर्ट,சிறு படம்
क्लिप आर्ट लायब्ररी,கிளிப் ஆர்ட் நூலகம்
क्लिप बोर्ड,கிளிப் போர்டு
क्लिपर,கிளிப்பர்
क्लिपर चिप,கிளிப்பர் சிப்
गट,குழு
घड्याळ,கடிகாரம்
घड्याळ चक्र,கடிகார சுழற்சி
घड्याळ वारंवारता,கடிகார அதிர்வெண்
घड्याळ हार्डवेअर,கடிகார வன்பொருள்
घड्याळाची नाडी,கடிகார துடிப்பு
घड्याळाचा वेग,கடிகார வேகம்
घड्याळ सिंक्रोनाइझेशन,கடிகார ஒத்திசைவு
घड्याळाची टिक,கடிகார டிக்
क्लोन,குளோன்
बंद,நெருக்கமான
क्लोज सर्किट टीव्ही (सीसीटीव्ही),க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி)
बंद,மூடல்
क्लाउड संगणन,கிளவுட் கம்ப்யூட்டிங்
क्लस्टर,கொத்து
लेपित कार्ड,பூசிய அட்டை
लेपित कागद,பூசிய காகித
समाक्षीय,கோஆக்சியல்
समाक्षीय केबल,கோஆக்சியல் கேபிள்
कोडासिल,கோடாசில்
कोड,குறியீடு
कोड जनरेटर,குறியீடு உற்பத்தியாளர்
कोड पृष्ठ,குறியீடு பக்கம்
कोड शब्द,குறியீட்டு வார்த்தை
कोडर,குறியீட்டாளர்
कोडिंग तपासणी,குறியீட்டு சோதனை
कोडिंग फॉर्म,குறியீட்டு வடிவம்
कोडिंग शीट,குறியீட்டு தாள்
गुणांक,குணகம்
सुसंगतता,இணக்கத்தைப்
थंड बूट,குளிர் துவக்க
थंड सुरुवात,குளிர் ஆரம்பம்
सहयोग,இணைந்து
कोसळणे,சரிவு
कोलेट,இணை
कोलेट टेप,கோலேட் டேப்
टक्कर,மோதல்
कोलन,பெருங்குடல்
रंग (रंग),நிறம் (நிறம்)
रंग संपृक्तता,வண்ண செறிவு
रंग टेबल,வண்ண அட்டவணை
स्तंभ,நெடுவரிசை
संयोजन,சேர்க்கை
कॉम्बो बॉक्स,சேர்க்கை பெட்டி
आज्ञा,கட்டளை
कमांड बटण,கட்டளை பொத்தான்
आदेश यादी,கட்டளை பட்டியல்
टिप्पणी,கருத்து
वचनबद्धता,அர்ப்பணிப்பு
वस्तू,பண்டம்
कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल),பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்)
सामान्य त्रुटी,பொதுவான பிழை
सामान्य भाषा,பொது மொழி
सामान्य दिनचर्या,பொதுவான வழக்கம்
संवाद,தொடர்பு
संप्रेषण लाइन,தொடர்பு வரி
संप्रेषण मोड,தொடர்பு முறை
संप्रेषण नेटवर्क,தொடர்பு நெட்வொர்க்
संप्रेषण पॅरामीटर,தொடர்பு அளவுரு
संप्रेषण प्रणाली,தொடர்பு அமைப்பு
कॉम्पॅक्शन,சுருக்கம்
साथीदार,தளபதி
companding,இணைத்தல்
कंपनी नेटवर्क,நிறுவனத்தின் நெட்வொர்க்
तुलना चाचणी,ஒப்பீட்டு சோதனை
सुसंगतता,பொருந்தக்கூடிய தன்மை
सुसंगत,இணக்கமான
संकलन,தொகுத்தல்
संकलित करा आणि जा,தொகுத்து செல்ல
संकलक,தொகுப்பி
कंपाइलर भाषा,தொகுக்கும் மொழி
पूरक,நிரப்பு
दहावर पूरक,நிரப்பு-பத்து
पूरक,பூர்த்தி செய்பவர்
पूर्ण वाहून,முழு சுமந்து
जटिल,சிக்கலான
जटिल संख्या,சிக்கலான எண்
घटक,கூறு
घटक ऑब्जेक्ट मॉडेल (COM),கூறு பொருள் மாதிரி (COM)
संमिश्र,கூட்டு
रचना,கலவை
संगणकीय,கணக்கீட்டு
संगणक,கணினி
संगणक केंद्र,கணினி மையம்
संगणक तज्ञ,கணினி நிபுணர்
संगणक ग्राफिक्स,கணினி வரைகலை
संगणक सूचना,கணினி அறிவுறுத்தல்
संगणक भाषा,கணினி மொழி
संगणक नेटवर्क,கணினி வலையமைப்பு
संगणक शास्त्र,கணினி அறிவியல்
संगणक सुरक्षा,கணினி பாதுகாப்பு
संगणक सिम्युलेटन,கணினி உருவகப்படுத்துதல்
संगणक तज्ञ,கணினி நிபுணர்
संगणकीकरण,கணினிமயமாக்கல்
संगणकतज्ज्ञ,கணினி நிபுணர்
संगणकीकरण,கணினிமயமாக்கு
संगणन,கம்ப்யூட்டிங்
संकल्पना,கருத்து
एकरूपता,ஒத்திசைவு
समवर्ती,ஒரே நேரத்தில்
कंडिशन व्हेरिएबल,நிலை மாறி
सशर्त ऑपरेटर,நிபந்தனை ஆபரேட்டர்
सशर्त विधान,நிபந்தனை அறிக்கை
कंडक्टर,நடத்துனர்
कॉन्फरन्सिंग,மாநாடு
गोपनीयता,இரகசியத்தன்மை
कॉन्फिगरेशन,கட்டமைப்பு
गर्दी,நெரிசல்
संयोग,இணைப்பு
गती कनेक्ट करा,இணைப்பு வேகம்
कनेक्शन,இணைப்பு
कनेक्शन कमी संप्रेषण,இணைப்பு குறைவான தொடர்பு
कनेक्शन प्रकाशन,இணைப்பு வெளியீடு
कनेक्टिव्हिटी,இணைப்பு
कनेक्टर,இணைப்பான்
सलग,தொடர்ச்சியாக
परिणामी,அதன் விளைவாக
कन्सोल,பணியகம்
एकत्रीकरण,ஒருங்கிணைப்பு
स्थिर,நிலையான
सतत सूचना,நிலையான அறிவுறுத்தல்
मर्यादा,கட்டுப்பாடு
बांधकाम करणारा,கட்டமைப்பாளர்
कंटेनर,கொள்கலன்
सामग्री,உள்ளடக்கம்
संदर्भ,சூழல்
संदर्भ मुक्त व्याकरण (CFG),சூழல் இலவச இலக்கணம் (CFG)
संदर्भ स्विच,சூழல் சுவிட்ச்
आकस्मिकता,தற்செயல்
आकुंचन,சுருக்கம்
कॉन्ट्रास्ट,மாறுபாடு
नियंत्रण,கட்டுப்பாடு
नियंत्रण क्षेत्र,கட்டுப்பாட்டு பகுதி
नियंत्रण बिट,கட்டுப்பாட்டு பிட்
नियंत्रण बस,கட்டுப்பாட்டு பேருந்து
नियंत्रण कार्ड,கட்டுப்பாட்டு அட்டை
नियंत्रण सर्किट,கட்டுப்பாட்டு சுற்று
नियंत्रण चक्र,கட்டுப்பாட்டு சுழற்சி
नियंत्रण अभियांत्रिकी,கட்டுப்பாட்டு பொறியியல்
नियंत्रण की,கட்டுப்பாட்டு விசை
नियंत्रण तर्क,கட்டுப்பாட்டு தர்க்கம்
नियंत्रण लूप,கட்டுப்பாட்டு வளையம்
नियंत्रण चिन्ह,கட்டுப்பாட்டு குறி
नियंत्रण ऑपरेशन,கட்டுப்பாட்டு செயல்பாடு
नियंत्रण पॅनेल,கட்டுப்பாட்டு குழு
नियंत्रण सिग्नल,கட்டுப்பாட்டு சமிக்ஞை
नियंत्रण स्विच,கட்டுப்பாட்டு சுவிட்ச்
नियंत्रण टेप,கட்டுப்பாட்டு நாடா
नियंत्रण टर्मिनल,கட்டுப்பாட்டு முனையம்
कंट्रोल युनिट (CU),கட்டுப்பாட்டு அலகு (CU)
अभिसरण,ஒன்றிணைதல்
संभाषण,உரையாடல்
संवादात्मक वेळ सामायिकरण,உரையாடல் நேரப் பகிர்வு
रूपांतरण,மாற்றம்
कनवर्टर,மாற்றி
कुकचे प्रमेय,குக் தேற்றம்
सह-प्रोसेसर,இணை செயலி
कॉपी,நகல்
कॉपीराइट,பதிப்புரிமை
दोरखंड,தண்டு
कॉर्डलेस टेलिफोन,கம்பியில்லா தொலைபேசி
परिणाम,தொடர்ச்சி
दुरुस्ती,திருத்தம்
भ्रष्ट,சிதைக்கப்பட்டது
मोजणे,எண்ணிக்கை
काउंटर,கவுண்டர்
राष्ट्र संकेतांक,நாட்டின் குறியீடு
सहप्रसरण,இணை மாறுபாடு
कव्हरेज,கவரேஜ்
आपटी,விபத்து
गंभीर मार्ग,முக்கியமான பாதை
गंभीर मार्ग पद्धत (CPM),முக்கியமான பாதை முறை (CPM)
फेर पडताळणी,குறுக்கு சோதனை
क्रॉस कंपाइलर,குறுக்கு கம்பைலர்
