Kannada,Bengali
ನುಗ್ಗುವಿಕೆ,অনুপ্রবেশ
ಹೊರಹೀರುವಿಕೆ,শোষণ
ಮುಂದೆ,এগিয়ে
ಪ್ರಗತಿಪರ,প্রগতিশীল
"ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)","আকাশী, ভাইভা (v.), বায়বীয় (ed.)"
ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್,অ্যান্টেনা প্রবাহ
ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ,বায়বীয় জরিপ
ಗಾಳಿಯ ವೇಗ,বায়ু বেগ
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ,এরোডাইনামিক সহগ
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ,এরোডাইনামিক
ವಾಯುಬಲವಿಜ್ಞಾನ,বায়ুগতিবিদ্যা
ಏರೋನಾಟಿಕಲ್,বৈমানিক
ಏರೋನಾಟಿಕ್ಸ್,বৈমানিক
ಗಾಳಿಯ ನಾಡಿ,বায়ু নাড়ি
"ವಾತಾವರಣ, ಅನಿಲಗೋಳ","বায়ুমণ্ডল, গ্যাসোস্ফিয়ার"
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,ফোকাস সিস্টেম
ಹಿಂಭಾಗದ ದಹನ,পিছনে ইগনিশন
ಹಿಂಬದಿ ಬೆಳಕು,পিছনের আলো
ಕನ್ಕ್ಯುಶನ್,আঘাত
"ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ","বয়স, বয়স, বয়স, যুগ (সম্পাদনা), সময়কে প্রভাবিত করতে (ভার।), সময়, সময়ের দ্বারা প্রভাবিত হওয়া"
ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ,সময় প্রভাবিত
"ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ","বার্ধক্য, বার্ধক্য"
ಸಮಯದ ಪರಿಣಾಮ,সময়ের প্রভাব
ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,সময় প্রভাব পরীক্ষা
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ,মাধ্যাকর্ষণহীন
ಸಮನ್ವಯ,পুনর্মিলন
"ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್","বায়ুবাহিত রাডার, বায়বীয় রাডার"
"ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ","বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য"
ವಾಯು ಉಸಿರಾಟಕಾರಕ,বায়ু শ্বাসযন্ত্র
ಹವಾನಿಯಂತ್ರಣ,এয়ার কন্ডিশনিং
ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,এয়ারক্রু ট্রান্সফরমার
ವಿಮಾನ,বিমান
ಜೋಡಣೆ,প্রান্তিককরণ
ಜೋಡಣೆ ದೋಷ,প্রান্তিককরণ ত্রুটি
ಲೈವ್ ಸರ್ಕ್ಯೂಟ್,লাইভ সার্কিট
ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ,সম্পূর্ণ কাচের টিউব
ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ,পুরো ধাতব টিউব
ಸರಿಪಡಿಸಲು,ঠিক করতে
"ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)","মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)"
ಮಿಶ್ರತ್ವಾನ್,mishratvan
ಸರ್ವತ್ರ ಮಾಧ್ಯಮ,সর্বব্যাপী মাধ্যম
ಓಮ್ನಿ ಆಂಟೆನಾ,ওমনি অ্যান্টেনা
ಪಂಚಾಂಗ,পঞ্জিকা
ಆಲ್ಫಾ,আলফা
ಆಲ್ಫಾ ಚಟುವಟಿಕೆ,আলফা-ক্রিয়াকলাপ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,আলফানিউমেরিক
ಆಲ್ಫಾ ಕಿರಣ,আলফা রশ্মি
ಬದಲಾವಣೆ,পরিবর্তন
"ಪರ್ಯಾಯ, ಪರ್ಯಾಯ","বিকল্প, বিকল্প"
ಆವರ್ತಕ,বিকল্প
ಅಲ್ಟಿಮೀಟರ್,altimeter
ಅಲ್ಟಿಮೀಟರ್,altimeter
ಆಲ್ಟೈಮೆಟ್ರಿ,অলটাইমেট্রি
"ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU),অ্যারিথমেটিক রিজনিং ইউনিট (ALU)
ಅಮೇಟ್ ನಿಯಮ,amaget নিয়ম
ಪರಿಸರ,পরিবেশ
ಅಮಿಕ್ರಾನ್,অ্যামিক্রন
ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ,অ্যামিটার
ಆಂಪಿಯರ್,অ্যাম্পিয়ার
ಆಂಪಿಯರ್-ಕಾನೂನು,অ্যাম্পিয়ার-ল
ಉಭಯಚರ ಅಯಾನು,উভচর আয়ন
ವರ್ಧನೆ,পরিবর্ধন
ಆಂಪ್ಲಿಫಯರ್,পরিবর্ধক
"ಕೋನ, ಆಯಾಮ","কোণ, মাত্রা"
ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ),ক এম.উ. (পারমাণবিক ভর একক)
ಹೊಂದಬಲ್ಲ,উপযুক্ত
ಸಾದೃಶ್ಯ,সাদৃশ্য
ವಿಶ್ಲೇಷಕ,বিশ্লেষক
ವಿಶ್ಲೇಷಣೆ,বিশ্লেষণ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ,বিশ্লেষণাত্মক
ಪಾಯಿಂಟ್ ಅಲ್ಲದ,অ-বিন্দু
ಅಸಂಗತ,অস্বাভাবিক
ಮತ್ತು ಬಾಗಿಲು,এবং দরজা
ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ,অ শাব্দিক
ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,অস্বাভাবিক স্থিতিস্থাপকতা
ಜಲರಹಿತ,নির্জল
ಕೋನ,কোণ
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,অ্যাংস্ট্রম ইউনিট
ಕೋನೀಯ,কৌণিক
ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್,প্রটেক্টর ভার্নিয়ার
ವಿವಾದಾತೀತ,বিতর্কিত
ಗೌರವವಿಲ್ಲದ,অসম্মান
ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ,অ্যাক্রোম্যাটিক চুম্বকীয়করণ
ಆಲಸ್ಯ,শিথিল
ಅಯಾನ್,anion
ಅಸಮ್ಮಿತ,অপ্রতিসম
ಐಸೊಟ್ರೊಪಿಕ್,আইসোট্রপিক
ಐಸೊಟ್ರೋಪಿಸಮ್,আইসোট্রপিজম
ಅಳಿಸುವಿಕೆ,মুছে ফেলা
ನಿರೂಪಕ,বর্ণনাকারী
ಆನೋಡ್,অ্যানোড
ಆನೋಡೈಸೇಶನ್,anodization
ಅಸಮಂಜಸ,অসামঞ্জস্যপূর্ণ
ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್,অপটিক্যাল সিস্টেম
ಆಂಟೆನಾ,অ্যান্টেনা
ಆಂಟಿಬೆರಿಯನ್,antiberion
ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ,বিরোধী বন্ধন সম্পত্তি
ಕೌಂಟರ್ ಬಾಂಡ್,পাল্টা বন্ড
ಹಿಮ್ಮುಖ ಶಕ್ತಿ,বিপরীত শক্তি
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್,ডায়ম্যাগনেটিক
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು,ডায়ম্যাগনেটিক উপাদান
ವಿರೋಧಿ ಉರಿಯೂತ,প্রদাহ বিরোধী
ಗುರುತ್ವ ವಿರೋಧಿ,বিরোধী মাধ্যাকর্ষণ
antilamda ಕಣ,antilamda কণা
ಅಲೆಲೆಪ್ಟನ್,এলিলেপ্টন
ಕಾಂತೀಯ,ডায়ম্যাগনেটিক
ಆಂಟಿಮಾಟರ್,প্রতিপদার্থ
ವಿರೋಧಿ ಕ್ಷಿಪಣಿ,ক্ষেপণাস্ত্র বিরোধী
ಆಂಟಿನ್ಯೂಟ್ರಾನ್,অ্যান্টিনিউট্রন
ಮಿಡಿಯುತ್ತಿದೆ,স্পন্দনশীল
ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್,অ্যান্টিনিউক্লিয়ন
ಪ್ರತಿಕಣ,প্রতিকণা
ಆಂಟಿಪ್ರೋಟಾನ್,অ্যান্টিপ্রোটন
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ,প্রতিফলক
ಆಂಟಿಸಮ್ಮಿತೀಯ,প্রতিসম
ಮರುಕಳಿಸುವುದಿಲ್ಲ,অ পুনরাবৃত্ত
ಅನಾಕ್ರೊನಿಸಮ್,anachronism
ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
ದ್ವಾರಕ್,দ্বারক
"ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ","শীর্ষ, শীর্ষ, সামনে"
"ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್","সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
ನಿರಾಸಕ್ತಿ ಲೇಸ್,উদাসীন লেইস
ಕರುಣಾಜನಕವಲ್ಲದ,অ করুণ
ಅಂಗವೈಕಲ್ಯವಲ್ಲದ,অ-অক্ষমতা
ಬಹಳ ವರ್ಣರಹಿತ,খুব অ্যাক্রোমেটিক
"ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ","land-high, apogee"
"ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ","nonpolar, circumpolar"
ಪರಧ್ರುವೀಯತೆ,parapolarity
ಸಾಧನ,যন্ত্র
"ವಾಸ್ತವ, ದೃಶ್ಯ","ভার্চুয়াল, ভিজ্যুয়াল"
ಗೋಚರ ಸೂರ್ಯ,দৃশ্যমান সূর্য
ದೃಶ್ಯ ಸಮಯ,চাক্ষুষ সময়
ಹೊರಹೊಮ್ಮುವ ನೋಟ,উদ্ভূত চেহারা
ಅಪ್ಲಿಕೇಶನ್,আবেদন
ಅನ್ವಯಿಸುವಿಕೆ,প্রযোজ্যতা
ಅನ್ವಯಿಸಲಾಗಿದೆ,প্রয়োগ করা
ಗಮನಿಸಬಹುದಾದ,পর্যবেক্ষণযোগ্য
ಅನುಸಂಧಾನ,পন্থা
"ಹತ್ತಿರ, ಸುಮಾರು","কাছাকাছি, প্রায়"
ಅಂದಾಜು,অনুমান
ಆವಿಯ ಒತ್ತಡ,বাষ্পের চাপ
ಸ್ವಯಂಪ್ರೇರಿತ,স্বেচ্ছায়
"ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್","চাপ চুল্লি, চাপ চুল্লি"
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,আর্কিমিডিসের আইন
ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್,স্থাপত্য শাব্দবিদ্যা
ಆರ್ಕ್ ದೀಪ,চাপ বাতি
ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್,আর্ক-স্পেকট্রাম
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","এলাকা, এলাকা"
"ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ","আঞ্চলিক, আঞ্চলিক"
"ತೋಳು, ತೋಳು, ಶಾಖೆ","হাত, বাহু, শাখা"
ಹವ್ಯಾಸಿ,অপেশাদার
"ವ್ಯೂಹ, ವ್ಯೂಹ","অ্যারে, অ্যারে"
ರಿಸೀವರ್,রিসিভার
ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ,উচ্চারণ স্বচ্ছতা
ಸಂಶ್ಲೇಷಿತ,সিন্থেটিক
ಕೃತಕ ರೂಪಾಂತರ,কৃত্রিম রূপান্তর
ಆರೋಹಣ,আরোহী
ಆರೋಹಣ,আরোহণ
ಹತ್ತುವುದು,আরোহণ
ಆಗೋಲಿ,আগলি
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,সমষ্টি
ಜೊತೆ,এর সেট
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","সমাবেশ, সমাবেশ"
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","একত্রিত করা, একত্রিত করা, একত্রিত করা"
ನಿಖರವಾದ ಅಂದಾಜು,নির্ভুল অনুমান
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು,নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
"ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ","সম্পর্কিত, সহযোগী, সংঘবদ্ধ"
ಸ್ವರ ಧ್ವನಿ,স্বরধ্বনি
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
ಅಸ್ತೇನಿಕ್,অ্যাস্থেনিক
"ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್","পরিহার, দৃষ্টিভঙ্গি"
ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,মহাকাশ ভ্রমণ ইলেকট্রনিক্স
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,জ্যোতির্পদার্থবিদ্যা
ಗಗನಯಾತ್ರಿ,মহাকাশচারী
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,জ্যোতির্বিজ্ঞানী
ಆಕಾಶ,স্বর্গীয়
ಖಗೋಳಶಾಸ್ತ್ರ,জ্যোতির্বিদ্যা
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,জ্যোতির্পদার্থবিদ্যা
ಅಸಮ್ಮಿತ,অপ্রতিসম
ಲಕ್ಷಣರಹಿತ,অ্যাসিম্পোটিক
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,উত্তেজক
ಅಸಮಕಾಲಿಕ,অ্যাসিঙ্ক্রোনাস
"ವಾತಾವರಣ, ವಾತಾವರಣ","বায়ুমণ্ডল, বায়ুমণ্ডল"
ವಾತಾವರಣದ,বায়ুমণ্ডলীয়
ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ,বায়ু অশান্তি
ಪರಮಾಣು,পারমাণবিক
ಪರಮಾಣು,পারমাণবিক
ಪರಮಾಣುತ್ವ,পারমাণবিকতা
ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ,পারমাণবিক ভর
ಪರಮಾಣು ಸಂಖ್ಯೆ,পারমাণবিক সংখ্যা
"ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ","পারমাণবিক চুল্লি, পারমাণবিক গাদা"
ಪರಮಾಣು,পারমাণবিক
ಕಣ,কণা
ಕಣ,কণা
ಕ್ಷೀಣತೆ,ক্ষয়
"ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು","attenuating, attenuating"
ಮೋಡಿ,কবজ
ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ,আকর্ষণ শক্তি
ಶ್ರವ್ಯತೆ,শ্রবণযোগ্যতা
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ಶ್ರವ್ಯ,শ্রবণযোগ্য
ಆಡಿಯೋ ಜನರೇಟರ್,অডিও জেনারেটর
ಶ್ರವಣ ಗ್ರಾಫ್,শ্রবণযোগ্যতা গ্রাফ
ಶ್ರವಣ ವಿಜ್ಞಾನ,শ্রবণ বিজ্ঞান
ಆಡಿಯೋಮೀಟರ್,অডিওমিটার
ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
ಧ್ವನಿ ಸಂಕೇತ,শব্দ সংকেত
ಶ್ರವ್ಯ-ದೃಶ್ಯ,অডিও-ভিজ্যুয়াল
"ಸಭಾಂಗಣ, ಸಭಾಂಗಣ","অডিটোরিয়াম, অডিটোরিয়াম"
OZ ಪರಿಣಾಮ,ওজেড ইফেক্ট
ಪ್ರಚಾರ,পদোন্নতি
ವರ್ಧಕ,বর্ধক
ಧ್ರುವ ಜ್ವಾಲೆ,মেরু শিখা
ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ,দক্ষিণ মেরু শিখা
ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ,উত্তর মেরু শিখা
ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ,স্বয়ংক্রিয় সতর্কতা
ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ,স্বয়ংক্রিয় সমান্তরালকারী
"ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ","স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়"
"ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ","অটোমেশন, অটোমেশন"
"ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ","সহকারী, সমবায়, অতিরিক্ত"
"ಅವದಾವ, ಅವಲಾಂಚೆ","অবদাভা, তুষারপাত"
"ಅರ್ಥ, ಅರ್ಥ","মানে, মানে"
ಪರಿವಾರನ್,পরিবার
ಅಕ್ಷೀಯ,অক্ষীয়
ಅಕ್ಷರೇಖೆ,অক্ষ
ಅಜಿಮುತ್,আজিমুথ
ಅಜಿಮುತ್,আজিমুথ
ಹಿಂದೆ,পেছনে
"ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ","পটভূমি, পটভূমি"
"ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ","পশ্চাৎপদ, পশ্চাৎপদ"
ತಿರುವು,পরিবর্তন
ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್,ব্যাক ভোল্টেজ পালসার
ನಂತರದ ಸಂಬಂಧ,সম্পর্ক পরবর্তী
ಮರುಪಾವತಿ,প্রতিদান
ವಿರೋಧಿ ವೋಲ್ಟೇಜ್,বিরোধী ভোল্টেজ
ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ,পোস্টেরিয়র স্ক্যাটারিং
ತೆರಪಿನ ಅಲೆ,অন্তর্বর্তী তরঙ্গ
ಇನ್ಸುಲೇಟರ್,অন্তরক
ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ,প্যারাশুট জাম্প
ಬಿಸಿ,গরম করার
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
ಬ್ಯಾಲೆನ್ಸರ್,ব্যালেন্সার
ಸಮತೋಲನ,ভারসাম্য
ಗೋಳಾಕಾರದ,গ্লাবুল
"ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್","ব্যালিস্টিক, ব্যালিস্টিক"
"ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್, ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್","প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার"
ಕ್ಷಿಪಣಿ,মিসাইল
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","ব্যালিস্টিক, অস্ত্র"
ಪ್ರೊಜೆಕ್ಷನ್,অভিক্ষেপ
ಉಚಿತ ಪಥ,বিনামূল্যে পথচলা
"ಬಲೂನ್, ಬಲೂನ್","বেলুন, বেলুন"
ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,balmer discontinuity
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್","ব্যান্ড, ব্যান্ড, ব্যান্ড"
ಸ್ಫೋಟ,বিস্ফোরণ
"ವ್ಯೂಹ, ಕಿರಣ, ತೀರ, ದಂಡೆ, ಕರಾವಳಿ","অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল"
