Tamil,Marathi
பச்சனல் பக்தர்,बचनाल भक्त
பச்சனாலியா,बचनालिया
இளங்கலை,बॅचलर
பாக்தாத் ஒப்பந்தம்,बगदाद करार
பால்கன் லீக்,बाल्कन लीग
பால்கன் ஒப்பந்தம்,बाल्कन करार
பால்கன் போர்கள்,बाल्कन युद्धे
பால்டிக் ஒப்பந்தம்,बाल्टिक करार
கொள்ளைக்காரன்,डाकू
பாண்டுங் மாநாடு,बांडुंग परिषद
நாடுகடத்தல்,हद्दपार
பதாகை,बॅनर
காட்டுமிராண்டித்தனம்,रानटी
பார்பிகன்,बार्बिकन
பர்தோலி சத்தியாகிரகம்,बारडोली सत्याग्रह
பார்ன் பர்னர்ஸ்,धान्याचे कोठार बर्नर्स
பரோன்,जहागीरदार
பாரோனேஜ்,बॅरोनेज
பரோன்ஸ் மேஜர்கள்,Barones majores
பரோன்ஸ் மைனர்கள்,बॅरोन्स अल्पवयीन
பரோனஸ்,जहागीरदार
பரோனெட்,बॅरोनेट
பரோனேடேஜ்,बॅरोनेटेज
பரோனேடேஜ்,बॅरोनेटेज
பேரோனெட்டி,बॅरोनेटसी
பேரோனி,बॅरोनी
பாராகூன்,बॅराकून
பாராகூன்,बॅराकून
தடுப்பு (=பேரிகாடோ),बॅरिकेड (= बॅरिकेडो)
தடுப்பு (=பேரிகாடோ),बॅरिकेड (= बॅरिकेडो)
தடுப்பு (=பேரிகாடோ),बॅरिकेड (= बॅरिकेडो)
அடிப்படை முகாம்,बेस कॅम्प
பேராலயம்,बॅसिलिका
பேராலயம்,बॅसिलिका
பஸ்திலா,बॅस्टिला
பாஸ்டில்,बॅस्टिल
பாஸ்டில்,बॅस्टिल
மின்கலம்,बॅटरी
போர்,लढाई
போர்-வரிசை,Batlle-array
யுத்த அழுகுரல்,लढाई रडणे
போர் டின்,लढाई दिन
போர்க்களம்,युद्धक्षेत्र
போர் பாடல்,लढाई भजन
ஸ்பர்ஸ் போர்,स्पर्सची लढाई
ஸ்டாண்டர்ட் போர்,स्टँडर्डची लढाई
போர்க்கப்பல்,युद्धनौका
போர்க்கப்பல்-வலிமை,युद्धनौका-शक्ती
பேயுக்ஸ் சீலை,Bayeux टेपेस्ट्री
கலங்கரை விளக்கம்,बीकन
கலங்கரை விளக்கம் கோபுரம்,बीकन टॉवर
பீவர்,बीव्हर
பீவர்,बीव्हर
கடலின் பிச்சைக்காரர்கள்,समुद्राचे भिकारी
பெல்லிகோஸ்,बेलिकोज
பெல்லிகோஸ்,बेलिकोज
பெல்லிகோஸ்,बेलिकोज
பெல்கோசிட்டி,बेलिकोसिटी
பெல்லோனா,बेलोना
நன்மை,फायदा
குருமார்களின் பலன்,धर्मगुरूंचा लाभ
பெனலக்ஸ்,बेनेलक्स
பெர்லின் ஆணை,बर्लिन डिक्री
பெர்சர்கர்,बेसरकर
பெசன்ட் (=பெசண்ட்),बेझंट (=बेझंट)
பெத்தேல்,बेथेल
நூலாசிரியர்,बिब्लिओलेटर
புத்தக வழிபாடு,ग्रंथदिंडी
பெரிய பெர்தா,मोठा बर्था
மதவெறி,धर्मांध
பில்லெட்டிங்,बिलेटिंग
பில்,अटेंडरचे बिल
உரிமைகள் மசோதா,अधिकारांचे विधेयक
வாழ்க்கை வரலாற்றாசிரியர்,चरित्रकार
பிறப்பு கதைகள்,जन्मकथा
Bivouac,बिव्होक
Bivouac,बिव्होक
Bivouac,बिव्होक
பிசோனியா,बिझोनिया
கருப்பு பறவைகள்,काळा पक्षी
கருப்பு கொடி,काळा झेंडा
கருந்துளை,कृष्ण विवर
கருந்துளை,कृष्ण विवर
கருப்பு கால் (=சிரங்கு),काळा पाय (= खरुज)
கருப்பு சட்டை,काळा शर्ट
பிளேசன்,ब्लेझोन
பிளேசன்,ब्लेझोन
பிரகாசம்,झगमगाट
பிரகாசம்,झगमगाट
பிளிட்ஸ்கிரீக்,ब्लिट्झक्रीग
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),रक्तहीन क्रांती (=वैभवशाली क्रांती)
இரத்தம் கொண்டவர்,ब्लडवाईट
ப்ளடி மேரி,ब्लडी मेरी
நீலம்,निळा
நீல இரத்தம்,निळे रक्त
நீல புத்தகம்,निळे पुस्तक
நீல தலைப்பட்டை,निळी फीत
நீல தலைப்பட்டை,निळी फीत
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),ब्लूज (=रॉयल हॉर्स गार्ड)
நீல நிற சட்டை,निळा शर्ट
நீல நீர் பள்ளி,ब्लू वॉटर स्कूल
கட்டுப்பாட்டு வாரியம்,नियंत्रण मंडळ
உடல் கவசம்,शरीर चिलखत
போயர்,बोअर
கொள்ளை,लूट
பெருநகரம்,बरो
பவுல்யூடெரியன்,बुलेउटेरियन
போர்பன்,बोरबॉन
குத்துச்சண்டை வீரர் கிளர்ச்சி,बॉक्सर बंडखोरी
பிரேஸ்,ब्रेस
பிராசர்ட்,ब्रासर्ड
பிராசர்ட்,ब्रासर्ड
ரொட்டி காலனிகள்,ब्रेड वसाहती
மார்பக தட்டு,ब्रेस्ट प्लेट
மார்பக வேலை,स्तनाचे काम
ப்ரெட்வால்டா,ब्रेटवाल्डा
பிரிகாண்ட்,ब्रिगेंड
பிரிகாண்டேஜ்,दलाल
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),तपकिरी शर्ट (=नाझी)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
பஃப்,बफ
பஃப்,बफ
பஃப்-கோட்,बफ-कोट
பஃப்ஸ்,बफ्स
புலே (=சபை),बुले (=परिषद)
பர்கேஜ்,बर्गेज
பர்கெஸ்,बर्जेस
பைசண்டைன்,बायझँटाईन
பைசண்டைன் தேவாலயம்,बायझँटाईन चर्च
பைசண்டைன் பேரரசு,बायझँटाईन साम्राज्य
பைசண்டைன் சகாப்தம்,बायझँटाईन युग
பைசண்டைன் வரலாற்றாசிரியர்கள்,बायझँटाईन इतिहासकार
கபால்,कॅबल
சீசரிசம்,सीझरवाद
கலீஃபா,खलिफा
எழுத்தாளன்,कॅलिग्राफर
கையெழுத்து எழுதுபவர்,कॅलिग्राफिस्ट
எழுத்துக்கலை,कॅलिग्राफी
கால்ட்ராப்,कॅल्ट्रॉप
தோழமை,सौहार्द
கேமரிலா,कॅमरिला
கேமரிலா,कॅमरिला
கேமலாகம்,कॅमेलॅकम
உருமறைப்பு,क्लृप्ती
பிரச்சாரம்,मोहीम
முகாம் பின்பற்றுபவர்,शिबिराचे अनुयायी
காம்போ சாண்டோ,कॅम्पो सॅंटो
மார்டியஸ் வளாகம்,कॅम्पस मार्टियस
கேனபோரா,कॅनेफोरा
கங்கு,कॅंग्यू
பீரங்கி,तोफखाना
பீரங்கி தீவனம்,तोफ चारा
நியதி,कॅनन
நியதி சட்டம்,कॅनन कायदा
கனோபஸ் ஆணை,कॅनोपस डिक्री
ஆயுதங்களை ஏந்துதல்,कण्टिंग शस्त्र
கைதி,बंदिवान
பிடிப்பவன்,कॅप्टर
கார்டினல்,कार्डिनल
கார்ல்,कार्ल
கரோலிங்கியன் வம்சம்,कॅरोलिंगियन राजवंश
கார்த்தூசியன் பிரிவு,कार्थुशियन पंथ
கார்டோசா,कार्टोसा
காஸ்ட்லியன்,कॅस्टेलियन
காஸ்ட்லியன்,कॅस्टेलियन
சாதி அமைப்பு,जाती व्यवस्था
கோட்டை,वाडा
கோட்டை,वाडा
கோட்டை நகரம்,वाड्याचे शहर
காஸ்ட்ரா,कास्त्रा
காஸ்ட்ரா,कास्त्रा
கதீட்ரா,कॅथेड्रा
கதீட்ரல்,कॅथेड्रल
கேட்டோ ஸ்ட்ரீட் சதி,केटो स्ट्रीट कट
காடிலோ,कौडिल्लो
காவலர்,घोडेस्वार
காவலர்,घोडेस्वार
கவாலியர் பாராளுமன்றம்,घोडदळ संसद
அதுலாம் குகை,अदुल्लमची गुहा
குகை ஓவியம்,गुहा चित्रकला
குகை ஓவியம்,गुहा चित्रकला
சென்டம்விர்,सेंटमवीर
செஞ்சுரியன்,सेंच्युरियन
நூற்றாண்டு,शतक
சங்கிலி கவசம் (=செயின் மெயில்),साखळी चिलखत (=साखळी मेल)
சாந்த்ரி,चंत्री
சாந்த்ரி,चंत्री
அத்தியாய புத்தகம்,चॅप बुक
சாப்ளின்,धर्मगुरू
அத்தியாயம்,धडा
விபத்துகளின் அத்தியாயம்,अपघातांचा अध्याय
கட்டணம்,चार्ज करा
பொறுப்பாளர்கள்,चार्ज डी अफेयर्स
கட்டணம் பிரித்தல்,चार्ज विभाजन
சார்ஜர்,चार्जर
தேர்,रथ
தேரோட்டி,सारथी
தேரோட்டி,सारथी
தேரோட்டி,सारथी
தொண்டு சமையலறை,धर्मादाय स्वयंपाकघर
சாசனம்,सनद
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),चार्टिस्ट चळवळ (=चार्टिझम)
சார்ட்டோபிலாசியம்,चार्टोफिलेशियम
அரட்டை,Chateau
செக் போஸ்ட்,चेक पोस्ट
இரசாயனப் போர்,रासायनिक युद्ध
செஸ்டர்,चेस्टर
முதல்வர்,प्रमुख
தலைவன்,सरदार
தலைவன்,सरदार
தலைவன்,सरदार
சிஃப்பான்,शिफॉन
வீரம்,शौर्य
தேர்ந்தெடுக்கப்பட்ட மக்கள்,निवडलेले लोक
கிறிஸ்மோகிராஃபியன்,ख्रिसमोग्राफीन
கிறிஸ்தவமண்டலம்,ख्रिस्ती धर्म
கிறிஸ்தவ சகாப்தம்,ख्रिश्चन युग
கிறிஸ்தவ சோசலிசம்,ख्रिश्चन समाजवाद
நாளாகமம்,क्रॉनिकल
க்ரோனிக்லர்,क्रॉनिकलर
கிரைஸ் செர்சோனீஸ்,Chryse Chersonese
சிமிலியம்,सिमेलियम
Cinquecento உடை,Cinquecento शैली
சுற்றறிக்கை,परिक्रमा
சிஸ்டர்சியன் துறவி,सिस्टर्सियन साधू
கோட்டை,किल्ला
மேற்கோள்,उद्धरण
மேற்கோள்,उद्धरण
கீழ்ப்படியாமை,सविनय कायदेभंग
உள்நாட்டுப் போர்,नागरी युद्ध
சிவிஸ் ரோமானஸ்,सिव्हिस रोमनस
கிளாசிக்கல் வயது,शास्त्रीय वय
கிளெஃப்ட் (=கிளெஃப்ட்),Clepht (=klepht)
மதகுருத்துவம்,कारकुनीवाद
மதகுரு,लिपिक
க்ளூனியாக் இயக்கம்,क्लुनियाक हालचाली
கோட் கவசம்,कोट चिलखत
கோட் ஆஃப் ஆர்ம்ஸ்,अंगरखा
கோட் ஆஃப் ஆர்ம்ஸ்,अंगरखा
கோட் ஆஃப் ஆர்ம்ஸ்,अंगरखा
அஞ்சல் கோட்,मेलचा कोट
கோஹார்ட்,पलटण
கொமிடியா,कॉमिटिया
கொமிடியா செஞ்சுரியாட்டா,Comitia Centuriata
கொமிடியா குரியாட்டா,Comitia Curiata
கமிட்டியா திரிபுட்டா,कमिटीया ट्रिबुटा
நினைவு வளைவு,स्मारक कमान
நினைவு நாணயம்,स्मारक नाणे
நினைவு முத்திரை,स्मारक शिक्का
பொதுவான புலம்,सामान्य फील्ड
கம்யூனார்ட்,Communard
கான்கார்டாட்,कॉन्कॉर्डॅट
கான்கார்டாட்,कॉन्कॉर्डॅट
காண்டோட்டியர்,कॉन्डोटिएरे
உறுதிப்படுத்தல் கார்டரம்,पुष्टीकरण कार्टारम
மோதல்,संघर्ष
சபை,मंडळी
மாநிலத்தை வென்றது,जिंकणारे राज्य
வெற்றியாளர்,जिंकणारा
வெற்றியாளர்,जिंकणारा
கான்சிலியம்,कॉन्सिलियम
கன்சிஸ்டரி,कंसिस्टरी
சதி,षडयंत्र
சதி,षडयंत्र
துாதரகம்,वाणिज्य दूतावास
ஆலோசனை புத்தகம்,सल्लामसलत पुस्तक
கான்டினென்டல் அமைப்பு,खंडीय प्रणाली
மாநாடு பாராளுமன்றம்,अधिवेशन संसद
காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
காப்பிஹோல்ட்,कॉपीहोल्ड
சுற்றிவளைத்தல்,कोर्डनिंग
கொரோனா,कोरोना
முடிசூட்டு விழா,राज्याभिषेक
முடிசூட்டுக்கல்,राज्याभिषेक दगड
கார்பஸ்,कॉर्पस
கோர்செயர்,Corsair
கோர்செயர்,Corsair
கோர்செட் (=கோர்செலெட்),कॉर्सेट (=कॉर्सलेट)
கோர்டெஸ்,कोर्टेस
கோட்டர் (=கோட்டியர்),कोटर (=कोटीर)
கோட்டர் (=கோட்டியர்),कोटर (= cottier)
பலடினேட் எண்ணுங்கள்,काउंट पॅलेटिनेट
நாட்டு வீடு,देशाचे घर
மாவட்டம்,परगणा
கவுண்டி பரோ,काउंटी बरो
மாவட்ட நீதிமன்றங்கள்,काउंटी न्यायालये
கவுண்டி பாலாடைன்,काउंटी पॅलाटिन
நீதிமன்றம்,कोर्ट
நீதிமன்றம்,कोर्ट
நீதிமன்ற சுற்றறிக்கை,न्यायालयाचे परिपत्रक
நீதிமன்ற ஆசாரம்,न्यायालयीन शिष्टाचार
நீதிமன்ற அதிகாரி,दरबारी
கேசேஷன் நீதிமன்றம்,कोर्ट ऑफ कॅसेशन
இயக்குநர்கள் நீதிமன்றம் (EIC),कोर्ट ऑफ डायरेक्टर्स (EIC)
உரிமையாளர்களின் நீதிமன்றம்,मालकांचे न्यायालय
நீதிமன்ற கவிஞர்,दरबारी कवी
உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்,करार केला कॅमेरोनियन
கிரீடம்,मुकुट
கிரீடம்,मुकुट
கிரீடம்,मुकुट
கிரீடம் நிலம்,मुकुट जमीन
கிரீடம் நிலம்,मुकुट जमीन
பட்டத்து இளவரசர்,राजकुमार
சிலுவைப் போர்,धर्मयुद्ध
சிலுவைப்போர்,धर्मयुद्ध
கிரிப்டோகிராம்,क्रिप्टोग्राम
குயிராஸ்,कुइरास
கியூராசியர்,क्युरासियर
வழிபாட்டு தெய்வம்,पंथ देवता
கியூரியா,कुरिया
கியூரியா,कुरिया
ஜாரிசம்,झारवाद
இருண்ட கண்டம்,गडद खंड
தீர்ப்பு நாள்,न्यायाचा दिवस
தீர்ப்பு நாள்,न्यायाचा दिवस
டீன்,डीन
தசாப்தம்,दशक
டெனாரியஸ்,दिनारियस
பதவி நீக்கம் செய்யப்பட்ட மன்னர்,पदच्युत सम्राट
கெடுக்கும்,उध्वस्त करा
கெடுதல்,उध्वस्त
அரியணை,डिथ्रोन
டயடம்,डायडेम
டயடம்,डायडेम
டயடம்,डायडेम
தியாசியா,डायशिया
டிகாஸ்டீரியம்,डिकॅस्टेरियम
டிலுவியலிஸ்ட்,डिलुवालिस्ट
மறைமாவட்டம்,बिशपच्या अधिकारातील प्रदेश
மறைமாவட்டம்,बिशपच्या अधिकारातील प्रदेश
டைரக்டயர் (=டைரக்டரி),डायरेक्टरी (=निर्देशिका)
டைரக்டயர் (=டைரக்டரி),डायरेक्टरी (=निर्देशिका)
திர்ஹம்,दिरहाम
விசுவாசமற்ற,अविश्वासू
விசுவாசமற்ற,अविश्वासू
தோல்வியின் கோட்பாடு,चूकीचा सिद्धांत
ஆவணம்,दस्तऐवज
ஆவண ஆதாரம்,कागदोपत्री पुरावा
டோம்ஸ்டே புத்தகம்,डोम्सडे बुक
கான்ஸ்டன்டைன் நன்கொடை,कॉन्स्टंटाईनचे दान
பேரழிவு,नशिबात
வரதட்சணை ராணி,डोगर राणी
டிராகன்,ड्रॅगन
டிரோமேடியன்,ड्रोमेडरियन
டிரோமெடரி,ड्रोमेडरी
ட்ரோமண்ட்,ड्रोमंड
இரட்டை,दुहेरी
இரட்டைக் கூட்டணி,दुहेरी युती
இரட்டை எண்ணம்,दुहेरी entente
இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்),दुहेरी प्रणाली (= दुहेरी सरकार)
டியூக்,सरदार
டுமா,ड्यूमा
வாமன அவதாரம்,बटू अवतार
ஆள்குடி,राजवंश
ஆள்குடி,राजवंश
கழுகு,गरुड
கிழவன்,मोठा माणूस
ஏர்ல்,अर्ल
ஏர்ல்டம்,अर्लडम
ஆரம்பகால குப்தர்கள்,लवकर गुप्त
ஆரம்பகால (வரலாற்று) தளங்கள்,प्रारंभिक (ऐतिहासिक) साइट
ஆரம்ப வேத காலம்,प्रारंभिक वैदिक काळ
பிரசங்கம்,उपदेशक
மறுசீரமைப்பு ஆணை,पुनर्स्थापना आदेश
எட்டு மடங்கு பாதை,आठ पट मार्ग
பெரியவர்கள்,वडीलधारे
மூத்த அரசியல்வாதி (=ஜென்ரோ),ज्येष्ठ राजकारणी (= genro)
யானைக்கால்,हत्तीचा गोडा
பதினோரு வருட கொடுங்கோன்மை,अकरा वर्षांचा जुलूम
எலிசே (=எலிசே),एलिसी (=एलिसी)
அடைப்பு இயக்கம்,बंदिस्त चळवळ
கலைக்களஞ்சியம்,एनसायकिकल
கலைக்களஞ்சிய இயக்கம்,विश्वकोशवादी चळवळ
என்டென்டே,एंटेंट
என்டென்ட் கார்டியல்,एंटेंट कॉर्डियल
சிம்மாசனம்,सिंहासन
பரிவாரங்கள்,दलाल
எபோத்,एफोद
எபோர்,एफोर
காவிய யுகம்,महाकाव्य युग
காவிய நாயகன்,महाकाव्य नायक
கல்வெட்டு,एपिग्राफ
எபிஸ்கோப்பசி,एपिस्कोपसी
பேராயர்,एपिस्कोपेट
அத்தியாயம்,भाग
சகாப்தம்,युग
சகாப்தத்தை உருவாக்கும் நிகழ்வு,युग निर्माण करणारी घटना
சகாப்தத்தை உருவாக்கும் மனிதன்,युग निर्माण करणारा माणूस
பெயர்ச்சொல்,उपनाम
குதிரைப்படை,इक्वरी
குதிரைப்படை,इक्वरी
குதிரையேற்ற சிலை,अश्वारूढ पुतळा
சகாப்தம்,युग
எர்கஸ்டுலம்,एर्गस्टुलम
நற்கருணை,युकेरिस्ट
சுவிசேஷம்,इव्हेंजेलिकलिझम
சுவிசேஷ இயக்கம்,इव्हँजेलिकल चळवळ
சுவிசேஷகர்,प्रचारक
Exarch,Exarch
Exilarch,Exilarch
ஃபாலாங்கிஸ்ட்,फालंगिस्ट
தந்தை நிலம்,वडिलांची जमीन
தந்தை நிலம்,वडिलांची जमीन
ஃபெரியா,फेरी
ஃபெட்டிஷ்,फेटिश
நிலப்பிரபுத்துவ சொத்துக்கள்,जहागीरदार धारण
நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு),सरंजामशाही (=सामंत व्यवस्था)
நிலப்பிரபுத்துவ அமைப்பு,सरंजामशाही व्यवस्था
நிலப்பிரபுத்துவம் கொண்டவர்,सामंत
Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்),फिदेई बचावकर्ता (=विश्वासाचा रक्षक)
ஃபிஃப்,फिफ
கள அமைப்பு,फील्ड सिस्टम
பதினைந்தாவது வரி,पंधरावा कर
உருவத் தலை,आकृती डोके
ஃபின் டி சீக்கிள்,फिन डी siecle
நெருப்பு உண்பவர்,आग भक्षक
ஐந்து மைல் சட்டம்,पाच मैल कायदा
கொடி,झेंडा
ஃபிளமன் டயாலிஸ்,फ्लेमेन डायलिस
ஃபிளமன் மார்ஷியலிஸ்,फ्लेमेन मार्शियलिस
எரியும் ஜோதி,ज्वलंत मशाल
பக்கவாட்டு,पार्श्वभाग
பக்கவாட்டு இயக்கம்,flanking चळवळ
செழிக்கும் நாகரிகம்,भरभराट होत असलेली सभ्यता
ஃப்ளூவியலிஸ்டிக் நம்பிக்கை,प्रवाही विश्वास
நாட்டுப்புற கடவுள்,लोकदेवता
நாட்டுப்புற தெய்வம்,लोकदेवता
நாட்டுப்புற நினைவகம்,लोक स्मृती
நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்),लोककथा (=लोककथा)
இரை தேடும்,चारा
களமிறங்குதல்,धाड
முன்னோடி,पूर्वापार
முன்னோர்,पूर्वज
முன்னோடி,अग्रदूत
கெட்ட நம்பிக்கை,उदासीन आशा
உருவாக்கும் நிலை,निर्मितीचा टप्पा
கோட்டை,किल्ला
வலுவூட்டல்,तटबंदी
அரணான நகரம்,तटबंदी असलेले शहर
கோட்டை,किल्ला
Fortuna,फॉर्च्युना
மன்றம் ரோமானம்,फोरम रोमनम
பிரான்சிஸ்கன்,फ्रान्सिस्कन
பிராங்க்ளின்,फ्रँकलिन
சகோதர யுத்தம்,भ्रातृसंहारक युद्ध
இலவச தேவாலயம்,मोफत चर्च
இலவச உரிமையாளர்,फ्रीहोल्डर
சுதந்திர சிப்பாய்,फ्रीलान्स सैनिक
சுதந்திர சிப்பாய்,फ्रीलान्स सैनिक
ஃப்ரீமேன்,फ्रीमॅन
ஃப்ரீமேன்,फ्रीमॅन
இலவச நுழைவு சீட்டு,मोफत पास
பிரஞ்சு புரட்சி,फ्रेंच क्रांती
துறவி,तपस्वी
ஃப்ராசியன் கூலிப்படையினர்,फ्रियाशियन भाडोत्री
எல்லைப்புற மனிதன்,सीमावर्ती माणूस
கேலியன்,गॅलिओन
