Telugu,Marathi
అన్ని కలుపుకొని ఖర్చు,सर्व समावेशक किंमत
ఆల్ ఇండియా సర్వీసెస్,अखिल भारतीय सेवा
కేటాయింపు,वाटप
కేటాయింపు,वाटप
కేటాయింపు లేఖ,वाटप पत्र
కేటాయింపు,अ‍ॅलोटी
అనుమతించదగినది,परवानगीयोग्य
అనుమతించదగిన ఖర్చులు,अनुमत खर्च
అప్పీల్‌ను అనుమతించండి,अपीलला परवानगी द्या
భత్యం,भत्ता
అన్ని హక్కులూ ప్రత్యేకించుకోవడమైనది,सर्व हक्क राखीव
అక్షర క్రమం,वर्णमाला क्रम
వాగ్వాదం,भांडण
ప్రత్యామ్నాయ,वैकल्पिक
ప్రత్యామ్నాయం,पर्यायी
సమ్మేళనం,एकत्रिकरण
సవరించిన చిత్తుప్రతి,सुधारित मसुदा
సవరణ,दुरुस्ती
సౌకర్యం,सुविधा
స్నేహపూర్వక,मैत्रीपूर्ण
మందుగుండు సామగ్రి,दारूगोळा
రుణ రుణమాఫీ,कर्जाचे or न्टायझेशन
మొత్తం,रक्कम
పెన్షన్ మొత్తం,पेन्शनची रक्कम
సారూప్య పోస్ట్,समान पोस्ट
విశ్లేషణ,विश्लेषण
విశ్లేషణాత్మక అధ్యయనం,विश्लेषणात्मक अभ्यास
పూర్వీకుడు,पूर्वज
సహాయక పరిశ్రమ,सहायक उद्योग
శత్రుత్వం,वैर
అనుబంధం,जोड
వార్షికోత్సవం,वर्धापनदिन
ప్రకటన,घोषणा
కోపం,त्रास
వార్షిక ఆర్థిక ప్రకటన,वार्षिक आर्थिक विधान
వార్షిక నివేదిక,वार्षिक अहवाल
యాన్యుటీ,वार्षिकी
అనామక,अज्ञात
అనామక ఫిర్యాదు,अज्ञात तक्रार
జవాబుదారీతనం,उत्तरदायित्व
జవాబు పత్రం,उत्तरपत्रिका
విరోధి,विरोधी
పూర్వజన్మలు,पूर्वज
Bean హించిన ఖర్చు,अपेक्षित खर्च
Ntic హించిన ఆదాయం,अपेक्षित उत्पन्न
Ntic హించడం,अपेक्षा
ముందస్తు బెయిల్,अपेक्षित जामीन
అవినీతి నిరోధక కొలత,भ्रष्टाचारविरोधी उपाय
యాంటీ డంపింగ్,अँटी-डंपिंग
పురాతన,प्राचीन
వర్ణవివక్ష,वर्णभेद
ఉదాసీనత,औदासिन्य
అపెక్స్ బాడీ,शिखर शरीर
క్షమాపణ,दिलगिरी
అప్పీల్,अपील
స్వరూపం,देखावा
సంతృప్తి,शांतता
అప్పీలేట్ ట్రిబ్యునల్,अपील न्यायाधिकरण
అపెండిక్స్,परिशिष्ट
ఉపకరణం,उपकरण
వర్తిస్తుంది,लागू
దరఖాస్తుదారు,अर्जदार
అప్లికేషన్,अर्ज
దరఖాస్తు ఫారం,अर्ज
అనువర్తిత,लागू
వర్తించండి,अर्ज करा
నియామకం,नेमणूक
నియమించే అధికారాన్ని,अधिकाराची नेमणूक
నియామకం,नियुक्ती
నియామక పత్రం,नियुक्ती पत्र
నియామకాల కమిటీ క్యాబినెట్,मंत्रिमंडळाची नेमणूक समिती
వేతనాల విభజన,वेतनाचे विभाजन
అంచనా,मूल्यमापन
మదింపుదారు,मूल्यांकनकर्ता
ప్రశంసతో,कौतुक
దిగులు,भीती
అప్రెంటిస్,शिकाऊ उमेदवार
విధానం,संपर्क साधा
తగినది,योग्य
తగిన చర్య,योग्य कृती
తగిన తల,योग्य डोके
కేటాయింపు,विनियोग
ఆమోదం,मान्यता
సుమారు,अंदाजे
ఆప్టిట్యూడ్ పరీక్ష,योग्यता चाचणी
ఏకపక్ష,अनियंत्रित
మధ్యవర్తిత్వం,लवाद
మధ్యవర్తిత్వ,लवाद
మధ్యవర్తిత్వ ట్రిబ్యునల్,लवाद न्यायाधिकरण
మధ్యవర్తి,लवाद
వాస్తుశిల్పం,आर्किटेक्चर
ఆర్కైవ్స్,संग्रहण
ప్రాంతం,क्षेत्र
ఏరియా ప్రధాన కార్యాలయం,क्षेत्र मुख्यालय
వాదన,युक्तिवाद
తలెత్తండి,उद्भवू
సాయుధ దళాలు,सशस्त्र सेना
అమరిక,व्यवस्था
బకాయి,थकबाकी
రాక ప్రకటన,थकबाकी विधान
రాక నివేదిక,आगमन अहवाल
అహంకారం,गर्विष्ठपणा
ఆర్సెనల్,शस्त्रागार
వ్యాసం,लेख
అసోసియేషన్ వ్యాసాలు,संघटनेचा लेख
వ్యాసాలు,लेख
ఆరోహణ క్రమం,चढत्या ऑर्डर
నిర్ధారించడం,निश्चित करा
ఎక్కడ ఉందో,कोठे आहे
కారక,पैलू
ఆస్పర్షన్,भ्रष्टाचार
హత్య,हत्या
దాడి,हल्ला
సమీకరించటం,एकत्र करा
అసెంబ్లీ,असेंब्ली
అస్సెంట్,मान्यता
నొక్కి చెప్పండి,ठामपणे
మదింపుదారుడు,निर्धारक
అంచనా,मूल्यांकन
అసెస్‌మెంట్ ఇయర్,मूल्यांकन वर्ष
మదింపుదారు,मूल्यांकनकर्ता
ఆస్తులు,मालमत्ता
కేటాయించిన,असिशात
అసైన్‌మెంట్,असाइनमेंट
అసైనర్,असाइनर
సహాయం,सहाय्य
అసోసియేట్,सहयोगी
అసోసియేషన్,असोसिएशन
ఛార్జ్ యొక్క umption హ,शुल्काची धारणा
హామీ,आश्वासन
అస్యూరెన్స్ కంపెనీ,आश्वासन कंपनी
భరోసా,आश्वासन
డిస్కౌంట్ వద్ద,सूट वर
అణు శక్తి,अणु शक्ती
పార్ వద్ద,समम वर
ప్రీమియం వద్ద,प्रीमियमवर
అటాచ్,संलग्न करा
జతచేయబడిన కార్యాలయం,संलग्न कार्यालय
అటాచ్మెంట్,संलग्नक
అటాచ్మెంట్ ఆర్డర్,संलग्नक ऑर्डर
సాధించడం,प्राप्ती
ప్రయత్నం,प्रयत्न
హాజరు,उपस्थिती
హాజరు రిజిస్టర్,उपस्थिती नोंदणी
హాజరు స్లిప్,उपस्थिती स्लिप
శ్రద్ధ,लक्ष
ధృవీకరణ,प्रमाणीकरण
ధృవీకరించబడిన కాపీ,प्रमाणित प्रत
వైఖరి,वृत्ती
ఆకర్షణీయమైన జీతం,आकर्षक पगार
వేలం,लिलाव
వేలంపాట,लिलाव
వేలం అమ్మకం,लिलाव विक्री
ప్రేక్షకులు,प्रेक्षक
ఆడియో-విజువల్ డిస్ప్లే,ऑडिओ-व्हिज्युअल प्रदर्शन
ఆడియో-విజువల్ పబ్లిసిటీ,ऑडिओ-व्हिज्युअल प्रसिद्धी
ఆడిట్,ऑडिट
ఆడిట్ చేసిన ఖాతాలు,ऑडिट खाती
ఆడిట్ చేసిన బ్యాలెన్స్ షీట్,ऑडिट बॅलन्स शीट
ఆడిటింగ్,ऑडिटिंग
ఆడిట్ అభ్యంతరం,ऑडिट आक्षेप
ఆడిటర్ నివేదిక,ऑडिटरचा अहवाल
ఆడిటోరియం,सभागृह
ఆడిట్ పేరా,ऑडिट परिच्छेद
ఆర్థిక లెక్కల నివేదిక,ऑडिट अहवाल
కాఠిన్యం,कठोरता
పొదుపు చర్యలు,कठोरपणाचे उपाय
ప్రామాణికమైన,अस्सल
అధీకృత ప్రతినిధి,अधिकृत प्रतिनिधी
అధికారిక,अधिकृत
అధికారం,अधिकार
అధికారం లేఖ,प्राधिकरण पत्र
అధికారం,अधिकृत
అధీకృత మూలధనం,अधिकृत भांडवल
ఆటోమేటిక్,स्वयंचलित
స్వయంప్రతిపత్తి,स्वायत्त
అటానమస్ బాడీ,स्वायत्त शरीर
స్వయంప్రతిపత్తి,स्वायत्तता
సహాయక,सहाय्यक
అందుబాటులో ఉంది,उपलब्ध
సగటు,सरासरी
సగటు సెలవు,सरासरी रजा
విరక్తి,प्रतिकार
అవర్ట్,टाळतो
నివారించండి,टाळा
పన్నును నివారించడం,कर टाळणे
వేచి ఉంది,प्रतीक्षा केली
అవార్డు,पुरस्कार
అథారిటీ అవార్డు,पुरस्कार प्राधिकरण
అవగాహన,जागरूकता
బ్యాక్‌డేటెడ్,बॅकडेटेड
నేపథ్య,पार्श्वभूमी
బ్యాక్ లాగ్,परत लॉग
బ్యాక్ అవుట్,मागे होणे
వెనుక సూచన,परत संदर्भ
బ్యాకప్,बॅक अप
వెనుకబడిన తరగతులు,मागास वर्ग
వెనుకబడిన తెగ,मागास जमाती
చెడు బేరం,वाईट सौदा
చెడు ప్రవర్తన,वाईट वागणं
చెడ్డ పాత్ర,वाईट वर्ण
చెడు వాతావరణ భత్యం,वाईट हवामान भत्ता
చెడు ప్రవర్తన,वाईट आचरण
చెడు రుణం,वाईट कर्ज
సామాను,सामान
బెయిల్,जामीन
సంతులనం,शिल्लक
బ్యాలెన్స్ తగ్గింది,शिल्लक खाली आणले
బ్యాలెన్స్ ముందుకు తెచ్చింది,शिल्लक पुढे आणले
సమతుల్య బడ్జెట్,संतुलित बजेट
బ్యాలెన్స్ షీట్,शिल्लक पत्रक
బ్యాలెట్,मतपत्रिका
వోట్లు వేసే డబ్బా,मतपेटी
బ్యాలెట్ పేపర్,मतपत्रिका
నిషేధం,बंदी
బ్యాంక్,बँक
బ్యాంకు ఖాతా,बँक खाते
బ్యాంక్ బ్యాలెన్స్,बँक बॅलन्स
బ్యాంకు చార్జీలు,बँक शुल्क
బ్యాంకు హామీ,बँक हमी
బ్యాంకు సెలవు,बँक सुट्टी
బ్యాంకింగ్ సౌకర్యం,बँकिंग सुविधा
బ్యాంకింగ్ గంటలు,बँकिंग तास
బ్యాంకింగ్ లావాదేవీ,बँकिंग व्यवहार
బ్యాంక్ రేటు,बँक दर
బ్యాంకు సయోధ్య,बँक सलोखा
దివాళా,दिवाळखोर
బ్యాంక్ భద్రత,बँक सुरक्षा
బ్యాంకు వాజ్ఞ్మూలము,बँक स्टेटमेंट
విందు,मेजवानी
బార్ కౌన్సిల్,बार कौन्सिल
బేరం,सौदा
బేరసారాలు,बार्गेनिंग
బంజరు భూమి,नापीक जमीन
బార్టర్,बार्टर
బేస్,पाया
నిరాధారమైన,निराधार
బేస్మెంట్,तळघर
బేస్ ఇయర్,बेस वर्ष
ప్రాథమిక,मूलभूत
సాధారణంగా,मूलभूतपणे
ప్రాథమిక మేధస్సు,मूलभूत बुद्धिमत्ता
ప్రాథమిక వేతనం,मूलभूत वेतन
ప్రాథమిక స్థాయి వేతనం,मूलभूत वेतन
ప్రాథమిక శిక్షణ,मूलभूत प्रशिक्षण
ఆధారంగా,आधार
బ్యాచ్,बॅच
బ్యాచ్ సంఖ్య,बिल्ला क्रमांक
బేరర్ చెక్,वाहक तपासणी
ఉదహరించడానికి ముందు,उद्धृत करण्यापूर्वी
ప్రవర్తన,वर्तन
నమ్మకం,विश्वास
పార్ క్రింద,समम खाली
బెంచ్,खंडपीठ
బెంచ్ మార్క్,बेंचमार्क
ప్రయోజనకరమైనది,फायदेशीर
లబ్ధిదారుడు,लाभार्थी
ప్రయోజనం,फायदा
సందేహం యొక్క ప్రయోజనం,संशयाचा फायदा
బెనెవోలెన్స్,परोपकार
బెనెవోలెంట్ ఫండ్,बेनिव्हॉलेंट फंड
Bequeath,निर्विकार
బీక్వెస్ట్,वकील
మరణించారు,शोक
ఉత్తమ ప్రయత్నాలు,सर्वोत्तम प्रयत्न
మంచి,बेटरमेंट
బయాస్,पूर्वाग्रह
పక్షపాత అభిప్రాయం,पक्षपाती मत
గ్రంథ పట్టిక,ग्रंथसूची
ద్వైవార్షిక,द्विवार्षिक
విభజన,द्विपक्षीय
బిగామి,बिगॅमी
ద్వైపాక్షిక,द्विपक्षीय
ద్విభాషా,द्विभाषिक
ద్విమకరణ,द्विभाषिक
బిల్లు,बिल
మార్పిడికి సంభంధించిన బిల్లు,विनिमयाची पावती
బిమోంత్లీ రిపోర్ట్,द्विपक्षीय अहवाल
బైండింగ్,बंधनकारक
బయోడేటా,बायोडाटा
బైపార్టైట్,द्विपक्षीय
ద్వైపాక్షిక ఒప్పందం,द्विपक्षीय करार
జనన వార్షికోత్సవం,वर्धापन दिन
జనన ధృవీకరణ పత్రం,जन्म प्रमाणपत्र
జనన నియంత్రణ,जन्म नियंत्रण
పుట్టిన తేదీ,जन्मदिनांक
పుట్టిన ప్రదేశం,जन्म ठिकाण
జనన రేటు,जन्म दर
వారం వారం,द्विपक्षीय
బ్లాక్ ఎకానమీ,काळा अर्थव्यवस्था
బ్లాక్ జాబితా,काळा यादी
బ్లాక్ మెయిల్,ब्लॅकमेल
చీకటి వ్యాపారం,काळा बाजार
నింద,दोष
ఖాళీ చెక్,रिक्त तपासणी
దుప్పటి ఒప్పందం,ब्लँकेट डील
దుప్పటి క్రమము,ब्लँकेट ऑर्डर
పేలుడు,ब्लास्ट
బ్లెండింగ్,मिश्रण
బ్లాక్,ब्लॉक
దిగ్బంధనం,नाकेबंदी
నిరోధించబడిన మూలధనం,अवरोधित भांडवल
పెద్ద అక్షరం,ब्लॉक लेटर
రక్త దానం,रक्तदान
రక్త సంబంధాలు,रक्त संबंध
బ్లూ కాలర్ ఉద్యోగం,ब्लू कॉलर जॉब
బ్లూప్రింట్,ब्लूप्रिंट
బుకాయింపు,ब्लफ
బోర్డు,बोर्ड
బోర్డింగ్ మరియు బస,बोर्डिंग आणि लॉजिंग
బోర్డు డైరెక్టర్లు,संचालक मंडळ
రెవెన్యూ బోర్డ్,महसूल मंडळ
శరీరం,शरीर
బాడీగార్డ్,अंगरक्षक
బోగస్ వోచర్,बोगस व्हाउचर
బోనఫైడ్స్,बोनाफाइड्स
బాండ్,बाँड
బంధిత శ్రమ,बंधनकारक कामगार
ఉపరి లాభ బహుమానము,बोनस
నమోదు కార్యాలయం,बुकिंग कार्यालय
పుస్తక కీపర్,बुक-कीपर
బుక్ కీపింగ్,पुस्तक ठेवणे
బుక్‌లెట్,पुस्तिका
రిఫరెన్స్ పుస్తకం,संदर्भ पुस्तक
పుస్తకం విలువ,पुस्तक मूल्य
బూత్,बूथ
బూత్ సంగ్రహించడం,बूथ कॅप्चरिंग
సరిహద్దు భత్యం,सीमा भत्ता
సరిహద్దు రేఖ,सीमारेषा
రుణగ్రహీత,कर्जदार
రుణాలు తీసుకునే శక్తి,कर्ज घेण्याची शक्ती
బాస్,बॉस
అడ్డంకి,अडथळा
బ్రాకెట్,कंस
సరిహద్దు,सीमा
బహిష్కరణ,बहिष्कार
మెదడు కాలువ,बुध्दीमानांची गळती
శాఖ కార్యాలయం,शाखा कार्यालय
మించే,उल्लंघन
ఒప్పందం ఉల్లంఘన,कराराचा भंग
విశ్వాసం ఉల్లంఘన,आत्मविश्वासाचा भंग
ఒప్పంద ఉల్లంఘన,करारभंग
క్రమశిక్షణ ఉల్లంఘన,शिस्तीचा भंग
చట్ట ఉల్లంఘన,कायद्याचा भंग
శాంతి ఉల్లంఘన,शांततेचा भंग
ప్రత్యేక హక్కు ఉల్లంఘన,विशेषाधिकार उल्लंघन
వాగ్దానం ఉల్లంఘన,वचन उल्लंघन
నియమం ఉల్లంఘన,नियम उल्लंघन
అవిశ్వాసం,विश्वास उल्लंघन
విచ్ఛిన్నం,ब्रेक
విచ్ఛిన్నం,यंत्रातील बिघाड
సేవలో విరామం,सेवेत ब्रेक
విడిపోవటం,ब्रेक-अप
జాతి,प्रजनन
లంచం,लाच
క్లుప్తంగా,संक्षिप्त
బ్రీఫింగ్,संक्षिप्त
సంక్షిప్త పున ume ప్రారంభం,संक्षिप्त सारांश
తెలివైన రికార్డు,चमकदार रेकॉर्ड
నోటీసులోకి తీసుకురండి,लक्षात घ्या
ప్రసార,प्रसारण
బ్రాడ్‌షీట్,ब्रॉडशीट
బ్రోచర్,माहितीपत्रक
బ్రోకరేజ్,दलाली
ముందుకు తెచ్చింది (బి/ఎఫ్),पुढे आणले (बी/एफ)
బడ్జెట్ కేటాయింపు,अर्थसंकल्प वाटप
బగెటరీ కంట్రోల్,बगेटरी कंट्रोल
బడ్జెట్ అంచనా,अर्थसंकल्प अंदाज
బడ్జెట్ నిబంధన,अर्थसंकल्प तरतूद
కట్టడం,इमारत
చాలా మొత్తం,बल्क
బల్క్ కొనుగోలు,मोठ्या प्रमाणात खरेदी
బులెటిన్,बुलेटिन
బంపర్ పంట,बम्पर पीक
ఖాళీల బంచ్,रिक्त जागा
బంగ్లింగ్,बंगळ
బ్యూరోక్రసీ,नोकरशाही
బ్యూరోక్రాట్,नोकरशाही
వ్యాపార తరగతి,व्यवसाय वर्ग
వ్యాపార గంటలు (= వ్యాపారం యొక్క గంటలు),व्यवसाय तास (= व्यवसायाचे तास)
వ్యాపారవేత్త,व्यापारी
కొనండి,परत खरेदी
కొనుగోలుదారు,खरेदीदार
బై ఎన్నిక (= ఎన్నికల ద్వారా),बाय निवडणूक (= निवडणुकीद्वारे)
చేతి ద్వారా,हाताने तयार केलेल्या
పోస్ట్ ద్వారా,पोस्टाने
క్యాబిన్ సామాను,केबिन बॅगेज
క్యాబినెట్,कपाट
కేడర్,केडर
విపత్తు,आपत्ती
లెక్కింపు,गणना
క్యాలెండర్ సంవత్సరం,कॅलेंडर वर्ष
ప్రచారం,मोहीम
క్యాంపస్,कॅम्पस
క్యాంపస్ ఇంటర్వ్యూ,कॅम्पस मुलाखत
రద్దు చేయండి,रद्द करा
రద్దు,रद्द
అభ్యర్థి,उमेदवार
అభ్యర్థిత్వం,उमेदवारी
కాన్వాసింగ్,कॅनव्हासिंग
సామర్ధ్యం,क्षमता
సామర్థ్యం,सक्षम
సామర్థ్యం,क्षमता
రాజధాని,भांडवल
మూలధన వ్యయం,भांडवली खर्च
మరణశిక్షను,फाशीची शिक्षा
క్యాపిటేషన్ ఫీజు,कॅपिटेशन फी
క్యాప్చర్,कॅप्चर
సంరక్షణ,काळजी
కెరీర్,करिअर
కెరీర్ అభివృద్ధి,करिअर विकास
కేర్ టేకర్ ప్రభుత్వం,काळजीवाहू सरकार
ముందుకు తీసుకువెళ్లారు (సి/ఎఫ్),पुढे नेले (सी/एफ)
ముందుకు తీసుకెళ్లు,पुढे जा
మోసే ఖర్చు,वाहून नेणारा खर्च
తీసుకువెళ్ళండి,वर जा
కార్టేజ్,कार्टेज
కేసు,केस
సందర్భ పరిశీలన,केस स्टडी
నగదు,रोख
నగదు బ్యాలెన్స్,रोख शिल्लक
నగదు పుస్తకం,रोख पुस्तक
నగదు కార్డు,रोख कार्ड
నగదు ధృవీకరణ పత్రం,रोख प्रमाणपत्र
నగదు కౌంటర్,रोख काउंटर
వాణిజ్య పంట,नगदी पिक
నగదు తగ్గింపు,रोख सूट
నగదు డౌన్,कॅश डाउन
చేతిలో నగదు,हातात रोख
నగదు మెమో,रोख मेमो
నగదు చెల్లింపు,रोख देय
కులం,जात
కుల ధృవీకరణ పత్రం,जातीचे प्रमाणपत्र
కాస్టింగ్ ఓటు,कास्टिंग मत
సాధారణం,प्रासंगिक
సాధారణం శ్రమ,प्रासंगिक कामगार
సాధారణం సెలవు,प्रासंगिक रजा
ప్రమాదం,कॅज्युअल्टी
సాధారణం ఖాళీ,प्रासंगिक रिक्त जागा
జాబితా,कॅटलॉग
వర్గీకరణ,वर्गीकरण
వర్గం,वर्ग
భోజన సౌకర్యం కలిగించే వారు,केटरिंग सेवा
జాగ్రత్త,सावधगिरी
జాగ్రత్త డబ్బు,सावधगिरीचे पैसे
అగ్నిని ఆపండి,आग बंद करा
"పైకప్పు (""ధర"" గా)","कमाल मर्यादा (""किंमत"" म्हणून)"
వేడుక,उत्सव
సెల్ ఫోన్,सेल फोन
సెన్సార్,सेन्सॉर
అభిశంసన,सेन्सॉर
సెన్సర్ మోషన్,सेन्सॉर मोशन
జనాభా లెక్కలు,जनगणना
సెంట్రల్ సెస్,मध्यवर्ती उपकर
కేంద్ర పౌర సేవా నియమాలు,केंद्रीय नागरी सेवा नियम
సెంట్రల్ ఎక్సైజ్,केंद्रीय उत्पादन शुल्क
కేంద్ర ప్రభుత్వం,केंद्र सरकार
కేంద్రీకరణ,केंद्रीकरण
కేంద్రీకృత సేవ,केंद्रीकृत सेवा
కేంద్ర నిధుల పథకం,मध्यवर्ती अनुदानीत योजना
