Gujarati,English
પાણીની અછતને અનુકૂલન,Adaptation to water scarcity
અનુકૂલનશીલ લાક્ષણિકતાઓ,Adaptive characteristics
અનુકૂલનશીલ પ્રતિરક્ષા,Adaptive immunity
અનુકૂલનશીલ કિરણોત્સર્ગ,Adaptive radiation
અનુકૂલન લક્ષણ,Adaptive trait
ઉપદેશક,Adaxial surface
વ્યસનકારક વિકાર,Addictive disorder
એક જાતની adાળ,Adenine
એડોનોકોર્ટિકોટ્રોપિન,Adenocorticotropin
એનોહિપોફિસીસ,Adenohypophysis
એડેનોસિન ડિફોસ્ફેટ,Adenosin diphosphate
એમેનોસિન,Adenosine deaminase
એનોસિન મોનોફોસ્ફેટ,Adenosine monophosphate
એડેનોસિન ટ્રાઇફોસ્ફેટ (એટીપી),Adenosine triphosphate (ATP)
સાયક્લેઝ,Adenylate cyclase
ચપળ બળ,Adhesive force
શણગારવું,Adipate
એડિપોસાઇટ (ચરબી કોષ),Adipocyte (fat cell)
ચરબી પેશી,Adipose tissue
Nતરતું,Adnate
સંલગ્ન સમુદાય,Adjoining community
વ્યવહાસી,Adrenal
એડ્રીનલ ગ્રંથિ,Adrenal gland
એડ્રેનોકોર્ટિકોટ્રોપિક હોર્મોન (એસીટીએચ),Adrenocorticotropic hormone (ACTH)
એડ્રેનોકોર્ટિકોટ્રોપિક રિલીઝિંગ હોર્મોન (એસીટીઆરએચ),Adrenocorticotropic releasing hormone (ACTRH)
શોષક,Adsorbent
શોષક,Adsorption
અદ્યતન તાર,Advanced chordate
ફાયદાકારક પરિવર્તન,Advantageous mutation
સાહસિક,Adventitial
અગમ્ય મૂળ,Adventitious root
પ્રતિકૂળ અસર,Adverse effect
એડીસ,Aedes
સંસ્કૃતિનો વાયુ,Aeration of culture
વિમાન,Aerenchyma
હવાઈ,Aerial
હવાઈ ​​મૂળ,Aerial root
હવાઈ ​​ગોળી,Aerial shoot
વાયુગામી શ્વસન,Aerobic respiration
વાયુગામી શ્વસન,Aerobic respiration
સૌંદર્ય શાસ્ત્ર,Aesthetics
નિલાસ્ય,Aestivation
નિલાસ્ય,Aestivation
સંલગ્ન,Afferent
લગાવ રંગ,Affinity chromatography
પીડિત અંગ,Afflicted organ
વનીકરણ,Afforestation
અકસ્માત,Agamospermy
પાટિયું,Agar
અણીદાર,Agarose
એલોઝ જેલ એલેટ્રોફોરેસિસ,Agarose gel eletrophoresis
પિલર જેલ,Agarose polymer gel
અવસ્થામાં,Agast
ખાડી,Agave
વય વહેંચણી,Age distribution
વય પિરામિડ,Age pyramid
Agલટ,Agglutination
સમૂહ,Aggregate
એકંદર,Aggregate of follicle
એકંદર,Aggregate of follicle
એકંદર,Aggregation
આક્રમકતા,Aggressiveness
આંદોલનકારી પદ્ધતિ,Agitator system
એકરાગ,Agnatha
અણી,Agouti
અગ્રાણ ક્લોરોપ્લાસ્ટ,Agranal chloroplast
એકરારવાળું,Agranular
એગ્રાન્યુલોસાઇટ,Agranulocyte
કૃષિ,Agriculture
કૃષિ -પ્રવેશ,Agroforestry
મધ્યસ્થી,Agrobacterium mediated
એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ,Agrobacterium tumefaciens
કૃષિ -તકનીકી,Agrochemical
કૃષિ -તકનીકી,Agrochemical
કૃષિ -ક્ષેત્ર,Agroclimatic zone
કૃષિવિજ્ trાન,Agronomic trait
કૃષિવિજ્yાન,Agronomy
સહાય,AIDS
હવાઈ ​​મૂત્રાશય,Air bladder
હવાઈ ​​કન્ડિશનર,Air conditioner
હવાઈ ​​માર્ગ,Air passage
હવા પ્રદૂષણ,Air pollution
હવાઈ ​​કોથળી,Air sac
હવાઈપૂટી,Air vacuole
હવાઈ ​​શ્વાસ,Air-breathing
અણીદાર,Alain
અણીદાર સ્નાયુ,Alary muscle
અલાસ્કા બ્રાઉન રીંછ,Alaskan brown bear
કોયડો,Albino
કાંચક,Albugo
આલ્બ્યુબિન,Albumin
શામક બીજ,Albuminous seed
આલ્બમિન્યુરિયા,Albuminuria
આવરણ,Alburnum
અણી,Alcedae
શણગાર,Aldehyede
મિથોસ્ટેરોન,Aldosterone system
અલડોસ્ટેરા,Aldosterone
Alલ્યુરોન સ્તર,Aleurone layer
એક જાતનો અવાજ,Aleuroplast
એક જાતની કળા,Alfalfa
એલ્ગલ મોર,Algal bloom
જાસૂસ,Algin
પરાયું ડીએનએ,Alien DNA
પરિયન જાતિઓ,Alien species
ગોઠવણી,Alignment
ગોઠવણી,Alignment
ઉદાર નહેર,Alimentary canal
અંતરીલ પદ્ધતિ,Alimentary system
અણી,Alismaceace
ક્ષુદ્ર,Alkaloid
ક્ષુદ્ર,Alkaline
આલ્કીપ્ટોન્યુરિયા,Alkaptonuria
અણી,Allantois
એલીલ આવર્તન,Allele frequency
એલીલ,Allele
એલેલોમોર્ફિક જોડી,Allelomorphic pair
એલર્જન,Allergen
મગર,Alligator
એલીયમ સી.પી.ઇ.પી.એ.,Allium cepa
સહ -સંબંધ,Allogamy
અલગ,Allograft
એલોપેટ્રિક સ્પષ્ટીકરણ,Allopatric speciation
ફિલોપ્લોઇડ,Allopolyploid
એલોસ્ટીક અસર,Allosteric effect
એલોસ્ટીક ઉત્સુક,Allosteric enzyme
એલોસ્ટીક અવરોધક,Allosteric inhibitor
ખેલ -મોડ્યુલેશન,Allosteric modulation
એલોસ્ટીક સ્થળ,Allosteric site
એલોસ્ટીક અવરોધ,Allosteric inhibition
એલોટેટ્રાપ્લોઇડ,Allotetraploid
કૃતિ,Alnus
કુંવાર,Aloe
ચેતાક્ષની સાથે,Along the axon
આલ્ફા-એન્ટાઇટ્રિપ્સિન,Alpha-antitrypsin
અણી,Alpha-lactalbumin
આધ્યાત્મિક આબોહવાની સ્થિતિ,Alpine climate condition
ઘાસચારો,Alpine meadow
આલ્પાઈન ઝોન,Alpine zone
અલ્ટોનીયા,Alstonia
અનાદર,Alternaria
વૈભવી,Alternate
એકાંત,Alternation of generation
Altણ માંદગી,Altitude sickness
Altંચાઈ,Altitude
મૂર્ત નળી,Alveolar duct
પહાડી,Alytes
અલ્ઝાઇમર રોગ,Alzheimer's disease
આદિક કોષ,Amacrine cell
અમરાન્થેસી,Amaranthaceae
અમરાન્થસ,Amaranthus
આસપાસના ઓસ્મોટિક એકાગ્રતા,Ambient osmotic concentration
મંગળિયા,Ambystoma
કાર્યરત થવું,Amide
એમિનો એસિડ,Amino acid
એમિનો એસિડ સ્વીકારનાર,Amino acid acceptor
એમિનોસિલ ટી આર.એન.એ.,Aminoacyl t RNA synthetase
જાદુગરી,Aminoacylation
ક્ષુત્વ,Amitosis
તરંગ,Ammonia
ચંદ્ર,Ammonification
દ્વેષીકરણ,Ammonotelism
મૈવસેન્ટિસીસ,Amniocentesis
મણકાલોની તકનીક,Amniocentesis technique
Amnoocyte,Amniocyte
મૈથુન,Amnion
મણિ -પ્રવાહી,Amniotic fluid
મખરોધ,Amniotic membrane
મખસુડ,Amniotic sac
અમીર,Amoeba
એમોએબોસાઇટ,Amoebocyte
અમીર,Amoeboid
એમોએબોઇડ લિમ્ફોસાઇટ,Amoeboid lymphocyte
એમીબોઇડ આંદોલન,Amoeboid movement
આકારહીન,Amorphous
રકમ,Amount
મેફેટેમાઇન,Amphetamine
ઉન્માદ,Amphibia
ઉન્માદ,Amphibian
ઉન્માદ,Amphibian
Amન,Amphioxus
Amણપત્ર,Amphioxus lanceolatus
ઉભય,Amphipathic
ઉભયપથિક લિપિડ,Amphipathic lipid
Amતરતી કળા,Amphisarca
જાદુઈ,Ampicillin
Amાંકી,Ampulla
Amકલી ગ્રંથિ,Ampullary gland
મસ્તક,Amygdal
એમીગડેલ,Amygdale
એમીગડાલિન,Amygdalin
સ્ફોટક,Amylase
મેલીલોપ્લાસ્ટ,Amyloplast
અનોડો,Anabaena
અનોડો,Anabas
એનાબોલિક માર્ગ,Anabolic pathways
અનોખા,Anabolism
અનોખા,Anacardiaceae
રખડુ,Anaemia
એનોરોબ,Anaerobe
એંટરોબિક બળતણ,Anaerobic fuel
એંકોરોબિક શ્વસન,Anaerobic respiration
એનારોબિક કાદવ પાચક,Anaerobic sludge digester
એંટરો,Anaerobic
અનોદ,Anaima
ગુદા,Anal
ગુદા,Anal
ગુદા છિદ્ર,Anal aperture
ગુદા સર્કી,Anal cerci
ગુદા લૂપ,Anal loop
ગુદા શૈલી,Anal style
સમાન,Analogous
સમાન,Analogous
સાદ્રશ્ય,Analogy
સાદ્રશ્ય,Analogy
વિશ્લેષણ,Analysis
એફેઝ,Anaphase
એનાટોમિક અવરોધ,Anatomic barrier
શરીરરચનાવિષયક પાસા,Anatomical aspect
શરીરરચનાવિજ્istાની,Anatomist
શરીરરચના,Anatomy
પૂર્વજ વંશજ અનુક્રમ,Ancestor descendant sequence
પૂર્વજોનો વંશ,Ancestral lineage
પૂર્વજો,Ancestral sequence
આદ,Ancylostoma
જનનુભારી,Androecium
થાંભલા,Androgen
રખડુ,Anemia
ક anંગું,Anemone
Anડતું,Aneuploid
Anન,Aneuploidy
કંઠમાળ,Angina
ઝેરગ્રામ,Angiogram
ઝ પણરો,Angiograph
ઝળહળાકાર,Angiography
રંગની કળા,Angioplasty
કણક,Angiosperm
રંગગતિ,Angiotensin
રંગગતિ,Angiotensinogen
કોઠાર માછલી,Angler fish
ઓગળવી,Anguina
અંગૂઠા,Anguis
પશુ,Animal
પશુ,Animal
પ્રાણીનું છાણ,Animal dung
પશુપાલન,Animal husbandry
પશુ કેરીયોટાઇપિંગ,Animal karyotyping
પ્રાણીસૃષ્ટિ,Animal kingdom
પશુ પેશી,Animal tissue
પોલાણ,Animalia
ઠગ,Anion
એશિશ,Anisotropic band
Ingંચે ચપટી,Annealing
નેલિડ,Annelid
Annણપુટી,Annelida
વાર્ષિક,Annual ring
ઉશ્કેરાયેલું,Annulated
વાંકું,Annule
વિસંગત પ્રકાર,Anomalous type
પર્વતમાળા,Anopheles
કીડી,Ant eater
વિરોધી,Antagonistic
એન્ટાર્કટિક,Antarctic
એન્ટેના,Antenna
એન્ટેના સંકુલ,Antenna complex
દ્વેષી ગ્રંથિ,Antennal gland
અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન,Anterior (ventral) gray horn
અગ્રવર્તી હાયપોફિસીસ,Anterior hypophysis
અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ,Anterior interventricular sulcus
ગૂંથ મારવો,Anther
એન્થર સંસ્કૃતિ,Anther culture
માદક દ્રવ્યો,Antheridium
એન્થેરોઝોઇડ,Antherozoid
એન્થોસેરોસ,Anthoceros
એન્થોસેરોટોપ્સિડા,Anthocerotopsida
એક જાતની નશરીય,Anthrax
માનવશાસ્ત્ર,Anthropogenic extinction
માનવશાસ્ત્ર,Anthropology
એન્ટિબેક્ટેરનું,Antibacterial
એન્ટિબાયોટિક પેનિસિલિન,Antibiotic penicillin
એન્ટિબાયોટિક પ્રતિરોધક,Antibiotic resistant
એન્ટિબાયોટિક (ઓ),Antibiotic(s)
એન્ટિબોડી,Antibody
એન્ટિબોડી દંપતી,Antibody couple
એન્ટિબોડી મધ્યસ્થી,Antibody mediated immunity
એન્ટીકોએગ્યુલેંટ,Anticoagulant
એન્ટિકોડન લૂપ,Anticodon loop
એન્ટીડિપ્રેસ,Antidepressant
એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ),Antidiuretic hormone (ADH)
જનીન,Antigen gene
એન્ટિજેન-એન્ટિબોડી સંકુલ,Antigen-antibody complex
એન્ટિજેનિક નિર્ધારક,Antigenic determinant
અસાધારણ પરિબળ,Antinutritional factor
વિરોધી,Antioxidant
એન્ટિપોડલ ન્યુક્લિયસ,Antipodal nucleus
સમૃદ્ધ આર.એન.એ.,Anti-sense RNA
એન્ટિવાયરલ પ્રોટીન,Antiviral protein
એન્ટ્રમ,Antrum
સસલું,Anucleate
ગુદા,Anus
અસ્વસ્થતા,Anxiety disorder
એરોર્ટિક કમાન,Aortic arch
એરોર્ટિક ગેંગલીયન,Aortic ganglion
એરોર્ટિક સેમિલ્યુનર વાલ્વ,Aortic semilunar valve
એરોર્ટિક વાલ્વ,Aortic valve
એપીસી (સંકુલને પ્રોત્સાહન આપતા એનાફેસ),APC (anaphase promoting complex)
પૂર્વજ,Apelike ancestor
Apષધ,Aphid
ફેળખી,Aphrodite
મડાગાંઠ,Apical dominance
સical,Apical pad
મધમાખી,Apiculture
સધ્ધર,Apis indica
પ્રપંચી,Aplanospore
Lyંચે જનનુસાર,Aplysia
શોક,Apocarpae
જનનુભુના,Apocarpous
નમ્ર અંડાકાર,Apocarpous ovary
શરદી,Apocrine gland
ઉપલોક,Apoenzyme
કોશિશ,Apomict
અનુવાદ,Apomixis
Apળપડી,Apoplasm
Apપચારિક માર્ગ,Apoplastic pathway
એપોપ્ટોસિસ,Apoptosis
ઉપકરણ,Apparatus
પરિપ્રેક્ષ્ય,Appendicular skeleton
ક caકમનું પરિશિષ્ટ,Appendix of the caecum
સફરજન,Apple snail
જળચરઉછેર,Aquaculture
જળરોગ,Aquaporin
જળચર,Aquatic amphibian
જળચર,Aquatic form
જળચર રહેઠાણ,Aquatic habitat
જળચર સજીવ,Aquatic organism
જળચર સંયંત્ર,Aquatic plant
જળચર શ્વસન,Aquatic respiration
જલીય પ્રવાહી,Aqueous fluid
જલીય ભેજ,Aqueous humur
જલીય ઇન્ટ્રા-સેલ્યુલર પ્રવાહી,Aqueous intra-cellular fluid
જલીય નમૂના,Aqueous sample
જલી ઉકેલ,Aqueous solution
પાણી,Aquila
અરબીડોપ્સિસ,Arabidopsis
ક arંગન,Arachnida
અણીદાર,Arachnoid
અરાજક,Araneus
અવસ્થામાં,Arborescent
આર્બોરેસન્ટ લાઇકોપોડ,Arborescent lycopod
પુરાતત્ત્વીય,Archaebacteria
પુરાતત્વ,Archegonium
દ્વીપસમૂહ,Archipelago
આર્ક્ટિક,Arctic
આર્ક્ટિક ટર્ન,Arctic tern
આર્ક્ટિક ટુંડ્ર,Arctic tundra
આર્દિયા,Ardea
અનિયંત્રિત પેશી,Areolar tissue
આર્ગેમોન (કાંટાદાર ખસખસ),Argemone (prickly poppy)
આર્જેમોન મેક્સિકોન,Argemone mexicana
આદુ,Arginine
પગે પ્રદેશ,Arid region
Arંચે,Aristolochiaceae
હાથોહારી,Arm feeding
સૈન્યની કીટ,Armyworm
Arોળવું,Aroid
સુગંધ,Aroma
કરચલો,Arrester
કલાત્મક,Artemisia
ધમની સિસ્ટોલિક,Arterial systolic
ખળભળાટવાળું,Arteriosclerotic
આર્થ્રોપોડ,Arthropod
સંધિવા,Arthritis
આર્થ્રોપોડા,Arthropoda
લેખક કાર્ટિલેજ,Articular cartilage
સ્પષ્ટ,Articulate
સ્પષ્ટ,Articulated
કૃત્રિમ પેસમેકર,Artificial pacemaker
કૃત્રિમ પસંદગી,Artificial selection
આર્કાર્પસ હેટોરોફિલસ,Artocarpus heterophyllus
સુશોભિત,Asbestos fibre
એસ્બેસ્ટોસિસ,Asbestosis
એક જાતનું,Ascaris
ચડતી ક્રોમેટોગ્રાફી,Ascending chromatography
હાસ્ય,Ascidia
શણગારું,Ascidian
અકસ્માત,Ascocarp
દૃ asતા,Ascomycetes
એસર્બિક એસિડ,Ascorbic acid
ગિરિણી,Ascospore
અકસ્માત,Ascus
દંગાહી,Aseptate
અજાતીય પ્રજનન,Asexual reproduction
અજાતીય બીજકણ,Asexual spore
શારરી,Asparagine synthetase
શતાવરીનો શતાાયણ,Asparagus
જાસૂસ એસિડ,Aspartic acid
સ્રાવ નાઇજર,Aspergillus niger
અકસ્માત,Aspergillus
અફડેલસ ટેન્યુફોલિયસ,Asphodelus tenuifolius
તુરંત,Aspirin
પરાકાષ્ઠા,Assay
એકત્રીકરણ,Assemblage
આત્મસાત કાર્યક્ષમતા,Assimilation efficiency
આત્મસાતુ મૂળ,Assimilatory root
પ્રજનન તકનીક,Assisted reproductive technique
મંડળનો વિસ્તાર,Association area
સહ -સહજીવન,Associative symbiosis
ભાત અને પુનર્વસન,Assortment and recombination
પરિબળ ભાત,Assortment of factor
અજાણ,Astacus
જસ્ટરી,Asteraceae
ખંડ,Asterales
ગ્રહ,Asteroid
અસ્થમા,Asthma
એસ્ટ્રાગાલસ ગમ્ફર,Astragalus gummifer
અપાર્થિવ સ્પિન્ડલ ધ્રુવ,Astral spindle pole
ખગોળશાસ્ત્રી,Astronomer
અસમપ્રમાણ કેરીયોટાઇપ,Asymmetric karyotype
અસમપ્રમાણ,Asymmetrical
વિધવાલાને લગતું,Atheromatous
વિધવાલા,Atherosclerosis
એથરોસ્ક્લેરોટિક તકતી,Atherosclerotic plaque
નગરો,Atlas
એટલાસ વર્ટેબ્રા,Atlas vertebra
વાતાવરણ,Atmosphere
વાતાવરણીય,Atmospheric
વાતાવરણીય ઇનપુટ્સ,Atmospheric inputs
અણુ બળ માઇક્રોસ્કોપ,Atomic force microscope
અણુ,Atom
એ.ટી.પી.,ATP ase
ભયંકર સંકોચન,Atrial contraction
સુશોભિત ફાઇબરિલેશન,Atrial fibrillation
એટ્રિલ નેટ્યુરેટિક ફેક્ટર (એએનએફ),Atrial natriuretic factor (ANF)
એટ્રિલ નોડ,Atrial node
એટ્રિલ સિસ્ટોલ,Atrial systole
અતિશય નોડ,Atrioventricular node
અતિશય વાલ્વ,Atrioventricular valve
કર્ણક,Atrium (peatria)
કર્ણક,Atrium (peatria)
એટરોપા બેલાડોના,Atropa belladonna
કૃશતા,Atrophy
આલ્કલોઇડ,Atropine alkaloid
જોડાણ પ્લેટ,Attachment plate
શ્રદ્ધા,Auditory cortex
અનોલોસિરા,Aulosira
Ur રિકલ (ur રિક્યુલા),Auricle (auricula)
Ur રિકલ (ur રિક્યુલા),Auricle (auricula)
Ur રિકલ (ur રિક્યુલા),Auricle (auricula)
Ur રિકલ (ur રિક્યુલા),Auricle (auricula)
Australગરોપિથિસિન્સ,Australopithecines
આરણવિજ્ologyાન,Autecology
સ્વચાલિત ડીએનએ સિક્વેન્સર,Automated DNA sequencer
સ્વોલપ્લોઇડ,Autopolyploid
ઓટોનાલિસર,Autoanalyser
સ્વતસ્તરી,Autogamy
સ્વતસ્તરી,Autogamy
સ્વચાલિત,Autograft
સ્વયંપ્રતિકારક રોગ,Autoimmune disease
ઓટોમોબાઈલ એક્ઝેકટ,Automobile exhaust
સ્વાયત્ત (અનૈચ્છિક) નર્વસ સિસ્ટમ,Autonomic (involuntary) nervous system
સ્વચાલિત,Autophagic lysosome
સ્વચાલિત,Autoploid
સ્વચાલિત,Autopodium
સ્વોલપ્લોઇડ,Autopolyploid
સ્વચાલિત ક્રોમરોમ,Autosomal chromorome
સ્વત્વાદેશ,Autosomal gene
આપત્તિજનક,Autosome
સ્વચાલિત,Autotetraploid
સ્વચાલ,Autotomy
સ્વચાલિત વિવિધતા,Autotriploid variety
સ્વચાલિત,Autotroph
પડોશી લાકડો,Autumn wood
સહાયક,Auxanograph
સહાયકમાપક,Auxanometer
સહાયક વૃદ્ધિ,Auxetic growth
Uxક્સિન,Auxin
Uxક્સોટ્રોફ,Auxotroph
એક વી બંડલ,A V bundle
આદ,Aves
એકસાથે,Avicennia
Awગલો,Awn
અક્ષીય હાડપિંજર,Axial skeleton
સ્ફોટક,Axile
વિસ્ફોટક કળી,Axillary bud
Axંચે એવું,Axillary
કુહારી,Axis vertebra
ચેલો,Axon
કર્કશ પટલ,Axonal membrane
કર્કશ,Axonally
Ax્કોનેમ,Axoneme
અણીદાર,Azospirillum
અજાણી,Azotobacter
અકસ્માત નસ,Azygous vein
બેસીલસ એન્થ્રેસીસ,Bacillus anthracis
બેસિલસ થ્યુરિંગિનેસિસ (બીટી),Bacillus thuringiensis (Bt)
દંભ,Bacillus
જીવાત,Bacteria
જીવાત,Bacterial
બેક્ટેરિયલ કૃત્રિમ રંગસૂત્ર (બીએસી),Bacterial artificial chromosome (BAC)
જીવાણુ રોગકારક રોગ,Bacterial pathogen
બેક્ટેરિયલ પટલ,Bacterial plasma membrane
જીવાણુની તાણ,Bacterial strain
જીવાણુનાશક,Bacteriological
જીવાણુ નામ,Bacteriological nomenclature
પેક્ટેરિઓફેજ,Bacteriophage
સુશોભન,Bacterium
બક્યુલોવાયરસ,Baculovirus
લપસી પડવી,Bagging
બારીક,Balaenoptera
ઉનાળાની બહુપદી,Balanced polymorphism
સંતુલન પસંદગી,Balancing selection
બાલનોગ્લોસસ,Balanoglossus
બટનો,Balanus
બાલુટા,Balausta
દડા અને સોકેટ સંયુક્ત,Ball and socket joint
બલૂન કેથરલાઇઝેશન,Balloon catherization
બામ એચ આઇ,Bam H I
વાંસના પગ,Bamboo-shoot
અણીદાર,Banded anteater
બેડની તકનીક,Banding technique
કાંસકી,Barbiturate
ખડક,Bare rock
અવરોધ,Barrier
ભડકો,Bark
રંગબેરું,Barnacle
મૂળભૂત સંસ્થા,Basal body
મૂળભૂત આવરણ,Basal cover
મૂળભૂત ગેંગલીયન,Basal ganglion
મૂળભૂત પપ્પ,Basal pad
પાયો,Base
આધાર,Base pair
ભોંયરું,Basement membrane
બેસિડિઓકાર્પ,Basidiocarp
પાયમાલ,Basidiomycetes
બેસિડિઓસ્પોર,Basidiospore
આધારસ્તંભ,Basidium
બેસિફિક્સ,Basifixed
ભોંયના પટલ,Basilar membrane
ઈંટપેટલ હુકમ,Basipetal internode order
બેસોફિલ,Basophil
બેસોફિલનું,Basophilic
બેસિયન નકલ,Batesian mimicry
સ્નાન સ્પોન્જ,Bath sponge
સ્નાન સ્પોન્જ,Bath sponge
બૌહિનીયા,Bauhinia
ધબક,Beat
મધપૂડો,Beehive
મધુષણી,Beewax
તામસી,Begonia
વર્તણૂક અનુકૂલન,Behavioural adaptation
પોત,Bel
બાલ્ટડોન્ના,Belladonna
વિનોદી ગાંઠ,Benign tumour
સજાવટવાળું,Benthic
બેન્ઝિન હેક્સાક્લોરાઇડ (બીએચસી),Benzene hexachloride (BHC)
ઉન્માદ,Benzene
એક જાતની સગીર,Berenil
લહેરી,Berry
બીટા વિવિધતા,Beta diversity
Betાળ,Betula
બી-ગ્લોબિન,B-globin
ભંગ,Bhang
ભિત્કી,Bhetki
બી-ક્ષિતિજ,B-horizon
બેવડો,Bicarbonate
દ્વિકાર્ય,Bicarpellary
દ્વિકાર્ય,Bicarpellatae
દ્વિશય,Biceps
દ્વિસરણ,Biconcave
દ્વિકોષ,Biconvex
બેકોનવેક્સ-ગોળાકાર લેન્સ,Biconvex-spherical lens
દ્વિપક્ષી વાલ્વ,Bicuspid valve
બિડરની નહેર,Bidder's canal
બોલી લગાવનાર અંગ,Bidder's organ
દ્વિવાર્ષિક,Biennial
બિગ બેંગ થિયરી,Big Bang theory
ક bilંગું કરવું,Bilabiate
દ્વિપક્ષીય સપ્રમાણતા,Bilateral symmetry
બૌદ્ધિકતા,Bilateria
દાદાગર,Bilayer
પિત્ત,Bile
પિત્તાશય,Bile pigment
પિત્ત મીઠું,Bile salt
દ્વિસંગી વિચ્છેદન,Binary fission
બંધનકર્તા ફ્લોરોક્રોમ,Binding fluorochrome
સબસ્ટ્રેટનું બંધનકર્તા,Binding of substrate
દૂરબાહિક,Binocular
દૂર -માથું,Binocular head
દૂરબીન દ્રષ્ટિ,Binocular vision
દ્વિપદી,Binomial
દ્વિપદી નામ,Binomial nomenclature
દ્વિપદી પદ્ધતિ,Binomial system
અણી,Binuleate
બાયોએક્ટિવ માઇક્રોબાયલ ઉત્પાદન,Bioactive microbial product
જૈવ -વ્યવસાયિક માર્ગ,Biochemical pathway
જૈવ -પ્રતિક્રિયા,Biochemical reaction
બાયોમેડિકલ એન્જિનિયરિંગ,Biomedical engineering
જીવ -સંસ્કારી તબક્કો,Biosynthetic phase
બાયોપન એજન્ટ,Bioweapon agent
જૈવિક,Bioassay
જૈવ -રસોઈ સંબંધી,Biochemical
જૈવ -રાસાયણિક સ્વત.,Biochemical autoanalyser
જૈવ -વ્યવસાયિક લાક્ષણિકતા,Biochemical characterization
બાયોકેમિકલ ઓક્સિજન માંગ (બીઓડી),Biochemical oxygen demand (BOD)
જૈવ -વ્યવસાયિક માર્ગ,Biochemical pathway
જૈવિક વર્ગીકરણ,Biochemical taxonomy
જૈવ -રાસાયણિક તકનીક,Biochemical technique
જીવ -રસાયણશાસ્ત્ર,Biochemistry
જંતુનાશક,Biocide
જંતુનાશક,Biocide residue
બાયોડિગ્રેડેબલ જંતુનાશક,Biodegradable insecticide
બાયોડિગ્રેડેબલ કાર્બનિક કચરો,Biodegradable organic waste
બાયોડિગ્રેડેબલ જંતુનાશક દવા,Biodegradable pesticide
જૈવવિવિપર્થ,Biodiversity
જૈવ,Bioethics
