Gujarati,Bengali
કાસ્ટ પથ્થર,ঢালাই পাথর
ઉત્પ્રેરક,প্রভাবক
કેટેના,ক্যাটেনা
બિલાડીનો ચહેરો,বিড়ালের মুখ
બિલાડીનું માથું,বিড়ালের মাথা
કેશન,ক্যাটান
કેટ વોક,বিড়াল হাঁটা
પોલાણ નુકસાન,গহ্বরের ক্ষতি
સેલાઇટ,সেলাইট
સેલ્યુલર કોંક્રિટ,সেলুলার কংক্রিট
સેલ્યુલર બાંધકામ,সেলুলার নির্মাণ
સિમેન્ટ,সিমেন্ট
"સિમેન્ટ, બિટ્યુમિનસ","সিমেন্ট, বিটুমিনাস"
"સિમેન્ટ, ઉચ્ચ તાકાત","সিমেন্ট, উচ্চ শক্তি"
"સિમેન્ટ, હાઇડ્રોલિક","সিমেন্ট, জলবাহী"
"સિમેન્ટ, ઓછી ગરમી","সিমেন্ট, কম তাপ"
"સિમેન્ટ, ચણતર","সিমেন্ট, রাজমিস্ত্রি"
"સિમેન્ટ, કુદરતી","সিমেন্ট, প্রাকৃতিক"
"સિમેન્ટ, પોર્ટલેન્ડ","সিমেন্ট, পোর্টল্যান্ড"
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ","সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ"
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન","সিমেন্ট, পোর্টল্যান্ড পোজোলান"
"સિમેન્ટ, સ્લેગ","সিমেন্ট, স্ল্যাগ"
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક","সিমেন্ট, সালফেট প্রতিরোধী"
"સિમેન્ટ, સુપર સલ્ફેટેડ","সিমেন্ট, সুপার সালফেটেড"
"સિમેન્ટ, સફેદ","সিমেন্ট, সাদা"
સિમેન્ટ-એગ્રિગેટ રેશિયો,সিমেন্ট-সমষ্টি অনুপাত
સિમેન્ટ સામગ્રી,সিমেন্ট সামগ্রী
સિમેન્ટ જેલ,সিমেন্ট জেল
સિમેન્ટ બંદૂક,সিমেন্টের বন্দুক
સિમેન્ટ ભઠ્ઠી,সিমেন্টের ভাটা
સિમેન્ટ પેઇન્ટ,সিমেন্ট পেইন্ট
સિમેન્ટ પ્લાસ્ટર,সিমেন্ট প্লাস্টার
સિમેન્ટ ખડક,সিমেন্ট শিলা
સિમેન્ટ સ્લરી,সিমেন্ট স্লারি
સિમેન્ટ સંગ્રહ,সিমেন্ট স্টোরেজ
સિમેન્ટેશન પ્રક્રિયા,সিমেন্টেশন প্রক্রিয়া
સેન્ટરિંગ,কেন্দ্রীভূত করা
સેન્ટરિંગ અને શટરિંગ,সেন্টারিং এবং শাটারিং
કેન્દ્રીય મિશ્રિત કોંક્રિટ,কেন্দ্রীয় মিশ্র কংক্রিট
સેન્ટ્રલ મિક્સર,কেন্দ্রীয় মিশুক
કેન્દ્રત્યાગી ચાહક,কেন্দ্রাতিগ পাখা
ચાક,চক
ચેમ્ફર,চেম্ফার
ચેમ્ફર સ્ટ્રીપ,চেম্ফার ফালা
ચેનલ બીમ,চ্যানেল বিম
લાક્ષણિક લોડ,চরিত্রগত লোড
લાક્ષણિકતા શક્તિ,চারিত্রিক শক্তি
ચાર્જ બંધ,বন্ধ চার্জ
ચાર્જિંગ,চার্জিং
તપાસવું,চেক করা হচ্ছে
કેમિકલ બોન્ડ,রাসায়নিক বন্ধন
ચેર્નોઝેમ,চেরনোজেম
ચેસ્ટનટ માટી,চেস্টনাট মাটি
ચીમની ગટર,চিমনি নর্দমা
ચિપ બોર્ડ,চিপ বোর্ড
ચીપીંગ,চিপিং
ચિપ્સ,চিপস
ચૂટ,চুট
વર્ગ (કોંક્રિટનો),শ্রেণী (কংক্রিটের)
માટી,কাদামাটি
માટી સામગ્રી,কাদামাটি বিষয়বস্তু
માટીની તપેલી,মাটির প্যান
સાફ કરો,পরিস্কার করা
સાફ કરો,পরিষ্কার কর
ક્લીટ,ক্লিট
ક્લિન્કર,ক্লিঙ্কার
ક્લિપ,ক্লিপ
કોગ્યુલેશન,জমাট বাঁধা
બરછટ એકંદર,মোটা সমষ্টি
બરછટ દાણાવાળી માટી,মোটা দানাদার মাটি
કોટ,কোট
કોફર ડેમ,কফার বাঁধ
સંયોગ,সংহতি
કોલોઇડ,কলয়েড
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত
કોલોઇડલ સિસ્ટમ,কলয়েডাল সিস্টেম
કોલ્યુવિયલ માટી,কোলুভিয়াল মাটি
કૉલમ,কলাম
કોમ્બેડ પૂર્ણાહુતિ,কম্বড ফিনিস
સંયુક્ત પગ,সম্মিলিত পাদদেশ
સંયુક્ત પાણી,মিলিত জল
સામાન્ય રૂમ,বৈঠকখানা
પૂર્ણતા પ્રમાણપત્ર,সমাপনী সনদ
ઘટક ચોરસ,উপাদান বর্গক্ষেত্র
કોંક્રિટ,কংক্রিট
કન્ક્રિશન,কংক্রিশন
એકીકૃત દર/સપાટ દર,একত্রিত হার/সমতল হার
દૂષકો,দূষক
રસોઇ alcove,আলকোভ রান্না করা
મુકાબલો,মোকাবিলা করা
કોર્બેલ,করবেল
કોર્નિસ,কার্নিস
કપલર,কাপলার
"કપલર, ડબલ","যুগল, দ্বিগুণ"
"કપલર, પુટલોગ","কাপলার, পুটলগ"
"કપલર, સ્વીવેલ","কাপলার, সুইভেল"
અભ્યાસક્રમ,কোর্স
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা
આવરી લેવામાં આવેલ વિસ્તાર,ঢাকা এলাকা
કમકમાટી,হামাগুড়ি
ક્રીપ ગુણાંક,ক্রীপ সহগ
ક્રોટોવાઇન,ক্রোটোভাইন
કાગડો પગ,কাকের পা
નાનો ટુકડો બટકું માળખું,চূর্ণবিচূর্ণ গঠন
કર્બ,প্রতিবন্ধক
વર્તમાન,কারেন্ট
વળાંક પ્રતિકાર,বক্ররেখা প্রতিরোধের
ભીનાશ પ્રૂફ કોર્સ,স্যাঁতসেঁতে প্রুফ কোর্স
પૂર્ણ થવાની તારીખ,সমাপ্তির তারিখ
ડેડ લોડ,মৃত লোড
મૃત પાણી,মরা জল
ડેસિબલ,ডেসিবেল
ડિફ્લોક્યુલેશન,ডিফ্লোকুলেশন
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী
એકત્રીકરણની ડિગ્રી,সমষ্টির ডিগ্রি
વિખેરવાની ડિગ્રી,বিচ্ছুরণ ডিগ্রী
સંતૃપ્તિની ડિગ્રી,স্যাচুরেশন ডিগ্রী
ઘનતા,ঘনত্ব
રણ પેવમેન્ટ,মরুভূমির ফুটপাথ
રણની માટી,মরুভূমির মাটি
વિગતો,বিস্তারিত
વિકાસ સમયગાળો,উন্নয়নের সময়কাল
ડી-ક્ષિતિજ,ডি-দিগন্ত
કર્ણ બંધન,তির্যক বন্ধন
ડાયાગ્રામ,ডায়াগ্রাম
ડિજિટલ ડોક,ডিজিটাল ডক
વિભેદક પાણી દર,পার্থক্য জলের হার
મંદન વેન્ટિલેશન,পাতলা বায়ুচলাচল
ડિલુવિયમ,ডিলুভিয়াম
ડાઇનિંગ રૂમ,খাবার কক্ষ
દિશા ખીંટી,দিকনির্দেশনা পেগ
વિક્ષેપ,বিচ্ছুরণ
ડિસ્ટેમ્પર,ডিস্টেম্পার
ડોક,ডক
દરવાજો,দরজা
ડોર્મર,ডর্মার
ડોર્મર ચેક,ডর্মার চেক
ડબલ ફ્લેમિશ બોન્ડ,ডাবল ফ্লেমিশ বন্ড
ડબલ લેયર,ডবল লেয়ার
ડોવેલ,দোয়েল
ચિત્ર ફલક,অঙ্কন বোর্ড
દીવાનખાનું,বৈঠকখানা
ડ્રિફ્ટ,প্রবাহ
શુષ્ક બલ્બ તાપમાન,শুকনো বাল্বের তাপমাত্রা
ડ્રાય ડોક,শুকনো ডক
સુકા રબર ચણતર,শুকনো রাবার রাজমিস্ত্রি
ડચ બોન્ડ,ডাচ বন্ড
વામન દિવાલ,বামন প্রাচীর
નિવાસ એકમ,বাস ইউনিট
ઇવ,ইভ
Eaves ગટર,ইভস নর্দমা
આર્થિક શક્યતા,অর্থনৈতিক সম্ভাব্যতা
એક્ટોડાયનેમોર્ફિક માટી,এক্টোডাইনামরফিক মাটি
એડી,এডি
અસરકારક કદ,কার্যকরী আকার
પુષ્પવૃત્તિ,প্রস্ফুটিত
એફ્લુઅન્ટ,বর্জ্য
એલિવેશન,উচ্চতা
એલુવિએશન,ইলুভিয়েশন
એલ્યુવિયમ,এলুভিয়াম
એન્ડોડાયનેમોર્ફિક માટી,এন্ডোডাইনামরফিক মাটি
એન્જિનિયરિંગની શક્યતા,ইঞ্জিনিয়ারিং সম্ভাব্যতা
અંગ્રેજી બોન્ડ,ইংরেজি বন্ড
અંગ્રેજી ગાર્ડન વોલ બોન્ડ,ইংরেজি বাগান প্রাচীর বন্ধন
"EPM (મિલિયન દીઠ સમકક્ષ),&quot;","EPM (প্রতি মিলিয়নের সমতুল্য),&quot;"
સમકક્ષ વજન,সমান ওজন
અર્ગ,অর্গ
વિનિમયક્ષમ,বিনিময়যোগ্য
વિનિમયક્ષમ એસિડિટી,বিনিময়যোগ্য অম্লতা
વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP),বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP)
ઇ.એસ.પી.,ই এস পি
એક્સચેન્જ એસિડિટી,এক্সচেঞ্জ অ্যাসিডিটি
વિનિમય સંકુલ,এক্সচেঞ্জ কমপ্লেক্স
એક્ઝોસ્ટ,নিষ্কাশন
ખુલ્લી પૂર્ણાહુતિ,উন্মুক্ত ফিনিস
આંખ,আই
આંખ ભ્રમર,ভুরু
સામનો કરવો,সম্মুখ
બોન્ડનો સામનો કરવો,বন্ড সম্মুখীন
સલામતીનું પરિબળ,নিরাপত্তার ফ্যাক্টর
પડવું,পতন
ફેસિયા,ফেসিয়া
ફેસિયા બોર્ડ,ফেসিয়া বোর্ড
દોષ,দোষ
ક્ષેત્રની ભેજ,মাঠের আর্দ্রতা
અંતિમ ભેજ સમકક્ષ,চূড়ান্ত আর্দ্রতা সমতুল্য
ફિલેટ (મોર્ટારનું),ফিলেট (মর্টার)
અંતિમ,চূড়ান্ত
અંતિમ માપન,চূড়ান্ত পরিমাপ
અંતિમ ચુકવણીq,চূড়ান্ত অর্থপ্রদান
અંતિમ પૂર્વ તણાવ,চূড়ান্ত প্রাক চাপ
અંતિમ તાણ,চূড়ান্ত উত্তেজনা
નાણાકીય શક્યતા,আর্থিক সম্ভাব্যতা
ફાઇન એકંદર,সূক্ষ্ম সমষ্টি
ફિસર્ડ ખડક,ফিসার্ড শিলা
ધ્વજ પથ્થર,পতাকা পাথর
ફ્લેમિશ બોન્ડ,ফ্লেমিশ বন্ড
ફ્લેશિંગ,ঝলকানি
ચમકદાર પ્રવાહ,চটকদার স্রোত
સપાટ છત,সমতল ছাদ
ફ્લેચે,ফ্লেচে
ફ્લેમિશ ગાર્ડન વોલ બોન્ડ,ফ্লেমিশ গার্ডেন ওয়াল বন্ড
ચકમક,চকমকি
ફ્લિન્ટ દિવાલ,চকমকি দেয়াল
ફ્લોટિંગ ફ્લોર,ভাসমান মেঝে
ફ્લોક્યુલેશન,ফ্লোকুলেশন
ફ્લોક્યુલેશન મર્યાદા,ফ্লোকুলেশন সীমা
ફ્લોક્યુલેશન રેશિયો,ফ্লোকুলেশন অনুপাত
ફ્લોક્યુલ્સ,ফ্লোকুলস
ફ્લોર,মেঝে
ફ્લોર સીલ,মেঝে সিল
પ્રવાહ,প্রবাহ
વધઘટ,ওঠানামা
ફૂટિંગ,ফুটিং
ફાઉન્ડેશન,ফাউন্ডেশন
ફ્રી ફોલ બેરો ટોપિંગ મિક્સર,ফ্রি ফল ব্যারো টপিং মিক্সার
ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર),ফ্রি ফল মিক্সার (ড্রাম টাইপ)
મફત પથ્થર,বিনামূল্যে পাথর
ફ્રેશેટ,ফ্রেশেট
ઘર્ષણ ખૂંટો,ঘর্ষণ গাদা
દેડકા,ব্যাঙ
ગેબલ,গ্যাবল
ગેબલેટ,গ্যাবলেট
ગેમ્બ્રેલ છત,গ্যাম্বেলের ছাদ
ગેજ,গেজ
માપન વિભાગ,পরিমাপক বিভাগ
ગેજિંગ સ્ટેશન,গেজিং স্টেশন
સામાન્ય સ્થાન યોજના,সাধারণ অবস্থান পরিকল্পনা
સામાન્ય વેન્ટિલેશન,সাধারণ বায়ুচলাচল
G ક્ષિતિજ અથવા gley ક્ષિતિજ,G দিগন্ত বা gley দিগন্ত
સુધી હિમનદી,হিমবাহ পর্যন্ত
જીનીસ,জিনিস
માલ યાર્ડ,গুডস ইয়ার্ড
ઢાળ પ્રતિકાર,গ্রেডিয়েন্ট প্রতিরোধ
ગ્રેનાઈટ,গ্রানাইট
દાણાદાર માળખું,দানাদার গঠন
દાણાદાર,দানাদার
ગ્રાન્યુલ,কণিকা
ગુરુત્વાકર્ષણ મુક્ત પાણી,মহাকর্ষীয় জল মুক্ত জল
ગુરુત્વાકર્ષણ યાર્ડ,গ্র্যাভিটেশনাল ইয়ার্ড
ગ્રેટ માટી જૂથ,মহান মাটি গ্রুপ
ગ્રિલેજ ફાઉન્ડેશન,গ্রিলেজ ফাউন্ডেশন
ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ,স্থল হাত ছাঁচনির্মাণ
જૂથબદ્ધ ડોક,দলবদ্ধ ডক
ગ્રુપ હાઉસિંગ,গ্রুপ হাউজিং
અતિથિ ખંડ,অতিথি কক্ষ
ગટર,নর্দমা
ગટર ધારક,নর্দমা বহনকারী
ગટર ચેક,গটার চেক
હેમર ડ્રેસિંગ,হাতুড়ি ড্রেসিং
હાર્બર,হারবার
આશ્રય બંદર,আশ্রয়ের পোতাশ্রয়
સખત તપેલી,শক্ত প্যান
હેડર,হেডার
હેડર બોન્ડ,হেডার বন্ড
હેડર કોર્સ,হেডার কোর্স
હેડ ગેટ સ્ટ્રક્ચર,হেড গেটের গঠন
કેનાલના વડા,খালের প্রধান
હેડ રેગ્યુલેટર,হেড রেগুলেটর
હેરિંગ બોન બોન્ડ,হেরিং হাড়ের বন্ধন
હાર્ટીંગ,হার্টিং
ભીનાશની ગરમી,ভিজানোর তাপ
ઉચ્ચ એલ્યુમિના સિમેન્ટ,উচ্চ অ্যালুমিনা সিমেন্ট
હિપ,নিতম্ব
હિપ કેપિંગ,হিপ ক্যাপিং
હિપ્ડ એન્ડ,নিতম্বের শেষ
હૂડ,ঘোমটা
હૂડ મોલ્ડિંગ,হুড ছাঁচনির্মাণ
હૂકનો કાયદો,হুকের আইন
હૂપ આયર્ન,হুপ লোহা
ક્ષિતિજ,দিগন্ত
ભેજીકરણ,আর্দ্রতা
"ભેજ, સંપૂર્ણ","আর্দ্রতা, পরম"
"ભેજ, સંબંધિત","আর্দ্রতা, আপেক্ষিক"
હમ્પ યાર્ડ,হাম্প ইয়ার্ড
હાઇડ્રોલિક દબાણ,জলবাহী চাপ
હાઇડ્રેશન,হাইড্রেশন
હાઇડ્રોલિસિસ,হাইড্রোলাইসিস
હાઇડ્રોલિટીક એસિડિટી,হাইড্রোলাইটিক অ্যাসিডিটি
હાઇડ્રોમોર્ફિક માટી,হাইড্রোমরফিক মাটি
હાઇડ્રોફિલિક કોલોઇડ,হাইড্রোফিলিক কলয়েড
હાઇડ્રોફોબિક કોલોઇડ,হাইড্রোফোবিক কলয়েড
હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર,হাইড্রোস্ট্যাটিক চাপ অনুপাত
હાઇગ્રોસ્કેપ્ટિક ગુણાંક,হাইগ্রোস্ক্যাপটিক সহগ
હાઇગ્રોસ્કોપિક ભેજ,হাইগ্রোস্কোপিক আর্দ্রতা
હાઇડ્રોસ્કોપીસીટી,হাইড্রোস্কোপিসিটি
હાઇગ્રોસ્કોપિક ભેજ,হাইগ্রোস্কোপিক আর্দ্রতা
હાયપરબેરિક ચેમ્બર,হাইপারবারিক চেম্বার
હાઇપરસ્ટેટિક ફ્રેમ,হাইপারস্ট্যাটিক ফ্রেম
હાઇપ્સોમીટર,হাইপসোমিটার
રોશની,আলোকসজ্জা
એમ્બિબેશન ભેજ,ইমবিবেশন আর্দ্রতা
અપરિપક્વ માટી,অপরিণত মাটি
જપ્ત કરાયેલ ડોક,জব্দ ডক
જમીનની આવકમાં વધારો,ভূমি রাজস্ব বৃদ্ধি
સ્વતંત્ર પાલખ,স্বাধীন ভারা
ઈન્ડ્યુરેટેડ,নিমজ্জিত
પ્રારંભિક prestress,প্রাথমিক prestress
પ્રારંભિક તણાવ,প্রাথমিক উত্তেজনা
આંતરદેશીય જળમાર્ગ બંદર,অভ্যন্তরীণ জলপথ বন্দর
ઇન્સ્યુલેટીંગ બોર્ડ,অন্তরক বোর্ড
મધ્યવર્તી બંદર,মধ্যবর্তী বন্দর
આંતરિક ઘર્ષણ,অভ্যন্তরীণ ঘর্ষণ
ઇન્ટ્રાઝોનલ માટી,ইন্ট্রাজোনাল মাটি
આયન,অয়ন
આયન વિનિમય,আয়ন বিনিময়
લોખંડની તપેલી,লোহার প্যান
સિંચાઈવાળી જમીન,সেচ সম্পন্ন ভূমি
સિંચાઈ,সেচ
સિંચાઈ ઉપકર,সেচ সেস
જાંબ,জাম্ব
જોગલ,জগল
જોગલ પિન,জগল পিন
જૌલ,জুল
જમ્પર,জাম্পার
કિલોગ્રામ,কিলোগ্রাম
કિલોગ્રામ બળ,কিলোগ্রাম বল
કિલોગ્રામ ફોર્સ મીટર,কিলোগ্রাম ফোর্স মিটার
કિલોવોટ કલાક,কিলোওয়াট ঘন্টা
રાજા બંધ,রাজা বন্ধ
રસોડું,রান্নাঘর
લેસ્ડ કૉલમ,জরিযুক্ত কলাম
લેગીંગ,ল্যাগিং
લેમેલા મૂળ,ল্যামেলা মূল
લેમિનર પ્રવાહ,লেমিনার প্রবাহ
દીવો છિદ્ર,বাতির গর্ত
જમીન સંવર્ધન,ভূ - বিস্তৃতি
લેન્ડ સ્લાઇડિંગ,ল্যান্ড স্লাইডিং
લેટેરાઇટ,ল্যাটেরাইট
લેટેરાઇટ માટી,ল্যাটেরাইট মাটি
