Kannada,English
ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು,Admissible expenditure
ಒಪ್ಪಿಸು,Admit
ಪ್ರವೇಶ ಕಾರ್ಡ್,Admit card
ಒಪ್ಪಿಕೊಂಡ,Admitted
ಕವಲೊಡೆಯು,Admonish
ಅಳವಡಿಕೆದಾರ,Adoptee
ರೋಗಿ,Adoptor
ದತ್ತು,Adoption
ವಯಸ್ಕ,Adult
ವ್ಯಭಿಚಾರ,Adulteration
ವ್ಯಭಿಚಾರ,Adultery
ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್,Adult franchise
ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ,Ad valorem duty
ಮುನ್ನಡೆ,Advance
ಮುಂಗಡ ಬುಕಿಂಗ್,Advance booking
ಮುನ್ನಡೆ,Advance copy
ಮುಂಗಡ ಹೆಚ್ಚಳ,Advance increment
ಮುಂಗಡ ಪಾವತಿ,Advance payment
ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ,Adverse entry
ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು,Adverse remarks
ಪ್ರತಿಕೂಲ ವರದಿ,Adverse report
ಆಯ್ಕೆ,Advertisement
ಸಲಹೆ,Advice
ಪಾವತಿಯ ಸಲಹೆ,Advice of payment
ಸಲಹಾ ಸಮಿತಿ,Advisory committee
ಸಲಹಾ ಮಂಡಳಿ,Advisory council
ಪ್ರತಿಪಾದಿಸು,Advocate
ವ್ಯವಹಾರ,Affairs
ಅಫಿಡವಿಟ್,Affidavit
ಉಪಶಮನ,Affiliation
ದೃ ir ೀಕರಣ,Affirmation
ದೃ irf ೀಕರಣದ,Affirmative
ಆತುರಿಸು,Afford
ಈನಟ,Aforesaid
ಹೊಸದಾಗಿ,Afresh
ವಿರುದ್ಧವಾಗಿ,Against
ವಯಸ್ಸು,Age
ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ,Age certificate
ಮತದಾರರ ವಯಸ್ಸು,Age for suffrage
ವಯಸ್ಸಿಗೆ,Age limit
ವಾಗ್ದಾನ,Agency
ಕಾಗಾರ,Agenda
ನಿವೃತ್ತಿಯ ವಯಸ್ಸು,Age of retirement
ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು,Age of superannuation
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,Aggregation
ದುಃಖಿಸಿದ,Aggrieved
ಆಂದೋಲನ,Agitation
ಅವಾತ,AGM
ಒಪ್ಪಂದ,Agreement
ಒಪ್ಪಂದದ ರೂಪ,Agreement form
ಕೃಷಿ,Agriculture
ಕೃಷಿ ಉದ್ಯಮ,Agro-industry
ನೆರವು,Aid
ಎಚ್ಚರಿಕೆ,Alarm
ಜಾಗರೂಕತೆ,Alertness
ಅಲಿಯಾಸ್,Alias
ಆರೋಪಣೆ,Allegation
ನಿಷ್ಠೆ,Allegiance
ಮೈತ್ರಿ,Alliance
ಮಿತ್ರ ಸೇವೆಗಳು,Allied services
ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ,All inclusive cost
ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು,All India Services
ಮನವಸಿಕೆ,Allocation
ಹಂಚಿಕೆ,Allotment
ಹಂಚಿಕೆ ಪತ್ರ,Allotment letter
ಹಂಚುವವ,Allottee
ಅನುಮತಿಸುವ,Allowable
ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು,Allowable expenses
ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ,Allow an appeal
ಭತ್ಯೆ,Allowance
ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ,All rights reserved
ವರ್ಣಮಾಲೆ,Alphabetic order
ವಾಗ್ವಾದ,Altercation
ಪರ್ಯಾಯ,Alternate
ಬದಲಕ,Alternative
ಸಂಯೋಗ,Amalgamation
ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು,Amended draft
ತಿದ್ದುಪಡಿ,Amendment
ಸೌಕರ್ಯ,Amenity
ಸೌಹಾರ್ದಯುತ,Amicable
ಮದ್ದುಗುಂಡು,Ammunition
ಸಾಲದ ಭೋಗ್ಯ,Amortization of debt
ಮೊತ್ತ,Amount
ಪಿಂಚಣಿ ಪ್ರಮಾಣ,Amount of pension
ಸಾದೃಶ್ಯದ ಹುದ್ದೆ,Analogous post
ವಿಶ್ಲೇಷಣೆ,Analysis
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ,Analytical study
ಪೂರ್ವಜ,Ancestor
ಪೂರಕ ಉದ್ಯಮ,Ancillary industry
ದ್ವೇಷ,Animosity
ಅನುಬಂಧ,Annexure
ವಾರ್ಷಿಕೋತ್ಸವ,Anniversary
ಪ್ರಕಟಿಸುವುದು,Announcement
ಕಿರಿಕಿರಿಯ,Annoyance
ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ,Annual financial statement
ವಾರ್ಷಿಕ ವರದಿ,Annual report
ವರ್ಷಾಶನ,Annuity
ಅನಾಮಿಕ,Anonymous
ಅನಾಮಧೇಯ ದೂರು,Anonymous complaint
ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ,Answerability
ಉತ್ತರ ಪತ್ರಿಕೆ,Answer sheet
ವಿರೋಧಿ,Antagonist
ಪೂರ್ವಸಿದ್ಧತೆಗಳು,Antecedents
ನಿರೀಕ್ಷಿತ ಖರ್ಚು,Anticipated expenditure
ನಿರೀಕ್ಷಿತ ಆದಾಯ,Anticipated income
ನಿರೀಕ್ಷಣೆ,Anticipation
ನಿರೀಕ್ಷಿತ ಜಾಮೀನು,Anticipatory bail
ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ,Anti-corruption measure
ಡಂಪಿಂಗ್ ವಿರೋಧಿ,Anti-dumping
ಪ್ರಾಚೀನ,Antique
ವರ್ಣಭೇದ,Apartheid
ನಿರಾಸಕ್ತಿ,Apathy
ತುದಿ ದೇಹ,Apex body
ಕ್ಷಮೆ,Apology
ಮನವಿಯನ್ನು,Appeal
ಗೋಚರತೆ,Appearance
ಸಮಾಧಾನ,Appeasement
ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ,Appellate tribunal
ಅನುಬಂಧ,Appendix
ಉಪಕರಣ,Appliance
ಅನ್ವಯಿಸುವ,Applicable
ಅರ್ಜಿದಾರ,Applicant
ಅನ್ವಯಿಸು,Application
ಅರ್ಜಿ,Application form
ಅನ್ವಯಿಕ,Applied
ಅನ್ವಯಿಸು,Apply
ನೇಮಕಾತಿ,Appointee
ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು,Appointing authority
ನೇಮಕ,Appointment
ನೇಮಕಾತಿ ಪತ್ರ,Appointment letter
ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ,Appointments Committee of the Cabinet
ವೇತನದ ಹಂಚಿಕೆ,Apportionment of wages
ಮೌಲ್ಯಮಾಪಕ,Appraisal
ಮೌಲ್ಯಮಾಪಕ,Appraiser
ಮೆಚ್ಚುಗೆ,Appreciation
ಭಯ,Apprehension
ಅಪ್ರೆಂಟಿಸ್,Apprentice
ಸಮೀಪಿಸು,Approach
ಸೂಕ್ತ,Appropriate
ಸೂಕ್ತ ಕ್ರಮ,Appropriate action
ಸೂಕ್ತ ತಲೆ,Appropriate head
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,Appropriation
ಅನುಮೋದನೆ,Approval
ಅಂದಾಜು,Approximate
ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ,Aptitude test
ಅನಿಯಂತ್ರಿತ,Arbitrary
ನಿಣಿಸು,Arbitrate
ಮಧ್ಯಸ್ಥಿಕೆ,Arbitration
ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ,Arbitration tribunal
ಮಧ್ಯಸ್ಥ,Arbitrator
ವಾಸ್ತುಶಿಲ್ಪಿ,Architecture
ಆರ್ಕೈವ್ಸ್,Archives
ಪ್ರದೇಶ,Area
ಪ್ರದೇಶದ ಪ್ರದೇಶ,Area headquarter
ವಾದ,Argument
ಹುಳು,Arise
ಸಶಸ್ತ್ರ ಪಡೆ,Armed forces
ಜೋಡಣೆ,Arrangement
ಬಾಕಿ,Arrear
ಬಾಕಿ ಹೇಳಿಕೆ,Arrear statement
ಆಗಮನ ವರದಿ,Arrival report
ಅಸ್ತವ್ಯಸ್ತತೆ,Arrogance
ಸ ೦ ತಾನು,Arsenal
ಲೇಖನ,Article
ಸಂಘದ ಲೇಖನಗಳು,Articles of association
ಲೇಖನಗಳು,Articles
ಆರೋಹಣ,Ascending order
ಒತ್ತಿಹೇಳಿಸು,Ascertain
ಎಲ್ಲಿದೆ,As is where is
ಆಕಾರ,Aspect
ಆಪಾದನೆ,Aspersion
ಹತ್ಯೆ,Assassination
ದಾಳಿ,Assault
ಜೋಡಿಸು,Assemble
ಸಭೆ,Assembly
ಒಪ್ಪು,Assent
ಪ್ರತಿಪಾದಿಸು,Assert
ಮೌಲ್ಯಮಾಪಕ,Assessee
ಮೌಲ್ಯಮಾಪನ,Assessment
ಮೌಲ್ಯಮಾಪನ ವರ್ಷ,Assessment year
ಮೌಲ್ಯಮಾಪಕ,Assessor
ಸ್ವಸಮಾನಗಳು,Assets
ನಿಯೋಗಿ,Assignee
ನಿಯೋಜನೆ,Assignment
ನಿಯೋಜಕ,Assignor
ಸಹಾಯ,Assistance
ಜೊತೆಗಾರ,Associate
ಸಂಘ,Association
ಚಾರ್ಜ್ನ umption ಹೆ,Assumption of charge
ಭರವಸೆ,Assurance
ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ,Assurance company
ಭರವಸೆ ಕೊಡು,Assure
ರಿಯಾಯಿತಿಯಲ್ಲಿ,At discount
ಪರಮಾಣು ಶಕ್ತಿ,Atomic power
ಸಮನಾಗಿ,At par
ಪ್ರೀಮಿಯಂನಲ್ಲಿ,At premium
ಲಗತ್ತಿಸು,Attach
ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ,Attached office
ಬಾಂಧಾಣ,Attachment
ಲಗತ್ತು ಆದೇಶ,Attachment order
ಸಾಧನೆ,Attainment
ಪ್ರಯತ್ನ,Attempt
ಹಾಜರಾತಿ,Attendance
ಹಾಜರಾತಿ ನೋಂದಣಿ,Attendance register
ಹಾಜರಾತಿ ಸ್ಲಿಪ್,Attendance slip
ಗಮನ,Attention
ದೃestೀಕರಣ,Attestation
ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ,Attested copy
ವರ್ತನೆ,Attitude
ಆಕರ್ಷಕ ಸಂಬಳ,Attractive salary
ಹರಾಜು,Auction
ಹರಾಜುದಾರ,Auctioneer
ಹರಾಜು ಮಾರಾಟ,Auction sale
ಪ್ರೇಕ್ಷಕರು,Audience
ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ,Audio-visual display
ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ,Audio-visual publicity
ಲೆಕ್ಕಪರಿಶೋಧನೆ,Audit
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು,Audited accounts
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,Audited balance sheet
ಲೆಕ್ಕಾಚಾರ,Auditing
ಲೆಕ್ಕಪರಿಶೋಧನೆ,Audit objection
ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ,Auditor's report
ಸಭಾಪತಿ,Auditorium
ಲೆಕ್ಕಪರಿಶೋಧನೆ,Audit paragraph
ಲೆಕ್ಕಪರಿಶೋಧನೆ,Audit report
ಕಠಿಣತೆ,Austerity
ಕಠಿಣತೆ ಕ್ರಮಗಳು,Austerity measures
ಅಧಿಕೃತ,Authentic
ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ,Authorised representative
ಅಧಿಕೃತವಾದ,Authoritative
ಅಧಿಕಾರ,Authority
ಅಧಿಕಾರ ಪತ್ರ,Authority letter
ಅಧಿಕಾರಾವಧ,Authorized
ಅಧಿಕೃತ ಬಂಡವಾಳ,Authorized capital
ಸ್ವಯಂಚಾಲಿತ,Automatic
ಸ್ವಾಯತ್ತ,Autonomous
ಸ್ವಾಯತ್ತ ದೇಹ,Autonomous body
ಸ್ವಾಯತ್ತತೆ,Autonomy
ಸಹಾಯಕ,Auxiliary
ಲಭ್ಯ,Available
ಸರಾಸರಿ,Average
ಸರಾಸರಿ ರಜೆ,Average leave
ನಿವಾರಣೆ,Aversion
ತಪ್ಪಿಸು,Avert
ತಪ್ಪಿಸಲು,Avoid
ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು,Avoidance of tax
ಕಾಯುತ್ತಿರುವ,Awaited
ಪ್ರಶಸ್ತಿ,Award
ಪ್ರಶಸ್ತಿ ಪ್ರಾಧಿಕಾರ,Awarding authority
ಅ ೦ ಗಿರುವಿಕೆ,Awareness
ಹಿತ್ತಲಿನ,Backdated
ಹಿನ್ನೆಲೆ,Background
ಹಿಂದಿನ ಲಾಗ್,Back log
ಹಿಂದೆ,Back out
ಹಿಂದಿನ ಉಲ್ಲೇಖ,Back reference
ಬ್ಯಾಕ್ ಅಪ್,Back up
ಹಿಂದುಳಿದ ತರಗತಿಗಳು,Backward classes
ಹಿಂದುಳಿದ ಬುಡಕಟ್ಟು,Backward tribe
ಕೆಟ್ಟ ಚೌಕಾಶಿ,Bad bargain
ಕೆಟ್ಟ ನಡತೆ,Bad behaviour
ಕೆಟ್ಟ ಪಾತ್ರ,Bad character
ಕೆಟ್ಟ ಹವಾಮಾನ ಭತ್ಯೆ,Bad climate allowance
ಕೆಟ್ಟ ನಡವಳಿಕೆ,Bad conduct
ಕೆಟ್ಟ ಸಾಲ,Bad debt
ಸಾಮಾನು ಸರಂಜಾಮು,Baggage
ಜಾಮೀನು,Bail
ಸಮತೋಲನ,Balance
ಸಮತೋಲನವನ್ನು ಉರುಳಿಸಿದೆ,Balance brought down
ಸಮತೋಲನವನ್ನು ಮುಂದಕ್ಕೆ ತರಲಾಗಿದೆ,Balance brought forward
ಸಮತೋಲಿತ ಬಜೆಟ್,Balanced budget
ಸಮತೋಲನ,Balance sheet
ಮತದಾನ,Ballot
ಮತಪೆಟ್ಟಿಗೆ,Ballot box
ಮತದಾನದ ಕಾಗದ,Ballot paper
ನಿಷೇಧಿಸು,Ban
ಬ್ಯಾಂಕ್,Bank
ಬ್ಯಾಂಕ್ ಖಾತೆ,Bank account
ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್,Bank balance
ಬ್ಯಾಂಕ್ ಶುಲ್ಕಗಳು,Bank charges
ಬ್ಯಾಂಕ್ ಖಾತರಿ,Bank guarantee
ಬ್ಯಾಂಕ್ ರಜೆ,Bank holiday
ಬ್ಯಾಂಕಿಂಗ್ ಸೌಲಭ್ಯ,Banking facility
ಬ್ಯಾಂಕಿಂಗ್ ಸಮಯ,Banking hours
ಬ್ಯಾಂಕಿಂಗ್ ವಹಿವಾಟು,Banking transaction
ಬ್ಯಾಂಕ್ ಪ್ರಮಾಣ,Bank rate
ಬ್ಯಾಂಕ್ ಸಮನ್ವಯ,Bank reconciliation
ದಿವಾಳಿಯಾದ,Bankrupt
ಬ್ಯಾಂಕ್ ಭದ್ರತೆ,Bank security
ಬ್ಯಾಂಕ್ ಲೆಕ್ಕವಿವರಣೆ,Bank statement
Banಟ,Banquet
ಪಟ್ಟಿಗ ಮಂಡಳಿ,Bar council
ಚೌಕಾಶಿ,Bargain
ಚೌಕಾಶಿ,Bargaining
ಬಂಜರು ಭೂಮಿ,Barren land
ಚೂರು,Barter
ಬೇನೆ,Base
ಆಧಾರರಹಿತ,Baseless
ನೆಲಮಾಳಿಗೆ,Basement
ಮೂಲ ವರ್ಷ,Base year
ಮೂಲಭೂತ,Basic
ಮೂಲವಾಗಿ,Basically
ಮೂಲ ಬುದ್ಧಿ,Basic intelligence
ಮೂಲಭೂತ ವೇತನ,Basic pay
ವೇತನದ ಮೂಲ ಪ್ರಮಾಣ,Basic scale of pay
ಮೂಲಭೂತ ತರಬೇತಿ,Basic training
ಆಧಾರ,Basis
ದಡ,Batch
ಬ್ಯಾಚ್ ಸಂಖ್ಯೆ,Batch number
ಧಾರಕ ಚೆಕ್,Bearer cheque
ಉಲ್ಲೇಖಿಸಿದ ಮೊದಲು,Before cited
ವರ್ತನೆ,Behaviour
ನಂಬಿಕೆ,Belief
ಕೆಳಗಿನ ಪಾರ್,Below par
ಬೆಂಚು,Bench
ಮಾನದಂಡ,Benchmark
ಪ್ರಯೋಜನಕರ,Beneficial
ಫಲಾನುಭವಿ,Beneficiary
ಲಾಭ,Benefit
ಅನುಮಾನದ ಲಾಭ,Benefit of doubt
ಪರೋಪಕಾರ,Benevolence
ಪರೋಪಕಾರಿ ನಿಧಿ,Benevolent fund
ಮಾಪಕ,Bequeath
ಉಯುದಿ,Bequest
ದುಃಖಿತ,Bereaved
ಅತ್ಯುತ್ತಮ ಪ್ರಯತ್ನಗಳು,Best endeavours
ಸುಡುವುದು,Betterment
ಪಕ್ಷಪಾತ,Bias
ಪಕ್ಷಪಾತದ ಅಭಿಪ್ರಾಯ,Biased opinion
ಗ್ರಂಥಗಳಶಾಸ್ತ್ರ,Bibliography
ದ್ವೈವಾರ್ಷಿಕ,Biennial
ವಿಭಜಿಸು,Bifurcate
ಪ್ರಾಂತೀಯ,Bigamy
ದ್ವಿಪಕ್ಷೀಯ,Bilateral
ದ್ವಿಭಾಷಾ,Bilingual
ದ್ವಿಭಾಷಾ,Bicameral
ಮಸೂದೆ,Bill
ವಿನಿಮಯ ಮಸೂದೆ,Bill of exchange
ದ್ವಿಮುಖ ವರದಿ,Bimonthly report
ಬಂಧಿಸುವ,Binding
ಜೈವಿಕ,Biodata
ದ್ವಿಪಕ್ಷೀಯ,Bipartite
ದ್ವಿಪಕ್ಷೀಯ ಒಪ್ಪಂದ,Bipartite agreement
ಜನ್ಮ ವಾರ್ಷಿಕೋತ್ಸವ,Birth anniversary
ಜನನ ಪ್ರಮಾಣಪತ್ರ,Birth certificate
ಜನನ ನಿಯಂತ್ರಣ,Birth control
ಹುಟ್ಟಿದ ದಿನಾಂಕ,Birth date
ಜನ್ಮಸ್ಥಳ,Birth place
ಜನನ ಪ್ರಮಾಣ,Birth rate
ಜೈವಿಕವಾದ,Biweekly
ಕಪ್ಪು ಆರ್ಥಿಕತೆ,Black economy
ಕಪ್ಪು ಪಟ್ಟಿ,Black list
ಕಪ್ಪಿ,Blackmail
ಕಪ್ಪು ಮಾರುಕಟ್ಟೆ,Black market
ಆವರಿಸು,Blame
ಖಾಲಿ ಪರಿಶೀಲನೆ,Blank cheque
ಕಂಬಳಿ ವ್ಯವಹಾರ,Blanket deal
ಕಂಬಳಿ ಆದೇಶ,Blanket order
ಹರಡು,Blast
ಮಿಶ್ರಣ,Blending
ನಿರ್ಬಂಧ,Block
ದಿಗ್ಬಂಧನ,Blockade
ನಿರ್ಬಂಧಿತ ಬಂಡವಾಳ,Blocked capital
ದೊಡ್ಡ ಅಕ್ಷರ,Block letter
ರಕ್ತದಾನ,Blood donation
ರಕ್ತದ ಸಂಬಂಧಗಳು,Blood relations
ನೀಲಿ ಕಾಲರ್ ಕೆಲಸ,Blue collar job
ನೀಲನಕ್ಷೆ,Blueprint
ಹಬ್ಬ,Bluff
ಮಂಡಲಿ,Board
ಬೋರ್ಡಿಂಗ್ ಮತ್ತು ವಸತಿ,Boarding and lodging
ನಿರ್ದೇಶಕರ ಮಂಡಳಿ,Board of directors
ಕಂದಾಯ ಮಂಡಳಿ,Board of revenue
ದೇಹ,Body
ಅಂಗರಕ್ಷಕ,Bodyguard
ನಕಲಿ ಚೀಟಿ,Bogus voucher
ಕಸೀಟರು,Bonafides
ಕರಾರುಪತ್ರ,Bond
ಬಂಧಿತ ದುಡಿಮೆ,Bonded labour
ಬೋನರಿ,Bonus
ಬುಕಿಂಗ್ ಕಚೇರಿ,Booking office
ಪುಸ್ತಕ ಕಪಾಟು,Book-keeper
ಬುಕ್‌ಪಿಂಗ್,Book-keeping
ಕಿರುಪುಸ್ತಕ,Booklet
ಉಲ್ಲೇಖದ ಪುಸ್ತಕ,Book of reference
