Malayalam,Punjabi
1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ,1. ਖੇਤੀ ਮਜ਼ਦੂਰ 2. ਖੇਤੀ ਮਜ਼ਦੂਰ
കാർഷിക വിപണനം,ਖੇਤੀਬਾੜੀ ਮੰਡੀਕਰਨ
കാർഷിക സാങ്കേതികവിദ്യ,ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ
1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്,1. ਖੇਤੀ 2. ਖੇਤੀ 3. ਖੇਤੀ ਵਿਗਿਆਨ
കാർഷിക വനവൽക്കരണം,ਖੇਤੀਬਾੜੀ ਜੰਗਲਾਤ
കാർഷിക ജൈവവൈവിധ്യം,ਖੇਤੀਬਾੜੀ ਜੈਵ ਵਿਭਿੰਨਤਾ
കാർഷിക ജൈവ വൈകല്യങ്ങൾ,ਖੇਤੀਬਾੜੀ ਜੈਵਿਕ ਨੁਕਸ
കാർഷിക ജീവശാസ്ത്രം,ਖੇਤੀਬਾੜੀ ਜੀਵ ਵਿਗਿਆਨ
കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം,ਖੇਤੀ-ਜਲਵਾਯੂ ਵਿਭਿੰਨਤਾ
കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ,ਖੇਤੀ ਜਲਵਾਯੂ ਖੇਤਰ ਦੀ ਰਚਨਾ
അഗ്രോഫോറസ്ട്രി,ਖੇਤੀ ਜੰਗਲਾਤ
കാർഷിക ശാസ്ത്രം,ਖੇਤੀ ਵਿਗਿਆਨ
അഗ്രോണമിക്,ਖੇਤੀ ਵਿਗਿਆਨਕ
കാർഷിക ഇടയൻ,ਖੇਤੀਬਾੜੀ ਪੇਸਟੋਰਲ
വിള സംസ്കരണം,ਫਸਲ ਪ੍ਰੋਸੈਸਿੰਗ
പുല്ല് ശാസ്ത്രം,ਘਾਹ ਵਿਗਿਆਨ
വിള തരം,ਫਸਲ ਦੀ ਕਿਸਮ
എപ്പിഫൈറ്റ്,epiphyte
aikiochi മണ്ണ്,aikiochi ਮਿੱਟੀ
വർണ്ണാന്ധത,ਰੰਗ ਅੰਨ੍ਹਾਪਨ
ആൽഫിസോൾ,alfisol
ആൽഗകൾ,ਐਲਗੀ
ആൽഗ രോഗം,ਐਲਗੀ ਰੋਗ
ആൽക്കലി വെള്ളം,ਖਾਰੀ ਪਾਣੀ
ആൽക്കലൈൻ,ਖਾਰੀ
ബദൽ,ਵਿਕਲਪਕ
അല്ലെലോ രസതന്ത്രം,ਐਲੇਲੋ ਕੈਮਿਸਟਰੀ
അല്ലീൽ,ਐਲੀਲ
അല്ലെലോപ്പതി,ਐਲੇਲੋਪੈਥੀ
വേത്തി വിള,ਵੇਥੀ ਦੀ ਫਸਲ
പൂർത്തീകരണം,ਸੰਪੂਰਨਤਾ
ബീജസങ്കലനം,ਗਰੱਭਧਾਰਣ ਕਰਨਾ
1. ആപേക്ഷികത 2. അലോമെട്രി,1. ਰਿਲੇਟੀਵਿਟੀ 2. ਐਲੋਮੈਟਰੀ
മൾട്ടിപ്ലോയിഡി,multiploidy
1. പാരാസിഗോസിറ്റി,1. ਪੈਰਾਜ਼ੀਗੋਸਿਟੀ
1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം,1. ਵਿਕਲਪਕ ਸਾਲ ਫੰਕਸ਼ਨ 2. ਵਿਕਲਪਕ ਫੰਕਸ਼ਨ
ബദൽ ഭൂമി ഉപയോഗം,ਬਦਲਵੀਂ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ
പരിസ്ഥിതി,ਵਾਤਾਵਰਣ
പരിഷ്കർത്താവ്,ਸੁਧਾਰਕ
മൈറ്റോസിസ്,ਮਾਈਟੋਸਿਸ
ആമീനൻ,ਆਮੀਨ
അമോണിയൻ,ਐਮੋਨੀਅਨ
അമ്നിഫെറസ്,amniferous
1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി,1. ਬੇਅਸਰ ਰੂਪ 2. ਅਰੂਪੀ
ഉഭയജീവി മിശ്രിതം,amphibian ਮਿਸ਼ਰਣ
ആംഫോട്ടെറിക്,ਐਮਫੋਟੇਰਿਕ
സ്റ്റോക്ക്പൈലിംഗ്,ਭੰਡਾਰ
1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്,1. ਐਨਾਇਰੋਬਿਕ 2. ਐਨਾਇਰੋਬਿਕ ਜੀਵ
ഹാപ്ലോയിഡ്,ਹੈਪਲੋਇਡ
കോണീയ നടീൽ,ਕੋਣੀ ਲਾਉਣਾ
മൃഗസംരക്ഷണം,ਪਸ਼ੂ ਪਾਲਣ
മൃഗ വിസർജ്ജനം,ਜਾਨਵਰ ਦੇ ਮਲ-ਮੂਤਰ
ജീവനുള്ള ഊർജ്ജം,ਜੀਵਤ ਊਰਜਾ
അസാധാരണമായ,ਅਸਧਾਰਨ
ഒരു വർഷം പഴക്കമുള്ള ചെടി,ਇੱਕ ਸਾਲ ਪੁਰਾਣਾ ਪੌਦਾ
വാർഷിക,ਸਾਲਾਨਾ
1. പരമാനന്ദം 2. പ്രഭ,1. ਅਨੰਦ 2. ਚਮਕ
ആന്ത്രാക്സ്,ਐਂਥ੍ਰੈਕਸ
നരവംശ ഘടകങ്ങൾ,ਮਾਨਵ-ਜਨਕ ਕਾਰਕ
അതിജീവനം,ਬਚਾਅ
1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്,1. ਐਂਟੀਬਾਇਓਟਿਕ 2. ਐਂਟੀਬਾਇਓਟਿਕ
വെറുപ്പുളവാക്കുന്ന,ਘਿਣਾਉਣੀ
ആന്റിഓക്‌സിഡന്റ്,ਐਂਟੀਆਕਸੀਡੈਂਟ
ആന്റിടോക്സിൻ,ਐਂਟੀਟੌਕਸਿਨ
മോതിര വിരൽ,ਰਿੰਗ ਉਂਗਲ
1. മുഞ്ഞ 2. മാഹു 3. ചേപ,1. ਐਫੀਡ 2. ਮਹੂ 3. ਚੇਪਾ
മുകളിലെ മുകുളം,ਚੋਟੀ ਦੇ ਮੁਕੁਲ
പീക്ക് ഫലപ്രാപ്തി,ਸਿਖਰ ਪ੍ਰਭਾਵ
തേനീച്ച വളർത്തൽ,ਮਧੂ ਮੱਖੀ ਪਾਲਣ
അലൈംഗികത,ਅਲੌਕਿਕਤਾ
അപ്പോപ്റ്റോസിസ്,apoptosis
അനുബന്ധങ്ങൾ,ਜੋੜ
വിശപ്പ്,ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ
അപേക്ഷിച്ചു,ਲਾਗੂ ਕੀਤਾ
ജല കള,ਜਲਜੀ ਬੂਟੀ
1. മരം 2. വൃക്ഷ നിവാസി,1. ਰੁੱਖ 2. ਰੁੱਖ ਨਿਵਾਸੀ
ശാഖകൾ,ਬ੍ਰਾਂਚਿੰਗ
പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ,ਪ੍ਰੋਟੋਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
സോൺ നമ്പർ,ਜ਼ੋਨ ਨੰਬਰ
1. ഏരിയ 2. ഏരിയ,1. ਖੇਤਰ 2. ਖੇਤਰ
വരണ്ട ആവാസവ്യവസ്ഥ,ਖੁਸ਼ਕ ਈਕੋਸਿਸਟਮ
കോട്ടിലിഡൺ,cotyledon
സൗരഭ്,ਸੌਰਭ
ആരോമാറ്റിക് പ്ലാന്റ്,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
സുഗന്ധമുള്ള അരി,ਸੁਗੰਧਿਤ ਚੌਲ
ഇക്ഷു പുഷ്പൻ,ਇਕੁ ਪੁਸ਼ਪੰ ॥
അസെപ്റ്റിക്,ਅਸੈਪਟਿਕ
1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്,1. ਅਸੈਪਟਿਕ 2. ਅਸੈਪਟਿਕ
അലൈംഗിക പുനരുൽപാദനം,ਅਲੌਕਿਕ ਪ੍ਰਜਨਨ
വലിപ്പം,ਆਕਾਰ
ആസ്തി,ਸੰਪਤੀ
1. സ്വാംശീകരണം 2. സ്വാംശീകരണം,1. ਸਮੀਕਰਨ 2. ਸਮੀਕਰਨ
1. അസോസിയേഷൻ 2. അസോസിയേഷൻ,1. ਐਸੋਸੀਏਸ਼ਨ 2. ਐਸੋਸੀਏਸ਼ਨ
1. കോളം 2. ആസ്ട്രിംഗ്സി,1. ਕਾਲਮ 2. astringency
ഹെറ്ററോസൈഗോസിറ്റി,heterozygosity
1. പൂർവ്വികൻ 2. അടവിസം,1. ਪੂਰਵਜ 2. ਅਟਾਵਿਜ਼ਮ
കണം,ਕਣ
1. സ്ഥിരീകരണം 2. വൈകല്യം,1. ਅਪੁਸ਼ਟਤਾ 2. ਵਿਗਾੜ
സ്വയം ജോടിയാക്കൽ,ਸਵੈ ਜੋੜਾ
ഓട്ടോലിസിസ്,autolysis
1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം,1. ਸੁਭਾਵਕ ਆਕਸੀਕਰਨ 2. ਸਵੈ-ਚਾਲਤ ਆਕਸੀਕਰਨ
സ്വയം മൾട്ടിപ്ലക്സ്,ਸਵੈ ਮਲਟੀਪਲੈਕਸ
ഓക്സിൻ,auxin
1. ഷൂക്ക് 2. പൂവൻ,1. ਹਿਲਾ 2. ਟੌਡ
ശിക്ഷാ വൈറസ്,ਸਜ਼ਾ ਵਾਇਰਸ
1. ബാസിലസ് 2. ബാസിലസ്,1. ਬੇਸੀਲਸ 2. ਬੇਸੀਲਸ
1. ബാക്ടീരിയ 2. ബാക്ടീരിയ,1. ਬੈਕਟੀਰੀਆ 2. ਬੈਕਟੀਰੀਆ
ബാക്ടീരിയൽ വിഷം,ਬੈਕਟੀਰੀਆ ਦੇ ਜ਼ਹਿਰ
ബാഗാസ്,ਬੈਗਾਸ
ബാലൻസ് ഷീറ്റ്,ਸੰਤੁਲਨ ਸ਼ੀਟ
സമീകൃത വളം ഉപയോഗം,ਸੰਤੁਲਿਤ ਖਾਦ ਦੀ ਵਰਤੋਂ
ബാർ ഗ്രാഫ്,ਬਾਰ ਗ੍ਰਾਫ
കുര,ਸੱਕ
1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ,1. ਬੈਰੋਮੀਟਰ 2. ਬੈਰੋਮੀਟਰ
1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം,1. ਬਜ਼ਰ 2. ਜੜ 3. ਬੰਜਰ
1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്,1. ਅਧਾਰ 2. ਅਧਾਰ 3. ਕੱਪਾਂਗ
1. താല 2. തടം,1. ਤਾਲਾ 2. ਬੇਸਿਨ
തലബിസാരി,ਤਾਲਾਬੀਸਰੀ
1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ,1. ਬੇਸਿਸਟਰਨਮ 2. ਰੂਟ ਹੋਲਡਰ
ഗൾഫ് മൺസൂൺ,ਖਾੜੀ ਮਾਨਸੂਨ
ഫലം പ്ലാന്റ്,ਫਲ ਪੌਦਾ
കിടക്ക,ਬਿਸਤਰਾ
കിടക്ക പ്ലാന്റ്,ਬੈੱਡ ਪੌਦਾ
കിടക്കവിരി,ਬਿਸਤਰਾ
ബീറ്റ്റൂട്ട് മോളാസസ്,ਚੁਕੰਦਰ ਗੁੜ
തുരുത്തി,ਘੰਟੀ
1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം,1. ਪੱਟੀ 2. ਭੂਮੀ
ലാഭ-ചെലവ് വിശകലനം,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
അഭിലാഷം (സാമ്പിൾ),ਚਾਹਵਾਨ (ਨਮੂਨਾ)
ദ്വിവത്സര സസ്യങ്ങൾ,ਦੋ-ਸਾਲਾ ਪੌਦੇ
ദ്വിപദം,ਬਾਇਨੋਮੀਅਲ
ബയോഫാക്ടർ,ਬਾਇਓਫੈਕਟਰ
ജൈവ കാലാവസ്ഥ,ਜੈਵਿਕ ਜਲਵਾਯੂ
ജൈവ ഊർജ്ജം,ਬਾਇਓ ਊਰਜਾ
ജന്തു പരിസ്ഥിതി,ਜੀਵ-ਜੰਤੂ ਵਾਤਾਵਰਣ
1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ,1. ਬਾਇਓ-ਪ੍ਰੋਸੈਸਰ 2. ਬਾਇਓ-ਰਿਐਕਟਰ
ജൈവമണ്ഡലം,ਜੀਵ-ਮੰਡਲ
ബയോട്ടിക്,ਬਾਇਓਟਿਕ
ജന്തുജാലങ്ങൾ,ਜੀਵ-ਜੰਤੂ
ദിവിലിംഗി,ਡਿਵਿਲਿੰਗੀ
ധവാലൻ,ਧਵਲਨ
1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം,1. ਪ੍ਰਧਵਾਸਨ (ਰੋਗ) 2. ਗਸਟ ਰੋਗ
മിശ്രണം,ਮਿਲਾਉਣਾ
1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം),1. ਅੰਗਮਾਰੀ (ਰੋਗ) 2. ਝੁਲਸ (ਰੋਗ)
1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ,1. ਛਾਲੇ 2. ਛਾਲੇ 3. ਫਟਣਾ 4. ਛਾਲੇ
നീല വിപ്ലവം,ਨੀਲੀ ਕ੍ਰਾਂਤੀ
പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ,ਪਲੈਨਰ ਹੀਟਿੰਗ ਚੈਂਬਰ
പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ,ਪਲੈਨਰ ਹੀਟਿੰਗ ਤਕਨਾਲੋਜੀ
തവിട്,ਬਰੈਨ
ശാഖകൾ,ਬ੍ਰਾਂਚਿੰਗ
1. തടി 2. ഉപശാഖ,1. ਟਹਿਣੀ 2. ਸਬਬ੍ਰਾਂਚ
ഇനം,ਨਸਲ
പുനരുൽപാദനം,ਪ੍ਰਜਨਨ
ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ,ਸ਼ੁਰੂਆਤੀ ਉਗਣ ਦਾ ਇਲਾਜ
1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം,1. ਬੱਚਾ 2. ਅੰਡੇ 3. ਭਰੂਣ
വളർന്നുവരുന്ന,ਉਭਰਦਾ
ബജറ്റ്,ਬਜਟ
1.ആംഫോട്ടറിക് 2. ബഫർ,1. ਐਮਫੋਟੇਰਿਕ 2. ਬਫਰ
മധുരക്കിഴങ്ങ്,ਮਿਠਾ ਆਲੂ
ബണ്ട് (രോഗം),ਬੰਟ (ਰੋਗ)
1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം,1. ਉਪ-ਉਤਪਾਦ 2. ਉਪ-ਉਤਪਾਦ
c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്,c ਨਮੀ ਨਿਰਧਾਰਨ ਕਰਵ
എണ്ണ പിണ്ണാക്ക്,ਤੇਲ ਕੇਕ
1. നാരങ്ങ 2. കാൽസ്യം,1. ਚੂਨਾ 2. ਕੈਲਸ਼ੀਅਮ
calcion,ਕੈਲਸੀਓਨ
ഫോസ്ഫേറ്റ് നീക്കം,ਫਾਸਫੇਟ ਹਟਾਉਣ
1. കിനാറ്റ 2. കാലാറ്റ,1. ਕਿਨਾਟਾ 2. ਕੈਲਾਟਾ
1.കല്ലസ് 2. കിരണം,1. ਕੈਲਸ 2. ਕਿਰਨ
1. വിദളങ്ങൾ 2. കാളിക്സ്,1. ਸੈਪਲਸ 2. ਕੈਲਿਕਸ
പുറത്തെ അവസാനം,ਬਾਹਰੀ ਅੰਤ
എധ,ਏਡਾ
കാൻസർ (ബാക്ടീരിയ രോഗം),ਕੈਂਕਰ (ਬੈਕਟੀਰੀਆ ਦੀ ਬਿਮਾਰੀ)
കാനിംഗ്,ਕੈਨਿੰਗ
ആകാശം,ਅਸਮਾਨ
ധനകാര്യം,ਵਿੱਤ
പരാഗണം (അത്തിപ്പഴം),ਪਰਾਗੀਕਰਨ (ਅੰਜੀਰ ਦਾ)
1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ,1. ਕੈਪਸੂਲ 2. ਕੈਪਸੂਲ 3. ਕੈਪਸੂਲ
കാർബണൈസ്ഡ്,ਕਾਰਬਨਾਈਜ਼ਡ
കാർബണൻ,ਕਾਰਬਨਾਨ
കാർപേസ്,carapace
വള,ਬਰੇਸਲੈੱਟ
1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി),1. ਕਾਸਟਿੰਗ (ਲੋਹਾ) 2. ਕਸ਼ਤੀ (ਕੀੜੇ)
കാറ്റബോളിസം,catabolism
പ്രേരണ,ਪ੍ਰੇਰਣਾ
1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ,1. ਕੈਟਰਪਿਲਰ 2. ਕੈਟਰਪਿਲਰ
സി ഡി. എൻ. എ. സമാഹാരം,c d. ਐਨ. a ਸੰਗ੍ਰਹਿ
പരിധി,ਸੀਮਾ
1. സെൽ 2. സെൽ,1. ਸੈੱਲ 2. ਸੈੱਲ
സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം,ਕੇਂਦਰੀ ਫਰੰਟ ਸਿਸਟਮ
1. പോയിന്റ് 2. ഫോക്കസ്,1. ਪੁਆਇੰਟ 2. ਫੋਕਸ
അപകേന്ദ്രീകരണം,centrifugation
സെൻട്രിഫ്യൂജ്,ਸੈਂਟਰਿਫਿਊਜ
നക്ഷത്ര കേന്ദ്രം,ਸਟਾਰ ਸੈਂਟਰ
എപ്പിജെനെറ്റിക്,epigenetic
കേന്ദ്രരാജ,ਕੇਂਦਰਜਾ
തറി,ਲੂਮ
1. ധാന്യം 2. സീരിയൽ,1. ਸੀਰੀਅਲ 2. ਸੀਰੀਅਲ
1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ,1. ਸਰਟੀਫਿਕੇਸ਼ਨ 2. ਸਰਟੀਫਿਕੇਸ਼ਨ
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര,1. ਤੂੜੀ 2. ਕੁੱਟੀ 3. ਸ਼ਲਕ ਸਹਪਾਤਰਾ
1. നിഭാഗ് 2. കൈലജ,1. ਨਿਭਾਗ 2. ਕੈਲਜਾ
കൈമോഗ്രഫി,ਕਾਇਮੋਗ੍ਰਾਫੀ
1. കിയാസ്മ 2. തിരക്കിലാണ്,1. ਕੀਜ਼ਮਾ 2. ਵਿਅਸਤ
supercooling മണിക്കൂർ,ਸੁਪਰ ਕੂਲਿੰਗ ਘੰਟੇ
മഞ്ഞ് കേടുപാടുകൾ,ਠੰਡ ਦਾ ਨੁਕਸਾਨ
1. വിചിരോതകി 2. ചിമേര,1. ਵੀਚਰੋਤਕੀ 2. ਚਿਮੇਰਾ
പച്ച കഞ്ഞി,ਹਰਾ ਦਲੀਆ
1. ഇലകൾ 2. പച്ച,1. ਪੱਤੇ 2. ਹਰੇ
സയനോസിസ്,ਸਾਇਨੋਸਿਸ
ജൈവ വിതരണ ശാസ്ത്രം,ਜੈਵਿਕ ਵੰਡ ਵਿਗਿਆਨ
1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ,1. ਕ੍ਰੋਮੇਟਿਡਜ਼ 2. ਅੱਧੇ ਕ੍ਰੋਮੋਸੋਮਜ਼
ക്രോമാറ്റിൻ,chromatin
ക്രോമാറ്റോഗ്രാഫി,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ക്രോമാറ്റിലേഷൻ,chromatinlation
ഏട്രിയൽ പോയിന്റ്,ਅਟਲ ਬਿੰਦੂ
ക്രോമാറ്റോജെനിസിസ്,chromatogenesis
1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ,1. ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ 2. ਪਿਗਮੈਂਟਪ੍ਰੋਟੀਨ
1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ,1. ਕ੍ਰੋਮੋਸੋਮਜ਼ 2. ਕ੍ਰੋਮੋਸੋਮਜ਼
1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട,1. ਪੁਰਾਣੀ 2. ਪੁਰਾਣੀ 3. ਪੁਰਾਣੀ 4. ਪੁਰਾਣੀ
സിട്രേഞ്ച്,citrange
ശരത്കാല ഉത്സവം,ਪਤਝੜ ਤਿਉਹਾਰ
വർഗ്ഗീകരണം,ਵਰਗੀਕਰਨ
1. കളിമണ്ണ് 2. കളിമണ്ണ്,1. ਮਿੱਟੀ 2. ਮਿੱਟੀ
