Gujarati,Marathi
પાછા સ્કેટર,परत स्कॅटर
પૃષ્ઠભૂમિ ચાર્જ,पार्श्वभूमी शुल्क
બાજુનો અવાજ,बाजूचा आवाज
પ્રત્યાગમન,प्रतिगामी
પશ્ચાદવર્તી ઇરેડિયેશન,पोस्टरियर इरॅडिएशन
બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ,बॅकवर्ड डायोड / बॅकवर्ड डायोड
બેકવર્ડ વેવ ઓસિલેટર,बॅकवर्ड वेव्ह ऑसिलेटर
"અવરોધ, અવરોધ","अडथळा, अडथळा"
અવરોધ,अडथळा
સંતુલિત પુલ,संतुलित पूल
સંતુલિત મોડ્યુલેટર,संतुलित मॉड्युलेटर
સંતુલિત મોડ્યુલેટર,संतुलित मॉड्युलेटर
સંતુલિત સર્કિટ,संतुलित सर्किट
સંતુલિત ઢાળ ડિટેક્ટર,संतुलित ग्रेडियंट डिटेक्टर
વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર,वर्तमान स्टॅबिलायझर प्रतिरोध
બોલોમીટર,बोलोमीटर
બોલોમીટર પુલ,बोलोमीटर पूल
બલૂન,फुगा
બનાના જેક,केळी जॅक
બનાના પ્લગ,केळी प्लग
"બેન્ડ, પાટો","पट्टी, पट्टी"
બેન્ડ ડ્રાઈવર,बँड चालक
બેન્ડ ઊર્જા,बँड ऊर्जा
બેન્ડ ગેપ,बँड अंतर
બેડપાર્ક એમ્પ્લીફાયર,बॅडपार्क अॅम्प्लीफायर
બેન્ડ પાસ ફિલ્ટર,बँड पास फिल्टर
બાઉડ રેટ જનરેટર,बॉड रेट जनरेटर
banddispersion,banddispersion
બેન્ડ રેઝિસ્ટર,बँड रेझिस्टर
બેન્ડ બ્રેકર ફિલ્ટર,बँड ब्रेकर फिल्टर
બેન્ડ વિસ્તરણ,बँड विस्तार
બેન્ડ રીમુવર ફિલ્ટર,बँड रिमूव्हर फिल्टर
બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક,बँड विस्तार विक्षेप गुणक
બેન્ડ એક્સ્ટેંશન અંતર ગુણક,बँड विस्तार अंतर गुणक
"બીમ કેપેસિટર, બેંક કેપેસિટર","बीम कॅपेसिटर, बँक कॅपेसिटर"
"બાર્કર કોડ, બાર્કર કોડ","बार्कर कोड, बार्कर कोड"
barravaugen માપદંડ,barravaugen निकष
બેરેટર,बॅरेटर
અવરોધ,अडथळा
ઇન્સ્યુલેટીંગ કેપેસિટર,इन्सुलेट कॅपेसिटर
અવરોધ ઊર્જા,अडथळा ऊर्जा
રેઝિસ્ટર વોલ્ટેજ,रेझिस्टर व्होल्टेज
બાર્ટલેટ વિન્ડો,बार्टलेट विंडो
"આધાર, આધાર","आधार, आधार"
આધાર બેન્ડ,बेस बँड
બેઝ બેન્ડ ટ્રાન્સમિશન,बेस बँड ट्रान्समिशन
બેઝ ચાર્જ,बेस चार्ज
આધાર પ્રવાહ,बेस करंट
આધાર વર્તમાન સ્ત્રોત,मूळ वर्तमान स्रोत
આધાર ઉતારવું,बेस कातरणे
આધાર મદન,आधार मदन
આધાર ઉત્સર્જક ફીડ,बेस एमिटर फीड
આધાર ઉત્સર્જક જંકશન,बेस एमिटर जंक्शन
બેઝ ઈન્જેક્શન,बेस इंजेक्शन
જમીન રેખા,ग्राउंड लाईन
આધાર પ્રતિકાર,बेस प्रतिकार
આધાર સ્ત્રોત,मूळ स्रोत
આધાર વિસ્તરણ પ્રતિકાર,बेस विस्तार प्रतिकार
આધાર વિસ્તરણ પ્રતિકાર,बेस विस्तार प्रतिकार
આધાર જાડાઈ,बेस जाडी
બેઝ એક્સેસ,बेस प्रवेश
"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન","बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन"
આધાર કલેક્ટર સંધિ,बेस कलेक्टर करार
ગંધ,वास
બાસ આવર્તન,बास वारंवारता
બેટરી,बॅटरी
બાઉડ,बॉड
બાઉડ દર,बॉड दर
બાઉડ રેટ જનરેટર,बॉड रेट जनरेटर
બોડો કોડ,बोडो कोड
"સંકેત, દીવાદાંડી","सिग्नल, बीकन"
"મણિકા, બીડ","माणिका, बीड"
મેનિક કેપેસિટર,मॅनिक कॅपेसिटर
મણિકર્તાપિ પ્રતિરોધકો,मणिकर्तपी प्रतिरोधक
"બીમ એન્ટેના, બીમ એન્ટેના","बीम अँटेना, बीम अँटेना"
બીમ ડિટેક્ટર,बीम डिटेक्टर
બીમ પાવર નળી,बीम पॉवर नळी
બીમ સ્વિચિંગ નોઝલ,बीम स्विचिंग नोजल
બીમ વિસ્તરણ,तुळई विस्तार
હરાવ્યું આવર્તન,बीट वारंवारता
બીટ-ફ્રિકવન્સી ઓસિલેટર,बीट-फ्रिक्वेंसी ऑसिलेटर
પલ્સ ઓસિલેટર,पल्स ऑसिलेटर
બેલ,घंटा
બેન્ડિંગ નુકશાન,वाकणे नुकसान
બેસેલ ફિલ્ટર,बेसल फिल्टर
બેટા,बीटा
b-h વળાંક,b-h वक्र
"પૂર્વગ્રહ, પૂર્વગ્રહ","पक्षपात, पक्षपात"
પૂર્વગ્રહ વર્તમાન,पूर्वाग्रह वर्तमान
પૂર્વગ્રહ પ્રતિકાર,पूर्वाग्रह प्रतिकार
ડબલ એન્ટેના,दुहेरी अँटेना
દ્વિપક્ષીય લોડ વર્તમાન,द्विदिशात्मक भार प्रवाह
દ્વિદિશ એન્ટેના,द्विदिश अँटेना
દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ,द्विदिश प्रकाश उत्सर्जक डायोड
દ્વિપક્ષીય થાઇરિસ્ટર,द्विदिशात्मक थायरिस्टर
bi FET ટેકનોલોજી,bi FET तंत्रज्ञान
બાય પોઇન્ટ ટ્રાન્સફોર્મર,द्वि-बिंदू ट्रान्सफॉर्मर
ડબલ ફ્યુઝન,दुहेरी संलयन
દ્વિપક્ષીય સર્કિટ,द्विपक्षीय सर्किट
દ્વિસંગી,बायनरी
દ્વિસંગી રકમ,बायनरी बेरीज
દ્વિસંગી સર્કિટ,बायनरी सर्किट
દ્વિસંગી કોડેડ દશાંશ,बायनरी कोडेड दशांश
દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ,बायनरी कोडेड दशांश प्रणाली
દ્વિસંગી દ્વિધ્રુવ કેપેસિટર,बायनरी द्विध्रुवीय कॅपेसिटर
દ્વિસંગી કેલ્ક્યુલેટર,बायनरी कॅल्क्युलेटर
દ્વિસંગી કેલ્ક્યુલેટર,बायनरी कॅल्क्युलेटर
દ્વિસંગી ડીકોડર,बायनरी डीकोडर
દ્વિસંગી નિસરણી,बायनरी शिडी
બાઈનરી પેથોમીટર,बायनरी पॅथोमीटर
દ્વિસંગી સ્થિતિ,बायनरी स्थिती
દ્વિસંગી-દશાંશ ડીકોડર,बायनरी-दशांश डिकोडर
બાઈનરી લોડ,बायनरी लोड
દ્વિસંગી શબ્દો,बायनरी शब्द
દ્વિધ્રુવી,द्विध्रुवीय
બાયપોલર કેપેસિટર,द्विध्रुवीय कॅपेसिटर
દ્વિધ્રુવી ઉપકરણ,द्विध्रुवीय उपकरण
દ્વિધ્રુવી સ્ત્રોત,द्विध्रुवीय स्रोत
બાયપોલર ટ્રાંઝિસ્ટર,द्विध्रुवीय ट्रान्झिस्टर
બાયપોલર જંકશન ટ્રાંઝિસ્ટર,द्विध्रुवीय जंक्शन ट्रान्झिस्टर
ચતુર્ભુજ ફિલ્ટર,चतुर्भुज फिल्टर
ડબલ સ્થિતિ,दुहेरी स्थिती
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,दोन-स्टेज मल्टीव्हायब्रेटर
દ્વિપક્ષીય રિલે,द्विदिशात्मक रिले
બે તબક્કાની સ્થિતિ,biphasic स्थिती
બે-સ્થિતિ ટ્રિગર,दोन-स्थिती ट्रिगर
બીટ ભૂલ,बिट त्रुटी
બીટ ભૂલ દર,बिट त्रुटी दर
બીટ ભૂલ,बिट त्रुटी
બિટકલ ભૂલ,बिटकल त्रुटी
અંધ બોક્સ,आंधळा बॉक्स
કન્ડેન્સ્ડ પલ્સ,घनरूप नाडी
સચિવ,सचिव
સ્ત્રાવ અવરોધક,सेक्रेटरी इनहिबिटर
અંધત્વ,अंधत्व
સેગમેન્ટ ડાયાગ્રામ,खंड आकृती
અવરોધક અવરોધ,अवरोधित करणे
ટુકડો ટ્રાન્સફર,तुकडा हस्तांतरण
ઇન્ટરસેપ્ટ,इंटरसेप्ट
રેઝિસ્ટર કેપેસિટર,रेझिस्टर कॅपेसिटर
રેઝિસ્ટર કેપેસિટર,रेझिस्टर कॅपेसिटर
રેઝિસ્ટર ઓસિલેટર,रेझिस्टर ऑसिलेटर
અવરોધિત ઓસિલેટર,ब्लॉकिंग ऑसिलेटर
રેઝિસ્ટર વોલ્ટેજ,रेझिस्टर व्होल्टेज
બ્લોઅર,ब्लोअर
બોડ ડાયાગ્રામ,bode आकृती
વોલ્ટ્ઝમેન સંબંધ,voltzmann संबंध
વોલ્ટ્ઝમેન સતત,voltzmann स्थिरांक
બોન્ડ,बंध
બંધાયેલ તાણ ગેજ,बाउंड स्ट्रेन गेज
સ્વ-સહાયક એમ્પ્લીફાયર,स्वयं-समर्थक अॅम्प्लिफायर
બુલિયન બીજગણિત,बुलियन बीजगणित
બુલિયન સમીકરણ,बुलियन समीकरण
બુટ Strapon,बूट Strapon
બૂથનું અલ્ગોરિધમ,बूथचे अल्गोरिदम
બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ,बूटस्ट्रॅप प्रिझम सर्किट
bosscutts નિયમ,bosscutts नियम
બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ,बोस-चौधरी हॉकेनहॅम (BCH) कोड
"કૂદકો, કૂદકો","उडी, उडी"
બંધાયેલ ઇલેક્ટ્રોન,बद्ध इलेक्ट्रॉन
બ્રેગ રિફ્લેક્ટર,ब्रॅग रिफ्लेक्टर
ગૂંથેલા વાયર,गुंफलेली तार
શાખા,शाखा
શાખાઓ,शाखा
પ્રયોગ બોર્ડ,प्रयोग मंडळ
બ્રેક ઝોન,ब्रेक झोन
બ્રેકિંગ વોલ્ટેજ,ब्रेकिंग व्होल्टेज
બ્રેકડાઉન ડાયોડ,ब्रेकडाउन डायोड
અસ્થિભંગ ફિક્સેશન,फ्रॅक्चर फिक्सेशन
બ્રેકિંગ વોલ્ટેજ,ब्रेकिंग व्होल्टेज
પુલ,पूल
પુલ સુધારક,ब्रिज रेक्टिफायर
વિશાળ બેન્ડ,रुंद बँड
બ્રોડકાસ્ટ બેન્ડ,ब्रॉडकास्ट बँड
અપાર્થિવ એરે,सूक्ष्म अॅरे
પ્રસારણ,प्रसारण
બ્રોડકાસ્ટ એન્ટેના,ब्रॉडकास्ट अँटेना
બ્રોડકાસ્ટ રીસીવર,ब्रॉडकास्ट रिसीव्हर
ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર,वारंवारता प्रसारण प्राप्तकर्ता
બ્રોડકાસ્ટ ટ્રાન્સમીટર,प्रसारण ट्रान्समीटर
બૂસ્ટર એન્ટેના,बूस्टर अँटेना
બસ એન્ટેના,बस अँटेना
બ્રશ નિમજ્જન,ब्रश विसर्जन
પરપોટા અને દરવાજો,बुडबुडे आणि गेट
બુડબુડુ અથવા ગેટ,बुडबुडू किंवा गेट
બબલી મેમરી,बबल स्मृती
વળતર આપતું વોલ્ટેજ,भरपाई व्होल्टेज
બફર,बफर
બફર એમ્પ્લીફાયર,बफर अॅम्प्लीफायर
બફર સર્કિટ,बफर सर्किट
બફર ઓપરેટર,बफर ऑपरेटर
બફર રજીસ્ટર,बफर रजिस्टर
બલ્બ,बल्ब
વસ્તી અસર,लोकसंख्या प्रभाव
મેક્રો સેમિકન્ડક્ટર ઉપકરણ,मॅक्रो सेमीकंडक्टर उपकरण
ટોળું,घड
ડૂબી ગયેલ વિનિમય,बुडलेली एक्सचेंज
ડૂબી ગયેલ સ્તર,बुडलेला थर
ડૂબી ગયેલો સંપર્ક,बुडलेला संपर्क
બ્લાસ્ટ એમ્પ્લીફાયર,स्फोट अॅम्प्लीफायर
બ્લાસ્ટ કવર,स्फोट कव्हर
બ્લાસ્ટ ફાયરિંગ,स्फोट गोळीबार
વિસ્ફોટ ડોર એમ્પ્લીફાયર,स्फोट दरवाजा अॅम्प्लीफायर
વિસ્ફોટ મોડ,बर्स्ट मोड
વિસ્ફોટ વિભાજક,स्फोट विभाजक
વિસ્ફોટ સંકેત,स्फोट सिग्नल
વિસ્ફોટ ભૂલ સુધારનાર કોડ,स्फोट त्रुटी सुधारक कोड
પૂરતૂ,पुरेसा
બસ બાર,बस बार
બસ સંસ્થા,बस संघटना
બસ ધોરણ,बस मानक
માત્ર ક્ષણિક,फक्त क्षणिक
માખણ વર્થ ફિલ્ટર,बटर वर्थ फिल्टर
bnc વાયર,bnc वायर
BNC જોઈન્ટર,BNC जॉइंटर
બાય-વે,च्या कडे
બાયપાસ કેપેસિટર,बायपास कॅपेसिटर
બાઈટ,बाइट
વી બેન્ડ,व्ही बँड
સી બેન્ડ એન્ટેના,सी बँड अँटेना
વાયર,तार
વાયર રૂટીંગ,वायर राउटिंग
ટેલિગ્રાફ ટેલિવિઝન,टेलिग्राफ दूरदर्शन
કેશ મેમરી,कॅशे मेमरी
સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ,Sisim वारंवारता मानक
કેલ્ક્યુલેટર,कॅल्क्युलेटर
માપાંકન,कॅलिब्रेशन
કૉલ સરનામું,कॉल पत्ता
કૉલપિટ ઓસિલેટર,कॉलपिट ऑसिलेटर
કેમ કોર્ડર,कॅम कॉर्डर
કેમેરા,कॅमेरा
કેમેરા નળી,कॅमेरा नळी
candela,candela
મીણબત્તીની શક્તિ,मेणबत्ती शक्ती
કેન્ટીલીવર તાણ ગેજ,कॅन्टिलिव्हर स्ट्रेन गेज
હોલ્ડિંગ,धारण
કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર,कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर
હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર,होल्डिंग वितरक
સંધિ હોલ્ડિંગ,करार धारण
કેપેસિટેન્સ ગેજ,कॅपेसिटन्स गेज
હોલ્ડિંગ કલેક્ટર,धारण कलेक्टर
ક્ષમતા પ્રતિક્રિયા,capacitance reactance
"કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર","कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर"
કેપેસિટર,कॅपेसिटर
કેપેસિટર બેંક,कॅपेसिटर बँक
કેપેસિટર ફિલ્ટર,कॅपेसिटर फिल्टर
કેપેસિટર ઇનપુટ ફિલ્ટર,कॅपेसिटर इनपुट फिल्टर
વિંચ મોટર,विंच मोटर
પુલી સર્વો બોડી,पुली सर्वो बॉडी
ચરખી,चरखी
કેપ્ચર,पकडणे
કેપ્ચર કલમ,कॅप्चर कलम
કેપ્ચર અસર,कॅप्चर प्रभाव
વાહક અવાજ ગુણોત્તર,वाहक आवाज प्रमाण
કાર રેડિયો,कार रेडिओ
કાર્બન રેઝિસ્ટર,कार्बन प्रतिरोधक
કાર્ડ રીડર,कार्ड रीडर
કાર્ડિયોઇડ ડાયાગ્રામ,कार्डिओइड आकृती
વાહન,गाडी
વાહન વળતર,कॅरेज रिटर्न
વાહક,वाहक
વાહક સંચાર,वाहक संप्रेषण
વાહક એકાગ્રતા,वाहक एकाग्रता
વાહક આવર્તન,वाहक वारंवारता
વાહક પ્રજનન,वाहक पुनरुत्पादन
વાહક સ્તર,वाहक पातळी
વાહક જીવન,वाहक जीवन
વાહક ગતિશીલતા,वाहक गतिशीलता
વાહક ગુણાકાર,वाहक गुणाकार
વાહક અવાજ સ્તર,वाहक आवाज पातळी
વાહક શ્રેણી,वाहक श्रेणी
વાહક પુનઃપ્રાપ્તિ સર્કિટ,वाहक पुनर्प्राप्ती सर्किट
વાહક પુનઃનિર્માણ,वाहक पुनर्निवेशण
વાહક છૂટાછવાયા,प्रवाहकीय विखुरणे
વાહક દમન,वाहक दडपशाही
વાહક પાંજરું,वाहक पिंजरा
વાહક વેગ,वाहक वेग
હેન્ડ બીટ,हाताचा तुकडा
ધ્વજ રાખવામાં આવ્યો,ध्वज धरला
"કબજાની નોંધણી, કબજાની નોંધણી","ताबा नोंदवही, ताबा नोंदवही"
પોર્ટેબલ જનરેટર,पोर्टेबल जनरेटर
કાર્સનનો કાયદો,कार्सन कायदा
કારતૂસ ફ્યુઝ,काडतूस फ्यूज
કારતૂસ ટેપ,काडतूस टेप
કેરી ફોસ્ટર બ્રિજ,कॅरी फॉस्टर ब्रिज
સ્ટેપ એમ્પ્લીફાયર,स्टेप अॅम्प्लीफायर
ગ્રેડેશન,श्रेणीकरण
કાસ્કેડ એમ્પ્લીફાયર,कॅस्केड अॅम्प्लीफायर
"કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર","Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर"
કેસેટ,कॅसेट
પ્રેરિત,प्रलोभन
કેપ્ટિવ કોટર,कॅप्टिव्ह कोटर
કેથોડ,कॅथोड
કેથોડ પાછળનું,कॅथोड ट्रेलिंग
કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર,कॅथोड ट्रेलिंग अॅम्प्लिफायर
કેથોડ લ્યુમિનન્સ,कॅथोड ल्युमिनन्स
કેથોડ સામગ્રી,कॅथोड साहित्य
કેથોડ રે ઓસિલોસ્કોપ,कॅथोड किरण ऑसिलोस्कोप
કેથોડ રે ટ્યુબ,कॅथोड रे ट्यूब
કેથોડ કણો જુબાની,कॅथोड कण जमा करणे
કેથોડ લ્યુમિનન્સ,कॅथोड ल्युमिनन्स
કોયર ફિલ્ટર,कॉयर फिल्टर
કેવર ફિલ્ટર,kaver फिल्टर
કોટર,कोटोर
એન્ટ્રાલ રેડિયેશન,एंट्रल रेडिएशन
કોટર રેઝોનેટર,कोटर रेझोनेटर
ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD),फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी)
સીડી રોમ,सीडी रोम
સીડી રોમ ડ્રાઇવ,सीडी रोम ड्राइव्ह
સેલ (બેટરી),सेल (बॅटरी)
કેન્દ્રીય સંસાધન તત્વ,केंद्रीय संसाधन घटक
કેન્દ્રીય સંસાધન એકમ,केंद्रीय संसाधन युनिट
કેન્દ્રીય પ્રોસેસર,केंद्रीय प्रोसेसर
સરેરાશ સ્કેલ,अर्थ
મધ્ય આવર્તન,मध्यम वारंवारता
મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર,मध्यम एक्झॉस्ट ट्रान्सफॉर्मर
"સિરામિક, માટી","सिरेमिक, चिकणमाती"
સિરામિક ફિલર,सिरेमिक फिलर
સિરામિક ફિલ્ટર,सिरेमिक फिल्टर
સિરામિક સામગ્રી,सिरेमिक साहित्य
સિરામિક રેઝોનેટર,सिरेमिक रेझोनेटर
સિરામિક સાઉન્ડ રીસીવર,सिरेमिक ध्वनी रिसीव्हर
સેરેનકોવ કેલ્ક્યુલેટર,सेरेनकोव्ह कॅल्क्युलेटर
સરમત,सरमत
chalcogenide,chalcogenide
કેલ્કોપીરાઈટ,कॅल्कोपायराइट
"ચેનલ, ચેનલ","चॅनेल, चॅनेल"
ચેનલ બેન્ડ વિસ્તરણ,चॅनेल बँड विस्तार
ચેનલ કોડર,चॅनेल कोडर
ચેનલ આવર્તન,चॅनेल वारंवारता
ચેનલ પાત્ર,चॅनेल वर्ण
ચેનલ અલગ,चॅनेल वेगळे करणे
ચેનલ સિદ્ધાંત,चॅनेल सिद्धांत
અક્ષર જનરેટર,वर्ण जनरेटर
પાત્રની ઓળખ,वर्ण ओळख
લાક્ષણિક અવબાધ,वैशिष्ट्यपूर्ण प्रतिबाधा
ચાર્જ કેરિયર,चार्ज वाहक
ચાર્જ નિયંત્રણ પરિમાણ,चार्ज कंट्रोल पॅरामीटर
ચાર્જ જોડી ઉપકરણ,जोडलेले उपकरण चार्ज करा
ચાર્જ જોડી રેન્ડમ એક્સેસ મેમરી,चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी
ચાર્જ ઘનતા,चार्ज घनता
ચાર્જ ઈન્જેક્શન ઉપકરણ,चार्ज इंजेक्शन डिव्हाइस
ચાર્જ નુકશાન,शुल्क तोटा
ચાર્જ પમ્પિંગ,चार्ज पंपिंग
ચાર્જ સેન્સિંગ એમ્પ્લીફાયર,चार्ज सेन्सिंग अॅम्प्लिफायर
ચાર્જ સંગ્રહ,चार्ज स्टोरेज
ચાર્જ કણો,चार्ज केलेले कण
જુસ્સાદાર,उत्कट
ફ્રેમ,फ्रेम
રોબીશેવ ફિલ્ટર,robyshev फिल्टर
કુલ તપાસો,बेरीज तपासा
આવર્તન તપાસો,वारंवारता तपासा
રાસાયણિક બંધન,रासायनिक बंध
રાસાયણિક વરાળ જુબાની,रासायनिक बाष्प जमा करणे
ચાઇલ્ડ લોક સુવિધા,चाइल्ड लॉक सुविधा
બાળકનો કાયદો,मुलाचा कायदा
ચિપ,चिप
ચિપ સક્રિયકરણ,चिप सक्रिय करणे
ગૂંગળામણ,गुदमरणे
તૂટક તૂટક,अधूनमधून
તૂટક તૂટક એમ્પ્લીફાયર,मधूनमधून अॅम्प्लिफायर
તૂટક તૂટક એમ્પ્લીફાયર,मधूनमधून अॅम्प्लिफायर
તૂટક તૂટક મોડ,मधूनमधून मोड
ક્રોમા એમ્પ્લીફાયર,क्रोमा अॅम्प्लीफायर
લાક્ષણિકતા રેખાકૃતિ,व्यक्तिचित्रण आकृती
પિગમેન્ટેશન,रंगद्रव्य
વર્તુળ રેખાકૃતિ,वर्तुळ आकृती
સર્કિટ,सर्किट
સર્કિટ વિશ્લેષણ,सर्किट विश्लेषण
સર્કિટ બ્રેકર,सर्किट ब्रेकर
પરિપથ આકૃતિ,सर्किट आकृती
સર્કિટ નોટેશન,सर्किट नोटेशन
સર્કિટ સ્વિચિંગ,सर्किट स्विचिंग
