Punjabi,Tamil
ਐਡਰੈੱਸ ਲਾਈਨ,முகவரி வரி
ਪਤਾ ਮੈਪਿੰਗ,முகவரி மேப்பிங்
ਪਤਾ ਸੰਕੇਤਕ,முகவரி சுட்டி
ਪਤਾ ਰਜਿਸਟਰ,முகவரி பதிவு
ਪਤਾ ਹੱਲ,முகவரி தீர்மானம்
ਪਤਾ ਅਨੁਵਾਦ,முகவரி மொழிபெயர்ப்பு
ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ,நினைவாற்றலை உரையாற்றினார்
ਸੰਬੋਧਨ,உரையாற்றுவது
ਅਨੁਕੂਲਤਾ ਦੇ ਮਾਪਦੰਡ,போதுமான அளவுகோல்கள்
adjoint,இணைந்த
ਪ੍ਰਸ਼ਾਸਨ,நிர்வாகம்
ਪ੍ਰਬੰਧਕ,நிர்வாகி
ਅਡੋਬ ਐਕਰੋਬੈਟ,அடோப் அக்ரோபேட்
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,அடோ போட்டோஷாப்
ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP),அட்வான்ஸ் பிசினஸ் அப்ளிகேஷன் புரோகிராமிங் (ஏபிஏபி)
ਉੱਨਤ ਡਾਟਾ,மேம்பட்ட தரவு
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,மேம்பட்ட தகவல் அமைப்பு
ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.),மேம்பட்ட தொழில்நுட்பம் (AT)
ਏਜੰਟ,முகவர்
ਏਕੀਕਰਨ,திரட்டுதல்
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,வான்வழி கணினி அமைப்பு
aldus ਪੇਜ ਮੇਕਰ,அல்டஸ் பக்க தயாரிப்பாளர்
ਚੇਤਾਵਨੀ ਬਾਕਸ,எச்சரிக்கை பெட்டி
ਐਲਗੋਲ,அல்கோல்
ਐਲਗੋਰਿਦਮ,அல்காரிதம்
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,அல்காரிதம் பகுப்பாய்வு
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,அல்காரிதம் திறன்
ਉਪਨਾਮ,மாற்றுப்பெயர்
ਅਲਾਈਨਮੈਂਟ,சீரமைப்பு
ਵੰਡ,ஒதுக்கீடு
ਵਰਣਮਾਲਾ,அகரவரிசை
ਅੱਖਰ ਅੰਕੀ,எண்ணெழுத்து
ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ,எண்ணெழுத்து விசைப்பலகை
ਅਲਫ਼ਾ-ਟੈਸਟ,ஆல்பா-சோதனை
ਅਲਫ਼ਾ-ਵਰਜਨ,ஆல்பா பதிப்பு
alt ਕੁੰਜੀ,alt விசை
altavista,அல்டாவிஸ்டா
ਅਸਪਸ਼ਟਤਾ,தெளிவின்மை
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,தெளிவற்ற இலக்கணம்
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI),அமெரிக்க தேசிய தரநிலை நிறுவனம் (ANSI)
ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII),தகவல் பரிமாற்றத்திற்கான அமெரிக்க தரநிலை குறியீடு (ASCII)
ਐਨਾਲਾਗ,அனலாக்
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,அனலாக் கணினி
ਐਨਾਲਾਗ ਜੰਤਰ,அனலாக் சாதனம்
ਐਨਾਲਾਗ ਮਾਡਮ,அனலாக் மோடம்
ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC),அனலாக் டு டிஜிட்டல் மாற்றி (ADC)
ਅਤੇ,மற்றும்
ਅਤੇ ਸਰਕਟ,மற்றும் சுற்று
ਅਤੇ ਗੇਟ,மற்றும் வாயில்
ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ),மற்றும் செயல்பாடு அல்ல (விலக்கு)
ਐਨੀਮੇਸ਼ਨ,இயங்குபடம்
ਐਨੋਟੇਸ਼ਨ,சிறுகுறிப்பு
ਅਸੰਗਤਤਾ,ஒழுங்கின்மை
ਪੂਰਵ,முன்னோடி
ਅਗਾਊਂ ਪੇਜਿੰਗ,முன்கூட்டிய பேஜிங்
ਵਿਰੋਧੀ ਸਮਰੂਪ,எதிர்ப்பு சமச்சீர்
ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ,வைரஸ் தடுப்பு நிரல்
ਐਪਲਿਟ,ஆப்லெட்
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,பயன்பாட்டு டெவலப்பர்
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,பயன்பாட்டு நிரலாக்கம்
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API),பயன்பாட்டு நிரலாக்க இடைமுகம் (API)
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,பயன்பாட்டு மென்பொருள்
ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ,பயன்பாட்டு மொழி
ਅਨੁਮਾਨ ਥਿਊਰੀ,தோராயக் கோட்பாடு
ਆਰਕੀਟੈਕਚਰ,கட்டிடக்கலை
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,பகுதி பரிமாற்றம்
ਦਲੀਲ,வாதம்
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,எண்கணித மற்றும் தர்க்க அலகு
ਹਿਸਾਬ ਦੀ ਜਾਂਚ,எண்கணித சரிபார்ப்பு
ਅੰਕਿਤ ਸਥਿਰ,எண்கணித மாறிலி
ਅੰਕਿਤ ਡੇਟਾ,எண்கணித தரவு
ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ,எண்கணித அறிவுரை
ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU),எண்கணிதம் மற்றும் தருக்க அலகு (ALU)
ਅਰਪਨੇਟ,அர்பானெட்
ਐਰੇ,வரிசை
ਐਰੇ ਕੈਸ਼,வரிசை கேச்
ਐਰੇ ਕੰਪਿਊਟਰ,வரிசை கணினி
ਐਰੇ ਤੱਤ,வரிசை உறுப்பு
ਐਰੇ ਨਾਮ,வரிசை பெயர்
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,வரிசை செயலி
ਤੀਰ ਕੁੰਜੀਆਂ,அம்புக்குறி விசைகள்
ਉਚਾਰਨ,உச்சரிப்பு
ਬਿਆਨ ਬਿੰਦੂ,உச்சரிப்பு புள்ளி
ਨਕਲੀ ਸੰਕੁਚਿਤ,செயற்கை சுருக்கம்
ਨਕਲੀ ਕੰਟਰੋਲ,செயற்கை கட்டுப்பாடு
ਬਣਾਵਟੀ ਗਿਆਨ,செயற்கை நுண்ணறிவு
ਚੜ੍ਹਦਾ,ஏறுபவர்
ਵਧਦੀ ਲੜੀ,ஏறும் வகை
ASCII ਬੇਟਿਕਲ ਆਰਡਰ,ASCII betical order
ASCII ਕੰਟਰੋਲ ਅੱਖਰ,ASCII கட்டுப்பாட்டு எழுத்து
ASCII ਫਾਈਲ,ASCII கோப்பு
ASCII ਫੌਂਟ,ASCII எழுத்துரு
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII பரிமாற்றம்
ਆਕਾਰ ਅਨੁਪਾਤ,விகிதம்
ਏ.ਐਸ.ਪੀ.ਆਈ,ASPI
ASR ਟਾਈਮਰ,ASR டைமர்
ਇਕੱਠਾ ਕਰਨਾ,கூடி
ਅਸੈਂਬਲਰ,அசெம்பிளர்
ਅਸੈਂਬਲੀ,சட்டசபை
ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ,சட்டசபை மொழி
ਦਾਅਵਾ,வலியுறுத்தல்
ਅਸਾਈਨਮੈਂਟ,பணி நியமனம்
ਐਸੋਸੀਏਸ਼ਨ,சங்கம்
ਸਹਿਯੋਗੀ ਪਤਾ,துணை முகவரி
ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ,துணை நினைவகம்
ਤਾਰਾ,ஆஸ்டிரிக்
ਅਸਮਿਤ,சமச்சீரற்ற
ਅਸਿੰਕ੍ਰੋਨਸ,ஒத்திசைவற்ற
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,ஒத்திசைவற்ற பரிமாற்றம்
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
ਪਰਮਾਣੂ,அணு
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,இணைக்கப்பட்ட ஆவணம்
ਨੱਥੀ ਫ਼ਾਈਲ,இணைக்கப்பட்டுள்ள கோப்பு
ਲਗਾਵ,இணைப்பு
ਵਿਸ਼ੇਸ਼ਤਾ,பண்பு
ਆਡੀਓ,ஆடியோ
ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ,தணிக்கை நிரலாக்கம்
ਆਡਿਟ ਟ੍ਰੇਲ,தணிக்கை சோதனை
ਵਾਧਾ,பெருக்குதல்
ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ,அங்கீகார நெறிமுறை
ਲੇਖਕ ਪ੍ਰਣਾਲੀ,ஆசிரியர் அமைப்பு
ਅਧਿਕਾਰ,அங்கீகாரம்
ਆਟੋ ਐਬਸਟਰੈਕਟ,தானியங்கு சுருக்கம்
ਆਟੋਬੂਟਿੰਗ,தானாக துவக்குதல்
ਆਟੋਕੈਡ,ஆட்டோகேட்
ਆਟੋਲੌਗ ਚਾਲੂ,ஆட்டோலாக் ஆன்
ਆਟੋਮੇਟਾ,தானியங்கி
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,தானியங்கு கோட்பாடு
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ,தானியங்கி கணினி
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,தானியங்கி தரவு செயலாக்கம்
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,தானியங்கி பிழை திருத்தம்
ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ,தானியங்கி செயல்பாடு
ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ,தானியங்கி அட்டவணைப்படுத்தல்
ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ,தானியங்கி நூலக அழைப்பு
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,தானியங்கி நிரலாக்க
ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ,தானியங்கி மீட்பு திட்டம்
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,தானியங்கி வழக்கம்
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,தானியங்கி கணினி மீட்பு
ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM),தானியங்கி பணம் செலுத்தும் இயந்திரம் (ATM)
ਆਟੋਮੇਸ਼ਨ,தானியங்கி
ਸਵੈ ਚਾਲ,தானியங்கி
ਸਵੈ-ਸੰਭਾਲ,தானாக சேமிக்கவும்
ਸਹਾਇਕ,துணை
ਸਹਾਇਕ ਮੈਮੋਰੀ,துணை நினைவகம்
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,துணை சேமிப்பு
ਉਪਲਬਧ ਸੂਚੀ,கிடைக்கும் பட்டியல்
ਉਪਲਬਧ ਸਮਾਂ,கிடைக்கும் நேரம்
ਔਸਤ,சராசரி
awk (ਭਾਸ਼ਾ),awk (மொழி)
ਬੈਕਐਂਡ,பின்தளம்
ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ,பின்தள செயலி
ਬੈਕਫੇਸ ਹਟਾਉਣਾ,பின்முகத்தை அகற்றுதல்
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,பின்னணி செயலாக்கம்
ਬੈਕਿੰਗ ਸਟੋਰ,பேக்கிங் கடை
ਬੈਕਪੈਚਿੰਗ,பின் இணைப்பு
ਬੈਕਸਪੇਸ,பின்வெளி
ਬੈਕਟਰੈਕਿੰਗ,பின்வாங்குதல்
ਬੈਕ-ਅੱਪ,காப்புப்பிரதி
ਬੈਕਅੱਪ ਮੈਮੋਰੀ,காப்பு நினைவகம்
ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ,பின்னோக்கி பிழை மீட்பு
ਸੰਤੁਲਨ ਸ਼ੀਟ,இருப்புநிலை
ਜਥਾ,இசைக்குழு
ਬੈਂਡ ਚੌੜਾਈ,பட்டை அகலம்
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,வங்கியாளர் வழிமுறை
ਬਾਰ ਕੋਡ,பார் குறியீடு
ਬਾਰ ਕੋਡ ਸਕੈਨਰ,பட்டை குறி படிப்பான் வருடி
ਬਾਰ ਗ੍ਰਾਫ,சட்ட வரைபடம்
ਅਧਾਰ ਪਤਾ,அடிப்படை முகவரி
ਅਧਾਰ ਬੈਂਡ,அடிப்படை இசைக்குழு
ਅਧਾਰ ਨੰਬਰ,அடிப்படை எண்
ਅਧਾਰ ਸਾਰਣੀ,அடிப்படை அட்டவணை
ਬੇਸਿਕ,அடிப்படை
ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ,அடிப்படை கட்டுப்பாடு
ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ,அடிப்படை உள்ளீடு
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,அடிப்படை அறிவுறுத்தல்
ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ,அடிப்படை வெளியீடு
ਬੁਨਿਆਦੀ ਕਦਮ,அடிப்படை படி
ਬੈਚ,தொகுதி
ਬੈਚ ਫਾਈਲ,தொகுதி கோப்பு
ਬੈਚ ਸਥਿਤੀ,தொகுதி நிலை
ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ,தொகுதி செயலாக்கம்
ਬੈਚ ਸਿਸਟਮ,தொகுதி அமைப்பு
ਬੌਡ,பாட்
ਬੌਡ ਦਰ,பாட் விகிதம்
ਬੀਮ,உத்திரம்
ਬੇਂਚਮਾਰਕ,அளவுகோல்
ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ,இருதரப்பு தொடர்பு
ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ,இருதரப்பு இணைப்பு
ਬਾਈਨਰੀ ਕੋਡ,பைனரி குறியீடு
ਬਾਈਨਰੀ ਅੰਕ,பைனரி இலக்கம்
ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS),பைனரி உள்ளீட்டு வெளியீட்டு அமைப்பு (பயாஸ்)
ਬਾਈਨਰੀ ਨੰਬਰ,பைனரி எண்
ਬਾਈਨਰੀ ਆਪਰੇਟਰ,பைனரி ஆபரேட்டர்
ਬਾਈਨਰੀ ਸਬੰਧ,பைனரி உறவு
ਬਾਈਨਰੀ ਖੋਜ,பைனரி தேடல்
ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST),பைனரி தேடல் மரம் (BST)
ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ,பைனரி பரிமாற்றம்
ਬਾਈਨਰੀ ਰੁੱਖ,பைனரி மரம்
ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ,இருமுனை நினைவகம்
ਜਨਮ ਮੌਤ ਮਾਡਲ,பிறப்பு இறப்பு மாதிரி
ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ,பிறப்பு இறப்பு செயல்முறை
ਬਿੱਟ,பிட்
ਬਿੱਟ ਨੁਕਸ,சிறிய தவறு
ਬਿੱਟ ਨਕਸ਼ਾ,பிட் வரைபடம்
ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP),பிட் மேப் பிக்சல் (BMP)
ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ,பிட் மேட்ரிக்ஸ்
ਬਿੱਟ ਪੈਟਰਨ,பிட் முறை
ਬਿੱਟ ਸਥਿਤੀ,பிட் நிலை
ਬਿੱਟ ਰੇਟ,பிட் விகிதம்
ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ,கருப்பு பெட்டி சோதனை
ਝਪਕਣਾ,கண் சிமிட்டுதல்
ਬਲਾਕ,தொகுதி
ਬਲਾਕ ਕੈਸ਼,தொகுதி தற்காலிக சேமிப்பு
ਬਲਾਕ ਚੈੱਕ,தடுப்பு சோதனை
ਬਲਾਕ ਕਾਪੀ,தொகுதி நகல்
ਬਲਾਕ ਚਿੱਤਰ,தொகுதி வரைபடம்
ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ,பிணையத்தைத் தடுக்கிறது
ਫੱਟੀ,பலகை
ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ,புத்தககுறி
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,பூலியன் இயற்கணிதம்
ਬੂਲੀਅਨ ਸਬੰਧ,பூலியன் உறவு
ਬੂਟ ਭਾਗ,துவக்க பகிர்வு
ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ,பூட் ஸ்ட்ராப்பிங்
ਬੂਟ-ਸਟੈਪ ਲੋਡਰ,பூட்-ஸ்ட்ராப் ஏற்றி
ਪੁਲ,பாலம்
ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ,பிராட்பேண்ட் நெட்வொர்க்கிங்
ਪ੍ਰਸਾਰਣ,ஒளிபரப்பு
ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ,ஒலிபரப்பு வானொலி
ਬਰਾਊਜ਼ ਕਰੋ,உலவ
ਬਰਾਊਜ਼ਰ,உலாவி
ਬੀ-ਰੁੱਖ,பி-மரம்
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,குமிழி நினைவகம்
ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ,குமிழி வகை
ਬਾਲਟੀ,வாளி
ਦੋਸਤ ਸਿਸਟਮ,நண்பர் அமைப்பு
ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ,பட்ஜெட் பயனுள்ள கட்டுப்பாடு
ਬਫਰ,தாங்கல்
ਬੱਗ,பிழை
ਬੱਸ,பேருந்து
ਬਾਈਟ,பைட்
ਬਾਈਟ ਕੋਡ,பைட் குறியீடு
c,c
C++,C++
ਕੈਸ਼,தற்காலிக சேமிப்பு
ਕੈਸ਼ ਬਫਰ,கேச் தாங்கல்
ਕੈਸ਼ ਮੈਮੋਰੀ,கேச் நினைவகம்
ਗਣਨਾ,கணக்கீடு
ਕੈਲਕੁਲੇਟਰ,கால்குலேட்டர்
ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ,கால்குலேட்டர் சிப்
ਕਾਲ ਕਰੋ,அழைப்பு
ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ,பெயரால் அழைக்கவும்
ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,குறிப்பு மூலம் அழைப்பு
ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,மதிப்பு மூலம் அழைப்பு
ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,மாறிகள் மூலம் அழைப்பு
ਕਾਲ ਗੇਟ,அழைப்பு வாயில்
ਰੱਦ ਕਰੋ,ரத்து செய்
ਰੱਦ ਕਰੋ ਬਟਨ,ரத்து பொத்தான்
ਕੈਨੋਨੀਕਲ,நியமனம்
ਕੈਨੋਨੀਕਲ ਰੂਪ,நியமன வடிவம்
ਸਮਰੱਥਾ,திறன்
ਸਮਰੱਥਾ ਸੂਚੀ,திறன் பட்டியல்
ਸਮਰੱਥਾ,திறன்
ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ,தொப்பி பூட்டு விசை
ਕਾਰਡ,அட்டை
ਕਾਰਡ ਰੀਡਰ,கார்டு ரீடர்
ਮੁੱਖਤਾ,கார்டினாலிட்டி
ਕੈਰੀਅਰ,கேரியர்
ਕੈਰੀਅਰ ਬੈਂਡ,கேரியர் பேண்ட்
ਕੈਰੀਅਰ ਲੋਡ,கேரியர் சுமை
ਕੈਰੀਅਰ ਸਿਗਨਲ,கேரியர் சிக்னல்
ਕੈਰੀਅਰ ਲਹਿਰ,கேரியர் அலை
ਲੈ ਜਾਣਾ,சுமந்து செல்
ਕੈਰੀ ਅੰਕ,இலக்கத்தை எடுத்துச் செல்லுங்கள்
ਝੰਡਾ ਚੁੱਕੋ,கொடியை ஏந்தி
ਕਾਰਤੂਸ ਡਿਸਕ,கெட்டி வட்டு
ਕੈਸਕੇਡ,அருவி
ਕੇਸ,வழக்கு
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),கத்தோட் கதிர் குழாய் (CRT)
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),கேத்தோடு கதிர் குழாய் (CRT)
CD ROM ਡਿਸਕ ਡਰਾਈਵ,CD ROM வட்டு இயக்கி
ਸੈੱਲ,செல்
ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ,செல் அனிமேஷன்
ਸੈਲੂਲਰ ਫ਼ੋਨ,கை பேசி
ਕੇਂਦਰੀ ਮੈਮੋਰੀ,மைய நினைவகம்
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),மத்திய செயலாக்க அலகு (CPU)
ਕੇਂਦਰੀ ਸਿਸਟਮ,மையப்படுத்தப்பட்ட அமைப்பு
ਪ੍ਰਮਾਣਿਤ ਟੇਪ,சான்றளிக்கப்பட்ட நாடா
ਚੇਨ,சங்கிலி
ਚੇਨ ਡਾਟਾ,சங்கிலி தரவு
ਚੇਨ ਲਿੰਕ,சங்கிலி இணைப்பு
ਚੇਨਿੰਗ,சங்கிலியிடுதல்
ਚੈਨਲ,சேனல்
ਚੈਨਲ ਵਿਅਸਤ ਟੋਨ,சேனல் பிஸியான தொனி
