Kannada,Punjabi
ಸೇರ್ಪಡೆ ಮತ್ತು ಬದಲಾವಣೆ,ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ
ಭಾಷಣ,ਪਤਾ
ವಿಳಾಸದಾರ,ਐਡਰੈਸਸ
ಸ್ವಾಗತದ ವಿಳಾಸ,ਸਵਾਗਤ ਦਾ ਪਤਾ
ಸಮರ್ಪಕ,ਕਾਫ਼ੀ
ಅಂಟಿಕೊಳ್ಳಿ,ਦਾ ਪਾਲਣ ਕਰੋ
ತಾತ್ಕಾಲಿಕ,ਐਡ ਹੋਕ
ತಾತ್ಕಾಲಿಕ ಹಕ್ಕು,ਐਡਹਕ ਕਲੇਮ
ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ,ਐਡਹੌਕ ਕਮੇਟੀ
ತಾತ್ಕಾಲಿಕ ಹೆಚ್ಚಳ,ਐਡਹੌਕ ਵਾਧਾ
ತಾತ್ಕಾಲಿಕ ಪಾವತಿ,ਐਡਹੌਕ ਭੁਗਤਾਨ
ಪಕ್ಕದ,ਨਾਲ ਲੱਗਦੀ
ಪಕ್ಕದ (= ಸಮೀಪ),ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ)
ಮುಂದೂಡಿಕೆ,ਮੁਲਤਵੀ
ಮುಂದೂಡುವ ಚಲನೆ,ਮੁਲਤਵੀ ਮੋਸ਼ਨ
ತೀರ್ಪು,ਇਜਾਜ਼ਤ
ತೀರ್ಮಾನಿಸು,ਨਿਰਣਾਇਕ
ಯಜಮಾನ,ਨਿਰਣਾ
ತೀರ್ಪುಗಾರ,ਨਿਰਣਾਇਕ
ಹೊಂದಾಣಿಕೆ,ਵਿਵਸਥਾ
ನಿರ್ವಹಿಸು,ਪ੍ਰਬੰਧਿਤ
ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಿ,ਸਹੁੰ ਪ੍ਰਬੰਧ
ಆಡಳಿತ,ਪ੍ਰਸ਼ਾਸਨ
ನ್ಯಾಯದ ಆಡಳಿತ,ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ
ಆಡಳಿತಕಾರಿಯಾದ,ਪ੍ਰਬੰਧਕੀ
ಆಡಳಿತಾಧಿಕಾರಿ ಕ್ರಿಯೆ,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
ಆಡಳಿತಾಧಿಕಾರಿ ಮೌಲ್ಯಮಾಪನ,ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ
ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ,ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ
ಆಡಳಿತ ಪ್ರಾಧಿಕಾರದ,ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ
ಆಡಳಿತ ನಿಯಂತ್ರಣ,ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ
ಆಡಳಿತಾತ್ಮಕ ನಿರ್ಧಾರ,ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ
ಆಡಳಿತ ಇಲಾಖೆ,ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ
ಆಡಳಿತಾಧಿಕಾರಿ,ਪ੍ਰਬੰਧਕੀ ਸਿਰ
ಆಡಳಿತ ಕೇಂದ್ರ ಕಚೇರಿ,ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ
ಆಡಳಿತಾತ್ಮಕ ಕ್ರಮಗಳು,ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ
ಆಡಳಿತ ಅಧಿಕಾರ,ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ
ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ,ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ
ಆಡಳಿತ ತಂತ್ರ,ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ
ಆಡಳಿತ ನ್ಯಾಯಸಮ್ಮತ,ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ
ಪ್ರವೇಶಸಾಧ್ಯತೆ,ਮੰਨਣਯੋਗਤਾ
ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು,ਮੰਨਣਯੋਗ ਖਰਚ
ಒಪ್ಪಿಸು,ਮੰਨ ਲਓ
ಪ್ರವೇಶ ಕಾರ್ಡ್,ਐਡਮਿਟ ਕਾਰਡ
ಒಪ್ಪಿಕೊಂಡ,ਦਾਖਲ
ಕವಲೊಡೆಯು,ਅਸ਼ੁੱਧ
ಅಳವಡಿಕೆದಾರ,ਗੋਦ
ರೋಗಿ,ਗੋਣਾਟਰ
ದತ್ತು,ਗੋਦ ਲੈਣਾ
ವಯಸ್ಕ,ਬਾਲਗ
ವ್ಯಭಿಚಾರ,ਵਿਭਚਾਰ
ವ್ಯಭಿಚಾರ,ਵਿਭਚਾਰ
ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್,ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ
ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ,ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ
ಮುನ್ನಡೆ,ਪੇਸ਼ਗੀ
ಮುಂಗಡ ಬುಕಿಂಗ್,ਐਡਵਾਂਸ ਬੁਕਿੰਗ
ಮುನ್ನಡೆ,ਐਡਵਾਂਸ ਕਾਪੀ
ಮುಂಗಡ ಹೆಚ್ಚಳ,ਪੇਸ਼ਗੀ ਵਾਧਾ
ಮುಂಗಡ ಪಾವತಿ,ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ
ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ,ਗਲਤ ਪ੍ਰਵੇਸ਼
ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು,ਗਲਤ ਟਿੱਪਣੀ
ಪ್ರತಿಕೂಲ ವರದಿ,ਗਲਤ ਰਿਪੋਰਟ
ಆಯ್ಕೆ,ਇਸ਼ਤਿਹਾਰ
ಸಲಹೆ,ਸਲਾਹ
ಪಾವತಿಯ ಸಲಹೆ,ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ
ಸಲಹಾ ಸಮಿತಿ,ਸਲਾਹਕਾਰ ਕਮੇਟੀ
ಸಲಹಾ ಮಂಡಳಿ,ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ
ಪ್ರತಿಪಾದಿಸು,ਐਡਵੋਕੇਟ
ವ್ಯವಹಾರ,ਮਾਮਲੇ
ಅಫಿಡವಿಟ್,ਹਲਫੀਆ ਬਿਆਨ
ಉಪಶಮನ,ਮਾਨਤਾ
ದೃ ir ೀಕರಣ,ਪੁਸ਼ਟੀਕਰਣ
ದೃ irf ೀಕರಣದ,ਸਕਾਰਾਤਮਕ
ಆತುರಿಸು,ਬਰਦਾਸ਼ਤ
ಈನಟ,ਉਪਰੋਕਤ
ಹೊಸದಾಗಿ,ਅਫਰੇਸ਼
ವಿರುದ್ಧವಾಗಿ,ਦੇ ਵਿਰੁੱਧ
ವಯಸ್ಸು,ਉਮਰ
ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ,ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ
ಮತದಾರರ ವಯಸ್ಸು,ਦੁਖੀ ਲਈ ਉਮਰ
ವಯಸ್ಸಿಗೆ,ਉਮਰ ਸੀਮਾ
ವಾಗ್ದಾನ,ਏਜੰਸੀ
ಕಾಗಾರ,ਏਜੰਡਾ
ನಿವೃತ್ತಿಯ ವಯಸ್ಸು,ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ
ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು,ਪੂਰਕ ਦੀ ਉਮਰ
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,ਇਕੱਤਰਤਾ
ದುಃಖಿಸಿದ,ਦੁਖਦਾਈ
ಆಂದೋಲನ,ਅੰਦੋਲਨ
ಅವಾತ,ਏਜੀਐਮ
ಒಪ್ಪಂದ,ਸਮਝੌਤਾ
ಒಪ್ಪಂದದ ರೂಪ,ਸਮਝੌਤਾ ਫਾਰਮ
ಕೃಷಿ,ਖੇਤੀ ਬਾੜੀ
ಕೃಷಿ ಉದ್ಯಮ,ਖੇਤੀ-ਉਦਯੋਗ
ನೆರವು,ਸਹਾਇਤਾ
ಎಚ್ಚರಿಕೆ,ਅਲਾਰਮ
ಜಾಗರೂಕತೆ,ਚੇਤਾਵਨੀ
ಅಲಿಯಾಸ್,ਉਪਨਾਮ
ಆರೋಪಣೆ,ਇਲਜ਼ਾਮ
ನಿಷ್ಠೆ,ਵਫ਼ਾਦਾਰੀ
ಮೈತ್ರಿ,ਗਠਜੋੜ
ಮಿತ್ರ ಸೇವೆಗಳು,ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ
ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ,ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ
ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು,ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ
ಮನವಸಿಕೆ,ਅਲਾਟਮੈਂਟ
ಹಂಚಿಕೆ,ਅਲਾਟਮੈਂਟ
ಹಂಚಿಕೆ ಪತ್ರ,ਅਲਾਟਮੈਂਟ ਪੱਤਰ
ಹಂಚುವವ,ਅਲਾਟੀਟੀ
ಅನುಮತಿಸುವ,ਮਨਜ਼ੂਰ
ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು,ਮਨਜ਼ੂਰ ਖਰਚੇ
ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ,ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ
ಭತ್ಯೆ,ਭੱਤਾ
ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ,ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ
ವರ್ಣಮಾಲೆ,ਵਰਣਮਾਲਾ ਕ੍ਰਮ
ವಾಗ್ವಾದ,ਗਰੈਟਰਕੇਸ਼ਨ
ಪರ್ಯಾಯ,ਵਿਕਲਪਿਕ
ಬದಲಕ,ਵਿਕਲਪਿਕ
ಸಂಯೋಗ,ਏਕੀਕਰਨ
ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು,ਸੋਧਿਆ ਖਰੜਾ
ತಿದ್ದುಪಡಿ,ਸੋਧ
ಸೌಕರ್ಯ,ਸਹੂਲਤ
ಸೌಹಾರ್ದಯುತ,ਅਮਲ
ಮದ್ದುಗುಂಡು,ਬਾਰੂਦ
ಸಾಲದ ಭೋಗ್ಯ,ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ
ಮೊತ್ತ,ਦੀ ਰਕਮ
ಪಿಂಚಣಿ ಪ್ರಮಾಣ,ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ
ಸಾದೃಶ್ಯದ ಹುದ್ದೆ,ਸਮਾਨ ਪੋਸਟ
ವಿಶ್ಲೇಷಣೆ,ਵਿਸ਼ਲੇਸ਼ਣ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ,ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ
ಪೂರ್ವಜ,ਪੂਰਵਜ
ಪೂರಕ ಉದ್ಯಮ,ਸਹਾਇਕ ਉਦਯੋਗ
ದ್ವೇಷ,ਵੈਰ
ಅನುಬಂಧ,ਅਨੁਲੱਗ
ವಾರ್ಷಿಕೋತ್ಸವ,ਵਰ੍ਹੇਗੰ
ಪ್ರಕಟಿಸುವುದು,ਘੋਸ਼ਣਾ
ಕಿರಿಕಿರಿಯ,ਨਾਰਾਜ਼ਗੀ
ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ,ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ
ವಾರ್ಷಿಕ ವರದಿ,ਸਾਲਾਨਾ ਰਿਪੋਰਟ
ವರ್ಷಾಶನ,ਐਨੂਅਟੀ
ಅನಾಮಿಕ,ਅਗਿਆਤ
ಅನಾಮಧೇಯ ದೂರು,ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ
ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ,ਜਵਾਬ
ಉತ್ತರ ಪತ್ರಿಕೆ,ਜਵਾਬ ਸ਼ੀਟ
ವಿರೋಧಿ,ਵਿਰੋਧੀ
ಪೂರ್ವಸಿದ್ಧತೆಗಳು,ਅਨੌਖੇ
ನಿರೀಕ್ಷಿತ ಖರ್ಚು,ਅਨੁਮਾਨਤ ਖਰਚੇ
ನಿರೀಕ್ಷಿತ ಆದಾಯ,ਅਨੁਮਾਨਤ ਆਮਦਨੀ
ನಿರೀಕ್ಷಣೆ,ਉਮੀਦ
ನಿರೀಕ್ಷಿತ ಜಾಮೀನು,ਅਗਾ .ਂ ਜ਼ਮਾਨਤ
ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ
ಡಂಪಿಂಗ್ ವಿರೋಧಿ,ਐਂਟੀ-ਡੰਪਿੰਗ
ಪ್ರಾಚೀನ,ਪੁਰਾਣੀ
ವರ್ಣಭೇದ,ਨਸਲਵਾਦ
ನಿರಾಸಕ್ತಿ,ਉਦਾਸੀ
ತುದಿ ದೇಹ,ਸੁਪਰੀਮ ਬਾਡੀ
ಕ್ಷಮೆ,ਮੁਆਫੀ
ಮನವಿಯನ್ನು,ਅਪੀਲ
ಗೋಚರತೆ,ਦਿੱਖ
ಸಮಾಧಾನ,ਭੁੱਖ
ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ,ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ
ಅನುಬಂಧ,ਅੰਤਿਕਾ
ಉಪಕರಣ,ਉਪਕਰਣ
ಅನ್ವಯಿಸುವ,ਲਾਗੂ
ಅರ್ಜಿದಾರ,ਬਿਨੈਕਾਰ
ಅನ್ವಯಿಸು,ਐਪਲੀਕੇਸ਼ਨ
ಅರ್ಜಿ,ਅਰਜ਼ੀ ਫਾਰਮ
ಅನ್ವಯಿಕ,ਲਾਗੂ ਕੀਤਾ
ಅನ್ವಯಿಸು,ਲਾਗੂ ਕਰੋ
ನೇಮಕಾತಿ,ਨਿਯੁਕਤ
ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು,ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ
ನೇಮಕ,ਨਿਯੁਕਤੀ
ನೇಮಕಾತಿ ಪತ್ರ,ਮੁਲਾਕਾਤ ਪੱਤਰ
ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ,ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ
ವೇತನದ ಹಂಚಿಕೆ,ਤਨਖਾਹ ਦੀ ਵੰਡ
ಮೌಲ್ಯಮಾಪಕ,ਮੁਲਾਂਕਣ
ಮೌಲ್ಯಮಾಪಕ,ਮੁਲਾਂਕਣ
ಮೆಚ್ಚುಗೆ,ਕਦਰ
ಭಯ,ਖਦਸ਼ਾ
ಅಪ್ರೆಂಟಿಸ್,ਅਪ੍ਰੈਂਟਿਸ
ಸಮೀಪಿಸು,ਪਹੁੰਚ
ಸೂಕ್ತ,ਉਚਿਤ
ಸೂಕ್ತ ಕ್ರಮ,ਉਚਿਤ ਕਾਰਵਾਈ
ಸೂಕ್ತ ತಲೆ,ਉਚਿਤ ਸਿਰ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,ਨਿਰਧਾਰਤ
ಅನುಮೋದನೆ,ਮਨਜ਼ੂਰੀ
ಅಂದಾಜು,ਲਗਭਗ
ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ,ਯੋਗਤਾ ਟੈਸਟ
ಅನಿಯಂತ್ರಿತ,ਮਨਮਾਨੀ
ನಿಣಿಸು,ਆਰਬਿਟਰੇਟ
ಮಧ್ಯಸ್ಥಿಕೆ,ਆਰਬਿਟਰੇਸ਼ਨ
ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ,ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ
ಮಧ್ಯಸ್ಥ,ਆਰਬਿਟਰੇਟਰ
ವಾಸ್ತುಶಿಲ್ಪಿ,ਆਰਕੀਟੈਕਚਰ
ಆರ್ಕೈವ್ಸ್,ਪੁਰਾਲੇਖ
ಪ್ರದೇಶ,ਖੇਤਰ
ಪ್ರದೇಶದ ಪ್ರದೇಶ,ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ
ವಾದ,ਦਲੀਲ
ಹುಳು,ਪੈਦਾ
ಸಶಸ್ತ್ರ ಪಡೆ,ਸੁਰਖਿਆ ਬਲ
ಜೋಡಣೆ,ਪ੍ਰਬੰਧ
ಬಾಕಿ,ਬਰੀਅਰ
ಬಾಕಿ ಹೇಳಿಕೆ,ਅਰੇਅਰ ਬਿਆਨ
ಆಗಮನ ವರದಿ,ਆਗਮਨ ਰਿਪੋਰਟ
ಅಸ್ತವ್ಯಸ್ತತೆ,ਹੰਕਾਰ
ಸ ೦ ತಾನು,ਅਰਸੇਨਲ
ಲೇಖನ,ਲੇਖ
ಸಂಘದ ಲೇಖನಗಳು,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ
ಲೇಖನಗಳು,ਲੇਖ
ಆರೋಹಣ,ਚੜ੍ਹਦੇ ਕ੍ਰਮ
ಒತ್ತಿಹೇಳಿಸು,ਪਤਾ ਲਗਾਓ
ಎಲ್ಲಿದೆ,ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ
ಆಕಾರ,ਪਹਿਲੂ
ಆಪಾದನೆ,ਦਾਖਲਾ
ಹತ್ಯೆ,ਕਤਲ
ದಾಳಿ,ਹਮਲਾ
ಜೋಡಿಸು,ਇਕੱਠਾ ਕਰਨ ਯੋਗ
ಸಭೆ,ਅਸੈਂਬਲੀ
ಒಪ್ಪು,ਸਹਿਮਤੀ
ಪ್ರತಿಪಾದಿಸು,ਦਾਅਵਾ ਕਰੋ
ಮೌಲ್ಯಮಾಪಕ,ਮੁਲਾਂਕਣ
ಮೌಲ್ಯಮಾಪನ,ਮੁਲਾਂਕਣ
ಮೌಲ್ಯಮಾಪನ ವರ್ಷ,ਮੁਲਾਂਕਣ ਸਾਲ
ಮೌಲ್ಯಮಾಪಕ,ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
ಸ್ವಸಮಾನಗಳು,ਸੰਪਤੀ
ನಿಯೋಗಿ,Assigneee
ನಿಯೋಜನೆ,ਅਸਾਈਨਮੈਂਟ
ನಿಯೋಜಕ,ਅਸਾਈਨਟਰ
ಸಹಾಯ,ਸਹਾਇਤਾ
ಜೊತೆಗಾರ,ਸਹਿਯੋਗੀ
ಸಂಘ,ਐਸੋਸੀਏਸ਼ਨ
ಚಾರ್ಜ್ನ umption ಹೆ,ਚਾਰਜ ਦੀ ਧਾਰਨਾ
ಭರವಸೆ,ਭਰੋਸਾ
ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ,ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ
ಭರವಸೆ ಕೊಡು,ਭਰੋਸਾ
ರಿಯಾಯಿತಿಯಲ್ಲಿ,ਛੂਟ 'ਤੇ
ಪರಮಾಣು ಶಕ್ತಿ,ਪਰਮਾਣੂ ਸ਼ਕਤੀ
ಸಮನಾಗಿ,ਬਰਾਬਰ ਵਿਚ
ಪ್ರೀಮಿಯಂನಲ್ಲಿ,ਪ੍ਰੀਮੀਅਮ 'ਤੇ
ಲಗತ್ತಿಸು,ਅਟੈਚ ਕਰੋ
ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ,ਨੱਥੀ ਦਫ਼ਤਰ
ಬಾಂಧಾಣ,ਲਗਾਵ
