Bengali,Odiya
বিকল্প ফলাফল,ବିକଳ୍ପ ଫଳାଫଳ |
এনালগ থেকে ডিজিটাল রূপান্তরকারী,ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |
অ্যানালগ কম্পিউটার,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
বিশ্লেষণ,ବିଶ୍ଳେଷଣ |
সহভক্তির বিশ্লেষণ,କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |
গণনা তথ্য বিশ্লেষণ,ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
বৈচিত্র্যের বিশ্লেষণ,ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |
বিশ্লেষণাত্মক জ্যামিতি,ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |
বিশ্লেষণমূলক ফাংশন,ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ
কোণ,କୋଣ
যোগাযোগের কোণ,ଯୋଗାଯୋଗ କୋଣ
বিচ্যুতি কোণ,ବିଘ୍ନର କୋଣ |
বিষণ্নতা কোণ,ଉଦାସୀନତାର କୋଣ
বিচ্যুতি কোণ,ବିଘ୍ନର କୋଣ |
বিবর্তন কোণ,ବିଭାଜନର କୋଣ |
উচ্চতা কোণ,ଉଚ୍ଚତାର କୋଣ
ঘটনার কোণ,ଘଟଣାର କୋଣ
অভিক্ষেপ কোণ,ପ୍ରୋଜେକ୍ଟର କୋଣ
প্রতিফলন কোণ,ପ୍ରତିଫଳନ କୋଣ
প্রতিসরণ কোণ,ପ୍ରତିଫଳନ କୋଣ
ঘূর্ণন কোণ,ଘୂର୍ଣ୍ଣନ କୋଣ
মোট প্রতিফলনের কোণ,ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |
কৌণিক ত্বরণ,କୋଣାର୍କ ତ୍ୱରଣ |
কৌণিক গতি,କୋଣାର୍କ ଗତି |
কৌণিক গতি,କୋଣାର୍କ ଗତି
কৌণিক বেগ,କୋଣାର୍କ ବେଗ |
অ্যানুলাস,annulus
উত্তর,ଉତ୍ତର ଦିଅ
বিরোধী – ডেরিভেটিভ,ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |
অপ্রতিসম ফাংশন,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
প্রযোজ্য,ପ୍ରଯୁଜ୍ୟ |
আবেদন,ପ୍ରୟୋଗ
প্রয়োগকৃত গতিশীল প্রোগ্রামিং,ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
প্রয়োগ করা জ্যামিতি,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
ফলিত গণিত,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
ফলিত পরিসংখ্যান,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
আন্দাজ,ପାଖାପାଖି
প্রায় একটানা ফাংশন,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
আনুমানিক পদ্ধতি,ଆନୁମାନିକ ପଦ୍ଧତି |
আনুমানিক সমাধান,ଆନୁମାନିକ ସମାଧାନ
আনুমানিক সমস্যা,ଆନୁମାନିକ ସମସ୍ୟା
আনুমানিক সম্পত্তি,ଆନୁମାନିକ ସମ୍ପତ୍ତି
যোগ্যতা পরীক্ষার ব্যাটারি,ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |
Argand ডায়াগ্রাম,ଅର୍ଗାନ୍ ଚିତ୍ର |
নির্বিচারে নির্বাচিত,ମନଇଚ୍ଛା ମନୋନୀତ |
ইচ্ছামত,ଇଚ୍ଛାଧୀନ |
নির্বিচারে ধ্রুবক,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
নির্বিচারে উপাদান,ଇଚ୍ଛାଧୀନ ଉପାଦାନ |
নির্বিচারে পয়েন্ট,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
আর্কিমিডিয়ান আইন,ଆର୍କେମିଡିଆନ୍ ନିୟମ |
আর্কিমিডিসের নীতি,ଆର୍କିମିଡିସ୍ ନୀତି |
চাপ দৈর্ঘ্য,ଆର୍କ ଲମ୍ବ |
বৃত্তের চাপ,ବୃତ୍ତର ଆର୍କ |
আর্ক সাইন ডিস্ট্রিবিউশন,ଆର୍କ ସାଇନ ବଣ୍ଟନ |
চাপ সাইন রূপান্তর,ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ
এলাকা,କ୍ଷେତ୍ର
আঞ্চলিক টেক্সচার,ଆରେଲ୍ ଟେକ୍ସଚର୍ |
জটিল সংখ্যার যুক্তি,ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି
গাণিতিক গড়,ଗାଣିତିକ ଅର୍ଥ |
গাণিতিক অপারেশন,ଗାଣିତିକ କାର୍ଯ୍ୟ
পাটিগণিত একক,ଗାଣିତିକ ଏକକ
ব্যবস্থা,ବ୍ୟବସ୍ଥା
অ্যারে,ଆରେ
কৃত্রিম উপগ্রহ,କୃତ୍ରିମ ଉପଗ୍ରହ |
কৃত্রিম পরিবর্তনশীল,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
আরোহণ,ଆରୋହଣ
আরোহী,ଆରୋହଣ
মাত্রার আরোহী ক্রম,ତୀବ୍ରତାର କ୍ରମ
আরোহী সিরিজ,ଆରୋହଣ କ୍ରମ |
সংযোজনকারী ভাষা,ଏକତ୍ରକାରୀ ଭାଷା |
নিয়োগ সমস্যা,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା
সহযোগী আইন,ସହଯୋଗୀ ନିୟମ |
অপারেটরদের সহযোগী আইন,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
সহযোগী অপারেশন,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
সহযোগীতা,ସହଯୋଗୀତା |
ধরে নেওয়া গড়,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
অনুমান সম্ভাব্যতা বন্টন,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
ধৃষ্টতা,ଅନୁମାନ
জ্যোতিষশাস্ত্র,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
মহাকাশচারী প্রকৌশলী,ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର
জ্যোতির্বিজ্ঞানী,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
জ্যোতির্বিদ্যা ঘড়ি,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
জ্যোতির্বিদ্যা,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
অপ্রতিসম বক্ররেখা,ଅସୀମିତ ବକ୍ର
অসমতা,ଅସୀମତା |
উপসর্গ,asymptote
অ্যাসিম্পোটিক,ଅସ୍ମିପଟୋଟିକ୍ |
লক্ষণগতভাবে দক্ষ অনুমানকারী,ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |
asymptotically নিরপেক্ষ অনুমানকারী,ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |
অ্যাসিম্পোটিক আচরণ,ଅସ୍ମିତିକ ଆଚରଣ |
অ্যাসিম্পোটিক ডিস্ট্রিবিউশন ফাংশন,ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
অ্যাসিম্পোটিক সম্প্রসারণ,ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |
বায়ুমণ্ডলীয় চাপ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
এলোমেলোভাবে,ଅନିୟମିତତାରେ |
বৈশিষ্ট্য,ଗୁଣ
বৈশিষ্ট্য নমুনা পদ্ধতি,ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା
অগমেন্টেড ম্যাট্রিক্স,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
স্বয়ংক্রিয় সম্পর্ক সহগ,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
স্বয়ংক্রিয় সম্পর্ক ফাংশন,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
স্বয়ংক্রিয়তা,ଅଟୋକୋଭାରିଆନ୍ସ |
স্বয়ংক্রিয় কম্পিউটার,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
অটোরিগ্রেশন,ଆତ୍ମସମ୍ମାନ
সহায়ক সমীকরণ,ସହାୟକ ସମୀକରଣ
গড় নমুনা সংখ্যা বক্ররেখা (ASN কার্ভ),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର)
স্বতঃসিদ্ধ,axiom
স্বতঃসিদ্ধ পদ্ধতি,ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |
সম্ভাব্যতার স্বতঃসিদ্ধ,ସମ୍ଭାବ୍ୟତାର axiom |
অক্ষ,ଅକ୍ଷ
আবসিসার অক্ষ,ଅବସିସା ର ଅକ୍ଷ |
পৃথিবীর অক্ষ,ପୃଥିବୀର ଅକ୍ଷ
বিপ্লবের অক্ষ,ବିପ୍ଳବର ଅକ୍ଷ
ঘূর্ণনের অক্ষ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ঘূর্ণনের অক্ষ,ସ୍ପିନ୍ ର ଅକ୍ଷ |
ফিরে প্রতিস্থাপন,ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ
পশ্চাদপদ পার্থক্য,ପଛୁଆ ପାର୍ଥକ୍ୟ |
পশ্চাদগামী-ইন্টারপোলেশন সূত্র,ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |
ভারসাম্য,ସନ୍ତୁଳନ
সুষম নকশা,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ব্যালেন্স শীট,ତୂଳନା ପତ୍ର
ক্ষেপণাস্ত্র,ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |
ব্যালিস্টিক,ବାଲିଷ୍ଟିକ୍
বার,ଦଣ୍ଡିକା
ভিত্তি,ଆଧାର
ভিত্তি কোণ,ମୂଳ କୋଣ
লগারিদমের ভিত্তি,ଲୋଗାରିଦମର ଆଧାର |
মৌলিক,ମ basic ଳିକ
মৌলিক সম্ভাব্য সমাধান,ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |
মৌলিক সমাধান,ମ basic ଳିକ ସମାଧାନ |
মৌলিক পরিবর্তনশীল,ମ basic ଳିକ ଭେରିଏବଲ୍ |
ভিত্তি,ଆଧାର
ভিত্তি উপাদান,ଆଧାର ଉପାଦାନ |
ভিত্তি ম্যাট্রিক্স,ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |
একটি ভেক্টর স্থান ভিত্তি,ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
সাবস্পেস ভিত্তি,ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |
Bayesian অনুমান,ବାଏସିଆନ୍ ଆକଳନ |
বেইস আইন,ବାଇସ୍ ନିୟମ |
বেইসের উপপাদ্য,ବାଇସ୍ ଥିଓରେମ୍ |
বার্নোলি বিতরণ,ବର୍ନୁଲି ବଣ୍ଟନ |
বার্নোলি নম্বর,ବର୍ନୁଲି ସଂଖ୍ୟା |
Bernoulli সম্ভাব্যতা ফাংশন,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
বার্নউলির সমীকরণ,ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |
বেরি ফাংশন,ବେରୀ କାର୍ଯ୍ୟ
শ্রেষ্ঠ মিল,ସର୍ବୋତ୍ତମ ଫିଟ୍ |
সেরা - ফিট লাইন,ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |
সেরা সমাধান,ସର୍ବୋତ୍ତମ ସମାଧାନ |
সেরা কৌশল,ସର୍ବୋତ୍ତମ ରଣନୀତି |
বিটা বিতরণ,ବିଟା ବଣ୍ଟନ |
পক্ষপাত,ପକ୍ଷପାତ
পক্ষপাতমূলক অনুমান,ପକ୍ଷପାତ ଅନୁମାନ |
বিহারমোনিক সমীকরণ,ବିହାରମୋନିକ୍ ସମୀକରଣ |
দ্বিখণ্ডন,bijection
দ্বিমুখী মানচিত্র,ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର
দ্বিমুখী ম্যাপিং,ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |
বাইলিনিয়ার ফর্ম,ବିଲିନାର୍ ଫର୍ମ |
বাইলিনিয়ার ফাংশন,ବିଲିନାର୍ ଫଙ୍କସନ୍
বাইলিনিয়ার হারমিটিয়ান ফর্ম,ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |
বাইনারি,ବାଇନାରୀ
বাইনারি কোড,ବାଇନାରୀ କୋଡ୍ |
বাইনারি কোডেড দশমিক,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
বাইনারি কোডিং,ବାଇନାରୀ କୋଡିଂ |
বাইনারি কম্পিউটার,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
বাইনারি সংখ্যা,ବାଇନାରୀ ଅଙ୍କ
বাইনারি অপারেশন,ବାଇନାରୀ ଅପରେସନ୍ |
বাইনারি সিস্টেম,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
বাইনারি পরিবর্তনশীল,ବାଇନାରୀ ଭେରିଏବଲ୍ |
দ্বিপদ সহগ,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
দ্বিপদ ডিস্ট্রিবিউশন,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
দ্বিপদ সমীকরণ,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
দ্বিপদ সম্প্রসারণ,ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |
দ্বিপদ অভিব্যক্তি,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
দ্বিপদী র্যান্ডম পরিবর্তনশীল,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
দ্বিপদ উপপাদ্য,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
দ্বিখণ্ডন,ବିଭାଜନ
দ্বিখণ্ডিত পদ্ধতি,ବିଭାଜନ ପଦ୍ଧତି |
দ্বিখণ্ডিত,bisector
biserial,ଦ୍ୱିପାକ୍ଷିକ |
বিট,ବିଟ୍
দ্বিপদ দ্বিপদ বণ্টন,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
bivariate পারস্পরিক সম্পর্ক সহগ,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
দ্বিমুখী বন্টন,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
দ্বিমুখী স্বাভাবিক বন্টন,ସାଧାରଣ ବଣ୍ଟନ
bivector,ବିଭେକ୍ଟର୍ |
বোল্টজম্যান সমীকরণ,ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |
বুলিয়ান বীজগণিত,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |
বোস-আইনস্টাইন পরিসংখ্যান,ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
সীমানার অবস্থা,ସୀମା ଅବସ୍ଥା
সীমানা স্তর,ସୀମା ସ୍ତର |
সীমান,ସୀମା ରେଖା |
সীমানা মান,ସୀମା ମୂଲ୍ୟ
সীমানা মান সমস্যা,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
আবদ্ধ ফাংশন,ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ
আবদ্ধ ম্যাট্রিক্স,ସୀମିତ ମାଟ୍ରିକ୍ସ |
আবদ্ধ অঞ্চল,ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |
আবদ্ধ সেট,ସୀମାବଦ୍ଧ ସେଟ୍ |
ব্রোমিন,ବ୍ରାଉନିଆନ୍ ଗତି |
গণনা করা,ଗଣନା କର
গণনা করা,ଗଣନା
গননা যন্ত্র,ଗଣନା ଯନ୍ତ୍ର
গণনা,ଗଣନା
গণনা পদ্ধতি,ଗଣନା ପ୍ରଣାଳୀ
ক্যালকুলেটর,କାଲକୁଲେଟର
ক্যালকুলাস,ଗଣନା
পরিবর্তনের ক্যালকুলাস,ପରିବର୍ତ୍ତନର ଗଣନା
ক্যালোরি,କ୍ୟାଲୋରୀ
বাতিল আইন,ବାତିଲ ନିୟମ
ক্যানোনিকাল সমীকরণ,କାନୋନିକାଲ୍ ସମୀକରଣ |
ক্যানোনিকাল ফর্ম,କାନୋନିକାଲ୍ ଫର୍ମ |
ক্যানোনিকাল ম্যাট্রিক্স,କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
ক্যান্টর সেট,କ୍ୟାଣ୍ଟର ସେଟ୍ |
Cantor এর ত্রিনারি সেট,କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |
ক্যাপাসিটেড পরিবহন সমস্যা,କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |
ক্ষমতা,କ୍ଷମତା
কৈশিক বল,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
অঙ্কবাচক সংখ্যা,କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା
কার্টেসিয়ান অক্ষ,କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |
কার্টেসিয়ান স্থানাঙ্ক,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
কার্টিজিয়ান পণ্য,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
সেটের কার্টেসিয়ান পণ্য,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
কেস স্টাডি,କେସ୍ ଷ୍ଟଡି |
বিপর্যয়কর ওঠানামা,ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ
ক্যাটেনারি,କ୍ୟାଟେନାରୀ |
কচি বন্টন,କାଚି ବଣ୍ଟନ |
কচি সূত্র,କାଚି ସୂତ୍ର |
Cauchy Goursat উপপাদ্য,କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |
কচি রিম্যানের শর্ত,କାଚି ରିମାନ୍ ଅବସ୍ଥା |
কচি সিকোয়েন্স,କାଚି କ୍ରମ |
কচি অবিচ্ছেদ্য,କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |
কচি প্রধান মান,କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |
কচি অবশিষ্টাংশ উপপাদ্য,କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |
কেলি হ্যামিল্টন উপপাদ্য,କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |
স্বর্গীয় শরীরের,ସ୍ୱର୍ଗୀୟ ଶରୀର |
স্বর্গীয় পরিমাপ,ସ୍ୱର୍ଗୀୟ ମାପ
স্বর্গীয় বলবিদ্যা,ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ
মহাকাশীয় বস্তু,ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |
সেল ফ্রিকোয়েন্সি,କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |
জনগণনা,ଜନଗଣନା
সেন্টিল,ସେଣ୍ଟିଲ୍ |
সেন্টিমিটার,ସେଣ୍ଟିମିଟର |
সেন্টিমিটার গ্রাম দ্বিতীয় সিস্টেম,ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |
কেন্দ্রীয়,କେନ୍ଦ୍ରୀୟ |
কেন্দ্রীয় অক্ষ,କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ
