Kannada,Hindi
ಅಕೌಸ್ಟಿಕ್ ಮರೆಮಾಚುವ,"ध्वानिक आवरण, ध्वानिक प्रच्छादन"
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ,ध्वानिक षक्ति
ಅಕೌಸ್ಟಿಕ್ ಆಸ್ತಿ,ध्वानिक गुणधर्म
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ध्वानिक प्रतिघात
ಅಕೌಸ್ಟಿಕ್ ರಿಫ್ಲೆಕ್ಸ್,ध्वानिक प्रतिवर्त
ಅಕೌಸ್ಟಿಕ್ ಟೈಲ್,ध्वानिक टाइल
ಸ ೦ ವರ ತರಂಗ,ध्वानिक तरंग
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ध्वानिक अवशोषण गुणांक
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ,ध्वानिक                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            क्षीणनांक
ಕೊಳೆತ ಡ್ಯಾಂಪಿಂಗ್,ध्वानिक अवमंदन
ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ,ध्वानिक विलंब लाइन
ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ,ध्वानिक विरूपण
ಅಕೌಟಿಕಲ್ ನಾಳ,ध्वनि-वाहिनी
ಅಕೌಟಿಕಲ್ ಶಕ್ತಿ,ध्वानिक ऊर्जा
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ध्वानिक पुनर्निवेश
ಕೊಳೆತ ಫಿಲ್ಟರ್,"ध्वानिक फिल्टर, ध्वानिक  निस्यंदक"
ಕೊಳೆತ ಪ್ರತಿರೋಧ,ध्वानिक प्रतिबाधा
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ,ध्वानिक संचरण नियतांक
ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ,ध्वानिक प्रतिरोध
ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ,ध्वानिकतः रुद्ध
ಸ್ರವಿಸುವ,"ध्वानिकी, ध्वनि विज्ञान"
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,"अधिग्रहण, अर्जन, उपार्जन"
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,संक्षिप्त रूप
ಕಾರ್ಯ ಪ್ರದೇಶ,कार्य क्षेत्र
ಸಕ್ರಿಯ ತಂತು,"सक्रियकृत तंतु, सक्रियित तंतु"
ಸಕ್ರಿಯ,सक्रिय
ಸಕ್ರಿಯ ಪ್ರದೇಶ,सक्रिय क्षेत्र
ಸಕ್ರಿಯ ಕಿಟಕಿ,सक्रिय विंडो
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,अनुकूलनीयता
ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್),"अनुकूलक, अनुकूलित्र"
ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,अनुकूली विभेदी स्पंद कोड मॉडुलन
ವಿಳಾಸ ಪುಸ್ತಕ,"पता पुस्तिका, एड्रेस बुक"
ವಿಳಾಸ ಬಸ್,"पता बस, एड्रेस बस"
ವಿಳಾಸ ಪರಿಹಾರ,"पता विभेदन, एड्रेस विभेदन"
ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,"आसन्न सरणी व्यतिकरण, आसन्न चैनल व्यतिकरण"
ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ,"आसन्न चैनल वरण-क्षमता, आसन्न चैनल चयनात्मकता"
ಪಕ್ಕದ ಆವರ್ತನ,आसन्न आवृत्ति
ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್,आसन्न आवृत्ति चैनल
ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ,"आसन्न चित्र वाहक, संलग्न वीडियो वाहक"
ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ,आसन्न ध्वनि वाहक
ಪಕ್ಕದ ನಿಲ್ದಾಣ,"निकटवतब स्टेशन, निकटवतब केंद्र"
ಹೊಂದಿಸಲಾಗುವ,समायोज्य
ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್,समायोज्य संधारित्र
ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು,समायोज्य दाब
ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ,समायोजी रिंच
ಹೊಂದಾಣಿಕೆ,समायोजन
ನಿರ್ವಾಹಕ,"प्रशासक, नियंत्रक"
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ,उन्नत प्रौद्योगिकी
ವೈಮಾನಿಕ,"एरियल (ऐन्टेना), आकाशी, वायव, हवाई"
ವೈಮಾನಿಕ ರಚನೆ,एरियल व्यूह
ವೈಮಾನಿಕ ಬೂಸ್ಟರ್,"एरियल वर्धक, ऐन्टेना वर्धक"
ವೈಮಾನಿಕ ಪ್ರವಾಹ,ऐन्टेना धारा
ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್,ऐन्टेना भूसंपर्कक स्विच
ವೈಮಾನಿಕ ದಕ್ಷತೆ,ऐन्टेना दक्षता
ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ,ऐन्टेना प्रतिबाधा
ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ,ऐन्टेना प्रेरकत्व
ವೈಮಾನಿಕ ಅವಾಹಕ,ऐन्टेना विद्तरोधी
ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್,ऐन्टेना भारण कुंडली
ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ,आकाषी फोटोग्राफी
ವೈಮಾನಿಕ ಶಕ್ತಿ,ऐन्टेना षक्ति
ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ,आकाशी विकिरण प्रतिरोध
ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ,ऐन्टेना प्रतिघात
ಧಾರ್ಮಿಕತೆ,वायुगतिकी
ವಾಗ್ದಾನ,"एजेंसी, अभिकरण"
ವಾಯು ಸಂಕೋಚಕ,वायु संपीडक
ವಾಯುಮಂಡಲ,वायु संधारित्र
ಗಾಳಿ ತಣ್ಣಗಾಯಿತು,वायुशीतित
ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್,वायु क्रोडित कुंडली
ಹವಾನಿಯಂತ್ರಣ,वातानुकूलन
ಪಂಥದ,ऐल्बीडो
ಅಲ್ಗಾರಿದಮ್,"कलन विधि, एल्गोरिथ्म"
ಅಲಿಯಾಸೆ,एलियासिंग
ಜೋಡಣೆ,संरेखण
ಜೋಡಣೆ,संरेखण
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,सर्व तरंग एरियल
ಮನವಸಿಕೆ,नियतन
ವರ್ಣಮಾಲೆಯ,"वर्णक्रमीय, वर्णक्रमिक"
ವರ್ಣಮಾಲೆಯ,अक्षरांकीय
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,अक्षरांकीय संप्रतीक
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,अक्षरांकीय सूचना
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),प्रत्यावतब धारा (ए सी)
ಪರ್ಯಾಯ,प्रत्यावर्तन
ಆವರ್ತಕ,"प्रत्यावर्तक, प्रत्यावर्तित्र"
ಎತ್ತರ,"तुंगता, उन्नतांश, शीर्षलंब"
ಅಪೊಗೀ ಎತ್ತರ,अपभू-तुंगता
ಪೆರಿಜಿಯ ಎತ್ತರ,उपभू-तुंगता
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,अव्यावसायिक रेडियो संचार
ಒಳಭಾಗ,परिवेश
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,परिवेश माइक्रोफोन
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,परिवेशी दशा
ಸುತ್ತುವರಿದ ಬೆಳಕು,परिवेश प्रकाश व्यवस्था
ಸುತ್ತುವರಿದ ಶಬ್ದ,परिवेशी रव
ಹೊರಗಿನ ತಾಪಮಾನ,"परिवेशी ताप, परिवेश ताप"
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,अमरीकी मानक कोड
ಒಂದು ಬಗೆಯ ಕಂತು,ऐम्पियर
ಕಪಾಟಿ ಮೀಟರ್,ऐम्पियर मापी
ವರ್ಧನೆ,प्रवर्धन
ವರ್ಧನೆ ಅಂಶ,प्रवर्धन गुणक
ಉಲ್ಬಣಕ,प्रवर्धक
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,प्रवर्धक लब्धि
ವರ್ಧಕ ಶಬ್ದ,प्रवर्धक रव
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,प्रवर्धन उपस्कर
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,प्रवर्धन क्लाइस्ट्रॉन
ವರ್ಧಿಸುವ ಘಟಕ,प्रवर्धन एकक
ವೈಶಾಲ್ಯ,"आयाम, कोणांक"
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,आयाम विरूपण
ವೈಶಾಲ್ಯ ವಿಹಾರ,आयाम प्रसार
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,आयाम गुणक
ವೈಶಾಲ್ಯ,आयाम सीमक
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,आयाम मॉडुलित
ವೈಶಾಲ್ಯ,आयाम मॉडुलन
ಅನಲಾಗ್ (,"अनुरूप, एनालॉग"
ಸರ್ಕ್ಯೂಟ್,अनुरूप परिपथ
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,अनुरूप कंप्यूटर
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,अनुरूप रेडियो आवृत्ति चैनल
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,अनुरूप निरूपण
ಅನಾಲಾಗ್ ಸಂಕೇತ,"अनुरूप संकेत, अनुरूप सिगनल"
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,अनुरूप से अंकीय
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,अनुरूप-अंकीय परिवर्तक
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,अनुरूप वीडियो
ಹೋಲುವ,"अनुरूप, स–श"
ಸಾದೃಶ್ಯ,अनुरूपता
ವಿಶ್ಲೇಷಣೆ,विष्लेषण
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,आंकड़ा विष्लेषण
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,विष्लेषी घनत्व
ವಿಶ್ಲೇಷಿಸು,विष्लेषण करना
ವಿಶ್ಲೇಷಕ,विष्लेषक
ಪೂರಕ ಉಪಕರಣಗಳು,सहायक उपस्कर
ಮತ್ತು ಗೇಟ್,"ऐन्ड गेट, तथा द्वार, AND गेट"
ಘರ್ಷಣೆಯ ಕೋನ,समांतरण कोण
ಧ್ರುವೀಕರಣದ ಕೋನ,धुवण कोण
ತಿರುಗುವಿಕೆಯ ಕೋನ,घूर्णन कोण
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),ऐंग्स्ट्रम(Å)
ಕೋನೀಯ,"कोणीय, d¨f.kd"
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,d¨.kh; त्वरण
ಕೋನೀಯ ಸಮನ್ವಯ,कोणीय निर्देशांक
ಕೋನೀಯ ವಿಚಲನ,कोणीय विक्षेपण
ಕೋನೀಯ ಪ್ರಸರಣ,कोणीय परिक्षेपण
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,कोणीय विस्थापन
ಕೋನೀಯ ದೋಷ,कोणीय त्रुटि
ಕೋನೀಯ ಆವರ್ತನ,कोणीय आवृत्ति
ಕೋನೀಯ ಆವೇಗ,कोणीय संवेग
ಕೋನೀಯ ಚಲನೆ,कोणीय गति
ಕೋನೀಯ ವೇಗ,कोणीय वेग
ಅನೆ,"ऐनीमेशन, सजीवन"
ಆವರಣ,ऐनोड
ಆನೋಡ್ ಬ್ಯಾಟರಿ,ऐनोड बैटरी
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,ऐनोड अभिलक्षण
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,ऐनोड परिपथ
ಆನೋಡ್ ಹರಡುವಿಕೆ,ऐनोड क्षय
ಆನೋಡ್ ದಕ್ಷತೆ,ऐनोड दक्षता
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,ऐनोड निवेश षक्ति
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,ऐनोड मॉडुलन
ಆನಂತಾ,ऐन्टेना
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,ऐन्टेना किरणपुंज चौड़ाई
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,ऐन्टेना वर्धक
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,ऐन्टेना परिवर्तन स्विच
ಆಂಟೆನಾ ಕಾಯಿಲ್,ऐन्टेना कुंडली
ಆಂಟೆನಾ ಸಂರಚನೆ,"ऐन्टेना विन्यास, ऐन्टेना संरूपण"
ಆಂಟೆನಾ ಸಹಕ,ऐन्टेना युग्मक
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप
ಪ್ರವಾಹ,ऐन्टेना धारा
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,ऐन्टेना दैशिकता लब्धि
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,ऐन्टेना द्वैध संकेतक
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,ऐन्टेना प्रभावी क्षेत्र
ಆಂಟೆನಾ ದಕ್ಷತೆ,ऐन्टेना दक्षता
ಆಂಟೆನಾ ಫೀಡ್,ऐन्टेना प्रभरण
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,ऐन्टेना व्याप्ति
ಆಂಟೆನಾ ಗಳಿಕೆ,ऐन्टेना लब्धि
ಆಂಟೆನಾ ಎತ್ತರ,ऐन्टेना ऊंचाई
ಪ್ರತಿರೋಧ,ऐन्टेना प्रतिबाधा
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,ऐन्टेना प्रेरकत्व
ಆಂಟೆನಾ ಮಾದರಿ,ऐन्टेना प्रतिरूप
ಪತಂಗ,"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक"
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,ऐन्टेना धुवण
ಆಂಟೆನಾ ಶಕ್ತಿ,ऐन्टेना षक्ति
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,ऐन्टेना षक्ति लब्धि
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,ऐन्टेना विकिरण प्रतिरोध
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,ऐन्टेना प्रतिघात
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,ऐन्टेना परावर्तक
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,ऐन्टेना प्रतिरोध
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,ऐन्टेना अनुनादी आवृत्ति
ಆಂತರಿಕ ಅಂತರ,ऐन्टेना अंतरालन
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,ऐन्टेना स्विचन कक्ष
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,ऐन्टेना समस्वरक कुंडली
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,ऐन्टेना समस्वरक कुटीर
ದ್ಯುತಿರಂಧ್ರ,द्वारक
ಮಂಜುಗಡ್ಡೆಯ,"भूमि उच्च, अपभू"
ಕಟಾ ರಾಕೆಟ್,अपभू राकेट
ಉಪಕರಣ,उपकरण
ಸ್ಪಷ್ಟ,आभासी
ರಭಸ,ऐपलेट (जावा में प्रोग्राम)
ಅನ್ವಯಿಸು,"अनुप्रयोग, आवेदन"
ಅಂದಾಜು,"आसन्न, लगभग, सन्निकट"
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,जलीय घोल
ಚಾಪ,"चाप, आर्क"
ವಾಸ್ತುಶಿಲ್ಪಿ,"संरचना, स्थापत्यकला, वास्तुकला"
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,पुरालेखीय ध्वनि-अभिलेखन अंतरण
ಆರ್ಕೈವ್ಸ್,अभिलेखागार; पुरालेख
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,अंकगणितीय कोडन
ಶಸ್ತ್ರಾಸ್ತ್ರ,आर्मेचर
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,"आर्मेचर कुंडलन, आर्मेचर कुंडली"
ರಂಗ,"व्यूह, सरणी"
ಬಂಧಕ,"प्रग्राही, निरोधक"
ಉಚ್ಚ್ಯ,सुस्पष्ट उच्चारण
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),शिल्पतथ्य; छविदोष
ಏರಿಕೆ,आरोहण
ಶೋಧ ಅನುಪಾತ,अभिमुखता अनुपात
ಷೋಬರೆ,समायोजक
ಪ್ರತಿಪಾದಿಸುವುದು,निष्चयन
ನಿಯೋಜನೆ,"समनुदेशन, नियत कार्य"
ನಿಯೋಜನೆ ಚಾನೆಲ್,नियतन चैनल
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,असममित
ಅಸಮಕಾಲಿಕ,अतुल्यकालिक
ವಾತಾವರಣ,वायुमंडल
ವಾತಾವರಣದ ನಷ್ಟ,वायुमंडलीय हानि
ವಾತಾವರಣದ ಶಬ್ದ,वायुमंडलीय रव
ವಾತಾವರಣದ ಒತ್ತಡ,वायुमंडलीय दाब
ವಾತಾವರಣದ ಪ್ರಸರಣ,वायुमंडलीय संचरण
ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ,वायुमंडलीय रेडियो तरंग
ವಾತಾವರಣದ,वायु-वैद्युत् क्षोभ
ಪರಮಾಣು,परमाणु
ಪರಮಾಣು ರಚನೆ,परमाणु संरचना
ಬಾಂಧಾಣ,संलग्नक
ಗಮನ,क्षीणन
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ,क्षीणन हानि
ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್,ध्वनि तरंग क्षीणन
ಕೈಗೆಟುಕುವವನು,क्षीणकारी
ಅಟೆಂಡು-ಪ್ಯಾಡ್,क्षीणकारी पैड
ಶ್ರದ್ಧೆಯ ಮಿತಿ,श्रव्यता देहली
ಶ್ರವ್ಯ,श्रव्य
ಶ್ರವ್ಯ ಆವರ್ತನ,श्रव्य आवृत्ति
ಶ್ರವ್ಯ ಸ್ವರ,श्रव्य स्वरक
ಸ್ವಸಾಧ್ಯ,श्रव्य स्पेक्ट्रम
ಪ್ರೇಕ್ಷಕರು,"श्रोतागण, दर्शकगण, श्रोता समुदाय"
ಆವಿಷ್ಕಾರ,"श्रव्य, ऑडियो"
ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್,श्रव्य प्रवर्धक
ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ,श्रव्य विष्लेषक
ಆಡಿಯೊ ಪ್ರಸಾರ,श्रव्य प्रसारण
ಆಡಿಯೊ ಕೇಬಲ್,"श्रव्य केबल, ऑडियो केबल"
ಆಡಿಯೊ ಸರಪಳಿ,श्रव्य  शृंखला
ಆಡಿಯೊ ಕೋಡೆಕ್,"श्रव्य कोडेक, श्रव्य कोडक-विकोडक"
ಆಡಿಯೊ ಸಂಕೋಚನ,श्रव्य संपीडन
ಆಡಿಯೊ ಸಂಕೋಚಕ,श्रव्य संपीडक
ಆಡಿಯೊ ಕನ್ಸೋಲ್,श्रव्य कंसोल
ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ,श्रव्य विरूपण
ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ,"श्रव्य गतिक सीमा, श्रव्य गतिक परास"
ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ,श्रव्य संचिका आरूप
ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ,श्रव्य फ्रेम आरूप
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,श्रव्य आवृत्ति प्रवर्धक
ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್,श्रव्य आवृत्ति जनित्र
ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ,श्रव्य आवृत्ति परास
ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ,श्रव्य आवृत्ति अनुक्रिया
ಆವಿಷ್ಕಾರದ ಮಿತಿ,श्रव्य सीमक
ಆಡಿಯೊ ಮಾರ್ಗ,श्रव्य लाइन
ಆಡಿಯೊ ಮಿಕ್ಸರ್,श्रव्य मिश्रक
ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್,श्रव्य मॉडुलन
ಆವಿಭರಣ,"श्रव्य दोलक, श्रव्य दोलित्र"
ಆಡಿಯೊ ಉತ್ಪಾದನೆ,श्रव्य निर्गत
ಆಡಿಯೊ ಶಕ್ತಿ,श्रव्य षक्ति
ಆಡಿಯೊ ಗುಣಮಟ್ಟ,श्रव्य गुणवत्ता
ಆಡಿಯೊ ಸಂಕೇತ,"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल"
ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,श्रव्य संकेत प्रक्रमण
ಆಡಿಯೊ ವರ್ಣಪಟಲ,"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम"
ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ,श्रव्य भंडारण
ಆಡಿಯೊ ಉಪನಾಮ,श्रव्य (आवृत्ति) उपवाहक
ಆಡಿಯೊ ಪರಿವರ್ತಕ,श्रव्य रूपांतरक
ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್,श्रव्य प्रेषित्र
ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ,–श्य/श्रव्य संपीडन
ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ,श्रव्य आवृत्ति दोलक
ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ,"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल"
ಆಲಿಕಲ್ಲು ಮಾಪನ,श्रव्यमिति
ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ,–ष्य-श्रव्य साधन
ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ,श्रवण बोध
ದೃentೀಕರಣ,"अधिप्रमाणन, प्रमाणीकरण"
ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ,"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति"
ಆಟೋ ಸಿಎಡಿ,"ऑटो कैड, ऑटो CAD"
ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ,स्वतः नैदानिकी
ಸ್ವಯಂಚಾಲಿತ,"स्वचल, स्वचालित, स्वतः, स्व"
ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ,स्वतः नियंत्रण
ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ,स्वतः संसूचन
ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು,स्वचालित उपस्कर
ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ,स्वतःआवृत्ति नियंत्रण
