Hindi,Tamil
"स्थगन प्रस्ताव, काम रोको प्रस्ताव",ஒத்திவைப்பு இயக்கம்
न्यायनिर्णीत करना,தீர்ப்பளிக்கவும்
न्यायनिर्णय करना,தீர்ப்பளிக்கவும்
न्यायनिर्णयन,தீர்ப்பு
न्यायनिर्णायक,தீர்ப்பாளர்
समायोजन,சரிசெய்தல்
"प्रशासन करना, देना, दिलाना, व्यवस्था करना",நிர்வாகி
शपथ दिलाना,சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்
प्रशासन,நிர்வாகம்
न्याय-प्रशासन,நீதி நிர்வாகம்
प्रशासनिक,நிர்வாக
प्रशासनिक कार्रवाई,நிர்வாக நடவடிக்கை
प्रशासनिक मूल्यांकन,நிர்வாக மதிப்பீடு
प्रशासनिक अनुमोदन,நிர்வாக ஒப்புதல்
प्रशासनिक प्राधिकारी,நிர்வாக அதிகாரம்
प्रशासनिक नियंत्रण,நிர்வாக கட்டுப்பாடு
प्रशासनिक निर्णय,நிர்வாக முடிவு
प्रशासकीय विभाग,நிர்வாகத் துறை
प्रशासनिक प्रधान,நிர்வாகத் தலைவர்
प्रशासनिक मुख्यालय,நிர்வாக தலைமையகம்
प्रशासनिक उपाय,நிர்வாக நடவடிக்கைகள்
"प्रशासी शक्‍ति, प्रशासनिक शक्ति",நிர்வாக சக்தி
प्रशासनिक मंजूरी,நிர்வாக அனுமதி
"प्रशासन तकनीक, प्रशासनिक प्रविधि",நிர்வாக நுட்பம்
प्रशासनिक अधिकरण,நிர்வாக தீர்ப்பாயம்
ग्राह्‌यता: स्वीकार्यता,ஒப்புதல்
ग्राह्‌य व्यय,ஏற்றுக்கொள்ளக்கூடிய செலவு
"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना",அனுமதிக்கவும்
"प्रवेश पत्र, प्रवेश पत्रक",அட்டை சேர்க்கவும்
"प्रविष्‍ट दाखिल, स्वीकृत",ஒப்புக்கொள்ளப்பட்டது
भर्त्‍सना करना,அறிவுறுத்துங்கள்
दत्‍तक,தத்தெடுப்பவர்
दत्‍तकगृहीता,தத்தெடுப்பவர்
"अंगीकरण, दत्‍तक-ग्रहण",தத்தெடுப்பு
"प्रौढ, वयस्क",வயது வந்தோர்
"अपमिश्रण, मिलावट",கலப்படம்
जारकर्म,விபச்சாரம்
वयस्क मताधिकार,வயதுவந்தோர் உரிமை
यथामूल्य शुल्क,விளம்பர மதிப்பீட்டு கடமை
"अग्रिम, पेशगी",முன்கூட்டியே
अग्रिम बुकिंग,முன்கூட்டியே முன்பதிவு
अग्रिम प्रति,முன்கூட்டியே நகல்
अग्रिम  वृद्‌धि,அட்வான்ஸ் அதிகரிப்பு
"अग्रिम अदायगी, अग्रिम भुगतान",முன் பணம்
"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि",பாதகமான நுழைவு
प्रतिकूल अभ्युक्‍ति,பாதகமான கருத்துக்கள்
प्रतिकूल रिपोर्ट,பாதகமான அறிக்கை
विज्ञापन,விளம்பரம்
"सलाह, सूचना, संज्ञापन",ஆலோசனை
"भुगतान सूचना, भुगतान-संज्ञापन",கட்டண ஆலோசனை
सलाहकार समिति,ஆலோசனை குழு
सलाहकार परिषद्,ஆலோசனை கவுன்சில்
"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक",வக்கீல்
"कार्य, मामले",விவகாரங்கள்
"शपथपत्र, हलफ़नामा",பிரமாணப் பத்திரம்
संबंधन,இணைப்பு
"अभिपुष्‍टि, प्रतिज्ञान",உறுதிப்படுத்தல்
सकारात्मक,உறுதியான
"समर्थ होना, प्रदान करना, दे सकना",வாங்க
पूर्वोक्‍त,மேற்கூறிய
नए सिरे से,புதிதாக
"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में",எதிராக
"आयु, उम्र, युग",வயது
आयु प्रमाणपत्र,வயது சான்றிதழ்
मताधिकार आयु,வாக்குரிமைக்கான வயது
आयु सीमा,வயது எல்லை
"अभिकरण, एजेंसी",ஏஜென்சி
कार्यसूची,நிகழ்ச்சி நிரல்
सेवानिवृत्‍ति आयु,ஓய்வூதிய வயது
अधिवर्षिता आयु,மேலதிக வயது
"समुच्चय, समूह",திரட்டுதல்
व्यथित,வேதனைக்குள்ளானது
आंदोलन,கிளர்ச்சி
"वार्षिक महासभा, वार्षिक आमसभा",ஏஜிஎம்
"क़रार, अनुबंध, सहमति, रजामंदी",ஒப்பந்தம்
"क़रारनामा, अनुबंध पत्र",ஒப்பந்த படிவம்
कृषि,வேளாண்மை
कृषि-उद्‌योग,வேளாண் தொழில்
"सहायता, मदद",உதவி
"आपद संकेत, खतरे का संकेत, अलार्म",அலாரம்
सजगता,விழிப்புணர்வு
"उपनाम, उर्फ़ (क्रि.वि.)",மாற்றுப்பெயர்
अभिकथन,குற்றச்சாட்டு
निष्ठा,விசுவாசம்
मैत्री,கூட்டணி
सम्बद्‌ध सेवाएं,தொடர்புடைய சேவைகள்
सर्वसमावेशी लागत,அனைத்து உள்ளடக்கிய செலவு
अखिल भारतीय सेवा,அகில இந்திய சேவைகள்
नियतन,ஒதுக்கீடு
आबंटन,ஒதுக்கீடு
आबंटन-पत्र,ஒதுக்கீட்டு கடிதம்
आबंटिति,ஒதுக்கீடு
"अनुज्ञेय, अनुमतियोग्य",அனுமதிக்கக்கூடியது
"अनुज्ञेय व्यय, अनुमतियोग्य व्यय",அனுமதிக்கக்கூடிய செலவுகள்
अपील मंजूर करना,மேல்முறையீட்டை அனுமதிக்கவும்
"भत्‍ता, छूट",கொடுப்பனவு
सर्वाधिकार सुरक्षित,அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை
"वर्णक्रम, अकारादिक्रम",அகரவரிசை வரிசை
कहासुनी,வாக்குவாதம்
"एकांतर, विकल्पी",மாற்று
"विकल्प, वैकल्पिक",மாற்று
समामेलन,ஒருங்கிணைப்பு
"संशोधित मसौदा, संशोधित प्रारूप",திருத்தப்பட்ட வரைவு
संशोधन,திருத்தம்
सुख-सुविधा,வசதி
"सौहार्दपूर्ण, मैत्रीपूर्ण",இணக்கமான
गोला-बारूद,வெடிமருந்து
"ऋण परिशोधन, ऋण मुक्‍ति",கடனின் கடன்தொகை
"राशि, रक़म, मात्रा",தொகை
पेन्शन राशि,ஓய்வூதியத்தின் அளவு
अनुरूप पद,ஒப்பீட்டு இடுகை
विश्‍लेषण,பகுப்பாய்வு
विश्‍लेषणात्मक अध्ययन,பகுப்பாய்வு ஆய்வு
पूर्वज,மூதாதையர்
अनुषंगी उद्‌योग,துணை தொழில்
बैर,பகை
संलग्नक,இணைப்பு
वर्षगांठ,ஆண்டு
"उद्‌घोषण, ऐलान, आख्यापन",அறிவிப்பு
"खिन्‍नता, चिढ, खीज",எரிச்சல்
वार्षिक वित्‍तीय विवरण,ஆண்டு நிதி அறிக்கை
वार्षिक रिपोर्ट,ஆண்டு அறிக்கை
वार्षिकी,ஆண்டு
"अनाम, गुमनाम",அநாமதேய
गुमनाम शिकायत,அநாமதேய புகார்
जवाबदेही,பதில்
उत्‍तर पत्रक,விடைத்தாள்
विरोधी,எதிரி
पूर्ववृत्‍त,முன்னோடிகள்
प्रत्याशित व्यय,எதிர்பார்க்கப்பட்ட செலவு
प्रत्याशित आय,எதிர்பார்க்கப்பட்ட வருமானம்
"प्रत्याशा, पूर्वानुमान",எதிர்பார்ப்பு
अग्रिम ज़मानत,எதிர்பார்ப்பு ஜாமீன்
भ्रष्‍टाचार-निरोधक उपाय,ஊழல் எதிர்ப்பு நடவடிக்கை
"प्रति-पाटन, पाटन-निरोधी",டம்பிங் எதிர்ப்பு
पुरावस्तु,பழங்கால
रंगभेद,நிறவெறி
उदासीनता,அக்கறையின்மை
शीर्ष निकाय,உச்ச உடல்
क्षमायाचना,மன்னிப்பு
"अपील, अपील करना",மேல்முறையீடு
"हाजि़री, उपसंजाति, रूप",தோற்றம்
तुष्‍टीकरण,திருப்தி
अपील अधिकरण,மேல்முறையீட்டு தீர்ப்பாயம்
परिशिष्‍ट,பின் இணைப்பு
उपयंत्र,சாதனம்
"अनुप्रयोज्य, लागू",பொருந்தும்
आवेदक,விண்ணப்பதாரர்
"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना",விண்ணப்பம்
"आवेदन पत्र, अर्ज़ी",விண்ணப்ப படிவம்
अनुप्रयुक्‍त,பயன்படுத்தப்பட்டது
"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना",விண்ணப்பிக்கவும்
नियुक्‍त व्यक्‍ति,நியமிக்கப்பட்டவர்
नियुक्‍ति प्राधिकारी,அதிகாரத்தை நியமித்தல்
नियुक्‍ति,நியமனம்
नियुक्‍ति पत्र,நியமனம் கடிதம்
मंत्रीमंडलीय नियुक्‍ति समिति,அமைச்சரவையின் நியமனங்கள் குழு
मजदूरी प्रभाजन,ஊதியப் பகிர்வு
"मूल्यनिरूपण, आंकना",மதிப்பீடு
मूल्यांक,மதிப்பீட்டாளர்
"सराहना, वृद्‌धि",பாராட்டு
"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका",அச்சம்
शिक्षु,பயிற்சி
"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण",அணுகுமுறை
"उपयुक्‍त, उचित, विनियोजन करना",பொருத்தமானது
उचित कार्रवाई,பொருத்தமான நடவடிக்கை
उपयुक्‍त शीर्ष,பொருத்தமான தலை
विनियोजन,ஒதுக்கீடு
अनुमोदन,ஒப்புதல்
"लगभग, सन्‍निकट",தோராயமான
"अभिक्षमता परीक्षा, रुझान परीक्षण",ஆப்டிட்யூட் சோதனை
मनमाना,தன்னிச்சையானது
मध्यस्थता करना,நடுவர்
"विवाचन, माध्यस्थम्",நடுவர்
माध्यस्थम् अधिकरण,நடுவர் தீர்ப்பாயம்
"विवाचक, मध्यस्थ",நடுவர்
वास्तुकला,கட்டிடக்கலை
अभिलेखागार,காப்பகங்கள்
"क्षेत्र, क्षेत्रफल",பகுதி
"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय",பகுதி தலைமையகம்
"तर्क, बहस",வாதம்
"उठना, उद्‌भूत होना, पैदा होना",எழும்
"सशस्त्र बल, सशस्त्र सेनाएं",ஆயுத படைகள்
"व्यवस्था, विन्यास, प्रबंध",ஏற்பாடு
बक़ाया,நிலுவைத் தொகை
बक़ाया विवरण,நிலுவைத் அறிக்கை
आगमन रिपोर्ट,வருகை அறிக்கை
"दंभ, अक्खड़पन",ஆணவம்
"आयुधागार, शास्त्रागार",அர்செனல்
"अनुच्छेद, वस्तु, लेख",கட்டுரை
संस्था के अंतर्नियम,சங்கத்தின் கட்டுரைகள்
नियमावली,கட்டுரைகள்
आरोही क्रम,ஏறுவரிசை ஒழுங்கு
अभिनिश्‍चित करना,தெரிந்து கொள்ளுங்கள்
जैसा है जहाँ है,எங்கே இருக்கிறது
"पहलू, पक्ष, दृष्‍टि",அம்சம்
लांछन,ஆவேசம்
"हत्या, हनन",படுகொலை
हमला,தாக்குதல்
"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना",ஒன்றுகூடு
"सभा, जमाव",சட்டசபை
अनुमति,ஒப்புதல்
"दृढ़ता से कहना, जोर देकर कहना",உறுதிப்படுத்தவும்
निर्धारिती,மதிப்பீட்டாளர்
निर्धारण,மதிப்பீடு
निर्धारण वर्ष,மதிப்பீட்டு ஆண்டு
"कर-निर्धारक, असेसर",மதிப்பீட்டாளர்
परिसंपत्‍ति,சொத்துக்கள்
समनुदेशिती,ஒதுக்கப்பட்டவர்
"समनुदेशन, सुपुर्द काम",ஒதுக்கீடு
समनुदेशक,ஒதுக்குபவர்
"सहायता, मदद",உதவி
"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना",இணை
"संघ, संगम, संबंध, साहचर्य",தொடர்பு
कार्यभार-ग्रहण,கட்டணம் அனுமானம்
"आश्‍वासन, बीमा, हस्तांतरण पत्र",உத்தரவாதம்
बीमा कंपनी,உத்தரவாத நிறுவனம்
आश्‍वस्त करना,உறுதி
बट्टे पर,தள்ளுபடியில்
परमाणु शक्‍ति,அணு சக்தி
सममूल्य पर,சமமாக
"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर",பிரீமியத்தில்
"साथ लगाना, संलग्न करना, कुर्की करना",இணைக்கவும்
संलग्न कार्यालय,இணைக்கப்பட்ட அலுவலகம்
"संलग्नक, कुर्की",இணைப்பு
कुर्की आदेश,இணைப்பு வரிசை
"लब्धि, प्राप्‍ति",அடைதல்
"प्रयत्‍न करना, प्रयत्‍न",முயற்சி
"उपस्थिति, हाजि़री",வருகை
"उपस्थिति पंजी, हाजि़री रजिस्टर",வருகை பதிவு
उपस्थिति पर्ची,வருகை சீட்டு
"ध्यान, सावधान",கவனம்
"अनुप्रमाणन, तसदीक़",சான்றளித்தல்
"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति",சான்றளிக்கப்பட்ட நகல்
अभिवृत्‍ति,அணுகுமுறை
आकर्षक वेतन,கவர்ச்சிகரமான சம்பளம்
नीलामी,ஏலம்
नीलामकर्ता,ஏலதாரர்
नीलामी बिक्री,ஏல விற்பனை
"श्रोता, दर्शक, सुनवाई, दर्शन",பார்வையாளர்கள்
दृश्य-श्रव्य प्रदर्श,ஆடியோ-காட்சி காட்சி
दृश्य-श्रव्य प्रचार,ஆடியோ காட்சி விளம்பரம்
"लेखापरीक्षा, संपरीक्षा",தணிக்கை
"परीक्षित लेखा, संपरीक्षित लेखा",தணிக்கை செய்யப்பட்ட கணக்குகள்
समपरीक्षित तुलनपत्र,தணிக்கை செய்யப்பட்ட இருப்புநிலை
लेखा परीक्षण,தணிக்கை
लेखापरीक्षा आपत्‍ति,தணிக்கை ஆட்சேபனை
लेखापरीक्षक की रिपोर्ट,தணிக்கையாளரின் அறிக்கை
प्रेक्षागृह,ஆடிட்டோரியம்
लेखापरीक्षा पैरा,தணிக்கை பத்தி
लेखापरीक्षा रिपोर्ट,தணிக்கை அறிக்கை
मितोपभोग,சிக்கன நடவடிக்கை
मितोपभोग उपाय,சிக்கன நடவடிக்கை
प्रामाणिक,உண்மையான
प्राधिकृत प्रतिनिधि,அங்கீகரிக்கப்பட்ட பிரதிநிதி
"प्राधिकृत, प्राधिकारिक",அதிகாரப்பூர்வ
"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान",அதிகாரம்
प्राधिकार पत्र,அதிகார கடிதம்
प्राधिकृत,அங்கீகாரம் பெற்றவர்
प्राधिकृत पूंजी,அங்கீகரிக்கப்பட்ட மூலதனம்
स्वचालित,தானியங்கி
स्वायत्‍त,தன்னாட்சி
स्वायत्‍त निकाय,தன்னாட்சி உடல்
स्वायत्‍तता,தன்னாட்சி
सहायक,துணை
"प्राप्य, उपलब्ध",கிடைக்கிறது
"औसत, सामान्य",சராசரி
औसत छुट्टी,சராசரி விடுப்பு
विरुचि,வெறுப்பு
बचा लेना,தவிர்க்கவும்
"परिहार करना, परिवर्जन करना, से बचना",தவிர்க்கவும்
कर देने से बचना,வரியைத் தவிர்ப்பது
प्रतीक्षित,காத்திருந்தது
"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना",விருது
अधिनिर्णयन प्राधिकारी,அதிகாரம் வழங்குதல்
जागरूकता,விழிப்புணர்வு
पूर्व-दिनांकित,பின்வாங்கியது
पृष्‍ठभूमि,பின்னணி
पिछला बक़ाया,பின் பதிவு
"मुकर जाना, से हटना",பின்னால்
पिछला संदर्भ,பின் குறிப்பு
पूर्तिकर,காப்புப்பிரதி
पिछड़ा वर्ग,பின்தங்கிய வகுப்புகள்
पिछड़ी जनजाति,பின்தங்கிய பழங்குடி
"अलाभकर सौदा, घाटे का सौदा",மோசமான பேரம்
बुरा व्यवहार,மோசமான நடத்தை
"दुश्‍चरित्र, दु:शील",மோசமான தன்மை
विषम जलवायु भत्‍ता,மோசமான காலநிலை கொடுப்பனவு
दुराचरण,மோசமான நடத்தை
अशोध्य ऋण,மோசமான கடன்
असबाब,சாமான்கள்
ज़मानत,ஜாமீன்
"शेष, बाक़ी, संतुलन",இருப்பு
अधोनीत शेष,சமநிலை வீழ்த்தப்பட்டது
अग्रेनीत शेष,இருப்பு முன்வைக்கப்பட்டது
संतुलित बजट,சீரான பட்ஜெட்
तुलन पत्र,இருப்புநிலை
"मतपत्र, मतदान",வாக்குப்பதிவு
मतपेटी,வாக்குப் பெட்டி
मतपत्र,வாக்குப்பதிவு காகிதம்
"प्रतिबंध, रोक, पाबंदी",தடை
"बैंक, साहूकारी करना",வங்கி
बैंक खाता,வங்கி கணக்கு
बैंक शेष,வங்கி இருப்பு
बैंक प्रभार,வங்கி கட்டணங்கள்
"बैंक गारंटी, बैंक प्रत्याभूति",வங்கி உத்தரவாதம்
बैंक अवकाश,வங்கி விடுமுறை
बैंकिंग सुविधाबैंककारी सुविधा,வங்கி வசதி
बैंकिंग कार्य-समय,வங்கி நேரம்
"बैंक कार्य-व्यवहार, बैंक लेन-देन",வங்கி பரிவர்த்தனை
बैंक दर,வங்கி வீதம்
बैंक समाधान,வங்கி சமரசம்
दिवालिया,திவாலானது
"बैंक प्रतिभूति, बैंक ज़मानत",வங்கி பாதுகாப்பு
बैंक विवरण,வங்கி அறிக்கை
"प्रीतिभोज, भोज",விருந்து
"विधिज्ञ परिषद्, बार काउंसिल",பார் கவுன்சில்
"सौदा, सौदा करना",பேரம்
"सौदेबाजी, सौदाकारी",பேரம் பேசுதல்
बंजर भूमि,தரிசு நிலம்
वस्तु विनिमय,பண்டமாற்று
आधार,அடித்தளம்
"निराधार, बेबुनियाद",ஆதாரமற்றது
तहख़ाना,அடித்தளம்
आधार वर्ष,அடிப்படை ஆண்டு
"मूल, बुनियादी",அடிப்படை
मूलतः बुनियादी तौर पर,அடிப்படையில்
आधारिक आसूचना,அடிப்படை நுண்ணறிவு
मूल वेतन,அடிப்படை ஊதியம்
मूल वेतनमान,ஊதியத்தின் அடிப்படை அளவு
बुनियादी प्रशिक्षण,அடிப்படை பயிற்சி
आधार,அடிப்படை
"बैच, टोली, खेप, घान",தொகுதி
"बैच नंबर, खेप नंबर",தொகுதி எண்
धारक चैक,தாங்கி காசோலை
पूर्व-कथित,மேற்கோள் காட்டப்படுவதற்கு முன்
व्यवहार,நடத்தை
विश्‍वास,நம்பிக்கை
अवमूल्य पर,Par க்கு கீழே
"न्यायपीठ, बेंच",பெஞ்ச்
"तल चिह्‌न, मानक",பெஞ்ச்மார்க்
"लाभप्रद, हितकारी",நன்மை பயக்கும்
"हितभागी, लाभार्थी",பயனாளி
"हितलाभ, हित, लाभ",நன்மை
संदेह लाभ,சந்தேகத்தின் நன்மை
हितकारिता,கருணை
हितकारी निधि,நல்ல நிதி
"वसीयत करना, वसीयत द्‌वारा देना",விருப்பம்
वसीयत,விருப்பப்படி
शोकसंतप्त,துயரமடைந்தது
भरसक प्रयत्‍न,சிறந்த முயற்சிகள்
"सुमुन्नति, बेहतरी, खुशहाली",மேம்பாடு
"अभिनति, झुकाव, पूर्वाग्रह",சார்பு
पूर्वाग्रही मत,பக்கச்சார்பான கருத்து
ग्रंथसूची,நூலியல்
द्‌विवार्षिक,இருபது ஆண்டு
दो भागों में बांटना/बंटना,பிளவுபட்டு
द्‌विविवाह,பெரிய
द्‌विपक्षीय,இருதரப்பு
द्‌विभाषी,இருமொழி
"द्‍‌विसदन, द्‌विसदनी",இரு
"विधेयक, बिल",ர சி து
विनिमय पत्र,மாற்றச்சீட்டு
"द्‌विमासिक रिपोर्ट, अर्धमासिक रिपोर्ट",இருதரப்பு அறிக்கை
"जिल्दसाजी, बाध्यकारी",பிணைப்பு
जीवनवृत्‍त,பயோடேட்டா
"द्‌विदक्षीय, द्‌विदलीय",இருதரப்பு
द्‌विपक्षीय करार,இரு கட்சி ஒப்பந்தம்
जन्म वर्षगाँठ,பிறப்பு ஆண்டுவிழா
जन्म प्रमाणपत्र,பிறப்பு சான்றிதழ்
संतति निरोध,பிறப்பு கட்டுப்பாடு
"जन्म तिथि, जन्म की तारीख",பிறந்த தேதி
जन्म स्थान,பிறந்த இடம்
जन्मदर,பிறப்பு வீதம்
"पाक्षिक, अर्ध-साप्ताहिक",இரு வாராந்திர
काली अर्थव्यवस्था,கருப்பு பொருளாதாரம்
"काली सूची, काली सूची में नाम डालना",கருப்பு பட்டியல்
भयादोहन,பிளாக்மெயில்
"चोर बाजार, काला बाजार",கருப்பு சந்தை
दोष लगाना,பழி
कोरा चेक,வெற்று சோதனை
व्यापक सौदा,போர்வை ஒப்பந்தம்
व्यापक आदेश,போர்வை ஒழுங்கு
धमाका,குண்டு வெடிப்பு
सम्मिश्रण,கலத்தல்
"खंड, ब्लॉक",தொகுதி
"नाकाबंदी, अवरोध",முற்றுகை
अवरूद्‌ध पूंजी,தடுக்கப்பட்ட மூலதனம்
"बड़ा अक्षर, साफ़ अक्षर",தொகுதி கடிதம்
रक्‍तदान,இரத்த தானம்
रक्‍त-संबंधी,இரத்த உறவுகள்
कायिक कार्य,நீல காலர் வேலை
"ब्लूप्रिंट, खाका",புளூபிரிண்ட்
झांसा,பிளஃப்
"बोर्ड, मंडल, गत्‍ता",பலகை
भोजन तथा आवास,போர்டிங் மற்றும் உறைவிடம்
निदेशक मंडल,இயக்குநர்கள் குழு
राजस्व मंडल,வருவாய் வாரியம்
निकाय,உடல்
अंगरक्षक,மெய்க்காப்பாளர்
जाली वाउचर,போலி வவுச்சர்
"सद्‍भाव, सदाशयता",உண்மையான
"बंधपत्र, बांड",பத்திரம்
बंधुआ मज़दूर,பிணைக்கப்பட்ட உழைப்பு
बोनस,போனஸ்
"टिकटघर, बुकिंग कार्यालय",பதிவு அலுவலகம்
"बही लेखक, मुनीम",புத்தகக் காப்பாளர்
"बहीखाता पद्‌धति, बहीखाता-लेखन",புத்தகத்தை வைத்தல்
पुस्तिका,கையேடு
संदर्भ पुस्तक,குறிப்பு புத்தகம்
"खाता मूल्य, अंकित मूल्य",புத்தகம் மதிப்பு
"बूथ, कोष्‍ठ, मतदान कोष्‍ठ",பூத்
"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना",பூத் கைப்பற்றுதல்
सीमा भत्‍ता,எல்லை கொடுப்பனவு
"सीमारेखा, सीमावर्ती (वि.)",பார்டர் லைன்
