Odiya,Kannada
ଆକାଶବାଣୀ ମତାମତ |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ଆକାଶବାଣୀ ଫିଲ୍ଟର |,ಕೊಳೆತ ಫಿಲ್ಟರ್
ଆକାଶବାଣୀ ପ୍ରତିରୋଧକ |,ಕೊಳೆತ ಪ್ರತಿರೋಧ
ଆକାଶବାଣୀ ପ୍ରଚାର ସ୍ଥିର |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ
ଆକାଶ ଭାବରେ ଇନସୁଲେଡ୍ |,ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ
ଆକାଶବାଣୀ |,ಸ್ರವಿಸುವ
ଅଧିଗ୍ରହଣ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
ଆକ୍ରୋନିମ୍ |,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
କ୍ରିୟା କ୍ଷେତ୍ର,ಕಾರ್ಯ ಪ್ರದೇಶ
ସକ୍ରିୟ ଚିଲାମେଣ୍ଟ |,ಸಕ್ರಿಯ ತಂತು
ସକ୍ରିୟ,ಸಕ್ರಿಯ
ସକ୍ରିୟ କ୍ଷେତ୍ର,ಸಕ್ರಿಯ ಪ್ರದೇಶ
ସକ୍ରିୟ ୱିଣ୍ଡୋ |,ಸಕ್ರಿಯ ಕಿಟಕಿ
ଅନୁକେତ,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
ଆଡାପ୍ଟର (ଆଡାପ୍ଟର),ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್)
ଆଡାପ୍ଟିଭ୍ ଡିଫେରିଏଲ୍ ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |,ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
ଠିକଣା ବହି,ವಿಳಾಸ ಪುಸ್ತಕ
ଠିକଣା ବସ୍,ವಿಳಾಸ ಬಸ್
ଠିକଣା ରେଜୋଲୁସନ,ವಿಳಾಸ ಪರಿಹಾರ
ସଂଲଗ୍ନ ଚ୍ୟାନେଲର ହସ୍ତକ୍ଷେପ |,ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ ଚୟନ,ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ
ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |,ಪಕ್ಕದ ಆವರ್ತನ
ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್
ସଂଲଗ୍ନ ଚିତ୍ର ବାହକ |,ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ
ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |,ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ
ସଂଲଗ୍ନ ଷ୍ଟେସନ |,ಪಕ್ಕದ ನಿಲ್ದಾಣ
ନିୟନ୍ତ୍ରିତ,ಹೊಂದಿಸಲಾಗುವ
ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |,ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್
ଚାପକୁ ସଜାଡିବା |,ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು
ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |,ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,ಹೊಂದಾಣಿಕೆ
ପ୍ରଶାସକ,ನಿರ್ವಾಹಕ
ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |,ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ
ବାୟୁ,ವೈಮಾನಿಕ
ଏରିଲ୍ ଆରେ |,ವೈಮಾನಿಕ ರಚನೆ
ଏରିଲ୍ ବୁଷ୍ଟର୍ |,ವೈಮಾನಿಕ ಬೂಸ್ಟರ್
ଏରିଲ୍ କରେଣ୍ଟ୍ |,ವೈಮಾನಿಕ ಪ್ರವಾಹ
ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |,ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್
ଏରିଲ୍ ଦକ୍ଷତା |,ವೈಮಾನಿಕ ದಕ್ಷತೆ
ଏରିଲ୍ ଇନପେଟେନ୍ସ |,ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ
ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |,ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ
ଏରିଆଲ୍ ଇନସୁଲେଟର |,ವೈಮಾನಿಕ ಅವಾಹಕ
ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |,ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್
ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |,ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ
ଏରିଲ୍ ଶକ୍ତି |,ವೈಮಾನಿಕ ಶಕ್ತಿ
ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |,ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ
ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |,ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ
ଏରୋଡାଇନାମିକ୍ସ,ಧಾರ್ಮಿಕತೆ
ସଂସ୍ଥା,ವಾಗ್ದಾನ
ବାୟୁ କମ୍ପ୍ରେସାକ୍ର,ವಾಯು ಸಂಕೋಚಕ
ବାୟୁ କଣ୍ଡନସର୍ |,ವಾಯುಮಂಡಲ
ବାୟୁ ଥଣ୍ଡା,ಗಾಳಿ ತಣ್ಣಗಾಯಿತು
ବାୟୁ କୋଡ୍ କୋଇଲ୍ |,ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್
Accometication,ಹವಾನಿಯಂತ್ರಣ
ଆଲବେଡୋ |,ಪಂಥದ
ଆଲଗୋରିଦମ,ಅಲ್ಗಾರಿದಮ್
ଛଦ୍ମନାମ,ಅಲಿಯಾಸೆ
ମିଶ୍ରଣ,ಜೋಡಣೆ
ପରିଚାଳିତ,ಜೋಡಣೆ
ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |,ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ
ଆବଣ୍ଟନ,ಮನವಸಿಕೆ
ବର୍ଣ୍ଣାନୁକ୍ରମିକ,ವರ್ಣಮಾಲೆಯ
ବର୍ଣ୍ଣମାଳା,ವರ್ಣಮಾಲೆಯ
ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ
ବର୍ଣ୍ଣମାଳା ସୂଚନା,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ
ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.),ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.)
ବିକଳ୍ପ,ಪರ್ಯಾಯ
Atternator,ಆವರ್ತಕ
ଉଚ୍ଚତା,ಎತ್ತರ
ଆପୋଜି ର ଉଚ୍ଚତା |,ಅಪೊಗೀ ಎತ್ತರ
PERIGEE ର ଉଚ୍ଚତା |,ಪೆರಿಜಿಯ ಎತ್ತರ
ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |,ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ
ଅଭିଳାଷୀ |,ಒಳಭಾಗ
ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |,ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್
ପରିବେଶ ସର୍ତ୍ତ,ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ
ପରିବେଶ ଆଲୋକ |,ಸುತ್ತುವರಿದ ಬೆಳಕು
ଆମ୍ବିକ୍ ଶବ୍ଦ,ಸುತ್ತುವರಿದ ಶಬ್ದ
ପରିବେଶ ତାପମାତ୍ରା |,ಹೊರಗಿನ ತಾಪಮಾನ
ଆମେରିକୀୟ ମାନକ କୋଡ୍ |,ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್
ଆମ୍ପେର୍,ಒಂದು ಬಗೆಯ ಕಂತು
ଆମ୍ପେର୍ ମିଟର |,ಕಪಾಟಿ ಮೀಟರ್
ବୃଦ୍ଧି,ವರ್ಧನೆ
Amplfication ଫ୍ୟାକ୍ଟର୍ |,ವರ್ಧನೆ ಅಂಶ
ଏମ୍ପ୍ଲିଫାୟର୍,ಉಲ್ಬಣಕ
ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |,ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ
ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |,ವರ್ಧಕ ಶಬ್ದ
ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |,ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು
କାଲିଷ୍ଟ୍ରନ୍,ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು
Amplifying ୟୁନିଟ୍ |,ವರ್ಧಿಸುವ ಘಟಕ
ପ୍ରଶସ୍ତତା,ವೈಶಾಲ್ಯ
ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |,ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ
ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |,ವೈಶಾಲ್ಯ ವಿಹಾರ
ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್
ପ୍ରଶସ୍ତତା ସୀମା,ವೈಶಾಲ್ಯ
ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್
ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |,ವೈಶಾಲ್ಯ
ଆନାଗଲ୍ (ଆନାଗଲ୍),ಅನಲಾಗ್ (
ଆନାଗଲ୍ ସର୍କିଟ୍ |,ಸರ್ಕ್ಯೂಟ್
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್
ଆନାଗଲ୍ ଉପସ୍ଥାପନା |,ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ
ଆନାଗଲ୍ ସିଗନାଲ୍ |,ಅನಾಲಾಗ್ ಸಂಕೇತ
ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
ଆନାଗଲ୍ ଭିଡିଓ |,ಅನಾನುಕೂಲ ವಿಡಿಯೋ
ଅନୁରୂପ,ಹೋಲುವ
ଆନାଲୋଜି,ಸಾದೃಶ್ಯ
ବିଶ୍ଳେଷଣ |,ವಿಶ್ಲೇಷಣೆ
ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
ଆନାଲିଟିକାଲ୍ ଘନତା |,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ
ବିଶ୍ଳେଷଣ କର |,ವಿಶ್ಲೇಷಿಸು
ଆନିପ୍ରିଣ୍ଟେଜର |,ವಿಶ್ಲೇಷಕ
ଅର୍କିଲିଡିଆ ଉପକରଣ |,ಪೂರಕ ಉಪಕರಣಗಳು
ଏବଂ ଫାଟକ,ಮತ್ತು ಗೇಟ್
କଲିମିର କୋଣ |,ಘರ್ಷಣೆಯ ಕೋನ
ପୋଲାରାଇଜେସନ୍ କୋଣ |,ಧ್ರುವೀಕರಣದ ಕೋನ
ଘୂର୍ଣ୍ଣନର କୋଣ |,ತಿರುಗುವಿಕೆಯ ಕೋನ
Agtstom (å),ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å)
କୋଣାର୍କ,ಕೋನೀಯ
କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
କୋଣାର୍କ ସମବେଦନା |,ಕೋನೀಯ ಸಮನ್ವಯ
କୋଣାର୍କ ବିବେକ |,ಕೋನೀಯ ವಿಚಲನ
କୋଣାର୍କ ବିପରୀତ |,ಕೋನೀಯ ಪ್ರಸರಣ
କୋଣାର୍କ ବିସ୍ଥାପନ |,ಕೋನೀಯ ಸ್ಥಳಾಂತರ
କୋଣାର୍କ ତ୍ରୁଟି |,ಕೋನೀಯ ದೋಷ
କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |,ಕೋನೀಯ ಆವರ್ತನ
କୋଣାର୍କ ଗତି |,ಕೋನೀಯ ಆವೇಗ
କୋଣାର୍କ ଗତି,ಕೋನೀಯ ಚಲನೆ
କୋଣାର୍କ ବେଗ |,ಕೋನೀಯ ವೇಗ
ଆନିମେସନ୍,ಅನೆ
Anode,ಆವರಣ
Anodod ବ୍ୟାଟେରୀ |,ಆನೋಡ್ ಬ್ಯಾಟರಿ
Andod ବ istic ଶିଷ୍ଟ୍ୟ |,ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು
ଆନୋଡ ସର୍କିଟ୍ |,ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ
ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ,ಆನೋಡ್ ಹರಡುವಿಕೆ
ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |,ಆನೋಡ್ ದಕ್ಷತೆ
ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |,ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ
ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |,ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
ଆଣ୍ଟେନା |,ಆನಂತಾ
ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |,ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್
ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |,ಆಂಟೆನಾ ಬೂಸ್ಟರ್
ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |,ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್
ଆଣ୍ଟେନା କୋଇଲ୍ |,ಆಂಟೆನಾ ಕಾಯಿಲ್
ଆଣ୍ଟେନା ବିନ୍ୟାସ,ಆಂಟೆನಾ ಸಂರಚನೆ
ଆଣ୍ଟେନା କପଟର୍ |,ಆಂಟೆನಾ ಸಹಕ
ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |,ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್
ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |,ಪ್ರವಾಹ
ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |,ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ
ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |,ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್
ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |,ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
ଆଣ୍ଟେନା ଦକ୍ଷତା |,ಆಂಟೆನಾ ದಕ್ಷತೆ
ଆଣ୍ଟେନା ଫିଡ୍ |,ಆಂಟೆನಾ ಫೀಡ್
ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |,ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ
ଆଣ୍ଟେନା ଲାଭ,ಆಂಟೆನಾ ಗಳಿಕೆ
ଆଣ୍ଟେନା ଉଚ୍ଚତା |,ಆಂಟೆನಾ ಎತ್ತರ
ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |,ಪ್ರತಿರೋಧ
ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |,ಆಂಟೆನಾ ಪ್ರಚೋದನೆ
ଆଣ୍ଟେନା ପାଟର୍ନ |,ಆಂಟೆನಾ ಮಾದರಿ
ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |,ಪತಂಗ
ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |,ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ
ଆଣ୍ଟେନା ଶକ୍ତି |,ಆಂಟೆನಾ ಶಕ್ತಿ
ଆଣ୍ଟେନା ପାୱାର ଲାଭ |,ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ
ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |,ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ
ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |,ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ
ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |,ಆಂಟೆನಾ ಪ್ರತಿಫಲನ
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,ಆಂಟೆನಾ ಪ್ರತಿರೋಧ
ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |,ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ
ଆଣ୍ଟେନା ବ୍ୟବଧାନ |,ಆಂತರಿಕ ಅಂತರ
ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |,ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್
ଆପେଚର,ದ್ಯುತಿರಂಧ್ರ
ଆପୋଲେଜ୍,ಮಂಜುಗಡ್ಡೆಯ
ଆପୋଲେ ରକେଟ୍ |,ಕಟಾ ರಾಕೆಟ್
ଉପକରଣ,ಉಪಕರಣ
ସ୍ପଷ୍ଟ,ಸ್ಪಷ್ಟ
ଆପଲେଟ୍,ರಭಸ
ପ୍ରୟୋଗ,ಅನ್ವಯಿಸು
ଆନୁମାନିକ,ಅಂದಾಜು
ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |,ಅಕ್ವೌಸ್ ಪರಿಹಾರ
ଆର୍କ,ಚಾಪ
ସ୍ଥାପତ୍ୟ,ವಾಸ್ತುಶಿಲ್ಪಿ
ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |,ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ
ଅଭିଲେଖାଗାର,ಆರ್ಕೈವ್ಸ್
ଗାଣିତିକ କୋଡିଂ |,ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್
ଅର୍ଗର,ಶಸ್ತ್ರಾಸ್ತ್ರ
ଅରତା ପବନ,ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್
ଆରେ,ರಂಗ
ଆରେଷ୍ଟ୍ରର୍,ಬಂಧಕ
ଆର୍ଟଲେସନ୍,ಉಚ್ಚ್ಯ
କଳାକୃତି (= କଳାକୃତି),ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ)
ଆରୋହଣ,ಏರಿಕೆ
ଆନୁମାନିକ ଅନୁପାତ,ಶೋಧ ಅನುಪಾತ
ଏକତ୍ରିତ |,ಷೋಬರೆ
ଧାରଣା,ಪ್ರತಿಪಾದಿಸುವುದು
ଆସାଇନମେଣ୍ଟ,ನಿಯೋಜನೆ
ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |,ನಿಯೋಜನೆ ಚಾನೆಲ್
ଅସମାନଗତ,ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ
ଅସନ୍ତୁଳିତ,ಅಸಮಕಾಲಿಕ
ବାୟୁମଣ୍ଡଳ,ವಾತಾವರಣ
ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |,ವಾತಾವರಣದ ನಷ್ಟ
ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |,ವಾತಾವರಣದ ಶಬ್ದ
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,ವಾತಾವರಣದ ಒತ್ತಡ
ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |,ವಾತಾವರಣದ ಪ್ರಸರಣ
ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |,ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ
ବାୟୁମଣ୍ଡଳ,ವಾತಾವರಣದ
ପରମାଣୁ,ಪರಮಾಣು
