Punjabi,Hindi
ਮਿਸ਼ਰਣ,सम्मिश्रण
ਝੁਲਸਣ,"अंगमारी (रोग), ब्लाइट (रोग)"
ਛਾਲੇ,"छाला, फफोला, उद्वर्त, ब्लिस्टर"
ਨੀਲਾ ਇਨਕਲਾਬ,नीली क्रांति
ਤਲ ਗਰਮੀ ਚੈਂਬਰ,तलीय ताप चैंबर
ਤਲ ਹੀਟ ਤਕਨੀਕ,तलीय ताप तकनीक
ਬ੍ਰੈਨ,चोकर
ਸ਼ਾਖਾ,शाखन
ਬ੍ਰੀਚਲੇਟ,"टहनी, उपशाखा"
ਨਸਲ,नस्ल
ਪ੍ਰਜਨਨ,"प्रजनन, अभिजनन"
ਝਗੜਾ,शीघ्र अंकुरण उपचार
ਬਰੂਦ,"शाव, अंड, भ्रूण"
ਉਭਰਦਾ,कलिकायन
ਬਜਟ,बजट
ਬਫਰ,"उभयप्रतिरोधी, बफर"
ਬੱਲਬ,शल्ककंद
ਬੈਂਟ,"बंट (रोग), चोट"
ਉਪ-ਉਤਪਾਦ,"उपजात, उपोत्पाद"
ਬਾਬੂਬਦ ਬੱਬੀ,"बबूल, कीकर"
ਬੇਬੀ ਮੱਕੀ,बेबी कॉर्न
ਬਾਲ,बेल
ਬਿਲ,लाजालु
ਬਾਲਸਮ,गुलमेंहदी
ਬਾਂਸ,बांस
ਕੇਲਾ,केला
ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ,बरगद
ਜੌ,जौ
ਬਾਰਨੀਅਰ ਬਾਜਰੇ,सावां
ਤੁਲਸੀ,तुलसी
ਬਾਸਟਰਡ ਸੀਡਰ,रुद्राक्ष
ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ,बहेड़ा
Bauhinia,कचनार
ਬੇ ਬੇਰੀ,कैफल
ਬੀਨ,सेम
ਚੁਕੰਦਰ,चुकंदर
ਬੇਲਾਡੋਨਾ,बेलाडोना
ਬੇਰ,बेर
ਸੋਰਸਮ,बरसीम
ਸੁਪਾਰੀ,पान
ਬਿਲੀਮਬੀ,बिलिंबी
ਕੌੜਾ ਬੈਰ,करेला
ਕਾਲਾ ਗ੍ਰਾਮ,उड़द
ਕਾਲੀ ਨਾਈਟਸੈਡ,मकोय
ਬੌਗੇਨਵਿਲੇਸਾ,बोगेनविलिया
ਬੋਤਲ ਬੁਰਸ਼,बोटल ब्रश
ਬੋਤਲ ਬਘਿਆੜ,लौकी
ਬਾਕਸ ਲੜੀ,"चीकदी, पापरी"
ਬਰੈੱਡ ਫਲਾਂ,ब्रेड फ्रूट
ਵਿਆਹ ਦੀ ਨਿੰਬੂ,डेला
ਬ੍ਰਿੰਜਲ,बैंगन
ਬ੍ਰੌਡ ਬੀਨ,"बाकला, चौड़ी बीन"
ਬ੍ਰੋ CC ਓਲਿ,ब्रोकोली
ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ,ब्रुसेल्स स्प्राउट
ਬੱਕਵੈਟ,कुटू
ਬੁਟੀਆ,"पलाश लता, किंशुक"
ਬੈਂਡਿਕੋਟ,घूंस
ਰਿੱਛ,भालू
ਬੀਟਲ,भृंग
ਛਾਲੇ ਬੀਟਲ,फफोला भृंग
ਨੀਲਾ ਬੁੱਲ,नील गाय
ਬੁਲ ਕੀੜਾ,कपास की सूंड़ी
ਬਟਰਫਲਾਈ,तितली
ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ,जीवाणु विज्ञानी
ਬਾਇਓਕੈਮਿਸਟ,जैव रसायनविद्
ਜੀਵ ਵਿਗਿਆਨੀ,जीव विज्ञानी
ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ,जैव प्रौद्योगिकीविद्
ਬੋਟੈਨਿਸਟ,वनस्पतिविद्
ਸੀ ਨਮੀ ਦੇ ਗੁਣ,c नमी विशिष्टता वक्र
ਕੇਕ,खली
ਕੈਲਕਿਸ,"चूनेदार, कैल्सियमी"
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,कैल्सीयन
ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ,फॉस्फेट का निस्तापन
ਕਲੇਸ਼,"किणता, कैलसता"
ਕਾਲਸ,"कैलस, किण"
ਕੈਲੀਕਸ,"बाह्यदल पुंज, कैलिक्स"
ਕੈਲੀਕਸ-ਐਂਡ,बाह्यदल अंत
ਕੈਮਬੀਅਮ,एधा
ਕੈਨਕਰ,कैंकर (जीवाणु रोग)
ਕੈਨਿੰਗ,डिब्बाबंदी
ਕੈਨੋਪੀ,वितान
ਪੂੰਜੀ,पूंजी
ਕੈਪਟੇਸ਼ਨ,परागण (अंजीर का)
ਕੈਪਸੂਲ,"संपुट, संपुटिका, कैप्सूल"
ਕਾਰਬੋਨੇਟਡ,कार्बोनीकृत
ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ,कार्बनन
ਕਾਰਪਲ,अंडप
ਕਾਰਪਸ,मणिबंध
ਕਾਸਟਿੰਗ,"ढलाई (लोहे की), क्षिप्ति (कीट)"
ਕੈਟਾਬੋਲਿਜ਼ਮ,अपचय
ਉਤਪ੍ਰੇਸਿਆ,उत्प्रेरण
ਕੇਟਰਪਿਲਰ,"इल्ली, सूंडी"
ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ,C- डीएनए संग्रह
ਛੱਤ,सीमा
ਸੈੱਲ,"कोशिका, कोष्ठिका"
ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ,केंद्रीय अग्रलेख प्रणाली
ਕੇਂਦਰਿਤ,"सबिंदु, सकेंद्र"
ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ,अपकेंद्रण
ਸੈਂਟਰਿਫਿ ize ਜ,अपकेंद्रित
ਸੈਂਟਰਿਓਲ,तारककेंद्र
CentRogenic,केंद्रजनिक
ਸੈਂਟੀਗਨੌਜ਼,केंद्रजा
ਚੱਕਰ,लूम
ਅਨਾਜ,"धान्य, सीरियल"
ਸਰਟੀਫਿਕੇਸ਼ਨ,"प्रमाणीकरण, प्रमाणन"
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,प्रमाणित बीज
ਤੂਫਾਨ,"भूसा, कुट्टी, शल्क सहपत्र"
ਚਮਜ਼ਾ,"निभाग, कैलाजा"
ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ,रसानुवर्तन
ਚਿਆਸਮਾ,"काएज्मा, व्यत्यस्त"
ਚਿਲਿੰਗ ਘੰਟੇ,द्रुतशीतन घंटे
ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ,शीतज क्षति
Chimera,"विचित्रोतकी, किमेरा"
ਚਲੋਟਰੈਠੀ,हरित दली
ਕਲੋਰੋਫਿਲ,"पर्णहरित, हरितक"
ਕਲੋਰੋਸਿਸ,हरिमाहीनता
ਕਲੋਰੋਲੋਜੀ,जीव वितरण विज्ञान
Chrimindidd,"क्रोमैटिड, अर्धगुणसूत्र"
ਕ੍ਰੋਮੈਟਿਨ,क्रोमैटिन
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,वर्णलेखन
ਕ੍ਰੋਮੈਟੋਲਸਿਸ,क्रोमोटिनलयन
ਕ੍ਰੋਮੋਸੀਸਟਰ,परिसूत्र बिंदु
ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ,वर्णजनन
ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ,"क्रोमोप्रोटीन, वर्णकप्रोटीन"
ਕ੍ਰੋਮੋਸੋਮ,"गुणसूत्र, क्रोमोसोम"
ਦੀਰਘ,"चिरकाली, दीर्घकाली, जीर्ण, पुराना"
ਸਾਇੰਗ,सिट्रेंज
ਕਲੇਡਡ,पर्णाभपर्व
ਵਰਗੀਕਰਣ,वर्गीकरण
ਮਿੱਟੀ,"मृत्तिका, चिकनी मिट्टी"
ਸਫਾਈ,"निर्मलन, मार्जन, सफाई, शोधन"
ਕਲੇਰਿਸਟਾਗਮੀ,"अनुन्मील्य परागण, स्वपरागण"
ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ,क्रांतिक श्वसनी फल
ਮੌਸਮ,जलवायु
ਜਲਵਾਯੂ,जलवायु विज्ञान
ਕਲੀਪਰ,कतरनी
ਕਲੋਡ,ढेला (मिट्टी का)
ਕਲੋਨ,"क्लोन, कृन्तक"
ਬੱਦਲ,"मेघ, बादल"
ਕਲੰਪ,"पुंज (क्लंप, संपुंजन)"
ਕਲੱਸਟਰ,गुच्छ
ਮੋਟੇ,"स्थूल, मोटा, कच्चा, अपरिष्कृत"
ਕੋਟ (ਬੀਜ),"आवरण (बीज़), चर्मावरण"
ਕੋਕੂਨ,कोया
ਸਿੱਕੇ,"कोएन्जाइम, सह-प्रकिण्व"
ਏਕਤਾ,संसंजन
ਕੋਇਰ,"रेशा (जूट पटसन), नारियल जटा"
ਕੋਲੀੋਰਿਹਿਜ਼ਾ,मूलांकुर चोल
ਕਾਲਰ,"स्तंभमूलसंधि, कॉलर, ग्रीवा"
ਕੋਲੋਇਡ (ਮਿੱਟੀ),कोलॉइड (मृदा)
ਕੋਲਮੂਲਾ,"स्तंभिका, कॉलुमेला"
ਕਾਲਮ,"दंड, स्तंभ, कॉलम"
ਰਿਮੈਂਸੀਵਾਦ,सहभोजिता
ਵਪਾਰਕ ਬੈਂਕ,वाणिज्यिक बैंक
ਕਮੋਡਿਟੀ,"जिंस, पण्य वस्तु"
ਕਮਿ Community ਨਿਟੀ,समुदाय
ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ),"संहनन, (मृदा का)"
ਅਨੁਕੂਲਤਾ,"सुसंगति, संगतता"
ਅਨੁਕੂਲਤਾ,सुसंगतता
ਮੁਆਵਜ਼ਾ,"क्षतिपूर्ति, मुआवजा"
ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ,स्पर्धी अन्योन्यक्रिया
ਪੂਰਕ ਫਸਲ,पूरक सस्य
ਗੁੰਝਲਦਾਰ,"सम्मिश्र, जटिल"
ਭਾਗ,घटक
ਰਚਨਾ,संघटन
ਖਾਦ,कंपोस्ट
ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ,चक्रवृद्धि ब्याज
ਗਣਨਾ,अभिकलन
ਕੰਪਿ computer ਟਰ,"अभिकलित्र, कंप्यूटर"
ਧਿਆਨ ਟਿਕਾਉਣਾ,"सांद्रण, संकेद्रण"
ਕੰਡੀਸ਼ਨਰ,"अनुकूलक, पुनरुद्धारक"
ਚਾਲ-ਚਲਣ,चालकता
ਕੌਨਫਿਗਰੇਸ਼ਨ,"विन्यास, संरूपण"
ਅਨੁਕੂਲਤਾ,"अनुरूपता, समविन्यास, समरूपता"
ਉਲਝਣ,"समाकुलन, संकरण"
ਸੰਜੋਗ,संयुग्मन
ਕੁਨੈਕਟਿਵ,"योजी, संयोजी"
ਸੰਭਾਲ,सरंक्षण
ਇਕਜੁੱਟ,चकबंदी
ਹਲਕੇ,"संघटक, अवयव"
ਖਪਤਕਾਰ,उपभोक्ता
ਖਪਤ,उपभोग
ਗੰਦਗੀ,संदूषण
ਕੋਟੌਰ ਲਾਉਣਾ,समोच्च रोपण
ਸਮਾਲ,समोच्च रेखा
ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ,"संविदा कृषि, ठेका कृषि, अनुबंधित खेती"
ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ,नियंत्रित भंडारण
ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ,सहकारी बैंक
ਸਹਿਕਾਰਤਾ,सहकारी संस्था सदस्य
ਕਾੱਪੀਸ,गुल्मवन
ਕੋਰਮ,घनकंद
ਕੋਰੋਲਾ,"दलपुंज, कोरोला"
ਕੋਰਟੇਕਸ,"वल्कल, कॉर्टेक्स"
ਲਾਗਤ,लागत
ਕੋਟੀਲਡਨ (ਬੀਜ),बीजपत्र
ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ,ऋण समिति
ਕ੍ਰੈਡਿਟ,"उधार, साख"
ਲੈਣਦਾਰ,"ऋणदाता, लेनदार"
ਕਰੈਸਟ,"शिखा, शीर्ष, शिखर"
Crinkle,व्याकुंचन
ਸੰਕਟ,संकट
ਮਾਪਦੰਡ,कसौटी
