Punjabi,Assamese
ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ,আঠাযুক্ত শক্তি
adiabat,আদিয়াবাট
adiabatic,adiabatic
ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ,তাপ নিৰোধক
ਲਗਾਵ,সংলগ্ন কৰা হৈছে
ਵਿਵਸਥਿਤ,নিয়ন্ত্ৰণযোগ্য
ਪ੍ਰਵੇਸ਼,ভেদ
ਸੋਸ਼ਣ,শোষণ
ਅੱਗੇ,আগলৈ
ਪ੍ਰਗਤੀਸ਼ੀਲ,প্ৰগতিশীল
"ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)","আকাশী, বায়ু (v.), আকাশী (ed.)"
ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ,এন্টেনা ষ্ট্ৰিম
ਹਵਾਈ ਸਰਵੇਖਣ,আকাশী জৰীপ
ਹਵਾ ਦੀ ਗਤੀ,বায়ুৰ বেগ
ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ,বায়ুগতিশীল সহগ
ਐਰੋਡਾਇਨਾਮਿਕ,বায়ুগতিবিদ্যা
ਐਰੋਡਾਇਨਾਮਿਕਸ,বায়ুগতিবিদ্যা
ਏਅਰੋਨੌਟਿਕਲ,এৰোনটিকেল
ਐਰੋਨਾਟਿਕਸ,এৰোনটিক্স
ਹਵਾ ਦੀ ਨਬਜ਼,বায়ুৰ স্পন্দন
"ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ","বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ"
ਫੋਕਸ ਸਿਸਟਮ,ফোকাচ চিষ্টেম
ਵਾਪਸ ਇਗਨੀਸ਼ਨ,বেক ইগনিচন
ਵਾਪਸ ਰੋਸ਼ਨੀ,বেক লাইট
ਉਲਝਣ,জোকাৰণি
"ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ","বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা"
ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ,সময় প্ৰভাৱিত
"ਬੁਢਾਪਾ, ਬੁਢਾਪਾ","বয়স বৃদ্ধি, বয়স বৃদ্ধি"
ਸਮਾਂ ਪ੍ਰਭਾਵ,সময়ৰ প্ৰভাৱ
ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,সময় প্ৰভাৱ পৰীক্ষা
ਗੰਭੀਰਤਾ ਰਹਿਤ,মাধ্যাকৰ্ষণহীন
ਸੁਲ੍ਹਾ,মিলন
"ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ","বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ"
"ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ","আকাশী লক্ষ্য, আকাশী লক্ষ্য"
ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ,বায়ু শ্বাসযন্ত্ৰ
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,এয়াৰ কণ্ডিচনাৰ
ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ
ਜਹਾਜ਼,বিমান
ਅਲਾਈਨਮੈਂਟ,প্ৰান্তিককৰণ
ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ,প্ৰান্তিককৰণৰ ভুল
ਲਾਈਵ ਸਰਕਟ,লাইভ চাৰ্কিট
ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ,সম্পূৰ্ণ কাঁচৰ নলী
ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ,গোটেই ধাতুৰ নলী
ਠੀਕ ਕਰਨ ਲਈ,ঠিক কৰা
"ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)","মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)"
ਮਿਸ਼ਰਤਵਨ,মিশ্ৰত্ৱন
ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ,সৰ্বব্যাপী মাধ্যম
ਓਮਨੀ ਐਂਟੀਨਾ,omni এন্টেনা
ਅਲਮੈਨਕ,আলমানাক
ਅਲਫ਼ਾ,আলফা
ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ,আলফা-কাৰ্য্যকলাপ
ਅੱਖਰ ਅੰਕੀ,আলফানিউমেৰিক
ਅਲਫ਼ਾ ਰੇ,আলফা ৰশ্মি
ਬਦਲੋ,সলা
"ਬਦਲਵਾਂ, ਬਦਲਵਾਂ","বিকল্প, বিকল্প"
ਅਲਟਰਨੇਟਰ,অলটাৰেটৰ
ਅਲਟੀਮੀਟਰ,উচ্চতামাপক
ਅਲਟੀਮੀਟਰ,উচ্চতামাপক
ਅਲਟਾਈਮੇਟਰੀ,উচ্চতা মাপকাঠী
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU),গাণিতিক যুক্তি একক (ALU)
amaget ਨਿਯਮ,amaget নিয়ম
ਵਾਤਾਵਰਣ,পৰিৱেশ
amicron,amicron
ammeter,এমিটাৰ
ਐਂਪੀਅਰ,এম্পিয়াৰ
ਐਂਪੀਅਰ-ਲਾਅ,এম্পিয়াৰ-আইন
amphibian ion,উভচৰ আয়ন
ਵਾਧਾ,এম্প্লিফিকেশন
ਐਂਪਲੀਫਾਇਰ,এম্প্লিফায়াৰ
"ਕੋਣ, ਮਾਪ","কোণ, মাত্ৰা"
a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ),ক. এম ইউ. (পাৰমাণৱিক ভৰ একক)
ਅਨੁਕੂਲ,উপযুক্ত
ਸਮਾਨਤਾ,উপমা
ਵਿਸ਼ਲੇਸ਼ਕ,বিশ্লেষক
ਵਿਸ਼ਲੇਸ਼ਣ,বিশ্লেষণ
ਵਿਸ਼ਲੇਸ਼ਣੀ,বিশ্লেষণাত্মক
ਗੈਰ-ਪੁਆਇੰਟ,নন-পইন্ট
ਅਸਧਾਰਨ,অস্বাভাৱিক
ਅਤੇ ਦਰਵਾਜ਼ਾ,আৰু দুৱাৰ
ਗੈਰ-ਧੁਨੀ,অ-ধ্বনিযুক্ত
ਅਸਧਾਰਨ ਲਚਕਤਾ,বিষম স্থিতিস্থাপকতা
ਨਿਹਾਈਡ੍ਰਸ,জলহীন
ਕੋਣ,কোণ
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,angstrom একক
ਕੋਣੀ,কৌণিক
protractor vernier,প্ৰট্ৰেক্টৰ vernier
ਵਿਵਾਦਪੂਰਨ,বিতৰ্কহীন
ਬੇਇੱਜ਼ਤੀ,অসন্মানজনক
ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ,ৰঙীন চুম্বকীয়কৰণ
ਢਿੱਲੀ,শিথিলতা
anion,এনিয়ন
ਅਸਮਿਤ,অসমতাপূৰ্ণ
ਆਈਸੋਟ੍ਰੋਪਿਕ,সমতলীয়
isotropism,সমচক্ৰীয়তা
ਮਿਟਾਉਣਾ,মচি পেলোৱা
ਸਾਜ਼ਿਸ਼ਕਰਤਾ,ষড়যন্ত্ৰকাৰী
ਐਨੋਡ,এনোড
anodization,এনোডাইজেচন
ਅਸੰਗਤ,অসামঞ্জস্যপূৰ্ণ
ਆਪਟੀਕਲ ਸਿਸਟਮ,অপটিকেল চিষ্টেম
ਐਂਟੀਨਾ,এন্টেনা
ਐਂਟੀਬੇਰੀਅਨ,এন্টিবেৰিয়ান
ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ,এন্টি-বণ্ডিং বৈশিষ্ট্য
ਵਿਰੋਧੀ ਬਾਂਡ,কাউণ্টাৰ বণ্ড
ਉਲਟ ਸ਼ਕਤੀ,ৰিভাৰ্ছ পাৱাৰ
ਡਾਇਮੈਗਨੈਟਿਕ,ডাইমেগনেটিক
ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ,ডাইমেগনেটিক পদাৰ্থ
ਸਾੜ ਵਿਰੋਧੀ,এন্টি-ইনফ্লেমেটৰী
ਐਂਟੀਗ੍ਰੈਵਿਟੀ,এন্টিগ্ৰেভিটি
antilamda ਕਣ,এন্টিলামডা কণা
ਐਲੇਲੈਪਟਨ,এলিলেপ্টন
ਡਾਇਮੈਗਨੈਟਿਕ,ডাইমেগনেটিক
ਐਂਟੀਮੈਟਰ,এন্টিমেটাৰ
ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ,এন্টি মিছাইল
antineutron,এন্টিনিউট্ৰন
pulsating,স্পন্দনশীল
antinucleon,এন্টিনিউক্লিয়ন
ਵਿਰੋਧੀ ਕਣ,এন্টিপাৰটিকেল
ਐਂਟੀਪ੍ਰੋਟੋਨ,এন্টিপ্ৰ&#39;টন
ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ,এন্টিৰিফ্লেক্টিভ
ਵਿਰੋਧੀ ਸਮਰੂਪ,এন্টিসিমেট্ৰিক
ਗੈਰ-ਆਵਰਤੀ,non recurring
anachronism,এনাক্ৰ&#39;নিজম
perforated ਸਕੈਨਿੰਗ ਡਿਸਕ,ছিদ্ৰযুক্ত স্কেনিং ডিস্ক
ਦੁਆਰਕ,দ্বাৰক
"ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ","ওপৰ, ওপৰ, সন্মুখ"
"ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ","সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য"
ਉਦਾਸੀਨ ਕਿਨਾਰੀ,উদাসীন জৰী
ਗੈਰ ਤਰਸਯੋਗ,অকৰুণ
ਗੈਰ-ਅਯੋਗਤਾ,অ-অক্ষমতা
ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ,অতি ৰংহীন
"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee","ভূমি-উচ্চ, apogee"
"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ","অমেৰু, বৃত্তাকাৰ"
parapolarity,পেৰাপোলাৰিটি
ਡਿਵਾਈਸ,সঁজুলি
"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ","ভাৰ্চুৱেল, দৃশ্যমান"
ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ,দৃশ্যমান সূৰ্য্য
ਵਿਜ਼ੂਅਲ ਸਮਾਂ,দৃশ্যমান সময়
ਉਭਰਦੀ ਦਿੱਖ,উদীয়মান ৰূপ
ਐਪਲੀਕੇਸ਼ਨ,দৰ্খাস্ত
ਲਾਗੂ ਹੋਣ,প্ৰযোজ্যতা
ਲਾਗੂ ਕੀਤਾ,প্ৰয়োগ কৰা হৈছে
ਦੇਖਣਯੋਗ,পৰ্যবেক্ষণযোগ্য
ਪਹੁੰਚ,পদ্ধতি
"ਨੇੜੇ, ਲਗਭਗ","ওচৰত, প্ৰায়"
ਲਗਭਗ,আনুমানিককৰণ
ਭਾਫ਼ ਦਾ ਦਬਾਅ,বাষ্পৰ চাপ
ਸਵੈ-ਇੱਛਤ,স্বেচ্ছামূলক
"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ","চাপ চুলা, চাপ চুলা"
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,আৰ্কিমিডিছৰ নিয়ম
ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ,স্থাপত্যৰ ধ্বনিবিজ্ঞান
ਚਾਪ ਲੈਂਪ,চাপ লেম্প
ਚਾਪ-ਸਪੈਕਟ੍ਰਮ,চাপ-বৰ্ণালী
"ਖੇਤਰ, ਖੇਤਰ","এলেকা, এলেকা"
"ਖੇਤਰੀ, ਖੇਤਰੀ","আঞ্চলিক, আঞ্চলিক"
"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ","বাহু, বাহু, শাখা"
ਸ਼ੁਕੀਨ,অপেশাদার
"ਐਰੇ, ਐਰੇ","এৰে, এৰে"
ਪ੍ਰਾਪਤਕਰਤਾ,ৰিচিভাৰ
ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ,উচ্চাৰণৰ স্পষ্টতা
ਸਿੰਥੈਟਿਕ,কৃত্ৰিম
ਨਕਲੀ ਤਬਦੀਲੀ,কৃত্ৰিম ৰূপান্তৰ
ਚੜ੍ਹਦਾ,আৰোহী
ਚੜ੍ਹਾਈ,আৰোহণ
ਚੜ੍ਹਨਾ,বগাই যোৱা
ਅਗੋਲੀ,আগোলি
ਏਕੀਕਰਨ,একত্ৰীকৰণ
ਦਾ ਸੈੱਟ,set of
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","একত্ৰিত কৰা, একত্ৰিত কৰা"
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা"
ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ,নিখুঁত অনুমান
ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ
"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ","সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত"
ਸਵਰ ਆਵਾਜ਼,স্বৰধ্বনি
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
ਅਸਥਨਿਕ,এষ্টেনিক
"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ","বিৰতি, দৃষ্টিশক্তি"
ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
ਪੁਲਾੜ ਯਾਤਰੀ,মহাকাশচাৰী
ਖਗੋਲ ਵਿਗਿਆਨੀ,জ্যোতিৰ্বিজ্ঞানী
ਆਕਾਸ਼ੀ,আকাশী
ਖਗੋਲ ਵਿਗਿਆਨ,জ্যোতিৰ্বিজ্ঞান
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
ਅਸਮਿਤ,অসমতাপূৰ্ণ
asymptotic,এছিম্পটটিক
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,গুৰুতৰ কৰি তোলা
ਅਸਿੰਕ੍ਰੋਨਸ,এচিনক্ৰ&#39;নাছ
"ਮਾਹੌਲ, ਮਾਹੌਲ","বায়ুমণ্ডল, বায়ুমণ্ডল"
ਵਾਯੂਮੰਡਲ,বায়ুমণ্ডলীয়
ਹਵਾ ਦੀ ਗੜਬੜ,বতাহৰ অস্থিৰতা
ਪ੍ਰਮਾਣੂ,পাৰমাণৱিক
ਪਰਮਾਣੂ,পাৰমাণৱিক
ਪਰਮਾਣੂ,পাৰমাণৱিকতা
ਪ੍ਰਮਾਣੂ ਪੁੰਜ,পাৰমাণৱিক ভৰ
ਪਰਮਾਣੂ ਨੰਬਰ,পাৰমাণৱিক সংখ্যা
"ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ","নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল"
ਪਰਮਾਣੂ,পাৰমাণৱিক
ਕਣ,কণা
ਕਣ,কণা
ਧਿਆਨ,"attenuation, ক্ষীণকৰণ"
"ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ","attenuating, ক্ষীণ কৰা"
ਸੁਹਜ,আকৰ্ষণ
ਖਿੱਚ ਦੀ ਤਾਕਤ,আকৰ্ষণৰ বল
ਸੁਣਨਯੋਗਤਾ,শ্ৰৱণ ক্ষমতা
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
ਸੁਣਨਯੋਗ,শ্ৰৱণযোগ্য
ਆਡੀਓ ਜਨਰੇਟਰ,অডিঅ&#39; জেনেৰেটৰ
ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ,শ্ৰৱণ ক্ষমতা গ্ৰাফ
ਸੁਣਨ ਵਿਗਿਆਨ,শ্ৰৱণ বিজ্ঞান
ਆਡੀਓਮੀਟਰ,অডিঅ&#39;মিটাৰ
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ,শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক
ਧੁਨੀ ਸੰਕੇਤ,শব্দ সংকেত
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ,দৃশ্য-শ্ৰাব্য
"ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ","অডিটৰিয়াম, অডিটৰিয়াম"
OZ ਪ੍ਰਭਾਵ,OZ প্ৰভাৱ
ਤਰੱਕੀ,প্ৰচাৰ
ਵਧਾਉਣ ਵਾਲਾ,এনহান্সাৰ
ਧਰੁਵੀ ਲਾਟ,মেৰু শিখা
ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ,দক্ষিণ মেৰু শিখা
ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ,উত্তৰ মেৰু শিখা
ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ,স্বয়ংক্ৰিয় সতৰ্কবাণী
ਆਟੋ ਸਮਾਨੰਤਰ,অটো সমান্তৰালকাৰী
"ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ","স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়"
"ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ","স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ"
"ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ","সহায়ক, সমবায়, অতিৰিক্ত"
"ਅਵਦਾਵਾ, ਅਵਦਾਵਾ","অৱদাভা, হিমস্খলন"
"ਮਤਲਬ, ਮਤਲਬ","mean, mean"
ਪਰਿਵਾਰ,পৰিৱৰণ
ਧੁਰੀ,অক্ষীয়
ਧੁਰਾ,অক্ষ
ਅਜ਼ੀਮਥ,এজিমুথ
ਅਜ਼ੀਮਥ,এজিমুথ
ਵਾਪਸ,পিছলৈ
"ਪਿਛੋਕੜ, ਪਿਛੋਕੜ","পটভূমি, পটভূমি"
"ਪਿਛਾਂਹ, ਪਿਛੇ","পিছপৰা, পিছপৰা"
ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ,ঘুৰা
ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ,বেক ভল্টেজ পালছাৰ
ਪੋਸਟ-ਰਿਸ਼ਤਾ,সম্পৰ্কৰ পিছৰ
ਅਦਾਇਗੀ,ৰিইম্বৰ্চেমেণ্ট
ਵਿਰੋਧੀ ਵੋਲਟੇਜ,এন্টি ভল্টেজ
ਪਿਛਲਾ ਖਿੰਡਾ,পশ্চাৎ বিক্ষিপ্ততা
ਵਿਚਕਾਰਲੀ ਲਹਿਰ,অন্তৰ্স্থলীৰ তৰংগ
ਇੰਸੂਲੇਟਰ,ইনচুলেটৰ
ਪੈਰਾਸ਼ੂਟ ਛਾਲ,পেৰাচুট জাম্প
ਹੀਟਿੰਗ,উত্তাপন কৰা
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ਸੰਤੁਲਨ,বেলেন্সাৰ
ਸੰਤੁਲਨ,ভাৰসাম্যতা বজাই ৰখা
ਗਲੋਬਿਊਲ,গ্ল&#39;বুল
"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ","বেলিষ্টিক, বেলিষ্টিক"
"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ","প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ"
ਮਿਜ਼ਾਈਲ,মিছাইল
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
ਪ੍ਰੋਜੈਕਸ਼ਨ,প্ৰক্ষেপণ
ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ,মুক্ত ট্ৰেজেক্টৰী
"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ","বেলুন, বেলুন"
