Gujarati,Punjabi
હવાઈ ​​કમાણી સ્વીચ,ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ
હવાઈ ​​કાર્યક્ષમતા,ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ
હવાઈ ​​અવરોધ,ਏਰੀਅਲ ਰੁਕਾਵਟ
હવાઈ ​​લિટક્શન,ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ
હવાઈ ​​ઇન્સ્યુલેટર,ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ
હવાઈ ​​લોડિંગ કોઇલ,ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ
હવાઈ ​​ફોટોગ્રાફી,ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ
હવાઈ ​​શક્તિ,ਏਰੀਅਲ ਪਾਵਰ
હવાઈ ​​કિરણોત્સર્ગ,ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ
હવાઈ ​​પ્રતિક્રિયા,ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ
વાયુમિશ્રણશાસ્ત્ર,ਐਰੋਡਾਇਨਾਮਿਕਸ
સંસ્થા,ਏਜੰਸੀ
હવાઈ ​​સંકોચન,ਏਅਰ ਕੰਪ੍ਰੈਸਰ
હવાઈ ​​કન્ડેન્સર,ਏਅਰ ਕੰਡੈਂਸਰ
હવાઈ ​​ઠંડુ,ਹਵਾ ਠੰ .ੀ
હવાઈ ​​બાંધેલી કોથળી,ਏਅਰ ਕੋਰਡ ਕੋਇਲ
વાતાનુકૂલન,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
અલ્બેડો,ਅਲਬਾਡੋ
અલ્ગોરિધમનો,ਐਲਗੋਰਿਦਮ
પરવાના,ਅਲਾਇਸਿੰਗ
સંલગ્ન,ਐਲਿੰਗਿੰਗ
ગોઠવણી,ਅਲਾਈਨਮੈਂਟ
બધા તરંગ હવાઈ,ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ
ફાળવણી,ਅਲਾਟਮੈਂਟ
વર્ણાનુક્રમ,ਵਰਣਮਾਲਾ
મૂર્તિમંત,ਅਲਫਾਨੁਮਿਕ
વર્ણ -અક્ષર,ਅੱਖਰ ਅੱਖਰ
વર્ણ -મૂર્તિમંત માહિતી,ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ
વૈકલ્પિક વર્તમાન (એ.સી.),ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.)
એકાંતરણ,ਬਦਲਵਾਂ
પરાકારી,ਅਲਟਰਨੇਟਰ
Altંચાઈ,ਉਚਾਈ
અનુગામી alt ંચાઇ,ਅਗੇਬੀ ਦੀ ਉਚਾਈ
પેરગીની alt ંચાઇ,ਚਰਿੱਜ ਦੀ ਉਚਾਈ
કલાપ્રેમી રેડિયો સંચાર,ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ
વાતાવરણ,ਮਾਹੌਲ
આજુબાજુના માઇક્રોફોન,ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ
આસપાસની શરત,ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ
આસપાસની આજુબાજુની પ્રકાશ,ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ
આજુબાજુનો અવાજ,ਅੰਬੀਨਟ ਸ਼ੋਰ
આસપાસનું તાપમાન,ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ
અમેરિકન માનક સંહિતા,ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ
ષડયંત્ર,ਐਂਪੀਅਰ
Amાંદું મીટર,ਐਂਪਰ ਮੀਟਰ
વિસ્તૃત કરવું તે,ਸਹਾਇਕਤਾ
વિસ્તૃત પરિબળ,ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ
પ્રવેધક,ਐਂਪਲੀਫਾਇਰ
વિપુલ લાભ,ਐਂਪਲੀਫਾਇਰ ਲਾਭ
એમ્પ્લીફાયર અવાજ,ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ
વિસ્તૃત સાધનસામગ્રી,ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ
ક્લીસ્ટ્રોનને વિસ્તૃત કરવું,ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ
વિસ્તૃત એકમ,ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ
કંપનવિસ્તાર,ਐਪਲੀਟਿ .ਡ
કંપનવિસ્તારની વિકૃતિ,ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ
કંપનવિસ્તાર,ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ
કંપનવિસ્તાર પરિબળ,ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ
મર્યાદિત મર્યાદા,ਐਪਲੀਟਿ .ਡ ਸੀਮਾ
કંપનવિસ્તાર -મોડ્યુલેટેડ,ਐਪਲੀਟਿ .ਡ
કંપનલી -મોડ્યુલેશન,ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ
એનાલોગ (એનાલોગ),ਐਨਾਲਾਗ (ਐਨਾਲਾਗ)
એનાશ,ਐਨਾਲਾਗ ਸਰਕਿਟ
એનાલોગ કમ્પ્યુટર,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ,ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ
મનોલોગ પ્રતિનિધિત્વ,ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ
એનાલોગ સંકેત,ਐਨਾਲਾਗ ਸਿਗਨਲ
ડિજિટલથી એનાલોગ,ਐਨਾਲਾਗ ਡਿਜੀਟਲ
ડિજિટલ કન્વર્ટર માટે એનાલોગ,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
એટાલી -વિડિઓ,ਐਨਾਲਾਗ ਵੀਡੀਓ
સમાન,ਸਮਾਨ
સાદ્રશ્ય,ਸਮਾਨਤਾ
વિશ્લેષણ,ਵਿਸ਼ਲੇਸ਼ਣ
આંકડા,ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
વિશ્લેષણાત્મક ઘનતા,ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ
વિશ્લેષણ કરવું,ਵਿਸ਼ਲੇਸ਼ਣ
વિશ્લેષક,ਵਿਸ਼ਲੇਸ਼ਕ
સૌધિતિક સાધનસામગ્રી,Ancilliay ਉਪਕਰਣ
અને દરવાજો,ਅਤੇ ਗੇਟ
ખાત્ય ખૂણા,ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ
ધ્રુવીકરણ ખૂણા,ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ
પરિભ્રમણ,ਘੁੰਮਣ ਦਾ ਕੋਣ
એંગસ્ટ્રોમ (Å),ਐਂਗਟਰੋਮ (å)
કોણીય,ਕੋਣੀ
કોતરણી પ્રવેગક,ਕੋਣੀ ਪ੍ਰਵੇਗ
કોતરણી સમન્વય,ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ
કોતરણી,ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ
કોમણ -ફેલાવો,ਐਂਗੂਲਰ ਫੈਲਾਅ
કોણીય વિસ્થાપન,ਕੋਣੀ ਵਿਸਥਾਪਨ
કોણીય ભૂલ,ਐਂਗਲੇਰ ਐਰਰ
કોણીય આવર્તન,ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ
કોતરણી ગતિ,ਕੋਣੀ ਗਤੀ
કોણીય ગતિ,ਕੋਣੀ ਮੋਸ਼ਨ
કોતરણી વેગ,ਐਂਗਲੇਰ ਵੇਗ
પ્રસન્નતા,ਐਨੀਮੇਸ਼ਨ
એનોડ,ਐਨੋਡ
એનોડ બ batteryણ,ਐਨੋਡ ਬੈਟਰੀ
એનોડ લાક્ષણિકતા,ਐਨੋਡ ਗੁਣ
એનોડ સર્કિટ,ਅਨੋਡ ਸਰਕਟ
એનોડ વિઘટન,ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ
એનોડ કાર્યક્ષમતા,ਐਨੋਡ ਕੁਸ਼ਲਤਾ
એનોડ ઇનપુટ પાવર,ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ
એનોડ મોડ્યુલેશન,ਐਡੀਡ ਦੀ ਵਰਤੋਂ
એન્ટેના,ਐਂਟੀਨਾ
એન્ટેના બીમવિડ્થ,ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ
એન્ટેના,ਐਂਟੀਨਾ ਬੂਸਟਰ
એન્ટેના ચેન્જઓવર સ્વીચ,ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ
કોઇ,ਐਂਟੀਨਾ ਕੋਇਲ
એન્ટેના રૂપરેખાંકન,ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ
એન્ટેના કપડા,ਐਂਟੀਨਾ ਕਪਲਰ
એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ,ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ
એન્ટેના પ્રવાહ,ਐਂਟੀਨਾ ਮੌਜੂਦਾ
એન્ટેના નિર્દેશન લાભ,ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ
એન્ટેના ડુપ્લેક્સર,ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ
એન્ટેના અસરકારક ક્ષેત્ર,ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ
વૈશ્વિક કાર્યક્ષમતા,ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ
એન્ટેના ફીડ,ਐਂਟੀਨਾ ਫੀਡ
એન્ટેના પગની છાપ,ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ
એન્ટેના લાભ,ਐਂਟੀਨਾ ਲਾਭ
એન્ટેના height ંચાઇ,ਐਂਟੀਨਾ ਉਚਾਈ
એન્ટેના અવરોધ,ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ
એન્ટેના,ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ
એન્ટેનાનો દાખલો,ਐਂਟੀਨਾ ਪੈਟਰਨ
એન્ટેના નાવિક,ਐਂਟੀਨਾ ਪਲੇਕਸਰ
એન્ટેના ધ્રુવીકરણ,ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ
એન્ટેના શક્તિ,ਐਂਟੀਨਾ ਪਾਵਰ
એન્ટેના વીજળી લાભ,ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ
એન્ટેના રેડિયેશન પ્રતિકાર,ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ
એન્ટેના પ્રતિક્રિયા,ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ
એન્ટેના પરાવર્તક,ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ
એન્ટેના પ્રતિકાર,ਐਂਟੀਨਾ ਟਾਕਰੇ
એન્ટેના પડઘો આવર્તન,ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ
એન્ટેના અંતર,ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ
એન્ટેના સ્વિચિંગ રૂમ,ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ
એન્ટેના ટ્યુનિંગ કોઇલ,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ
એન્ટેના ટ્યુનિંગ ઝૂંપડી,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ
છિદ્ર,ਅਪਰਚਰ
પ્રાણઘાતક,ਅਪੋਜੀ
અજેતા રોકેટ,ਅਪੋਜੀ ਰਾਕੇਟ
ઉપકરણ,ਉਪਕਰਣ
સ્પષ્ટ,ਸਪੱਸ਼ਟ
સાદડી,ਐਪਲਿਟ
નિયમ,ਐਪਲੀਕੇਸ਼ਨ
આશરે,ਲਗਭਗ
જળસ,Aquive ਹੱਲ
ચાપ,ਆਰਕ
સ્થાપત્ય,ਆਰਕੀਟੈਕਚਰ
ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર,ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ
દફ્તર,ਪੁਰਾਲੇਖ
અંકગણિત કોડિંગ,ਹਿਸਾਬ ਕੋਡਿੰਗ
હાથ,ਆਰਮਚਰ
આર્મચર વિન્ડિંગ,ਆਰਮਟਿ ure ਟਰ ਹਵਾ
કળ,ਐਰੇ
કરચલો,ਅਰੈਸਟਰ
સ્પષ્ટીકરણ,ਬਿਆਨ
આર્ટિફેક્ટ (= આર્ટિફેક્ટ),ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ)
ચડતું,ਚੜ੍ਹਨਾ
પાસા ગુણોત્તર,ਆਕਾਰ ਅਨੁਪਾਤ
ભેગા કરનાર,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
નિશ્ચય,ਜ਼ੋਰ
સોંપણી,ਅਸਾਈਨਮੈਂਟ
નાબૂદ,ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ
અસમપ્રમાણ,ਅਸਮੈਟ੍ਰਿਕਲ
અસુમેળવાળું,ਅਸਿੰਕਰੋਨਸ
વાતાવરણ,ਵਾਤਾਵਰਣ
વાતાવરણીય નુકસાન,ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ
વાતાવરણીય અવાજ,ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ
વાતાવરણ નુ દબાણ,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
વાતાવરણીય પ્રચાર,ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ
વાતાવરણીય તરંગ,ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ
વાતાવરણીય,ਵਾਯੂਮੰਡਲ
અણુ,ਐਟਮ
અણુનું માળખું,ਪ੍ਰਮਾਣੂ ਬਣਤਰ
જોડાણ,ਲਗਾਵ
વ્યવહાલ,ਪਟੀਸ਼ਨ
અંતરચળી,ਅਟੁੱਟ ਨੁਕਸਾਨ
ધ્વનિ તરંગો,ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ
હલકાઈ કરનાર,Attetuator
વિકેન્દ્ર,ਐਟੀਟਨਿਟਰ-ਪੈਡ
શ્રદ્ધાળુ થ્રેશોલ્ડ,ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ
શ્રાવ્ય,ਸੁਣਨਯੋਗ
શ્રાવ્ય આવર્તન,ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ
શિરદર્શક સ્વર,ਸੁਣਨਯੋਗ ਧੁਨ
શિરદર્શક,ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ
શ્રોતા,ਹਾਜ਼ਰੀਨ
Audડિસ,ਆਡੀਓ
Audio ડિઓ એમ્પ્લીફાયર,ਆਡੀਓ ਅਮਲੀਫਾਇਰ
Audio ડિઓ વિશ્લેષક,ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ
Audio ડિઓ બ્રોડકાસ્ટિંગ,ਆਡੀਓ ਪ੍ਰਸਾਰਣ
Audષધિસનું aution ડિઓબલ,ਆਡੀਓ ਕੇਬਲ
શાસ્ત્ર,ਆਡੀਓ ਚੇਨ
કડકા,ਆਡੀਓ ਕੋਡਕ
Audતુ),ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ
કોમ્પ્રેસર,ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ
Audio ડિઓ કન્સોલ,ਆਡੀਓ ਕੰਸੋਲ
Audio ડિઓની વિકૃતિ,ਆਡੀਓ ਵਿਗਾੜ
Dynamડિસ,ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ
Audio ડિઓ ફાઇલ ફોર્મેટ,ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ
Audio ડિઓ ફ્રેમ ફોર્મેટ,ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ
Audio ડિઓ આવર્તન એમ્પ્લીફાયર,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
Audio ડિઓ આવર્તન જનરેટર,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ
Audio ડિઓ આવર્તન શ્રેણી,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ
Audio ડિઓ આવર્તન પ્રતિસાદ,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ
સત્તાધિકારી,ਆਡੀਓ ਸੀਮਾ
Audષધિ,ਆਡੀਓ ਲਾਈਨ
Audડિસર,ਆਡੀਓ ਮਿਕਸਰ
Audio ડિઓ મોડ્યુલેશન,ਆਡੀਓ ਸੰਚਾਲਨ
ઓડિસ -ઓસિલેટર,ਆਡੀਓ c ਸਿਲੇਟਰ
Audio ડિઓ આઉટપાત,ਆਡੀਓ ਆਉਟਪੁੱਟ
Auth ડિઓ સત્તાની સત્તા,ਆਡੀਓ ਪਾਵਰ
કવિતા,ਆਡੀਓ ਕੁਆਲਟੀ
શ્રદ્ધા,ਆਡੀਓ ਸਿਗਨਲ
Audio ડિઓ સિગ્નલ પ્રક્રિયા,ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
Audio ડિઓ સ્પેક્ટ્રમ,ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ
Audio ડિઓ સંગ્રહ,ਆਡੀਓ ਸਟੋਰੇਜ
Audડિસ,ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ
ઈડનીસ પરિશ્રમ,ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ
Audio ડિઓ ટ્રાન્સમીટર,ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ
Audio ડિઓ/વિડિઓ કમ્પ્રેશન,ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ
Audડ-આવર્તન ઓસિલેટર,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ
પુનરાવર્તન સંકેત,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
કવિતા,ਆਡੀਓਮੈਟਰੀ
વિઝ્યુઅલી સહાય,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ
ઉપદેશની ધારણા,ਆਡੀਟਰੀ ਧਾਰਨਾ
પ્રમાણીકરણ,ਪ੍ਰਮਾਣਿਕਤਾ
અધિકૃત વાહક આવર્તન,ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ
ઓટો કેડ,ਆਟੋ ਕੈਡ
સ્વત -નિદાન,ਆਟੋ ਨਿਦਾਨ
સ્વચાલિત,ਆਟੋਮੈਟਿਕ
સ્વચાલિત નિયંત્રણ,ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ
સ્વચાલિત તપાસ,ਆਟੋਮੈਟਿਕ ਖੋਜ
સ્વચાલિત સાધનો,ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ
સ્વચાલિત આવર્તન નિયંત્રણ,ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ
સ્વચાલિત મર્યાદા,ਆਟੋਮੈਟਿਕ ਸੀਮਾ
સ્વચાલિત યંત્ર,ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ
આપમેળે phાંકણું નિયંત્રણ,ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ
સ્વચાલિત ચિત્ર પ્રસારણ,ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ
સ્વચાલિત પ્લેબેક,ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ
સ્વચાલિત વીજળી નિયંત્રણ,ਆਟੋਮੈਟਿਕ ਪਾਵਰ ਕੰਟਰੋਲ
સ્વચાલિત કાર્યક્રમ,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
