Odiya,Punjabi
ତୀବ୍ର କୋଣିଆ ତ୍ରିରଙ୍ଗା |,ਤੀਬਰ ਕੋਣ ਵਾਲਾ ਤਿਕੋਣ
acyclic,acyclic
ଯୋଡନ୍ତୁ |,ਸ਼ਾਮਲ ਕਰੋ
ଆଡର୍,ਜੋੜਨ ਵਾਲਾ
ଯୋଗ,ਇਸ ਤੋਂ ਇਲਾਵਾ
ଯୋଗ ସୂତ୍ର,ਜੋੜ ਫਾਰਮੂਲਾ
ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକର ଯୋଗ |,ਗੁੰਝਲਦਾਰ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ
କାର୍ଯ୍ୟଗୁଡ଼ିକର ଯୋଗ,ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ
ମାଟ୍ରିକ୍ସର ଯୋଗ,ਮੈਟ੍ਰਿਕਸ ਦੇ ਜੋੜ
ବହୁଭାଷୀ ଯୋଗ |,ਬਹੁਪਦ ਦਾ ਜੋੜ
ସମ୍ଭାବ୍ୟତାର ଯୋଗ |,ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ
ଭେକ୍ଟର ଯୋଗ,ਵੈਕਟਰ ਦਾ ਜੋੜ
ଯୋଗ ତତ୍ତ୍ୱ,ਵਾਧੂ ਪ੍ਰਮੇਯ
ଯୋଗୀ ଗୋଷ୍ଠୀ |,additive ਗਰੁੱਪ
ଯୋଗୀ ଓଲଟା |,additive ਉਲਟ
ଯୋଗୀ ସମ୍ପତ୍ତି |,additive ਸੰਪਤੀ
ଯୋଗୀତା |,additivity
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ
ସଂଲଗ୍ନ,ਨੇੜੇ
ସଂଲଗ୍ନ କୋଣ,ਨੇੜੇ ਦੇ ਕੋਣ
ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |,ਨੇੜੇ ਦਾ ਸਿਰਾ
ସଂଲଗ୍ନ,ਨਾਲ ਜੁੜੋ
ସଂଲଗ୍ନ,ਨਾਲ ਲੱਗਦੇ
ନିର୍ଣ୍ଣୟକାରୀ,ਸੰਜੋਗ ਨਿਰਧਾਰਕ
ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ,ਸੰਜੋਗ ਵਿਭਿੰਨ ਸਮੀਕਰਨ
ସମୀକରଣ,ਸੰਜੋਗ ਸਮੀਕਰਨ
ମ୍ୟାଟ୍ରିକ୍ସ ଯୋଡନ୍ତୁ |,ਸੰਜੋਗ ਮੈਟ੍ਰਿਕਸ
ମାଟ୍ରିକ୍ସର ଯୋଗ,ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ
ମ୍ୟାଟ୍ରିକ୍ସ ଆଡୁଗେଟ୍ କରନ୍ତୁ |,ਨਿਰਣਾਇਕ ਮੈਟ੍ਰਿਕਸ
ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ,ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ
ଗ୍ରହଣୀୟ ଅନୁମାନ,ਮੰਨਣਯੋਗ ਪਰਿਕਲਪਨਾ
ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |,ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ
ଏରୋଡାଇନାମିକ୍ସ |,ਐਰੋਡਾਇਨਾਮਿਕਸ
ଆଫାଇନ୍ ଜ୍ୟାମିତି |,affine ਜਿਓਮੈਟਰੀ
ଆଫାଇନ୍ ମ୍ୟାପିଙ୍ଗ୍ |,affine ਮੈਪਿੰਗ
ଆଫାଇନ୍ ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |,affine ਪਰਿਵਰਤਨ
ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |,ਵੇਰੀਏਬਲ ਇਕੱਠੇ ਕਰਨਾ
ବୀଜ ବିବେଚନା,ਅਲਜਬਰਾ
ବୀଜ ବର୍ଣ୍ଣିତ ଭାବରେ ବନ୍ଦ |,ਬੀਜਗਣਿਤ ਬੰਦ
ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ବୀଜ ବର୍ଣ୍ଣନା,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |,ਬੀਜਗਣਿਤ ਰੂਪ
ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ,ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ
ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |,ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ
ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |,ਬੀਜਗਣਿਤ ਗੁਣਾ
ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |,ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ
ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |,ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ
ବଣ୍ଟନ ସମସ୍ୟା,ਵੰਡ ਸਮੱਸਿਆ
ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |,ਵਰਣਮਾਲਾ ਸੰਕੇਤ
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
ବିକଳ୍ପ କୋଣ,ਵਿਕਲਪਕ ਕੋਣ
ବିକଳ୍ପ ଫର୍ମ |,ਬਦਲਵੇਂ ਰੂਪ
ବିକଳ୍ପ ଗୋଷ୍ଠୀ,ਬਦਲਵੇਂ ਸਮੂਹ
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ
ବିକଳ୍ପ କ୍ରମ |,ਬਦਲਵੀਂ ਲੜੀ
ବିକଳ୍ପ ଅନୁମାନ,ਵਿਕਲਪਕ ਅਨੁਮਾਨ
ବିକଳ୍ପ ଅପ୍ଟିମା |,ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ
ବିକଳ୍ପ ଫଳାଫଳ |,ਵਿਕਲਪਕ ਨਤੀਜਾ
ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |,ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
ବିଶ୍ଳେଷଣ |,ਵਿਸ਼ਲੇਸ਼ਣ
କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |,ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |,ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ
ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ,ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ
କୋଣ,ਕੋਣ
ଯୋଗାଯୋଗ କୋଣ,ਸੰਪਰਕ ਦਾ ਕੋਣ
ବିଘ୍ନର କୋଣ |,ਭਟਕਣ ਦਾ ਕੋਣ
ଉଦାସୀନତାର କୋଣ,ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ
ବିଘ୍ନର କୋଣ |,ਭਟਕਣ ਦਾ ਕੋਣ
ବିଭାଜନର କୋଣ |,ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ
ଉଚ୍ଚତାର କୋଣ,ਉਚਾਈ ਦਾ ਕੋਣ
ଘଟଣାର କୋଣ,ਘਟਨਾ ਦਾ ਕੋਣ
ପ୍ରୋଜେକ୍ଟର କୋଣ,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ
ପ୍ରତିଫଳନ କୋଣ,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
ପ୍ରତିଫଳନ କୋଣ,ਅਪਵਰਤਨ ਦਾ ਕੋਣ
ଘୂର୍ଣ୍ଣନ କୋଣ,ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ
ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |,ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
କୋଣାର୍କ ତ୍ୱରଣ |,ਕੋਣੀ ਪ੍ਰਵੇਗ
କୋଣାର୍କ ଗତି |,ਕੋਣੀ ਗਤੀ
କୋଣାର୍କ ଗତି,ਕੋਣੀ ਗਤੀ
କୋଣାର୍କ ବେଗ |,ਕੋਣੀ ਵੇਗ
annulus,ਐਨੁਲਸ
ଉତ୍ତର ଦିଅ,ਜਵਾਬ
ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |,ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ
ପ୍ରଯୁଜ୍ୟ |,ਲਾਗੂ ਹੈ
ପ୍ରୟୋଗ,ਐਪਲੀਕੇਸ਼ਨ
ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,ਲਾਗੂ ਗਣਿਤ
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,ਲਾਗੂ ਅੰਕੜੇ
ପାଖାପାଖି,ਲਗਭਗ
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
ଆନୁମାନିକ ପଦ୍ଧତି |,ਅੰਦਾਜ਼ਨ ਢੰਗ
ଆନୁମାନିକ ସମାଧାନ,ਅੰਦਾਜ਼ਨ ਹੱਲ
ଆନୁମାନିକ ସମସ୍ୟା,ਲਗਭਗ ਸਮੱਸਿਆ
ଆନୁମାନିକ ସମ୍ପତ୍ତି,ਲਗਭਗ ਸੰਪਤੀ
ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |,ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ
ଅର୍ଗାନ୍ ଚିତ୍ର |,Argand ਚਿੱਤਰ
ମନଇଚ୍ଛା ମନୋନୀତ |,ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ
ଇଚ୍ଛାଧୀନ |,ਮਨਮਾਨੀ
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,ਆਪਹੁਦਰੇ ਸਥਿਰ
ଇଚ୍ଛାଧୀନ ଉପାଦାନ |,ਆਪਹੁਦਰੇ ਤੱਤ
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,ਮਨਮਾਨੀ ਬਿੰਦੂ
ଆର୍କେମିଡିଆନ୍ ନିୟମ |,ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ
ଆର୍କିମିଡିସ୍ ନୀତି |,ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ
ଆର୍କ ଲମ୍ବ |,ਚਾਪ ਦੀ ਲੰਬਾਈ
ବୃତ୍ତର ଆର୍କ |,ਚੱਕਰ ਦਾ ਚਾਪ
ଆର୍କ ସାଇନ ବଣ୍ଟନ |,ਚਾਪ ਸਾਇਨ ਵੰਡ
ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ,ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ
କ୍ଷେତ୍ର,ਖੇਤਰ
ଆରେଲ୍ ଟେକ୍ସଚର୍ |,ਖੇਤਰੀ ਬਣਤਰ
ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି,ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ
ଗାଣିତିକ ଅର୍ଥ |,ਗਣਿਤ ਦਾ ਮਤਲਬ
ଗାଣିତିକ କାର୍ଯ୍ୟ,ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ
ଗାଣିତିକ ଏକକ,ਗਣਿਤ ਦੀ ਇਕਾਈ
ବ୍ୟବସ୍ଥା,ਪ੍ਰਬੰਧ
ଆରେ,ਐਰੇ
କୃତ୍ରିମ ଉପଗ୍ରହ |,ਨਕਲੀ ਸੈਟੇਲਾਈਟ
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,ਨਕਲੀ ਵੇਰੀਏਬਲ
ଆରୋହଣ,ਚੜ੍ਹਨਾ
ଆରୋହଣ,ਵੱਧਦੇ ਹੋਏ
ତୀବ୍ରତାର କ୍ରମ,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
ଆରୋହଣ କ୍ରମ |,ਚੜ੍ਹਦੀ ਲੜੀ
ଏକତ୍ରକାରୀ ଭାଷା |,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା,ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ
ସହଯୋଗୀ ନିୟମ |,ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
ସହଯୋଗୀତା |,ਸੰਗਤ
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,ਮਤਲਬ ਮੰਨਿਆ
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
ଅନୁମାନ,ਧਾਰਨਾ
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ਜੋਤਿਸ਼
ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର,ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,ਖਗੋਲ ਵਿਗਿਆਨੀ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,ਖਗੋਲੀ ਘੜੀ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,ਖਗੋਲ ਵਿਗਿਆਨ
ଅସୀମିତ ବକ୍ର,ਅਸਮਿਤ ਵਕਰ
ଅସୀମତା |,ਅਸਮਿਤੀ
asymptote,asymptote
ଅସ୍ମିପଟୋଟିକ୍ |,asymptotic
ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |,asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ
ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |,asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ
ଅସ୍ମିତିକ ଆଚରଣ |,asymptotic ਵਿਵਹਾਰ
ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,asymptotic ਵੰਡ ਫੰਕਸ਼ਨ
ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |,asymptotic ਵਿਸਥਾਰ
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
ଅନିୟମିତତାରେ |,ਬੇਤਰਤੀਬੇ &#39;ਤੇ
ଗୁଣ,ਵਿਸ਼ੇਸ਼ਤਾ
ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା,ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ
ଅଟୋକୋଭାରିଆନ୍ସ |,autocovariance
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
ଆତ୍ମସମ୍ମାନ,ਆਟੋਰਿਗਰੇਸ਼ਨ
ସହାୟକ ସମୀକରଣ,ਸਹਾਇਕ ਸਮੀਕਰਨ
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର),ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ)
axiom,axiom
ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |,ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ
ସମ୍ଭାବ୍ୟତାର axiom |,ਸੰਭਾਵਨਾ ਦਾ axiom
ଅକ୍ଷ,ਧੁਰਾ
ଅବସିସା ର ଅକ୍ଷ |,abscissa ਦਾ ਧੁਰਾ
ପୃଥିବୀର ଅକ୍ଷ,ਧਰਤੀ ਦੀ ਧੁਰੀ
ବିପ୍ଳବର ଅକ୍ଷ,ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ
ସ୍ପିନ୍ ର ଅକ୍ଷ |,ਸਪਿਨ ਦਾ ਧੁਰਾ
ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ,ਵਾਪਸ-ਸਥਾਪਨਾ
ପଛୁଆ ପାର୍ଥକ୍ୟ |,ਪਿਛਲਾ ਫਰਕ
ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |,ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ
ସନ୍ତୁଳନ,ਸੰਤੁਲਨ
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
ତୂଳନା ପତ୍ର,ਸੰਤੁਲਨ ਸ਼ੀਟ
ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |,ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ
ବାଲିଷ୍ଟିକ୍,ਬੈਲਿਸਟਿਕਸ
ଦଣ୍ଡିକା,ਪੱਟੀ
ଆଧାର,ਅਧਾਰ
ମୂଳ କୋଣ,ਅਧਾਰ ਕੋਣ
ଲୋଗାରିଦମର ଆଧାର |,ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ
ମ basic ଳିକ,ਬੁਨਿਆਦੀ
ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |,ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ
ମ basic ଳିକ ସମାଧାନ |,ਬੁਨਿਆਦੀ ਹੱਲ
ମ basic ଳିକ ଭେରିଏବଲ୍ |,ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ
ଆଧାର,ਆਧਾਰ
ଆଧାର ଉପାଦାନ |,ਆਧਾਰ ਤੱਤ
ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |,ਆਧਾਰ ਮੈਟਰਿਕਸ
ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |,ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ
ବାଏସିଆନ୍ ଆକଳନ |,ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ
ବାଇସ୍ ନିୟମ |,ਬੇਸ ਦਾ ਕਾਨੂੰਨ
ବାଇସ୍ ଥିଓରେମ୍ |,ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ
ବର୍ନୁଲି ବଣ୍ଟନ |,ਬਰਨੌਲੀ ਵੰਡ
ବର୍ନୁଲି ସଂଖ୍ୟା |,ਬਰਨੌਲੀ ਨੰਬਰ
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |,ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ
ବେରୀ କାର୍ଯ୍ୟ,ਬੇਰੀ ਫੰਕਸ਼ਨ
ସର୍ବୋତ୍ତମ ଫିଟ୍ |,ਵਧੀਆ ਫਿੱਟ
ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |,ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ
ସର୍ବୋତ୍ତମ ସମାଧାନ |,ਵਧੀਆ ਹੱਲ
ସର୍ବୋତ୍ତମ ରଣନୀତି |,ਵਧੀਆ ਰਣਨੀਤੀਆਂ
ବିଟା ବଣ୍ଟନ |,ਬੀਟਾ ਵੰਡ
ପକ୍ଷପାତ,ਪੱਖਪਾਤ
ପକ୍ଷପାତ ଅନୁମାନ |,ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ
ବିହାରମୋନିକ୍ ସମୀକରଣ |,biharmonic ਸਮੀਕਰਨ
bijection,ਦੋਭਾਗ
ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର,ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ
ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |,ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ
ବିଲିନାର୍ ଫର୍ମ |,ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ
ବିଲିନାର୍ ଫଙ୍କସନ୍,ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ
ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |,ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ
ବାଇନାରୀ,ਬਾਈਨਰੀ
ବାଇନାରୀ କୋଡ୍ |,ਬਾਈਨਰੀ ਕੋਡ
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
ବାଇନାରୀ କୋଡିଂ |,ਬਾਈਨਰੀ ਕੋਡਿੰਗ
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ
ବାଇନାରୀ ଅଙ୍କ,ਬਾਈਨਰੀ ਅੰਕ
ବାଇନାରୀ ଅପରେସନ୍ |,ਬਾਈਨਰੀ ਕਾਰਵਾਈ
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,ਬਾਈਨਰੀ ਸਿਸਟਮ
ବାଇନାରୀ ଭେରିଏବଲ୍ |,ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
