Tamil,Punjabi
ஆர்வலர்,ਕਾਰਜਕਰਤਾ
கடவுளின் செயல்,ਰੱਬ ਦਾ ਕੰਮ
தவறான நடத்தை செயல்,ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ
கமிஷன் மற்றும் விடுபடுதல் சட்டம்,ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ
உண்மையான,ਅਸਲ
உண்மையான,ਅਸਲ
தழுவல்,ਅਨੁਕੂਲਤਾ
கூடுதலாக,ਜੋੜ
கூடுதல் கட்டணம்,ਅਤਿਰਿਕਤ ਚਾਰਜ
கூடுதல் நிதி,ਵਾਧੂ ਫੰਡ
கூடுதல் மானியம்,ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ
கூடுதல் தகவல்,ਵਧੀਕ ਜਾਣਕਾਰੀ
கூடுதல் ஊதியம்,ਵਾਧੂ ਤਨਖਾਹ
கூட்டல் மற்றும் மாற்றம்,ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ
முகவரி,ਪਤਾ
முகவரி,ਐਡਰੈਸਸ
வரவேற்பின் முகவரி,ਸਵਾਗਤ ਦਾ ਪਤਾ
போதுமானது,ਕਾਫ਼ੀ
பின்பற்றவும்,ਦਾ ਪਾਲਣ ਕਰੋ
தற்காலிக,ਐਡ ਹੋਕ
தற்காலிக உரிமைகோரல்,ਐਡਹਕ ਕਲੇਮ
தற்காலிக குழு,ਐਡਹੌਕ ਕਮੇਟੀ
தற்காலிக அதிகரிப்பு,ਐਡਹੌਕ ਵਾਧਾ
தற்காலிக கட்டணம்,ਐਡਹੌਕ ਭੁਗਤਾਨ
அருகில்,ਨਾਲ ਲੱਗਦੀ
அருகிலுள்ள (= தொடர்ச்சியான),ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ)
ஒத்திவைப்பு,ਮੁਲਤਵੀ
ஒத்திவைப்பு இயக்கம்,ਮੁਲਤਵੀ ਮੋਸ਼ਨ
தீர்ப்பளிக்கவும்,ਇਜਾਜ਼ਤ
தீர்ப்பளிக்கவும்,ਨਿਰਣਾਇਕ
தீர்ப்பு,ਨਿਰਣਾ
தீர்ப்பாளர்,ਨਿਰਣਾਇਕ
சரிசெய்தல்,ਵਿਵਸਥਾ
நிர்வாகி,ਪ੍ਰਬੰਧਿਤ
சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்,ਸਹੁੰ ਪ੍ਰਬੰਧ
நிர்வாகம்,ਪ੍ਰਸ਼ਾਸਨ
நீதி நிர்வாகம்,ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ
நிர்வாக,ਪ੍ਰਬੰਧਕੀ
நிர்வாக நடவடிக்கை,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
நிர்வாக மதிப்பீடு,ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ
நிர்வாக ஒப்புதல்,ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ
நிர்வாக அதிகாரம்,ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ
நிர்வாக கட்டுப்பாடு,ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ
நிர்வாக முடிவு,ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ
நிர்வாகத் துறை,ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ
நிர்வாகத் தலைவர்,ਪ੍ਰਬੰਧਕੀ ਸਿਰ
நிர்வாக தலைமையகம்,ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ
நிர்வாக நடவடிக்கைகள்,ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ
நிர்வாக சக்தி,ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ
நிர்வாக அனுமதி,ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ
நிர்வாக நுட்பம்,ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ
நிர்வாக தீர்ப்பாயம்,ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ
ஒப்புதல்,ਮੰਨਣਯੋਗਤਾ
ஏற்றுக்கொள்ளக்கூடிய செலவு,ਮੰਨਣਯੋਗ ਖਰਚ
அனுமதிக்கவும்,ਮੰਨ ਲਓ
அட்டை சேர்க்கவும்,ਐਡਮਿਟ ਕਾਰਡ
ஒப்புக்கொள்ளப்பட்டது,ਦਾਖਲ
அறிவுறுத்துங்கள்,ਅਸ਼ੁੱਧ
தத்தெடுப்பவர்,ਗੋਦ
தத்தெடுப்பவர்,ਗੋਣਾਟਰ
தத்தெடுப்பு,ਗੋਦ ਲੈਣਾ
வயது வந்தோர்,ਬਾਲਗ
கலப்படம்,ਵਿਭਚਾਰ
விபச்சாரம்,ਵਿਭਚਾਰ
வயதுவந்தோர் உரிமை,ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ
விளம்பர மதிப்பீட்டு கடமை,ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ
முன்கூட்டியே,ਪੇਸ਼ਗੀ
முன்கூட்டியே முன்பதிவு,ਐਡਵਾਂਸ ਬੁਕਿੰਗ
முன்கூட்டியே நகல்,ਐਡਵਾਂਸ ਕਾਪੀ
அட்வான்ஸ் அதிகரிப்பு,ਪੇਸ਼ਗੀ ਵਾਧਾ
முன் பணம்,ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ
பாதகமான நுழைவு,ਗਲਤ ਪ੍ਰਵੇਸ਼
பாதகமான கருத்துக்கள்,ਗਲਤ ਟਿੱਪਣੀ
பாதகமான அறிக்கை,ਗਲਤ ਰਿਪੋਰਟ
விளம்பரம்,ਇਸ਼ਤਿਹਾਰ
ஆலோசனை,ਸਲਾਹ
கட்டண ஆலோசனை,ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ
ஆலோசனை குழு,ਸਲਾਹਕਾਰ ਕਮੇਟੀ
ஆலோசனை கவுன்சில்,ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ
வக்கீல்,ਐਡਵੋਕੇਟ
விவகாரங்கள்,ਮਾਮਲੇ
பிரமாணப் பத்திரம்,ਹਲਫੀਆ ਬਿਆਨ
இணைப்பு,ਮਾਨਤਾ
உறுதிப்படுத்தல்,ਪੁਸ਼ਟੀਕਰਣ
உறுதியான,ਸਕਾਰਾਤਮਕ
வாங்க,ਬਰਦਾਸ਼ਤ
மேற்கூறிய,ਉਪਰੋਕਤ
புதிதாக,ਅਫਰੇਸ਼
எதிராக,ਦੇ ਵਿਰੁੱਧ
வயது,ਉਮਰ
வயது சான்றிதழ்,ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ
வாக்குரிமைக்கான வயது,ਦੁਖੀ ਲਈ ਉਮਰ
வயது எல்லை,ਉਮਰ ਸੀਮਾ
ஏஜென்சி,ਏਜੰਸੀ
நிகழ்ச்சி நிரல்,ਏਜੰਡਾ
ஓய்வூதிய வயது,ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ
மேலதிக வயது,ਪੂਰਕ ਦੀ ਉਮਰ
திரட்டுதல்,ਇਕੱਤਰਤਾ
வேதனைக்குள்ளானது,ਦੁਖਦਾਈ
கிளர்ச்சி,ਅੰਦੋਲਨ
ஏஜிஎம்,ਏਜੀਐਮ
ஒப்பந்தம்,ਸਮਝੌਤਾ
ஒப்பந்த படிவம்,ਸਮਝੌਤਾ ਫਾਰਮ
வேளாண்மை,ਖੇਤੀ ਬਾੜੀ
வேளாண் தொழில்,ਖੇਤੀ-ਉਦਯੋਗ
உதவி,ਸਹਾਇਤਾ
அலாரம்,ਅਲਾਰਮ
விழிப்புணர்வு,ਚੇਤਾਵਨੀ
மாற்றுப்பெயர்,ਉਪਨਾਮ
குற்றச்சாட்டு,ਇਲਜ਼ਾਮ
விசுவாசம்,ਵਫ਼ਾਦਾਰੀ
கூட்டணி,ਗਠਜੋੜ
தொடர்புடைய சேவைகள்,ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ
அனைத்து உள்ளடக்கிய செலவு,ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ
அகில இந்திய சேவைகள்,ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ
ஒதுக்கீடு,ਅਲਾਟਮੈਂਟ
ஒதுக்கீடு,ਅਲਾਟਮੈਂਟ
ஒதுக்கீட்டு கடிதம்,ਅਲਾਟਮੈਂਟ ਪੱਤਰ
ஒதுக்கீடு,ਅਲਾਟੀਟੀ
அனுமதிக்கக்கூடியது,ਮਨਜ਼ੂਰ
அனுமதிக்கக்கூடிய செலவுகள்,ਮਨਜ਼ੂਰ ਖਰਚੇ
மேல்முறையீட்டை அனுமதிக்கவும்,ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ
கொடுப்பனவு,ਭੱਤਾ
அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை,ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ
அகரவரிசை வரிசை,ਵਰਣਮਾਲਾ ਕ੍ਰਮ
வாக்குவாதம்,ਗਰੈਟਰਕੇਸ਼ਨ
மாற்று,ਵਿਕਲਪਿਕ
மாற்று,ਵਿਕਲਪਿਕ
ஒருங்கிணைப்பு,ਏਕੀਕਰਨ
திருத்தப்பட்ட வரைவு,ਸੋਧਿਆ ਖਰੜਾ
திருத்தம்,ਸੋਧ
வசதி,ਸਹੂਲਤ
இணக்கமான,ਅਮਲ
வெடிமருந்து,ਬਾਰੂਦ
கடனின் கடன்தொகை,ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ
தொகை,ਦੀ ਰਕਮ
ஓய்வூதியத்தின் அளவு,ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ
ஒப்பீட்டு இடுகை,ਸਮਾਨ ਪੋਸਟ
பகுப்பாய்வு,ਵਿਸ਼ਲੇਸ਼ਣ
பகுப்பாய்வு ஆய்வு,ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ
மூதாதையர்,ਪੂਰਵਜ
துணை தொழில்,ਸਹਾਇਕ ਉਦਯੋਗ
பகை,ਵੈਰ
இணைப்பு,ਅਨੁਲੱਗ
ஆண்டு,ਵਰ੍ਹੇਗੰ
அறிவிப்பு,ਘੋਸ਼ਣਾ
எரிச்சல்,ਨਾਰਾਜ਼ਗੀ
ஆண்டு நிதி அறிக்கை,ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ
ஆண்டு அறிக்கை,ਸਾਲਾਨਾ ਰਿਪੋਰਟ
ஆண்டு,ਐਨੂਅਟੀ
அநாமதேய,ਅਗਿਆਤ
அநாமதேய புகார்,ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ
பதில்,ਜਵਾਬ
விடைத்தாள்,ਜਵਾਬ ਸ਼ੀਟ
எதிரி,ਵਿਰੋਧੀ
முன்னோடிகள்,ਅਨੌਖੇ
எதிர்பார்க்கப்பட்ட செலவு,ਅਨੁਮਾਨਤ ਖਰਚੇ
எதிர்பார்க்கப்பட்ட வருமானம்,ਅਨੁਮਾਨਤ ਆਮਦਨੀ
எதிர்பார்ப்பு,ਉਮੀਦ
எதிர்பார்ப்பு ஜாமீன்,ਅਗਾ .ਂ ਜ਼ਮਾਨਤ
ஊழல் எதிர்ப்பு நடவடிக்கை,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ
டம்பிங் எதிர்ப்பு,ਐਂਟੀ-ਡੰਪਿੰਗ
பழங்கால,ਪੁਰਾਣੀ
நிறவெறி,ਨਸਲਵਾਦ
அக்கறையின்மை,ਉਦਾਸੀ
உச்ச உடல்,ਸੁਪਰੀਮ ਬਾਡੀ
மன்னிப்பு,ਮੁਆਫੀ
மேல்முறையீடு,ਅਪੀਲ
தோற்றம்,ਦਿੱਖ
திருப்தி,ਭੁੱਖ
மேல்முறையீட்டு தீர்ப்பாயம்,ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ
பின் இணைப்பு,ਅੰਤਿਕਾ
சாதனம்,ਉਪਕਰਣ
பொருந்தும்,ਲਾਗੂ
விண்ணப்பதாரர்,ਬਿਨੈਕਾਰ
விண்ணப்பம்,ਐਪਲੀਕੇਸ਼ਨ
விண்ணப்ப படிவம்,ਅਰਜ਼ੀ ਫਾਰਮ
பயன்படுத்தப்பட்டது,ਲਾਗੂ ਕੀਤਾ
விண்ணப்பிக்கவும்,ਲਾਗੂ ਕਰੋ
நியமிக்கப்பட்டவர்,ਨਿਯੁਕਤ
அதிகாரத்தை நியமித்தல்,ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ
நியமனம்,ਨਿਯੁਕਤੀ
நியமனம் கடிதம்,ਮੁਲਾਕਾਤ ਪੱਤਰ
அமைச்சரவையின் நியமனங்கள் குழு,ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ
ஊதியப் பகிர்வு,ਤਨਖਾਹ ਦੀ ਵੰਡ
மதிப்பீடு,ਮੁਲਾਂਕਣ
மதிப்பீட்டாளர்,ਮੁਲਾਂਕਣ
பாராட்டு,ਕਦਰ
அச்சம்,ਖਦਸ਼ਾ
பயிற்சி,ਅਪ੍ਰੈਂਟਿਸ
அணுகுமுறை,ਪਹੁੰਚ
பொருத்தமானது,ਉਚਿਤ
பொருத்தமான நடவடிக்கை,ਉਚਿਤ ਕਾਰਵਾਈ
பொருத்தமான தலை,ਉਚਿਤ ਸਿਰ
ஒதுக்கீடு,ਨਿਰਧਾਰਤ
ஒப்புதல்,ਮਨਜ਼ੂਰੀ
தோராயமான,ਲਗਭਗ
ஆப்டிட்யூட் சோதனை,ਯੋਗਤਾ ਟੈਸਟ
தன்னிச்சையானது,ਮਨਮਾਨੀ
நடுவர்,ਆਰਬਿਟਰੇਟ
நடுவர்,ਆਰਬਿਟਰੇਸ਼ਨ
நடுவர் தீர்ப்பாயம்,ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ
நடுவர்,ਆਰਬਿਟਰੇਟਰ
கட்டிடக்கலை,ਆਰਕੀਟੈਕਚਰ
காப்பகங்கள்,ਪੁਰਾਲੇਖ
பகுதி,ਖੇਤਰ
பகுதி தலைமையகம்,ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ
வாதம்,ਦਲੀਲ
எழும்,ਪੈਦਾ
ஆயுத படைகள்,ਸੁਰਖਿਆ ਬਲ
ஏற்பாடு,ਪ੍ਰਬੰਧ
நிலுவைத் தொகை,ਬਰੀਅਰ
நிலுவைத் அறிக்கை,ਅਰੇਅਰ ਬਿਆਨ
வருகை அறிக்கை,ਆਗਮਨ ਰਿਪੋਰਟ
ஆணவம்,ਹੰਕਾਰ
அர்செனல்,ਅਰਸੇਨਲ
கட்டுரை,ਲੇਖ
சங்கத்தின் கட்டுரைகள்,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ
கட்டுரைகள்,ਲੇਖ
ஏறுவரிசை ஒழுங்கு,ਚੜ੍ਹਦੇ ਕ੍ਰਮ
தெரிந்து கொள்ளுங்கள்,ਪਤਾ ਲਗਾਓ
எங்கே இருக்கிறது,ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ
அம்சம்,ਪਹਿਲੂ
ஆவேசம்,ਦਾਖਲਾ
படுகொலை,ਕਤਲ
தாக்குதல்,ਹਮਲਾ
ஒன்றுகூடு,ਇਕੱਠਾ ਕਰਨ ਯੋਗ
சட்டசபை,ਅਸੈਂਬਲੀ
ஒப்புதல்,ਸਹਿਮਤੀ
உறுதிப்படுத்தவும்,ਦਾਅਵਾ ਕਰੋ
மதிப்பீட்டாளர்,ਮੁਲਾਂਕਣ
மதிப்பீடு,ਮੁਲਾਂਕਣ
மதிப்பீட்டு ஆண்டு,ਮੁਲਾਂਕਣ ਸਾਲ
மதிப்பீட்டாளர்,ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
சொத்துக்கள்,ਸੰਪਤੀ
ஒதுக்கப்பட்டவர்,Assigneee
ஒதுக்கீடு,ਅਸਾਈਨਮੈਂਟ
ஒதுக்குபவர்,ਅਸਾਈਨਟਰ
உதவி,ਸਹਾਇਤਾ
இணை,ਸਹਿਯੋਗੀ
தொடர்பு,ਐਸੋਸੀਏਸ਼ਨ
கட்டணம் அனுமானம்,ਚਾਰਜ ਦੀ ਧਾਰਨਾ
உத்தரவாதம்,ਭਰੋਸਾ
உத்தரவாத நிறுவனம்,ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ
உறுதி,ਭਰੋਸਾ
தள்ளுபடியில்,ਛੂਟ 'ਤੇ
அணு சக்தி,ਪਰਮਾਣੂ ਸ਼ਕਤੀ
சமமாக,ਬਰਾਬਰ ਵਿਚ
பிரீமியத்தில்,ਪ੍ਰੀਮੀਅਮ 'ਤੇ
இணைக்கவும்,ਅਟੈਚ ਕਰੋ
இணைக்கப்பட்ட அலுவலகம்,ਨੱਥੀ ਦਫ਼ਤਰ
இணைப்பு,ਲਗਾਵ
இணைப்பு வரிசை,ਅਟੈਚਮੈਂਟ ਆਰਡਰ
அடைதல்,ਪ੍ਰਾਪਤੀ
முயற்சி,ਕੋਸ਼ਿਸ਼
வருகை,ਹਾਜ਼ਰੀ
வருகை பதிவு,ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ
வருகை சீட்டு,ਹਾਜ਼ਰੀ ਤਿਲਕ
கவனம்,ਧਿਆਨ
சான்றளித்தல்,ਤਸਦੀਕ
சான்றளிக்கப்பட்ட நகல்,ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ
அணுகுமுறை,ਰਵੱਈਆ
கவர்ச்சிகரமான சம்பளம்,ਆਕਰਸ਼ਕ ਤਨਖਾਹ
ஏலம்,ਨਿਲਾਮੀ
ஏலதாரர்,ਨਿਲਾਮੀ
ஏல விற்பனை,ਨਿਲਾਮੀ ਵਿਕਰੀ
பார்வையாளர்கள்,ਹਾਜ਼ਰੀਨ
ஆடியோ-காட்சி காட்சி,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ
ஆடியோ காட்சி விளம்பரம்,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ
தணிக்கை,ਆਡਿਟ
தணிக்கை செய்யப்பட்ட கணக்குகள்,ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ
தணிக்கை செய்யப்பட்ட இருப்புநிலை,ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ
தணிக்கை,ਆਡਿਟਿੰਗ
தணிக்கை ஆட்சேபனை,ਆਡਿਟ ਇਤਰਾਜ਼
தணிக்கையாளரின் அறிக்கை,ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ
ஆடிட்டோரியம்,ਆਡੀਟੋਰੀਅਮ
தணிக்கை பத்தி,ਆਡਿਟ ਪੈਰਾ
தணிக்கை அறிக்கை,ਆਡਿਟ ਰਿਪੋਰਟ
சிக்கன நடவடிக்கை,ਤਪੱਸਿਆ
சிக்கன நடவடிக்கை,ਤਪੱਸਿਆ ਉਪਾਅ
உண்மையான,ਪ੍ਰਮਾਣਿਕ
அங்கீகரிக்கப்பட்ட பிரதிநிதி,ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ
அதிகாரப்பூர்வ,ਅਧਿਕਾਰਤ
அதிகாரம்,ਅਧਿਕਾਰ
அதிகார கடிதம்,ਅਥਾਰਟੀ ਅੱਖਰ
அங்கீகாரம் பெற்றவர்,ਅਧਿਕਾਰਤ
அங்கீகரிக்கப்பட்ட மூலதனம்,ਅਧਿਕਾਰਤ ਪੂੰਜੀ
தானியங்கி,ਆਟੋਮੈਟਿਕ
தன்னாட்சி,ਖੁਦਮੁਖਤਿਆਰੀ
தன்னாட்சி உடல்,ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ
தன்னாட்சி,ਖੁਦਮੁਖਤਿਆਰੀ
துணை,ਸਹਾਇਕ
கிடைக்கிறது,ਉਪਲੱਬਧ
சராசரி,Average ਸਤ
சராசரி விடுப்பு,Ratuver ਸਤ ਛੁੱਟੀ
வெறுப்பு,ਘ੍ਰਿਣਾ
தவிர்க்கவும்,ਟਾਲਣਾ
தவிர்க்கவும்,ਬਚਣ
வரியைத் தவிர்ப்பது,ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ
காத்திருந்தது,ਉਡੀਕ ਕੀਤੀ
விருது,ਪੁਰਸਕਾਰ
அதிகாரம் வழங்குதல்,ਅਥਾਰਟੀ
விழிப்புணர்வு,ਜਾਗਰੂਕਤਾ
பின்வாங்கியது,ਵਾਪਸ
பின்னணி,ਪਿਛੋਕੜ
பின் பதிவு,ਬੈਕ ਲਾਗ
பின்னால்,ਪਿਛੇ ਹਟ ਜਾਣਾ
பின் குறிப்பு,ਬੈਕ ਹਵਾਲਾ
காப்புப்பிரதி,ਬੈਕ ਅਪ
பின்தங்கிய வகுப்புகள்,ਬੈਕਵਾਰਡ ਕਲਾਸਾਂ
பின்தங்கிய பழங்குடி,ਪਿਛਲਾ ਕਬੀਲੇ
மோசமான பேரம்,ਮਾੜੀ ਸੌਦਾ
மோசமான நடத்தை,ਮਾੜਾ ਵਿਵਹਾਰ
மோசமான தன்மை,ਬੁਰਾ ਚਰਿੱਤਰ
மோசமான காலநிலை கொடுப்பனவு,ਮਾੜੀ ਜਲਵਾਯੂ ਭੱਤਾ
மோசமான நடத்தை,ਬੁਰਾ ਚਾਲ
மோசமான கடன்,ਬੁਰਾ ਕਰਜਾ
சாமான்கள்,ਸਾਮਾਨ
ஜாமீன்,ਜ਼ਮਾਨਤ
இருப்பு,ਸੰਤੁਲਨ
சமநிலை வீழ்த்தப்பட்டது,ਸੰਤੁਲਨ ਲਿਆਂਦਾ ਗਿਆ
இருப்பு முன்வைக்கப்பட்டது,ਸੰਤੁਲਨ ਅੱਗੇ ਲਿਆਇਆ
சீரான பட்ஜெட்,ਸੰਤੁਲਿਤ ਬਜਟ
இருப்புநிலை,ਸੰਤੁਲਨ ਸ਼ੀਟ
வாக்குப்பதிவு,ਬੈਲਟ
வாக்குப் பெட்டி,ਬੈਲਟ ਬਾਕਸ
வாக்குப்பதிவு காகிதம்,ਬੈਲਟ ਪੇਪਰ
தடை,ਪਾਬੰਦੀ
வங்கி,ਬੈਂਕ
வங்கி கணக்கு,ਬੈੰਕ ਖਾਤਾ
வங்கி இருப்பு,ਬੈਂਕ ਬੈਲੰਸ
வங்கி கட்டணங்கள்,ਬੈਂਕ ਖਰਚੇ
வங்கி உத்தரவாதம்,ਬੈਂਕ ਗਰੰਟੀ
வங்கி விடுமுறை,ਬੈਂਕ ਦੀ ਛੁਟੀ
வங்கி வசதி,ਬੈਂਕਿੰਗ ਸਹੂਲਤ
