Hindi,English
धारा स्थिरक प्रतिरोध,Ballast resistors
बोलोमीटर,Balometer
बोलोमीटर सेतु,Balometer bridge
बलून,Balun
बनाना जैक,Banana jack
बनाना प्लग,Banana plug
"बैंड, पट्टी",Band
बैंड चालक,Band conduction
बैंड ऊर्जा,Band energy
बैंड अंतराल,Band gap
बैडपारक प्रवर्धक,Band pass amplifier
बैंड पारक फिल्टर,Band pass filter
बॉड दर जनित्र,Baud rate generator
बैंडफैलाव,Band spreading
बैंड रोधक,Band stop
बैंड विरामक फिल्टर,Band stop filter
बैंड विस्तार,Band width
बैंड वर्जक फिल्टर,Band-elimination filter
बैंड विस्तार विक्षेपण गुणक,Bandwidth dispersion product
बैंड विस्तार दूरी गुणक,Bandwidth distance product
"पुंज संधारित्र, बैंक संधारित्र",Bank capacity
"बारकर कूट, बारकर कोड",Barker code
बार्रवाउजेन कसौटी,Barkhausen criterion
बैरेटर,Barretter
रोध,Barrier
रोध संधारित्र,Barrier capacitor
रोधिका उर्जा,Barrier energy
रोधी वोल्टता,Barrier voltage
बार्टलेट विंडो,Bartlett window
"आधार, बेस",Base
आधार बैंड,Base band
आधार बैंड संचरण,Base band transmission
आधार आवेश,Base charge
आधार धारा,Base current
आधार धारा स्रोत,Base current source
आधार कर्तन,Base dipping
आधार मादन,Base doping
आधार उत्सर्जक संभरण,Base emitter feedback
आधार उत्सर्जक संधि,Base emitter junction
आधार अंतःक्षेपण,Base infection
आधार रेखा,Base line
आधार प्रतिरोध,Base resistance
आधार स्रोत,Base source
आधार विस्तारण प्रतिरोध,Base spreading resistance
आधार विस्तारण प्रतिरोध,Base spreading resistance
आधार मोटाई,Base thickness
आधार अभिगमन,Base transport
"आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन",Base width modulation
आधार संग्राहक संधि,Base-collector junction
बास,Bass
बास आवृत्ति,Bass frequency
बैटरी,Battery
बॉड,Baud
बॉड रेट,Baud rate
बॉड दर जनित्र,Baud rate generator
बोदो कोड,Baudot code
"संकेत देना, बीकन",Beacon
"मणिका, बीड",Bead
मणिक संधारित्र,Bead capacitor
मणिकातापी प्रतिरोधक,Bead thermister
"किरणपुंज ऐन्टेना, बीम ऐन्टेना",Bean antenna
किरणपुंज खोजी,Beam finder
किरणपुंज शक्ति नली,Beam power tube
किरणपुंज स्विचन नलिका,Beam switching tube
किरणपुंज विस्तार,Beam width
विस्पंद आवृत्ति,Beat frequency
विस्पन्द-आवृत्ति दोलक,Beat frequency oscillator
विस्पंद दोलक,Beat oscillator
बेल,Bel
बंकन हानि,Bending loss
बेसेल फिल्टर,Bessel filter
बीटा,Beta
बी-एच वक्र,B-H curve
"अभिनति, बायस",Bias
बायस धारा,Bias current
बायस-प्रतिरोधक,Bias resistor
द्विशंकु ऐन्टेना,Biconical antenna
द्विदिशी लोड धारा,Bidirection load current
द्विदैशिक ऐन्टेना,Bi-directional antenna
द्विदैशिक प्रकाश उत्सर्जक डायोड,Bidirectional LED
द्विदिक् थाइरिस्टर,Bidirectional thyristor
द्वि FET तकनीक,Bi-FET technology
द्विसूत्री ट्रांसफार्मर,Bifilar transformer
द्विसूत्री आआवलन,Bifilar winding
द्विपार्श्विक परिपथ,Bilateral network
द्विआधारी,Binary
द्विआधारी योग,Binary addition
द्विआधारी परिपथ,Binary circuit
द्वि-आधारी कोडित दशमलव,Binary coded decimal (BCD)
द्वि-आधारी कोडित दशमलव प्रणाली,Binary coded decimal system
द्विआधारी द्विपरिवर्तक संधारित्र,Binary commutating capacitor
द्विआधारी गणक,Binary counter
द्विआधारी गणित्र,Binary counter
द्विआधारी कूट वाचक,Binary decoder
द्विआधारी सीढ़ी,Binary ladder
द्विआधारी पथमापी,Binary odometer
द्विआधारी अवस्था,Binary state
द्विआधारी-दशमिक विकोडक,Binary to decimal decoders
द्विआधारी भार,Binary weight
द्विआधारी शब्द,Binary word
द्विध्रुवी,Bipolar
द्विध्रुवी संधारित्र,Bipolar capacitor
द्विध्रुवी युक्ति,Bipolar device
द्विध्रुवी स्रोत,Bipolar power supply
द्विध्रुवी ट्राजिस्टर,Bipolar transistor
द्विध्रुवी संधि ट्रांजिस्टर,Bipolar junction transistor
द्विघाती फिल्टर,Biquad filter
द्विस्थितिक,Bistable
द्विस्थितिक बहुकंपित्र,Bistable multivibratic
द्विस्थितिक रिले,Bistable relay
द्विस्थितिक अवस्था,Bistable state
द्विस्थितिक ट्रिगर,Bistable trigger
बिट त्रुटि,Bit error
बिट त्रुटि दर,Bit error rate (BER)
बिट त्रुटि,Bit error
बिटकाल त्रुटि,Bit timing error
अंध पेटी,Black box
समाच्छादी स्पंद,Blanking pulses
स्रावक,Bleeder
स्रावी प्रतिरोधक,Bleeder resistor
अंधगति,Blind speed
खंड आरेख,Block diagram
अवरूद्ध प्रतिबाधा,Block impedance
खंडक स्थानांतरण,Block transfer
अवरोधन,Blocking
अवरोधी संधारित्र,Blocking capacitor
अवरोधी संधारित्र,Blocking capacitor
अवरोधी दोलक,Blocking oscillator
अवरोधी दोलक,Blocking oscillator
अवरोधी वोल्टता,Blocking voltage
ब्लोवर,Blower
बोडे आरेख,Bode diagram/plot
वोल्ट्जमान संबंध,Boltzmann relation
वोल्ट्जमान स्थिंराक,Boltzmann's constant
बंध,Bond
आबद्ध विकृति प्रमापी,Bonded strain gauge
स्वोत्थानी प्रवर्धक,Boot strapping amplifier
बूलीय बीजगणित,Boolean algebra
बूलीय समीकरण,Boolean equation
"बूट स्ट्रैपन, स्वोत्थान",Boot strapping
बूथ्स आल्गोरिदम,Booth's algorithm
बूटस्ट्रैप प्रसर्प परिपथ,Bootstrap sweep circuit
बॉसकर्ट्स नियम,Bosanquert's law
बोस-चौधरी होकिनहाम (बी.सी.एच) कोड,"Bose-Chaudhary-Hoeckingham
 (BCH) code"
"झंप, उछाल",Bounce
परिबद्ध इलेक्ट्रॉन,Bound electron
ब्रैग परावर्तक,Bragg reflector
गुंफित तार,Braided wire
शाखा,Branch
शाखन,Branching
प्रयोग पट्ट,Bread board
भंजन क्षेत्र,Break down region
भंजन वोल्टता,Break down voltage
भंजन डायोड,Breakdown diode
भंजन संनिर्धारण,Breakdown rating
भंजन वोल्टता,Breakdown voltage
सेतु,Bridge
सेतु दिष्टकारी,Bridge rectifier
विस्तृत बैंड,Broad band
प्रसारण बैंड,Broad cast band
निरक्षीय व्यूह,Broad side array
प्रसारण,Broadcast
प्रसारण ऐन्टेना,Broadcast antenna
प्रसारण ग्राही,Broadcast receiver
आवृत्ति प्रसारण अभिग्राही,Broadcast receiver frequency
प्रसारण प्रेषित्र,Broadcast transmitter
बूस्टर ऐन्टेना,Booster
बूस ऐन्टेना,Bruce antenna
ब्रश विसर्जन,Brush discharge
बुदबूदु AND गेट,Bubbled AND gate
बुदबूदु OR गेट,Bubbled OR gate
बुदबूदु स्मृति,Bubble memory
प्रतिकारी वोल्टता,Bucking voltage
बफर,Buffer
बफर प्रवर्धक,Buffer amplifier
बफर परिपथ,Buffer circuit
बफर परिचालक,Buffer driver
बफर पंजी,Buffer register
बल्व,Bulb
समष्टि प्रभाव,Bulk effect
समष्टि अर्धचालक युक्ति,Bulk semi-conductor device
गुच्छक,Buncher
निमज्जित विनिमय,Burried crossover
निमज्जित परत,Burried layer
निमज्जित संपर्क,Burrier contact
प्रस्फोट प्रवर्धक,Burst amplifier
प्रस्फोटी समाच्छादी,Burst blanking
प्रस्फोट फायरन,Burst firing
प्रस्फोटी द्वार प्रवर्धक,Burst gate amplifier
प्रस्फोटी विधा,Burst mode
प्रस्फोटी पृथक्कारक,Burst separator
प्रस्फोटी संकेत,Burst signal
प्रस्फोट त्रुटि संशोधक कोड,Burst-error correcting code
बस,Bus
बस बार,Bus bar
बस संगठन,Bus organisation
बस मानक,Bus standard
बस क्षणिक,Bus transient
बटर वर्थ फिल्टर,Butter worth filter
बीएनसी तार,BNC cable
बीएनसी जोड़क,BNC connector
"उपपथ, उपमार्ग",By pass
उपमार्गी संधारित्र,Bypass capacitor
बाइट,Byte
V बैंड,C band
C बैंड ऐन्टेना,C band antenna
तार,Cable
तार मार्ग निर्धारण,Cable routing
तार टेलिविजन,Cable version
कैश स्मृति,Cache memory
सिसिमय आवृत्ति मानक,Caesium frequency standard
परिकलित्र,Calculator
अंशशोधन,Calibration
कॉल ऐड्रेस,Call address
कॉलपिट दोलित्र,Colpitt's oscillator
कैम कोर्डर,Camcorder
कैमरा,Camera
कैमरा नली,Camera tube
केंडेला,Candela
कैंडल शक्ति,Candle power
कैन्टीलिवर विकृति प्रमापी,Cantilever strain gauge
धारिता,Capacitance
धारिता रक्तचाप ट्रान्सड्यूसर,Capacitance blood pressure transducer
धारिता वितरक,Capacitance distributor
संधि धारिता,Capacitance junction
धारिता मापी,Capacitance meter
धारिता उद्ग्राही,Capacitance pick-up
धारिता प्रतिघात,Capacitive reactance
"संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर",Capacitive transducer
संधारित्र,Capacitor
संधारित्र बैंक,Capacitor bank
संधारित्र फिल्टर,Capacitor filter
संधारित्र निवेश फिल्टर,Capacitor input filter
चर्खी मोटर,Capstan motor
चर्खी सर्वो निकाय,Capstan servo system
चर्खी,Capston
प्रग्रहण,Capture
प्रग्रहण परिच्छेद,Capture cross-section
प्रग्रहण प्रभाव,Capture effect
वाहक रव अनुपात,Carrier to noise ratio (CNR)
कार रेडियो,Car radio
कार्बन प्रतिरोधक,Carbon resistor
कार्ड वाचक,Card reader
कार्डिऑड आरेख,Cardiod diagram
कैरेज,Carriage
कैरेज वापसी,Carriage return
वाहक,Carrier
वाहक संचार,Carrier communication
वाहक संकेंद्रण,Carrier concentration
वाहक आवृत्ति,Carrier frequency
वाहक जनन,Carrier generation
वाहक स्तर,Carrier level
वाहक आयुकाल,Carrier life time
वाहक गतिशीलता,Carrier mobility
वाहक गुणन,Carrier multiplication
वाहक रव स्तर,Carrier noise level
वाहक परास,Carrier range
वाहक पुनर्प्राप्ति परिपथ,Carrier recovery circuits
वाहक पुनर्निवेशन,Carrier reinsertion
वाहकीय प्रकीर्णन,Carrier scattering
वाहक संदमन,Carrier suppression
वाहक पिंजरन,Carrier trapping
वाहक वेग,Carrier velocity
हस्तगत बिट,Carry bit
हस्तगत ध्वज,Carry flag
"हस्तगत रजिस्टर, हस्तगत पंजी",Carry register
सुवाह्य जनित्र,Carry-generator
कार्सन-नियम,Carson's rule
कार्ट्रिज फ्यूज,Cartridge fuse
कार्ट्रिज टेप,Cartridge tape
कैरी फोस्टर सेतु,Carry foster bridge
सोपानी प्रवर्धक,Cascade amplifier
सोपानन,Cascading
कैसकेड प्रवर्धक,Cascade amplifier
"कैसकोड प्रवर्धक, सोपानी प्रवर्धक",Cascode amplifier
कैसेट,Cassette
उत्प्रेरण,Catalysis
प्रग्राही कोटर,Catcher cavity
कैथोड,Cathode
कैथोड अनुगामी,Cathode follower
कैथोड अनुगामी प्रवर्धक,Cathode follower amplifier
कैथोड संदीप्ति,Cathode luminescence
कैथोड सामग्री,Cathode material
कैथोड किरण दोलनदर्शी,Cathode ray oscilloscope (CRO)
कैथोड किरण नलिका,Cathode ray tube (CRT)
कैथोड कण क्षेपण,Cathode sputtering
कैथोड संदीप्ति,Cathode luminescence
कौयर फिल्टर,Cauer filter
कावेर फिल्टर,Caver filter
कोटर,Cavity
कोटरीय विकिरण,Cavity radiation
कोटर अनुनादी,Cavity resonator
फेट आवेश युग्मित युक्ति(सी सी डी),CCD (=charge couled device) amplifier
सी.डी.रोम,CD-ROM
सी. डी. रोम ड्राइव,CD-ROM drive
सेल (बैटरी),Cell (battery)
केंद्रीय संसाधन तत्व,Central processing element
केंद्रीय संसाधन इकाई,Central processing unit (CPU)
केंद्रीय संसाधित्र,Central processor
मध्यमान,Central value
मध्य आवृत्ति,Centre frequency
मध्य निष्कासी ट्रांसफॉर्मर,Centre tapped transformer
"सिरेमिक, मृत्तिका",Ceramic
सिरेमिक पूरक,Ceramic filler
सिरेमिक फिल्टर,Ceramic filter
सिरेमिक पदार्थ,Ceramic material
सिरेमिक अनुनादी,Ceramic resonator
सिरेमिक ध्वनि उद्ग्राही,Ceremic phono pick up
सेरेन्कोव गणित्र,Cerenkov counter
सरमेट,Cermet
कैल्कोजेनाइड,Chalcogenoid
कैल्कोपाइराइट,Chalcopyrite
"चैनल, वाहिका",Channel
चैनल बैंड विस्तार,Channel bandwidth
चैनल कोडित्र,Channel encoder
चैनल आवृत्ति,Channel frequency
चैनल वरित्र,Channel selector
चैनल पृथक्करण,Channel separation
चैनल सिद्धांत,Channeling theory
वर्ण जनित्र,Character generator
संप्रतीक पहचान,Character recognization
अभिलाक्षणिक प्रतिबाधा,Characteristic impedance
आवेश वाहक,Charge carrier
आवेश नियंत्रक प्राचल,Charge control parameter
आवेश युग्मित युक्ति,Charge coupled device
आवेश युग्मित यादृच्छिक अभिगम स्मृति,Charge coupled random access memory
आवेश घनत्व,Charge density
आवेश अंतःक्षेपण युक्ति,Charge injection device
आवेश हानि,Charge loss
आवेश पंपन,Charge pumping
आवेश संवेदी प्रवर्धक,Charge sensitive amplifier
आवेश संचयन,Charge storage
आवेशित कण,Charged particle
आवेशक,Charger
ढाँचा,Chassis
रोबिशेव फिल्टर,Chebyshev filter
जाँच योग,Check sum
जाँच आवृत्ति,Check up frequency
रासायनिक आबंध,Chemical bond
रासायनिक वाष्प निक्षेपण,Chemical vapour deposition
चाइल्ड लॉक सुविधा,Child lock facility
चाइल्ड का नियम,Child's law
चिप,Chip
चिप सक्रियन,Chip enable
चोक,Choke
अन्तरायिक,Choppar
अन्तरायिक प्रवर्धक,Chopper amplifier
अन्तरायिक प्रवर्धक,Chopper amplifier
अन्तरायिक विधा,Chopper mode
क्रोमा प्रवर्धक,Chroma amplifier
वर्णकता आरेख,Chromaticity diagram
वर्णकत्व,Chrominance
वृत्त आरेख,Circle diagram
परिपथ,Circuit
परिपथ विश्लेषण,Circuit analysis
परिपथ विच्छेदक,Circuit breaker
परिपथ आरेख,Circuit diagram
परिपथ संकेतन,Circuit rotation
परिपथ स्विचन,Circuit switching
वृत्ताकार तरंग पथ,Circular wave guide
परिसंचारक स्मृति,Circulating memory
बंधन परिपथ,Clamping circuit
क्लैप दोलित्र,Clapp oscillator
वर्ग ए प्रवर्धक,Class A amplifier
वर्ग A] B] C] D प्रचालन,"Class A, B, C, D operation"
वर्ग B प्रवर्धक,Class B amplifier
वर्ग C प्रवर्धक,Class C amplifier
वर्ग D प्रवर्धक,Class D amplifier
S वर्ग निकाय,Class S system
"निष्कासन, निर्मल",Clear
कर्तन,Clipping
कर्तन परिपथ,Clipping circuit
कालद,Clock
कालद आवृत्ति,Clock frequency
कालद स्पंद जनित्र,Clock pulse generator
कादल RS फ्लिप फ्लॉप,Clocked RS flip-flop
संवृत परिपथ टेलिविजन,Closed circuit television
संवृत पाश प्रचालन,Closed loop operation
संवृत पाश लब्धि,Closed-loop gain
पूरक धात्वाक्साइड अर्धचालक,CMOS (complementary MOS)
CMOS युक्ति,CMOS devices
सी.एम.आर.आर. (उभयनिष्ठ विधा निराकरण अनुपात),CMRR (common mode rejection ratio)
CO2लेजर,CO2 lasor
समाक्ष केबल,Co-axial cable
समाक्षीय कोटर,Co-axial cavity
समाक्ष संबंधक,Coaxial connector
"समाक्ष संबंधक, समाक्ष अनुयोजक",Co-axial connector
समाक्षीय लाइन,Co-axial line
समाक्षीय रेखा,Co-axial line
समाक्षीय तरंग पथक,Co-axial wave guide
कोड परिवर्तन,Code conversion
कोड परिवर्तक,Code converter
"कोडेक, कोडर-विकोडर",CoDEC
स्टीरियो कोडन,Coding (stereo)
युग्मन गुणांक,Co efficient of coupling
निग्रह बल,Coercive force
संसक्त प्रकाश,Coherent light
कुंडली,Coil
कुंडली वेष्टन मशीन,Coil winding machine
संपाती परिपथ,Coincidence circuit
तप्त कैथोड नली,Cold cathode tube
शीत झलाई बिंदु,Cold solder point
"संग्राही, संग्राहक",Collector
संग्राही धारा,Collector current
संग्राही क्षय,Collector dissipation
संग्राही दक्षता,Collector efficiency
समांतरकारी लेंस,Collimation lens
वर्ण आलेखन,Color graphics
रंग प्रस्फोट,Colour burst
"रंग संकेत, वर्ण कोड",Colour code
रंग विभेदक सिग्नल,Colour difference signals
रंग मारक,Colour killer
रंगीन मॉनीटर,Colour monitor
वर्ण पुनरूत्पादन (पुनर्उत्पादन),Colour production
वर्ण संतृप्तता,Colour saturation
रंगीन उपवाहक आवृत्ति,Colour subcarrier frequency
वर्णतुल्यकाली सिग्नल,Colour syne signal
रंगीन टेलिविजन,Colour television
रंगीन टेलीविजन निकाय,Colour television system
"कॉलम स्पीकर, स्तम्भाकार ध्वनि निक्षेपक",Column speaker
"कौम्ब फिल्टर, कंघीनुमा फिल्टर",Comb filter
संयोजन परिपथ,Combinational circuit
संयोजी तर्क,Combinational logic
समादेश,Command
उभयनिष्ठ आधार प्रवर्धक,Common base amplifier
उभयनिष्ठ आधार विन्यास,Common base configuration
उभयनिष्ठ संग्राही प्रवर्धक,"Common collector amplifier
 (= emitter follower)"
उभयनिष्ठ संग्राही विन्यास,Common collector configuration
उभयनिष्ठ समाहारी प्रवर्धक,Common drain amplifier
उभयनिष्ठ उत्सर्जक प्रवर्धक,Common emitter amplifier
उभयनिष्ठ गेट प्रवर्धक,Common gate amplifier
भूसंगत,Common ground
उभयनिष्ठ विधा सिग्नल,Common mode signal
सामूहिक वापसी,Common return
उभयनिष्ठ स्रोत प्रवर्धक,Common source amplifier
उभयनिष्ठ उत्सर्जक विन्यास,Common-emitter configuration
द्विक्परिवर्तक,Commulator
संचार उपग्रह,Communication satellite
संचार तंत्र,Communication system
सामुदायिक ऐन्टेना तंत्र,Community antenna system
संहत चकती रॉम (सी डी रॉम),Compact disc ROM (cROM)
संपीड प्रसरण,Companding
"संपीड प्रसारित्र, कम्पैंडर",Comparador
"तुलनित्र, कम्परेटर",Comparator
कम्परेटर डायोड,Comparator diode
सुसंगतता,Compatibility
प्रतिपूरित क्षीणकारी,Compensated attenuator
प्रतिकारी बायस,Compensation bias
प्रतिकारी लोड,Compensation load
प्रतिकारी पश्चता,Compensation log
प्रतिपूरण अन्वेषी शलाका,Compensation probe
संकलक,Compiler
संकलक अभिकल्प,Compiler design
पूरक,Complement
पूरक वितरण,Complementary distribution
पूरक त्रुटि,Complementary error
पूरक सममिति निर्गत,Complementary symmetry output
पूर्ण प्रवर्धक,Complete amplifier
संमिश्र आवृत्ति,Complex frequency
संमिश्र शक्ति,Complex power
अनुवृत्ति,Compliance
पूरक त्रुटि फलन,Complementary error function
पूरक तर्क परिपथ,Complementary logic circuit
घटक,Component
मिश्र वीडियो सिगनल,Composite signal
मिश्रित प्रतिरोधी,Composition resistor
सम्मिश्र अर्धचालक,Compound semiconductor
संपीडन,Compression
संपीडन आवृत्ति,Compression frequency
"संपीडित्र, संपीडक, कम्प्रैसर",Compressor
कंप्यूटर सहाय अभिकल्प,Computer aided design
कंप्यूटर सहाय निर्माण,Computer aided manufacture (CAM)
कंप्यूटर आलेख,Computer graphics
कंप्यूटर भाषा,Computer languages
कंप्यूटर स्मृति,Computer memory
कंप्यूटर नेटवर्क,Computer network
कंप्यूटर प्रोग्राम,Computer program
कंप्यूटर विषाणु,Computer viruses
कंप्यूटर वायरस,Computer virus
"सांद्रित्र, संकेंद्रक",Concentrator
प्रतिबंधी शाखन,Conditional branching
प्रतिबंधी झंप,Conditional jump
प्रतिबंधी स्थायित्व,Conditional stability
चालक ग्लास,Conducting glass
चालक प्लास्टिक,Conducting plastic
चालक पॉलीमर,Conducting polymer
चालन कोण,Conduction angle
चालन बैंड,Conduction band
चालन विसरण,Conduction diffusion
चालकता,Conductivity
शंकु ऐन्टेना,Cone antenna
शंकुनुमा हॉर्न,Conical horn
संयुग्मी प्रतिबाधा,Conjugate impedance
नियत वेग अभिलेखक,Connection diagram
संरक्षण नियम,Conservation law
कंसोल,Console
स्थिर धारा स्रोत,Constant current source
नियत K-फिल्टर,Constant K-filter
नियत वोल्टता ट्रांसफार्मर,Constant voltage transformer
उपभोक्ता इलेक्ट्रॉनिकी,Consumer electronic
संपर्क,Contact
संपर्क झंप,Contact bounce
संपर्क विभव,Contact potential
संपर्क कमानी,Contact spring
सांतत्य,Continuity
सांतत्य फलन,Continuous function
सतत स्पेक्ट्रम,Continuous spectrum
सतत तरंग दोलित्र,Continuous wave oscillator
विपर्यास,Contrast (TV)
विपर्यास अनुपात,Contrast ratio (TV)
नियंत्रक बस,Control bus
नियंत्रक ग्रिड,Control grid
नियंत्रण कुंजी,Control key
नियंत्रण पट्टिका,Control panel
नियंत्रण कक्ष,Control room
नियंत्रण पथ,Control track
नियंत्रण इकाई,Control unit
अभिसरण,Convergence
रूपांतरण दक्षता,Conversion efficiency
रूपांतरण काल,Conversion time
संक्षारण,Corrosion
प्रतिलिपि,Copiers (photocopiers)
"ताम्र, कॉपर",Copper
ताम्र हानि,Copper loss
कॉपर तार,Copper wire
सहसंसाधित्र,Coprocessor
क्रोड,Core
क्रोड हानि,Core loss
क्रोड पदार्थ,Core- materials
परिमंडल विसर्जन,Corona discharge
कोस्टा-पाश,Costa's loop
गणित्र आवृत्ति,Counter frequency
गणन दर मापित्र,Counting rate meter
कौम्पवेल सेतु,Campbell bridge
युग्मित परिपथ,Coupled circuit
यूग्मन संधारित्र,Coupling capacitor
युग्मन विधि,Coupling methods
सहसंयोजक आबंध,Covalent bond
उद्गम बटन,Cradle switch
क्रैश,Crash
शिखर,Crest
शिखरांक,Crest factor
तरंगिलता,Crimpling
क्रांतिक कोण,Critical angle
क्रांतिक युग्मन,Critical coupling
क्रांतिक अवमंदित,Critical damped
क्रांतिक आवृत्ति,Critical frequency
क्रांतिक प्रेरकत्व,Critical inductance
क्रांतिक रेस,Critical race
क्रांतिक प्रतिरोध,Critical resistance
क्रॉस कोडांतरक,Cross assembler
क्रॉस युग्मन,Cross coupling
आड़ा-खड़ा चित्राभ,Cross hatch pattern
संक्रमण विरूपण,Cross over distortion
संक्रमण मॉडुलन,Crossover modulation
अप्रासंगिक सिगनल,Crosstalk
क्रॉसबार एक्सचेंज,Crossbar exchange
अनुप्रस्थ क्षेत्र प्रवर्धक,Cross-field amplifier
क्रासओवर संसूचक,Crossover detector
संक्रमण परिपथ,Crossover network
क्रिस्टल माइक्रोफोन,Crystal microphone
क्रिस्टल दोलित्र,Crystal oscillator
क्यूरी बिंदु,Curei point (temperature)
धारा प्रवर्धक,Current amplifier
धारा नियंत्रित धारा स्रोत (सी.सी.सी.एस.),"Current controlled current source
 (CCCS)"
धारा नियंत्रित वोल्टता स्रोत (सी.सी.वी.एस.),"Current controlled voltage source
 (CCVS)"
धारा पुनर्भरण,Current feedback
धारा उत्तोलन,Current hogging
धारा सीमा,Current limit
सीमांत धारा प्रतिरोधक,Current limiting resistor
धारा प्रतिबिंब,Current mirror
धारा विधा तर्क,Current mode logic
धारा अभिगम,Current sink
धारा स्रोत,Current source
धारा-वोल्टता परिवर्तक,Current to voltage converter
धारा अंतरण अनुपात,Current transfer ratio
धारा ट्रांसफॉर्मर,Current transformer
निर्धारित विद्युत-धारा,Currentrating
"प्रसंकेतक, कर्सर",Cursor
निम्न चालक वोल्टता,Cut in voltage
"अंतक अभिनत, अंतक बायस",Cut off bias
अन्तक आवृत्ति,Cut off frequency
अंतक क्षेत्र,Cut-off region
वक्र अनुरेख,Curve traces
चक्र,Cycle
चक्र चौर्य,Cycle stealing
बेलनाकार लेंस,Cylindrical lens
क्रिस्टल प्रदर्श,Crystal display
अंकीय से अनुरूप परिवर्तक,D to A converter
दिष्ट धारा पुनर्स्थापक परिपथ,D.C. restorer circuit
अंकीय/अनुरूप परिवर्तक,D/A converter
