Odiya,Bengali
ହାପ୍ଲଏଡ୍ |,হ্যাপ্লয়েড
କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |,কৌণিক রোপণ
ପଶୁପାଳନ,পশুপালন
ପଶୁ ନିର୍ଗମନ,প্রাণীর মলমূত্র
ଜୀବନ୍ତ ଶକ୍ତି,জীবন্ত শক্তি
ଅସନ୍ତୁଷ୍ଟ |,অস্বাভাবিক
ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |,এক বছর বয়সী উদ্ভিদ
ବାର୍ଷିକ,বার্ষিক
1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ,1. পরমানন্দ 2. উচ্ছ্বাস
ଆନ୍ଥ୍ରାକ୍ସ,অ্যানথ্রাক্স
ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |,নৃতাত্ত্বিক কারণ
ବଞ୍ଚିବା,বেঁচে থাকা
1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |,1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক
ଘୃଣ୍ୟ,বিকর্ষণকারী
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,অ্যান্টিঅক্সিডেন্ট
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,অ্যান্টিটক্সিন
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,অনামিকা আঙুল
1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |,1. এফিড 2. মাহু 3. চেপা
ଉପର ଗୁଣ୍ଡ |,শীর্ষ কুঁড়ি
ଶିଖର ପ୍ରଭାବ,সর্বোচ্চ কার্যকারিতা
ମହୁମାଛି ପାଳନ,মৌমাছি পালন
ସମଲିଙ୍ଗୀତା,অযৌনতা
ଆପୋପ୍ଟୋସିସ୍ |,apoptosis
ଅନୁକ୍ରମଣିକା,পরিশিষ্ট
ଭୋକ,ক্ষুধার্ত
ପ୍ରୟୋଗ ହୋଇଛି |,প্রয়োগ করা
ଜଳୀୟ ତୃଣ,জলজ আগাছা
1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |,1. গাছ 2. গাছের বাসিন্দা
ଶାଖା,শাখা
ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,প্রোটোবোটানিকাল রেকর্ড
ଜୋନ୍ ସଂଖ୍ୟା,জোন নম্বর
1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର,1. এলাকা 2. এলাকা
ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |,শুষ্ক বাস্তুতন্ত্র
କୋଟିଲଡନ୍ |,cotyledon
ସ aur ରଭ |,সৌরভ
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,সুগন্ধি উদ্ভিদ
ସୁଗନ୍ଧିତ ଚାଉଳ |,সুগন্ধি চাল
ଇକଶୁ ପୁଷ୍ପନ୍ |,ইক্ষু পুষ্পন
ଆସେପ୍ଟିକ୍ |,অ্যাসেপটিক
1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |,1. অ্যাসেপটিক 2. অ্যাসেপটিক
ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |,অস্ত্রোপচার
ଆକାର,আকার
ସମ୍ପତ୍ତି,সম্পদ
1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |,1. আত্তীকরণ 2. আত্তীকরণ
1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ,1. সমিতি 2. সমিতি
1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ,1. কলাম 2. কৃপণতা
ହେଟେରୋଜାଇଗୋସିଟି |,হেটেরোজাইগোসিটি
1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |,1. পূর্বপুরুষ 2. অ্যাটাভিজম
କଣିକା,কণা
1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |,1. অনিশ্চয়তা 2. দুর্বলতা
ଆତ୍ମ ଯୋଡି |,স্ব জোড়া
ଅଟୋଲାଇସିସ୍,অটোলাইসিস
1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |,1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ
ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |,স্বয়ং মাল্টিপ্লেক্সড
ଆକ୍ସିନ୍,অক্সিন
1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |,1. কাঁপানো 2. টোড
ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |,পেনাল ভাইরাস
1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |,1. ব্যাসিলাস 2. ব্যাসিলাস
1. ଜୀବାଣୁ 2. ଜୀବାଣୁ,1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া
ଜୀବାଣୁ ବିଷାକ୍ତ,ব্যাকটেরিয়াল টক্সিন
ବାଗାସେ |,ব্যাগাস
ତୂଳନା ପତ୍ର,ব্যালেন্স শীট
ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |,সুষম সার ব্যবহার
ବାର୍ ଗ୍ରାଫ୍ |,বার গ্রাফ
ଭୁକିବା |,বাকল
1. ବାରୋମିଟର 2. ବାରୋମିଟର |,1. ব্যারোমিটার 2. ব্যারোমিটার
1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |,1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর
1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |,1. বেস 2. বেস 3. কাপং
1. ତାଲା 2. ବେସିନ |,1. টালা 2. বেসিন
ତଲାବିସାରି |,তালাবিসারি
1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |,1. বেসিস্টেরনাম 2. রুট ধারক
ଗଲ୍ଫ ମ so ସୁମୀ |,উপসাগরীয় বর্ষা
ଫଳ ଉଦ୍ଭିଦ |,ফলের উদ্ভিদ
ଶଯ୍ୟା,বিছানা
ଶଯ୍ୟା ଉଦ୍ଭିଦ |,বিছানা উদ্ভিদ
ଶଯ୍ୟା,বিছানাপত্র
ବିଲା ଗୁଣ୍ଡ |,বীট গুড়
ଘଣ୍ଟି,বেল
1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି,1. স্ট্রিপ 2. ভূখণ্ড
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,লাভ-খরচ বিশ্লেষণ
ଆଶାକର୍ମୀ (ନମୁନା),উচ্চাকাঙ্ক্ষী (স্যাম্পলিং)
ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |,দ্বিবার্ষিক গাছপালা
ଦ୍ୱିପାକ୍ଷିକ |,দ্বিপদ
ବାୟୋଫାକ୍ଟର |,বায়োফ্যাক্টর
ଜ bi ବିକ ଜଳବାୟୁ |,জৈবিক জলবায়ু
ଜ o ବ ଶକ୍ତି |,জৈব শক্তি
ଜୀବଜନ୍ତୁ ପରିବେଶ |,প্রাণীজগতের বাস্তুসংস্থান
1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |,1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি
ଜ bi ବ ଜୀବ |,জীবজগৎ
ବାୟୋଟିକ୍ |,জৈবিক
ପ୍ରାଣୀ,প্রাণীজগত
ଡିଭିଲିଙ୍ଗୀ |,ডিভিলিঙ্গি
ଧାୱାଲାନ୍ |,ধওলান
1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |,1. প্রধবাসন (রোগ) 2. দমকা রোগ
ମିଶ୍ରଣ,মিশ্রন
1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ),1. আংমারী (রোগ) 2. ব্লাইট (রোগ)
1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |,1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা
ନୀଳ ବିପ୍ଳବ |,নীল বিপ্লব
ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |,প্ল্যানার হিটিং চেম্বার
ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,প্ল্যানার হিটিং প্রযুক্তি
କଞ୍ଚା |,তুষ
ଶାଖା,শাখা
1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |,1. ডালপালা 2. উপশাখা
ପ୍ରଜାତି,বংশবৃদ্ধি
ପ୍ରଜନନ,প্রজনন
ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |,প্রাথমিক অঙ্কুর চিকিত্সা
1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |,1. বাচ্চা 2. ডিম 3. ভ্রূণ
ଅଙ୍କୁରିତ |,উদীয়মান
ବଜେଟ୍,বাজেট
1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |,1.অ্যাম্ফোটেরিক 2. বাফার
ମିଠା ଆଳୁ,মিষ্টি আলু
ବଣ୍ଟ (ରୋଗ),বান্ট (রোগ)
1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |,1. উপজাত 2. উপজাত
c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର,c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা
ତେଲ କେକ୍ |,তেল পিষ্টক
1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |,1. চুন 2. ক্যালসিয়াম
କାଲସିଅନ୍ |,ক্যালসিয়ন
ଫସଫେଟ୍ ଅପସାରଣ |,ফসফেট অপসারণ
1. କିନାଟା 2. କାଲାଟା |,1. কিনাটা 2. কালটা
1. କଲସ୍ 2. କିରଣ,1.ক্যালাস 2. রশ্মি
1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |,1. সেপালস 2. ক্যালিক্স
ବାହ୍ୟ ଶେଷ,বহির্মুখী শেষ
ଏଡା,এধা
କର୍କଟ (ଜୀବାଣୁ),ক্যানকার (ব্যাকটেরিয়াজনিত রোগ)
କ୍ୟାନିଂ |,ক্যানিং
ଆକାଶ,আকাশ
ଅର୍ଥ,অর্থায়ন
ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି),পরাগায়ন (ডুমুরের)
1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |,1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল
ଅଙ୍ଗାରକାମ୍ଳ |,কার্বনাইজড
ଅଙ୍ଗାରକାମ୍ଳ |,কার্বনান
କାରାପେସ୍ |,ক্যারাপেস
ବ୍ରେସଲେଟ୍,ব্রেসলেট
1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ),1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা)
କାଟାବୋଲିଜିମ୍ |,catabolism
ପ୍ରେରଣା,প্ররোচনা
1. କୀଟପିଲା 2. କୀଟପିଲା |,1. শুঁয়োপোকা 2. শুঁয়োপোকা
c d। N. a। ସଂଗ୍ରହ,গ d. এন. ক সংগ্রহ
ପରିସର,পরিসীমা
1. କକ୍ଷ 2. କକ୍ଷ,1. কোষ 2. কোষ
କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |,কেন্দ্রীয় ফ্রন্ট সিস্টেম
1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |,1. পয়েন্ট 2. ফোকাস
ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |,কেন্দ্রীকরণ
ସେଣ୍ଟ୍ରିଫୁଗ୍,সেন্ট্রিফিউজ
ତାରା କେନ୍ଦ୍ର |,তারকা কেন্দ্র
epigenetic,এপিজেনেটিক
କେନ୍ଦୁ ra ର,কেন্দ্রজা
ଲୁମ୍,তাঁত
1. ଶସ୍ୟ 2. କ୍ରମିକ |,1. সিরিয়াল 2. সিরিয়াল
1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର,1. সার্টিফিকেশন 2. সার্টিফিকেশন
ପ୍ରମାଣିତ ବିହନ |,প্রত্যয়িত বীজ
1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |,1. খড় 2. কুট্টি 3. শলক সহপাত্র
1. ନିବାଗ 2. କ ail ଲାଜା |,1. নিভাগ 2. কৈলাজা
ଚିମୋଗ୍ରାଫି,কাইমোগ্রাফি
1. କିଆଜମା 2. ବ୍ୟସ୍ତ,1. কিয়াজমা 2. ব্যস্ত
ସୁପରକୋଲିଂ ଘଣ୍ଟା |,সুপার কুলিং ঘন্টা
ବରଫର କ୍ଷତି |,তুষারপাত ক্ষতি
1. ଭିଚିରୋଟାକି 2. ଚିମେରା |,1. ভিচিরোটাকি 2. কাইমেরা
ସବୁଜ ପୋଖରୀ |,সবুজ porridge
1. ପତ୍ର 2. ସବୁଜ,1. পাতা 2. সবুজ
ସିଆନୋସିସ୍ |,সায়ানোসিস
ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |,জৈবিক বিতরণ বিজ্ঞান
1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |,1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম
କ୍ରୋମାଟିନ୍,ক্রোমাটিন
କ୍ରୋମାଟୋଗ୍ରାଫି |,ক্রোমাটোগ্রাফি
କ୍ରୋମାଟିନେସନ୍,ক্রোমাটিনলেশন
atrial point,অলিন্দ বিন্দু
କ୍ରୋମାଟୋଜେନେସିସ୍,ক্রোমাটোজেনেসিস
1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |,1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন
1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |,1. ক্রোমোজোম 2. ক্রোমোজোম
1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |,1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত
citrange,citrange
ପତିତପାବନ ପର୍ବ |,শরৎ উৎসব
ବର୍ଗୀକରଣ,শ্রেণীবিভাগ
1. ମାଟି 2. ମାଟି,1. কাদামাটি 2. কাদামাটি
1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |,1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন
ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |,অবিরাম পরাগায়ন
କ୍ରୁଶବିହୀନ ଫଳ |,ক্রুসিফেরাস ফল
ଜଳବାୟୁ,জলবায়ু
ଜଳବାୟୁ,জলবায়ুবিদ্যা
କେଶ,শিয়ার
ଗୁଣ୍ଡ (ମାଟି),পিণ্ড (কাদামাটি)
କ୍ଲୋନ୍ |,ক্লোন
1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |,1.মেঘ 2.মেঘ
ump ୁଲା |,clump
ଗୁଣ୍ଡ |,গুচ্ছ
1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |,1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ
1. କଭର 2. ଚମଡା,1. কভার 2. লেদারেট
କୋୟା,কোয়া
1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |,1. কোএনজাইম 2. কো-এনজাইম
ମିଳନ,সংহতি
1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
ମୁଲାନକୁର ଚୋଲା |,মুলাঙ্কুর চোলা
,
କୋଲଏଡ୍ (ମାଟି),কলয়েড (মাটি)
1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା,1.কলাম 2.columella
1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ,1. শাস্তি 2. কলাম 3. কলাম
ଯୋଗାଯୋଗ,যোগাযোগ
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |,বাণিজ্যিক ব্যাংক
1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ,1. পণ্য 2. পণ্যদ্রব্য
ସମ୍ପ୍ରଦାୟ,সম্প্রদায়
ସଙ୍କୋଚନ (ମାଟିର),কম্প্যাকশন (মাটির)
1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |,1. সামঞ্জস্যতা 2. সামঞ্জস্য
ସୁସଙ୍ଗତତା,সামঞ্জস্য
1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,প্রতিযোগিতামূলক মিথস্ক্রিয়া
ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |,সম্পূরক ফসল
1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ,1. যৌগিক 2. জটিল
ବିଧାନସଭା,গঠনকারী
ରଚନା,গঠন
କମ୍ପୋଷ୍ଟ,কম্পোস্ট
ଯ ound ଗିକ ଆଗ୍ରହ |,চক্রবৃদ্ধিহারে সুদ
ଗଣନା,গণনা
1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର,1. কম্পিউটার 2. কম্পিউটার
1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା,1. একাগ্রতা 2. একাগ্রতা
1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ,1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী
କଣ୍ଡକ୍ଟିଭିଟି,পরিবাহিতা
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,1. কনফিগারেশন 2. কনফিগারেশন
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য
