Punjabi,Kannada
ਖਾਤੇ ਦੀ,ಹೊಣೆ
ਲੇਖਾਕਾਰ,ಲೆಕ್ಕಪರಿಶೋಧಕ
ਲਈ ਖਾਤਾ,ಇದಕ್ಕೆ ಖಾತೆ
ਖਾਤਾ ਸਿਰ,ಖಾತೆ
ਇਕੱਠਾ ਕੀਤਾ ਲਾਭ,ಸಂಚಿತ ಲಾಭ
ਇਕੱਠੀ ਕੀਤੀ ਪੈਨਸ਼ਨ,ಸಂಚಿತ ಪಿಂಚಣಿ
ਇਕੱਠਾ,ಸಂಗ್ರಹಣೆ
ਸ਼ੁੱਧਤਾ,ನಿಖರತೆ
ਸਹੀ,ನಿಖರವಾದ
ਦੋਸ਼ ਲਾਉਂਦਾ ਹੈ,ಆರೋಪಿಸು
ਦੋਸ਼ੀ,ಆರೋಪಿ
ਪ੍ਰਾਪਤੀ,ಸಾಧನೆ
ਪ੍ਰਵਾਨਗੀ,ಸ್ವೀಕೃತಿ
ਬਣ ਰਹੇ,ಸ್ವೀಕೃತಿ ಕಾರಣ
ਜਾਣ-ਪਛਾਣ,ಪರಿಚಯ
ਗ੍ਰਹਿਣ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
ਬਰੀ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
ਐਕਟ,ಕಯ
ਅਦਾਕਾਰੀ ਭੱਤਾ,ನಟನಾ ಭತ್ಯೆ
ਕਾਰਵਾਈ,ಕ್ರಿಯಾಶೀಲತೆ
ਕਾਰਵਾਈ ਜੁਗਤ,ಕಾರ್ಯ ತಂತ್ರ
ਕਿਰਿਆਸ਼ੀਲ,ಸಕ್ರಿಯ
ਸਰਗਰਮੀ ਨਾਲ,ಸಕ್ರಿಯವಾಗಿ
ਕਾਰਜਕਰਤਾ,ಕಾರ್ಯಕರ್ತ
ਰੱਬ ਦਾ ਕੰਮ,ಭಗವಂತನ ಆಟ
ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ,ದುಷ್ಕೃತ್ಯದ ಕ್ರಿಯೆ
ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ,ಆಯೋಗ ಮತ್ತು ಲೋಪದ ಕ್ರಿಯೆ
ਅਸਲ,ನಿಜವಾದ
ਅਸਲ,ವಾಸ್ತವಿಕ
ਅਨੁਕੂਲਤਾ,ರೂಪಾಂತರ
ਜੋੜ,ಸೇರ್ಪಡೆ
ਅਤਿਰਿਕਤ ਚਾਰਜ,ಹೆಚ್ಚುವರಿ ಶುಲ್ಕ
ਵਾਧੂ ਫੰਡ,ಹೆಚ್ಚುವರಿ ನಿಧಿ
ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ,ಹೆಚ್ಚುವರಿ ಅನುದಾನ
ਵਧੀਕ ਜਾਣਕਾਰੀ,ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ
ਵਾਧੂ ਤਨਖਾਹ,ಹೆಚ್ಚುವರಿ ವೇತನ
ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ,ಸೇರ್ಪಡೆ ಮತ್ತು ಬದಲಾವಣೆ
ਪਤਾ,ಭಾಷಣ
ਐਡਰੈਸਸ,ವಿಳಾಸದಾರ
ਸਵਾਗਤ ਦਾ ਪਤਾ,ಸ್ವಾಗತದ ವಿಳಾಸ
ਕਾਫ਼ੀ,ಸಮರ್ಪಕ
ਦਾ ਪਾਲਣ ਕਰੋ,ಅಂಟಿಕೊಳ್ಳಿ
ਐਡ ਹੋਕ,ತಾತ್ಕಾಲಿಕ
ਐਡਹਕ ਕਲੇਮ,ತಾತ್ಕಾಲಿಕ ಹಕ್ಕು
ਐਡਹੌਕ ਕਮੇਟੀ,ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ
ਐਡਹੌਕ ਵਾਧਾ,ತಾತ್ಕಾಲಿಕ ಹೆಚ್ಚಳ
ਐਡਹੌਕ ਭੁਗਤਾਨ,ತಾತ್ಕಾಲಿಕ ಪಾವತಿ
ਨਾਲ ਲੱਗਦੀ,ಪಕ್ಕದ
ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ),ಪಕ್ಕದ (= ಸಮೀಪ)
ਮੁਲਤਵੀ,ಮುಂದೂಡಿಕೆ
ਮੁਲਤਵੀ ਮੋਸ਼ਨ,ಮುಂದೂಡುವ ಚಲನೆ
ਇਜਾਜ਼ਤ,ತೀರ್ಪು
ਨਿਰਣਾਇਕ,ತೀರ್ಮಾನಿಸು
ਨਿਰਣਾ,ಯಜಮಾನ
ਨਿਰਣਾਇਕ,ತೀರ್ಪುಗಾರ
ਵਿਵਸਥਾ,ಹೊಂದಾಣಿಕೆ
ਪ੍ਰਬੰਧਿਤ,ನಿರ್ವಹಿಸು
ਸਹੁੰ ਪ੍ਰਬੰਧ,ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಿ
ਪ੍ਰਸ਼ਾਸਨ,ಆಡಳಿತ
ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ,ನ್ಯಾಯದ ಆಡಳಿತ
ਪ੍ਰਬੰਧਕੀ,ಆಡಳಿತಕಾರಿಯಾದ
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,ಆಡಳಿತಾಧಿಕಾರಿ ಕ್ರಿಯೆ
ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ,ಆಡಳಿತಾಧಿಕಾರಿ ಮೌಲ್ಯಮಾಪನ
ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ,ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ
ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ,ಆಡಳಿತ ಪ್ರಾಧಿಕಾರದ
ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ,ಆಡಳಿತ ನಿಯಂತ್ರಣ
ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ,ಆಡಳಿತಾತ್ಮಕ ನಿರ್ಧಾರ
ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ,ಆಡಳಿತ ಇಲಾಖೆ
ਪ੍ਰਬੰਧਕੀ ਸਿਰ,ಆಡಳಿತಾಧಿಕಾರಿ
ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ,ಆಡಳಿತ ಕೇಂದ್ರ ಕಚೇರಿ
ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ,ಆಡಳಿತಾತ್ಮಕ ಕ್ರಮಗಳು
ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ,ಆಡಳಿತ ಅಧಿಕಾರ
ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ,ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ
ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ,ಆಡಳಿತ ತಂತ್ರ
ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ,ಆಡಳಿತ ನ್ಯಾಯಸಮ್ಮತ
ਮੰਨਣਯੋਗਤਾ,ಪ್ರವೇಶಸಾಧ್ಯತೆ
ਮੰਨਣਯੋਗ ਖਰਚ,ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು
ਮੰਨ ਲਓ,ಒಪ್ಪಿಸು
ਐਡਮਿਟ ਕਾਰਡ,ಪ್ರವೇಶ ಕಾರ್ಡ್
ਦਾਖਲ,ಒಪ್ಪಿಕೊಂಡ
ਅਸ਼ੁੱਧ,ಕವಲೊಡೆಯು
ਗੋਦ,ಅಳವಡಿಕೆದಾರ
ਗੋਣਾਟਰ,ರೋಗಿ
ਗੋਦ ਲੈਣਾ,ದತ್ತು
ਬਾਲਗ,ವಯಸ್ಕ
ਵਿਭਚਾਰ,ವ್ಯಭಿಚಾರ
ਵਿਭਚਾਰ,ವ್ಯಭಿಚಾರ
ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ,ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್
ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ,ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ
ਪੇਸ਼ਗੀ,ಮುನ್ನಡೆ
ਐਡਵਾਂਸ ਬੁਕਿੰਗ,ಮುಂಗಡ ಬುಕಿಂಗ್
ਐਡਵਾਂਸ ਕਾਪੀ,ಮುನ್ನಡೆ
ਪੇਸ਼ਗੀ ਵਾਧਾ,ಮುಂಗಡ ಹೆಚ್ಚಳ
ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ,ಮುಂಗಡ ಪಾವತಿ
ਗਲਤ ਪ੍ਰਵੇਸ਼,ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ
ਗਲਤ ਟਿੱਪਣੀ,ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು
ਗਲਤ ਰਿਪੋਰਟ,ಪ್ರತಿಕೂಲ ವರದಿ
ਇਸ਼ਤਿਹਾਰ,ಆಯ್ಕೆ
ਸਲਾਹ,ಸಲಹೆ
ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ,ಪಾವತಿಯ ಸಲಹೆ
ਸਲਾਹਕਾਰ ਕਮੇਟੀ,ಸಲಹಾ ಸಮಿತಿ
ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ,ಸಲಹಾ ಮಂಡಳಿ
ਐਡਵੋਕੇਟ,ಪ್ರತಿಪಾದಿಸು
ਮਾਮਲੇ,ವ್ಯವಹಾರ
ਹਲਫੀਆ ਬਿਆਨ,ಅಫಿಡವಿಟ್
ਮਾਨਤਾ,ಉಪಶಮನ
ਪੁਸ਼ਟੀਕਰਣ,ದೃ ir ೀಕರಣ
ਸਕਾਰਾਤਮਕ,ದೃ irf ೀಕರಣದ
ਬਰਦਾਸ਼ਤ,ಆತುರಿಸು
ਉਪਰੋਕਤ,ಈನಟ
ਅਫਰੇਸ਼,ಹೊಸದಾಗಿ
ਦੇ ਵਿਰੁੱਧ,ವಿರುದ್ಧವಾಗಿ
ਉਮਰ,ವಯಸ್ಸು
ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ,ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ
ਦੁਖੀ ਲਈ ਉਮਰ,ಮತದಾರರ ವಯಸ್ಸು
ਉਮਰ ਸੀਮਾ,ವಯಸ್ಸಿಗೆ
ਏਜੰਸੀ,ವಾಗ್ದಾನ
ਏਜੰਡਾ,ಕಾಗಾರ
ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ,ನಿವೃತ್ತಿಯ ವಯಸ್ಸು
ਪੂਰਕ ਦੀ ਉਮਰ,ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು
ਇਕੱਤਰਤਾ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ਦੁਖਦਾਈ,ದುಃಖಿಸಿದ
ਅੰਦੋਲਨ,ಆಂದೋಲನ
ਏਜੀਐਮ,ಅವಾತ
ਸਮਝੌਤਾ,ಒಪ್ಪಂದ
ਸਮਝੌਤਾ ਫਾਰਮ,ಒಪ್ಪಂದದ ರೂಪ
ਖੇਤੀ ਬਾੜੀ,ಕೃಷಿ
ਖੇਤੀ-ਉਦਯੋਗ,ಕೃಷಿ ಉದ್ಯಮ
ਸਹਾਇਤਾ,ನೆರವು
ਅਲਾਰਮ,ಎಚ್ಚರಿಕೆ
ਚੇਤਾਵਨੀ,ಜಾಗರೂಕತೆ
ਉਪਨਾਮ,ಅಲಿಯಾಸ್
ਇਲਜ਼ਾਮ,ಆರೋಪಣೆ
ਵਫ਼ਾਦਾਰੀ,ನಿಷ್ಠೆ
ਗਠਜੋੜ,ಮೈತ್ರಿ
ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ,ಮಿತ್ರ ಸೇವೆಗಳು
ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ,ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ
ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ,ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು
ਅਲਾਟਮੈਂਟ,ಮನವಸಿಕೆ
ਅਲਾਟਮੈਂਟ,ಹಂಚಿಕೆ
ਅਲਾਟਮੈਂਟ ਪੱਤਰ,ಹಂಚಿಕೆ ಪತ್ರ
ਅਲਾਟੀਟੀ,ಹಂಚುವವ
ਮਨਜ਼ੂਰ,ಅನುಮತಿಸುವ
ਮਨਜ਼ੂਰ ਖਰਚੇ,ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು
ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ,ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ
ਭੱਤਾ,ಭತ್ಯೆ
ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ,ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ
ਵਰਣਮਾਲਾ ਕ੍ਰਮ,ವರ್ಣಮಾಲೆ
ਗਰੈਟਰਕੇਸ਼ਨ,ವಾಗ್ವಾದ
ਵਿਕਲਪਿਕ,ಪರ್ಯಾಯ
ਵਿਕਲਪਿਕ,ಬದಲಕ
ਏਕੀਕਰਨ,ಸಂಯೋಗ
ਸੋਧਿਆ ਖਰੜਾ,ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು
ਸੋਧ,ತಿದ್ದುಪಡಿ
ਸਹੂਲਤ,ಸೌಕರ್ಯ
ਅਮਲ,ಸೌಹಾರ್ದಯುತ
ਬਾਰੂਦ,ಮದ್ದುಗುಂಡು
ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ,ಸಾಲದ ಭೋಗ್ಯ
ਦੀ ਰਕਮ,ಮೊತ್ತ
ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ,ಪಿಂಚಣಿ ಪ್ರಮಾಣ
ਸਮਾਨ ਪੋਸਟ,ಸಾದೃಶ್ಯದ ಹುದ್ದೆ
ਵਿਸ਼ਲੇਸ਼ਣ,ವಿಶ್ಲೇಷಣೆ
ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ
ਪੂਰਵਜ,ಪೂರ್ವಜ
ਸਹਾਇਕ ਉਦਯੋਗ,ಪೂರಕ ಉದ್ಯಮ
ਵੈਰ,ದ್ವೇಷ
ਅਨੁਲੱਗ,ಅನುಬಂಧ
ਵਰ੍ਹੇਗੰ,ವಾರ್ಷಿಕೋತ್ಸವ
ਘੋਸ਼ਣਾ,ಪ್ರಕಟಿಸುವುದು
ਨਾਰਾਜ਼ਗੀ,ಕಿರಿಕಿರಿಯ
ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ,ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ
ਸਾਲਾਨਾ ਰਿਪੋਰਟ,ವಾರ್ಷಿಕ ವರದಿ
ਐਨੂਅਟੀ,ವರ್ಷಾಶನ
ਅਗਿਆਤ,ಅನಾಮಿಕ
ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ,ಅನಾಮಧೇಯ ದೂರು
ਜਵਾਬ,ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ
ਜਵਾਬ ਸ਼ੀਟ,ಉತ್ತರ ಪತ್ರಿಕೆ
ਵਿਰੋਧੀ,ವಿರೋಧಿ
ਅਨੌਖੇ,ಪೂರ್ವಸಿದ್ಧತೆಗಳು
ਅਨੁਮਾਨਤ ਖਰਚੇ,ನಿರೀಕ್ಷಿತ ಖರ್ಚು
ਅਨੁਮਾਨਤ ਆਮਦਨੀ,ನಿರೀಕ್ಷಿತ ಆದಾಯ
ਉਮੀਦ,ನಿರೀಕ್ಷಣೆ
ਅਗਾ .ਂ ਜ਼ਮਾਨਤ,ನಿರೀಕ್ಷಿತ ಜಾಮೀನು
ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ,ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ
ਐਂਟੀ-ਡੰਪਿੰਗ,ಡಂಪಿಂಗ್ ವಿರೋಧಿ
ਪੁਰਾਣੀ,ಪ್ರಾಚೀನ
ਨਸਲਵਾਦ,ವರ್ಣಭೇದ
ਉਦਾਸੀ,ನಿರಾಸಕ್ತಿ
ਸੁਪਰੀਮ ਬਾਡੀ,ತುದಿ ದೇಹ
ਮੁਆਫੀ,ಕ್ಷಮೆ
ਅਪੀਲ,ಮನವಿಯನ್ನು
ਦਿੱਖ,ಗೋಚರತೆ
ਭੁੱਖ,ಸಮಾಧಾನ
ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ,ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ
ਅੰਤਿਕਾ,ಅನುಬಂಧ
ਉਪਕਰਣ,ಉಪಕರಣ
ਲਾਗੂ,ಅನ್ವಯಿಸುವ
ਬਿਨੈਕਾਰ,ಅರ್ಜಿದಾರ
ਐਪਲੀਕੇਸ਼ਨ,ಅನ್ವಯಿಸು
ਅਰਜ਼ੀ ਫਾਰਮ,ಅರ್ಜಿ
ਲਾਗੂ ਕੀਤਾ,ಅನ್ವಯಿಕ
ਲਾਗੂ ਕਰੋ,ಅನ್ವಯಿಸು
ਨਿਯੁਕਤ,ನೇಮಕಾತಿ
ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ,ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು
ਨਿਯੁਕਤੀ,ನೇಮಕ
ਮੁਲਾਕਾਤ ਪੱਤਰ,ನೇಮಕಾತಿ ಪತ್ರ
ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ,ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ
ਤਨਖਾਹ ਦੀ ਵੰਡ,ವೇತನದ ಹಂಚಿಕೆ
ਮੁਲਾਂਕਣ,ಮೌಲ್ಯಮಾಪಕ
ਮੁਲਾਂਕਣ,ಮೌಲ್ಯಮಾಪಕ
ਕਦਰ,ಮೆಚ್ಚುಗೆ
ਖਦਸ਼ਾ,ಭಯ
ਅਪ੍ਰੈਂਟਿਸ,ಅಪ್ರೆಂಟಿಸ್
ਪਹੁੰਚ,ಸಮೀಪಿಸು
ਉਚਿਤ,ಸೂಕ್ತ
ਉਚਿਤ ਕਾਰਵਾਈ,ಸೂಕ್ತ ಕ್ರಮ
ਉਚਿਤ ਸਿਰ,ಸೂಕ್ತ ತಲೆ
ਨਿਰਧਾਰਤ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
ਮਨਜ਼ੂਰੀ,ಅನುಮೋದನೆ
ਲਗਭਗ,ಅಂದಾಜು
ਯੋਗਤਾ ਟੈਸਟ,ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ
ਮਨਮਾਨੀ,ಅನಿಯಂತ್ರಿತ
ਆਰਬਿਟਰੇਟ,ನಿಣಿಸು
ਆਰਬਿਟਰੇਸ਼ਨ,ಮಧ್ಯಸ್ಥಿಕೆ
ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ,ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ
ਆਰਬਿਟਰੇਟਰ,ಮಧ್ಯಸ್ಥ
ਆਰਕੀਟੈਕਚਰ,ವಾಸ್ತುಶಿಲ್ಪಿ
ਪੁਰਾਲੇਖ,ಆರ್ಕೈವ್ಸ್
ਖੇਤਰ,ಪ್ರದೇಶ
ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ,ಪ್ರದೇಶದ ಪ್ರದೇಶ
ਦਲੀਲ,ವಾದ
ਪੈਦਾ,ಹುಳು
ਸੁਰਖਿਆ ਬਲ,ಸಶಸ್ತ್ರ ಪಡೆ
ਪ੍ਰਬੰਧ,ಜೋಡಣೆ
ਬਰੀਅਰ,ಬಾಕಿ
ਅਰੇਅਰ ਬਿਆਨ,ಬಾಕಿ ಹೇಳಿಕೆ
ਆਗਮਨ ਰਿਪੋਰਟ,ಆಗಮನ ವರದಿ
ਹੰਕਾਰ,ಅಸ್ತವ್ಯಸ್ತತೆ
ਅਰਸੇਨਲ,ಸ ೦ ತಾನು
ਲੇਖ,ಲೇಖನ
ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ,ಸಂಘದ ಲೇಖನಗಳು
ਲੇਖ,ಲೇಖನಗಳು
ਚੜ੍ਹਦੇ ਕ੍ਰਮ,ಆರೋಹಣ
ਪਤਾ ਲਗਾਓ,ಒತ್ತಿಹೇಳಿಸು
ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ,ಎಲ್ಲಿದೆ
ਪਹਿਲੂ,ಆಕಾರ
ਦਾਖਲਾ,ಆಪಾದನೆ
ਕਤਲ,ಹತ್ಯೆ
ਹਮਲਾ,ದಾಳಿ
ਇਕੱਠਾ ਕਰਨ ਯੋਗ,ಜೋಡಿಸು
ਅਸੈਂਬਲੀ,ಸಭೆ
ਸਹਿਮਤੀ,ಒಪ್ಪು
ਦਾਅਵਾ ਕਰੋ,ಪ್ರತಿಪಾದಿಸು
ਮੁਲਾਂਕਣ,ಮೌಲ್ಯಮಾಪಕ
ਮੁਲਾਂਕਣ,ಮೌಲ್ಯಮಾಪನ
ਮੁਲਾਂਕਣ ਸਾਲ,ಮೌಲ್ಯಮಾಪನ ವರ್ಷ
ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ,ಮೌಲ್ಯಮಾಪಕ
ਸੰਪਤੀ,ಸ್ವಸಮಾನಗಳು
Assigneee,ನಿಯೋಗಿ
ਅਸਾਈਨਮੈਂਟ,ನಿಯೋಜನೆ
ਅਸਾਈਨਟਰ,ನಿಯೋಜಕ
ਸਹਾਇਤਾ,ಸಹಾಯ
ਸਹਿਯੋਗੀ,ಜೊತೆಗಾರ
ਐਸੋਸੀਏਸ਼ਨ,ಸಂಘ
ਚਾਰਜ ਦੀ ਧਾਰਨਾ,ಚಾರ್ಜ್ನ umption ಹೆ
ਭਰੋਸਾ,ಭರವಸೆ
ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ,ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ
ਭਰੋਸਾ,ಭರವಸೆ ಕೊಡು
ਛੂਟ 'ਤੇ,ರಿಯಾಯಿತಿಯಲ್ಲಿ
ਪਰਮਾਣੂ ਸ਼ਕਤੀ,ಪರಮಾಣು ಶಕ್ತಿ
ਬਰਾਬਰ ਵਿਚ,ಸಮನಾಗಿ
ਪ੍ਰੀਮੀਅਮ 'ਤੇ,ಪ್ರೀಮಿಯಂನಲ್ಲಿ
ਅਟੈਚ ਕਰੋ,ಲಗತ್ತಿಸು
ਨੱਥੀ ਦਫ਼ਤਰ,ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ
ਲਗਾਵ,ಬಾಂಧಾಣ
