English,Bengali
admissible decision function,গ্রহণযোগ্য সিদ্ধান্ত ফাংশন
admissible hypothesis,গ্রহণযোগ্য অনুমান
aerodynamic force,এরোডাইনামিক বল
aerodynamics,বায়ুগতিবিদ্যা
affine geometry,affine জ্যামিতি
affine mapping,affine ম্যাপিং
affine transformation,affine রূপান্তর
aggregating variables,একত্রিত ভেরিয়েবল
algebra,বীজগণিত
algebraically closed,বীজগণিতভাবে বন্ধ
algebraic equation,বীজগণিত সমীকরণ
algebraic expression,বীজগাণিতিক এক্সপ্রেশন
algebraic form,বীজগাণিতিক ফর্ম
algebraic function,বীজগণিতীয় ফাংশন
algebraic geometry,বীজগণিত জ্যামিতি
algebraic multiplicity,বীজগণিতের বহুত্ব
algebraic system,বীজগণিত ব্যবস্থা
all-integer problem,সমস্ত পূর্ণসংখ্যা সমস্যা
allocation problem,বরাদ্দ সমস্যা
alphabetical notation,বর্ণানুক্রমিক স্বরলিপি
alphabetic character,বর্ণানুক্রমিক অক্ষর
alternate angle,বিকল্প কোণ
alternating form,বিকল্প ফর্ম
alternating group,বিকল্প গোষ্ঠী
alternating matrix,বিকল্প ম্যাট্রিক্স
alternating series,বিকল্প সিরিজ
alternative hypothesis,বিকল্প অনুমান
alternative optima,বিকল্প অপটিমা
alternative outcome,বিকল্প ফলাফল
analog-to-digital converter,এনালগ থেকে ডিজিটাল রূপান্তরকারী
analogue computer,অ্যানালগ কম্পিউটার
analysis,বিশ্লেষণ
analysis of covariance,সহভক্তির বিশ্লেষণ
analysis of enumeration data,গণনা তথ্য বিশ্লেষণ
analysis of variance,বৈচিত্র্যের বিশ্লেষণ
analytic geometry,বিশ্লেষণাত্মক জ্যামিতি
analytic function,বিশ্লেষণমূলক ফাংশন
angle,কোণ
angle of contact,যোগাযোগের কোণ
angle of deflection,বিচ্যুতি কোণ
angle of depression,বিষণ্নতা কোণ
angle of deviation,বিচ্যুতি কোণ
angle of diffraction,বিবর্তন কোণ
angle of elevation,উচ্চতা কোণ
angle of incidence,ঘটনার কোণ
angle of projection,অভিক্ষেপ কোণ
angle of reflection,প্রতিফলন কোণ
angle of refraction,প্রতিসরণ কোণ
angle of rotation,ঘূর্ণন কোণ
angle of total reflection,মোট প্রতিফলনের কোণ
angular acceleration,কৌণিক ত্বরণ
angular motion,কৌণিক গতি
angular speed,কৌণিক গতি
angular velocity,কৌণিক বেগ
annulus,অ্যানুলাস
answer,উত্তর
anti – derivative,বিরোধী – ডেরিভেটিভ
antisymmetric function,অপ্রতিসম ফাংশন
applicable,প্রযোজ্য
application,আবেদন
applied dynamic programming,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
applied geometry,প্রয়োগ করা জ্যামিতি
applied mathematics,ফলিত গণিত
applied statistics,ফলিত পরিসংখ্যান
approximately,আন্দাজ
approximately continuous function,প্রায় একটানা ফাংশন
approximate method,আনুমানিক পদ্ধতি
approximate solution,আনুমানিক সমাধান
approximation problem,আনুমানিক সমস্যা
approximation property,আনুমানিক সম্পত্তি
aptitude test battery,যোগ্যতা পরীক্ষার ব্যাটারি
Argand diagram,Argand ডায়াগ্রাম
arbitrarily chosen,নির্বিচারে নির্বাচিত
arbitrary,ইচ্ছামত
arbitrary constant,নির্বিচারে ধ্রুবক
arbitrary element,নির্বিচারে উপাদান
arbitrary point,নির্বিচারে পয়েন্ট
Archemedean law,আর্কিমিডিয়ান আইন
Archimedes principle,আর্কিমিডিসের নীতি
arc length,চাপ দৈর্ঘ্য
arc of circle,বৃত্তের চাপ
arc sine distribution,আর্ক সাইন ডিস্ট্রিবিউশন
arc sine transformation,চাপ সাইন রূপান্তর
area,এলাকা
areal texture,আঞ্চলিক টেক্সচার
argument of complex number,জটিল সংখ্যার যুক্তি
arithmetic mean,গাণিতিক গড়
arithmetic operation,গাণিতিক অপারেশন
arithmetic unit,পাটিগণিত একক
arrangement,ব্যবস্থা
array,অ্যারে
artificial satellite,কৃত্রিম উপগ্রহ
artificial variable,কৃত্রিম পরিবর্তনশীল
ascend,আরোহণ
ascending,আরোহী
ascending order of magnitude,মাত্রার আরোহী ক্রম
ascending series,আরোহী সিরিজ
assembler language,সংযোজনকারী ভাষা
assignment problem,নিয়োগ সমস্যা
associative law,সহযোগী আইন
associative law of operators,অপারেটরদের সহযোগী আইন
associative operation,সহযোগী অপারেশন
associativity,সহযোগীতা
assumed mean,ধরে নেওয়া গড়
assumed probability distribution,অনুমান সম্ভাব্যতা বন্টন
assumption,ধৃষ্টতা
astrology,জ্যোতিষশাস্ত্র
astronautical engineer,মহাকাশচারী প্রকৌশলী
astronomer,জ্যোতির্বিজ্ঞানী
astronomical clock,জ্যোতির্বিদ্যা ঘড়ি
astronomy,জ্যোতির্বিদ্যা
asymmetrical curve,অপ্রতিসম বক্ররেখা
asymmetry,অসমতা
asymptote,উপসর্গ
asymptotic,অ্যাসিম্পোটিক
asymptotically efficient estimator,লক্ষণগতভাবে দক্ষ অনুমানকারী
asymptotically unbiased estimator,asymptotically নিরপেক্ষ অনুমানকারী
asymptotic behavior,অ্যাসিম্পোটিক আচরণ
asymptotic distribution function,অ্যাসিম্পোটিক ডিস্ট্রিবিউশন ফাংশন
asymptotic expansion,অ্যাসিম্পোটিক সম্প্রসারণ
atmospheric pressure,বায়ুমণ্ডলীয় চাপ
at random,এলোমেলোভাবে
attribute,বৈশিষ্ট্য
attributes sampling procedure,বৈশিষ্ট্য নমুনা পদ্ধতি
augmented matrix,অগমেন্টেড ম্যাট্রিক্স
autocorrelation coefficient,স্বয়ংক্রিয় সম্পর্ক সহগ
autocorrelation function,স্বয়ংক্রিয় সম্পর্ক ফাংশন
autocovariance,স্বয়ংক্রিয়তা
automatic computer,স্বয়ংক্রিয় কম্পিউটার
autoregression,অটোরিগ্রেশন
auxiliary equation,সহায়ক সমীকরণ
average sample number curve (A.S.N. Curve),গড় নমুনা সংখ্যা বক্ররেখা (ASN কার্ভ)
axiom,স্বতঃসিদ্ধ
axiomatic approach,স্বতঃসিদ্ধ পদ্ধতি
axiom of probability,সম্ভাব্যতার স্বতঃসিদ্ধ
axis,অক্ষ
axis of abscissa,আবসিসার অক্ষ
axis of earth,পৃথিবীর অক্ষ
axis of revolution,বিপ্লবের অক্ষ
axis of rotation,ঘূর্ণনের অক্ষ
axis of spin,ঘূর্ণনের অক্ষ
back-substitution,ফিরে প্রতিস্থাপন
backward difference,পশ্চাদপদ পার্থক্য
backward-interpolation formula,পশ্চাদগামী-ইন্টারপোলেশন সূত্র
balance,ভারসাম্য
balanced design,সুষম নকশা
balance sheet,ব্যালেন্স শীট
ballistic missile,ক্ষেপণাস্ত্র
ballistics,ব্যালিস্টিক
bar,বার
base,ভিত্তি
base angle,ভিত্তি কোণ
base of logarithm,লগারিদমের ভিত্তি
basic,মৌলিক
basic feasible solution,মৌলিক সম্ভাব্য সমাধান
basic solution,মৌলিক সমাধান
basic variable,মৌলিক পরিবর্তনশীল
basis,ভিত্তি
basis element,ভিত্তি উপাদান
basis matrix,ভিত্তি ম্যাট্রিক্স
basis of a vector space,একটি ভেক্টর স্থান ভিত্তি
basis of subspace,সাবস্পেস ভিত্তি
Bayesian estimate,Bayesian অনুমান
Bayes' law,বেইস আইন
Bayes' theorem,বেইসের উপপাদ্য
Bernoulli distribution,বার্নোলি বিতরণ
Bernoulli number,বার্নোলি নম্বর
Bernoulli probability function,Bernoulli সম্ভাব্যতা ফাংশন
Bernoulli's equation,বার্নউলির সমীকরণ
Berry function,বেরি ফাংশন
best fit,শ্রেষ্ঠ মিল
best - fit line,সেরা - ফিট লাইন
best solution,সেরা সমাধান
best strategies,সেরা কৌশল
beta distribution,বিটা বিতরণ
bias,পক্ষপাত
biased estimate,পক্ষপাতমূলক অনুমান
biharmonic equation,বিহারমোনিক সমীকরণ
bijection,দ্বিখণ্ডন
bijective map,দ্বিমুখী মানচিত্র
bijective mapping,দ্বিমুখী ম্যাপিং
bilinear form,বাইলিনিয়ার ফর্ম
bilinear function,বাইলিনিয়ার ফাংশন
bilinear Hermitian form,বাইলিনিয়ার হারমিটিয়ান ফর্ম
binary,বাইনারি
binary code,বাইনারি কোড
binary coded decimal,বাইনারি কোডেড দশমিক
binary coding,বাইনারি কোডিং
binary computer,বাইনারি কম্পিউটার
binary digit,বাইনারি সংখ্যা
binary operation,বাইনারি অপারেশন
binary system,বাইনারি সিস্টেম
binary variable,বাইনারি পরিবর্তনশীল
binomial coefficient,দ্বিপদ সহগ
binomial distribution,দ্বিপদ ডিস্ট্রিবিউশন
binomial equation,দ্বিপদ সমীকরণ
binomial expansion,দ্বিপদ সম্প্রসারণ
binomial expression,দ্বিপদ অভিব্যক্তি
binomial random variable,দ্বিপদী র্যান্ডম পরিবর্তনশীল
binomial theorem,দ্বিপদ উপপাদ্য
bisection,দ্বিখণ্ডন
bisection method,দ্বিখণ্ডিত পদ্ধতি
bisector,দ্বিখণ্ডিত
biserial,biserial
bit,বিট
bivariate binomial distribution,দ্বিপদ দ্বিপদ বণ্টন
bivariate correlation coefficient,bivariate পারস্পরিক সম্পর্ক সহগ
bivariate distribution,দ্বিমুখী বন্টন
bivariate normal distribution,দ্বিমুখী স্বাভাবিক বন্টন
bivector,bivector
Boltzmann equation,বোল্টজম্যান সমীকরণ
Boolean algebra,বুলিয়ান বীজগণিত
Bose - Einstein statistics,বোস-আইনস্টাইন পরিসংখ্যান
boundary condition,সীমানার অবস্থা
boundary layer,সীমানা স্তর
boundary line,সীমান
boundary value,সীমানা মান
boundary value problem,সীমানা মান সমস্যা
bounded function,আবদ্ধ ফাংশন
bounded matrix,আবদ্ধ ম্যাট্রিক্স
bounded region,আবদ্ধ অঞ্চল
bounded set,আবদ্ধ সেট
Brownian motion,ব্রোমিন
calculate,গণনা করা
calculating,গণনা করা
calculating machine,গননা যন্ত্র
calculation,গণনা
calculational procedure,গণনা পদ্ধতি
calculator,ক্যালকুলেটর
calculus,ক্যালকুলাস
calculus of variation,পরিবর্তনের ক্যালকুলাস
calorie,ক্যালোরি
cancellation law,বাতিল আইন
canonical equation,ক্যানোনিকাল সমীকরণ
canonical form,ক্যানোনিকাল ফর্ম
canonical matrix,ক্যানোনিকাল ম্যাট্রিক্স
Cantor set,ক্যান্টর সেট
Cantor's ternary set,Cantor এর ত্রিনারি সেট
capacitated transportation problem,ক্যাপাসিটেড পরিবহন সমস্যা
capacity,ক্ষমতা
capillary force,কৈশিক বল
cardinal number,অঙ্কবাচক সংখ্যা
Cartesian axes,কার্টেসিয়ান অক্ষ
Cartesian coordinates,কার্টেসিয়ান স্থানাঙ্ক
Cartesian product,কার্টিজিয়ান পণ্য
Cartesian product of sets,সেটের কার্টেসিয়ান পণ্য
case study,কেস স্টাডি
catastrophic fluctuation,বিপর্যয়কর ওঠানামা
Catenary,ক্যাটেনারি
Cauchy distribution,কচি বন্টন
Cauchy formula,কচি সূত্র
Cauchy Goursat theorem,Cauchy Goursat উপপাদ্য
Cauchy Riemann conditions,কচি রিম্যানের শর্ত
Cauchy sequence,কচি সিকোয়েন্স
Cauchy integral,কচি অবিচ্ছেদ্য
Cauchy principal value,কচি প্রধান মান
Cauchy residue theorem,কচি অবশিষ্টাংশ উপপাদ্য
Cayley Hamilton theorem,কেলি হ্যামিল্টন উপপাদ্য
celestial body,স্বর্গীয় শরীরের
celestial measurement,স্বর্গীয় পরিমাপ
celestial mechanics,স্বর্গীয় বলবিদ্যা
celestial object,মহাকাশীয় বস্তু
cell frequency,সেল ফ্রিকোয়েন্সি
census,জনগণনা
centile,সেন্টিল
centimeter,সেন্টিমিটার
centimeter gram second system,সেন্টিমিটার গ্রাম দ্বিতীয় সিস্টেম
central,কেন্দ্রীয়
central axis,কেন্দ্রীয় অক্ষ
central difference,কেন্দ্রীয় পার্থক্য
central difference formula,কেন্দ্রীয় পার্থক্য সূত্র
central difference table,কেন্দ্রীয় পার্থক্য টেবিল
central limit theorem,কেন্দ্রীয় সীমা উপপাদ্য
central moment,কেন্দ্রীয় মুহূর্ত
central processing unit (C.P.U),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
central tendency,কেন্দ্রীয় প্রবণতা
centre,কেন্দ্র
centre of gravity,মাধ্যাকর্ষণ কেন্দ্র
centre of group,দলের কেন্দ্র
centre of mass,ভর কেন্দ্র
centre of symmetry,প্রতিসাম্য কেন্দ্র
centrifugal force,অপকেন্দ্র বল
centripetal force,কেন্দ্রমুখী বল
centroid,ভরকেন্দ্র
certainty,নিশ্চিততা
c.g.s. system,সিজিএস সিস্টেম
c.g.s. unit,সিজিএস ইউনিট
chain rule of differentiation,পার্থক্যের চেইন নিয়ম
chance causes,সুযোগ কারণ
chance moves,সুযোগ চলে যায়
change of axes,অক্ষ পরিবর্তন
change of basis,ভিত্তি পরিবর্তন
change of order,আদেশ পরিবর্তন
characteristic coefficient,বৈশিষ্ট্য সহগ
determinant,নির্ধারক
characteristic equation,চরিত্রগত সমীকরণ
characteristic function,চরিত্রগত ফাংশন
characteristic of logarithm,লগারিদমের বৈশিষ্ট্য
characteristic polynomial,চরিত্রগত বহুপদ
characteristic value,বৈশিষ্ট্যগত মান
characteristic vector,চরিত্রগত ভেক্টর
character set,অক্ষর সেট
chart,চার্ট
chi-square distribution,চি-স্কয়ার বিতরণ
chi-square formula,চি-বর্গাকার সূত্র
chi-square test,চি-স্কয়ার পরীক্ষা
chord,জ্যা
chord-bisection method,জ্যা-দ্বিখণ্ডন পদ্ধতি
cipher message (=coded message),সাইফার বার্তা (=কোডেড বার্তা)
cipher (zero),সাইফার (শূন্য)
circle,বৃত্ত
circle of convergence,অভিসার বৃত্ত
circuit matrix,সার্কিট ম্যাট্রিক্স
circular,বৃত্তাকার
circular asymptote,বৃত্তাকার অ্যাসিম্পটোট
circular helix,বৃত্তাকার হেলিক্স
circular motion,বৃত্তাকার গতি
circumcentre,পরিধি কেন্দ্র
circumcircle,পরিবৃত্ত
circumscribe,পরিধি করা
circumscribed,পরিধিকৃত
circumscribed circle,পরিধিকৃত বৃত্ত
classical deductive technique,ক্লাসিক্যাল ডিডাক্টিভ কৌশল
classical dynamics,শাস্ত্রীয় গতিবিদ্যা
classical optimization,শাস্ত্রীয় অপ্টিমাইজেশান
classical ruin problem,শাস্ত্রীয় ধ্বংস সমস্যা
classical statistical mechanics,শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা
classification of errors,ত্রুটির শ্রেণীবিভাগ
class interval,ক্লাসের ব্যবধান
class-interval unit,ক্লাস-ব্যবধান ইউনিট
class limit,শ্রেণীর সীমা
clockwise,ঘড়ির কাঁটার দিকে
clopen (= closed and open),ক্লোপেন (= বন্ধ এবং খোলা)
closed,বন্ধ
closed convex hull,বদ্ধ উত্তল হুল
closed cube,বন্ধ ঘনক্ষেত্র
closed curve,বন্ধ বক্ররেখা
closed domain,বন্ধ ডোমেইন
closed figure,বন্ধ চিত্র
closed interval,বন্ধ ব্যবধান
closed region,বন্ধ অঞ্চল
closed set,বন্ধ সেট
closed surface,বন্ধ পৃষ্ঠ
closure,বন্ধ
closure operator,বন্ধ অপারেটর
closure point (= contact point),বন্ধ বিন্দু (= যোগাযোগ বিন্দু)
closure postulate,বন্ধ ঘোষণা
closure set,বন্ধ সেট
cluster point,ক্লাস্টার পয়েন্ট
cluster sampling,গুচ্ছের আদর্শ
cluster set,ক্লাস্টার সেট
coaxial circles,সমাক্ষ বৃত্ত
coaxial parabolas,সমাক্ষীয় প্যারাবোলাস
coaxial planes,সমাক্ষ সমতল
coaxial triangles,সমাক্ষীয় ত্রিভুজ
Cobb - Douglas function,কোব - ডগলাস ফাংশন
coding,কোডিং
coding of data,ডেটা কোডিং
co-domain,সহ-ডোমেইন
coefficient matrix,সহগ ম্যাট্রিক্স
coefficient of correlation,পারস্পরিক সম্পর্কের সহগ
coefficient of determination,সংকল্প সহগ
coefficient of elasticity,স্থিতিস্থাপকতার সহগ
coefficient of expansion,সম্প্রসারণের সহগ
coefficient of friction,ঘর্ষণ সহগ
coefficient of linear expansion,রৈখিক প্রসারণের সহগ
coefficient of regression,রিগ্রেশন সহগ
coefficient of surface tension,পৃষ্ঠ টান সহগ
coefficient of variation,প্রকরণ সহগ
cofactor,কোফ্যাক্টর
coin throw (coin toss),মুদ্রা নিক্ষেপ (মুদ্রা টস)
collection of sample,নমুনা সংগ্রহ
collinear,সমরেখার
collinearity,সমরেখা
column,কলাম
column equivalence,কলামের সমতা
column equivalent,কলাম সমতুল্য
column equivalent matrix,কলাম সমতুল্য ম্যাট্রিক্স
column matrix,কলাম ম্যাট্রিক্স
column rank,কলাম র‍্যাঙ্ক
column reduced echolon matrix,কলাম হ্রাস ইকোলন ম্যাট্রিক্স
column vector,কলাম ভেক্টর
columnwise,কলাম অনুসারে
combined equation,সম্মিলিত সমীকরণ
common angle,সাধারণ কোণ
common axis,সাধারণ অক্ষ
common base,সাধারণ ভিত্তি
common denominator,সাধারণ নির্ধারক
common difference,সাধারণ পার্থক্য
common factor,সাধারণ সমস্যা
common logarithm,সাধারণ লগারিদম
common multiple,সাধারণ একাধিক
common ratio,সাধারণ অনুপাত
common section,সাধারণ বিভাগ
common side,সাধারণ দিক
common tangent,সাধারণ স্পর্শক
common term,সাধারণ শব্দ
commutative law,বিনিময় বিধি
commutative property,পরিবর্তনমূলক সম্পত্তি
commutative rule,পরিবর্তনমূলক নিয়ম
commutative law of addition,সংযোজনের পরিবর্তনমূলক আইন
commutative law of multiplication,গুণের পরিবর্তনমূলক আইন
commutative operation,পরিবর্তনমূলক অপারেশন
commutator group,কমিউটার গ্রুপ
commuting of matrices,ম্যাট্রিক্সের যাতায়াত
compact set,কমপ্যাক্ট সেট
comparability,তুলনা
comparision of means,উপায়ের তুলনা
comparision of percentage,শতাংশের তুলনা
comparision test,তুলনা পরীক্ষা
compatibility equation,সামঞ্জস্য সমীকরণ
competitive game,প্রতিযোগিতামূলক খেলা
competitive situation,প্রতিযোগিতামূলক পরিস্থিতি
competitive strategy,প্রতিযোগিতামূলক কৌশল
compiler,কম্পাইলার
complementary,পরিপূরক
complementary angle,পরিপূরক কোণ
complementary event पूरक घटना,পরিপূরক ঘটনা
complementary factor,পরিপূরক ফ্যাক্টর
complementary function,পরিপূরক ফাংশন
complementary half space,পরিপূরক অর্ধেক স্থান
complementary interval,পরিপূরক ব্যবধান
complementary set,পরিপূরক সেট
complementation,পরিপূরক
complement of a set,একটি সেটের পরিপূরক
complete census,সম্পূর্ণ আদমশুমারি
complete correlation matrix,সম্পূর্ণ পারস্পরিক সম্পর্ক ম্যাট্রিক্স
complete metric space,সম্পূর্ণ মেট্রিক স্থান
complete orthonormal set,সম্পূর্ণ অর্থনর্মাল সেট
complete quadrangle,সম্পূর্ণ চতুর্ভুজ
complete quotient,সম্পূর্ণ ভাগফল
complete set,সম্পূর্ণ সেট
complete solution,সম্পূর্ণ সমাধান
completely randomised design,সম্পূর্ণরূপে এলোমেলো নকশা
complex argument,জটিল যুক্তি
complex conjugate,জটিল অনুবন্ধী
complex differentiation,জটিল পার্থক্য
complex function,জটিল ফাংশন
complex integration,জটিল একীকরণ
complex matrices,জটিল ম্যাট্রিক্স
complex number,জটিল সংখ্যা
complex number field,জটিল সংখ্যা ক্ষেত্র
complex orthogonal matrix,জটিল অর্থোগোনাল ম্যাট্রিক্স
complex plane,জটিল সমতল
complex quantity,জটিল পরিমাণ
complex reciprocal,জটিল পারস্পরিক
complex resultant,জটিল ফলাফল
complex space,জটিল স্থান
complex valued function,জটিল মূল্যবান ফাংশন
complex variable,জটিল পরিবর্তনশীল
componendo and divindendo,componendo এবং divindendo
component,উপাদান
component analysis,উপাদান বিশ্লেষণ
component of variance,বৈচিত্র্যের উপাদান
component of vector,ভেক্টরের উপাদান
composite function,যৌগিক ফাংশন
composite hypothesis,যৌগিক অনুমান
composite number,যৌগিক সংখ্যা
composite series,যৌগিক সিরিজ
composition of vectors,ভেক্টরের গঠন
compound angle,যৌগিক কোণ
compound division,যৌগিক বিভাগ
compound fraction,যৌগিক ভগ্নাংশ
compound interest,চক্রবৃদ্ধিহারে সুদ
compound probability,যৌগিক সম্ভাবনা
compressible flow,সংকোচনযোগ্য প্রবাহ
compression,সঙ্কোচন
computation,গণনা
computational formula,কম্পিউটেশনাল সূত্র
computed value,গণনা করা মান
computer,কম্পিউটার
computer algorithm,কম্পিউটার অ্যালগরিদম
computer programme,কম্পিউটার প্রোগ্রাম
computer programming,কম্পিউটার প্রোগ্রামিং
computer simulation,কম্পিউটার সিমুলেশন
computing,কম্পিউটিং
concave function,অবতল ফাংশন
concave polygon,অবতল বহুভুজ
concave programming,অবতল প্রোগ্রামিং
concentric circles,সমকেন্দ্রিক বৃত্ত
concentric curves,কেন্দ্রীভূত বক্ররেখা
concrete form,কংক্রিট ফর্ম
concurrency of lines,লাইনের সামঞ্জস্য
concurrent,সমবর্তী
concurrent forces,সমবর্তী বাহিনী
conditional density function,শর্তাধীন ঘনত্ব ফাংশন
conditional distribution,শর্তাধীন বিতরণ
conditional expectation,শর্তাধীন প্রত্যাশা
conditional mean,শর্তসাপেক্ষ গড়
conditional probability,শর্তাধীন সম্ভাবনা
condition of collinearity,সমসাময়িকতার শর্ত
condition of consistency,ধারাবাহিকতার শর্ত
condition of integrability,অখণ্ডতার শর্ত
condition of tangency,স্পর্শক অবস্থা
cone,শঙ্কু
confidence interval,আস্থা ব্যবধান
confidence interval estimate,আত্মবিশ্বাসের ব্যবধান অনুমান
confidence limits,আত্মবিশ্বাসের সীমা
confidence region,আত্মবিশ্বাস অঞ্চল
conflict situation,সংঘর্ষ পরিস্থিতি
confocal conics,confocal conics
confocal ellipses,কনফোকাল উপবৃত্ত
confocal geometry,কনফোকাল জ্যামিতি
confocal hyperbolae,কনফোকাল হাইপারবোলা
confocal hyperboloids,কনফোকাল হাইপারবোলয়েড
confocal parabola,কনফোকাল প্যারাবোলা
confocal paraboloidal cordinates,কনফোকাল প্যারাবোলয়েডাল স্থানাঙ্ক
conformal,আনুষ্ঠানিক
conformal mapping,কনফরমাল ম্যাপিং
congruence,সঙ্গতি
congruence of circles,বৃত্তের মিলন
congruent,সঙ্গতিপূর্ণ
congruent matrices,সঙ্গতিপূর্ণ ম্যাট্রিক্স
conic,কনিক
conical frustum,conical frustum
conical helix,শঙ্কুযুক্ত হেলিক্স
conical section,শঙ্কুযুক্ত বিভাগ
conics,কনিক্স
conic section,কনিক বিভাগ
conjugate,কনজুগেট
conjugate angles,সংযোজিত কোণ
conjugate axis,সংযোজিত অক্ষ
conjugate complex numbers,সংযুক্ত জটিল সংখ্যা
conjugate directions,সংযোজিত দিকনির্দেশ
conjugate functions,কনজুগেট ফাংশন
conjugate of matrix,ম্যাট্রিক্সের সংযোজন
conjugate permutation,কনজুগেট পারমুটেশন
conjugate transpose,সংযোজিত স্থানান্তর
conjuction,সংযোজন
consecutive,ক্রমাগত
consecutive numbers,ধারাবাহিক সংখ্যা
conservation of energy,শক্তির নিত্যতা
conservation of mass,জনগনের আলাপ
conservative,রক্ষণশীল
consistency,ধারাবাহিকতা
consistency condition,সামঞ্জস্য অবস্থা
consistent estimate,সামঞ্জস্যপূর্ণ অনুমান
consistent estimator,সামঞ্জস্যপূর্ণ অনুমানকারী
consistent statistic,সামঞ্জস্যপূর্ণ পরিসংখ্যান
consistent system,সামঞ্জস্যপূর্ণ সিস্টেম
consol,কনসোল
constant,ধ্রুবক
constant acceleration,ধ্রুবক ত্বরণ
constant function,ধ্রুবক ফাংশন
constant of gravity,মহাকর্ষের ধ্রুবক
constant of integration,একীকরণের ধ্রুবক
constant of proportionality,সমানুপাতিকতার ধ্রুবক
constant parameter,ধ্রুবক পরামিতি
constant polynomial,ধ্রুব বহুপদী
constant proportion,ধ্রুবক অনুপাত
constant speed,ধ্রুব গতি
constant term,ধ্রুব মেয়াদ
constant velocity,ধ্রুব বেগ
constitutive equation,গঠনমূলক সমীকরণ
constraint,বাধা
construct,নির্মাণ
construction,নির্মাণ
consumer preference,ভোক্তা পছন্দ
consumption function,খরচ ফাংশন
contact angle,যোগাযোগ কোণ
contact point,যোগাযোগ বিন্দু
contained in,মধ্যে
contingency table,অনিশ্চিত টেবিল
continuum mechanics,ধারাবাহিক মেকানিক্স
continued fraction,অবিরত ভগ্নাংশ
continued product,অবিরত পণ্য
continuity,ধারাবাহিকতা
continuity of function,ফাংশনের ধারাবাহিকতা
continuity test,ধারাবাহিকতা পরীক্ষা
continuous,একটানা
continuous derivative,ক্রমাগত ডেরিভেটিভ
continuous distribution,ক্রমাগত বিতরণ
continuous from above,উপর থেকে একটানা
continuous function,ক্রমাগত ফাংশন
continuously differentiable,ক্রমাগত পার্থক্যযোগ্য
continuous map,ক্রমাগত মানচিত্র
continuous mapping,ক্রমাগত ম্যাপিং
continuous probability density function,ক্রমাগত সম্ভাব্যতা ঘনত্ব ফাংশন
continuous probability distribution,ক্রমাগত সম্ভাব্যতা বন্টন
continuous random variable,ক্রমাগত এলোমেলো পরিবর্তনশীল
continuous sample space,ক্রমাগত নমুনা স্থান
continuous variable,ক্রমাগত পরিবর্তনশীল
continuous wave,একটানা তরঙ্গ
continuum,ধারাবাহিকতা
continuum hypothesis (= continuum axiom),ধারাবাহিক অনুমান (= ধারাবাহিক স্বতঃসিদ্ধ)
continuum of real numbers (= set of real numbers),বাস্তব সংখ্যার ধারাবাহিকতা (= বাস্তব সংখ্যার সেট)
continuum theory,ধারাবাহিক তত্ত্ব
