Odiya,Marathi
ବାଘ,हिमस्खलन
ହାରାହାରି ଡିଟେକ୍ଟର |,सरासरी डिटेक्टर
ଅକ୍ଷୀୟ ମୋଡ୍ |,अक्षीय मोड
ଅକ୍ଷୀୟ ଅନୁପାତ |,अक्षीय प्रमाण
ଆଣ୍ଟେନା |,अँटेना
ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |,बॅक इलेक्ट्रोमोटिव्ह फोर्स
ପଛ କ୍ଷେତ୍ର,मागील क्षेत्र
ପଛ ବିଛାଇବା |,परत स्कॅटर
ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |,पार्श्वभूमी शुल्क
ପାର୍ଶ୍ୱ ଶବ୍ଦ |,बाजूचा आवाज
ପ୍ରତ୍ୟାବର୍ତ୍ତନ,प्रतिगामी
ପରବର୍ତ୍ତୀ ବିକିରଣ |,पोस्टरियर इरॅडिएशन
ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |,बॅकवर्ड डायोड / बॅकवर्ड डायोड
ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |,बॅकवर्ड वेव्ह ऑसिलेटर
"ବାଧା, ବାଧା","अडथळा, अडथळा"
ବାଧା,अडथळा
ସନ୍ତୁଳିତ ସେତୁ |,संतुलित पूल
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,संतुलित मॉड्युलेटर
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,संतुलित मॉड्युलेटर
ସନ୍ତୁଳିତ ସର୍କିଟ |,संतुलित सर्किट
ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |,संतुलित ग्रेडियंट डिटेक्टर
ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |,वर्तमान स्टॅबिलायझर प्रतिरोध
ବୋଲୋମିଟର |,बोलोमीटर
ବୋଲୋମିଟର ବ୍ରିଜ୍ |,बोलोमीटर पूल
ବେଲୁନ୍ |,फुगा
ବାନା ଜ୍ୟାକ୍ |,केळी जॅक
ବାନା ପ୍ଲଗ୍ |,केळी प्लग
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |","पट्टी, पट्टी"
ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |,बँड चालक
ବ୍ୟାଣ୍ଡ ଶକ୍ତି,बँड ऊर्जा
ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |,बँड अंतर
ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |,बॅडपार्क अॅम्प्लीफायर
ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |,बँड पास फिल्टर
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,बॉड रेट जनरेटर
ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |,banddispersion
ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |,बँड रेझिस्टर
ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |,बँड ब्रेकर फिल्टर
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର,बँड विस्तार
ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |,बँड रिमूव्हर फिल्टर
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |,बँड विस्तार विक्षेप गुणक
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |,बँड विस्तार अंतर गुणक
"ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |","बीम कॅपेसिटर, बँक कॅपेसिटर"
"ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |","बार्कर कोड, बार्कर कोड"
ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |,barravaugen निकष
ବ୍ୟାରେଟର୍,बॅरेटर
ପ୍ରତିବନ୍ଧକ |,अडथळा
ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |,इन्सुलेट कॅपेसिटर
ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |,अडथळा ऊर्जा
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,रेझिस्टर व्होल्टेज
ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |,बार्टलेट विंडो
"ଆଧାର, ଆଧାର","आधार, आधार"
ବେସ୍ ବ୍ୟାଣ୍ଡ |,बेस बँड
ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |,बेस बँड ट्रान्समिशन
ଆଧାର ଚାର୍ଜ |,बेस चार्ज
ମୂଳ କରେଣ୍ଟ୍ |,बेस करंट
ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |,मूळ वर्तमान स्रोत
ମୂଳ କାଟିବା |,बेस कातरणे
ଆଧାର ମଦନ,आधार मदन
ବେସ୍ ଏମିଟର ଫିଡ୍ |,बेस एमिटर फीड
ବେସ୍ ଏମିଟର ଜଙ୍କସନ |,बेस एमिटर जंक्शन
ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |,बेस इंजेक्शन
ଭୂମି ରେଖା,ग्राउंड लाईन
ମୂଳ ପ୍ରତିରୋଧ |,बेस प्रतिकार
ମୂଳ ଉତ୍ସ |,मूळ स्रोत
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,बेस विस्तार प्रतिकार
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,बेस विस्तार प्रतिकार
ମୂଳ ଘନତା |,बेस जाडी
ଆଧାର ପ୍ରବେଶ,बेस प्रवेश
"ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |","बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन"
ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |,बेस कलेक्टर करार
ଗନ୍ଧ,वास
ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,बास वारंवारता
ବ୍ୟାଟେରୀ,बॅटरी
baud,बॉड
ବାଉଡ୍ ହାର,बॉड दर
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,बॉड रेट जनरेटर
ବୋଡୋ କୋଡ୍ |,बोडो कोड
"ସଙ୍କେତ, ବିକନ୍ |","सिग्नल, बीकन"
"ମାଣିକା, ବିଡ୍ |","माणिका, बीड"
ମାଣିକ କ୍ୟାପେସିଟର୍ |,मॅनिक कॅपेसिटर
ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |,मणिकर्तपी प्रतिरोधक
"ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |","बीम अँटेना, बीम अँटेना"
ବିମ୍ ଡିଟେକ୍ଟର୍ |,बीम डिटेक्टर
ବିମ୍ ପାୱାର୍ ହୋସ୍ |,बीम पॉवर नळी
ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |,बीम स्विचिंग नोजल
ବିମ୍ ବିସ୍ତାର,तुळई विस्तार
ଫ୍ରିକ୍ୱେନ୍ସି,बीट वारंवारता
ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,बीट-फ्रिक्वेंसी ऑसिलेटर
ନାଡ ଓସିଲେଟର |,पल्स ऑसिलेटर
ବେଲ୍ |,घंटा
ନମ୍ର କ୍ଷତି |,वाकणे नुकसान
ବେସେଲ୍ ଫିଲ୍ଟର୍ |,बेसल फिल्टर
ବିଟା |,बीटा
b-h ବକ୍ର,b-h वक्र
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","पक्षपात, पक्षपात"
ପକ୍ଷପାତ କରେଣ୍ଟ |,पूर्वाग्रह वर्तमान
ପକ୍ଷପାତ ପ୍ରତିରୋଧ |,पूर्वाग्रह प्रतिकार
ଡବଲ୍ ଆଣ୍ଟେନା |,दुहेरी अँटेना
ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |,द्विदिशात्मक भार प्रवाह
ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |,द्विदिश अँटेना
ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |,द्विदिश प्रकाश उत्सर्जक डायोड
ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |,द्विदिशात्मक थायरिस्टर
bi FET ଟେକ୍ନୋଲୋଜି |,bi FET तंत्रज्ञान
ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |,द्वि-बिंदू ट्रान्सफॉर्मर
ଡବଲ୍ ଫ୍ୟୁଜନ୍ |,दुहेरी संलयन
ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |,द्विपक्षीय सर्किट
ବାଇନାରୀ,बायनरी
ବାଇନାରୀ ରାଶି,बायनरी बेरीज
ବାଇନାରୀ ସର୍କିଟ |,बायनरी सर्किट
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,बायनरी कोडेड दशांश
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |,बायनरी कोडेड दशांश प्रणाली
ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |,बायनरी द्विध्रुवीय कॅपेसिटर
ବାଇନାରୀ କାଲକୁଲେଟର,बायनरी कॅल्क्युलेटर
ବାଇନାରୀ କାଲକୁଲେଟର,बायनरी कॅल्क्युलेटर
ବାଇନାରୀ ଡିକୋଡର୍ |,बायनरी डीकोडर
ବାଇନାରୀ ସିଡ଼ି |,बायनरी शिडी
ବାଇନାରୀ ପାଥୋମିଟର |,बायनरी पॅथोमीटर
ବାଇନାରୀ ଅବସ୍ଥା |,बायनरी स्थिती
ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |,बायनरी-दशांश डिकोडर
ବାଇନାରୀ ଲୋଡ୍ |,बायनरी लोड
ବାଇନାରୀ ଶବ୍ଦ |,बायनरी शब्द
ଦ୍ୱିପାକ୍ଷିକ,द्विध्रुवीय
ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |,द्विध्रुवीय कॅपेसिटर
ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |,द्विध्रुवीय उपकरण
ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |,द्विध्रुवीय स्रोत
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |,द्विध्रुवीय ट्रान्झिस्टर
ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |,द्विध्रुवीय जंक्शन ट्रान्झिस्टर
ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |,चतुर्भुज फिल्टर
ଡବଲ୍ ପୋଜିସନ୍ |,दुहेरी स्थिती
ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |,दोन-स्टेज मल्टीव्हायब्रेटर
ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |,द्विदिशात्मक रिले
ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |,biphasic स्थिती
ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |,दोन-स्थिती ट्रिगर
ବିଟ୍ ତ୍ରୁଟି |,बिट त्रुटी
ବିଟ୍ ତ୍ରୁଟି ହାର,बिट त्रुटी दर
ବିଟ୍ ତ୍ରୁଟି |,बिट त्रुटी
ବିଟ୍କାଲ୍ ତ୍ରୁଟି |,बिटकल त्रुटी
ଅନ୍ଧ ବାକ୍ସ,आंधळा बॉक्स
ଘନୀଭୂତ ନାଡ |,घनरूप नाडी
ସଚିବ,सचिव
ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |,सेक्रेटरी इनहिबिटर
ଅନ୍ଧତା,अंधत्व
ବିଭାଗ ଚିତ୍ର,खंड आकृती
ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |,अवरोधित करणे
ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |,तुकडा हस्तांतरण
ବାଧା,इंटरसेप्ट
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,रेझिस्टर कॅपेसिटर
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,रेझिस्टर कॅपेसिटर
ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |,रेझिस्टर ऑसिलेटर
ପ୍ରତିରୋଧକ ଓସିଲେଟର |,ब्लॉकिंग ऑसिलेटर
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,रेझिस्टर व्होल्टेज
ବ୍ଲୋଅର୍ |,ब्लोअर
ବୋଡ ଚିତ୍ର,bode आकृती
voltzmann ସମ୍ପର୍କ,voltzmann संबंध
voltzmann ସ୍ଥିର |,voltzmann स्थिरांक
ବନ୍ଧନ,बंध
ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |,बाउंड स्ट्रेन गेज
ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |,स्वयं-समर्थक अॅम्प्लिफायर
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,बुलियन बीजगणित
ବୁଲିଅନ୍ ସମୀକରଣ |,बुलियन समीकरण
ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |,बूट Strapon
ବୁଥ୍ ର ଆଲଗୋରିଦମ |,बूथचे अल्गोरिदम
ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |,बूटस्ट्रॅप प्रिझम सर्किट
ବସ୍କଟ୍ ନିୟମ |,bosscutts नियम
ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |,बोस-चौधरी हॉकेनहॅम (BCH) कोड
"ଡେଇଁବା, ଡେଇଁବା |","उडी, उडी"
ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |,बद्ध इलेक्ट्रॉन
ଗର୍ବ ପ୍ରତିଫଳକ |,ब्रॅग रिफ्लेक्टर
ଅନ୍ତର୍ନିହିତ ତାର,गुंफलेली तार
ଶାଖା,शाखा
ଶାଖା,शाखा
ପରୀକ୍ଷଣ ବୋର୍ଡ |,प्रयोग मंडळ
ବ୍ରେକ୍ ଜୋନ୍ |,ब्रेक झोन
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,ब्रेकिंग व्होल्टेज
ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |,ब्रेकडाउन डायोड
ଭଙ୍ଗା ଫିକ୍ସିଂ |,फ्रॅक्चर फिक्सेशन
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,ब्रेकिंग व्होल्टेज
ସେତୁ,पूल
ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |,ब्रिज रेक्टिफायर
ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |,रुंद बँड
ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |,ब्रॉडकास्ट बँड
ଜ୍ୟୋତିଷ ଆରେ |,सूक्ष्म अॅरे
ପ୍ରସାରଣ,प्रसारण
ପ୍ରସାରଣ ଆଣ୍ଟେନା |,ब्रॉडकास्ट अँटेना
ପ୍ରସାରଣ ରସିଦ |,ब्रॉडकास्ट रिसीव्हर
ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |,वारंवारता प्रसारण प्राप्तकर्ता
ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |,प्रसारण ट्रान्समीटर
ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |,बूस्टर अँटेना
ବସ୍ ଆଣ୍ଟେନା |,बस अँटेना
ବ୍ରଶ୍ ବୁଡ ପକାଇବା |,ब्रश विसर्जन
ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |,बुडबुडे आणि गेट
ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |,बुडबुडू किंवा गेट
ବବୁଲି ମେମୋରୀ |,बबल स्मृती
ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ,भरपाई व्होल्टेज
ବଫର୍,बफर
ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,बफर अॅम्प्लीफायर
ବଫର୍ ସର୍କିଟ୍ |,बफर सर्किट
ବଫର୍ ଅପରେଟର୍ |,बफर ऑपरेटर
ବଫର୍ ରେଜିଷ୍ଟର |,बफर रजिस्टर
ବଲ୍ବ,बल्ब
ଜନସଂଖ୍ୟା ପ୍ରଭାବ,लोकसंख्या प्रभाव
ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |,मॅक्रो सेमीकंडक्टर उपकरण
ଗୁଣ୍ଡ |,घड
ଜଳମଗ୍ନ ବିନିମୟ |,बुडलेली एक्सचेंज
ଜଳମଗ୍ନ ସ୍ତର |,बुडलेला थर
ଜଳମଗ୍ନ ସମ୍ପର୍କ |,बुडलेला संपर्क
ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |,स्फोट अॅम्प्लीफायर
ବିସ୍ଫୋରଣ କଭର |,स्फोट कव्हर
ବିସ୍ଫୋରଣ,स्फोट गोळीबार
ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |,स्फोट दरवाजा अॅम्प्लीफायर
ବିସ୍ଫୋରଣ ମୋଡ୍ |,बर्स्ट मोड
ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |,स्फोट विभाजक
ବିସ୍ଫୋରଣ ସଙ୍କେତ,स्फोट सिग्नल
ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |,स्फोट त्रुटी सुधारक कोड
ଯଥେଷ୍ଟ,पुरेसा
ବସ୍ ବାର୍,बस बार
ବସ୍ ସଂଗଠନ,बस संघटना
ବସ୍ ମାନକ,बस मानक
କେବଳ କ୍ଷଣସ୍ଥାୟୀ |,फक्त क्षणिक
ବଟର ମୂଲ୍ୟର ଫିଲ୍ଟର୍ |,बटर वर्थ फिल्टर
bnc ତାର,bnc वायर
BNC ଯୋଗକର୍ତ୍ତା |,BNC जॉइंटर
ବାଟରେ,च्या कडे
ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |,बायपास कॅपेसिटर
ବାଇଟ୍ |,बाइट
ଭି ବ୍ୟାଣ୍ଡ |,व्ही बँड
ସି ବ୍ୟାଣ୍ଡ ଆଣ୍ଟେନା |,सी बँड अँटेना
ତାର,तार
ତାର ମାର୍ଗ,वायर राउटिंग
ଟେଲିଗ୍ରାଫ୍ ଟେଲିଭିଜନ |,टेलिग्राफ दूरदर्शन
କ୍ୟାଶେ ମେମୋରୀ,कॅशे मेमरी
ସିସିମ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଷ୍ଟାଣ୍ଡାର୍ଡ |,Sisim वारंवारता मानक
କାଲକୁଲେଟର,कॅल्क्युलेटर
କାଲିବ୍ରେସନ୍ |,कॅलिब्रेशन
କଲ୍ ଠିକଣା,कॉल पत्ता
କଲ୍ପିଟ୍ ଓସିଲେଟର |,कॉलपिट ऑसिलेटर
କ୍ୟାମ ସୀମା,कॅम कॉर्डर
କ୍ୟାମେରା,कॅमेरा
କ୍ୟାମେରା ହୋସ୍,कॅमेरा नळी
କ୍ୟାଣ୍ଡେଲା |,candela
ମହମବତୀ ଶକ୍ତି |,मेणबत्ती शक्ती
କ୍ୟାଣ୍ଟିଲାଇଭର ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |,कॅन्टिलिव्हर स्ट्रेन गेज
ଧରିବା,धारण
କ୍ଷମତା ରକ୍ତଚାପ ଟ୍ରାନ୍ସଡ୍ୟୁସର |,कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर
ବିତରକ,होल्डिंग वितरक
ଚୁକ୍ତିନାମା,करार धारण
