Marathi,Gujarati
ध्वनीरोधक,સાઉન્ડપ્રૂફ
ध्वनिक फोनन,એકોસ્ટિક ફોનોન
ध्वनी युनिट,ધ્વનિ એકમ
ध्वनिक,એકોસ્ટિક
ध्वनी जनरेटर,અવાજ જનરેટર
क्रिया आणि प्रतिक्रिया,ક્રિયા અને પ્રતિક્રિયા
सक्रियकरण,સક્રિયકરણ
सक्रियता ऊर्जा,સક્રિયકરણ ઊર્જા
"सक्रिय करणारा, सक्रिय करणारा","એક્ટિવેટર, એક્ટિવેટર"
सक्रिय,સક્રિય
सक्रियता,સક્રિયતા
वास्तविक ताण,વાસ્તવિક તણાવ
कुजबुजणे,બબડાટ
बेरीज करणे,સારાંશ માટે
"बेरीज, बेरीज, एकत्रित (सं.), बेरीज (v.)","સરવાળો, ઉમેરો, એકંદર (સં.), ઉમેરણ (વિ.)"
"संयुक्त स्वर, अतिरिक्त स्वर (स्वर)","સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)"
additive,ઉમેરણ
आसंजन,સંલગ્નતા
चिकट ऊर्जा,એડહેસિવ ઊર્જા
adiabat,adiabat
adiabatic,એડિબેટિક
उष्णता इन्सुलेट,હીટ ઇન્સ્યુલેટીંગ
संलग्नक,જોડાણ
बदलानुकारी,એડજસ્ટેબલ
प्रवेश,પ્રવેશ
शोषण,શોષણ
पुढे,આગળ
प्रगतीशील,પ્રગતિશીલ
"आकाशी, वायु (वि.), हवाई (सं.)","આકાશી, હવા (વિ.), હવાઈ (સં.)"
अँटेना प्रवाह,એન્ટેના સ્ટ્રીમ
हवाई सर्वेक्षण,હવાઈ સર્વેક્ષણ
हवेचा वेग,હવાનો વેગ
वायुगतिकीय गुणांक,એરોડાયનેમિક ગુણાંક
वायुगतिकीय,એરોડાયનેમિક
वायुगतिकी,એરોડાયનેમિક્સ
वैमानिक,એરોનોટિકલ
वैमानिक,એરોનોટિક્સ
हवेची नाडी,હવા નાડી
"वातावरण, वायूमंडल","વાતાવરણ, ગેસોસ્ફિયર"
फोकस सिस्टम,ફોકસ સિસ્ટમ
परत प्रज्वलन,પાછળની ઇગ્નીશન
परत प्रकाश,પાછળનો પ્રકાશ
आघात,ઉશ્કેરાટ
"वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे","ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો"
वेळ प्रभावित,અસરગ્રસ્ત સમય
"वृद्धत्व, वृद्धत्व","વૃદ્ધાવસ્થા, વૃદ્ધત્વ"
वेळेचा प्रभाव,સમયની અસર
वेळ प्रभाव चाचणी,સમય અસર પરીક્ષણ
गुरुत्वाकर्षणरहित,ગુરુત્વાકર્ષણ રહિત
समेट,સમાધાન
"हवाई रडार, हवाई रडार","એરબોર્ન રડાર, એરિયલ રડાર"
"हवाई लक्ष्य, हवाई लक्ष्य","હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય"
हवा श्वसन यंत्र,હવા શ્વસન કરનાર
वातानुकुलीत,એર કન્ડીશનીંગ
विंडप्रूफ ट्रान्सफॉर्मर,એરક્રુ ટ્રાન્સફોર્મર
विमान,વિમાન
संरेखन,ગોઠવણી
संरेखन त्रुटी,સંરેખણ ભૂલ
थेट सर्किट,જીવંત સર્કિટ
पूर्ण काचेची ट्यूब,સંપૂર્ણ કાચની નળી
संपूर्ण धातूची नळी,આખી મેટલ ટ્યુબ
निराकरण,ઠીક
"मिश्रातु (सं.), मिश्रत्व (क्र.)","મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)"
मिश्रत्व,મિશ્રત્વ
सर्वव्यापी माध्यम,સર્વવ્યાપક માધ્યમ
सर्व अँटेना,ઓમ્ની એન્ટેના
पंचांग,પંચાંગ
अल्फा,આલ્ફા
अल्फा क्रियाकलाप,આલ્ફા-પ્રવૃત્તિ
अल्फान्यूमेरिक,આલ્ફાન્યૂમેરિક
अल्फा किरण,આલ્ફા કિરણ
बदला,બદલો
"पर्यायी, पर्यायी","વૈકલ્પિક, વૈકલ્પિક"
अल्टरनेटर,વૈકલ્પિક
अल्टिमीटर,અલ્ટિમીટર
अल्टिमीटर,અલ્ટિમીટર
altimetry,અલ્ટાઇમટ્રી
"उंची, उंची, उंची, उंची","ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ"
अंकगणित तर्क युनिट (ALU),અંકગણિત તર્ક એકમ (ALU)
amaget नियम,amaget નિયમ
वातावरण,પર્યાવરણ
amicron,એમીક્રોન
ammeter,એમીટર
अँपिअर,એમ્પીયર
अँपिअर-लॉ,એમ્પીયર કાયદો
उभयचर आयन,ઉભયજીવી આયન
प्रवर्धन,એમ્પ્લીફિકેશન
अॅम्प्लीफायर,એમ્પ્લીફાયર
"कोन, परिमाण","કોણ, પરિમાણ"
a एम. यू. (अणु वस्तुमान एकक),a એમ. યુ. (અણુ સમૂહ એકમ)
सुसंगत,સુસંગત
साधर्म्य,સામ્યતા
विश्लेषक,વિશ્લેષક
विश्लेषण,વિશ્લેષણ
विश्लेषणात्मक,વિશ્લેષણાત્મક
नॉन पॉइंट,બિન-બિંદુ
विसंगत,વિસંગત
आणि दरवाजा,અને દરવાજો
गैर-ध्वनी,બિન-એકોસ્ટિક
विसंगत लवचिकता,વિસંગત સ્થિતિસ્થાપકતા
निर्जल,નિર્જળ
कोन,કોણ
अँग्स्ट्रोम युनिट,એંગસ્ટ્રોમ એકમ
टोकदार,કોણીય
protractor vernier,પ્રોટ્રેક્ટર વેર્નિયર
विवादास्पद,વિવાદાસ્પદ
अनादर,આદરહીન
अक्रोमॅटिक चुंबकीकरण,વર્ણહીન ચુંબકીયકરણ
सुस्त,ઢીલું
anion,anion
असममित,અસમપ્રમાણ
समस्थानिक,આઇસોટ્રોપિક
isotropism,આઇસોટ્રોપિઝમ
हटवणे,કાઢી નાખવું
कटकारस्थान,કાવતરાખોરો
एनोड,એનોડ
anodization,એનોડાઇઝેશન
विसंगत,અસંગત
ऑप्टिकल प्रणाली,ઓપ્ટિકલ સિસ્ટમ
अँटेना,એન્ટેના
अँटीबेरियन,એન્ટિબેરિયન
अँटी-बॉन्डिंग गुणधर्म,વિરોધી બંધન ગુણધર્મો
काउंटर बाँड,કાઉન્ટર બોન્ડ
उलट शक्ती,વિપરીત શક્તિ
डायमॅग्नेटिक,ડાયમેગ્નેટિક
डायमॅग्नेटिक सामग्री,ડાયમેગ્નેટિક સામગ્રી
विरोधी दाहक,બળતરા વિરોધી
गुरुत्वाकर्षण,એન્ટિગ્રેવિટી
antilamda कण,એન્ટિલામડા કણ
ऍलेलेप्टन,એલેપ્ટન
डायमॅग्नेटिक,ડાયમેગ્નેટિક
प्रतिपदार्थ,એન્ટિમેટર
क्षेपणास्त्र विरोधी,વિરોધી મિસાઇલ
अँटीन्यूट्रॉन,એન્ટિન્યુટ્રોન
pulsating,ધબકતું
अँटीन्यूक्लिओन,એન્ટિન્યુક્લિયોન
प्रतिकण,એન્ટિપાર્ટિકલ
अँटीप्रोटॉन,એન્ટિપ્રોટોન
परावर्तक,પ્રતિબિંબ વિરોધી
विषमताविरोधी,અસમપ્રમાણ
आवर्ती नाही,નોન રિકરિંગ
अनाक्रोनिझम,અનાક્રોનિઝમ
छिद्रित स्कॅनिंग डिस्क,છિદ્રિત સ્કેનિંગ ડિસ્ક
द्वारक,દ્વારક
"वर, वर, समोर","ટોચ, ટોચ, આગળ"
"उच्च सूर्य, उच्च सूर्य","સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર"
उदासीन लेस,ઉદાસીન ફીત
गैर-दयनीय,બિન-દયનીય
अपंगत्व नसणे,બિન-વિકલાંગતા
अतिशय वर्णवर्धक,ખૂબ વર્ણહીન
"जमीन-उंच, apogee","જમીન-ઊંચી, apogee"
"nonpolar, circumpolar","બિનધ્રુવીય, ગોળાકાર"
parapolarity,પેરાપોલરીટી
साधन,ઉપકરણ
"आभासी, दृश्य","વર્ચ્યુઅલ, વિઝ્યુઅલ"
दृश्यमान सूर्य,દૃશ્યમાન સૂર્ય
दृश्य वेळ,દ્રશ્ય સમય
उदयोन्मुख देखावा,ઉભરતો દેખાવ
अर्ज,અરજી
लागू,લાગુ પડવાની ક્ષમતા
लागू,લાગુ
निरीक्षण करण्यायोग्य,અવલોકનક્ષમ
दृष्टीकोन,અભિગમ
"जवळ, अंदाजे","નજીક, આશરે"
अंदाजे,અંદાજ
बाष्प दाब,બાષ્પ દબાણ
ऐच्छिक,સ્વૈચ્છિક
"चाप भट्टी, चाप भट्टी","આર્ક ફર્નેસ, આર્ક ફર્નેસ"
आर्किमिडीजचा कायदा,આર્કિમિડીઝનો કાયદો
आर्किटेक्चरल ध्वनीशास्त्र,આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર
चाप दिवा,ચાપ દીવો
आर्क-स्पेक्ट्रम,આર્ક-સ્પેક્ટ્રમ
"क्षेत्र, क्षेत्र","વિસ્તાર, વિસ્તાર"
"प्रादेशिक, प्रादेशिक","પ્રાદેશિક, પ્રાદેશિક"
"हात, हात, शाखा","હાથ, હાથ, શાખા"
हौशी,કલાપ્રેમી
"अॅरे, अॅरे","એરે, એરે"
प्राप्तकर्ता,રીસીવર
उच्चार स्पष्टता,ઉચ્ચાર સ્પષ્ટતા
सिंथेटिक,કૃત્રિમ
कृत्रिम संक्रमण,કૃત્રિમ ટ્રાન્સમ્યુટેશન
चढत्या,ચડતા
आरोहण,ચઢાણ
चढणे,ચડવું
अगोली,અગોલી
एकत्रीकरण,એકત્રીકરણ
संच,નો સમૂહ
"एकत्र करणे, एकत्र करणे","એસેમ્બલીંગ, એસેમ્બલીંગ"
"एकत्र करणे, एकत्र करणे, एकत्र करणे","એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ"
अचूक अंदाज,ચોકસાઇ અંદાજ
निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये,ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ
"संबंधित, सहयोगी, संयुग्मित","સંબંધિત, સહયોગી, જોડાણ"
स्वराचा उच्चार,સ્વર અવાજ
स्वयंचलित मल्टीव्हायब्रेटर,સ્વચાલિત મલ્ટિવાઇબ્રેટર
अस्थेनिक,અસ્થેનિક
"संयम, दृष्टिवैषम्य","ત્યાગ, અસ્પષ્ટતા"
अंतराळ प्रवास इलेक्ट्रॉनिक्स,અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ
खगोल भौतिकशास्त्र,એસ્ટ્રોફિઝિક્સ
अंतराळवीर,અવકાશયાત્રી
खगोलशास्त्रज्ञ,ખગોળશાસ્ત્રી
आकाशीय,આકાશી
खगोलशास्त्र,ખગોળશાસ્ત્ર
खगोल भौतिकशास्त्र,એસ્ટ્રોફિઝિક્સ
असममित,અસમપ્રમાણ
लक्षणे नसलेला,એસિમ્પટોટિક
त्रासदायक,ઉત્તેજક
असिंक्रोनस,અસુમેળ
"वातावरण, वातावरण","વાતાવરણ, વાતાવરણ"
वातावरणीय,વાતાવરણીય
वारा अशांतता,પવનની અશાંતિ
आण्विक,પરમાણુ
अणू,અણુ
आण्विकता,પરમાણુ
आण्विक वस्तुमान,પરમાણુ સમૂહ
अणुक्रमांक,અણુ સંખ્યા
"आण्विक अणुभट्टी, आण्विक ढीग","પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો"
अणू,અણુ
कण,કણ
कण,કણ
"क्षीणता, क्षीणता",એટેન્યુએશન
"कमी करणे, कमी करणे","હળવું કરવું, હળવું કરવું"
मोहिनी,વશીકરણ
आकर्षण शक्ती,આકર્ષણનું બળ
ऐकण्याची क्षमता,શ્રાવ્યતા
ऑडिओ वारंवारता अॅम्प्लिफायर,ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર
ऐकण्यायोग्य,સાંભળી શકાય તેવું
ऑडिओ जनरेटर,ઓડિયો જનરેટર
श्रवणक्षमता आलेख,શ્રાવ્ય ગ્રાફ
श्रवण विज्ञान,સુનાવણી વિજ્ઞાન
ऑडिओमीटर,ઓડિયોમીટર
ऐकण्यायोग्य वारंवारता ऑसिलेटर,શ્રાવ્ય આવર્તન ઓસિલેટર
ध्वनी सिग्नल,ધ્વનિ સંકેત
दृकश्राव्य,દ્રશ્ય-શ્રાવ્ય
"सभागृह, सभागृह","ઓડિટોરિયમ, ઓડિટોરિયમ"
ओझेड प्रभाव,ઓઝેડ અસર
जाहिरात,પ્રમોશન
वर्धक,વધારનાર
ध्रुवीय ज्योत,ધ્રુવીય જ્યોત
दक्षिण ध्रुवीय ज्वाला,દક્ષિણ ધ્રુવીય જ્યોત
उत्तर ध्रुवीय ज्योत,ઉત્તર ધ્રુવીય જ્યોત
स्वयंचलित सूचना,આપોઆપ ચેતવણી
स्वयं समांतर,ઓટો પેરેલલાઈઝર
"स्वयंचलित, स्वयंचलित, स्वयंचलित","આપોઆપ, આપોઆપ, આપોઆપ"
"ऑटोमेशन, ऑटोमेशन","ઓટોમેશન, ઓટોમેશન"
"सहाय्यक, सहकारी, अतिरिक्त","સહાયક, સહકારી, વધારાનું"
"आडवा, हिमस्खलन","અવડાવ, હિમપ્રપાત"
"अर्थ, क्षुद्र","સરેરાશ, સરેરાશ"
परिवार,પરિવાર
अक्षीय,અક્ષીય
अक्ष,ધરી
दिगंश,અઝીમથ
दिगंश,અઝીમથ
परत,પાછા
"पार्श्वभूमी, पार्श्वभूमी","પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ"
"मागासलेला, मागासलेला","પછાત, પછાત"
टर्नअराउंड,ટર્નઅરાઉન્ડ
बॅक व्होल्टेज पल्सर,બેક વોલ્ટેજ પલ્સર
पोस्ट-रिलेशनशिप,સંબંધ પછી
प्रतिपूर्ती,વળતર
अँटी व्होल्टेज,વિરોધી વોલ્ટેજ
पोस्टरियर स्कॅटरिंग,પશ્ચાદવર્તી સ્કેટરિંગ
इंटरस्टिशियल लाट,ઇન્ટર્સ્ટિશલ તરંગ
इन्सुलेटर,ઇન્સ્યુલેટર
हवाई छत्री वापरून घेतलेली उडी,પેરાશૂટ જમ્પ
गरम करणे,ગરમી
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
बॅलन्सर,બેલેન્સર
शिल्लक,સંતુલન
गोलाकार,ગ્લોબ્યુલ
"बॅलिस्टिक, बॅलिस्टिक","બેલિસ્ટિક, બેલિસ્ટિક"
"प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर","પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર"
क्षेपणास्त्र,મિસાઇલ
"बॅलिस्टिक्स, शस्त्रे","બેલિસ્ટિક્સ, હથિયાર"
प्रक्षेपण,પ્રક્ષેપણ
मुक्त मार्ग,મફત માર્ગ
"फुगा, फुगा","બલૂન, બલૂન"
balmer खंडितता,બાલ્મર બંધ
"बँड, बँड, बँड","બેન્ડ, બેન્ડ, બેન્ડ"
स्फोट,વિસ્ફોટ
"अॅरे, बीम, किनारा, किनारा, किनारा","એરે, બીમ, કિનારો, બેંક, કિનારો"
"स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा","કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા"
bardeen तत्त्व,બાર્ડીન સિદ્ધાંત
barkhausen प्रभाव,barkhausen અસર
बारलो सायकल,બાર્લો ચક્ર
बार चुंबक,બાર ચુંબક
धान्याचे कोठार,કોઠાર
हवेचा दाब आलेख,હવાનું દબાણ ગ્રાફ
"बॅरोग्राफ, बॅरोग्राफ","બેરોગ્રાફ, બેરોગ્રાફ"
बॅरोमीटर,બેરોમીટર
वातावरणाचा दाब,વાતાવરણ નુ દબાણ
"कॉसमॉस, बॅरोमोस्फियर","કોસ્મોસ, બેરોમોસ્ફિયર"
पेंडुलम पेंडुलम,લોલક લોલક
"अडथळा, आण्विक, आण्विक अडथळा","અવરોધ, પરમાણુ, પરમાણુ અવરોધ"
अडथळा पातळी,અવરોધ સ્તર
बेरियन,બેરિયન
गुरुमंडळ,ગુરુમંડળ
बेस बँड,આધાર બેન્ડ
"मूलभूत, मूलभूत, अल्कधर्मी","મૂળભૂત, મૂળભૂત, આલ્કલાઇન"
पाया,પાયો
"गणना, संघ निर्मिती","ગણતરી, ટીમ રચના"
"टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ","કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન"
बॅटरी,બેટરી
"अॅरे सेगमेंट, चेंबर, बे","એરે સેગમેન્ટ, ચેમ્બર, ખાડી"
प्रदर्शन,પ્રદર્શન
किबान,કિબાન
"माणिका, बीड","મણિકા, બીડ"
"तुळई, तुळई, तुळई, ट्रम्प","બીમ, બીમ, બીમ, ટ્રમ્પ"
"डिकमन, डिकॉन","ડિકમેન, ડિકોન"
"dole, vispand","ડોલ, વિસ્પંડ"
बेकरेल प्रभाव,બેકરેલ અસર
बेल जार,ઘંટડી બરણી
घुंगरू,બેલો
घंटा घड्याळ,ઘંટડી ઘડિયાળ
"वेदिका, खंडपीठ","વેદિકા, બેંચ"
"मोड, बंक (सं.), वाकणे (v.)","મોડ, બંક (સં.), વળાંક (v.)"
बँकन,બેંકન
"वाकलेला, वाकलेला","વળેલું, વળેલું"
बर्नौली-समीकरण,બર્નોલી-સમીકરણ
बेसल-फंक्शन,મૂળભૂત કાર્ય
सर्वोत्तम आसंजन,શ્રેષ્ઠ સંલગ્નતા
बीटा (ब),બીટા (b)
betatron,betatron
bethe मॉडेल,bethe મોડેલ
बायव्हट्रॉन,બાયવેટ્રોન
BH वक्र,BH વળાંક
द्विभुज,દ્વિકોણીય
"पक्षपात, पक्षपात","પૂર્વગ્રહ, પૂર્વગ્રહ"
द्वि-अक्षीय,દ્વિ-અક્ષીય
बिक्रोमेट सेल,બાઈક્રોમેટ કોષ
अभ्यवताल,અભ્યવતલ
दुहेरी अँटेना,ડબલ એન્ટેના
द्विउत्तल,બાયકોન્વેક્સ
"द्वि-क्रिस्टल, दुहेरी-क्रिस्टल","દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક"
द्विदिश मायक्रोफोन,દ્વિદિશ માઇક્રોફોન
द्विपदी मॉडेल,દ્વિપદી મોડેલ
डायओशियस,એકલિંગાશ્રયી
द्विपक्षीय,દ્વિપક્ષીય
द्विरेखीय,દ્વિરેખીય
द्विमोलेक्युलर,બાયમોલેક્યુલર
"द्वि-चर, द्वि-आधार, दुहेरी","દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ"
"बायनरी कोड, बायनरी कोड","બાઈનરી કોડ, બાઈનરી કોડ"
गेम स्टार,રમત સ્ટાર
बायनरी पद्धत,દ્વિસંગી પદ્ધતિ
दुहेरी बाजू असलेला,બે બાજુવાળા
बंध,બોન્ડ
"द्विनेत्री, द्विनेत्री","બાયનોક્યુલર, બાયનોક્યુલર"
बायनरी,દ્વિસંગી
द्विपदी वितरण,દ્વિપદી વિતરણ
"द्विकेंद्रीय, द्विकेंद्री, द्विकेंद्रित","દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી"
जैवगतिकी,બાયોડાયનેમિક્સ
बायो इलेक्ट्रॉनिक्स,બાયો ઇલેક્ટ્રોનિક્સ
बायोफिजिस्ट,બાયોફિઝિસ્ટ
बायोफिजिक्स,બાયોફિઝિક્સ
जैविक उपग्रह,જૈવિક ઉપગ્રહ
"सिनेमॅटोग्राफर, बायोस्कोप","સિનેમેટોગ્રાફર, બાયોસ્કોપ"
जैव-सावर्त नियम,બાયો-સાવર્ટ નિયમ
biphasic प्रवाह,બાયફેસિક વર્તમાન
द्विध्रुव,દ્વિધ્રુવ
"biprism, biprism","બાયપ્રિઝમ, બાયપ્રિઝમ"
"biquartz, biquartz","biquartz, biquartz"
biphasic वर्ण,બાયફાસિક પાત્ર
दोन-स्टेज मल्टीव्हायब्रेटर,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
"द्वयंक* (बायनरी अंक), बर्मीज, अनी, तुक","દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક"
"काळा, कृष्णा","કાળો, કૃષ્ણ"
काळे शरीर,કાળું શરીર
अदृश्य प्रकाश,અદ્રશ્ય પ્રકાશ
timirayan रेडिओ timirayan,તિમિરાયન રેડિયો તિમિરાયન
इजेक्शन नाडी,ઇજેક્શન પલ્સ
पूर्वाग्रह समाप्त करा,પૂર્વગ્રહ સમાપ્ત કરો
काळा विकिरण,કાળા કિરણોત્સર્ગ
"अपूर्ण, रिक्त","અપૂર્ણ, ખાલી"
कव्हर,આવરણ
रद्द करणे,રદબાતલ
"स्फोट, स्फोट, वाफा","વિસ્ફોટ, વિસ્ફોટ, ગસ્ટ"
"savika, bleeder, savi","savika, bleeder, savi"
"वेशात, आंधळा","વેશપલટો, અંધ"
ब्लोचचे प्रमेय,બ્લોચનું પ્રમેય
"अवरोधित करणे, अवरोधित करणे, अडथळा आणणे","અવરોધ, અવરોધ, અવરોધ"
"फुंकणे, फुंकणे, फुंकणे","ફટકો, ફટકો, ફટકો"
ब्लू प्रिंट,બ્લુ પ્રિન્ટ
अस्पष्टता वर्तुळ,અસ્પષ્ટતા વર્તુળ
अस्पष्ट,અસ્પષ્ટ
"बॉल, गोलाकार, लटकन","બોલ, ગોળા, પેન્ડન્ટ"
"शरीर, वस्तू","શરીર, પદાર્થ"
शारीरिक क्षमता,શારીરિક ક્ષમતા
केंद्रीत,કેન્દ્રિત
"शरीर-कर्ण, अंत-कर्ण","શરીર-કર્ણ, અંત-કર્ણ"
"बोगी, अज्ञात शोध (रडार)","બોગી, અજાણી શોધ (રડાર)"
बोअर इफेक्ट,બોર અસર
बोर मॅग्नेटन,બોર મેગ્નેટોન
"बॉयलर, बॉयलर","બોઈલર, બોઈલર"
"उकळणे, उकळणे","ઉકળતા, ઉકળતા"
बोल्ट्समन समीकरण,બોલ્ટ્સમેન સમીકરણ
बॉम्बर इलेक्ट्रॉन,બોમ્બર ઇલેક્ટ્રોન
"क्लेशकारक ऊर्जा, बॉम्बस्फोट ऊर्जा","આઘાતજનક ઊર્જા, બોમ્બિંગ ઊર્જા"
गहाण,ગીરો
"बंधलेले, बंधलेले, बंधलेले","બંધાયેલ, બંધાયેલ, બંધાયેલ"
वर्धक,વધારનાર
बोरॉन,બોરોન
बोस-कण,બોસ-પાર્ટીકલ
बोसॉन,બોસોન
"धक्का, उडी","આંચકો, કૂદકો"
बद्ध,બંધાયેલ
"मर्यादा, मर्यादा (सं.), सीमांत (वि.)","મર્યાદા, મર્યાદા (ઇડી.), સીમાંત (વિ.)"
बद्ध,બંધાયેલ
धनु राशीचे अंगण,ધનુરાશિ યાર્ડ
नौकानयन लाट,સઢવાળી તરંગ
बॉयलर गरम करणे,બોઈલર હીટિંગ
बॉयलचा कायदा,બોયલનો કાયદો
बॉयलर गरम करणे,બોઈલર હીટિંગ
कंस-वर्ग,કૌંસ-વર્ગ
पिशवी नियम,બેગ નિયમ
गुंफलेली तार,ગૂંથેલા વાયર
ब्रेक वर्ग,બ્રેક વર્ગ
ब्रामा कंप्रेसर,બ્રામા કોમ્પ્રેસર
शाखा,શાખાઓ
"धाडसी जाळी, धाडसी जाळी","બહાદુર જાળી, બહાદુર જાળી"
ब्रास ब्रॅझिंग,બ્રાસ બ્રેઝિંગ
विच्छेदन,વિચ્છેદ
ब्रेक कनेक्टर,બ્રેક કનેક્ટર
"फ्रॅक्चर डायोड, जेनर डायोड","ફ્રેક્ચર ડાયોડ, ઝેનર ડાયોડ"
फ्रॅक्चर,અસ્થિભંગ
"ब्रीडर रिएक्टर, ब्रीडर न्यूक्लियर फर्नेस, ब्रीडर फर्नेस","બ્રીડર રિએક્ટર, બ્રીડર ન્યુક્લિયર ફર્નેસ, બ્રીડર ફર્નેસ"
पुनरुत्पादन,પ્રજનન
"retardant विकिरण, brastralung","રેટાડન્ટ રેડિયેશન, બ્રાસ્ટ્રલંગ"
brewster-कोन,બ્રુસ્ટર-એંગલ
ब्रुस्टर फ्रीज,બ્રુસ્ટર ફ્રિજ
पूल,પુલ
ब्रिज बाँड,બ્રિજ બોન્ડ
"तेजस्वी, तेजस्वी, चमकदार","તેજસ્વી, તેજસ્વી, ચમકદાર"
प्रकाशक,રોશની કરનાર
तेज,તેજ
"द्युती, प्रभा","દ્યુતિ, પ્રભા"
ब्रिलुवान क्षेत्र,બ્રિલુવાન વિસ્તાર
ब्रिटिश मानक मेणबत्ती,બ્રિટિશ સ્ટાન્ડર્ડ મીણબત્તી
ठिसूळ,બરડ
ठिसूळपणा,બરડપણું
प्रसारण,પ્રસારણ
तपशीलवार,વિગતવાર
प्रतिगामी,પૂર્વવર્તી
