Malayalam,Odiya
അടിസ്ഥാന കൈമാറ്റം,ଆଧାର ବିନିମୟ |
അടിസ്ഥാന ലൈൻ,ଆଧାର ରେଖା |
നിലവറ,ବେସମେଣ୍ଟ୍ |
ബേസ്മെൻറ് മതിൽ,ବେସମେଣ୍ଟ କାନ୍ଥ |
അടിസ്ഥാന പ്ലേറ്റ്,ବେସ୍ ପ୍ଲେଟ୍ |
"അടിസ്ഥാന പ്ലേറ്റ്, ക്രമീകരിക്കാവുന്ന","ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |"
അടിസ്ഥാന സാച്ചുറേഷൻ,ମୂଳ ପରିପୃଷ୍ଠା |
ബസോയ്ഡ്,ବାସୋଏଡ୍ |
ബാറ്റ്,ବ୍ୟାଟ୍
ബാത്ത് ആൻഡ് ഡബ്ല്യുസി,ସ୍ନାନ ଏବଂ WC
ബാറ്റർ കുറ്റി,ବାଟା ପେଗ୍ |
ബാറ്റർ പിയർ,ବାଟା ପାଇର୍ |
ബാറ്റർ ഭരണം,ବ୍ୟାଟର ନିୟମ |
ബോൾക്ക് (ബാക്ക്),ବାଲ୍କ (ବାଲ୍କ)
ബേ,ବାଇ
ചുമക്കുന്നയാൾ,ଧାରକ
വഹിക്കാനുള്ള ശേഷി,ବହନ କରିବାର କ୍ଷମତା |
ബെയറിംഗ് പൈൽ,ଗଦା ବହନ କରିବା |
ബെയറിംഗ് സ്ട്രാറ്റം,ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |
കിടക്ക,ଶଯ୍ୟା
ബെഡ്ഡിംഗ് വിമാനം,ବିଛଣା ବିମାନ |
കിടക്ക ജോയിന്റ്,ଶଯ୍ୟା ଗଣ୍ଠି |
കിടക്ക പാറ,ବେଡ୍ ପଥର |
കിടപ്പുമുറി,ବେଡ୍ ରୁମ୍ |
തേനീച്ചമെഴുകിൽ,ମହୁମାଛି
മണി പെട്ടി,ବେଲ୍ ବାକ୍ସ |
ബെല്ലിംഗ് ബക്കറ്റ്,ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |
ബെല്ലോഫ്രം,ବେଲୋଫ୍ରାମ୍ |
ബെഞ്ച് ചെയ്ത അടിത്തറ,ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |
ബെഞ്ചിംഗ്,ବେଞ୍ଚିଂ
ബെഞ്ച് മാർക്ക്,ବେଞ୍ଚ ମାର୍କ |
ആനുകൂല്യ ചെലവ് വിശകലനം,ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ബെർം,ବରମ
ബെവൽഡ് ക്ലോഷർ,ବେଭେଲଡ୍ ବନ୍ଦ |
"ബി-ചക്രവാളം,&quot;ബി-","ବି-ରାଶି, &quot;B-"
ബിയാറ്റ്,ବିଟ୍ |
ബൈൻഡർ,ବାଇଣ୍ଡର୍ |
ബൈൻഡിംഗ് മെറ്റീരിയൽ,ବାନ୍ଧିବା ସାମଗ୍ରୀ |
ബയോട്ടിന്റെ സിദ്ധാന്തം,ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |
ബിറ്റുമെൻ,ବିଟୁମେନ |
കറുത്ത പരുത്തി മണ്ണ്,କଳା ସୂତା ମାଟି |
കറുത്ത ഭൂമി,କଳା ପୃଥିବୀ |
കറുത്ത ടർഫ് മണ്ണ്,କଳା ଟର୍ଫ ମାଟି |
ബ്ലേഡ്,ବ୍ଲେଡ୍ |
ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ് സിമന്റ്,ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |
ബ്ലോക്കി ഘടന,ଅବରୋଧ ସଂରଚନା |
ബോഗി പ്രതിരോധം,ବଗି ପ୍ରତିରୋଧ |
ബോഗ്-ഇരുമ്പ് അയിര്,ବଗ୍-ଲୁହାପଥର |
ബോണ്ട്,ବନ୍ଧ
ബന്ധിത അംഗം,ବନ୍ଧିତ ସଦସ୍ୟ |
ബോണ്ടഡ് പോസ്റ്റ് ടെൻഷനിംഗ്,ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |
ബോണ്ട് കല്ല്,ବନ୍ଧ ପଥର |
കെട്ടിയ വെള്ളം,ସୀମା ଜଳ |
ബോക്സ് ഗട്ടർ,ବାକ୍ସ ଗୁଟର୍ |
ബ്രേസ്,ବନ୍ଧନୀ
ബ്രിക്ക്-ഓൺ-എഡ്ജ്,ଇଟା-ଧାର
കടിഞ്ഞാൺ,ବ୍ରିଡଲ୍ |
തെളിച്ചം,ଉଜ୍ଜ୍ୱଳତା |
തവിട്ട് മണ്ണ്,ବାଦାମୀ ମାଟି |
കെട്ടിടം,ବିଲଡିଂ
ബിൽഡിംഗ് സർവേയർ,ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |
ബഫർ,ବଫର୍ |
ബഫർ കർവ്,ବଫର୍ ବକ୍ର
ബഫറിംഗ്,ବଫରିଂ |
ബഫറിംഗ് ശേഷി,ବଫରିଂ କ୍ଷମତା |
ബണ്ടർ,ବଣ୍ଡର୍ |
ബട്രസ്,ଦୁର୍ଗ
സി-ചക്രവാളം,ସି-ରାଶି
കേബിൾ,କେବୁଲ୍ |
കേബിൾ മോൾഡിംഗ്,କେବୁଲ୍ ମୋଲିଡିଂ |
കേബിളിംഗ്,କ୍ୟାବଲିଂ |
ചെറിയമുറി,କ୍ୟାବିନ
ക്യാബിൻ ഹുക്ക്,କ୍ୟାବିନ ହୁକ୍ |
കാബിനറ്റ്,କ୍ୟାବିନେଟ୍
കാബോൾട്ട് ഉപേക്ഷിച്ചു,କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ
കഫറ്റീരിയ,କାଫେରିଆ |
കൂട്ടിൽ,କେଜ୍ |
കൂട് നിർമ്മാണം,କେଜ୍ ନିର୍ମାଣ
കയീൻ ഫോർമുല,କ ain ନଙ୍କ ସୂତ୍ର |
കൈസൺ,କେସନ୍ |
കെയ്സൺ രോഗം,କେସନ୍ ରୋଗ |
കൈസൺ ഫൗണ്ടേഷൻ,କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |
കൈസൺ ചിത,କେସନ୍ ଗଦା |
കാൽക്കറിയസ് ഇഷ്ടിക,କାଲ୍କେରିସ୍ ଇଟା |
സുഷിരമുള്ള കളിമണ്ണ്,କାଲକେୟାର ମାଟି |
സുഷിരമുള്ള പുറംതോട്,କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |
കാൽസിഫിക്കേഷൻ,ଗଣନା
കാൽസിനേഷൻ,ଗଣନା
കാൽസൈൻ,କାଲସିନ୍
കാൽസൈറ്റ്,କାଲସିଟ୍ |
കാൽസ്യം-അലുമിനേറ്റ് സിമന്റ്,କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |
കാൽസ്യം-സിലിക്കേറ്റ് ഇഷ്ടിക,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |
കാൽസ്യം-സിലിക്കേറ്റ് ഹൈഡ്രേറ്റ്,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |
കാലിച്ചെ,କାଲିଚେ |
കാലിഫോർണിയ ബെയറിംഗ് റേഷ്യോ,କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |
കാലിപ്പർ,କାଲିପର୍ |
കലോറിമീറ്റർ,କ୍ୟାଲୋରିମିଟର |
കാംബർ,କ୍ୟାମ୍ବର |
കനാൽ,କେନାଲ |
മേലാപ്പ്,କାନୋପି |
കാന്റിലിവർ ഫൂട്ടിംഗ്,କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |
തൊപ്പി,କ୍ୟାପ୍
ശേഷി,ସାମର୍ଥ୍ୟ |
എയിൽ ട്രാക്കിന്റെ ശേഷി,ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |
തൊപ്പി കേബിൾ,କ୍ୟାପ୍ କେବୁଲ୍ |
കാപ്പിലാരിറ്റി,କ୍ଷମତା
കാപ്പിലറി ബ്രേക്ക്,କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |
കാപ്പിലറി ഒഴുക്ക്,କ୍ୟାପିଲାରୀ ପ୍ରବାହ |
കാപ്പിലറി ഈർപ്പം അല്ലെങ്കിൽ കാപ്പിലറി വെള്ളം,କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |
കാപ്പിലറി പോർ സ്പേസ്,କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |
കാപ്പിലറി പൊറോസിറ്റി,କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |
കാപ്പിലറി സ്പേസ്,କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |
ക്യാപ്‌ചർ വേഗത,ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |
കാർബണേഷൻ,କାର୍ବନେସନ୍ |
കാർബൺ കറുപ്പ്,କାର୍ବନ କଳା
കാസ്റ്റ്ബിൾ റിഫ്രാക്റ്ററി,କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |
കാസ്റ്റ്-ഇൻ-പ്ലേസ് അല്ലെങ്കിൽ കാസ്റ്റ്-ഇൻ-സിറ്റു,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |
കാസ്റ്റ്-ഇൻ-പ്ലേസ് പൈൽ,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |
ജാതി,କାଷ୍ଟର |
എറിയുന്ന കല്ല്,ପଥର ପକାନ୍ତୁ |
കാറ്റലിസ്റ്റ്,ଅନୁକ୍ରମଣିକା
കാറ്റെന,କ୍ୟାଟେନା |
പൂച്ച മുഖം,ବିଲେଇ ମୁହଁ |
പൂച്ചയുടെ തല,ବିଲେଇ ମୁଣ୍ଡ
കാറ്റേഷൻ,କେସନ୍
പൂച്ച നടത്തം,ବିଲେଇ ଚାଲିବା |
കാവിറ്റേഷൻ കേടുപാടുകൾ,କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |
സെലൈറ്റ്,ସେଲିଟ୍
സെല്ലുലാർ കോൺക്രീറ്റ്,ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |
സെല്ലുലാർ നിർമ്മാണം,ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ
സിമന്റ്,ସିମେଣ୍ଟ |
"സിമന്റ്, ബിറ്റുമിനസ്","ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |"
"സിമന്റ്, ഉയർന്ന ശക്തി","ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |"
"സിമന്റ്, ഹൈഡ്രോളിക്","ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |"
"സിമന്റ്, കുറഞ്ഞ ചൂട്","ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |"
"സിമന്റ്, കൊത്തുപണി","ସିମେଣ୍ଟ, ରାଜକୋଷ |"
"സിമന്റ്, പ്രകൃതി","ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |"
"സിമന്റ്, പോർട്ട്ലാൻഡ്","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |"
"സിമന്റ്, പോർട്ട്ലാൻഡ് ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ്","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |"
"സിമന്റ്, പോർട്ട്ലാൻഡ് പോസോളാൻ","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |"
"സിമന്റ്, സ്ലാഗ്","ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |"
"സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം","ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |"
"സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്","ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |"
"സിമന്റ്, വെള്ള","ସିମେଣ୍ଟ, ଧଳା |"
സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം,ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |
സിമന്റ് ഉള്ളടക്കം,ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |
സിമന്റ് ജെൽ,ସିମେଣ୍ଟ ଜେଲ୍ |
സിമന്റ് തോക്ക്,ସିମେଣ୍ଟ ବନ୍ଧୁକ |
സിമന്റ് ചൂള,ସିମେଣ୍ଟ କିଲ୍ |
സിമന്റ് പെയിന്റ്,ସିମେଣ୍ଟ ରଙ୍ଗ |
സിമന്റ് പ്ലാസ്റ്റർ,ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |
സിമന്റ് പാറ,ସିମେଣ୍ଟ ପଥର |
സിമന്റ് സ്ലറി,ସିମେଣ୍ଟ ସ୍ଲୁରି |
സിമന്റ് സംഭരണം,ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |
സിമന്റേഷൻ പ്രക്രിയ,ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |
കേന്ദ്രീകരിക്കുന്നു,କେନ୍ଦ୍ରକରଣ |
കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും,ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |
സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്,କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |
സെൻട്രൽ മിക്സർ,କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |
അപകേന്ദ്ര ഫാൻ,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |
ചോക്ക്,ଚକ
ചാംഫർ,ଚାମ୍ଫର୍ |
ചേംഫർ സ്ട്രിപ്പ്,ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |
ചാനൽ ബീം,ଚ୍ୟାନେଲ୍ ବିମ୍ |
സ്വഭാവസവിശേഷത ലോഡ്,ଚରିତ୍ରଗତ ଭାର |
സ്വഭാവ ശക്തി,ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |
ചാർജ്ജ് ഓഫ്,ଚାର୍ଜ ଅଫ୍ |
ചാർജിംഗ്,ଚାର୍ଜିଂ
പരിശോധിക്കുന്നു,ଯା cking ୍ଚ
കെമിക്കൽ ബോണ്ട്,ରାସାୟନିକ ବନ୍ଧ |
ചെർനോസെം,ଚେର୍ନୋଜେମ୍ |
ചെസ്റ്റ്നട്ട് മണ്ണ്,ଛାତି ମାଟି |
ചിമ്മിനി ഗട്ടർ,ଚିମନି ଗୁଟର |
ചിപ്പ് ബോർഡ്,ଚିପ୍ ବୋର୍ଡ |
ചിപ്പിംഗ്,ଚିପିଙ୍ଗ୍ |
ചിപ്സ്,ଚିପ୍ସ |
ചട്ടി,ଚୁଟ୍
ക്ലാസ് (കോൺക്രീറ്റ്),କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର)
കളിമണ്ണ്,ମାଟି
കളിമൺ ഉള്ളടക്കം,ମାଟି ବିଷୟବସ୍ତୁ |
കളിമൺ പാൻ,ମାଟି ପ୍ୟାନ |
പൂർണമായി കാലിയാക്കുക,ପରିଷ୍କାର
ക്ലീനപ്പ്,ସଫା କର
ക്ലീറ്റ്,ସଫା କର |
ക്ലിങ്കർ,କ୍ଲିଙ୍କର୍ |
ക്ലിപ്പ്,କ୍ଲିପ୍
കട്ടപിടിക്കൽ,ଜମାଟ ବାନ୍ଧିବା |
നാടൻ മൊത്തത്തിലുള്ളത്,କଠିନ ଏଗ୍ରିଗେଟ୍ |
പരുക്കൻ ധാന്യമുള്ള മണ്ണ്,କଠିନ ଶସ୍ୟ ମାଟି |
കോട്ട്,କୋଟ
കോഫർ ഡാം,କଫର୍ ଡ୍ୟାମ୍ |
ഒത്തുചേരൽ,ମିଳନ
കൊളോയിഡ്,କୋଲଏଡ୍ |
കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം,କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |
കൊളോയ്ഡൽ സിസ്റ്റം,କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |
കൊളുവിയൽ മണ്ണ്,ମିଳିତ ମାଟି |
കോളം,ସ୍ତମ୍ଭ
കോമ്പഡ് ഫിനിഷ്,କମ୍ବିଂ ଶେଷ
സംയോജിത കാൽപ്പാദം,ମିଳିତ ପଦଚିହ୍ନ |
സംയോജിത വെള്ളം,ମିଶ୍ରିତ ଜଳ |
പൊതു മുറി,ସାଧାରଣ କୋଠରୀ |
പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്,ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର
ഘടകം ചതുരം,ଉପାଦାନ ବର୍ଗ
കോൺക്രീറ്റ്,କଂକ୍ରିଟ୍ |
കോൺക്രീഷൻ,ସଂକଳନ
ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്,ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |
മലിനീകരണം,ପ୍ରଦୂଷକ
ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു,ଆଲକୋଭ୍ ରାନ୍ଧିବା |
നേരിടുകയാണ്,ମୁକାବିଲା
കോർബെൽ,କରବେଲ |
കോർണിസ്,କର୍ନିସ୍ |
കപ്ലർ,ଦମ୍ପତି
"കപ്ലർ, ഇരട്ട","ଦମ୍ପତି, ଦୁଇଥର |"
"കപ്ലർ, പുട്ട്ലോഗ്","ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |"
"കപ്ലർ, സ്വിവൽ","ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |"
കോഴ്സ്,ପାଠ୍ୟକ୍ରମ
ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |
മൂടിയ പ്രദേശം,ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |
ഇഴയുക,କ୍ରିପ୍
ക്രീപ്പ് കോഫിഫിഷ്യന്റ്,କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ക്രോട്ടോവിൻ,କ୍ରୋଟୋଭାଇନ୍ |
കാക്ക കാൽ,କାଉ ପାଦ |
നുറുക്കിന്റെ ഘടന,ଖଣ୍ଡ ଗଠନ |
കർബ്,ବନ୍ଦ କର |
നിലവിലുള്ളത്,ସାମ୍ପ୍ରତିକ
വക്ര പ്രതിരോധം,ବକ୍ର ପ୍ରତିରୋଧ
ഈർപ്പം പ്രൂഫ് കോഴ്സ്,ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |
പൂർത്തിയാക്കിയ തീയതി,ସମାପ୍ତ ତାରିଖ
ഡെഡ് ലോഡ്,ମୃତ ଭାର
ചത്ത വെള്ളം,ମୃତ ଜଳ |
ഡെസിബെൽ,ଡେସିବେଲ୍ |
ഡിഫ്ലോക്കുലേഷൻ,ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |
വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം,ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |
അഗ്രഗേഷൻ ബിരുദം,ଏକୀକରଣର ଡିଗ୍ରୀ |
വ്യാപനത്തിന്റെ അളവ്,ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |
സാച്ചുറേഷൻ ഡിഗ്രി,ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |
സാന്ദ്രത,ଘନତା
മരുഭൂമിയിലെ നടപ്പാത,ମରୁଭୂମି ରାସ୍ତା
മരുഭൂമിയിലെ മണ്ണ്,ମରୁଭୂମି ମାଟି |
വിശദാംശങ്ങൾ,ବିବରଣୀ
വികസന കാലയളവ്,ବିକାଶ ଅବଧି
ഡി-ചക്രവാളം,ଡି-ରାଶି
ഡയഗണൽ ബോണ്ട്,ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |
ഡയഗ്രം,ଚିତ୍ର
ഡിജിറ്റൽ ഡോക്ക്,ଡିଜିଟାଲ୍ ଡକ୍ |
വ്യത്യസ്ത ജലനിരക്ക്,ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |
ഡില്യൂഷൻ വെന്റിലേഷൻ,ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |
ഡിലുവിയം,ଦିଲୁଭିୟମ୍
ഡൈനിംഗ് റൂം,ଭୋଜନ ଗୃହ
ദിശ കുറ്റി,ଦିଗ ପେଗ୍ |
വിസരണം,ବିଚ୍ଛେଦ |
ഡിസ്റ്റെമ്പർ,ବିଭ୍ରାନ୍ତକାରୀ |
മുറിവാല്,ଡକ୍ |
വാതിൽ,ଦ୍ୱାର
ഡോർമർ,ଛାତ୍ରାବାସ
ഡോർമർ പരിശോധന,ଛାତ୍ରାବାସ ଯାଞ୍ଚ |
ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്,ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |
ഇരട്ട പാളി,ଡବଲ୍ ସ୍ତର |
ഡോവൽ,ଡୋଭେଲ୍ |
വരക്കാനുള്ള ബോർഡ്,ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |
സന്ദര്ശകമുറി,ଚିତ୍ରାଙ୍କନ କକ୍ଷ |
ഡ്രിഫ്റ്റ്,ଡ୍ରାଇଫ୍
ഉണങ്ങിയ ബൾബ് താപനില,ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |
ഡ്രൈ ഡോക്ക്,ଶୁଖିଲା ଡକ୍ |
ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി,ଶୁଖିଲା ରବର ନିର୍ମାଣ
ഡച്ച് ബോണ്ട്,ଡଚ୍ ବନ୍ଧନ |
കുള്ളൻ മതിൽ,ବାଣ୍ଡ କାନ୍ଥ |
പാർപ്പിട യൂണിറ്റ്,ବାସସ୍ଥାନ ଏକକ
