Odiya,Punjabi
ସଂପୂର୍ଣ୍ଣ ଆଲୋକୀକରଣ ସିଲ୍ |,ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ
ସଂପୂର୍ଣ୍ଣ ଆଲୋକ ବକ୍ର,ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ
ସଂପୂର୍ଣ୍ଣ ପରିମାଣ,ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ
ସଂପୂର୍ଣ୍ଣ ବାରୋମିଟର |,ਪੂਰਨ ਬੈਰੋਮੀਟਰ
ସର୍ବୋଚ୍ଚ ସର୍ବୋଚ୍ଚ,ਪਰਮ ਸਰਵਉੱਚ
ସଂପୂର୍ଣ୍ଣ ଚରମ,ਪੂਰਨ ਅਤਿ
ସଂପୂର୍ଣ୍ଣ ସର୍ବନିମ୍ନ |,ਸਭ ਤੋਂ ਘੱਟ
ସଂପୂର୍ଣ୍ଣ ଗତି,ਪੂਰਨ ਗਤੀ
ସଂପୂର୍ଣ୍ଣ ଗତି,ਪੂਰਨ ਗਤੀ
ସଂପୂର୍ଣ୍ଣ ସଂଗୀତ |,ਪੂਰਨ ਸੰਗੀਤ
ସଂପୂର୍ଣ୍ଣ ନିରୀକ୍ଷଣ |,ਪੂਰਨ ਨਿਰੀਖਣ
ସଂପୂର୍ଣ୍ଣ ଓହମ୍ |,ਪੂਰਨ ਓਮ
ସଂପୂର୍ଣ୍ଣ ଆଭିମୁଖ୍ୟ,ਪੂਰਨ ਸਥਿਤੀ
ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ
ସଂପୂର୍ଣ୍ଣ ମାଧ୍ୟାକର୍ଷଣ |,ਪੂਰਨ ਗੰਭੀਰਤਾ
ସଂପୂର୍ଣ୍ଣ ଚାପ |,ਪੂਰਨ ਦਬਾਅ
ସଂପୂର୍ଣ୍ଣ ସମ୍ପତ୍ତି |,ਪੂਰਨ ਸੰਪਤੀ
ସଂପୂର୍ଣ୍ଣ ସ୍କାଲାର୍ |,ਪੂਰਨ ਸਕੇਲਰ
ତାପମାତ୍ରାର ଚରମ ମାପ *,ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*
"ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି, ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି |","ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ"
ସଂପୂର୍ଣ୍ଣ ଚାପ |,ਪੂਰਨ ਤਣਾਅ
ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |,ਪੂਰਨ ਸਮਰੂਪਤਾ
ସଂପୂର୍ଣ୍ଣ ଗତି ଶରୀର |,ਪੂਰਨ ਗਤੀ ਸਰੀਰ
ସଂପୂର୍ଣ୍ଣ ୟୁନିଟ୍ ସିଷ୍ଟମ୍ |,ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ
ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |,ਪੂਰਨ ਤਾਪਮਾਨ
ସଂପୂର୍ଣ୍ଣ ସମୟ |,ਪੂਰਾ ਸਮਾਂ
ସଂପୂର୍ଣ୍ଣ ଏକକ |,ਪੂਰਨ ਇਕਾਈਆਂ
ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ,ਸਹੀ ਮੁੱਲ
ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର,ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ
ସଂପୂର୍ଣ୍ଣ ବେଗ,ਪੂਰਨ ਗਤੀ
ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |,ਪੂਰਨ ਲੇਸ
ସଂପୂର୍ଣ୍ଣ ଓଜନ |,ਪੂਰਨ ਭਾਰ
ସଂପୂର୍ଣ୍ଣ ଶୂନ *,ਪੂਰਨ ਜ਼ੀਰੋ*
ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |,ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ
ଶୋଷଣ,ਸੋਖਣਾ
ଅବସାଦ ସୂଚକାଙ୍କ *,ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*
ଶୋଷିତ ଶକ୍ତି,ਲੀਨ ਊਰਜਾ
"ଶୋଷକ, ଶୋଷକ","ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ"
ଅବଶୋଷକ ମାଧ୍ୟମ *,ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*
ଅବଶୋଷଣ କ୍ଷମତା |,ਸਮਾਈ ਸਮਰੱਥਾ
ଅବସାଦ |,ਸਮਾਈ
ଶୋଷଣକାରୀ *,ਸ਼ੋਸ਼ਣ ਮੀਟਰ*
ଶୋଷଣକାରୀ *,ਸੋਖਣ ਗਣਿਤ*
ଅବଶୋଷଣ,ਸਮਾਈ
ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *,ਸਮਾਈ - ਬੈਂਡ*
ଅବଶୋଷଣ ସର୍କିଟ |,ਸਮਾਈ ਸਰਕਟ
ଶୋଷଣ ଗୁଣବତ୍ତା,ਸਮਾਈ ਗੁਣਾਂਕ
ଅବଶୋଷଣ ସ୍ତମ୍ଭ,ਸਮਾਈ ਕਾਲਮ
ଅବଶୋଷଣ ସ୍ଥିର |,ਸਮਾਈ ਸਥਿਰ
ଅବଶୋଷଣ କ୍ରମାଗତ |,ਸਮਾਈ ਨਿਰੰਤਰਤਾ
ଅବଶୋଷଣ ଜୋନ୍ |,ਸਮਾਈ ਜ਼ੋਨ
ଅବଶୋଷଣ କରେଣ୍ଟ |,ਸਮਾਈ ਮੌਜੂਦਾ
ଅବଶୋଷଣ ବକ୍ର *,ਸਮਾਈ ਕਰਵ*
ଅବଶୋଷଣ ଭଙ୍ଗା |,ਸਮਾਈ ਫ੍ਰੈਕਚਰ
ଅବଶୋଷଣ କୋର୍ |,ਸਮਾਈ ਕੋਰ
ଅବଶୋଷଣ କାରକ |,ਸਮਾਈ ਕਾਰਕ
ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |,ਸਮਾਈ ਫਿਲਟਰ
ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *,ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |,ਸਮਾਈ ਘਾਤਕ
ଶୋଷଣ ମାର୍ଜିନ,ਸਮਾਈ ਮਾਮੂਲੀ
ଅବଶୋଷଣ ରେଖା |,ਸਮਾਈ ਲਾਈਨ
ଅବଶୋଷଣ କ୍ଷତି |,ਸਮਾਈ ਨੁਕਸਾਨ
ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |,ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ
ହାଲୁକା ଅବଶୋଷଣ |,ਰੋਸ਼ਨੀ ਸਮਾਈ
ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |,ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ
ଅବଶୋଷଣ ଶିଖର |,ਸਮਾਈ ਸਿਖਰ
ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |,ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ
ଅବଶୋଷଣ ଅନୁପାତ |,ਸਮਾਈ ਅਨੁਪਾਤ
ଅବଶୋଷଣ ପରିସର *,ਸਮਾਈ ਸੀਮਾ*
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *,ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *,ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*
"ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |","ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ"
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
ଶୋଷଣକାରୀ *,ਸੋਖਣ ਵਾਲਾ*
ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |,ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator
ଅବଶୋଷଣ ନିୟମ *,ਸਮਾਈ ਕਾਨੂੰਨ*
ଅବଶୋଷଣ ମାଧ୍ୟମ |,ਸਮਾਈ ਮਾਧਿਅਮ
"ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *","ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*"
ଅବସାଦ *,ਸਮਾਈ*
ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |,ਸਟੂਡੀਓ ਸਜਾਵਟ
ବହୁଗୁଣ ଅନୁପାତ |,ਗੁਣਾ ਅਨੁਪਾਤ
abvolt,ਰੱਦ ਕਰਨਾ
ବିଷୟରେ,ਬਾਰੇ
ତ୍ୱରାନ୍ୱିତ କର |,ਤੇਜ਼ ਕਰੋ
ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |,ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ
ଶୀଘ୍ର ଶୀଘ୍ର,ਜਲਦੀ
ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |,ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
ଶୀଘ୍ର ପ୍ରବାହ,ਤੇਜ਼ ਵਹਾਅ
ଦ୍ରୁତ ଗତି,ਤੇਜ਼ ਰਫ਼ਤਾਰ
ଶୀଘ୍ର ଶରୀର,ਤੇਜ਼ ਸਰੀਰ
ତ୍ୱରଣକାରୀ ଓଜନ,ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ
ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *,ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*
ତ୍ୱରକ ସମୟ *,ਐਕਸਲੇਟਰ ਸਮਾਂ*
ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |,ਐਕਸਲੇਟਰ ਪੜਾਅ
ତ୍ୱରଣକାରୀ ହାର,ਐਕਸਲੇਟਰ ਦਰ
ତ୍ୱରକ ଭୋଲଟେଜ୍ *,ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*
ତ୍ୱରଣ,ਪ੍ਰਵੇਗ
ତ୍ୱରିତ ଜାଳେଣି |,ਤੇਜ਼ ਬਲਨ
ତ୍ୱରଣ ଗୁଣବତ୍ତା,ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ
ତ୍ୱରଣ ଉପାଦାନ,ਪ੍ਰਵੇਗ ਭਾਗ
ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |,ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ
ତ୍ୱରଣ କାରକ,ਪ੍ਰਵੇਗ ਕਾਰਕ
ତ୍ୱରିତ ଚାର୍ଜ |,ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ
ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ,ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ
ତ୍ୱରଣ ସମ୍ଭାବନା |,ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ
ତ୍ୱରଣ ନିୟମ,ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ
ତ୍ୱରଣ ପ୍ରକ୍ରିୟା,ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ
ତ୍ୱରଣ କ୍ଷେତ୍ର,ਪ੍ਰਵੇਗ ਜ਼ੋਨ
ତ୍ୱରଣ ପଦ୍ଧତି,ਪ੍ਰਵੇਗ ਵਿਧੀ
"ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |","ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ"
ତ୍ୱରଣ ଭେକ୍ଟର,ਪ੍ਰਵੇਗ ਵੈਕਟਰ
ତ୍ୱରଣ-ଭୋଲଟେଜ୍,ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ
ତ୍ୱରଣ ତରଙ୍ଗ,ਪ੍ਰਵੇਗ ਲਹਿਰ
ତ୍ୱରକ,ਐਕਸਲੇਟਰ
"ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *","ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *"
ତ୍ୱରକ ସମୀକରଣ |,ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ
ତ୍ୱରକ *,ਐਕਸਲੇਟਰ*
ଆକ୍ସିଲେରୋମିଟର,ਐਕਸਲੇਰੋਮੀਟਰ
ଆକ୍ସିଲେରୋମିଟର ମେଳ |,ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ
ସମ୍ମାନ,prestresser
ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |,ਵੈਧ ਅੱਖਰ
ଗ୍ରହଣ କୋଣ,ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ
ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ
ଗ୍ରହଣୀୟ ପରୀକ୍ଷା,ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ
"ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ","ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ"
ରିସେପ୍ଟର ପରମାଣୁ |,ਰੀਸੈਪਟਰ ਐਟਮ
ରିସେପ୍ଟର ବଣ୍ଡ |,ਰੀਸੈਪਟਰ ਬਾਂਡ
ରିସିଭର୍ ସର୍କିଟ୍ |,ਰਿਸੀਵਰ ਸਰਕਟ
ରିସେପ୍ଟର ସ୍ତର,ਰੀਸੈਪਟਰ ਪੱਧਰ
ଦାତା ଅଣୁ,ਦਾਨੀ ਅਣੂ
ରିସେପ୍ଟର ସମ୍ପତ୍ତି |,ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ
ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |,ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ
ତ୍ୱରକ ହୋସ୍ |,ਐਕਸਲੇਟਰ ਹੋਜ਼
"ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ","ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ"
ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |,ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ
ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |,ਪਹੁੰਚ ਸਿਸਟਮ
ପ୍ରବେଶ ସମୟ,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
ଅଭିଗମ୍ୟତା,ਪਹੁੰਚਯੋਗਤਾ
"ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |","ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ"
ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |,ਵਾਧੂ ਪਾਬੰਦੀਆਂ
ସୁଯୋଗ ସମକକ୍ଷ |,ਇਤਫ਼ਾਕ
ଆକସ୍ମିକ ସଂଶୋଧନ |,ਅਚਾਨਕ ਸੁਧਾਰ
ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |,ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ
ଆକସ୍ମିକ ବିଭ୍ରାଟ |,ਅਚਾਨਕ ਮੋੜ
ପରିଦର୍ଶକ ତ୍ରୁଟି |,ਵਿਜ਼ਟਰ ਗਲਤੀ
"ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |","ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ"
ଆକସ୍ମିକ ସଂକ୍ରମଣ,ਦੁਰਘਟਨਾ ਸੰਚਾਰ
ଅନିୟମିତ ଭିନ୍ନତା |,ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,ਵਿਵਸਥਾ
ସ୍ଥିତ,ਸਥਿਤੀ ਵਿੱਚ
ସଂଗୃହିତ ତ୍ରୁଟି |,ਸੰਚਿਤ ਗਲਤੀ
"ଜମା, ଜମା","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
ଶକ୍ତି ସଂରକ୍ଷଣ,ਊਰਜਾ ਸਟੋਰੇਜ਼
ଜମାକାରୀ *,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*
ସଠିକତା,ਸ਼ੁੱਧਤਾ
ବାସ୍ତବତା,ਅਸਲੀਅਤ
ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |,ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ
ସଠିକ୍ ପରିସର ମାର୍କର |,ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ
ସଠିକତା ସ୍କାନିଂ |,ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ
