Gujarati,Marathi
એપ્લેટ,ऍपलेट
એપ્લિકેશન ડેવલપર,अनुप्रयोग विकासक
એપ્લિકેશન પ્રોગ્રામિંગ,अनुप्रयोग प्रोग्रामिंग
એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API),ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)
એપ્લિકેશન સોફ્ટવેર,अनुप्रयोग सॉफ्टवेअर
લાગુ પડતી ભાષા,उपयोजक भाषा
અંદાજ સિદ્ધાંત,अंदाजे सिद्धांत
સ્થાપત્ય,आर्किटेक्चर
વિસ્તાર ટ્રાન્સફર,क्षेत्र हस्तांतरण
દલીલ,युक्तिवाद
અંકિત અને તર્ક એકમ,अंकगणित आणि तर्कशास्त्र एकक
અંકિત તપાસ,अंकगणित तपासणी
અંકિત સ્થિરાંક,अंकगणित स्थिरांक
અંકિત માહિતી,अंकगणित डेटा
અંકગણિત સૂચના,अंकगणित सूचना
અંકગણિત અને તર્ક એકમ (ALU),अंकगणित आणि तर्कशास्त्र एकक (ALU)
અર્પાનેટ,अर्पानेट
એરે,रचना
એરે કેશ,अॅरे कॅशे
એરે કમ્પ્યુટર,अॅरे संगणक
એરે તત્વ,अॅरे घटक
એરે નામ,अॅरे नाव
એરે પ્રોસેસર,अॅरे प्रोसेसर
તીર કીઓ,बाण दर्शक बटणे
ઉચ્ચારણ,उच्चार
ઉચ્ચારણ બિંદુ,उच्चार बिंदू
કૃત્રિમ કોમ્પેક્શન,कृत्रिम कॉम्पॅक्शन
કૃત્રિમ નિયંત્રણ,कृत्रिम नियंत्रण
કૃત્રિમ બુદ્ધિ,कृत्रिम बुद्धिमत्ता
ચડતા,चढणारा
ચડતા સૉર્ટ,चढत्या क्रमवारी
ASCII બેટીકલ ઓર્ડર,ASCII बेटिकल ऑर्डर
ASCII નિયંત્રણ પાત્ર,ASCII नियंत्रण वर्ण
ASCII ફાઇલ,ASCII फाइल
ASCII ફોન્ટ,ASCII फॉन्ट
ASCII ટ્રાન્સફર,ASCII हस्तांतरण
પાસા ગુણોત્તર,प्रसर गुणोत्तर
ASPI,एएसपीआय
ASR ટાઈમર,ASR टाइमर
ભેગા,एकत्र करणे
એસેમ્બલર,असेंबलर
એસેમ્બલી,विधानसभा
એસેમ્બલી ભાષા,विधानसभा भाषा
નિવેદન,प्रतिपादन
સોંપણી,असाइनमेंट
સંગઠન,संघटना
સહયોગી સરનામું,सहयोगी पत्ता
સહયોગી મેમરી,सहयोगी स्मृती
એસ્ટરીક,asteric
અસમપ્રમાણ,असममित
અસુમેળ,असिंक्रोनस
અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
અસુમેળ ટ્રાન્સફર,असिंक्रोनस हस्तांतरण
અસુમેળ ટ્રાન્સફર મોડ (ATM),एसिंक्रोनस ट्रान्सफर मोड (एटीएम)
અણુ,अणू
જોડાયેલ દસ્તાવેજ,संलग्न दस्तऐवज
જોડેલી ફાઈલ,संलग्न फाइल
જોડાણ,संलग्नक
લક્ષણ,विशेषता
ઓડિયો,ऑडिओ
ઓડિટ પ્રોગ્રામિંગ,ऑडिट प्रोग्रामिंग
વિષ્લેષણ,तपासणीचे सूत्र
વૃદ્ધિ,वाढ
પ્રમાણીકરણ પ્રોટોકોલ,प्रमाणीकरण प्रोटोकॉल
ઓથરિંગ સિસ્ટમ,ऑथरिंग सिस्टम
અધિકૃતતા,अधिकृतता
સ્વતઃ અમૂર્ત,स्वयं गोषवारा
ઓટોબૂટિંગ,ऑटोबूटिंग
ઓટોકેડ,ऑटोकॅड
ઓટોલોગ ચાલુ,ऑटोलॉग चालू
ઓટોમેટા,स्वयंचलित
ઓટોમેટા સિદ્ધાંત,ऑटोमेटा सिद्धांत
આપોઆપ કમ્પ્યુટિંગ,स्वयंचलित संगणन
સ્વચાલિત ડેટા પ્રોસેસિંગ,स्वयंचलित डेटा प्रक्रिया
આપોઆપ ભૂલ સુધારણા,स्वयंचलित त्रुटी सुधारणा
સ્વચાલિત કાર્ય,स्वयंचलित कार्य
આપોઆપ અનુક્રમણિકા,स्वयंचलित अनुक्रमणिका
સ્વચાલિત પુસ્તકાલય કૉલ,स्वयंचलित लायब्ररी कॉल
આપોઆપ પ્રોગ્રામિંગ,स्वयंचलित प्रोग्रामिंग
સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ,स्वयंचलित पुनर्प्राप्ती कार्यक्रम
આપોઆપ નિયમિત,स्वयंचलित दिनचर्या
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,स्वयंचलित प्रणाली पुनर्प्राप्ती
ઓટોમેટિક ટેલર મશીન (ATM),स्वयंचलित टेलर मशीन (एटीएम)
ઓટોમેશન,ऑटोमेशन
ઑટોપ્લે,ऑटो प्ले
સ્વતઃ સાચવો,स्वयं जतन करा
સહાયક,सहाय्यक
સહાયક મેમરી,सहाय्यक मेमरी
સહાયક સંગ્રહ,सहायक स्टोरेज
ઉપલબ્ધ યાદી,उपलब्ध यादी
ઉપલબ્ધ સમય,उपलब्ध वेळ
સરેરાશ,सरासरी
awk (ભાષા),awk (भाषा)
બેકએન્ડ,बॅकएंड
બેકએન્ડ પ્રોસેસર,बॅकएंड प्रोसेसर
બેકફેસ દૂર કરવું,बॅकफेस काढणे
પૃષ્ઠભૂમિ પ્રક્રિયા,पार्श्वभूमी प्रक्रिया
બેકિંગ સ્ટોર,बॅकिंग स्टोअर
બેકપેચિંગ,बॅकपॅचिंग
બેકસ્પેસ,बॅकस्पेस
બેકટ્રેકિંગ,बॅकट्रॅकिंग
બેકઅપ,बॅकअप
બેકઅપ મેમરી,बॅकअप मेमरी
પછાત ભૂલ પુનઃપ્રાપ્તિ,मागास त्रुटी पुनर्प्राप्ती
સરવૈયા,ताळेबंद
બેન્ડ,बँड
બેન્ડ પહોળાઈ,बँड रुंदी
બેંકરનું અલ્ગોરિધમ,बँकरचा अल्गोरिदम
બાર કોડ,बार कोड
બાર કોડ સ્કેનર,बार कोड स्कॅनर
બાર ગ્રાફ,बार आलेख
આધાર સરનામું,मूळ पत्ता
આધાર બેન્ડ,बेस बँड
આધાર નંબર,आधार क्रमांक
આધાર ટેબલ,बेस टेबल
પાયાની,बेसिक
મૂળભૂત નિયંત્રણ,मूलभूत नियंत्रण
મૂળભૂત ઇનપુટ,मूलभूत इनपुट
મૂળભૂત સૂચના,मूलभूत सूचना
મૂળભૂત આઉટપુટ,मूलभूत आउटपुट
મૂળભૂત પગલું,मूलभूत पायरी
બેચ,तुकडी
બેચ ફાઇલ,बॅच फाइल
બેચ સ્થિતિ,बॅच स्थिती
બેચ પ્રક્રિયા,बॅच प्रक्रिया
બેચ સિસ્ટમ,बॅच सिस्टम
બાઉડ,बॉड
બાઉડ દર,बॉड दर
બીમ,तुळई
બેન્ચમાર્ક,बेंचमार्क
દ્વિદિશ સંચાર,द्विदिश संप्रेषण
દ્વિદિશ લિંક,द्विदिश दुवा
દ્વિસંગી કોડ,बायनरी कोड
દ્વિસંગી અંક,बायनरी अंक
બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS),बायनरी इनपुट आउटपुट सिस्टम (BIOS)
દ્વિસંગી સંખ્યા,बायनरी संख्या
બાઈનરી ઓપરેટર,बायनरी ऑपरेटर
દ્વિસંગી સંબંધ,बायनरी संबंध
દ્વિસંગી શોધ,बायनरी शोध
દ્વિસંગી શોધ વૃક્ષ (BST),बायनरी सर्च ट्री (BST)
બાઈનરી ટ્રાન્સફર,बायनरी हस्तांतरण
દ્વિસંગી વૃક્ષ,बायनरी झाड
બાયપોલર મેમરી,द्विध्रुवीय मेमरी
જન્મ મૃત્યુ મોડેલ,जन्म मृत्यू मॉडेल
જન્મ મૃત્યુ પ્રક્રિયા,जन्म मृत्यू प्रक्रिया
બીટ,बिट
થોડી ખામી,थोडा दोष
બીટ નકશો,बिट नकाशा
બીટ મેપ પિક્સેલ (BMP),बिट मॅप पिक्सेल (BMP)
બીટ મેટ્રિક્સ,बिट मॅट्रिक्स
બીટ પેટર્ન,बिट नमुना
બીટ સ્થિતિ,बिट स्थिती
બીટ દર,बिट दर
બ્લેક બોક્સ પરીક્ષણ,ब्लॅक बॉक्स चाचणी
ઝબકવું,लुकलुकणे
બ્લોક,ब्लॉक
બ્લોક કેશ,ब्लॉक कॅशे
બ્લોક ચેક,ब्लॉक चेक
બ્લોક નકલ,ब्लॉक कॉपी
રેખાક્રુતિ,ब्लॉक आकृती
બ્લોકીંગ નેટવર્ક,ब्लॉकिंग नेटवर्क
પાટીયું,बोर्ड
પુસ્તક ચિહ્ન,पुस्तक चिन्ह
બુલિયન બીજગણિત,बुलियन बीजगणित
બુલિયન સંબંધ,बुलियन संबंध
બુટ પાર્ટીશન,बूट विभाजन
બુટ strapping,बूट strapping
બુટ-સ્ટ્રેપ લોડર,बूट-स्ट्रॅप लोडर
પુલ,पूल
બ્રોડબેન્ડ નેટવર્કિંગ,ब्रॉडबँड नेटवर्किंग
પ્રસારણ,प्रसारण
પ્રસારણ રેડિયો,रेडिओ प्रसारित करा
બ્રાઉઝ કરો,ब्राउझ करा
બ્રાઉઝર,ब्राउझर
બી-ટ્રી,बी-वृक्ष
બબલ મેમરી,बबल मेमरी
બબલ સૉર્ટ,बबल क्रमवारी
ડોલ,बादली
મિત્ર સિસ્ટમ,मित्र प्रणाली
બજેટ અસરકારક નિયંત્રણ,बजेट प्रभावी नियंत्रण
બફર,बफर
ભૂલ,किडा
બસ,बस
બાઈટ,बाइट
બાઈટ કોડ,बाइट कोड
c,c
C++,C++
કેશ,कॅशे
કેશ બફર,कॅशे बफर
કેશ મેમરી,कॅशे मेमरी
ગણતરી,गणना
કેલ્ક્યુલેટર,कॅल्क्युलेटर
કેલ્ક્યુલેટર ચિપ,कॅल्क्युलेटर चिप
કૉલ,कॉल
નામથી બોલાવો,नावाने कॉल करा
સંદર્ભ દ્વારા કૉલ કરો,संदर्भानुसार कॉल करा
મૂલ્ય દ્વારા કૉલ કરો,मूल्यानुसार कॉल करा
ચલ દ્વારા કૉલ કરો,व्हेरिएबल्सद्वारे कॉल करा
કૉલ ગેટ,कॉल गेट
રદ કરો,रद्द करा
રદ કરો બટન,रद्द करा बटण
પ્રમાણભૂત,प्रामाणिक
પ્રમાણભૂત સ્વરૂપ,प्रामाणिक स्वरूप
ક્ષમતા,क्षमता
ક્ષમતા યાદી,क्षमता यादी
ક્ષમતા,क्षमता
કેપ્સ લોક કી,कॅप्स लॉक की
કાર્ડ,कार्ड
કાર્ડ રીડર,कार्ड रीडर
મુખ્યત્વ,मुख्यत्वे
વાહક,वाहक
વાહક બેન્ડ,वाहक बँड
વાહક લોડ,वाहक लोड
વાહક સંકેત,वाहक सिग्नल
વાહક તરંગ,वाहक लहर
વહન,वाहून नेणे
વહન અંક,कॅरी अंक
ધ્વજ વહન કરો,ध्वज घेऊन जा
કારતૂસ ડિસ્ક,काडतूस डिस्क
કાસ્કેડ,कॅस्केड
કેસ,केस
કેથોડ રે ટ્યુબ (CRT),कॅथोड रे ट्यूब (सीआरटी)
કેથોડ રે ટ્યુબ (CRT),कॅथोड रे ट्यूब (सीआरटी)
CD ROM ડિસ્ક ડ્રાઇવ,CD ROM डिस्क ड्राइव्ह
કોષ,सेल
સેલ એનિમેશન,सेल अॅनिमेशन
સેલ્યુલર ફોન,भ्रमणध्वनी
કેન્દ્રીય મેમરી,केंद्रीय स्मृती
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
કેન્દ્રિય સિસ્ટમ,केंद्रीकृत प्रणाली
પ્રમાણિત ટેપ,प्रमाणित टेप
સાંકળ,साखळी
સાંકળ ડેટા,साखळी डेटा
સાંકળ કડી,साखळी दुवा
સાંકળ,चेनिंग
ચેનલ,चॅनल
ચેનલ વ્યસ્ત સ્વર,चॅनेल व्यस्त टोन
ચેનલ ક્ષમતા,चॅनेल क्षमता
ચેનલ નિયંત્રક,चॅनेल नियंत्रक
ચેનલ ભૂલ,चॅनेल त्रुटी
ચેનલ કાર્યક્રમ,चॅनेल कार्यक्रम
ચેનલ વિશ્વસનીયતા,चॅनेल विश्वसनीयता
ચેનલ સેટ,चॅनेल सेट
પાત્ર,वर्ण
અક્ષર કોડ,वर्ण कोड
અક્ષર કી,वर्ण की
પાત્ર વાચક,वर्ण वाचक
અક્ષરનું કદ,वर्ण आकार
ચાર્ટ,तक्ता
ચેસિસ,चेसिस
બીટ તપાસો,बिट तपासा
અંક તપાસો,चेक अंक
રકમ તપાસો,बेरीज तपासा
શબ્દ તપાસો,शब्द तपासा
ચિપ,चिप
ચિપ સેટ,चिप संच
પસંદ કરો,निवडा
રંગીન રીતે,रंगीत
સાઇફર,सिफर
સર્કિટ,सर्किट
પરિપત્ર યાદી,परिपत्रक यादी
સિરસ,सायरस
અવતરણ,उद्धरण
વર્ગ,वर्ग
વર્ગ ચલ,वर्ग व्हेरिएबल
વર્ગીકરણ,वर्गीकरण
ચોખ્ખુ,स्पष्ट
સ્પષ્ટ વિસ્તાર,स्पष्ट क्षेत्र
સ્પષ્ટ ચેનલ,साफ चॅनेल
ક્લિક કરો,क्लिक करा
ગ્રાહક,ग्राहक
ક્લાયંટ સર્વર,क्लायंट सर्व्हर
ક્લાઈન્ટ સ્ટબ,क्लायंट स्टब
ક્લિપ આર્ટ,क्लिप आर्ट
ક્લિપ આર્ટ લાઇબ્રેરી,क्लिप आर्ट लायब्ररी
ક્લિપ બોર્ડ,क्लिप बोर्ड
ક્લિપર,क्लिपर
ક્લિપર ચિપ,क्लिपर चिप
સમૂહ,गट
ઘડિયાળ,घड्याळ
ઘડિયાળ ચક્ર,घड्याळ चक्र
ઘડિયાળની આવર્તન,घड्याळ वारंवारता
ઘડિયાળ હાર્ડવેર,घड्याळ हार्डवेअर
ઘડિયાળની પલ્સ,घड्याळाची नाडी
ઘડિયાળની ઝડપ,घड्याळाचा वेग
ઘડિયાળ સુમેળ,घड्याळ सिंक्रोनाइझेशन
ઘડિયાળની ટીક,घड्याळाची टिक
ક્લોન,क्लोन
બંધ,बंद
ક્લોઝ સર્કિટ ટીવી (CCTV),क्लोज सर्किट टीव्ही (सीसीटीव्ही)
બંધ,बंद
ક્લાઉડ કમ્પ્યુટિંગ,क्लाउड संगणन
ક્લસ્ટર,क्लस्टर
કોટેડ કાર્ડ,लेपित कार्ड
કોટેડ કાગળ,लेपित कागद
કોક્સિયલ,समाक्षीय
કો - એક્ષેલ કેબલ,समाक्षीय केबल
કોડાસિલ,कोडासिल
કોડ,कोड
કોડ જનરેટર,कोड जनरेटर
કોડ પેજ,कोड पृष्ठ
કોડ શબ્દ,कोड शब्द
કોડર,कोडर
કોડિંગ તપાસ,कोडिंग तपासणी
કોડિંગ ફોર્મ,कोडिंग फॉर्म
કોડિંગ શીટ,कोडिंग शीट
ગુણાંક,गुणांक
સુસંગતતા,सुसंगतता
ઠંડા બૂટ,थंड बूट
ઠંડી શરૂઆત,थंड सुरुवात
સહયોગ,सहयोग
પતન,कोसळणे
કોલેટ,कोलेट
કોલેટ ટેપ,कोलेट टेप
અથડામણ,टक्कर
કોલોન,कोलन
રંગ (રંગ),रंग (रंग)
રંગ સંતૃપ્તિ,रंग संपृक्तता
રંગ ટેબલ,रंग टेबल
કૉલમ,स्तंभ
સંયોજન,संयोजन
કૉમ્બો બૉક્સ,कॉम्बो बॉक्स
આદેશ,आज्ञा
આદેશ બટન,कमांड बटण
આદેશ યાદી,आदेश यादी
ટિપ્પણી,टिप्पणी
પ્રતિબદ્ધતા,वचनबद्धता
કોમોડિટી,वस्तू
કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ),कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल)
સામાન્ય ભૂલ,सामान्य त्रुटी
સામાન્ય ભાષા,सामान्य भाषा
સામાન્ય દિનચર્યા,सामान्य दिनचर्या
સંચાર,संवाद
સંચાર લાઇન,संप्रेषण लाइन
સંચાર મોડ,संप्रेषण मोड
સંચાર નેટવર્ક,संप्रेषण नेटवर्क
સંચાર પરિમાણ,संप्रेषण पॅरामीटर
સંચાર વ્યવસ્થા,संप्रेषण प्रणाली
કોમ્પેક્શન,कॉम्पॅक्शन
કમ્પેન્ડર,साथीदार
સંયોજન,companding
કંપની નેટવર્ક,कंपनी नेटवर्क
સરખામણી કસોટી,तुलना चाचणी
સુસંગતતા,सुसंगतता
સુસંગત,सुसंगत
સંકલન,संकलन
કમ્પાઇલ કરો અને જાઓ,संकलित करा आणि जा
કમ્પાઇલર,संकलक
કમ્પાઇલર ભાષા,कंपाइलर भाषा
પૂરક,पूरक
દસ પર પૂરક,दहावर पूरक
પૂરક,पूरक
સંપૂર્ણ વહન,पूर्ण वाहून
જટિલ,जटिल
જટિલ સંખ્યા,जटिल संख्या
ઘટક,घटक
કમ્પોનન્ટ ઑબ્જેક્ટ મોડલ (COM),घटक ऑब्जेक्ट मॉडेल (COM)
સંયુક્ત,संमिश्र
રચના,रचना
કોમ્પ્યુટેશનલ,संगणकीय
કમ્પ્યુટર,संगणक
કમ્પ્યુટર કેન્દ્ર,संगणक केंद्र
કમ્પ્યુટર નિષ્ણાત,संगणक तज्ञ
કમ્પ્યુટર ગ્રાફિક્સ,संगणक ग्राफिक्स
કમ્પ્યુટર સૂચના,संगणक सूचना
કમ્પ્યુટર ભાષા,संगणक भाषा
કમ્પ્યુટર નેટવર્ક,संगणक नेटवर्क
કમ્પ્યુટર વિજ્ઞાન,संगणक शास्त्र
કમ્પ્યુટર સુરક્ષા,संगणक सुरक्षा
કમ્પ્યુટર સિમ્યુલેટન,संगणक सिम्युलेटन
કમ્પ્યુટર નિષ્ણાત,संगणक तज्ञ
કોમ્પ્યુટરાઇઝેશન,संगणकीकरण
કમ્પ્યુટરિસ્ટ,संगणकतज्ज्ञ
કમ્પ્યુટરાઇઝેશન,संगणकीकरण
કમ્પ્યુટિંગ,संगणन
ખ્યાલ,संकल्पना
સંમતિ,एकरूपता
સમવર્તી,समवर्ती
સ્થિતિ ચલ,कंडिशन व्हेरिएबल
શરતી ઓપરેટર,सशर्त ऑपरेटर
શરતી નિવેદન,सशर्त विधान
વાહક,कंडक्टर
કોન્ફરન્સિંગ,कॉन्फरन्सिंग
ગોપનીયતા,गोपनीयता
રૂપરેખાંકન,कॉन्फिगरेशन
ભીડ,गर्दी
જોડાણમાં,संयोग
કનેક્ટ ગતિ,गती कनेक्ट करा
જોડાણ,कनेक्शन
કનેક્શન ઓછું સંચાર,कनेक्शन कमी संप्रेषण
જોડાણ પ્રકાશન,कनेक्शन प्रकाशन
કનેક્ટિવિટી,कनेक्टिव्हिटी
કનેક્ટર,कनेक्टर
સળંગ,सलग
પરિણામે,परिणामी
કન્સોલ,कन्सोल
એકીકરણ,एकत्रीकरण
સતત,स्थिर
સતત સૂચના,सतत सूचना
અવરોધ,मर्यादा
કન્સ્ટ્રક્ટર,बांधकाम करणारा
કન્ટેનર,कंटेनर
સામગ્રી,सामग्री
સંદર્ભ,संदर्भ
સંદર્ભ મુક્ત વ્યાકરણ (CFG),संदर्भ मुक्त व्याकरण (CFG)
સંદર્ભ સ્વીચ,संदर्भ स्विच
આકસ્મિક,आकस्मिकता
સંકોચન,आकुंचन
વિપરીત,कॉन्ट्रास्ट
નિયંત્રણ,नियंत्रण
નિયંત્રણ વિસ્તાર,नियंत्रण क्षेत्र
નિયંત્રણ બીટ,नियंत्रण बिट
નિયંત્રણ બસ,नियंत्रण बस
નિયંત્રણ કાર્ડ,नियंत्रण कार्ड
નિયંત્રણ સર્કિટ,नियंत्रण सर्किट
નિયંત્રણ ચક્ર,नियंत्रण चक्र
નિયંત્રણ એન્જિનિયરિંગ,नियंत्रण अभियांत्रिकी
નિયંત્રણ કી,नियंत्रण की
નિયંત્રણ તર્ક,नियंत्रण तर्क
નિયંત્રણ લૂપ,नियंत्रण लूप
નિયંત્રણ ચિહ્ન,नियंत्रण चिन्ह
નિયંત્રણ કામગીરી,नियंत्रण ऑपरेशन
કંટ્રોલ પેનલ,नियंत्रण पॅनेल
નિયંત્રણ સંકેત,नियंत्रण सिग्नल
નિયંત્રણ સ્વીચ,नियंत्रण स्विच
નિયંત્રણ ટેપ,नियंत्रण टेप
નિયંત્રણ ટર્મિનલ,नियंत्रण टर्मिनल
કંટ્રોલ યુનિટ (CU),कंट्रोल युनिट (CU)
કન્વર્જન્સ,अभिसरण
વાતચીત,संभाषण
વાતચીત સમયની વહેંચણી,संवादात्मक वेळ सामायिकरण
રૂપાંતર,रूपांतरण
કન્વર્ટર,कनवर्टर
કૂકનું પ્રમેય,कुकचे प्रमेय
સહ-પ્રોસેસર,सह-प्रोसेसर
નકલ,कॉपी
કૉપિરાઇટ,कॉपीराइट
દોરી,दोरखंड
કોર્ડલેસ ટેલિફોન,कॉर्डलेस टेलिफोन
પરિણામ,परिणाम
કરેક્શન,दुरुस्ती
દૂષિત,भ्रष्ट
ગણતરી,मोजणे
કાઉન્ટર,काउंटर
